"time","Out1"
0.000000,0.000000
0.200000,0.019933
0.400000,0.078939
0.600000,0.174664
0.800000,0.303293
1.000000,0.459698
1.200000,0.637642
1.400000,0.830033
1.600000,1.029199
1.800000,1.227202
2.000000,1.416147
2.200000,1.588501
2.400000,1.737394
2.600000,1.856889
2.800000,1.942222
3.000000,1.989992
3.200000,1.998295
3.400000,1.966798
3.600000,1.896758
3.800000,1.790968
4.000000,1.653644
4.200000,1.490261
4.400000,1.307333
4.600000,1.112152
4.800000,0.912501
5.000000,0.716338
5.200000,0.531483
5.400000,0.365307
5.600000,0.224434
5.800000,0.114480
6.000000,0.039829
6.200000,0.003458
6.400000,0.006815
6.600000,0.049767
6.800000,0.130602
7.000000,0.246097
7.200000,0.391648
7.400000,0.561452
7.600000,0.748740
7.800000,0.946044
8.000000,1.145500
8.200000,1.339155
8.400000,1.519288
8.600000,1.678720
8.800000,1.811093
9.000000,1.911130
9.200000,1.974843
9.400000,1.999693
9.600000,1.984687
9.800000,1.930426
10.000000,1.839071
