"time","y","z"
9.68,0.0209944,-0.02417
9.71,0.0161533,-0.31817
9.74,0.00249222,-0.61217
9.77,0.00819186,0.268028
9.8,0.0121167,-0.0259725
9.83,0.00722151,-0.319972
9.86,0.00253585,0.288979
9.89,0.00708923,-0.00502065
9.92,0.00282261,-0.299021
9.95,0.00363172,0.101765
9.98,0.00256868,-0.192235
10.01,0.00244543,0.0559759
