"time","outDateAndTime2","outChar"
0,0,0
0.06,0,0
0.06,0,0
0.1,0,0
0.12,0,0
0.12,300,3
0.18,300,3
0.18,600,4
0.2,600,4
0.24,600,4
0.24,1000,5
0.3,1000,5
0.3,1500,6
0.36,1500,6
0.36,2800,8
0.4,2800,8
0.42,2800,8
0.42,3600,9
0.48,3600,9
0.48,4500,10
0.5,4500,10
0.54,4500,10
0.54,5500,11
0.6,5500,11
0.6,6600,12
0.66,6600,12
0.66,9100,14
0.7,9100,14
0.72,9100,14
0.72,10500,15
0.78,10500,15
0.78,12000,16
0.8,12000,16
0.84,12000,16
0.84,13600,17
0.9,13600,17
0.9,15300,18
0.96,15300,18
0.96,19000,20
1,19000,20
1.02,19000,20
1.02,21000,21
1.08,21000,21
1.08,23100,22
1.1,23100,22
1.14,23100,22
1.14,25300,23
1.2,25300,23
1.2,27600,24
1.26,27600,24
1.26,32500,26
1.3,32500,26
1.32,32500,26
1.32,35100,27
1.38,35100,27
1.38,37800,28
1.4,37800,28
1.44,37800,28
1.44,40600,29
1.5,40600,29
1.5,43500,30
1.56,43500,30
1.56,49600,32
1.6,49600,32
1.62,49600,32
1.62,52800,33
1.68,52800,33
1.68,56100,34
1.7,56100,34
1.74,56100,34
1.74,59500,35
1.8,59500,35
1.8,63000,36
1.86,63000,36
1.86,70300,38
1.9,70300,38
1.92,70300,38
1.92,74100,39
1.98,74100,39
1.98,78000,40
2,78000,40
2.04,78000,40
2.04,82000,41
2.1,82000,41
2.1,86100,42
2.16,86100,42
2.16,94600,44
2.2,94600,44
2.22,94600,44
2.22,99000,45
2.28,99000,45
2.28,103500,46
2.3,103500,46
2.34,103500,46
2.34,108100,47
2.4,108100,47
2.4,112800,48
2.46,112800,48
2.46,122500,50
2.5,122500,50
2.52,122500,50
2.52,127500,51
2.58,127500,51
2.58,132600,52
2.6,132600,52
2.64,132600,52
2.64,137800,53
2.7,137800,53
2.7,143100,54
2.76,143100,54
2.76,154000,56
2.8,154000,56
2.82,154000,56
2.82,159600,57
2.88,159600,57
2.88,165300,58
2.9,165300,58
2.94,165300,58
2.94,171100,59
3,171100,59
3,177000,60
3.06,177000,60
3.06,189100,62
3.1,189100,62
3.12,189100,62
3.12,195300,63
3.18,195300,63
3.18,201600,64
3.2,201600,64
3.24,201600,64
3.24,208000,65
3.3,208000,65
3.3,214500,66
3.36,214500,66
3.36,227800,68
3.4,227800,68
3.42,227800,68
3.42,234600,69
3.48,234600,69
3.48,241500,70
3.5,241500,70
3.54,241500,70
3.54,248500,71
3.6,248500,71
3.6,255600,72
3.66,255600,72
3.66,270100,74
3.7,270100,74
3.72,270100,74
3.72,277500,75
3.78,277500,75
3.78,285000,76
3.8,285000,76
3.84,285000,76
3.84,292600,77
3.9,292600,77
3.9,300300,78
3.96,300300,78
3.96,316000,80
4,316000,80
4.02,316000,80
4.02,324000,81
4.08,324000,81
4.08,332100,82
