"time","step-size","csv.i.onOffController.reference","source.i.TRes"
0.06200000000000005,0.001,25.0,293.7672896561833
0.06300000000000004,0.001,25.0,293.77720238022096
0.06400000000000004,0.001,25.0,293.7871137263639
0.06500000000000004,0.001,25.0,293.79702369483516
0.06600000000000004,0.001,25.0,293.8069322858578
0.06700000000000005,0.001,25.0,293.8168394996494
0.06800000000000005,0.001,25.0,293.82674533643655
0.06900000000000005,0.001,25.0,293.83664979643504
0.07000000000000005,0.001,25.0,293.84655287986783
0.07100000000000005,0.001,25.0,293.8564545869578
0.07200000000000005,0.001,25.0,293.86635491792424
0.07300000000000005,0.001,25.0,293.8762538729918
0.07400000000000005,0.001,25.0,293.8861514523762
0.07500000000000005,0.001,25.0,293.89604765630213
0.07600000000000005,0.001,25.0,293.9059424849905
0.07700000000000005,0.001,25.0,293.9158359386605
0.07800000000000006,0.001,25.0,293.92572801753494
0.07900000000000006,0.001,25.0,293.935618721833
0.08000000000000006,0.001,25.0,293.9455080517774
0.08100000000000006,0.001,25.0,293.9553960075854
0.08200000000000006,0.001,25.0,293.96528258948325
0.08300000000000006,0.001,25.0,293.9751677976865
0.08400000000000006,0.001,25.0,293.98505163241947
0.08500000000000006,0.001,25.0,293.9949340938995
0.08600000000000006,0.001,25.0,294.0048151823491
0.08700000000000006,0.001,25.0,294.0146948979891
0.08800000000000006,0.001,25.0,294.02457324103847
0.08900000000000007,0.001,25.0,294.03445021171785
0.09000000000000007,0.001,25.0,294.044325810248
0.09100000000000007,0.001,25.0,294.05420003684964
0.09200000000000007,0.001,25.0,294.06407289174155
0.09300000000000007,0.001,25.0,294.07394437514625
0.09400000000000007,0.001,25.0,294.08381448728255
0.09500000000000007,0.001,25.0,294.09368322836923
0.09600000000000007,0.001,25.0,294.10355059862866
0.09700000000000007,0.001,25.0,294.1134165982814
0.09800000000000007,0.001,25.0,294.1232812275444
0.09900000000000007,0.001,25.0,294.1331444866382
0.10000000000000007,0.001,25.0,294.143006375785
0.10100000000000008,0.001,25.0,294.1528668952017
0.10200000000000008,0.001,25.0,294.1627260451106
0.10300000000000008,0.001,25.0,294.1725838257304
0.10400000000000008,0.001,25.0,294.1824402372813
0.10500000000000008,0.001,25.0,294.19229527998203
0.10600000000000008,0.001,25.0,294.2021489540529
0.10700000000000008,0.001,25.0,294.21200125971427
0.10800000000000008,0.001,25.0,294.2218521971811
0.10900000000000008,0.001,25.0,294.2317017666772
0.11000000000000008,0.001,25.0,294.2415499684229
0.11100000000000008,0.001,25.0,294.2513968026348
0.11200000000000009,0.001,25.0,294.2612422695332
0.11300000000000009,0.001,25.0,294.27108636933644
0.11400000000000009,0.001,25.0,294.28092910226655
0.11500000000000009,0.001,25.0,294.29077046854013
0.11600000000000009,0.001,25.0,294.3006104683773
0.11700000000000009,0.001,25.0,294.3104491019981
0.11800000000000009,0.001,25.0,294.3202863696191
0.11900000000000009,0.001,25.0,294.3301222714604
0.12000000000000009,0.001,25.0,294.3399568077439
0.1210000000000001,0.001,25.0,294.3497899786841
0.1220000000000001,0.001,25.0,294.35962178450046
0.1230000000000001,0.001,25.0,294.36945222541544
0.1240000000000001,0.001,25.0,294.3792813016436
0.12500000000000008,0.001,25.0,294.38910901340483
0.12600000000000008,0.001,25.0,294.39893536091915
0.12700000000000009,0.001,25.0,294.40876034440464
0.12800000000000009,0.001,25.0,294.4185839640793
0.1290000000000001,0.001,25.0,294.4284062201613
0.1300000000000001,0.001,25.0,294.4382271128705
0.1310000000000001,0.001,25.0,294.44804664242486
0.1320000000000001,0.001,25.0,294.45786480904235
0.1330000000000001,0.001,25.0,294.4676816129428
0.1340000000000001,0.001,25.0,294.47749705434234
0.1350000000000001,0.001,25.0,294.4873111334607
0.1360000000000001,0.001,25.0,294.4971238505176
0.1370000000000001,0.001,25.0,294.5069352057274
0.1380000000000001,0.001,25.0,294.51674519930975
0.1390000000000001,0.001,25.0,294.52655383148425
0.1400000000000001,0.001,25.0,294.53636110246873
0.1410000000000001,0.001,25.0,294.54616701247744
0.1420000000000001,0.001,25.0,294.5559715617335
0.1430000000000001,0.001,25.0,294.5657747504494
0.1440000000000001,0.001,25.0,294.5755765788499
0.1450000000000001,0.001,25.0,294.5853770471475
0.1460000000000001,0.001,25.0,294.59517615555984
0.1470000000000001,0.001,25.0,294.60497390430635
0.1480000000000001,0.001,25.0,294.6147702936065
0.1490000000000001,0.001,25.0,294.6245653236744
0.1500000000000001,0.001,25.0,294.6343589947294
0.1510000000000001,0.001,25.0,294.64415130698904
0.1520000000000001,0.001,25.0,294.653942260671
0.1530000000000001,0.001,25.0,294.66373185599275
0.1540000000000001,0.001,25.0,294.67352009317005
0.1550000000000001,0.001,25.0,294.6833069724222
0.1560000000000001,0.001,25.0,294.6930924939667
0.1570000000000001,0.001,25.0,294.70287665801914
0.1580000000000001,0.001,25.0,294.7126594647971
0.1590000000000001,0.001,25.0,294.72244091451796
0.16000000000000011,0.001,25.0,294.73222100739906
0.16100000000000012,0.001,25.0,294.7419997436578
0.16200000000000012,0.001,25.0,294.7517771235133
0.16300000000000012,0.001,25.0,294.7615531471776
0.16400000000000012,0.001,25.0,294.77132781487154
0.16500000000000012,0.001,25.0,294.78110112680884
0.16600000000000012,0.001,25.0,294.79087308321033
0.16700000000000012,0.001,25.0,294.80064368429146
0.16800000000000012,0.001,25.0,294.8104129302677
0.16900000000000012,0.001,25.0,294.8201808213563
0.17000000000000012,0.001,25.0,294.82994735777254
0.17100000000000012,0.001,25.0,294.8397125397336
0.17200000000000013,0.001,25.0,294.8494763674585
0.17300000000000013,0.001,25.0,294.85923884116255
0.17400000000000013,0.001,25.0,294.86899996106104
0.17500000000000013,0.001,25.0,294.87875972737277
0.17600000000000013,0.001,25.0,294.88851814031307
0.17700000000000013,0.001,25.0,294.8982752000954
0.17800000000000013,0.001,25.0,294.90803090694027
0.17900000000000013,0.001,25.0,294.91778526106117
0.18000000000000013,0.001,25.0,294.9275382626768
0.18100000000000013,0.001,25.0,294.9372899120006
0.18200000000000013,0.001,25.0,294.94704020924934
0.18300000000000013,0.001,25.0,294.9567891546401
0.18400000000000014,0.001,25.0,294.9665367483879
0.18500000000000014,0.001,25.0,294.97628299070965
0.18600000000000014,0.001,25.0,294.98602788182035
0.18700000000000014,0.001,25.0,294.9957714219386
0.18800000000000014,0.001,25.0,295.00551361127947
0.18900000000000014,0.001,25.0,295.01525445005785
0.19000000000000014,0.001,25.0,295.02499393848876
0.19100000000000014,0.001,25.0,295.0347320767854
0.19200000000000014,0.001,25.0,295.0444688651698
0.19300000000000014,0.001,25.0,295.0542043038515
0.19400000000000014,0.001,25.0,295.0639383930526
0.19500000000000015,0.001,25.0,295.07367113298426
0.19600000000000015,0.001,25.0,295.0834025238596
0.19700000000000015,0.001,25.0,295.09313256589877
0.19800000000000015,0.001,25.0,295.1028612593148
0.19900000000000015,0.001,25.0,295.11258860432605
0.20000000000000015,0.001,25.0,295.12231460114367
0.20100000000000015,0.001,25.0,295.1320392499842
0.20200000000000015,0.001,25.0,295.1417625510641
0.20300000000000015,0.001,25.0,295.15148450459805
0.20400000000000015,0.001,25.0,295.16120511080254
0.20500000000000015,0.001,25.0,295.17092436989043
0.20600000000000016,0.001,25.0,295.1806422820781
0.20700000000000016,0.001,25.0,295.19035884758017
0.20800000000000016,0.001,25.0,295.20007406661125
0.20900000000000016,0.001,25.0,295.2097879393859
0.21000000000000016,0.001,25.0,295.21950046612034
0.21100000000000016,0.001,25.0,295.22921164702916
0.21200000000000016,0.001,25.0,295.23892148232693
0.21300000000000016,0.001,25.0,295.248629972228
0.21400000000000016,0.001,25.0,295.2583371169451
0.21500000000000016,0.001,25.0,295.26804291669447
0.21600000000000016,0.001,25.0,295.27774737169227
0.21700000000000016,0.001,25.0,295.2874504821529
0.21800000000000017,0.001,25.0,295.2971522482889
0.21900000000000017,0.001,25.0,295.30685267031646
0.22000000000000017,0.001,25.0,295.31655174844985
0.22100000000000017,0.001,25.0,295.32624948290163
0.22200000000000017,0.001,25.0,295.3359458738896
0.22300000000000017,0.001,25.0,295.3456409216245
0.22400000000000017,0.001,25.0,295.35533462632236
0.22500000000000017,0.001,25.0,295.3650269881974
0.22600000000000017,0.001,25.0,295.37471800746204
0.22700000000000017,0.001,25.0,295.38440768433395
0.22800000000000017,0.001,25.0,295.3940960190238
0.22900000000000018,0.001,25.0,295.4037830117492
0.23000000000000018,0.001,25.0,295.41346866272085
0.23100000000000018,0.001,25.0,295.4231529721527
0.23200000000000018,0.001,25.0,295.4328359402589
0.23300000000000018,0.001,25.0,295.4425175672552
0.23400000000000018,0.001,25.0,295.4521978533539
0.23500000000000018,0.001,25.0,295.46187679876897
0.23600000000000018,0.001,25.0,295.4715544037127
0.23700000000000018,0.001,25.0,295.4812306683989
0.23800000000000018,0.001,25.0,295.49090559304517
0.23900000000000018,0.001,25.0,295.5005791778619
0.24000000000000019,0.001,25.0,295.5102514230629
0.2410000000000002,0.001,25.0,295.5199223288621
0.2420000000000002,0.001,25.0,295.5295918954761
0.2430000000000002,0.001,25.0,295.5392601231124
0.2440000000000002,0.001,25.0,295.5489270119866
0.2450000000000002,0.001,25.0,295.5585925623125
0.2460000000000002,0.001,25.0,295.5682567743022
0.2470000000000002,0.001,25.0,295.57791964817284
0.2480000000000002,0.001,25.0,295.5875811841329
0.2490000000000002,0.001,25.0,295.59724138239784
0.25000000000000017,0.001,25.0,295.6069002431813
0.25100000000000017,0.001,25.0,295.61655776669346
0.25200000000000017,0.001,25.0,295.6262139531497
0.25300000000000017,0.001,25.0,295.6358688027619
0.25400000000000017,0.001,25.0,295.64552231574356
0.25500000000000017,0.001,25.0,295.65517449230657
0.25600000000000017,0.001,25.0,295.6648253326662
0.2570000000000002,0.001,25.0,295.67447483703256
0.2580000000000002,0.001,25.0,295.68412300562085
0.2590000000000002,0.001,25.0,295.693769838641
0.2600000000000002,0.001,25.0,295.70341533630653
0.2610000000000002,0.001,25.0,295.71305949883265
0.2620000000000002,0.001,25.0,295.7227023264292
0.2630000000000002,0.001,25.0,295.7323438193096
0.2640000000000002,0.001,25.0,295.7419839776855
0.2650000000000002,0.001,25.0,295.7516228017702
0.2660000000000002,0.001,25.0,295.7612602917754
0.2670000000000002,0.001,25.0,295.7708964479142
0.2680000000000002,0.001,25.0,295.78053127039834
0.2690000000000002,0.001,25.0,295.790164759441
0.2700000000000002,0.001,25.0,295.79979691525364
0.2710000000000002,0.001,25.0,295.80942773804776
0.2720000000000002,0.001,25.0,295.81905722803833
0.2730000000000002,0.001,25.0,295.828685385435
0.2740000000000002,0.001,25.0,295.83831221044744
0.2750000000000002,0.001,25.0,295.8479377032923
0.2760000000000002,0.001,25.0,295.857561864181
0.2770000000000002,0.001,25.0,295.867184693323
0.2780000000000002,0.001,25.0,295.87680619093146
0.2790000000000002,0.001,25.0,295.88642635721766
0.2800000000000002,0.001,25.0,295.8960451923929
0.2810000000000002,0.001,25.0,295.9056626966683
0.2820000000000002,0.001,25.0,295.9152788702587
0.2830000000000002,0.001,25.0,295.92489371337365
0.2840000000000002,0.001,25.0,295.93450722622424
0.2850000000000002,0.001,25.0,295.9441194090234
0.2860000000000002,0.001,25.0,295.95373026198234
0.2870000000000002,0.001,25.0,295.9633397853121
0.2880000000000002,0.001,25.0,295.97294797922376
0.2890000000000002,0.001,25.0,295.9825548439285
0.2900000000000002,0.001,25.0,295.99216037964084
0.2910000000000002,0.001,25.0,296.0017645865666
0.2920000000000002,0.001,25.0,296.0113674649203
0.2930000000000002,0.001,25.0,296.02096901491467
0.2940000000000002,0.001,25.0,296.03056923675894
0.2950000000000002,0.001,25.0,296.04016813066403
0.2960000000000002,0.001,25.0,296.0497656968409
0.2970000000000002,0.001,25.0,296.0593619355023
0.2980000000000002,0.001,25.0,296.06895684685725
0.2990000000000002,0.001,25.0,296.0785504311149
0.3000000000000002,0.001,25.0,296.08814268849136
0.3010000000000002,0.001,25.0,296.09773361919395
0.3020000000000002,0.001,25.0,296.1073232234323
0.3030000000000002,0.001,25.0,296.11691150142013
0.3040000000000002,0.001,25.0,296.1264984533647
0.3050000000000002,0.001,25.0,296.1360840794803
0.3060000000000002,0.001,25.0,296.1456683799758
0.3070000000000002,0.001,25.0,296.15525135506374
0.3080000000000002,0.001,25.0,296.164833004953
0.3090000000000002,0.001,25.0,296.174413329856
0.3100000000000002,0.001,25.0,296.1839923299799
0.3110000000000002,0.001,25.0,296.19357000553526
0.3120000000000002,0.001,25.0,296.20314635673617
0.3130000000000002,0.001,25.0,296.21272138378976
0.3140000000000002,0.001,25.0,296.2222950869083
0.3150000000000002,0.001,25.0,296.2318674663005
0.3160000000000002,0.001,25.0,296.2414385221788
0.3170000000000002,0.001,25.0,296.25100825475
0.3180000000000002,0.001,25.0,296.2605766642264
0.31900000000000023,0.001,25.0,296.2701437508184
0.32000000000000023,0.001,25.0,296.27970951473475
0.32100000000000023,0.001,25.0,296.28927395618746
0.32200000000000023,0.001,25.0,296.29883707538175
0.32300000000000023,0.001,25.0,296.30839887253325
0.32400000000000023,0.001,25.0,296.3179593478487
0.32500000000000023,0.001,25.0,296.3275185015385
0.32600000000000023,0.001,25.0,296.337076333813
0.32700000000000023,0.001,25.0,296.34663284487885
0.32800000000000024,0.001,25.0,296.3561880349498
0.32900000000000024,0.001,25.0,296.3657419042344
0.33000000000000024,0.001,25.0,296.37529445293933
0.33100000000000024,0.001,25.0,296.38484568127825
0.33200000000000024,0.001,25.0,296.3943955894597
0.33300000000000024,0.001,25.0,296.40394417769187
0.33400000000000024,0.001,25.0,296.41349144618505
0.33500000000000024,0.001,25.0,296.4230373951493
0.33600000000000024,0.001,25.0,296.4325820247947
0.33700000000000024,0.001,25.0,296.442125335326
0.33800000000000024,0.001,25.0,296.4516673269568
0.33900000000000025,0.001,25.0,296.46120799989353
0.34000000000000025,0.001,25.0,296.4707473543481
0.34100000000000025,0.001,25.0,296.48028539052683
0.34200000000000025,0.001,25.0,296.48982210863977
0.34300000000000025,0.001,25.0,296.4993575088968
0.34400000000000025,0.001,25.0,296.5088915915061
0.34500000000000025,0.001,25.0,296.5184243566775
0.34600000000000025,0.001,25.0,296.5279558046192
0.34700000000000025,0.001,25.0,296.537485935541
0.34800000000000025,0.001,25.0,296.547014749651
0.34900000000000025,0.001,25.0,296.55654224715727
0.35000000000000026,0.001,25.0,296.5660684282678
0.35100000000000026,0.001,25.0,296.5755932931959
0.35200000000000026,0.001,25.0,296.58511684214596
0.35300000000000026,0.001,25.0,296.59463907532785
0.35400000000000026,0.001,25.0,296.6041599929494
0.35500000000000026,0.001,25.0,296.61367959522033
0.35600000000000026,0.001,25.0,296.62319788234856
0.35700000000000026,0.001,25.0,296.632714854542
0.35800000000000026,0.001,25.0,296.6422305120084
0.35900000000000026,0.001,25.0,296.6517448549592
0.36000000000000026,0.001,25.0,296.66125788359864
0.36100000000000027,0.001,25.0,296.6707695981382
0.36200000000000027,0.001,25.0,296.6802799987836
0.36300000000000027,0.001,25.0,296.68978908574456
0.36400000000000027,0.001,25.0,296.69929685922875
0.36500000000000027,0.001,25.0,296.7088033194457
0.36600000000000027,0.001,25.0,296.71830846660134
0.36700000000000027,0.001,25.0,296.72781230090504
0.36800000000000027,0.001,25.0,296.73731482256636
0.36900000000000027,0.001,25.0,296.74681603178925
0.3700000000000003,0.001,25.0,296.7563159287849
0.3710000000000003,0.001,25.0,296.7658145137591
0.3720000000000003,0.001,25.0,296.7753117869195
0.3730000000000003,0.001,25.0,296.7848077484753
0.3740000000000003,0.001,25.0,296.79430239863234
0.3750000000000003,0.001,25.0,296.8037957376016
0.3760000000000003,0.001,25.0,296.8132877655871
0.3770000000000003,0.001,25.0,296.82277848279983
0.3780000000000003,0.001,25.0,296.83226788944364
0.3790000000000003,0.001,25.0,296.84175598572773
0.3800000000000003,0.001,25.0,296.8512427718613
0.3810000000000003,0.001,25.0,296.8607282480499
0.3820000000000003,0.001,25.0,296.87021241450094
0.3830000000000003,0.001,25.0,296.8796952714217
0.3840000000000003,0.001,25.0,296.88917681901955
0.3850000000000003,0.001,25.0,296.89865705750174
0.3860000000000003,0.001,25.0,296.90813598707564
0.3870000000000003,0.001,25.0,296.9176136079484
0.3880000000000003,0.001,25.0,296.92708992032726
0.3890000000000003,0.001,25.0,296.9365649244195
0.3900000000000003,0.001,25.0,296.94603862043226
0.3910000000000003,0.001,25.0,296.95551100857267
0.3920000000000003,0.001,25.0,296.9649820890462
0.3930000000000003,0.001,25.0,296.97445186205994
0.3940000000000003,0.001,25.0,296.98392032782095
0.3950000000000003,0.001,25.0,296.99338748653815
0.3960000000000003,0.001,25.0,297.0028533384168
0.3970000000000003,0.001,25.0,297.01231788366397
0.3980000000000003,0.001,25.0,297.0217811224849
0.3990000000000003,0.001,25.0,297.03124305508663
0.4000000000000003,0.001,25.0,297.0407036816779
0.4010000000000003,0.001,25.0,297.0501630024638
0.4020000000000003,0.001,25.0,297.05962101764965
0.4030000000000003,0.001,25.0,297.06907772744404
0.4040000000000003,0.001,25.0,297.07853313205214
0.4050000000000003,0.001,25.0,297.08798723167905
0.4060000000000003,0.001,25.0,297.0974400265334
0.4070000000000003,0.001,25.0,297.10689151682027
0.4080000000000003,0.001,25.0,297.1163417027483
0.4090000000000003,0.001,25.0,297.12579058452235
0.4100000000000003,0.001,25.0,297.1352381623476
0.4110000000000003,0.001,25.0,297.14468443643074
0.4120000000000003,0.001,25.0,297.1541292888373
0.4130000000000003,0.001,25.0,297.16357295606934
0.4140000000000003,0.001,25.0,297.17301575451353
0.4150000000000003,0.001,25.0,297.1824573946961
0.4160000000000003,0.001,25.0,297.1918977802593
0.4170000000000003,0.001,25.0,297.2013368792192
0.4180000000000003,0.001,25.0,297.21077468105165
0.4190000000000003,0.001,25.0,297.22021118238547
0.4200000000000003,0.001,25.0,297.22964638223476
0.4210000000000003,0.001,25.0,297.2390802804062
0.4220000000000003,0.001,25.0,297.2485128769743
0.4230000000000003,0.001,25.0,297.2579441720992
0.4240000000000003,0.001,25.0,297.26737416597433
0.4250000000000003,0.001,25.0,297.2768028587994
0.4260000000000003,0.001,25.0,297.28623025077746
0.4270000000000003,0.001,25.0,297.2956563421139
0.4280000000000003,0.001,25.0,297.3050811330135
0.4290000000000003,0.001,25.0,297.31450462368224
0.4300000000000003,0.001,25.0,297.32392681432515
0.4310000000000003,0.001,25.0,297.3333477051481
0.43200000000000033,0.001,25.0,297.3427672963562
0.43300000000000033,0.001,25.0,297.35218558815524
0.43400000000000033,0.001,25.0,297.36160258074904
0.43500000000000033,0.001,25.0,297.37101827434424
0.43600000000000033,0.001,25.0,297.38043266914605
0.43700000000000033,0.001,25.0,297.38984576535796
0.43800000000000033,0.001,25.0,297.3992575631866
0.43900000000000033,0.001,25.0,297.40866806283697
0.44000000000000034,0.001,25.0,297.4180772645114
0.44100000000000034,0.001,25.0,297.42748516841715
0.44200000000000034,0.001,25.0,297.43689177475943
0.44300000000000034,0.001,25.0,297.44629708374185
0.44400000000000034,0.001,25.0,297.4557010955707
0.44500000000000034,0.001,25.0,297.46510381044993
0.44600000000000034,0.001,25.0,297.47450522858355
0.44700000000000034,0.001,25.0,297.483905350177
0.44800000000000034,0.001,25.0,297.49330417543496
0.44900000000000034,0.001,25.0,297.50270170456173
0.45000000000000034,0.001,25.0,297.51209793776275
0.45100000000000035,0.001,25.0,297.5214928752414
0.45200000000000035,0.001,25.0,297.5308865172029
0.45300000000000035,0.001,25.0,297.5402788638504
0.45400000000000035,0.001,25.0,297.54966991538896
0.45500000000000035,0.001,25.0,297.559059672023
0.45600000000000035,0.001,25.0,297.5684481339579
0.45700000000000035,0.001,25.0,297.57783530139693
0.45800000000000035,0.001,25.0,297.58722117454386
0.45900000000000035,0.001,25.0,297.5966057536039
0.46000000000000035,0.001,25.0,297.60598903878133
0.46100000000000035,0.001,25.0,297.61537103027916
0.46200000000000035,0.001,25.0,297.62475172830096
0.46300000000000036,0.001,25.0,297.63413113305177
0.46400000000000036,0.001,25.0,297.6435092447358
0.46500000000000036,0.001,25.0,297.6528860635583
0.46600000000000036,0.001,25.0,297.66226158972125
0.46700000000000036,0.001,25.0,297.671635823429
0.46800000000000036,0.001,25.0,297.68100876488563
0.46900000000000036,0.001,25.0,297.69038041429377
0.47000000000000036,0.001,25.0,297.6997507718581
0.47100000000000036,0.001,25.0,297.7091198377814
0.47200000000000036,0.001,25.0,297.7184876122671
0.47300000000000036,0.001,25.0,297.7278540955201
0.47400000000000037,0.001,25.0,297.73721928774336
0.47500000000000037,0.001,25.0,297.7465831891402
0.47600000000000037,0.001,25.0,297.7559457999154
0.47700000000000037,0.001,25.0,297.76530712027073
0.47800000000000037,0.001,25.0,297.7746671504114
0.47900000000000037,0.001,25.0,297.7840258905404
0.48000000000000037,0.001,25.0,297.79338334086003
0.48100000000000037,0.001,25.0,297.80273950157334
0.4820000000000004,0.001,25.0,297.8120943728838
0.4830000000000004,0.001,25.0,297.8214479549949
0.4840000000000004,0.001,25.0,297.83080024811
0.4850000000000004,0.001,25.0,297.84015125243275
0.4860000000000004,0.001,25.0,297.8495009681642
0.4870000000000004,0.001,25.0,297.8588493955093
0.4880000000000004,0.001,25.0,297.8681965346709
0.4890000000000004,0.001,25.0,297.8775423858511
0.4900000000000004,0.001,25.0,297.8868869492527
0.4910000000000004,0.001,25.0,297.8962302250789
0.4920000000000004,0.001,25.0,297.90557221353316
0.4930000000000004,0.001,25.0,297.9149129148175
0.4940000000000004,0.001,25.0,297.9242523291348
0.4950000000000004,0.001,25.0,297.93359045668706
0.4960000000000004,0.001,25.0,297.9429272976771
0.4970000000000004,0.001,25.0,297.9522628523093
0.4980000000000004,0.001,25.0,297.9615971207848
0.4990000000000004,0.001,25.0,297.97093010330616
0.5000000000000003,0.001,25.0,297.98026180007633
0.5010000000000003,0.001,25.0,297.98959221129724
0.5020000000000003,0.001,25.0,297.99892133717157
0.5030000000000003,0.001,25.0,298.0082491779012
0.5040000000000003,0.001,25.0,298.0175757336887
0.5050000000000003,0.001,25.0,298.026901004736
0.5060000000000003,0.001,25.0,298.0362249912456
0.5070000000000003,0.001,25.0,298.0455476934204
0.5080000000000003,0.001,25.0,298.05486911146227
0.5090000000000003,0.001,25.0,298.06418924557374
0.5100000000000003,0.001,25.0,298.07350809595533
0.5110000000000003,0.001,25.0,298.08282566281036
0.5120000000000003,0.001,25.0,298.09214194634075
0.5130000000000003,0.001,25.0,298.1014569467478
0.5140000000000003,0.001,25.0,298.1107706642328
0.5150000000000003,0.001,25.0,298.1200830989992
0.5160000000000003,0.001,25.0,298.1293942512489
0.5170000000000003,0.001,25.0,298.13870412118206
0.5180000000000003,0.001,25.0,298.14801270900176
0.5190000000000003,0.001,25.0,298.157320014911
0.5200000000000004,0.001,25.0,298.166626039109
0.5210000000000004,0.001,25.0,298.17593078179846
0.5220000000000004,0.001,25.0,298.1852342431798
0.5230000000000004,0.001,25.0,298.1945364234562
0.5240000000000004,0.001,25.0,298.2038373228282
0.5250000000000004,0.001,25.0,298.21313694149757
0.5260000000000004,0.001,25.0,298.2224352796644
0.5270000000000004,0.001,25.0,298.2317323375329
0.5280000000000004,0.001,25.0,298.2410281153026
0.5290000000000004,0.001,25.0,298.2503226131739
0.5300000000000004,0.001,25.0,298.2596158313499
0.5310000000000004,0.001,25.0,298.268907770032
0.5320000000000004,0.001,25.0,298.27819842942023
0.5330000000000004,0.001,25.0,298.2874878097172
0.5340000000000004,0.001,25.0,298.2967759111221
0.5350000000000004,0.001,25.0,298.306062733835
0.5360000000000004,0.001,25.0,298.31534827805876
0.5370000000000004,0.001,25.0,298.32463254399363
0.5380000000000004,0.001,25.0,298.3339155318425
0.5390000000000004,0.001,25.0,298.3431972418055
0.5400000000000004,0.001,25.0,298.35247767408316
0.5410000000000004,0.001,25.0,298.3617568288747
0.5420000000000004,0.001,25.0,298.3710347063828
0.5430000000000004,0.001,25.0,298.38031130680855
0.5440000000000004,0.001,25.0,298.3895866303516
0.5450000000000004,0.001,25.0,298.39886067721204
0.5460000000000004,0.001,25.0,298.40813344759147
0.5470000000000004,0.001,25.0,298.41740494168954
0.5480000000000004,0.001,25.0,298.42667515970766
0.5490000000000004,0.001,25.0,298.4359441018465
0.5500000000000004,0.001,25.0,298.4452117683054
0.5510000000000004,0.001,25.0,298.4544781592868
0.5520000000000004,0.001,25.0,298.4637432749881
0.5530000000000004,0.001,25.0,298.4730071156123
0.5540000000000004,0.001,25.0,298.4822696813582
0.5550000000000004,0.001,25.0,298.49153097242686
0.5560000000000004,0.001,25.0,298.5007909890175
0.5570000000000004,0.001,25.0,298.5100497313301
0.5580000000000004,0.001,25.0,298.5193071995661
0.5590000000000004,0.001,25.0,298.5285633939247
