    "time", "yRising","yFalling", "yEither"
         0,         0,         0,         0
      0.49,         0,         0,         0
       0.5,-0.7568025,         0,-0.7568025
      0.99,-0.7568025,         0,-0.7568025
         1,-0.7568025,0.98935825,0.98935825
      1.49,-0.7568025,0.98935825,0.98935825
       1.5,-0.53657292,0.98935825,-0.53657292
      1.99,-0.53657292,0.98935825,-0.53657292
         2,-0.53657292,-0.28790332,-0.28790332
      2.49,-0.53657292,-0.28790332,-0.28790332
       2.5,0.91294525,-0.28790332,0.91294525
      2.99,0.91294525,-0.28790332,0.91294525
         3,0.91294525,-0.90557836,-0.90557836
      3.49,0.91294525,-0.90557836,-0.90557836
       3.5,0.27090579,-0.90557836,0.27090579
      3.99,0.27090579,-0.90557836,0.27090579
         4,0.27090579,0.55142668,0.55142668
      4.49,0.27090579,0.55142668,0.55142668
       4.5,-0.99177885,0.55142668,-0.99177885
      4.99,-0.99177885,0.55142668,-0.99177885
         5,-0.99177885,0.74511316,0.74511316
      5.49,-0.99177885,0.74511316,0.74511316
       5.5,0.017701925,0.74511316,0.017701925
      5.99,0.017701925,0.74511316,0.017701925
         6,0.017701925,-0.76825466,-0.76825466
      6.49,0.017701925,-0.76825466,-0.76825466
       6.5,0.98662759,-0.76825466,0.98662759
      6.99,0.98662759,-0.76825466,0.98662759
         7,0.98662759, -0.521551, -0.521551
      7.49,0.98662759, -0.521551, -0.521551
       7.5,-0.30481062, -0.521551,-0.30481062
      7.99,-0.30481062, -0.521551,-0.30481062
         8,-0.30481062,0.92002604,0.92002604
      8.49,-0.30481062,0.92002604,0.92002604
       8.5,-0.89792768,0.92002604,-0.89792768
      8.99,-0.89792768,0.92002604,-0.89792768
         9,-0.89792768,0.25382336,0.25382336
      9.49,-0.89792768,0.25382336,0.25382336
       9.5,0.56610764,0.25382336,0.56610764
      9.99,0.56610764,0.25382336,0.56610764
        10,0.56610764,-0.99388865,-0.99388865
