    "time",       "y",       "z"
         0,        10,         0
      0.02, 9.9980334,    -0.196
      0.04, 9.9921525,    -0.392
      0.06, 9.9823524,    -0.588
      0.08, 9.9686324,    -0.784
       0.1, 9.9509924,     -0.98
      0.12, 9.9294324,    -1.176
      0.14, 9.9039524,    -1.372
      0.16, 9.8745524,    -1.568
      0.18, 9.8412324,    -1.764
       0.2, 9.8039924,     -1.96
      0.22, 9.7628324,    -2.156
      0.24, 9.7177524,    -2.352
      0.26, 9.6687524,    -2.548
      0.28, 9.6158324,    -2.744
       0.3, 9.5589924,     -2.94
      0.32, 9.4982324,    -3.136
      0.34, 9.4335524,    -3.332
      0.36, 9.3649524,    -3.528
      0.38, 9.2924324,    -3.724
       0.4, 9.2159924,     -3.92
      0.42, 9.1356324,    -4.116
      0.44, 9.0513524,    -4.312
      0.46, 8.9631524,    -4.508
      0.48, 8.8710324,    -4.704
       0.5, 8.7749924,      -4.9
      0.52, 8.6750324,    -5.096
      0.54, 8.5711524,    -5.292
      0.56, 8.4633524,    -5.488
      0.58, 8.3516324,    -5.684
       0.6, 8.2359924,     -5.88
      0.62, 8.1164324,    -6.076
      0.64, 7.9929524,    -6.272
      0.66, 7.8655524,    -6.468
      0.68, 7.7342324,    -6.664
       0.7, 7.5989924,     -6.86
      0.72, 7.4598324,    -7.056
      0.74, 7.3167524,    -7.252
      0.76, 7.1697524,    -7.448
      0.78, 7.0188324,    -7.644
       0.8, 6.8639924,     -7.84
      0.82, 6.7052324,    -8.036
      0.84, 6.5425524,    -8.232
      0.86, 6.3759524,    -8.428
      0.88, 6.2054324,    -8.624
       0.9, 6.0309924,     -8.82
      0.92, 5.8526324,    -9.016
      0.94, 5.6703524,    -9.212
      0.96, 5.4841524,    -9.408
      0.98, 5.2940324,    -9.604
         1, 5.0999924,      -9.8
      1.02, 4.9020324,    -9.996
      1.04, 4.7001524,   -10.192
      1.06, 4.4943524,   -10.388
      1.08, 4.2846324,   -10.584
       1.1, 4.0709924,    -10.78
      1.12, 3.8534324,   -10.976
      1.14, 3.6319524,   -11.172
      1.16, 3.4065524,   -11.368
      1.18, 3.1772324,   -11.564
       1.2, 2.9439924,    -11.76
      1.22, 2.7068324,   -11.956
      1.24, 2.4657524,   -12.152
      1.26, 2.2207524,   -12.348
      1.28, 1.9718324,   -12.544
       1.3, 1.7189924,    -12.74
      1.32, 1.4622324,   -12.936
      1.34, 1.2015524,   -13.132
      1.36,0.93695243,   -13.328
      1.38,0.66843243,   -13.524
       1.4,0.39599243,    -13.72
      1.42,0.11963243,   -13.916
      1.44,0.11936321, 10.387991
      1.46,0.32516296, 10.191991
      1.48,0.52704278, 9.9959907
       1.5,0.72500259, 9.7999907
      1.52,0.91904241, 9.6039907
      1.54, 1.1091622, 9.4079907
      1.56,  1.295362, 9.2119907
      1.58, 1.4776419, 9.0159907
       1.6, 1.6560017, 8.8199907
      1.62, 1.8304415, 8.6239907
      1.64, 2.0009613, 8.4279907
      1.66, 2.1675611, 8.2319907
      1.68, 2.3302409, 8.0359907
       1.7, 2.4890007, 7.8399907
      1.72, 2.6438406, 7.6439907
      1.74, 2.7947604, 7.4479907
      1.76, 2.9417602, 7.2519907
      1.78,   3.08484, 7.0559907
       1.8, 3.2239998, 6.8599907
      1.82, 3.3592396, 6.6639907
      1.84, 3.4905594, 6.4679907
      1.86, 3.6179593, 6.2719907
      1.88, 3.7414391, 6.0759907
       1.9, 3.8609989, 5.8799907
      1.92, 3.9766387, 5.6839907
      1.94, 4.0883585, 5.4879907
      1.96, 4.1961583, 5.2919907
      1.98, 4.3000381, 5.0959907
         2,  4.399998, 4.8999907
      2.02, 4.4960378, 4.7039907
      2.04, 4.5881576, 4.5079907
      2.06, 4.6763574, 4.3119907
      2.08, 4.7606372, 4.1159907
       2.1,  4.840997, 3.9199907
      2.12, 4.9174368, 3.7239907
      2.14, 4.9899567, 3.5279907
      2.16, 5.0585565, 3.3319907
      2.18, 5.1232363, 3.1359907
       2.2, 5.1839961, 2.9399907
      2.22, 5.2408359, 2.7439907
      2.24, 5.2937557, 2.5479907
      2.26, 5.3427555, 2.3519907
      2.28, 5.3878354, 2.1559907
       2.3, 5.4289952, 1.9599907
      2.32,  5.466235, 1.7639907
      2.34, 5.4995548, 1.5679907
      2.36, 5.5289546, 1.3719907
      2.38, 5.5544344, 1.1759907
       2.4, 5.5759942,0.97999073
      2.42, 5.5936341,0.78399073
      2.44, 5.6073539,0.58799073
      2.46, 5.6171537,0.39199073
      2.48, 5.6230335,0.19599073
       2.5, 5.6249933,-9.2721094e-006
      2.52, 5.6230331,-0.19600927
      2.54, 5.6171529,-0.39200927
      2.56, 5.6073528,-0.58800927
      2.58, 5.5936326,-0.78400927
       2.6, 5.5759924,-0.98000927
      2.62, 5.5544322,-1.1760093
      2.64,  5.528952,-1.3720093
      2.66, 5.4995518,-1.5680093
      2.68, 5.4662317,-1.7640093
       2.7, 5.4289915,-1.9600093
      2.72, 5.3878313,-2.1560093
      2.74, 5.3427511,-2.3520093
      2.76, 5.2937509,-2.5480093
      2.78, 5.2408307,-2.7440093
       2.8, 5.1839905,-2.9400093
      2.82, 5.1232304,-3.1360093
      2.84, 5.0585502,-3.3320093
      2.86,   4.98995,-3.5280093
      2.88, 4.9174298,-3.7240093
       2.9, 4.8409896,-3.9200093
      2.92, 4.7606294,-4.1160093
      2.94, 4.6763492,-4.3120093
      2.96, 4.5881491,-4.5080093
      2.98, 4.4960289,-4.7040093
         3, 4.3999887,-4.9000093
      3.02, 4.3000285,-5.0960093
      3.04, 4.1961483,-5.2920093
      3.06, 4.0883481,-5.4880093
      3.08, 3.9766279,-5.6840093
       3.1, 3.8609878,-5.8800093
      3.12, 3.7414276,-6.0760093
      3.14, 3.6179474,-6.2720093
      3.16, 3.4905472,-6.4680093
      3.18,  3.359227,-6.6640093
       3.2, 3.2239868,-6.8600093
      3.22, 3.0848266,-7.0560093
      3.24, 2.9417465,-7.2520093
      3.26, 2.7947463,-7.4480093
      3.28, 2.6438261,-7.6440093
       3.3, 2.4889859,-7.8400093
      3.32, 2.3302257,-8.0360093
      3.34, 2.1675455,-8.2320093
      3.36, 2.0009453,-8.4280093
      3.38, 1.8304252,-8.6240093
       3.4,  1.655985,-8.8200093
      3.42, 1.4776248,-9.0160093
      3.44, 1.2953446,-9.2120093
      3.46, 1.1091444,-9.4080093
      3.48,0.91902423,-9.6040093
       3.5,0.72498405,-9.8000093
      3.52,0.52702386,-9.9960093
      3.54,0.32514368,-10.192009
      3.56,0.11934349,-10.388009
      3.58,0.067148867, 7.7909798
       3.6,0.22100803, 7.5949798
      3.62, 0.3709476, 7.3989798
      3.64,0.51696719, 7.2029798
      3.66,0.65906678, 7.0069798
      3.68,0.79724638, 6.8109798
       3.7,0.93150598, 6.6149798
      3.72, 1.0618456, 6.4189798
      3.74, 1.1882652, 6.2229798
      3.76, 1.3107648, 6.0269798
      3.78, 1.4293444, 5.8309798
       3.8,  1.544004, 5.6349798
      3.82, 1.6547436, 5.4389798
      3.84, 1.7615632, 5.2429798
      3.86, 1.8644627, 5.0469798
      3.88, 1.9634423, 4.8509798
       3.9, 2.0585019, 4.6549798
      3.92, 2.1496415, 4.4589798
      3.94, 2.2368611, 4.2629798
      3.96, 2.3201607, 4.0669798
      3.98, 2.3995403, 3.8709798
         4, 2.4749999, 3.6749798
      4.02, 2.5465395, 3.4789798
      4.04, 2.6141591, 3.2829798
      4.06, 2.6778587, 3.0869798
      4.08, 2.7376383, 2.8909798
       4.1, 2.7934979, 2.6949798
      4.12, 2.8454375, 2.4989798
      4.14, 2.8934571, 2.3029798
      4.16, 2.9375567, 2.1069798
      4.18, 2.9777363, 1.9109798
       4.2, 3.0139959, 1.7149798
      4.22, 3.0463355, 1.5189798
      4.24, 3.0747551, 1.3229798
      4.26, 3.0992547, 1.1269798
      4.28, 3.1198343,0.93097982
       4.3, 3.1364939,0.73497982
      4.32, 3.1492335,0.53897982
      4.34, 3.1580531,0.34297982
      4.36, 3.1629527,0.14697982
      4.38, 3.1639323,-0.049020181
       4.4, 3.1609918,-0.24502018
      4.42, 3.1541314,-0.44102018
      4.44,  3.143351,-0.63702018
      4.46, 3.1286506,-0.83302018
      4.48, 3.1100302,-1.0290202
       4.5, 3.0874898,-1.2250202
      4.52, 3.0610294,-1.4210202
      4.54,  3.030649,-1.6170202
      4.56, 2.9963486,-1.8130202
      4.58, 2.9581282,-2.0090202
       4.6, 2.9159878,-2.2050202
      4.62, 2.8699274,-2.4010202
      4.64,  2.819947,-2.5970202
      4.66, 2.7660466,-2.7930202
      4.68, 2.7082262,-2.9890202
       4.7, 2.6464858,-3.1850202
      4.72, 2.5808254,-3.3810202
      4.74,  2.511245,-3.5770202
      4.76, 2.4377446,-3.7730202
      4.78, 2.3603242,-3.9690202
       4.8, 2.2789838,-4.1650202
      4.82, 2.1937234,-4.3610202
      4.84,  2.104543,-4.5570202
      4.86, 2.0114426,-4.7530202
      4.88, 1.9144222,-4.9490202
       4.9, 1.8134818,-5.1450202
      4.92, 1.7086214,-5.3410202
      4.94,  1.599841,-5.5370202
      4.96, 1.4871405,-5.7330202
      4.98, 1.3705201,-5.9290202
         5, 1.2499797,-6.1250202
      5.02, 1.1255193,-6.3210202
      5.04,0.99713893,-6.5170202
      5.06,0.86483853,-6.7130202
      5.08,0.72861813,-6.9090202
       5.1,0.58847772,-7.1050202
      5.12,0.44441732,-7.3010202
      5.14,0.29643692,-7.4970202
      5.16,0.14453651,-7.6930202
      5.18,0.0084425138, 5.8922132
       5.2,0.12432407, 5.6962132
      5.22,0.23628829, 5.5002132
      5.24,0.34433255, 5.3042132
      5.26,0.44845681, 5.1082132
      5.28,0.54866107, 4.9122132
       5.3,0.64494534, 4.7162132
      5.32, 0.7373096, 4.5202132
      5.34,0.82575386, 4.3242132
      5.36,0.91027813, 4.1282132
      5.38,0.99088239, 3.9322132
       5.4, 1.0675667, 3.7362132
      5.42, 1.1403309, 3.5402132
      5.44, 1.2091752, 3.3442132
      5.46, 1.2740994, 3.1482132
      5.48, 1.3351037, 2.9522132
       5.5,  1.392188, 2.7562132
      5.52, 1.4453522, 2.5602132
      5.54, 1.4945965, 2.3642132
      5.56, 1.5399208, 2.1682132
      5.58,  1.581325, 1.9722132
       5.6, 1.6188093, 1.7762132
      5.62, 1.6523736, 1.5802132
      5.64, 1.6820178, 1.3842132
      5.66, 1.7077421, 1.1882132
      5.68, 1.7295463,0.99221317
       5.7, 1.7474306,0.79621317
      5.72, 1.7613949,0.60021317
      5.74, 1.7714391,0.40421317
      5.76, 1.7775634,0.20821317
      5.78, 1.7797677,0.012213169
       5.8, 1.7780519,-0.18378683
      5.82, 1.7724162,-0.37978683
      5.84, 1.7628604,-0.57578683
      5.86, 1.7493847,-0.77178683
      5.88,  1.731989,-0.96778683
       5.9, 1.7106732,-1.1637868
      5.92, 1.6854375,-1.3597868
      5.94, 1.6562818,-1.5557868
      5.96,  1.623206,-1.7517868
      5.98, 1.5862103,-1.9477868
         6, 1.5452946,-2.1437868
      6.02, 1.5004588,-2.3397868
      6.04, 1.4517031,-2.5357868
      6.06, 1.3990273,-2.7317868
      6.08, 1.3424316,-2.9277868
       6.1, 1.2819159,-3.1237868
      6.12, 1.2174801,-3.3197868
      6.14, 1.1491244,-3.5157868
      6.16, 1.0768487,-3.7117868
      6.18, 1.0006529,-3.9077868
       6.2,0.92053719,-4.1037868
      6.22,0.83650145,-4.2997868
      6.24,0.74854572,-4.4957868
      6.26,0.65666998,-4.6917868
      6.28,0.56087424,-4.8877868
       6.3,0.46115851,-5.0837868
      6.32,0.35752277,-5.2797868
      6.34,0.24996703,-5.4757868
      6.36, 0.1384913,-5.6717868
      6.38,0.02309556,-5.8677868
       6.4,0.069940564,  4.272122
      6.42, 0.1534227,  4.076122
      6.44,0.23298511,  3.880122
      6.46,0.30862755,  3.684122
      6.48,0.38034998,  3.488122
       6.5,0.44815242,  3.292122
      6.52,0.51203486,  3.096122
      6.54, 0.5719973,  2.900122
      6.56,0.62803974,  2.704122
      6.58,0.68016218,  2.508122
       6.6,0.72836462,  2.312122
      6.62,0.77264706,  2.116122
      6.64, 0.8130095,  1.920122
      6.66,0.84945194,  1.724122
      6.68,0.88197438,  1.528122
       6.7,0.91057682,  1.332122
      6.72,0.93525925,  1.136122
      6.74,0.95602169,0.94012196
      6.76,0.97286413,0.74412196
      6.78,0.98578657,0.54812196
       6.8,0.99478901,0.35212196
      6.82,0.99987145,0.15612196
      6.84, 1.0010339,-0.03987804
      6.86,0.99827633,-0.23587804
      6.88,0.99159877,-0.43187804
       6.9,0.98100121,-0.62787804
      6.92,0.96648365,-0.82387804
      6.94,0.94804609, -1.019878
      6.96,0.92568853, -1.215878
      6.98,0.89941096, -1.411878
         7, 0.8692134, -1.607878
      7.02,0.83509584, -1.803878
      7.04,0.79705828, -1.999878
      7.06,0.75510072, -2.195878
      7.08,0.70922316, -2.391878
       7.1, 0.6594256, -2.587878
      7.12,0.60570804, -2.783878
      7.14,0.54807048, -2.979878
      7.16,0.48651292, -3.175878
      7.18,0.42103536, -3.371878
       7.2, 0.3516378, -3.567878
      7.22,0.27832024, -3.763878
      7.24,0.20108267, -3.959878
