"time","J1_0w","J2_0w","J3_0w","J4_0w"
0,10,0,0,0
0.1,9.64044,0.997419,1.07692e-014,1.13693e-014
0.2,8.02195,1.97921,1.24345e-014,1.33322e-014
0.3,7.70839,2.92989,1.15463e-014,1.20344e-014
0.4,6.16667,3.83446,1.5099e-014,1.59836e-014
0.4,6.16667,3.83446,1.5099e-014,1.59836e-014
0.4,6.16667,3.83446,5.96047e-008,1.53164e-014
0.5,5.95848,3.67865,1,5.06262e-014
0.6,4.5523,3.44916,2,8.61533e-014
0.7,4.50448,3.13384,3,8.9706e-014
0.709792,4.42748,3.09793,3.09792,8.83738e-014
0.709793,4.42748,3.09793,3.09793,8.9706e-014
0.709793,4.42748,3.09793,3.09793,8.9706e-014
0.791156,3.34024,3.33701,3.33701,8.52651e-014
0.791453,3.33782,3.33782,3.33782,8.61533e-014
0.791453,3.33782,3.33782,3.33782,8.61533e-014
0.8,3.33402,3.33402,3.33402,8.61533e-014
0.831167,3.38029,3.38029,3.38029,8.61533e-014
0.831167,3.38029,3.38029,3.38029,8.61533e-014
0.831167,3.38029,3.38029,3.38029,8.61533e-014
0.831167,3.38029,3.38029,3.38029,8.61533e-014
0.831167,3.38029,3.38029,3.38029,8.61533e-014
0.9,3.55671,3.54035,3.54035,8.70415e-014
0.9,3.55671,3.54035,3.54035,8.70415e-014
0.9,3.55671,3.54035,3.54035,2.38419e-007
0.906633,3.52179,3.5212,3.5212,0.0663286
0.906808,3.52069,3.52069,3.52069,0.0680794
0.906808,3.52069,3.52069,3.52069,0.0680794
1,3.00153,3.00153,3.00153,1
1.00033,3.00043,3.00043,3.00043,1.00333
1.00033,3.00043,3.00043,3.00043,1.00333
1.00033,3.00043,3.00043,3.00043,1.00333
1.00033,3.00043,3.00043,3.00043,1.00333
1.00033,3.00043,3.00043,3.00043,1.00333
1.1,3.38761,2.62622,2.62622,2
1.14411,3.05642,2.44114,2.44114,2.44114
1.14411,3.05642,2.44114,2.44114,2.44114
1.14416,3.05593,2.44116,2.44116,2.44116
1.2,2.62523,2.45945,2.45945,2.45945
1.25063,2.93406,2.46482,2.46482,2.46482
1.25063,2.93406,2.46482,2.46482,2.46482
1.25063,2.93406,2.46482,2.46482,2.46482
1.3,3.24594,2.46482,2.46482,2.46482
1.4,2.60902,2.46482,2.46482,2.46482
1.5,3.24582,2.46482,2.46482,2.46482
1.5,3.24582,2.46482,2.46482,2.46482
