"Time","FMU:J1_w","FMU:J2_w","FMU:J3_w","FMU:J4_w"
0,10,0,0,0
2.3183028698125658e-17,10,0,-2.3183021347525284e-16,-2.3183021347525284e-16
0.0030000000260770312,9.9714127057917743,0.029999964718806282,1.2628786905111156e-15,1.2627167427087611e-15
0.0030000000260771474,9.9714127057917725,0.029999964718806282,1.0061396160665481e-16,1.0045201380430033e-16
0.006000000052153732,9.9456391594744655,0.059999593138483576,-1.1796119636642288e-16,-1.1762343035855271e-16
0.0060000000521543964,9.9456391594744602,0.059999593138490681,3.4694469519536142e-16,3.4728246120323174e-16
0.0089999996125690387,9.9226648185238098,0.089998454319490051,1.3877787807814457e-17,1.464151777576917e-17
0.0089999996125705792,9.9226648185237991,0.089998454319506038,5.9674487573602164e-16,5.9750860570397678e-16
0.012000000104307107,9.9024485300732383,0.11999613591624581,1.6792123247455493e-15,1.6799880629507179e-15
0.01200000010430915,9.9024485300732241,0.11999613591626357,-9.8532293435482643e-16,-9.8454719614965779e-16
0.014999999664722596,9.8849367968067714,0.14999219305009426,-4.163336342344337e-16,-4.1577128717704278e-16
0.01499999966472515,9.8849367968067572,0.14999219305011913,-1.0824674490095276e-15,-1.081905101952137e-15
0.017999999225138258,9.8699644831034501,0.1799862085755084,-2.7755575615628914e-17,-2.7548498919096142e-17
0.017999999225140978,9.8699644831034377,0.17998620857553504,-5.8286708792820718e-16,-5.8266001123167504e-16
0.020999999716876522,9.8573865843413859,0.20997776548893654,-7.4940054162198066e-16,-7.494875768178929e-16
0.020999999716879353,9.8573865843413753,0.20997776548896496,-6.3837823915946501e-16,-6.3846527435537774e-16
0.02400000020861482,9.8470338565199462,0.23996642818747738,-1.5265566588595902e-15,-1.5268105511248896e-15
0.024000000208617693,9.8470338565199373,0.2399664281875058,-1.8041124150158794e-15,-1.8043663072811791e-15
0.027000000700353136,9.8387269826366843,0.26995177044696916,-1.8873791418627661e-15,-1.8878487573913982e-15
0.027000000700356016,9.8387269826366772,0.26995177044699759,-2.2204460492503131e-15,-2.2209156647789456e-15
0.029999999329446289,9.8322807886961829,0.29993334751372025,-2.4424906541753444e-15,-2.4431830067696211e-15
0.029999999329449203,9.8322807886961776,0.29993334751374867,-3.1641356201816961e-15,-3.1648279727759733e-15
0.032999999821184588,9.8274878624334789,0.3299107705139388,-2.886579864025407e-15,-2.8878894805532058e-15
0.032999999821187544,9.8274878624334754,0.329910770513969,-2.2204460492503131e-15,-2.2217556657781131e-15
0.035999998450277737,9.8241275986864132,0.35988357618333922,-2.9420910152566648e-15,-2.9434343664563881e-15
0.035999998450280735,9.8241275986864114,0.35988357618337119,-9.4368957093138306e-16,-9.4503292213110632e-16
0.039000000804661185,9.8219659086773969,0.38985139436918814,-2.0539125955565396e-15,-2.0557413689347411e-15
0.039000000804664224,9.8219659086773969,0.38985139436922012,-4.4408920985006262e-16,-4.4591798322826497e-16
0.041999999433754327,9.820757949328069,0.41981372474027978,0,-2.1328708467337635e-18
0.041999999433757422,9.8207579493280672,0.41981372474030998,-7.2164496600635175e-16,-7.2377783685308613e-16
0.045000001788137768,9.820250196649372,0.44977021587974875,-9.4368957093138306e-16,-9.463082572776287e-16
0.045000001788140918,9.820250196649372,0.44977021587977895,-2.1649348980190553e-15,-2.1675535843653019e-15
0.048000000417230904,9.8201827606870928,0.47972036764461556,-2.1094237467877974e-15,-2.1120284625159445e-15
0.048000000417234123,9.8201827606870946,0.47972036764464931,-4.9960036108132044e-16,-5.0220507680946728e-16
0.050999999046324039,9.8202917110024579,0.50966379158189312,-4.4408920985006262e-16,-4.4708611637472792e-16
0.050999999046327328,9.8202917110024579,0.5096637915819251,-1.3322676295501878e-15,-1.335264536074854e-15
0.054000001400707473,9.8203114439891976,0.53960009930056074,-1.8873791418627661e-15,-1.8907332755809941e-15
0.054000001400710831,9.8203114439891976,0.53960009930059449,-1.6653345369377348e-15,-1.6686886706559634e-15
0.057000000029800608,9.8199770562108011,0.5695287909939335,-2.1094237467877974e-15,-2.1137049159260571e-15
0.057000000029804036,9.8199770562108011,0.56952879099396725,-2.55351295663786e-15,-2.5577941257761217e-15
0.059999998658893737,9.8190267093924,0.59944947848923569,-2.1094237467877974e-15,-2.1144785039329203e-15
0.059999998658897248,9.8190267093923982,0.59944947848926944,-3.3306690738754696e-15,-3.3357238310205945e-15
0.063000001013277171,9.8172039592925433,0.62936177368762003,-3.1086244689504383e-15,-3.1138143945623498e-15
0.063000001013280751,9.8172039592925397,0.62936177368765556,-3.3306690738754696e-15,-3.3358589994873815e-15
0.065999999642370299,9.8142600463293341,0.65926517718308908,-2.6645352591003757e-15,-2.6703111127192556e-15
0.065999999642373963,9.8142600463293288,0.65926517718312461,-3.6637359812630166e-15,-3.6695118348818977e-15
0.068999998271463414,9.8099560905526868,0.6891593011331576,-3.5527136788005009e-15,-3.5590487665050199e-15
0.068999998271467189,9.8099560905526797,0.6891593011331949,-3.8857805861880479e-15,-3.8921156738925685e-15
0.071999996900556543,9.8040652138829412,0.71904372067800892,-2.9976021664879227e-15,-3.0045316176605005e-15
0.071999996900560401,9.8040652138829323,0.71904372067804623,-4.1078251911130792e-15,-4.1147546422856582e-15
0.075000002980230268,9.7963745184847308,0.74891808527657489,-4.4408920985006262e-15,-4.4484312372758741e-15
0.075000002980234209,9.7963745184847202,0.74891808527661397,-4.6629367034256575e-15,-4.670475842200907e-15
0.078000001609323383,9.7866870352746265,0.77878182196309531,-4.8849813083506888e-15,-4.8931973191021205e-15
0.078000001609327435,9.7866870352746123,0.77878182196313617,-4.4408920985006262e-15,-4.4491081092520595e-15
0.081000000238416497,9.7748233228418702,0.8086345805166566,-3.8857805861880479e-15,-3.894434295106884e-15
0.081000000238420661,9.7748233228418524,0.80863458051669745,-4.4408920985006262e-15,-4.4495458074194631e-15
0.083999998867509612,9.7606230725404988,0.83847593666645004,-3.3306690738754696e-15,-3.3402459634383364e-15
0.083999998867513886,9.7606230725404757,0.8384759366664909,-4.8849813083506888e-15,-4.8945581979135575e-15
0.086999997496602727,9.7439464163857004,0.86830546630445404,-4.4408920985006262e-15,-4.4506565927330175e-15
0.086999997496607112,9.7439464163856737,0.86830546630449845,-3.6637359812630166e-15,-3.6735004754954087e-15
0.090000003576276438,9.7246749451108379,0.89812281952839612,-2.6645352591003757e-15,-2.6742162810574051e-15
0.090000003576280935,9.7246749451108059,0.89812281952843875,-4.6629367034256575e-15,-4.6726177253826869e-15
0.093000002205369539,9.7027126322383115,0.92792742447064924,-6.106226635438361e-15,-6.116037839739931e-15
0.093000002205374174,9.702712632238276,0.9279274244706972,-4.2188474935755949e-15,-4.2286586978771649e-15
0.096000000834462626,9.6779857170348489,0.95771893161992416,-4.9960036108132044e-15,-5.0062237718176985e-15
0.096000000834467428,9.677985717034808,0.9577189316199739,-2.886579864025407e-15,-2.8968000250299022e-15
0.098999999463555713,9.6504418554655107,0.98749691759185154,-2.3314683517128287e-15,-2.3417529395080345e-15
0.098999999463560681,9.6504418554654627,0.98749691759190128,-1.8873791418627661e-15,-1.8976637296579723e-15
0.10199999809264881,9.6200712158683128,1.0172609591440764,-3.3306690738754696e-15,-3.3408164111543386e-15
0.10199999809265392,9.6200712158682595,1.017260959144128,-2.4424906541753444e-15,-2.4526379914542129e-15
0.10499999672174194,9.5868888256038556,1.0470106332375195,-2.2204460492503131e-15,-2.2305658759571082e-15
0.10499999672174713,9.5868888256037952,1.047010633237571,-1.9984014443252818e-15,-2.0085212710320765e-15
0.10800000280141567,9.550924430487175,1.0767455908955448,-1.5543122344752192e-15,-1.564429991568168e-15
0.10800000280142094,9.5509244304871093,1.0767455908955963,-2.2204460492503131e-15,-2.2305638063432619e-15
0.1110000014305088,9.5122330453938702,1.1064652618267097,-2.886579864025407e-15,-2.8965977416849601e-15
0.11100000143051415,9.5122330453937991,1.106465261826763,-2.6645352591003757e-15,-2.6745531367599284e-15
0.11400000005960192,9.470893670519283,1.1361692975176947,-2.2204460492503131e-15,-2.2301730444644628e-15
0.11400000005960736,9.4708936705192048,1.136169297517748,-2.886579864025407e-15,-2.8963068592395559e-15
0.11699999868869504,9.4270089398725077,1.1658572758118115,-2.886579864025407e-15,-2.89600845992231e-15
0.11699999868870059,9.4270089398724242,1.1658572758118666,-2.6645352591003757e-15,-2.6739638549972775e-15
0.11999999731778817,9.3807041175642372,1.1955287747811862,-2.6645352591003757e-15,-2.6737884276559593e-15
0.1199999973177938,9.3807041175641483,1.1955287747812431,-1.5543122344752192e-15,-1.5635654030308023e-15
0.12300000339746188,9.3321258450755611,1.2251834463597771,-1.5543122344752192e-15,-1.5631677594211076e-15
0.12300000339746762,9.3321258450754652,1.2251834463598339,-1.3322676295501878e-15,-1.3411231544960749e-15
0.12600000202655498,9.2814412920538079,1.2548207217996517,-2.2204460492503131e-15,-2.2286058350226901e-15
0.12600000202656086,9.2814412920537066,1.2548207217997103,-1.7763568394002505e-15,-1.7845166251726251e-15
0.12899999320506753,9.2288467418820836,1.2844401799928269,-1.3322676295501878e-15,-1.3398530219413921e-15
0.12899999320507347,9.2288467418819771,1.2844401799928855,-1.3322676295501878e-15,-1.33985302194139e-15
0.13199999928474129,9.17455522170712,1.3140416205632599,-2.2204460492503131e-15,-2.2274899839024308e-15
0.13199999928474723,9.1745552217070117,1.3140416205633194,-1.3322676295501878e-15,-1.3393115642023036e-15
0.13500000536441503,9.1187806465495598,1.3436244756577675,-2.4424906541753444e-15,-2.4494620311874189e-15
0.13500000536442103,9.1187806465494479,1.3436244756578279,-1.1102230246251565e-15,-1.1171944016372308e-15
0.13799999654292758,9.0617550908775879,1.373188178040448,-2.2204460492503131e-16,-2.2844643345655099e-16
0.13799999654293363,9.0617550908774707,1.3731881780405066,-1.1102230246251565e-15,-1.1166248531566741e-15
0.14100000262260132,9.0037202414614956,1.4027326012374957,-1.3322676295501878e-15,-1.337349430461987e-15
0.14100000262260742,9.0037202414613766,1.4027326012375561,-1.1102230246251565e-15,-1.1153048255369505e-15
0.14399999380111386,8.9449285100106657,1.4322570318659977,-1.3322676295501878e-15,-1.3368459021937673e-15
0.14399999380112002,8.9449285100105431,1.4322570318660581,-1.5543122344752192e-15,-1.5588905071187967e-15
0.1469999998807876,8.8856382293357061,1.4617613436187167,-1.1102230246251565e-15,-1.1147008324219134e-15
0.14699999988079382,8.8856382293355818,1.4617613436187771,-1.9984014443252818e-15,-2.0028792521220383e-15
0.15000000596046134,8.8261134170813591,1.4912449704751713,-1.3322676295501878e-15,-1.3360837067500853e-15
0.15000000596046761,8.826113417081233,1.4912449704752317,-2.4424906541753444e-15,-2.4463067313752393e-15
0.15299999713897386,8.7666205484261006,1.5207073471196155,-2.2204460492503131e-15,-2.2238679894008991e-15
0.15299999713898024,8.7666205484259745,1.5207073471196786,-1.7763568394002505e-15,-1.7797787795508349e-15
0.1560000032186476,8.7074252959208653,1.5501483475096292,-1.9984014443252818e-15,-2.0010389607584721e-15
0.15600000321865404,8.7074252959207392,1.5501483475096931,-1.1102230246251565e-15,-1.1128605410583435e-15
0.15899999439716014,8.6487922314567403,1.5795672607585862,-4.4408920985006262e-16,-4.4578449401571162e-16
0.15899999439716664,8.6487922314566141,1.5795672607586493,-1.1102230246251565e-15,-1.1119183087908017e-15
0.16200000047683386,8.590980137671556,1.608963961009839,-2.2204460492503131e-16,-2.231545491970319e-16
0.16200000047684046,8.5909801376714299,1.6089639610099038,0,-1.1099442719981759e-18
0.16500000655650759,8.5342417602687028,1.6383378842906788,-8.8817841970012523e-16,-8.8857972201561908e-16
0.16500000655651426,8.5342417602685785,1.6383378842907446,-2.2204460492503131e-16,-2.2244590724052229e-16
0.16799999773502011,8.4788206817680027,1.6676884674046901,0,2.3156279832731586e-19
0.16799999773502688,8.4788206817678802,1.6676884674047567,4.4408920985006262e-16,4.4432077264839257e-16
