time,load/LOAD1/p_mw,load/LOAD2/p_mw,load/LOAD3/p_mw,load/LOAD4/p_mw,load/LOAD5/p_mw,load/LOAD6/p_mw,load/LOAD7/p_mw,load/LOAD8/p_mw,load/LOAD9/p_mw,load/LOAD10/p_mw,load/LOAD11/p_mw,load/LOAD12/p_mw,load/LOAD13/p_mw,load/LOAD14/p_mw,load/LOAD15/p_mw,load/LOAD16/p_mw,load/LOAD17/p_mw,load/LOAD18/p_mw,load/LOAD19/p_mw,load/LOAD20/p_mw,load/LOAD21/p_mw,load/LOAD22/p_mw,load/LOAD23/p_mw,load/LOAD24/p_mw,load/LOAD25/p_mw,load/LOAD26/p_mw,load/LOAD27/p_mw,load/LOAD28/p_mw,load/LOAD29/p_mw,load/LOAD30/p_mw,load/LOAD31/p_mw,load/LOAD32/p_mw,load/LOAD33/p_mw,load/LOAD34/p_mw,load/LOAD35/p_mw,load/LOAD36/p_mw,load/LOAD37/p_mw,load/LOAD38/p_mw,load/LOAD39/p_mw,load/LOAD40/p_mw,load/LOAD41/p_mw,load/LOAD42/p_mw,load/LOAD43/p_mw,load/LOAD44/p_mw,load/LOAD45/p_mw,load/LOAD46/p_mw,load/LOAD47/p_mw,load/LOAD48/p_mw,load/LOAD49/p_mw,load/LOAD50/p_mw,load/LOAD51/p_mw,load/LOAD52/p_mw,load/LOAD53/p_mw,load/LOAD54/p_mw,load/LOAD55/p_mw
64999,0.005345,0.005322,0.000516,0.006338,0.006416,0.006598,0.006376,0.002387,0.006445,0.002169,0.006274,0.006343,0.006795,0.006458,0.004053,0.00467,0.006604,0.006373,0.008553,0.008717,0.00629,0.006842,0.000403,0.010082,0.008743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.000424,0.002216,0.008745,4.5e-05,0.00083,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.006045,0.006412,0.007485,0.00489,0.006465,0.000616,0.004364,0.006219,0.008476
65000,0.005345,0.005322,0.002516,0.006338,0.006416,0.006598,0.006376,0.002387,0.006445,0.002169,0.006274,0.006343,0.006795,0.006458,0.004053,0.00467,0.006604,0.006373,0.008553,0.008717,0.00629,0.006842,0.000403,0.010082,0.006743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.002424,0.002216,0.008745,4.5e-05,0.00083,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.006045,0.006412,0.007485,0.00489,0.006465,0.000616,0.004364,0.006219,0.008476
65001,0.005345,0.005322,0.002516,0.004338,0.006416,0.006598,0.006376,0.002387,0.006445,0.002169,0.006274,0.006343,0.006795,0.006458,0.004053,0.00467,0.006604,0.006373,0.008553,0.008717,0.00629,0.006842,0.000403,0.008082,0.006743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.002424,0.002216,0.008745,4.5e-05,0.00083,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.006045,0.006412,0.007485,0.00489,0.006465,0.000616,0.004364,0.006219,0.008476
65002,0.003345,0.005322,0.004516,0.004338,0.006416,0.006598,0.006376,0.002387,0.006445,0.002169,0.006274,0.006343,0.006795,0.006458,0.004053,0.00467,0.006604,0.006373,0.008553,0.008717,0.00629,0.006842,0.000403,0.006082,0.006743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.002424,0.002216,0.008745,4.5e-05,0.00083,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.006045,0.004412,0.007485,0.00489,0.006465,0.000616,0.004364,0.006219,0.008476
65003,0.003345,0.005322,0.004516,0.004338,0.006416,0.006598,0.006376,0.002387,0.006445,0.002169,0.006274,0.006343,0.006795,0.006458,0.004053,0.00467,0.006604,0.006373,0.008553,0.008717,0.00629,0.006842,0.000403,0.004082,0.006743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.002424,0.002216,0.008745,4.5e-05,0.00083,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.006045,0.004412,0.007485,0.00489,0.006465,0.000616,0.004364,0.006219,0.008476
65004,0.003345,0.003322,0.004516,0.004338,0.006416,0.006598,0.006376,0.002387,0.006445,0.004169,0.006274,0.006343,0.006795,0.006458,0.004053,0.00467,0.006604,0.006373,0.008553,0.008717,0.00629,0.006842,0.000403,0.004082,0.006743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.002424,0.002216,0.008745,4.5e-05,0.00083,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.006045,0.004412,0.007485,0.00489,0.006465,0.000616,0.004364,0.006219,0.008476
65005,0.003345,0.003322,0.004516,0.004338,0.006416,0.006598,0.006376,0.002387,0.006445,0.006169,0.006274,0.006343,0.006795,0.006458,0.004053,0.00467,0.006604,0.006373,0.008553,0.008717,0.00629,0.006842,0.000403,0.004082,0.006743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.004424,0.002216,0.008745,4.5e-05,0.00083,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.006045,0.002412,0.007485,0.00489,0.006465,0.000616,0.004364,0.006219,0.008476
65007,0.003345,0.003322,0.004516,0.004338,0.006416,0.006598,0.006376,0.002387,0.006445,0.006169,0.006274,0.006343,0.006795,0.006458,0.004053,0.00467,0.006604,0.006373,0.008553,0.008717,0.00629,0.006842,0.000403,0.004082,0.006743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.006424,0.004216,0.008745,4.5e-05,0.00083,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.006045,0.002412,0.007485,0.00489,0.006465,0.000616,0.004364,0.006219,0.008476
65009,0.003345,0.003322,0.004516,0.004338,0.006416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.006343,0.006795,0.006458,0.004053,0.00467,0.006604,0.006373,0.008553,0.008717,0.00629,0.006842,0.000403,0.004082,0.006743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.006424,0.004216,0.008745,4.5e-05,0.00083,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.006045,0.002412,0.007485,0.00489,0.006465,0.000616,0.004364,0.006219,0.008476
65010,0.003345,0.003322,0.006516,0.004338,0.006416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.006343,0.006795,0.006458,0.004053,0.00467,0.006604,0.006373,0.008553,0.008717,0.00629,0.006842,0.000403,0.004082,0.006743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00083,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.006045,0.002412,0.007485,0.00689,0.006465,0.000616,0.004364,0.006219,0.008476
65011,0.003345,0.003322,0.006516,0.004338,0.006416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.006343,0.006795,0.006458,0.004053,0.00467,0.006604,0.006373,0.008553,0.008717,0.00629,0.006842,0.000403,0.004082,0.006743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00083,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.006045,0.002412,0.005485,0.00689,0.006465,0.000616,0.004364,0.006219,0.008476
65012,0.003345,0.003322,0.006516,0.004338,0.006416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.006343,0.006795,0.006458,5.3e-05,0.00467,0.006604,0.006373,0.008553,0.008717,0.00629,0.006842,0.000403,0.004082,0.004743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00083,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.004045,0.002412,0.005485,0.00689,0.006465,0.000616,0.004364,0.006219,0.008476
65013,0.001345,0.003322,0.006516,0.004338,0.006416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.006343,0.006795,0.006458,5.3e-05,0.00467,0.006604,0.006373,0.008553,0.008717,0.00629,0.006842,0.000403,0.004082,0.004743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00083,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.004045,0.002412,0.005485,0.00889,0.006465,0.000616,0.006364,0.006219,0.008476
65015,0.001345,0.003322,0.006516,0.004338,0.006416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.006343,0.006795,0.006458,5.3e-05,0.00467,0.006604,0.006373,0.008553,0.008717,0.00629,0.006842,0.000403,0.004082,0.004743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00083,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.004045,0.002412,0.005485,0.00889,0.006465,0.002616,0.006364,0.006219,0.008476
65016,0.001345,0.003322,0.006516,0.002338,0.006416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.006343,0.006795,0.006458,5.3e-05,0.00267,0.006604,0.006373,0.008553,0.008717,0.00629,0.006842,0.000403,0.004082,0.004743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00083,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.002045,0.002412,0.005485,0.00889,0.006465,0.002616,0.006364,0.002219,0.008476
65017,0.001345,0.003322,0.006516,0.002338,0.006416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.006343,0.004795,0.006458,5.3e-05,0.00067,0.006604,0.006373,0.008553,0.008717,0.00629,0.006842,0.000403,0.004082,0.004743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00083,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.002045,0.000412,0.005485,0.00889,0.006465,0.002616,0.006364,0.002219,0.008476
65018,0.001345,0.003322,0.006516,0.002338,0.006416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.006343,0.004795,0.006458,5.3e-05,0.00067,0.006604,0.006373,0.008553,0.006717,0.00629,0.006842,0.000403,0.004082,0.004743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.000413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00283,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.002045,0.000412,0.005485,0.00889,0.006465,0.002616,0.006364,0.002219,0.008476
65021,0.001345,0.003322,0.006516,0.000338,0.006416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.006343,0.004795,0.006458,5.3e-05,0.00067,0.006604,0.006373,0.008553,0.006717,0.00629,0.006842,0.000403,0.004082,0.004743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.002413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00283,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.002045,0.000412,0.005485,0.00889,0.006465,0.002616,0.006364,0.002219,0.008476
65022,0.001345,0.003322,0.006516,0.000338,0.004416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.006343,0.004795,0.006458,5.3e-05,0.00067,0.006604,0.006373,0.008553,0.006717,0.00629,0.006842,0.000403,0.004082,0.004743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.002413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00483,0.006493,0.006043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.002045,0.000412,0.005485,0.00889,0.006465,0.002616,0.006364,0.002219,0.008476
65024,0.001345,0.003322,0.006516,0.000338,0.002416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.006343,0.004795,0.006458,5.3e-05,0.00067,0.006604,0.006373,0.008553,0.006717,0.00629,0.006842,0.000403,0.004082,0.004743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.002413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00483,0.006493,0.004043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.002045,0.000412,0.005485,0.00889,0.006465,0.002616,0.006364,0.002219,0.008476
65025,0.001345,0.003322,0.006516,0.000338,0.000416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.006343,0.004795,0.006458,5.3e-05,0.00067,0.006604,0.006373,0.008553,0.004717,0.00629,0.006842,0.000403,0.004082,0.004743,0.006208,0.006653,0.006028,0.006418,0.006508,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00483,0.006493,0.004043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,0.002045,0.000412,0.003485,0.00889,0.006465,0.004616,0.006364,0.002219,0.008476
65026,0.001345,0.003322,0.006516,0.000338,0.000416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.004343,0.004795,0.006458,5.3e-05,0.00067,0.006604,0.006373,0.008553,0.004717,0.00629,0.006842,0.000403,0.004082,0.004743,0.006208,0.006653,0.004028,0.006418,0.006508,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00483,0.006493,0.004043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,4.5e-05,0.000412,0.003485,0.00889,0.006465,0.004616,0.006364,0.002219,0.008476
65027,0.001345,0.003322,0.006516,0.000338,0.000416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.004343,0.004795,0.006458,5.3e-05,0.00067,0.006604,0.006373,0.008553,0.002717,0.00629,0.006842,0.000403,0.004082,0.004743,0.006208,0.006653,0.004028,0.006418,0.006508,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00483,0.006493,0.004043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,4.5e-05,0.000412,0.003485,0.00889,0.006465,0.004616,0.006364,0.002219,0.008476
65028,0.001345,0.003322,0.006516,0.000338,0.000416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.004343,0.004795,0.006458,5.3e-05,0.00067,0.006604,0.004373,0.008553,0.002717,0.00629,0.006842,0.000403,0.004082,0.002743,0.006208,0.006653,0.004028,0.006418,0.006508,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00483,0.006493,0.002043,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,4.5e-05,0.000412,0.003485,0.00889,0.006465,0.006616,0.006364,0.002219,0.008476
65029,0.001345,0.003322,0.006516,0.000338,0.000416,0.006598,0.006376,0.000387,0.006445,0.006169,0.006274,0.004343,0.004795,0.006458,5.3e-05,0.00067,0.006604,0.004373,0.008553,0.002717,0.00629,0.006842,0.000403,0.004082,0.002743,0.006208,0.006653,0.004028,0.006418,0.006508,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00483,0.006493,4.3e-05,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,4.5e-05,0.000412,0.003485,0.00889,0.006465,0.006616,0.006364,0.002219,0.008476
65031,0.001345,0.003322,0.006516,0.000338,0.000416,0.006598,0.006376,0.002387,0.006445,0.006169,0.006274,0.004343,0.002795,0.006458,5.3e-05,0.00067,0.006604,0.004373,0.008553,0.002717,0.00629,0.006842,0.000403,0.004082,0.002743,0.006208,0.006653,0.004028,0.006418,0.006508,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00483,0.006493,4.3e-05,0.00643,0.006331,0.00624,0.006029,0.006485,0.006569,4.5e-05,0.000412,0.003485,0.00889,0.006465,0.006616,0.006364,0.002219,0.008476
65032,0.001345,0.003322,0.006516,0.000338,0.000416,0.006598,0.006376,0.002387,0.006445,0.006169,0.006274,0.004343,0.002795,0.006458,5.3e-05,0.00067,0.006604,0.004373,0.008553,0.002717,0.00629,0.006842,0.000403,0.004082,0.002743,0.006208,0.006653,0.004028,0.006418,0.006508,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,4.5e-05,0.00483,0.006493,4.3e-05,0.00643,0.006331,0.00624,0.004029,0.006485,0.006569,4.5e-05,0.000412,0.003485,0.00889,0.006465,0.006616,0.006364,0.002219,0.008476
65033,0.001345,0.003322,0.006516,0.000338,0.000416,0.006598,0.006376,0.002387,0.006445,0.006169,0.006274,0.004343,0.002795,0.006458,5.3e-05,0.00067,0.006604,0.004373,0.008553,0.002717,0.00629,0.006842,0.000403,0.004082,0.002743,0.006208,0.006653,0.004028,0.006418,0.006508,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,0.002045,0.00483,0.006493,4.3e-05,0.00643,0.006331,0.00624,0.004029,0.006485,0.006569,4.5e-05,0.000412,0.003485,0.00889,0.006465,0.006616,0.006364,0.002219,0.008476
65034,0.001345,0.003322,0.006516,0.000338,0.000416,0.006598,0.006376,0.002387,0.006445,0.006169,0.006274,0.002343,0.000795,0.006458,5.3e-05,0.00067,0.006604,0.004373,0.008553,0.002717,0.00629,0.006842,0.000403,0.004082,0.002743,0.006208,0.006653,0.004028,0.006418,0.006508,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,0.002045,0.00483,0.006493,4.3e-05,0.00643,0.006331,0.00624,0.004029,0.006485,0.006569,4.5e-05,0.000412,0.003485,0.00889,0.006465,0.006616,0.006364,0.002219,0.008476
65035,0.001345,0.005322,0.006516,0.000338,0.000416,0.006598,0.006376,0.002387,0.006445,0.006169,0.006274,0.000343,0.000795,0.004458,5.3e-05,0.00067,0.006604,0.004373,0.008553,0.002717,0.00629,0.006842,0.002403,0.004082,0.002743,0.006208,0.006653,0.004028,0.006418,0.006508,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,0.002045,0.00483,0.006493,4.3e-05,0.00643,0.006331,0.00624,0.004029,0.006485,0.006569,4.5e-05,0.000412,0.003485,0.00889,0.006465,0.006616,0.006364,0.002219,0.008476
65036,0.001345,0.005322,0.006516,0.000338,0.000416,0.006598,0.006376,0.002387,0.006445,0.006169,0.006274,0.000343,0.000795,0.004458,5.3e-05,0.00067,0.006604,0.002373,0.008553,0.002717,0.00629,0.006842,0.002403,0.004082,0.002743,0.006208,0.006653,0.004028,0.006418,0.006508,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,0.002045,0.00483,0.006493,4.3e-05,0.00643,0.006331,0.00624,0.004029,0.006485,0.006569,4.5e-05,0.000412,0.003485,0.00889,0.006465,0.006616,0.006364,0.002219,0.008476
65037,0.001345,0.005322,0.006516,0.000338,0.000416,0.006598,0.006376,0.002387,0.006445,0.006169,0.006274,0.000343,0.000795,0.004458,5.3e-05,0.00067,0.006604,0.002373,0.008553,0.002717,0.00629,0.006842,0.002403,0.004082,0.002743,0.006208,0.006653,0.004028,0.006418,0.006508,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,0.004045,0.00483,0.006493,4.3e-05,0.00643,0.006331,0.00624,0.004029,0.006485,0.006569,4.5e-05,0.000412,0.003485,0.00889,0.006465,0.006616,0.006364,0.002219,0.008476
65038,0.001345,0.005322,0.006516,0.000338,0.000416,0.006598,0.006376,0.002387,0.006445,0.006169,0.006274,0.000343,0.000795,0.004458,5.3e-05,0.00067,0.006604,0.002373,0.008553,0.002717,0.00629,0.006842,0.004403,0.004082,0.002743,0.006208,0.006653,0.004028,0.006418,0.006508,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,0.004045,0.00483,0.006493,4.3e-05,0.00643,0.006331,0.00624,0.004029,0.006485,0.006569,4.5e-05,0.000412,0.003485,0.00889,0.006465,0.006616,0.006364,0.000219,0.008476
65039,0.003345,0.005322,0.006516,0.000338,0.000416,0.006598,0.006376,0.004387,0.006445,0.006169,0.006274,0.000343,0.000795,0.004458,5.3e-05,0.00067,0.006604,0.000373,0.008553,0.002717,0.00629,0.006842,0.004403,0.004082,0.002743,0.006208,0.006653,0.004028,0.006418,0.006508,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,0.006045,0.00483,0.006493,4.3e-05,0.00643,0.006331,0.00624,0.004029,0.006485,0.006569,4.5e-05,0.000412,0.003485,0.00889,0.006465,0.006616,0.006364,0.000219,0.008476
65040,0.004435,0.005322,0.006516,0.000338,0.000416,0.006598,0.006416,0.004387,0.006505,0.006169,0.006274,0.000343,0.000795,0.004458,5.3e-05,0.00067,0.006604,0.000518,0.006497,0.002777,0.00629,0.006842,0.004463,0.004082,0.002743,0.006208,0.006553,0.004028,0.006358,0.006568,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,0.006045,0.00683,0.006493,4.3e-05,0.006241,0.006331,0.00624,0.004029,0.006485,0.006569,4.5e-05,0.000412,0.001504,0.00889,0.006465,0.006616,0.006364,0.000219,0.008476
65041,0.004435,0.005322,0.006516,0.000338,0.000416,0.006598,0.006416,0.004387,0.006505,0.006169,0.006274,0.000343,0.000795,0.004458,0.002053,0.00067,0.006604,0.000518,0.006497,0.002777,0.00629,0.006842,0.004463,0.004082,0.002743,0.006208,0.006553,0.004028,0.006358,0.006568,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,0.006045,0.00683,0.006493,4.3e-05,0.006241,0.006331,0.00624,0.004029,0.006485,0.006569,4.5e-05,0.000412,0.001504,0.00889,0.006465,0.006616,0.006364,0.000219,0.008476
65043,0.004435,0.005322,0.006516,0.000338,0.000416,0.006598,0.006416,0.004387,0.006505,0.006169,0.006274,0.000343,0.000795,0.004458,0.002053,0.00267,0.006604,0.000518,0.006497,0.002777,0.00629,0.006842,0.004463,0.004082,0.002743,0.006208,0.006553,0.004028,0.006358,0.006568,0.006249,0.004413,0.006665,0.006424,0.006216,0.008745,0.006045,0.00683,0.006493,4.3e-05,0.006241,0.006331,0.00624,0.004029,0.006485,0.006569,4.5e-05,0.000412,0.001504,0.00889,0.006465,0.006616,0.006364,0.000219,0.008476
65044,0.004435,0.005322,0.006516,0.000338,0.000416,0.006598,0.006416,0.004387,0.006505,0.006169,0.006274,0.000343,0.000795,0.004458,0.002053,0.00267,0.006604,0.000518,0.006497,0.002777,0.00629,0.006842,0.006463,0.004082,0.002743,0.006208,0.006553,0.004028,0.006358,0.006568,0.006249,0.006413,0.006665,0.006424,0.006216,0.008745,0.006045,0.00683,0.006493,4.3e-05,0.006241,0.006331,0.00624,0.004029,0.006485,0.006569,4.5e-05,0.000412,0.001504,0.00889,0.006465,0.006616,0.006364,0.000219,0.008476
65045,0.004435,0.007322,0.006516,0.000338,0.000416,0.006598,0.006416,0.004387,0.006505,0.006169,0.006274,0.000343,0.000795,0.004458,0.002053,0.00267,0.006604,0.000518,0.006497,0.002777,0.00629,0.004842,0.006463,0.004082,0.002743,0.006208,0.006553,0.002028,0.006358,0.006568,0.006249,0.006413,0.006665,0.006424,0.006216,0.008745,0.006045,0.00683,0.006493,4.3e-05,0.006241,0.006331,0.00624,0.004029,0.006485,0.006569,4.5e-05,0.000412,0.001504,0.00889,0.006465,0.006616,0.006364,0.000219,0.008476
65047,0.004435,0.007322,0.006516,0.002338,0.000416,0.006598,0.006416,0.004387,0.006505,0.006169,0.006274,0.000343,0.000795,0.002458,0.002053,0.00267,0.006604,0.000518,0.006497,0.002777,0.00629,0.004842,0.006463,0.006082,0.002743,0.006208,0.006553,0.002028,0.006358,0.006568,0.006249,0.006413,0.006665,0.006424,0.006216,0.008745,0.006045,0.00683,0.006493,4.3e-05,0.006241,0.006331,0.00624,0.002029,0.006485,0.006569,4.5e-05,0.000412,0.001504,0.00889,0.006465,0.006616,0.006364,0.000219,0.008476
65048,0.004435,0.007322,0.006516,0.002338,0.000416,0.006598,0.006416,0.004387,0.006505,0.006169,0.006274,0.000343,0.000795,0.002458,0.002053,0.00267,0.006604,0.000518,0.006497,0.002777,0.00629,0.004842,0.006463,0.008082,0.002743,0.006208,0.006553,0.002028,0.006358,0.006568,0.006249,0.006413,0.006665,0.006424,0.006216,0.008745,0.006045,0.00683,0.006493,4.3e-05,0.006241,0.006331,0.00624,0.002029,0.006485,0.006569,4.5e-05,0.002412,0.001504,0.00889,0.006465,0.006616,0.006364,0.000219,0.008476
65049,0.004435,0.007322,0.006516,0.002338,0.000416,0.006598,0.006416,0.004387,0.006505,0.006169,0.006274,0.000343,0.000795,0.002458,0.002053,0.00267,0.006604,0.000518,0.006497,0.002777,0.00629,0.004842,0.006463,0.010082,0.004743,0.006208,0.006553,0.002028,0.006358,0.006568,0.006249,0.006413,0.006665,0.006424,0.006216,0.008745,0.006045,0.00683,0.006493,4.3e-05,0.006241,0.006331,0.00624,0.002029,0.006485,0.006569,4.5e-05,0.002412,0.003504,0.00889,0.006465,0.006616,0.006364,0.000219,0.008476
65050,0.006435,0.007322,0.006516,0.002338,0.000416,0.006598,0.006416,0.004387,0.006505,0.006169,0.006274,0.000343,0.000795,0.002458,0.002053,0.00267,0.006604,0.000518,0.006497,0.002777,0.00629,0.004842,0.006463,0.010082,0.004743,0.006208,0.006553,2.8e-05,0.006358,0.006568,0.006249,0.006413,0.006665,0.006424,0.006216,0.008745,0.006045,0.00683,0.006493,4.3e-05,0.006241,0.006331,0.00624,0.002029,0.006485,0.006569,4.5e-05,0.002412,0.003504,0.00889,0.006465,0.006616,0.006364,0.000219,0.008476
65051,0.006435,0.007322,0.006516,0.002338,0.000416,0.006598,0.006416,0.004387,0.006505,0.006169,0.006274,0.000343,0.000795,0.002458,0.002053,0.00267,0.006604,0.000518,0.006497,0.002777,0.00629,0.004842,0.006463,0.010082,0.004743,0.006208,0.006553,2.8e-05,0.006358,0.006568,0.006249,0.006413,0.006665,0.006424,0.006216,0.008745,0.006045,0.00683,0.006493,4.3e-05,0.006241,0.006331,0.00624,0.002029,0.006485,0.006569,4.5e-05,0.004412,0.003504,0.00889,0.006465,0.006616,0.006364,0.000219,0.008476
65052,0.006435,0.009322,0.006516,0.002338,0.000416,0.006598,0.006416,0.004387,0.006505,0.006169,0.006274,0.000343,0.000795,0.002458,0.002053,0.00267,0.006604,0.000518,0.006497,0.002777,0.00629,0.004842,0.006463,0.010082,0.004743,0.006208,0.006553,2.8e-05,0.006358,0.006568,0.006249,0.006413,0.006665,0.006424,0.006216,0.008745,0.006045,0.00683,0.006493,4.3e-05,0.006241,0.006331,0.00624,2.9e-05,0.006485,0.006569,4.5e-05,0.004412,0.003504,0.00889,0.006465,0.006616,0.006364,0.000219,0.008476
65053,0.006435,0.009322,0.006516,0.002338,0.000416,0.006598,0.006416,0.004387,0.006505,0.006169,0.006274,0.000343,0.000795,0.000458,0.002053,0.00267,0.006604,0.000518,0.006497,0.002777,0.00629,0.002842,0.006463,0.010082,0.004743,0.006208,0.006553,2.8e-05,0.006358,0.006568,0.006249,0.006413,0.006665,0.006424,0.006216,0.008745,0.006045,0.00683,0.006493,4.3e-05,0.006241,0.006331,0.00624,2.9e-05,0.006485,0.006569,4.5e-05,0.004412,0.003504,0.00889,0.006465,0.006616,0.006364,0.000219,0.008476
65058,0.006435,0.009322,0.006516,0.002338,0.000416,0.006598,0.006416,0.004387,0.006505,0.006169,0.006274,0.000343,0.000795,0.000458,0.006053,0.00267,0.006604,0.000518,0.006497,0.002777,0.00629,0.002842,0.006463,0.010082,0.004743,0.006208,0.006553,2.8e-05,0.006358,0.006568,0.006249,0.006413,0.006665,0.006424,0.006216,0.008745,0.006045,0.00683,0.006493,4.3e-05,0.006241,0.006331,0.00624,2.9e-05,0.006485,0.006569,4.5e-05,0.004412,0.003504,0.00889,0.006465,0.006616,0.006364,0.000219,0.008476
