"time","revolute1.w","revolute2.w"
0,0,0
0.006,-0.150869,0.200413
0.0121,-0.304205,0.404049
0.0182,-0.457488,0.607546
0.0243,-0.610703,0.810854
0.0304,-0.763821,1.01387
0.0364,-0.914286,1.21312
0.0424,-1.06454,1.4117
0.0484,-1.21449,1.6093
0.0544,-1.36402,1.8055
0.0604,-1.51297,1.99977
0.0664,-1.66114,2.19147
0.0724,-1.80832,2.37984
0.0784,-1.95424,2.56398
0.0844,-2.0986,2.7429
0.0904,-2.24109,2.91547
0.0964,-2.38135,3.08049
0.1024,-2.51901,3.23669
0.1084,-2.65371,3.38276
0.1144,-2.78505,3.51738
0.1204,-2.9127,3.63927
0.1265,-3.03833,3.74886
0.1326,-3.15946,3.84284
0.1387,-3.27582,3.92017
0.1448,-3.38719,3.97995
0.1509,-3.4934,4.02149
0.157,-3.59433,4.04424
0.1631,-3.68992,4.04787
0.1692,-3.78013,4.03218
0.1753,-3.865,3.99712
0.1814,-3.94453,3.94278
0.1875,-4.01879,3.86932
0.1936,-4.08781,3.77697
0.1997,-4.15163,3.66602
0.2058,-4.21027,3.53677
0.2119,-4.26373,3.3895
0.218,-4.31195,3.22452
0.2241,-4.35485,3.04207
0.2302,-4.3923,2.84238
0.2363,-4.42414,2.62563
0.2424,-4.45013,2.39196
0.2485,-4.47001,2.14147
0.2546,-4.48347,1.87421
0.2607,-4.49013,1.59018
0.2668,-4.48961,1.28934
0.2729,-4.48145,0.971632
0.279,-4.46519,0.636924
0.2851,-4.44032,0.28507
0.2912,-4.40633,-0.0841185
0.2973,-4.36269,-0.470864
0.3034,-4.30886,-0.87542
0.3095,-4.24433,-1.29807
0.3156,-4.1686,-1.7391
0.3217,-4.08121,-2.19882
0.3278,-3.98177,-2.67751
0.3339,-3.86998,-3.17537
0.34,-3.74565,-3.69249
0.3461,-3.6088,-4.22873
0.3522,-3.45965,-4.78354
0.3583,-3.2988,-5.35577
0.3644,-3.12727,-5.94329
0.3705,-2.94676,-6.54257
0.3766,-2.7598,-7.14799
0.3827,-2.57007,-7.7511
0.3888,-2.3827,-8.3397
0.3949,-2.20447,-8.89702
0.401,-2.04396,-9.40143
0.4071,-1.91118,-9.82708
0.4132,-1.81673,-10.1462
0.4193,-1.77024,-10.3331
0.4254,-1.77857,-10.3694
0.4315,-1.84415,-10.2484
0.4376,-1.96443,-9.97658
0.4437,-2.13253,-9.57195
0.4498,-2.33888,-9.0593
0.4559,-2.57306,-8.46529
0.462,-2.82526,-7.81452
0.4681,-3.08711,-7.12739
0.4742,-3.35194,-6.41955
0.4803,-3.61473,-5.70231
0.4864,-3.87182,-4.9834
0.4925,-4.12067,-4.26791
0.4986,-4.35959,-3.55899
0.5047,-4.58752,-2.85851
0.5108,-4.80388,-2.1675
0.5169,-5.00845,-1.48645
0.523,-5.20127,-0.815545
0.5291,-5.38261,-0.154839
0.5352,-5.55286,0.495647
0.5413,-5.71253,1.13583
0.5474,-5.86216,1.76549
0.5535,-6.00233,2.38419
0.5596,-6.13355,2.99116
0.5657,-6.25626,3.58524
0.5718,-6.37071,4.16466
0.5779,-6.47692,4.72694
0.584,-6.5746,5.26864
0.5901,-6.66303,5.78518
0.5962,-6.741,6.27062
0.6023,-6.80677,6.71752
0.6084,-6.85799,7.11699
0.6145,-6.89187,7.45895
0.6206,-6.90531,7.73277
0.6267,-6.89523,7.92829
0.6328,-6.85906,8.03721
0.6389,-6.79518,8.05449
0.645,-6.70328,7.97949
0.6511,-6.58458,7.8164
0.6572,-6.44163,7.57388
0.6633,-6.27803,7.26381
0.6694,-6.09786,6.89978
0.6755,-5.90527,6.49556
0.6816,-5.70403,6.06391
0.6877,-5.49738,5.61584
0.6938,-5.28791,5.16033
0.6999,-5.07759,4.70437
0.706,-4.86782,4.25314
0.7121,-4.65957,3.81033
0.7182,-4.45346,3.37845
0.7243,-4.24983,2.95906
0.7304,-4.04887,2.55303
0.7365,-3.85059,2.16073
0.7426,-3.65497,1.78215
0.7487,-3.46188,1.41701
0.7548,-3.2712,1.06485
0.7609,-3.08277,0.725083
0.767,-2.89643,0.397024
0.7731,-2.71201,0.0799284
0.7792,-2.52934,-0.226987
0.7853,-2.34828,-0.524534
0.7914,-2.16866,-0.813541
0.7975,-1.99033,-1.09485
0.8036,-1.81314,-1.36929
0.8097,-1.63694,-1.63772
0.8158,-1.4616,-1.90096
0.8219,-1.28695,-2.15984
0.828,-1.11288,-2.41518
0.8341,-0.93925,-2.66774
0.8402,-0.765933,-2.91826
0.8463,-0.592821,-3.16744
0.8524,-0.419826,-3.41588
0.8585,-0.246882,-3.66409
0.8646,-0.0739641,-3.91246
0.8707,0.0989062,-4.16119
0.8768,0.271644,-4.4103
0.8829,0.444085,-4.65952
0.889,0.615971,-4.90829
0.8951,0.786932,-5.15567
0.9012,0.956476,-5.40035
0.9073,1.12398,-5.64057
0.9134,1.2887,-5.87417
0.9195,1.44978,-6.09862
0.9256,1.60629,-6.31112
0.9317,1.75728,-6.50876
0.9378,1.90185,-6.6887
0.9439,2.03921,-6.84837
0.95,2.16876,-6.98572
0.9561,2.29013,-7.09933
0.9622,2.40324,-7.18854
0.9683,2.50826,-7.25346
0.9744,2.60563,-7.29489
0.9805,2.69597,-7.31418
0.9866,2.78006,-7.31311
0.9927,2.85875,-7.29364
0.9988,2.93293,-7.25785
1.0049,3.00345,-7.20772
1.011,3.07114,-7.1451
1.0171,3.13672,-7.07162
1.0232,3.20086,-6.98867
1.0293,3.26413,-6.8974
1.0354,3.32702,-6.79872
1.0415,3.38994,-6.6933
1.0476,3.45322,-6.58163
1.0537,3.51714,-6.46402
1.0598,3.58191,-6.34061
1.0659,3.64768,-6.21142
1.072,3.71456,-6.07635
1.0781,3.78262,-5.93521
1.0842,3.85187,-5.78772
1.0903,3.9223,-5.63354
1.0964,3.99384,-5.47226
1.1025,4.06638,-5.30344
1.1086,4.13978,-5.1266
1.1147,4.21383,-4.9412
1.1208,4.2883,-4.74672
1.1269,4.36288,-4.5426
1.133,4.43722,-4.32829
1.1391,4.51091,-4.10321
1.1452,4.58347,-3.86683
1.1513,4.65435,-3.6186
1.1574,4.72296,-3.358
1.1635,4.78859,-3.08454
1.1696,4.85049,-2.79777
1.1757,4.90784,-2.49727
1.1818,4.95973,-2.18268
1.1879,5.00519,-1.85367
1.194,5.04319,-1.50997
1.2001,5.07264,-1.15137
1.2062,5.09241,-0.777701
1.2123,5.10134,-0.388831
1.2184,5.09823,0.0153296
1.2245,5.08189,0.43485
1.2306,5.05116,0.869797
1.2367,5.00487,1.32025
1.2428,4.94192,1.78634
1.2489,4.86126,2.26827
1.255,4.76193,2.76637
1.2611,4.64304,3.28112
1.2672,4.50377,3.81322
1.2733,4.3434,4.36366
1.2794,4.16128,4.93378
1.2855,3.95681,5.52537
1.2916,3.72942,6.14074
1.2977,3.47852,6.78289
1.3038,3.20346,7.4556
1.3099,2.90346,8.16361
1.316,2.57756,8.91284
1.3221,2.22453,9.71051
1.3282,1.84284,10.5654
1.3343,1.43062,11.4878
1.3404,0.985814,12.4895
1.3465,0.506484,13.5827
1.3526,-0.00822797,14.7778
1.3587,-0.556069,16.0775
1.3648,-1.12754,17.4657
1.3709,-1.69854,18.8859
1.377,-2.2205,20.2125
1.3831,-2.61539,21.2344
1.3892,-2.79388,21.7044
1.3953,-2.70416,21.4781
1.4014,-2.37128,20.6254
1.4075,-1.87726,19.3741
1.4136,-1.30835,17.96
1.4197,-0.724298,16.5407
1.4258,-0.15715,15.1948
1.4319,0.379213,13.9502
1.438,0.880468,12.8094
1.4441,1.34662,11.7636
1.4502,1.77933,10.8009
1.4563,2.18061,9.909
1.4624,2.5524,9.07704
1.4685,2.89628,8.29561
1.4746,3.21354,7.55688
1.4807,3.50518,6.85448
1.4868,3.77199,6.18327
1.4929,4.01464,5.53915
1.499,4.2337,4.91888
1.5051,4.42975,4.31995
1.5112,4.60339,3.74043
1.5173,4.75525,3.1789
1.5234,4.88609,2.6343
1.5295,4.99673,2.10587
1.5356,5.08809,1.59312
1.5417,5.1612,1.09571
1.5478,5.21718,0.613423
1.5539,5.25719,0.146141
1.56,5.28247,-0.306224
1.5661,5.2943,-0.743745
1.5722,5.29397,-1.16651
1.5783,5.28277,-1.57464
1.5844,5.26197,-1.96829
1.5905,5.23281,-2.34771
1.5966,5.19648,-2.71316
1.6027,5.15412,-3.06502
1.6088,5.10681,-3.40371
1.6149,5.05553,-3.72972
1.621,5.00122,-4.04361
1.6271,4.94473,-4.34598
1.6332,4.88682,-4.6375
1.6393,4.82819,-4.91886
1.6454,4.76947,-5.19079
1.6515,4.7112,-5.45407
1.6576,4.65389,-5.70945
1.6637,4.59794,-5.9577
1.6698,4.54372,-6.1996
1.6759,4.49153,-6.43586
1.682,4.44161,-6.66718
1.6881,4.39414,-6.89417
1.6942,4.34922,-7.11734
1.7003,4.3069,-7.33709
1.7064,4.2671,-7.55358
1.7125,4.22967,-7.76677
1.7186,4.19431,-7.97624
1.7247,4.16056,-8.18119
1.7308,4.12777,-8.38023
1.7369,4.09502,-8.57133
1.743,4.06113,-8.75161
1.7491,4.02459,-8.9173
1.7552,3.98352,-9.06365
1.7613,3.93576,-9.18497
1.7674,3.87887,-9.27493
