Time,_dummy,_derdummy,EventIndicator_0_,EventIndicator_1_,Step_0Time,Step_0Y0,Step_0YFinal,SineWave_0Amp,SineWave_0Bias,SineWave_0Freq,SineWave_0Phase,SineWave6_0Amp,SineWave6_0Bias,SineWave6_0Freq,SineWave6_0Phase,SineWave1_0Amp,SineWave1_0Bias,SineWave1_0Freq,SineWave1_0Phase,Step2_0Time,Step2_0Y0,Step2_0YFinal,SineWave3_0Amp,SineWave3_0Bias,SineWave3_0Freq,SineWave3_0Hsin,SineWave3_0HCos,SineWave3_0PSin,SineWave3_0PCos,SineWave4_0Amp,SineWave4_0Bias,SineWave4_0Freq,SineWave4_0Phase,Step3_0Time,Step3_0Y0,Step3_0YFinal,SineWave5_0Amp,SineWave5_0Bias,SineWave5_0Freq,SineWave5_0Hsin,SineWave5_0HCos,SineWave5_0PSin,SineWave5_0PCos,SineWave7_0Amp,SineWave7_0Bias,SineWave7_0Freq,SineWave7_0Hsin,SineWave7_0HCos,SineWave7_0PSin,SineWave7_0PCos,WeightedSampleTime_0WtEt,Constant6_0Value,Constant4_0Value,Constant5_0Value,Out1_1_,Out1_2_,Out2,Out3,Out4,Out5,Out6_1_,Out6_2_,Out6_3_,Out6_4_,Out6_5_,Out6_6_,Out7,Out8_1_,Out8_2_,Out9,Out10,Out11,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_NumberOfContinuousStates,fmi_NumberOfEventIndicators
2.4,1,0,1.4,1.4,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.675463,8,0,12,12,1,0.1,0,0,1,0,0.675463,0.675463,1,0.808496,0.135093,6,0,1,0,3
2.42,1,0,1.42,1.42,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.660581,7,0,12,12,1,0.1,0,0,1,0,0.675463,0.660581,1,0.660581,0.135093,6,0,1,0,3
2.42,1,0,1.42,1.42,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.660581,7,0,12,12,1,0.1,0,0,1,0,0.675463,0.660581,1,0.660581,0.135093,6,0,1,0,3
2.44,1,0,1.44,1.44,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.645435,7,0,12,12,1,0.1,0,0,1,0,0.675463,0.645435,1,0.660581,0.135093,6,0,1,0,3
2.46,1,0,1.46,1.46,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.630031,7,0,12,12,1,0.1,0,0,1,0,0.675463,0.630031,1,0.660581,0.135093,6,0,1,0,3
2.48,1,0,1.48,1.48,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.614374,7,0,12,12,1,0.1,0,0,1,0,0.675463,0.614374,1,0.660581,0.135093,6,0,1,0,3
2.5,1,0,1.5,1.5,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.598472,7,0,12,12,1,0.1,0,0,1,0,0.675463,0.598472,1,0.660581,0.119694,6,0,1,0,3
2.5,1,0,1.5,1.5,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.598472,7,0,12,12,1,0.1,0,0,1,0,0.675463,0.598472,1,0.660581,0.119694,6,0,1,0,3
2.52,1,0,1.52,1.52,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.582331,6,0,12,12,1,0.1,0,0,1,0,0.675463,0.582331,1,0.660581,0.119694,6,0,1,0,3
2.54,1,0,1.54,1.54,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.565956,6,0,12,12,1,0.1,0,0,1,0,0.675463,0.565956,1,0.660581,0.119694,6,0,1,0,3
2.56,1,0,1.56,1.56,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.549355,6,0,12,12,1,0.1,0,0,1,0,0.675463,0.549355,1,0.660581,0.119694,6,0,1,0,3
2.58,1,0,1.58,1.58,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.532535,6,0,12,12,1,0.1,0,0,1,0,0.675463,0.532535,1,0.660581,0.119694,6,0,1,0,3
2.6,1,0,1.6,1.6,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.515501,6,0,12,12,1,0.1,0,0,1,0,0.675463,0.515501,1,0.660581,0.1031,6,0,1,0,3
2.6,1,0,1.6,1.6,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.515501,6,0,12,12,1,0.1,0,0,1,0,0.675463,0.515501,1,0.660581,0.1031,6,0,1,0,3
2.62,1,0,1.62,1.62,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.498262,5,0,12,12,1,0.1,0,0,1,0,0.675463,0.498262,1,0.660581,0.1031,6,0,1,0,3
2.64,1,0,1.64,1.64,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.480823,5,0,12,12,1,0.1,0,0,1,0,0.675463,0.480823,1,0.480823,0.1031,6,0,1,0,3
2.64,1,0,1.64,1.64,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.480823,5,0,12,12,1,0.1,0,0,1,0,0.675463,0.480823,1,0.480823,0.1031,6,0,1,0,3
2.66,1,0,1.66,1.66,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.463191,5,0,12,12,1,0.1,0,0,1,0,0.675463,0.463191,1,0.480823,0.1031,6,0,1,0,3
2.68,1,0,1.68,1.68,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.445375,5,0,12,12,1,0.1,0,0,1,0,0.675463,0.445375,1,0.480823,0.1031,6,0,1,0,3
2.7,1,0,1.7,1.7,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.42738,5,0,12,12,1,0.1,0,0,1,0,0.42738,0.42738,1,0.480823,0.085476,6,0,1,0,3
2.7,1,0,1.7,1.7,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.42738,5,0,12,12,1,0.1,0,0,1,0,0.42738,0.42738,1,0.480823,0.085476,6,0,1,0,3
2.72,1,0,1.72,1.72,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.409214,4,0,12,12,1,0.1,0,0,1,0,0.42738,0.409214,1,0.480823,0.085476,6,0,1,0,3
2.74,1,0,1.74,1.74,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.390885,4,0,12,12,1,0.1,0,0,1,0,0.42738,0.390885,1,0.480823,0.085476,6,0,1,0,3
2.76,1,0,1.76,1.76,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.372399,4,0,12,12,1,0.1,0,0,1,0,0.42738,0.372399,1,0.480823,0.085476,6,0,1,0,3
2.78,1,0,1.78,1.78,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.353764,4,0,12,12,1,0.1,0,0,1,0,0.42738,0.353764,1,0.480823,0.085476,6,0,1,0,3
2.8,1,0,1.8,1.8,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.334988,4,0,12,12,1,0.1,0,0,1,0,0.42738,0.334988,1,0.480823,0.0669976,6,0,1,0,3
2.8,1,0,1.8,1.8,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.334988,4,0,12,12,1,0.1,0,0,1,0,0.42738,0.334988,1,0.480823,0.0669976,6,0,1,0,3
2.82,1,0,1.82,1.82,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.316078,3,0,12,12,1,0.1,0,0,1,0,0.42738,0.316078,1,0.480823,0.0669976,6,0,1,0,3
2.84,1,0,1.84,1.84,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.297041,3,0,12,12,1,0.1,0,0,1,0,0.42738,0.297041,1,0.480823,0.0669976,6,0,1,0,3
2.86,1,0,1.86,1.86,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.277886,3,0,12,12,1,0.1,0,0,1,0,0.42738,0.277886,1,0.277886,0.0669976,6,0,1,0,3
2.86,1,0,1.86,1.86,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.277886,3,0,12,12,1,0.1,0,0,1,0,0.42738,0.277886,1,0.277886,0.0669976,6,0,1,0,3
2.88,1,0,1.88,1.88,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.258619,3,0,12,12,1,0.1,0,0,1,0,0.42738,0.258619,1,0.277886,0.0669976,6,0,1,0,3
2.9,1,0,1.9,1.9,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.239249,2,0,12,12,1,0.1,0,0,1,0,0.42738,0.239249,1,0.277886,0.0478499,6,0,1,0,3
2.9,1,0,1.9,1.9,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.239249,2,0,12,12,1,0.1,0,0,1,0,0.42738,0.239249,1,0.277886,0.0478499,6,0,1,0,3
2.92,1,0,1.92,1.92,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.219784,2,0,12,12,1,0.1,0,0,1,0,0.42738,0.219784,1,0.277886,0.0478499,6,0,1,0,3
2.94,1,0,1.94,1.94,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.20023,2,0,12,12,1,0.1,0,0,1,0,0.42738,0.20023,1,0.277886,0.0478499,6,0,1,0,3
2.96,1,0,1.96,1.96,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.180596,2,0,12,12,1,0.1,0,0,1,0,0.42738,0.180596,1,0.277886,0.0478499,6,0,1,0,3
2.98,1,0,1.98,1.98,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.16089,1,0,12,12,1,0.1,0,0,1,0,0.42738,0.16089,1,0.277886,0.0478499,6,0,1,0,3
3,1,0,2,2,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.14112,1,0,12,12,1,0.1,0,0,1,0,0.14112,0.14112,1,0.277886,0.028224,6,0,1,0,3
3,1,0,2,2,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.14112,1,0,12,12,1,0.1,0,0,1,0,0.14112,0.14112,1,0.277886,0.028224,6,0,1,0,3
3.02,1,0,2.02,2.02,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.121293,1,0,12,12,1,0.1,0,0,1,0,0.14112,0.121293,1,0.277886,0.028224,6,0,1,0,3
3.04,1,0,2.04,2.04,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.101418,1,0,12,12,1,0.1,0,0,1,0,0.14112,0.101418,1,0.277886,0.028224,6,0,1,0,3
3.06,1,0,2.06,2.06,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.0815022,0,0,12,12,1,0.1,0,0,1,0,0.14112,0.0815022,1,0.277886,0.028224,6,0,1,0,3
3.08,1,0,2.08,2.08,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.0615537,0,0,12,12,1,0.1,0,0,1,0,0.14112,0.0615537,1,0.0615537,0.028224,6,0,1,0,3
3.08,1,0,2.08,2.08,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.0615537,0,0,12,12,1,0.1,0,0,1,0,0.14112,0.0615537,1,0.0615537,0.028224,6,0,1,0,3
3.1,1,0,2.1,2.1,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.0415807,0,0,12,12,1,0.1,0,0,1,0,0.14112,0.0415807,1,0.0615537,0.00831613,6,0,1,0,3
3.1,1,0,2.1,2.1,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.0415807,0,0,12,12,1,0.1,0,0,1,0,0.14112,0.0415807,1,0.0615537,0.00831613,6,0,1,0,3
3.12,1,0,2.12,2.12,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.021591,0,0,12,12,1,0.1,0,0,1,0,0.14112,0.021591,1,0.0615537,0.00831613,6,0,1,0,3
3.14,1,0,2.14,2.14,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,0.00159265,0,0,12,12,1,0.1,0,0,1,0,0.14112,0.00159265,1,0.0615537,0.00831613,6,0,1,0,3
3.16,1,0,2.16,2.16,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.0184063,-1,-1,12,12,1,0.1,0,0,1,0,0.14112,-0.0184063,1,0.0615537,0.00831613,6,0,1,0,3
3.18,1,0,2.18,2.18,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.0383979,-1,-1,12,12,1,0.1,0,0,1,0,0.14112,-0.0383979,1,0.0615537,0.00831613,6,0,1,0,3
3.2,1,0,2.2,2.2,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.0583741,-1,-1,12,12,1,0.1,0,0,1,0,0.14112,-0.0583741,1,0.0615537,-0.0116748,6,0,1,0,3
3.2,1,0,2.2,2.2,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.0583741,-1,-1,12,12,1,0.1,0,0,1,0,0.14112,-0.0583741,1,0.0615537,-0.0116748,6,0,1,0,3
3.22,1,0,2.22,2.22,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.078327,-1,-1,12,12,1,0.1,0,0,1,0,0.14112,-0.078327,1,0.0615537,-0.0116748,6,0,1,0,3
3.24,1,0,2.24,2.24,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.0982486,-2,-1,12,12,1,0.1,0,0,1,0,0.14112,-0.0982486,1,0.0615537,-0.0116748,6,0,1,0,3
3.26,1,0,2.26,2.26,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.118131,-2,-1,12,12,1,0.1,0,0,1,0,0.14112,-0.118131,1,0.0615537,-0.0116748,6,0,1,0,3
3.28,1,0,2.28,2.28,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.137966,-2,-1,12,12,1,0.1,0,0,1,0,0.14112,-0.137966,1,0.0615537,-0.0116748,6,0,1,0,3
3.3,1,0,2.3,2.3,1,0,1,1,0,1,0,12,0,1,0,1,0,1,0,1,0,2.3,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,1,0,1,0,1,0,1,1,0,1,0.21823,0.975897,-0.21823,0.975897,1,0,1,0.0998334,0.995004,-0.0998334,0.995004,0.2,1,12,12,1,-0.157746,-2,-1,12,12,1,0.1,0,0,1,0,-0.157746,-0.157746,1,-0.157746,-0.0315491,6,0,1,0,3
