    "time",    "J1.w",    "J2.w",    "J3.w",    "J4.w"
         0,        10,         0,         0,         0
      0.01, 9.9155552,0.099997584,7.2066969e-018,7.2066969e-018
      0.02, 9.8607778,0.19998067,6.6125135e-018,6.6125135e-018
      0.03,  9.831254,0.29993332,4.2964693e-018,4.2964693e-018
      0.04, 9.8200298,0.39983933,5.5439098e-018,5.5439098e-018
      0.05, 9.8186147,0.49968341,4.1255459e-018,4.1255459e-018
      0.06, 9.8171619,0.59944936,5.5187133e-018,5.5187133e-018
      0.07, 9.8063019,0.69912189,3.928255e-018,3.928255e-018
      0.08, 9.7771041,0.79868479,2.2203098e-018,2.2203098e-018
      0.09,  9.722942,0.89812275,1.3231579e-017,1.3231579e-017
       0.1, 9.6393212,0.99741981,3.3213171e-017,3.3213171e-017
      0.11, 9.5238265, 1.0965557,4.0147211e-017,4.0147211e-017
      0.12, 9.3795298, 1.1955226,4.9761004e-017,4.9761004e-017
      0.13, 9.2108049,  1.294302,5.584584e-017,5.584584e-017
      0.14, 9.0239925, 1.3928783,5.3839163e-017,5.3839163e-017
      0.15, 8.8272278, 1.4912367,4.8790583e-017,4.8790583e-017
      0.16, 8.6306808, 1.5893606,5.1902544e-017,5.1902544e-017
      0.17, 8.4439308, 1.6872346,3.8572132e-017,3.8572132e-017
      0.18, 8.2756449,  1.784843,2.5754378e-017,2.5754378e-017
      0.19, 8.1328155, 1.8821705,2.6095017e-017,2.6095017e-017
       0.2, 8.0209991,  1.979193,2.7135739e-017,2.7135739e-017
      0.21, 7.9398531, 2.0759122,2.8335774e-017,2.8335774e-017
      0.22, 7.8882908, 2.1723035,2.5704349e-017,2.5704349e-017
      0.23, 7.8621409, 2.2683531,1.707855e-017,1.707855e-017
      0.24, 7.8546821, 2.3640459,1.6770517e-017,1.6770517e-017
      0.25, 7.8577633, 2.4593675,1.6938714e-017,1.6938714e-017
      0.26, 7.8612661, 2.5543017,1.7114987e-017,1.7114987e-017
      0.27, 7.8556241, 2.6488336,1.7227675e-017,1.7227675e-017
      0.28, 7.8322392, 2.7429481,1.7267335e-017,1.7267335e-017
      0.29, 7.7842604, 2.8366303,1.7272085e-017,1.7272085e-017
       0.3, 7.7072491, 2.9298657,1.7267897e-017,1.7267897e-017
      0.31, 7.5979852, 3.0226204,1.2129847e-017,1.2129847e-017
      0.32, 7.4604046, 3.1149138,2.0045053e-017,2.0045053e-017
      0.33, 7.2989043, 3.2067179,3.3482719e-017,3.3482719e-017
      0.34, 7.1193666,  3.298018,3.1864676e-017,3.1864676e-017
      0.35,  6.930349, 3.3887991,4.4310577e-017,4.4310577e-017
      0.36, 6.7416976, 3.4790463,1.7823167e-017,1.7823167e-017
      0.37, 6.5631259, 3.5687451,6.1314108e-019,6.1314108e-019
      0.38, 6.4032554, 3.6578814,-4.3371535e-018,-4.3371535e-018
      0.39, 6.2689863,  3.746441,-4.3582453e-018,-4.3582453e-018
       0.4, 6.1657509, 3.8343971,-8.6497557e-018,-8.6497557e-018
      0.41, 6.0939133, 3.8217611,       0.1,-2.6170399e-018
      0.42, 6.0521565, 3.8085064,       0.2,-1.6166756e-018
      0.43, 6.0364453, 3.7946188,       0.3,-4.8429028e-018
      0.44, 6.0394016, 3.7800868,       0.4,2.0123856e-017
      0.45, 6.0526623, 3.7648959,       0.5,2.1461588e-017
      0.46, 6.0668376, 3.7490328,       0.6,1.5082796e-017
      0.47, 6.0721747,  3.732484,       0.7,-1.0267399e-016
      0.48, 6.0600056, 3.7152303,       0.8,-8.2073457e-016
      0.49, 6.0228858, 3.6972633,       0.9,-8.1936768e-016
       0.5, 5.9570347, 3.6785777,         1,-8.0696436e-016
      0.51, 5.8610144, 3.6591556,       1.1,-7.3690429e-016
      0.52, 5.7361287, 3.6389828,       1.2,-6.9148178e-016
      0.53,   5.58659, 3.6180465,       1.3,-7.1221224e-016
      0.54, 5.4195182, 3.5963346,       1.4,-7.2226774e-016
      0.55, 5.2437254, 3.5738348,       1.5,-7.1018119e-016
      0.56, 5.0686485, 3.5505347,       1.6,-6.7400604e-016
      0.57, 4.9038956, 3.5264223,       1.7,-5.7761593e-016
      0.58, 4.7580989, 3.5014855,       1.8,-5.2333235e-016
      0.59, 4.6381615, 3.4757126,       1.9,-5.0631372e-016
       0.6, 4.5490107, 3.4490918,         2,-5.095323e-016
      0.61, 4.4919595, 3.4216109,       2.1,-5.1428551e-016
      0.62,  4.465845, 3.3932462,       2.2,-5.1166622e-016
      0.63,  4.465166, 3.3640119,       2.3,-4.8959476e-016
      0.64, 4.4835937, 3.3338844,       2.4,-4.9508082e-016
      0.65, 4.5132033, 3.3028533,       2.5,-5.1886489e-016
      0.66, 4.5437556,  3.270907,       2.6,-5.4149078e-016
      0.67, 4.5653566, 3.2380341,       2.7,-5.3086931e-016
      0.68, 4.5697587, 3.2042244,       2.8,-5.2853224e-016
      0.69,  4.550172, 3.1694677,       2.9,-5.2776595e-016
       0.7, 4.5008932,  3.133734,         3,-5.2895242e-016
      0.71, 4.4220674, 3.0985254, 3.0985254,-5.3316813e-016
      0.72, 4.3138111, 3.1296828, 3.1296828,-5.347096e-016
      0.73, 4.1823244, 3.1603586, 3.1603586,-5.2626731e-016
