    "time","tankLevel","tankLevel2","tankLevel3"
         0,         0,         0,         0
       0.5,0.76388896,         0,         0
         1, 2.0138886,         0,         0
       1.5,  3.402777,         0,         0
         2, 4.7916656,         0,         0
       2.5, 6.3194427,         0,         0
         3, 7.7083311,         0,         0
       3.5, 9.0972233,         0,         0
         4, 10.486116,         0,         0
       4.5,  11.87501,         0,         0
         5, 13.263903,         0,         0
       5.5, 14.652796,         0,         0
         6, 16.041689,         0,         0
       6.5, 17.430582,         0,         0
         7, 18.819475,         0,         0
       7.5, 20.208368,         0,         0
         8, 21.597261,         0,         0
       8.5, 22.986155,         0,         0
         9, 24.375048,         0,         0
       9.5, 25.625051,         0,         0
        10, 27.013945,         0,         0
      10.5, 28.402838,         0,         0
        11, 29.791731,         0,         0
      11.5, 31.180624,         0,         0
        12, 32.569515,         0,         0
      12.5, 33.958408,         0,         0
        13, 35.347301,         0,         0
      13.5, 36.736195,         0,         0
        14, 38.125088,         0,         0
      14.5, 39.513981,         0,         0
        15, 40.902874,         0,         0
      15.5, 42.291767,         0,         0
        16,  43.68066,         0,         0
      16.5, 45.069553,         0,         0
        17, 46.458447,         0,         0
      17.5,  47.84734,         0,         0
        18, 49.236233,         0,         0
      18.5, 50.625126,         0,         0
        19, 52.014019,         0,         0
      19.5, 53.402912,         0,         0
        20, 54.791805,         0,         0
      20.5, 56.180698,         0,         0
        21, 57.569592,         0,         0
      21.5, 58.958485,         0,         0
        22, 60.347378,         0,         0
      22.5, 61.736271,         0,         0
        23, 63.125164,         0,         0
      23.5, 64.514046,         0,         0
        24, 65.902901,         0,         0
      24.5, 67.291756,         0,         0
        25, 68.680611,         0,         0
      25.5, 70.069466,         0,         0
        26, 71.458321,         0,         0
      26.5, 72.847176,         0,         0
        27, 74.236031,         0,         0
      27.5, 75.624886,         0,         0
        28, 77.013741,         0,         0
      28.5, 78.402596,         0,         0
        29, 79.791451,         0,         0
      29.5, 81.180305,         0,         0
        30,  82.56916,         0,         0
      30.5, 83.958015,         0,         0
        31,  85.34687,         0,         0
      31.5, 86.735725,         0,         0
        32,  88.12458,         0,         0
      32.5, 89.513435,         0,         0
        33,  90.90229,         0,         0
      33.5, 92.291145,         0,         0
        34,     93.68,         0,         0
      34.5, 95.068855,         0,         0
        35,  96.45771,         0,         0
      35.5, 97.846565,         0,         0
        36,  99.23542,         0,         0
      36.5,       100,         0,         0
        37, 99.472214,         0,0.59722221
      37.5, 98.125015,         0, 1.9444442
        38, 96.597275,         0, 3.4722214
      38.5,  95.20842,         0, 4.8611097
        39, 93.819565,         0, 6.2499981
      39.5,  92.43071,         0, 7.6388865
        40, 91.041855,         0, 9.0277786
      40.5,    89.653,         0, 10.416672
        41, 88.264145,         0, 11.805565
      41.5,  86.87529,         0, 13.194458
        42, 85.486435,         0, 14.583351
      42.5,  84.09758,         0, 15.972244
        43, 82.708725,         0, 17.361137
      43.5,  81.31987,         0, 18.750031
        44, 79.931015,         0, 20.138924
      44.5,  78.54216,         0, 21.527817
        45, 77.153305,         0,  22.91671
      45.5,  75.76445,         0, 24.305603
        46, 74.375595,         0, 25.694496
      46.5,  72.98674,         0, 27.083389
        47, 71.597885,         0, 28.472282
      47.5,  70.20903,         0, 29.861176
        48, 68.820175,         0, 31.250069
      48.5,  67.43132,         0, 32.638962
        49, 66.042465,         0, 34.027855
      49.5,  64.65361,         0, 35.416748
        50, 63.264732,         0, 36.805641
      50.5, 61.875839,         0, 38.194534
        51, 60.486946,         0, 39.583427
      51.5, 59.098053,         0, 40.972321
        52,  57.70916,         0, 42.361214
      52.5, 56.320267,         0, 43.750107
        53, 54.931374,         0,    45.139
      53.5,  53.54248,         0, 46.527893
        54, 52.153587,         0, 47.916786
      54.5, 50.764694,         0, 49.305679
        55, 49.375801,         0, 50.694572
      55.5, 47.986908,         0, 52.083466
        56, 46.598015,         0, 53.472359
      56.5, 45.209122,         0, 54.861252
        57, 43.820229,         0, 56.250145
      57.5, 42.431335,         0, 57.639038
        58, 41.042442,         0, 59.027931
      58.5, 39.653549,         0, 60.416824
        59, 38.264656,         0, 61.805717
      59.5, 36.875763,         0, 63.194611
        60,  35.48687,         0, 64.583488
