"Time","outChar"
0,3
0.05000000074505806,3
0.05000000074505806,4
0.10000000149011612,4
0.10000000149011612,5
0.11999999731779099,5
0.15000000596046448,5
0.15000000596046448,6
0.20000000298023224,6
0.20000000298023224,7
0.23999999463558197,7
0.25,7
0.25,8
0.30000001192092896,8
0.30000001192092896,9
0.34999999403953552,9
0.34999999403953552,10
0.36000001430511475,10
0.40000000596046448,10
0.40000000596046448,11
0.44999998807907104,11
0.44999998807907104,12
0.47999998927116394,12
0.5,12
0.5,13
0.55000001192092896,13
0.55000001192092896,14
0.60000002384185791,14
0.60000002384185791,15
0.64999997615814209,15
0.64999997615814209,16
0.69999998807907104,16
0.69999998807907104,17
0.72000002861022949,17
0.75,17
0.75,18
0.80000001192092896,18
0.80000001192092896,19
0.8399999737739563,19
0.85000002384185791,19
0.85000002384185791,20
0.89999997615814209,20
0.89999997615814209,21
0.94999998807907104,21
0.94999998807907104,22
0.95999997854232788,22
1,22
1,23
1.0499999523162842,23
1.0499999523162842,24
1.0800000429153442,24
1.1000000238418579,24
1.1000000238418579,25
1.1499999761581421,25
1.1499999761581421,26
1.2000000476837158,26
1.2000000476837158,27
1.25,27
1.25,28
1.2999999523162842,28
1.2999999523162842,29
1.3200000524520874,29
1.3500000238418579,29
1.3500000238418579,30
1.3999999761581421,30
1.3999999761581421,31
1.440000057220459,31
1.4500000476837158,31
1.4500000476837158,32
1.5,32
1.5,33
1.5499999523162842,33
1.5499999523162842,34
1.559999942779541,34
1.6000000238418579,34
1.6000000238418579,35
1.6499999761581421,35
1.6499999761581421,36
1.6799999475479126,36
1.7000000476837158,36
1.7000000476837158,37
1.75,37
1.75,38
1.7999999523162842,38
1.7999999523162842,39
1.8500000238418579,39
1.8500000238418579,40
1.8999999761581421,40
1.8999999761581421,41
1.9199999570846558,41
1.9500000476837158,41
1.9500000476837158,42
2,42
2,43
2.0399999618530273,43
2.0499999523162842,43
2.0499999523162842,44
2.0999999046325684,44
2.0999999046325684,45
2.1500000953674316,45
2.1500000953674316,46
2.1600000858306885,46
2.2000000476837158,46
2.2000000476837158,47
2.25,47
2.25,48
2.2799999713897705,48
2.2999999523162842,48
2.2999999523162842,49
2.3499999046325684,49
2.3499999046325684,50
2.4000000953674316,50
2.4000000953674316,51
2.4500000476837158,51
2.4500000476837158,52
2.5,52
2.5,53
2.5199999809265137,53
2.5499999523162842,53
2.5499999523162842,54
2.5999999046325684,54
2.5999999046325684,55
2.6400001049041748,55
2.6500000953674316,55
2.6500000953674316,56
2.7000000476837158,56
2.7000000476837158,57
2.75,57
2.75,58
2.7599999904632568,58
2.7999999523162842,58
2.7999999523162842,59
2.8499999046325684,59
2.8499999046325684,60
2.880000114440918,60
2.9000000953674316,60
2.9000000953674316,61
2.9500000476837158,61
2.9500000476837158,62
3,62
3,63
3.0499999523162842,63
3.0499999523162842,64
3.0999999046325684,64
3.0999999046325684,65
3.119999885559082,65
3.1500000953674316,65
3.1500000953674316,66
3.2000000476837158,66
3.2000000476837158,67
3.2400000095367432,67
3.25,67
3.25,68
3.2999999523162842,68
3.2999999523162842,69
3.3499999046325684,69
3.3499999046325684,70
3.3599998950958252,70
3.4000000953674316,70
3.4000000953674316,71
3.4500000476837158,71
3.4500000476837158,72
3.4800000190734863,72
3.5,72
3.5,73
3.5499999523162842,73
3.5499999523162842,74
3.5999999046325684,74
3.5999999046325684,75
3.6500000953674316,75
3.6500000953674316,76
3.7000000476837158,76
3.7000000476837158,77
3.7200000286102295,77
3.75,77
3.75,78
3.7999999523162842,78
3.7999999523162842,79
3.8399999141693115,79
3.8499999046325684,79
3.8499999046325684,80
3.9000000953674316,80
3.9000000953674316,81
3.9500000476837158,81
3.9500000476837158,82
3.9600000381469727,82
4,82
4,83
4,83
4.0500001907348633,83
4.0500001907348633,84
4.0799999237060547,84
4.0999999046325684,84
4.0999999046325684,85
4.1500000953674316,85
4.1500000953674316,86
4.1999998092651367,86
4.1999998092651367,87
4.25,87
4.25,88
4.3000001907348633,88
4.3000001907348633,89
4.320000171661377,89
4.3499999046325684,89
4.3499999046325684,90
4.4000000953674316,90
4.4000000953674316,91
4.440000057220459,91
4.4499998092651367,91
4.4499998092651367,92
4.5,92
4.5,93
4.5500001907348633,93
4.5500001907348633,94
4.559999942779541,94
4.5999999046325684,94
4.5999999046325684,95
4.6500000953674316,95
4.6500000953674316,96
4.679999828338623,96
4.6999998092651367,96
4.6999998092651367,97
4.75,97
4.75,98
4.8000001907348633,98
4.8000001907348633,99
4.8499999046325684,99
4.8499999046325684,100
4.9000000953674316,100
4.9000000953674316,101
4.9200000762939453,101
4.9499998092651367,101
4.9499998092651367,102
5,102
5,103
5,103
5.0399999618530273,103
5.0500001907348633,103
5.0500001907348633,104
5.0999999046325684,104
5.0999999046325684,105
5.1500000953674316,105
5.1500000953674316,106
5.1599998474121094,106
5.1999998092651367,106
5.1999998092651367,107
5.25,107
5.25,108
5.2800002098083496,108
5.3000001907348633,108
5.3000001907348633,109
5.3499999046325684,109
5.3499999046325684,110
5.4000000953674316,110
5.4000000953674316,111
5.4499998092651367,111
5.4499998092651367,112
5.5,112
5.5,113
5.5199999809265137,113
5.5500001907348633,113
5.5500001907348633,114
5.5999999046325684,114
5.5999999046325684,115
5.6399998664855957,115
5.6500000953674316,115
5.6500000953674316,116
5.6999998092651367,116
5.6999998092651367,117
5.75,117
5.75,118
5.7600002288818359,118
5.8000001907348633,118
5.8000001907348633,119
5.8499999046325684,119
5.8499999046325684,120
5.880000114440918,120
5.9000000953674316,120
5.9000000953674316,121
5.9499998092651367,121
5.9499998092651367,122
6,122
6,123
6.0500001907348633,123
6.0500001907348633,124
6.0999999046325684,124
6.0999999046325684,125
6.119999885559082,125
6.1500000953674316,125
6.1500000953674316,126
6.1999998092651367,126
6.1999998092651367,127
6.2399997711181641,127
6.25,127
6.25,128
6.3000001907348633,128
6.3000001907348633,129
6.3499999046325684,129
6.3499999046325684,130
6.3600001335144043,130
6.4000000953674316,130
6.4000000953674316,131
6.4499998092651367,131
6.4499998092651367,132
6.4800000190734863,132
6.5,132
6.5,133
6.5500001907348633,133
6.5500001907348633,134
6.5999999046325684,134
6.5999999046325684,135
6.6500000953674316,135
6.6500000953674316,136
6.6999998092651367,136
6.6999998092651367,137
6.7199997901916504,137
6.75,137
6.75,138
6.8000001907348633,138
6.8000001907348633,139
6.8400001525878906,139
6.8499999046325684,139
6.8499999046325684,140
6.9000000953674316,140
6.9000000953674316,141
6.9499998092651367,141
6.9499998092651367,142
6.9600000381469727,142
7,142
7,143
7,143
7.0500001907348633,143
7.0500001907348633,144
7.0799999237060547,144
7.0999999046325684,144
7.0999999046325684,145
7.1500000953674316,145
7.1500000953674316,146
7.1999998092651367,146
7.1999998092651367,147
7.25,147
7.25,148
7.3000001907348633,148
7.3000001907348633,149
7.320000171661377,149
7.3499999046325684,149
7.3499999046325684,150
7.4000000953674316,150
7.4000000953674316,151
7.440000057220459,151
7.4499998092651367,151
7.4499998092651367,152
7.5,152
7.5,153
