"time","TAmb","TDif","heatCapacitor.T","TRes"
0,293.15,2,293.15,293.15
0.001,293.15,2,293.16,293.16
0.002,293.15,2,293.17,293.17
0.003,293.15,2,293.18,293.18
0.004,293.15,2,293.19,293.19
0.005,293.15,2,293.2,293.2
0.006,293.15,2,293.21,293.21
0.007,293.15,2,293.22,293.22
0.008,293.15,2,293.23,293.23
0.009,293.15,2,293.24,293.24
0.01,293.15,2,293.25,293.25
0.011,293.15,2,293.26,293.26
0.012,293.15,2,293.27,293.27
0.013,293.15,2,293.28,293.28
0.014,293.15,2,293.29,293.29
0.015,293.15,2,293.3,293.3
0.016,293.15,2,293.31,293.31
0.017,293.15,2,293.32,293.32
0.018,293.15,2,293.33,293.33
0.019,293.15,2,293.34,293.34
0.02,293.15,2,293.35,293.35
0.021,293.15,2,293.36,293.36
0.022,293.15,2,293.37,293.37
0.023,293.15,2,293.38,293.38
0.024,293.15,2,293.39,293.39
0.025,293.15,2,293.4,293.4
0.026,293.15,2,293.41,293.41
0.027,293.15,2,293.42,293.42
0.028,293.15,2,293.43,293.43
0.029,293.15,2,293.44,293.44
0.03,293.15,2,293.45,293.45
0.031,293.15,2,293.46,293.46
0.032,293.15,2,293.47,293.47
0.033,293.15,2,293.48,293.48
0.034,293.15,2,293.49,293.49
0.035,293.15,2,293.5,293.5
0.036,293.15,2,293.51,293.51
0.037,293.15,2,293.52,293.52
0.038,293.15,2,293.53,293.53
0.039,293.15,2,293.54,293.54
0.04,293.15,2,293.55,293.55
0.041,293.15,2,293.56,293.56
0.042,293.15,2,293.57,293.57
0.043,293.15,2,293.58,293.58
0.044,293.15,2,293.59,293.59
0.045,293.15,2,293.6,293.6
0.046,293.15,2,293.61,293.61
0.047,293.15,2,293.62,293.62
0.048,293.15,2,293.63,293.63
0.049,293.15,2,293.64,293.64
0.05,293.15,2,293.65,293.65
0.051,293.15,2,293.66,293.66
0.052,293.15,2,293.67,293.67
0.053,293.15,2,293.68,293.68
0.054,293.15,2,293.69,293.69
0.055,293.15,2,293.7,293.7
0.056,293.15,2,293.71,293.71
0.057,293.15,2,293.72,293.72
0.058,293.15,2,293.73,293.73
0.059,293.15,2,293.74,293.74
0.06,293.15,2,293.75,293.75
0.061,293.15,2,293.76,293.76
0.062,293.15,2,293.77,293.77
0.063,293.15,2,293.78,293.78
0.064,293.15,2,293.79,293.79
0.065,293.15,2,293.8,293.8
0.066,293.15,2,293.81,293.81
0.067,293.15,2,293.82,293.82
0.068,293.15,2,293.83,293.83
0.069,293.15,2,293.84,293.84
0.07,293.15,2,293.85,293.85
0.071,293.15,2,293.86,293.86
0.072,293.15,2,293.87,293.87
0.073,293.15,2,293.88,293.88
0.074,293.15,2,293.89,293.89
0.075,293.15,2,293.9,293.9
0.076,293.15,2,293.91,293.91
0.077,293.15,2,293.92,293.92
0.078,293.15,2,293.93,293.93
0.079,293.15,2,293.94,293.94
0.08,293.15,2,293.95,293.95
0.081,293.15,2,293.96,293.96
0.082,293.15,2,293.97,293.97
0.083,293.15,2,293.98,293.98
0.084,293.15,2,293.99,293.99
0.085,293.15,2,294,294
0.086,293.15,2,294,294
0.087,293.15,2,294.01,294.01
0.088,293.15,2,294.02,294.02
0.089,293.15,2,294.03,294.03
0.09,293.15,2,294.04,294.04
0.091,293.15,2,294.05,294.05
0.092,293.15,2,294.06,294.06
0.093,293.15,2,294.07,294.07
0.094,293.15,2,294.08,294.08
0.095,293.15,2,294.09,294.09
0.096,293.15,2,294.1,294.1
0.097,293.15,2,294.11,294.11
0.098,293.15,2,294.12,294.12
0.099,293.15,2,294.13,294.13
0.1,293.15,2,294.14,294.14
0.101,293.15,2,294.15,294.15
0.102,293.15,2,294.16,294.16
0.103,293.15,2,294.17,294.17
0.104,293.15,2,294.18,294.18
0.105,293.15,2,294.19,294.19
0.106,293.15,2,294.2,294.2
0.107,293.15,2,294.21,294.21
0.108,293.15,2,294.22,294.22
0.109,293.15,2,294.23,294.23
0.11,293.15,2,294.24,294.24
0.111,293.15,2,294.25,294.25
0.112,293.15,2,294.26,294.26
0.113,293.15,2,294.27,294.27
0.114,293.15,2,294.28,294.28
0.115,293.15,2,294.29,294.29
0.116,293.15,2,294.3,294.3
0.117,293.15,2,294.31,294.31
0.118,293.15,2,294.32,294.32
0.119,293.15,2,294.33,294.33
0.12,293.15,2,294.34,294.34
0.121,293.15,2,294.35,294.35
0.122,293.15,2,294.36,294.36
0.123,293.15,2,294.37,294.37
0.124,293.15,2,294.38,294.38
0.125,293.15,2,294.39,294.39
0.126,293.15,2,294.4,294.4
0.127,293.15,2,294.41,294.41
0.128,293.15,2,294.42,294.42
0.129,293.15,2,294.43,294.43
0.13,293.15,2,294.44,294.44
0.131,293.15,2,294.45,294.45
0.132,293.15,2,294.46,294.46
0.133,293.15,2,294.47,294.47
0.134,293.15,2,294.48,294.48
0.135,293.15,2,294.49,294.49
0.136,293.15,2,294.5,294.5
0.137,293.15,2,294.51,294.51
0.138,293.15,2,294.52,294.52
0.139,293.15,2,294.53,294.53
0.14,293.15,2,294.54,294.54
0.141,293.15,2,294.55,294.55
0.142,293.15,2,294.56,294.56
0.143,293.15,2,294.57,294.57
0.144,293.15,2,294.58,294.58
0.145,293.15,2,294.59,294.59
0.146,293.15,2,294.6,294.6
0.147,293.15,2,294.61,294.61
0.148,293.15,2,294.61,294.61
0.149,293.15,2,294.62,294.62
0.15,293.15,2,294.63,294.63
0.151,293.15,2,294.64,294.64
0.152,293.15,2,294.65,294.65
0.153,293.15,2,294.66,294.66
0.154,293.15,2,294.67,294.67
0.155,293.15,2,294.68,294.68
0.156,293.15,2,294.69,294.69
0.157,293.15,2,294.7,294.7
0.158,293.15,2,294.71,294.71
0.159,293.15,2,294.72,294.72
0.16,293.15,2,294.73,294.73
0.161,293.15,2,294.74,294.74
0.162,293.15,2,294.75,294.75
0.163,293.15,2,294.76,294.76
0.164,293.15,2,294.77,294.77
0.165,293.15,2,294.78,294.78
