Time,_dummy,_derdummy,SineVoltage1_phase,SineVoltage2_phase,SineVoltage3_phase,Capacitor1_v,IdealDiode3_off,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_StartTime,fmi_StopTime,fmi_NumberOfSteps,fmi_CommunicationStepSize,fmi_forceShutDownAtStopTime
0.0038,1,0,0,0,0,222.752,1,0,1,0,0.1,500,0.0002,0
0.0038,1,0,0,0,0,219.414,1,0,1,0,0.1,500,0.0002,0
0.004,1,0,0,0,0,219.414,1,0,1,0,0.1,500,0.0002,0
0.004,1,0,0,0,0,216.076,1,0,1,0,0.1,500,0.0002,0
0.0042,1,0,0,0,0,216.076,1,0,1,0,0.1,500,0.0002,0
0.0042,1,0,0,0,0,212.739,1,0,1,0,0.1,500,0.0002,0
0.0044,1,0,0,0,0,212.739,1,0,1,0,0.1,500,0.0002,0
0.0044,1,0,0,0,0,209.401,1,0,1,0,0.1,500,0.0002,0
0.0046,1,0,0,0,0,209.401,1,0,1,0,0.1,500,0.0002,0
0.0046,1,0,0,0,0,206.064,1,0,1,0,0.1,500,0.0002,0
0.0048,1,0,0,0,0,206.064,1,0,1,0,0.1,500,0.0002,0
0.0048,1,0,0,0,0,202.726,1,0,1,0,0.1,500,0.0002,0
0.005,1,0,0,0,0,202.726,1,0,1,0,0.1,500,0.0002,0
0.005,1,0,0,0,0,199.389,1,0,1,0,0.1,500,0.0002,0
0.0052,1,0,0,0,0,199.389,1,0,1,0,0.1,500,0.0002,0
0.0052,1,0,0,0,0,196.052,1,0,1,0,0.1,500,0.0002,0
0.0054,1,0,0,0,0,196.052,1,0,1,0,0.1,500,0.0002,0
0.0054,1,0,0,0,0,192.714,1,0,1,0,0.1,500,0.0002,0
0.0056,1,0,0,0,0,192.714,1,0,1,0,0.1,500,0.0002,0
0.0056,1,0,0,0,0,189.377,1,0,1,0,0.1,500,0.0002,0
0.0058,1,0,0,0,0,189.377,1,0,1,0,0.1,500,0.0002,0
0.0058,1,0,0,0,0,186.04,1,0,1,0,0.1,500,0.0002,0
0.006,1,0,0,0,0,186.04,1,0,1,0,0.1,500,0.0002,0
0.006,1,0,0,0,0,182.703,1,0,1,0,0.1,500,0.0002,0
0.0062,1,0,0,0,0,182.703,1,0,1,0,0.1,500,0.0002,0
0.0062,1,0,0,0,0,179.366,1,0,1,0,0.1,500,0.0002,0
0.0064,1,0,0,0,0,179.366,1,0,1,0,0.1,500,0.0002,0
0.0064,1,0,0,0,0,176.029,1,0,1,0,0.1,500,0.0002,0
0.0066,1,0,0,0,0,176.029,1,0,1,0,0.1,500,0.0002,0
0.0066,1,0,0,0,0,172.692,1,0,1,0,0.1,500,0.0002,0
0.0068,1,0,0,0,0,172.692,1,0,1,0,0.1,500,0.0002,0
0.0068,1,0,0,0,0,169.356,1,0,1,0,0.1,500,0.0002,0
0.007,1,0,0,0,0,169.356,1,0,1,0,0.1,500,0.0002,0
0.007,1,0,0,0,0,166.019,1,0,1,0,0.1,500,0.0002,0
0.0072,1,0,0,0,0,166.019,1,0,1,0,0.1,500,0.0002,0
0.0072,1,0,0,0,0,162.682,1,0,1,0,0.1,500,0.0002,0
0.0074,1,0,0,0,0,162.682,1,0,1,0,0.1,500,0.0002,0
0.0074,1,0,0,0,0,159.346,1,0,1,0,0.1,500,0.0002,0
0.0076,1,0,0,0,0,159.346,1,0,1,0,0.1,500,0.0002,0
0.0076,1,0,0,0,0,156.009,1,0,1,0,0.1,500,0.0002,0
0.0078,1,0,0,0,0,156.009,1,0,1,0,0.1,500,0.0002,0
0.0078,1,0,0,0,0,152.673,1,0,1,0,0.1,500,0.0002,0
0.008,1,0,0,0,0,152.673,1,0,1,0,0.1,500,0.0002,0
0.008,1,0,0,0,0,149.337,1,0,1,0,0.1,500,0.0002,0
0.0082,1,0,0,0,0,149.337,1,0,1,0,0.1,500,0.0002,0
0.0082,1,0,0,0,0,146,1,0,1,0,0.1,500,0.0002,0
0.0084,1,0,0,0,0,146,1,0,1,0,0.1,500,0.0002,0
0.0084,1,0,0,0,0,142.664,1,0,1,0,0.1,500,0.0002,0
0.0086,1,0,0,0,0,142.664,1,0,1,0,0.1,500,0.0002,0
0.0086,1,0,0,0,0,139.328,1,0,1,0,0.1,500,0.0002,0
0.0088,1,0,0,0,0,139.328,1,0,1,0,0.1,500,0.0002,0
0.0088,1,0,0,0,0,135.992,1,0,1,0,0.1,500,0.0002,0
0.009,1,0,0,0,0,135.992,1,0,1,0,0.1,500,0.0002,0
0.009,1,0,0,0,0,132.656,1,0,1,0,0.1,500,0.0002,0
0.0092,1,0,0,0,0,132.656,1,0,1,0,0.1,500,0.0002,0
0.0092,1,0,0,0,0,129.32,1,0,1,0,0.1,500,0.0002,0
0.0094,1,0,0,0,0,129.32,1,0,1,0,0.1,500,0.0002,0
0.0094,1,0,0,0,0,125.984,1,0,1,0,0.1,500,0.0002,0
0.0096,1,0,0,0,0,125.984,1,0,1,0,0.1,500,0.0002,0
0.0096,1,0,0,0,0,122.648,1,0,1,0,0.1,500,0.0002,0
0.0098,1,0,0,0,0,122.648,1,0,1,0,0.1,500,0.0002,0
0.0098,1,0,0,0,0,119.312,1,0,1,0,0.1,500,0.0002,0
0.01,1,0,0,0,0,119.312,1,0,1,0,0.1,500,0.0002,0
0.01,1,0,0,0,0,115.977,1,0,1,0,0.1,500,0.0002,0
0.0102,1,0,0,0,0,115.977,1,0,1,0,0.1,500,0.0002,0
0.0102,1,0,0,0,0,112.641,1,0,1,0,0.1,500,0.0002,0
0.0104,1,0,0,0,0,112.641,1,0,1,0,0.1,500,0.0002,0
0.0104,1,0,0,0,0,109.305,1,0,1,0,0.1,500,0.0002,0
0.0106,1,0,0,0,0,109.305,1,0,1,0,0.1,500,0.0002,0
0.0106,1,0,0,0,0,105.97,1,0,1,0,0.1,500,0.0002,0
0.0108,1,0,0,0,0,105.97,1,0,1,0,0.1,500,0.0002,0
0.0108,1,0,0,0,0,102.635,1,0,1,0,0.1,500,0.0002,0
0.011,1,0,0,0,0,102.635,1,0,1,0,0.1,500,0.0002,0
0.011,1,0,0,0,0,99.2992,1,0,1,0,0.1,500,0.0002,0
0.0112,1,0,0,0,0,99.2992,1,0,1,0,0.1,500,0.0002,0
0.0112,1,0,0,0,0,95.9639,1,0,1,0,0.1,500,0.0002,0
0.0114,1,0,0,0,0,95.9639,1,0,1,0,0.1,500,0.0002,0
0.0114,1,0,0,0,0,92.6287,1,0,1,0,0.1,500,0.0002,0
0.0116,1,0,0,0,0,92.6287,1,0,1,0,0.1,500,0.0002,0
0.0116,1,0,0,0,0,89.2936,1,0,1,0,0.1,500,0.0002,0
0.0118,1,0,0,0,0,89.2936,1,0,1,0,0.1,500,0.0002,0
0.0118,1,0,0,0,0,85.9585,1,0,1,0,0.1,500,0.0002,0
0.012,1,0,0,0,0,85.9585,1,0,1,0,0.1,500,0.0002,0
0.012,1,0,0,0,0,82.6235,1,0,1,0,0.1,500,0.0002,0
0.0122,1,0,0,0,0,82.6235,1,0,1,0,0.1,500,0.0002,0
0.0122,1,0,0,0,0,79.2885,1,0,1,0,0.1,500,0.0002,0
0.0124,1,0,0,0,0,79.2885,1,0,1,0,0.1,500,0.0002,0
0.0124,1,0,0,0,0,75.9536,1,0,1,0,0.1,500,0.0002,0
0.0126,1,0,0,0,0,75.9536,1,0,1,0,0.1,500,0.0002,0
0.0126,1,0,0,0,0,72.6188,1,0,1,0,0.1,500,0.0002,0
0.0128,1,0,0,0,0,72.6188,1,0,1,0,0.1,500,0.0002,0
0.0128,1,0,0,0,0,69.2841,1,0,1,0,0.1,500,0.0002,0
0.013,1,0,0,0,0,69.2841,1,0,1,0,0.1,500,0.0002,0
0.013,1,0,0,0,0,65.9494,1,0,1,0,0.1,500,0.0002,0
0.0132,1,0,0,0,0,65.9494,1,0,1,0,0.1,500,0.0002,0
0.0132,1,0,0,0,0,62.6148,1,0,1,0,0.1,500,0.0002,0
0.0134,1,0,0,0,0,62.6148,1,0,1,0,0.1,500,0.0002,0
0.0134,1,0,0,0,0,59.2802,1,0,1,0,0.1,500,0.0002,0
0.0136,1,0,0,0,0,59.2802,1,0,1,0,0.1,500,0.0002,0
0.0136,1,0,0,0,0,55.9457,1,0,1,0,0.1,500,0.0002,0
0.0138,1,0,0,0,0,55.9457,1,0,1,0,0.1,500,0.0002,0
0.0138,1,0,0,0,0,52.6113,1,0,1,0,0.1,500,0.0002,0
0.014,1,0,0,0,0,52.6113,1,0,1,0,0.1,500,0.0002,0
0.014,1,0,0,0,0,49.2769,1,0,1,0,0.1,500,0.0002,0
0.0142,1,0,0,0,0,49.2769,1,0,1,0,0.1,500,0.0002,0
0.0142,1,0,0,0,0,45.9427,1,0,1,0,0.1,500,0.0002,0
0.0144,1,0,0,0,0,45.9427,1,0,1,0,0.1,500,0.0002,0
0.0144,1,0,0,0,0,42.6084,1,0,1,0,0.1,500,0.0002,0
0.0146,1,0,0,0,0,42.6084,1,0,1,0,0.1,500,0.0002,0
0.0146,1,0,0,0,0,39.2743,1,0,1,0,0.1,500,0.0002,0
0.0148,1,0,0,0,0,39.2743,1,0,1,0,0.1,500,0.0002,0
0.0148,1,0,0,0,0,35.9402,1,0,1,0,0.1,500,0.0002,0
0.015,1,0,0,0,0,35.9402,1,0,1,0,0.1,500,0.0002,0
0.015,1,0,0,0,0,32.6062,1,0,1,0,0.1,500,0.0002,0
0.0152,1,0,0,0,0,32.6062,1,0,1,0,0.1,500,0.0002,0
0.0152,1,0,0,0,0,29.2722,1,0,1,0,0.1,500,0.0002,0
0.0154,1,0,0,0,0,29.2722,1,0,1,0,0.1,500,0.0002,0
0.0154,1,0,0,0,0,25.9383,1,0,1,0,0.1,500,0.0002,0
0.0156,1,0,0,0,0,25.9383,1,0,1,0,0.1,500,0.0002,0
0.0156,1,0,0,0,0,22.6045,1,0,1,0,0.1,500,0.0002,0
0.0158,1,0,0,0,0,22.6045,1,0,1,0,0.1,500,0.0002,0
0.0158,1,0,0,0,0,19.2708,1,0,1,0,0.1,500,0.0002,0
0.016,1,0,0,0,0,19.2708,1,0,1,0,0.1,500,0.0002,0
0.016,1,0,0,0,0,15.9371,1,0,1,0,0.1,500,0.0002,0
0.0162,1,0,0,0,0,15.9371,1,0,1,0,0.1,500,0.0002,0
0.0162,1,0,0,0,0,12.6035,1,0,1,0,0.1,500,0.0002,0
0.0164,1,0,0,0,0,12.6035,1,0,1,0,0.1,500,0.0002,0
0.0164,1,0,0,0,0,9.26992,1,0,1,0,0.1,500,0.0002,0
0.0166,1,0,0,0,0,9.26992,1,0,1,0,0.1,500,0.0002,0
0.0166,1,0,0,0,0,5.93644,1,0,1,0,0.1,500,0.0002,0
0.0168,1,0,0,0,0,5.93644,1,0,1,0,0.1,500,0.0002,0
0.0168,1,0,0,0,0,2.60302,1,0,1,0,0.1,500,0.0002,0
0.017,1,0,0,0,0,2.60302,1,0,1,0,0.1,500,0.0002,0
0.017,1,0,0,0,0,-0.730335,1,0,1,0,0.1,500,0.0002,0
0.0172,1,0,0,0,0,-0.730335,1,0,1,0,0.1,500,0.0002,0
0.0172,1,0,0,0,0,-2.24987,0,0,1,0,0.1,500,0.0002,0
0.0174,1,0,0,0,0,-2.24987,0,0,1,0,0.1,500,0.0002,0
0.0174,1,0,0,0,0,-2.24979,0,0,1,0,0.1,500,0.0002,0
0.0176,1,0,0,0,0,-2.24979,0,0,1,0,0.1,500,0.0002,0
0.0176,1,0,0,0,0,-2.24966,0,0,1,0,0.1,500,0.0002,0
0.0178,1,0,0,0,0,-2.24966,0,0,1,0,0.1,500,0.0002,0
0.0178,1,0,0,0,0,-2.24952,0,0,1,0,0.1,500,0.0002,0
0.018,1,0,0,0,0,-2.24952,0,0,1,0,0.1,500,0.0002,0
0.018,1,0,0,0,0,-2.24938,0,0,1,0,0.1,500,0.0002,0
0.0182,1,0,0,0,0,-2.24938,0,0,1,0,0.1,500,0.0002,0
0.0182,1,0,0,0,0,-2.24924,0,0,1,0,0.1,500,0.0002,0
0.0184,1,0,0,0,0,-2.24924,0,0,1,0,0.1,500,0.0002,0
0.0184,1,0,0,0,0,-2.24911,0,0,1,0,0.1,500,0.0002,0
0.0186,1,0,0,0,0,-2.24911,0,0,1,0,0.1,500,0.0002,0
0.0186,1,0,0,0,0,-2.24897,0,0,1,0,0.1,500,0.0002,0
0.0188,1,0,0,0,0,-2.24897,0,0,1,0,0.1,500,0.0002,0
0.0188,1,0,0,0,0,-2.24884,0,0,1,0,0.1,500,0.0002,0
0.019,1,0,0,0,0,-2.24884,0,0,1,0,0.1,500,0.0002,0
0.019,1,0,0,0,0,-2.2487,0,0,1,0,0.1,500,0.0002,0
0.0192,1,0,0,0,0,-2.2487,0,0,1,0,0.1,500,0.0002,0
0.0192,1,0,0,0,0,-2.24857,0,0,1,0,0.1,500,0.0002,0
0.0194,1,0,0,0,0,-2.24857,0,0,1,0,0.1,500,0.0002,0
0.0194,1,0,0,0,0,-2.24843,0,0,1,0,0.1,500,0.0002,0
0.0196,1,0,0,0,0,-2.24843,0,0,1,0,0.1,500,0.0002,0
0.0196,1,0,0,0,0,-2.2483,0,0,1,0,0.1,500,0.0002,0
0.0198,1,0,0,0,0,-2.2483,0,0,1,0,0.1,500,0.0002,0
0.0198,1,0,0,0,0,-2.24817,0,0,1,0,0.1,500,0.0002,0
0.02,1,0,0,0,0,-2.24817,0,0,1,0,0.1,500,0.0002,0
0.02,1,0,0,0,0,-2.24803,0,0,1,0,0.1,500,0.0002,0
0.0202,1,0,0,0,0,-2.24803,0,0,1,0,0.1,500,0.0002,0
0.0202,1,0,0,0,0,-2.2479,0,0,1,0,0.1,500,0.0002,0
0.0204,1,0,0,0,0,-2.2479,0,0,1,0,0.1,500,0.0002,0
0.0204,1,0,0,0,0,-2.24777,0,0,1,0,0.1,500,0.0002,0
0.0206,1,0,0,0,0,-2.24777,0,0,1,0,0.1,500,0.0002,0
0.0206,1,0,0,0,0,-2.24764,0,0,1,0,0.1,500,0.0002,0
0.0208,1,0,0,0,0,-2.24764,0,0,1,0,0.1,500,0.0002,0
0.0208,1,0,0,0,0,-2.24751,0,0,1,0,0.1,500,0.0002,0
0.021,1,0,0,0,0,-2.24751,0,0,1,0,0.1,500,0.0002,0
0.021,1,0,0,0,0,-2.24738,0,0,1,0,0.1,500,0.0002,0
0.0212,1,0,0,0,0,-2.24738,0,0,1,0,0.1,500,0.0002,0
0.0212,1,0,0,0,0,-2.24725,0,0,1,0,0.1,500,0.0002,0
0.0214,1,0,0,0,0,-2.24725,0,0,1,0,0.1,500,0.0002,0
0.0214,1,0,0,0,0,-2.24712,0,0,1,0,0.1,500,0.0002,0
0.0216,1,0,0,0,0,-2.24712,0,0,1,0,0.1,500,0.0002,0
0.0216,1,0,0,0,0,-2.24699,0,0,1,0,0.1,500,0.0002,0
0.0218,1,0,0,0,0,-2.24699,0,0,1,0,0.1,500,0.0002,0
0.0218,1,0,0,0,0,-2.24686,0,0,1,0,0.1,500,0.0002,0
0.022,1,0,0,0,0,-2.24686,0,0,1,0,0.1,500,0.0002,0
0.022,1,0,0,0,0,-2.24673,0,0,1,0,0.1,500,0.0002,0
0.0222,1,0,0,0,0,-2.24673,0,0,1,0,0.1,500,0.0002,0
0.0222,1,0,0,0,0,-2.24661,0,0,1,0,0.1,500,0.0002,0
0.0224,1,0,0,0,0,-2.24661,0,0,1,0,0.1,500,0.0002,0
0.0224,1,0,0,0,0,-2.24648,0,0,1,0,0.1,500,0.0002,0
0.0226,1,0,0,0,0,-2.24648,0,0,1,0,0.1,500,0.0002,0
0.0226,1,0,0,0,0,-2.24635,0,0,1,0,0.1,500,0.0002,0
0.0228,1,0,0,0,0,-2.24635,0,0,1,0,0.1,500,0.0002,0
0.0228,1,0,0,0,0,-2.24622,0,0,1,0,0.1,500,0.0002,0
0.023,1,0,0,0,0,-2.24622,0,0,1,0,0.1,500,0.0002,0
0.023,1,0,0,0,0,-2.2461,0,0,1,0,0.1,500,0.0002,0
0.0232,1,0,0,0,0,-2.2461,0,0,1,0,0.1,500,0.0002,0
0.0232,1,0,0,0,0,-2.24597,0,0,1,0,0.1,500,0.0002,0
0.0234,1,0,0,0,0,-2.24597,0,0,1,0,0.1,500,0.0002,0
0.0234,1,0,0,0,0,-2.24585,0,0,1,0,0.1,500,0.0002,0
0.0236,1,0,0,0,0,-2.24585,0,0,1,0,0.1,500,0.0002,0
0.0236,1,0,0,0,0,-2.24572,0,0,1,0,0.1,500,0.0002,0
0.0238,1,0,0,0,0,-2.24572,0,0,1,0,0.1,500,0.0002,0
0.0238,1,0,0,0,0,-2.2456,0,0,1,0,0.1,500,0.0002,0
0.024,1,0,0,0,0,-2.2456,0,0,1,0,0.1,500,0.0002,0
0.024,1,0,0,0,0,-2.24547,0,0,1,0,0.1,500,0.0002,0
0.0242,1,0,0,0,0,-2.24547,0,0,1,0,0.1,500,0.0002,0
0.0242,1,0,0,0,0,-2.24535,0,0,1,0,0.1,500,0.0002,0
0.0244,1,0,0,0,0,-2.24535,0,0,1,0,0.1,500,0.0002,0
0.0244,1,0,0,0,0,-2.24523,0,0,1,0,0.1,500,0.0002,0
0.0246,1,0,0,0,0,-2.24523,0,0,1,0,0.1,500,0.0002,0
0.0246,1,0,0,0,0,-2.2451,0,0,1,0,0.1,500,0.0002,0
0.0248,1,0,0,0,0,-2.2451,0,0,1,0,0.1,500,0.0002,0
0.0248,1,0,0,0,0,-2.24498,0,0,1,0,0.1,500,0.0002,0
0.025,1,0,0,0,0,-2.24498,0,0,1,0,0.1,500,0.0002,0
0.025,1,0,0,0,0,-2.24486,0,0,1,0,0.1,500,0.0002,0
0.0252,1,0,0,0,0,-2.24486,0,0,1,0,0.1,500,0.0002,0
0.0252,1,0,0,0,0,-2.24474,0,0,1,0,0.1,500,0.0002,0
0.0254,1,0,0,0,0,-2.24474,0,0,1,0,0.1,500,0.0002,0
0.0254,1,0,0,0,0,-2.24462,0,0,1,0,0.1,500,0.0002,0
0.0256,1,0,0,0,0,-2.24462,0,0,1,0,0.1,500,0.0002,0
0.0256,1,0,0,0,0,-2.2445,0,0,1,0,0.1,500,0.0002,0
0.0258,1,0,0,0,0,-2.2445,0,0,1,0,0.1,500,0.0002,0
0.0258,1,0,0,0,0,-2.24438,0,0,1,0,0.1,500,0.0002,0
0.026,1,0,0,0,0,-2.24438,0,0,1,0,0.1,500,0.0002,0
0.026,1,0,0,0,0,-2.24426,0,0,1,0,0.1,500,0.0002,0
0.0262,1,0,0,0,0,-2.24426,0,0,1,0,0.1,500,0.0002,0
0.0262,1,0,0,0,0,-2.24414,0,0,1,0,0.1,500,0.0002,0
0.0264,1,0,0,0,0,-2.24414,0,0,1,0,0.1,500,0.0002,0
0.0264,1,0,0,0,0,-2.24402,0,0,1,0,0.1,500,0.0002,0
0.0266,1,0,0,0,0,-2.24402,0,0,1,0,0.1,500,0.0002,0
0.0266,1,0,0,0,0,-2.2439,0,0,1,0,0.1,500,0.0002,0
0.0268,1,0,0,0,0,-2.2439,0,0,1,0,0.1,500,0.0002,0
0.0268,1,0,0,0,0,-2.24378,0,0,1,0,0.1,500,0.0002,0
0.027,1,0,0,0,0,-2.24378,0,0,1,0,0.1,500,0.0002,0
0.027,1,0,0,0,0,-2.24366,0,0,1,0,0.1,500,0.0002,0
0.0272,1,0,0,0,0,-2.24366,0,0,1,0,0.1,500,0.0002,0
0.0272,1,0,0,0,0,-2.24354,0,0,1,0,0.1,500,0.0002,0
0.0274,1,0,0,0,0,-2.24354,0,0,1,0,0.1,500,0.0002,0
0.0274,1,0,0,0,0,-2.24343,0,0,1,0,0.1,500,0.0002,0
0.0276,1,0,0,0,0,-2.24343,0,0,1,0,0.1,500,0.0002,0
0.0276,1,0,0,0,0,-2.24331,0,0,1,0,0.1,500,0.0002,0
0.0278,1,0,0,0,0,-2.24331,0,0,1,0,0.1,500,0.0002,0
0.0278,1,0,0,0,0,-2.24319,0,0,1,0,0.1,500,0.0002,0
0.028,1,0,0,0,0,-2.24319,0,0,1,0,0.1,500,0.0002,0
0.028,1,0,0,0,0,-2.24308,0,0,1,0,0.1,500,0.0002,0
0.0282,1,0,0,0,0,-2.24308,0,0,1,0,0.1,500,0.0002,0
0.0282,1,0,0,0,0,-2.24296,0,0,1,0,0.1,500,0.0002,0
0.0284,1,0,0,0,0,-2.24296,0,0,1,0,0.1,500,0.0002,0
0.0284,1,0,0,0,0,-2.24285,0,0,1,0,0.1,500,0.0002,0
0.0286,1,0,0,0,0,-2.24285,0,0,1,0,0.1,500,0.0002,0
0.0286,1,0,0,0,0,-2.24273,0,0,1,0,0.1,500,0.0002,0
0.0288,1,0,0,0,0,-2.24273,0,0,1,0,0.1,500,0.0002,0
0.0288,1,0,0,0,0,-2.24262,0,0,1,0,0.1,500,0.0002,0
0.029,1,0,0,0,0,-2.24262,0,0,1,0,0.1,500,0.0002,0
0.029,1,0,0,0,0,-2.2425,0,0,1,0,0.1,500,0.0002,0
0.0292,1,0,0,0,0,-2.2425,0,0,1,0,0.1,500,0.0002,0
0.0292,1,0,0,0,0,-2.24239,0,0,1,0,0.1,500,0.0002,0
0.0294,1,0,0,0,0,-2.24239,0,0,1,0,0.1,500,0.0002,0
0.0294,1,0,0,0,0,-2.24228,0,0,1,0,0.1,500,0.0002,0
0.0296,1,0,0,0,0,-2.24228,0,0,1,0,0.1,500,0.0002,0
0.0296,1,0,0,0,0,-2.24216,0,0,1,0,0.1,500,0.0002,0
0.0298,1,0,0,0,0,-2.24216,0,0,1,0,0.1,500,0.0002,0
0.0298,1,0,0,0,0,-2.24205,0,0,1,0,0.1,500,0.0002,0
0.03,1,0,0,0,0,-2.24205,0,0,1,0,0.1,500,0.0002,0
0.03,1,0,0,0,0,-2.24194,0,0,1,0,0.1,500,0.0002,0
0.0302,1,0,0,0,0,-2.24194,0,0,1,0,0.1,500,0.0002,0
0.0302,1,0,0,0,0,-2.24183,0,0,1,0,0.1,500,0.0002,0
0.0304,1,0,0,0,0,-2.24183,0,0,1,0,0.1,500,0.0002,0
0.0304,1,0,0,0,0,-2.24172,0,0,1,0,0.1,500,0.0002,0
0.0306,1,0,0,0,0,-2.24172,0,0,1,0,0.1,500,0.0002,0
0.0306,1,0,0,0,0,-2.2416,0,0,1,0,0.1,500,0.0002,0
0.0308,1,0,0,0,0,-2.2416,0,0,1,0,0.1,500,0.0002,0
0.0308,1,0,0,0,0,-2.24149,0,0,1,0,0.1,500,0.0002,0
0.031,1,0,0,0,0,-2.24149,0,0,1,0,0.1,500,0.0002,0
0.031,1,0,0,0,0,-2.24138,0,0,1,0,0.1,500,0.0002,0
0.0312,1,0,0,0,0,-2.24138,0,0,1,0,0.1,500,0.0002,0
0.0312,1,0,0,0,0,-2.24127,0,0,1,0,0.1,500,0.0002,0
0.0314,1,0,0,0,0,-2.24127,0,0,1,0,0.1,500,0.0002,0
0.0314,1,0,0,0,0,-2.24116,0,0,1,0,0.1,500,0.0002,0
0.0316,1,0,0,0,0,-2.24116,0,0,1,0,0.1,500,0.0002,0
0.0316,1,0,0,0,0,-2.24105,0,0,1,0,0.1,500,0.0002,0
0.0318,1,0,0,0,0,-2.24105,0,0,1,0,0.1,500,0.0002,0
0.0318,1,0,0,0,0,-2.24095,0,0,1,0,0.1,500,0.0002,0
0.032,1,0,0,0,0,-2.24095,0,0,1,0,0.1,500,0.0002,0
0.032,1,0,0,0,0,-2.24084,0,0,1,0,0.1,500,0.0002,0
0.0322,1,0,0,0,0,-2.24084,0,0,1,0,0.1,500,0.0002,0
0.0322,1,0,0,0,0,-2.24073,0,0,1,0,0.1,500,0.0002,0
0.0324,1,0,0,0,0,-2.24073,0,0,1,0,0.1,500,0.0002,0
0.0324,1,0,0,0,0,-2.24062,0,0,1,0,0.1,500,0.0002,0
0.0326,1,0,0,0,0,-2.24062,0,0,1,0,0.1,500,0.0002,0
0.0326,1,0,0,0,0,-2.24051,0,0,1,0,0.1,500,0.0002,0
0.0328,1,0,0,0,0,-2.24051,0,0,1,0,0.1,500,0.0002,0
0.0328,1,0,0,0,0,-2.24041,0,0,1,0,0.1,500,0.0002,0
0.033,1,0,0,0,0,-2.24041,0,0,1,0,0.1,500,0.0002,0
0.033,1,0,0,0,0,-2.2403,0,0,1,0,0.1,500,0.0002,0
0.0332,1,0,0,0,0,-2.2403,0,0,1,0,0.1,500,0.0002,0
0.0332,1,0,0,0,0,-2.24019,0,0,1,0,0.1,500,0.0002,0
0.0334,1,0,0,0,0,-2.24019,0,0,1,0,0.1,500,0.0002,0
