"time","heatCapacitor_T","switch_Controll"
0.000000,20.009999,0
0.001000,20.019997,0
0.002000,20.029994,0
0.003000,20.039989,0
0.004000,20.049983,0
0.005000,20.059975,0
0.006000,20.069966,0
0.007000,20.079955,0
0.008000,20.089943,0
0.009000,20.099930,0
0.010000,20.109916,0
0.011000,20.119900,0
0.012000,20.129882,0
0.013000,20.139863,0
0.014000,20.149843,0
0.015000,20.159822,0
0.016000,20.169799,0
0.017000,20.179774,0
0.018000,20.189749,0
0.019000,20.199721,0
0.020000,20.209693,0
0.021000,20.219663,0
0.022000,20.229632,0
0.023000,20.239599,0
0.024000,20.249565,0
0.025000,20.259530,0
0.026000,20.269493,0
0.027000,20.279455,0
0.028000,20.289415,0
0.029000,20.299374,0
0.030000,20.309332,0
0.031000,20.319288,0
0.032000,20.329243,0
0.033000,20.339196,0
0.034000,20.349148,0
0.035000,20.359099,0
0.036000,20.369048,0
0.037000,20.378996,0
0.038000,20.388943,0
0.039000,20.398888,0
0.040000,20.408832,0
0.041000,20.418774,0
0.042000,20.428715,0
0.043000,20.438655,0
0.044000,20.448593,0
0.045000,20.458530,0
0.046000,20.468465,0
0.047000,20.478399,0
0.048000,20.488332,0
0.049000,20.498263,0
0.050000,20.508193,0
0.051000,20.518122,0
0.052000,20.528049,0
0.053000,20.537975,0
0.054000,20.547899,0
0.055000,20.557823,0
0.056000,20.567744,0
0.057000,20.577665,0
0.058000,20.587583,0
0.059000,20.597501,0
0.060000,20.607417,0
0.061000,20.617332,0
0.062000,20.627245,0
0.063000,20.637157,0
0.064000,20.647068,0
0.065000,20.656977,0
0.066000,20.666885,0
0.067000,20.676792,0
0.068000,20.686697,0
0.069000,20.696601,0
0.070000,20.706503,0
0.071000,20.716404,0
0.072000,20.726304,0
0.073000,20.736202,0
0.074000,20.746099,0
0.075000,20.755994,0
0.076000,20.765888,0
0.077000,20.775781,0
0.078000,20.785673,0
0.079000,20.795563,0
0.080000,20.805451,0
0.081000,20.815338,0
0.082000,20.825224,0
0.083000,20.835109,0
0.084000,20.844992,0
0.085000,20.854874,0
0.086000,20.864754,0
0.087000,20.874633,0
0.088000,20.884511,0
0.089000,20.894387,0
0.090000,20.904262,0
0.091000,20.914136,0
0.092000,20.924008,0
0.093000,20.933879,0
0.094000,20.943748,0
0.095000,20.953616,0
0.096000,20.963483,0
0.097000,20.973348,0
0.098000,20.983212,0
0.099000,20.993074,0
0.100000,21.002936,0
0.101000,21.012795,0
0.102000,21.022654,0
0.103000,21.032511,0
0.104000,21.042367,0
0.105000,21.052221,0
0.106000,21.062074,0
0.107000,21.071926,0
0.108000,21.081776,0
0.109000,21.091625,0
0.110000,21.101472,0
0.111000,21.111318,0
0.112000,21.121163,0
0.113000,21.131007,0
0.114000,21.140849,0
0.115000,21.150689,0
0.116000,21.160529,0
0.117000,21.170367,0
0.118000,21.180203,0
0.119000,21.190038,0
0.120000,21.199872,0
0.121000,21.209705,0
0.122000,21.219536,0
0.123000,21.229366,0
0.124000,21.239194,0
0.125000,21.249021,0
0.126000,21.258847,0
0.127000,21.268671,0
0.128000,21.278494,0
0.129000,21.288315,0
0.130000,21.298136,0
0.131000,21.307954,0
0.132000,21.317772,0
0.133000,21.327588,0
0.134000,21.337403,0
0.135000,21.347216,0
0.136000,21.357028,0
0.137000,21.366839,0
0.138000,21.376648,0
0.139000,21.386456,0
0.140000,21.396263,0
0.141000,21.406068,0
0.142000,21.415872,0
0.143000,21.425674,0
0.144000,21.435475,0
0.145000,21.445275,0
0.146000,21.455074,0
0.147000,21.464871,0
0.148000,21.474666,0
0.149000,21.484461,0
0.150000,21.494254,0
0.151000,21.504045,0
0.152000,21.513835,0
0.153000,21.523624,0
0.154000,21.533412,0
0.155000,21.543198,0
0.156000,21.552983,0
0.157000,21.562766,0
0.158000,21.572549,0
0.159000,21.582329,0
0.160000,21.592109,0
0.161000,21.601887,0
0.162000,21.611663,0
0.163000,21.621439,0
0.164000,21.631213,0
0.165000,21.640985,0
0.166000,21.650757,0
0.167000,21.660526,0
0.168000,21.670295,0
0.169000,21.680062,0
0.170000,21.689828,0
0.171000,21.699593,0
0.172000,21.709356,0
0.173000,21.719117,0
0.174000,21.728878,0
0.175000,21.738637,0
0.176000,21.748395,0
0.177000,21.758151,0
0.178000,21.767906,0
0.179000,21.777660,0
0.180000,21.787412,0
0.181000,21.797163,0
0.182000,21.806913,0
0.183000,21.816661,0
0.184000,21.826408,0
0.185000,21.836153,0
0.186000,21.845898,0
0.187000,21.855640,0
0.188000,21.865382,0
0.189000,21.875122,0
0.190000,21.884861,0
0.191000,21.894598,0
0.192000,21.904334,0
0.193000,21.914069,0
0.194000,21.923802,0
0.195000,21.933535,0
0.196000,21.943265,0
0.197000,21.952995,0
0.198000,21.962723,0
0.199000,21.972449,0
0.200000,21.982175,0
0.201000,21.991898,0
0.202000,22.001621,0
0.203000,22.011342,0
0.204000,22.021062,0
0.205000,22.030781,0
0.206000,22.040498,0
0.207000,22.050214,0
0.208000,22.059928,0
0.209000,22.069642,0
0.210000,22.079353,0
0.211000,22.089064,0
0.212000,22.098773,0
0.213000,22.108481,0
0.214000,22.118187,0
0.215000,22.127892,0
0.216000,22.137596,0
0.217000,22.147299,0
0.218000,22.157000,0
0.219000,22.166699,0
0.220000,22.176398,0
0.221000,22.186095,0
0.222000,22.195791,0
0.223000,22.205485,0
0.224000,22.215178,0
0.225000,22.224870,0
0.226000,22.234560,0
0.227000,22.244249,0
0.228000,22.253937,0
0.229000,22.263623,0
0.230000,22.273308,0
0.231000,22.282991,0
0.232000,22.292674,0
0.233000,22.302355,0
0.234000,22.312034,0
0.235000,22.321712,0
0.236000,22.331389,0
0.237000,22.341065,0
0.238000,22.350739,0
0.239000,22.360412,0
0.240000,22.370084,0
0.241000,22.379754,0
0.242000,22.389423,0
0.243000,22.399090,0
0.244000,22.408756,0
0.245000,22.418421,0
0.246000,22.428085,0
0.247000,22.437747,0
0.248000,22.447408,0
0.249000,22.457067,0
0.250000,22.466726,0
0.251000,22.476382,0
0.252000,22.486038,0
0.253000,22.495692,0
0.254000,22.505345,0
0.255000,22.514996,0
0.256000,22.524647,0
0.257000,22.534295,0
0.258000,22.543943,0
0.259000,22.553589,0
0.260000,22.563234,0
0.261000,22.572877,0
0.262000,22.582519,0
0.263000,22.592160,0
0.264000,22.601800,0
0.265000,22.611438,0
0.266000,22.621075,0
0.267000,22.630710,0
0.268000,22.640344,0
0.269000,22.649977,0
0.270000,22.659608,0
0.271000,22.669239,0
0.272000,22.678867,0
0.273000,22.688495,0
0.274000,22.698121,0
0.275000,22.707746,0
0.276000,22.717369,0
0.277000,22.726991,0
0.278000,22.736612,0
0.279000,22.746232,0
0.280000,22.755850,0
0.281000,22.765467,0
0.282000,22.775082,0
0.283000,22.784696,0
0.284000,22.794309,0
0.285000,22.803921,0
