"time","T2","freqHz","J1.phi","J1.w","clutch1.phi_rel","clutch1.w_rel","clutch2.phi_rel","clutch2.w_rel","clutch3.phi_rel","clutch3.w_rel"
1.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,9.81898095923340E-01,9.63926682870581E+00,-9.31962207783166E-01,-8.64184699415429E+00,-4.99358881401735E-02,-9.97419834551526E-01,0.00000000000000E+00,0.00000000000000E+00
1.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,1.07774206088287E+00,9.52453713297995E+00,-1.01733568296717E+00,-8.42797683623717E+00,-6.04063779156956E-02,-1.09656029674278E+00,0.00000000000000E+00,0.00000000000000E+00
1.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,1.17228681719430E+00,9.38040088659936E+00,-1.10041986105995E+00,-8.18487236127507E+00,-7.18669561343454E-02,-1.19552852532429E+00,0.00000000000000E+00,0.00000000000000E+00
1.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,1.26526243575755E+00,9.21122690911690E+00,-1.18094613620899E+00,-7.91691783369552E+00,-8.43162995485618E-02,-1.29430907542138E+00,0.00000000000000E+00,0.00000000000000E+00
1.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,1.35645096988132E+00,9.02392217826968E+00,-1.25869851647203E+00,-7.63103585862261E+00,-9.77524534092870E-02,-1.39288631964707E+00,0.00000000000000E+00,0.00000000000000E+00
1.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,1.44571013370733E+00,8.82719557951954E+00,-1.33353683715662E+00,-7.33595099459689E+00,-1.12173296550711E-01,-1.49124458492265E+00,0.00000000000000E+00,0.00000000000000E+00
1.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,1.53299563637162E+00,8.63070870048772E+00,-1.40541907293744E+00,-7.04134032254961E+00,-1.27576563434177E-01,-1.58936837793812E+00,0.00000000000000E+00,0.00000000000000E+00
1.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,1.61835729904060E+00,8.44409419592353E+00,-1.47439746821282E+00,-6.75685201373559E+00,-1.43959830827774E-01,-1.68724218218794E+00,0.00000000000000E+00,0.00000000000000E+00
1.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,1.70193970201571E+00,8.27607077514306E+00,-1.54061917964375E+00,-6.49122021295758E+00,-1.61320522371952E-01,-1.78485056218548E+00,0.00000000000000E+00,0.00000000000000E+00
1.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,1.78396414763727E+00,8.13352893012800E+00,-1.60430824149693E+00,-6.25135084016550E+00,-1.79655906140340E-01,-1.88217808996250E+00,0.00000000000000E+00,0.00000000000000E+00
2.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,1.86470946175967E+00,8.02095496300146E+00,-1.66574527800775E+00,-6.04174591952992E+00,-1.98964183751914E-01,-1.97920904347154E+00,0.00000000000000E+00,0.00000000000000E+00
2.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,1.94449319613279E+00,7.93978908028650E+00,-1.72525310585612E+00,-5.86386056634687E+00,-2.19240090276669E-01,-2.07592851393963E+00,0.00000000000000E+00,0.00000000000000E+00
2.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,2.02361241450099E+00,7.88859680368200E+00,-1.78313080574227E+00,-5.71627537769856E+00,-2.40481608758716E-01,-2.17232142598344E+00,0.00000000000000E+00,0.00000000000000E+00
2.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,2.10235074017901E+00,7.86295550665419E+00,-1.83966536905653E+00,-5.59458314348072E+00,-2.62685371122475E-01,-2.26837236317346E+00,0.00000000000000E+00,0.00000000000000E+00
2.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,2.18093122908684E+00,7.85595534032719E+00,-1.89508336373959E+00,-5.49188924819055E+00,-2.85847865347248E-01,-2.36406609213664E+00,0.00000000000000E+00,0.00000000000000E+00
2.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,2.25950190751304E+00,7.85900386177364E+00,-1.94953645719629E+00,-5.39961636193370E+00,-3.09965450316754E-01,-2.45938749983994E+00,0.00000000000000E+00,0.00000000000000E+00
2.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,2.33811160517878E+00,7.86243124408161E+00,-2.00307728250606E+00,-5.30810970032106E+00,-3.35034322672726E-01,-2.55432154376054E+00,0.00000000000000E+00,0.00000000000000E+00
2.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,2.41671738856364E+00,7.85664622843871E+00,-2.05566685228801E+00,-5.20779299739093E+00,-3.61050536275636E-01,-2.64885323104778E+00,0.00000000000000E+00,0.00000000000000E+00
2.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,2.49518341505777E+00,7.83295554375455E+00,-2.10717342073497E+00,-5.08998791019064E+00,-3.88009994322801E-01,-2.74296763356391E+00,0.00000000000000E+00,0.00000000000000E+00
2.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,2.57329402784773E+00,7.78448311158941E+00,-2.15738557907297E+00,-4.94783322168746E+00,-4.15908448774763E-01,-2.83664988990195E+00,0.00000000000000E+00,0.00000000000000E+00
3.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,2.65077729370191E+00,7.70682756600111E+00,-2.20603578988054E+00,-4.77694235927546E+00,-4.44741503821374E-01,-2.92988520672565E+00,0.00000000000000E+00,0.00000000000000E+00
3.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,2.72732726201551E+00,7.59844057268768E+00,-2.25282151461873E+00,-4.57578230634163E+00,-4.74505747396776E-01,-3.02265826634605E+00,0.00000000000000E+00,0.00000000000000E+00
3.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,2.80264570278524E+00,7.46095145978861E+00,-2.29745150172587E+00,-4.34599592654264E+00,-5.05194201059363E-01,-3.11495553324597E+00,0.00000000000000E+00,0.00000000000000E+00
3.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,2.87646279896914E+00,7.29873583324233E+00,-2.33965959230963E+00,-4.09197383314977E+00,-5.36803206659516E-01,-3.20676200009256E+00,0.00000000000000E+00,0.00000000000000E+00
3.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,2.94856170764010E+00,7.11870534837035E+00,-2.37923394918841E+00,-3.82064227788162E+00,-5.69327758451689E-01,-3.29806307048873E+00,0.00000000000000E+00,0.00000000000000E+00
3.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.01880679835201E+00,6.92955876270794E+00,-2.41604406373284E+00,-3.54071442298380E+00,-6.02762734619172E-01,-3.38884433972414E+00,0.00000000000000E+00,0.00000000000000E+00
3.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.08715551039853E+00,6.74094664509310E+00,-2.45005264676645E+00,-3.26185517331923E+00,-6.37102863632081E-01,-3.47909147177387E+00,0.00000000000000E+00,0.00000000000000E+00
3.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.15366086989148E+00,6.56250833774776E+00,-2.48131813553876E+00,-2.99371812251917E+00,-6.72342734352721E-01,-3.56879021522859E+00,0.00000000000000E+00,0.00000000000000E+00
3.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.21846947743341E+00,6.40294471664363E+00,-2.50999268582988E+00,-2.74501831093337E+00,-7.08476791603527E-01,-3.65792640571025E+00,0.00000000000000E+00,0.00000000000000E+00
3.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.28180594852256E+00,6.26918039344047E+00,-2.53630660808095E+00,-2.52269442652415E+00,-7.45499340441610E-01,-3.74648596691631E+00,0.00000000000000E+00,0.00000000000000E+00
4.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
4.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
4.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
4.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
4.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
4.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
4.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
4.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
4.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
4.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
5.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
5.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
5.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
5.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
5.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
5.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
5.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
5.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
5.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
5.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
6.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
6.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
6.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
6.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
6.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
6.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
6.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
6.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
6.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
6.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
7.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
7.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
7.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
7.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
7.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
7.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
7.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
7.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
7.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
7.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
8.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
8.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
8.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
8.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
8.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
8.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
8.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
8.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
8.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
8.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
9.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
9.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
9.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
9.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
9.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
9.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
9.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
9.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
9.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
9.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
1.00000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
1.01000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
1.02000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
1.03000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
1.04000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
1.05000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
1.06000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
1.07000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
1.08000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
1.09000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,3.34395330269609E+00,6.16565232783972E+00,-2.56054821813540E+00,-2.33119779235022E+00,-7.83405084560690E-01,-3.83445453548949E+00,0.00000000000000E+00,0.00000000000000E+00
