"time","Piston_r2"
0.243,0.166568
0.244,0.183704
0.245,0.20155
0.246,0.219642
0.247,0.241901
0.248,0.2588
0.249,0.273462
0.25,0.286676
0.251,0.295358
0.252,0.299943
0.253,0.297856
0.254,0.289165
0.255,0.274786
0.256,0.260035
0.257,0.243644
0.258,0.22264
0.259,0.204594
0.26,0.182978
0.261,0.162221
0.262,0.147953
0.263,0.131106
0.264,0.119997
0.265,0.109501
0.266,0.102897
0.267,0.100368
0.268,0.100408
0.269,0.104147
0.27,0.110509
0.271,0.120458
0.272,0.133617
0.273,0.151798
0.274,0.168281
0.275,0.185979
0.276,0.206903
0.277,0.230697
0.278,0.246914
0.279,0.267897
0.28,0.282548
0.281,0.294146
0.282,0.299823
0.283,0.297654
0.284,0.287652
0.285,0.271737
0.286,0.253186
0.287,0.232708
0.288,0.21125
0.289,0.186555
0.29,0.170367
0.291,0.150003
0.292,0.131644
0.293,0.119688
0.294,0.109024
0.295,0.10279
0.296,0.100121
0.297,0.101056
0.298,0.106076
0.299,0.115187
0.3,0.129312
0.301,0.142264
0.302,0.163811
0.303,0.183765
0.304,0.204726
0.305,0.230175
0.306,0.250738
0.307,0.269719
0.308,0.286094
0.309,0.297733
0.31,0.299673
0.311,0.291811
0.312,0.277813
0.313,0.257539
0.314,0.236858
0.315,0.213018
0.316,0.1878
0.317,0.166943
0.318,0.144734
0.319,0.127104
0.32,0.115281
0.321,0.105546
0.322,0.100848
0.323,0.1002
0.324,0.103654
0.325,0.112283
0.326,0.124256
0.327,0.141389
0.328,0.160837
0.329,0.182561
0.33,0.20801
0.331,0.231087
0.332,0.256108
0.333,0.277031
0.334,0.292809
0.335,0.299825
0.336,0.296301
0.337,0.28314
0.338,0.264425
0.339,0.240138
0.34,0.214961
0.341,0.190813
0.342,0.167487
0.343,0.143373
0.344,0.126538
0.345,0.111657
0.346,0.103261
0.347,0.10023
0.348,0.101093
0.349,0.107327
0.35,0.117987
0.351,0.135632
0.352,0.155814
0.353,0.180032
0.354,0.203172
0.355,0.230465
0.356,0.255178
0.357,0.27613
0.358,0.292377
0.359,0.29998
0.36,0.294408
0.361,0.278893
0.362,0.254199
0.363,0.23003
0.364,0.202899
0.365,0.176142
0.366,0.151379
0.367,0.133049
0.368,0.116365
0.369,0.105476
0.37,0.100429
0.371,0.10073
0.372,0.106656
0.373,0.117765
0.374,0.135068
0.375,0.155655
0.376,0.183532
0.377,0.209184
0.378,0.235063
0.379,0.2636
0.38,0.284353
0.381,0.297682
0.382,0.298836
0.383,0.286375
0.384,0.264744
0.385,0.238885
0.386,0.210379
0.387,0.182804
0.388,0.15353
0.389,0.134594
0.39,0.117499
0.391,0.105659
0.392,0.100356
0.393,0.10111
0.394,0.108457
0.395,0.121622
0.396,0.140891
0.397,0.164572
0.398,0.191329
0.399,0.220764
0.4,0.24713
0.401,0.273652
0.402,0.29366
0.403,0.299995
0.404,0.291071
0.405,0.270998
0.406,0.243339
0.407,0.215365
0.408,0.185855
0.409,0.156643
0.41,0.134852
0.411,0.115543
0.412,0.10511
0.413,0.100104
0.414,0.101841
0.415,0.111197
0.416,0.126175
0.417,0.147012
0.418,0.17575
0.419,0.203984
0.42,0.232848
0.421,0.262047
0.422,0.28594
0.423,0.299063
0.424,0.2958
0.425,0.278326
0.426,0.251903
0.427,0.219928
0.428,0.191321
0.429,0.162555
0.43,0.134975
0.431,0.11612
0.432,0.104478
0.433,0.100059
0.434,0.102286
0.435,0.112707
0.436,0.131437
0.437,0.15176
0.438,0.183481
0.439,0.212891
0.44,0.242172
0.441,0.273223
0.442,0.293756
0.443,0.299853
0.444,0.2879
0.445,0.261806
0.446,0.233382
0.447,0.199967
0.448,0.170647
0.449,0.142644
0.45,0.121258
0.451,0.106418
0.452,0.10032
0.453,0.102348
0.454,0.111552
0.455,0.129334
0.456,0.152783
0.457,0.184811
0.458,0.21973
0.459,0.24771
0.46,0.277403
0.461,0.29556
0.462,0.298603
0.463,0.282095
0.464,0.252104
0.465,0.220416
0.466,0.187992
0.467,0.155229
0.468,0.129136
0.469,0.112182
0.47,0.10195
0.471,0.100268
0.472,0.107477
0.473,0.122172
0.474,0.147932
0.475,0.177664
0.476,0.206471
0.477,0.241979
0.478,0.273596
0.479,0.294858
0.48,0.299055
0.481,0.281455
0.482,0.252871
0.483,0.219734
0.484,0.186281
0.485,0.151132
0.486,0.126244
0.487,0.109851
0.488,0.101059
0.489,0.101081
0.49,0.109859
0.491,0.128419
0.492,0.155731
0.493,0.188991
0.494,0.221773
0.495,0.258093
0.496,0.286011
0.497,0.299502
0.498,0.292416
0.499,0.265233
0.5,0.233391
0.501,0.194774
0.502,0.164799
0.503,0.13285
0.504,0.112246
0.505,0.101706
0.506,0.100438
0.507,0.108638
0.508,0.126286
0.509,0.152837
0.51,0.185641
0.511,0.22153
0.512,0.257899
0.513,0.285015
0.514,0.299906
0.515,0.290016
0.516,0.262567
0.517,0.226919
0.518,0.191035
0.519,0.154379
0.52,0.127492
0.521,0.108535
0.522,0.10056
0.523,0.101806
0.524,0.113039
0.525,0.136116
0.526,0.165577
0.527,0.201445
0.528,0.239649
0.529,0.274381
0.53,0.296241
0.531,0.297134
0.532,0.274268
0.533,0.239209
0.534,0.199269
0.535,0.166918
0.536,0.133945
0.537,0.113114
0.538,0.101345
0.539,0.100932
0.54,0.111957
0.541,0.133213
0.542,0.161674
0.543,0.19819
0.544,0.236521
0.545,0.272563
0.546,0.296586
0.547,0.295737
0.548,0.272225
0.549,0.235723
0.55,0.197953
0.551,0.159584
0.552,0.128155
0.553,0.10939
0.554,0.100365
0.555,0.102709
0.556,0.118912
0.557,0.141081
0.558,0.177575
0.559,0.212241
0.56,0.251508
0.561,0.284185
0.562,0.299988
0.563,0.286624
0.564,0.253367
0.565,0.214699
0.566,0.174373
0.567,0.139632
0.568,0.11658
0.569,0.102563
0.57,0.100757
0.571,0.110562
0.572,0.133857
0.573,0.168129
0.574,0.204017
0.575,0.245504
0.576,0.280457
0.577,0.299555
0.578,0.289441
0.579,0.259066
0.58,0.219835
0.581,0.176637
0.582,0.141981
0.583,0.116007
0.584,0.101952
0.585,0.100788
0.586,0.112144
0.587,0.136464
0.588,0.168852
0.589,0.210916
0.59,0.249376
0.591,0.284911
0.592,0.299989
0.593,0.283721
0.594,0.246748
0.595,0.204979
0.596,0.167493
0.597,0.13307
0.598,0.109093
0.599,0.100339
0.6,0.103845
0.601,0.119541
0.602,0.149225
0.603,0.189851
0.604,0.229382
0.605,0.269984
0.606,0.29691
0.607,0.294439
0.608,0.264863
0.609,0.222255
0.61,0.181168
0.611,0.141923
0.612,0.115966
0.613,0.101551
0.614,0.101491
0.615,0.114056
0.616,0.140903
0.617,0.179638
0.618,0.222123
0.619,0.264022
0.62,0.293916
0.621,0.296688
0.622,0.268605
0.623,0.225894
0.624,0.184727
0.625,0.143205
0.626,0.115358
0.627,0.101601
0.628,0.101512
0.629,0.114977
0.63,0.143257
0.631,0.184145
0.632,0.226356
0.633,0.267786
0.634,0.296975
0.635,0.2932
0.636,0.261101
0.637,0.215293
0.638,0.17429
0.639,0.136732
0.64,0.109891
0.641,0.100272
0.642,0.104548
0.643,0.123432
0.644,0.156073
0.645,0.197712
0.646,0.245141
0.647,0.282525
0.648,0.3
0.649,0.280609
0.65,0.240061
0.651,0.196349
0.652,0.153955
0.653,0.119906
0.654,0.103249
0.655,0.100967
0.656,0.113951
0.657,0.141792
0.658,0.183875
0.659,0.231653
0.66,0.270757
0.661,0.298408
0.662,0.289335
0.663,0.2513
0.664,0.204843
0.665,0.162368
0.666,0.124635
0.667,0.104581
0.668,0.100308
0.669,0.111522
0.67,0.138485
0.671,0.177029
0.672,0.224508
0.673,0.268877
0.674,0.297887
0.675,0.290617
0.676,0.253321
0.677,0.202977
0.678,0.160114
0.679,0.124015
0.68,0.104158
0.681,0.100466
0.682,0.112825
0.683,0.143185
0.684,0.183608
0.685,0.230904
0.686,0.27553
0.687,0.299567
0.688,0.284407
0.689,0.241534
0.69,0.193092
0.691,0.149316
0.692,0.11689
0.693,0.101538
0.694,0.102313
0.695,0.121177
0.696,0.156486
0.697,0.199021
0.698,0.247321
0.699,0.288207
0.7,0.298304
0.701,0.269044
0.702,0.221663
0.703,0.17407
0.704,0.134148
0.705,0.107219
0.706,0.100022
0.707,0.109343
0.708,0.137573
0.709,0.18065
0.71,0.227436
0.711,0.274464
0.712,0.299542
0.713,0.282614
0.714,0.240227
0.715,0.189769
0.716,0.143517
0.717,0.113765
0.718,0.100366
0.719,0.105628
0.72,0.128713
0.721,0.167671
0.722,0.217184
0.723,0.265664
0.724,0.297982
0.725,0.289018
0.726,0.246904
0.727,0.194695
0.728,0.149125
0.729,0.115533
0.73,0.10086
0.731,0.10477
0.732,0.126045
0.733,0.16756
0.734,0.217075
0.735,0.265582
0.736,0.297962
0.737,0.288184
0.738,0.245973
0.739,0.192881
0.74,0.14596
0.741,0.113305
0.742,0.100277
0.743,0.105844
0.744,0.132149
0.745,0.174692
0.746,0.225105
0.747,0.273139
0.748,0.299765
0.749,0.280852
0.75,0.233896
0.751,0.178901
0.752,0.137464
0.753,0.108383
0.754,0.100025
0.755,0.111416
0.756,0.143149
0.757,0.188356
0.758,0.242721
0.759,0.286444
0.76,0.298254
0.761,0.265436
0.762,0.213273
0.763,0.161365
0.764,0.122291
0.765,0.102545
0.766,0.102812
0.767,0.123858
0.768,0.165994
0.769,0.219537
0.77,0.266563
0.771,0.298548
0.772,0.283888
0.773,0.236045
0.774,0.182889
0.775,0.13658
0.776,0.107723
0.777,0.100107
0.778,0.113408
0.779,0.149654
0.78,0.195792
0.781,0.250812
0.782,0.292852
0.783,0.293489
0.784,0.252462
0.785,0.196769
0.786,0.146234
0.787,0.113622
0.788,0.100111
0.789,0.10832
0.79,0.138604
0.791,0.187259
0.792,0.241653
0.793,0.288162
0.794,0.297092
0.795,0.258621
0.796,0.203282
0.797,0.152116
0.798,0.115401
0.799,0.100458
0.8,0.106803
0.801,0.137612
0.802,0.185503
0.803,0.240122
0.804,0.286992
0.805,0.296952
0.806,0.257209
0.807,0.201503
0.808,0.14976
0.809,0.114212
0.81,0.100078
0.811,0.109679
0.812,0.142093
0.813,0.192009
0.814,0.246991
0.815,0.291146
0.816,0.294285
0.817,0.250815
0.818,0.195306
0.819,0.143009
0.82,0.109422
0.821,0.10003
0.822,0.114182
0.823,0.149247
0.824,0.206816
0.825,0.260888
0.826,0.29762
0.827,0.284334
0.828,0.233764
0.829,0.176979
0.83,0.128742
0.831,0.104342
0.832,0.102012
0.833,0.124456
0.834,0.169521
0.835,0.226975
0.836,0.276859
0.837,0.299711
0.838,0.265467
0.839,0.211462
0.84,0.155191
0.841,0.11481
0.842,0.100263
0.843,0.109294
0.844,0.14288
0.845,0.195237
0.846,0.252795
0.847,0.295578
0.848,0.286711
0.849,0.234833
0.85,0.178946
0.851,0.129699
0.852,0.103797
0.853,0.10276
0.854,0.126668
0.855,0.173704
0.856,0.231131
0.857,0.28414
0.858,0.297094
0.859,0.256585
0.86,0.198291
0.861,0.142911
0.862,0.108838
0.863,0.100295
0.864,0.117906
0.865,0.161507
0.866,0.217798
0.867,0.273771
0.868,0.299945
0.869,0.266016
0.87,0.207935
0.871,0.152636
0.872,0.113816
0.873,0.100006
0.874,0.112486
0.875,0.153376
0.876,0.20891
0.877,0.267763
0.878,0.299826
0.879,0.273282
0.88,0.216701
0.881,0.156676
0.882,0.114234
0.883,0.100014
0.884,0.110924
0.885,0.149296
0.886,0.20901
0.887,0.264691
0.888,0.299838
0.889,0.27338
0.89,0.213883
0.891,0.156845
0.892,0.113248
0.893,0.100024
0.894,0.112565
0.895,0.152348
0.896,0.213445
0.897,0.268773
0.898,0.3
0.899,0.265576
0.9,0.207016
0.901,0.147737
0.902,0.109822
0.903,0.100143
0.904,0.118093
0.905,0.162649
0.906,0.224006
0.907,0.278309
0.908,0.298333
0.909,0.253909
0.91,0.190598
0.911,0.136375
0.912,0.104974
0.913,0.102148
0.914,0.127001
0.915,0.176902
0.916,0.241366
0.917,0.292003
0.918,0.290183
0.919,0.237133
0.92,0.171331
0.921,0.122902
0.922,0.101107
0.923,0.108184
0.924,0.143407
0.925,0.203279
0.926,0.262906
0.927,0.299726
0.928,0.270738
0.929,0.210542
0.93,0.14815
0.931,0.109693
0.932,0.100341
0.933,0.120291
0.934,0.169865
0.935,0.230461
0.936,0.287015
0.937,0.29344
0.938,0.240686
0.939,0.177484
0.94,0.125002
0.941,0.101492
0.942,0.106966
0.943,0.143542
0.944,0.203443
0.945,0.266304
0.946,0.3
0.947,0.265938
0.948,0.202445
0.949,0.142383
0.95,0.106517
0.951,0.101519
0.952,0.127224
0.953,0.180885
0.954,0.246572
0.955,0.295201
0.956,0.282709
0.957,0.223656
0.958,0.158907
0.959,0.113413
0.96,0.10004
0.961,0.118374
0.962,0.166575
0.963,0.230709
0.964,0.287175
0.965,0.292423
0.966,0.237312
0.967,0.171064
0.968,0.120971
0.969,0.100241
0.97,0.111256
0.971,0.15642
0.972,0.218337
0.973,0.280317
0.974,0.296805
0.975,0.247827
0.976,0.179505
0.977,0.125524
0.978,0.100856
0.979,0.108374
0.98,0.150003
0.981,0.21148
0.982,0.275248
0.983,0.298221
0.984,0.251572
0.985,0.183566
0.986,0.127679
0.987,0.101442
0.988,0.108406
0.989,0.14694
0.99,0.211568
0.991,0.275319
0.992,0.298202
0.993,0.249722
0.994,0.18125
0.995,0.125107
0.996,0.101205
0.997,0.109846
0.998,0.150148
0.999,0.2186
1,0.27808
