"time","step-size","source.i.dataOut1","source.i.dataOut2"
0.0,0.0,1,1
1.0E-7,1.0E-7,1,1
0.050000100000000006,0.05,1,1
0.10000010000000001,0.05,1,1
0.15000010000000003,0.05,1,1
0.20000010000000001,0.05,1,1
0.2500001,0.05,1,1
0.3000001,0.05,1,1
0.3500001,0.05,1,1
0.40000009999999997,0.05,1,1
0.45000009999999996,0.05,1,1
0.5000001,0.05,1,1
0.5500001,0.05,1,1
0.6000001,0.05,1,1
0.6500001000000001,0.05,1,1
0.7000001000000001,0.05,1,1
0.7500001000000002,0.05,1,1
0.8000001000000002,0.05,1,1
0.8500001000000003,0.05,1,1
0.9000001000000003,0.05,1,1
0.9500001000000003,0.05,1,1
1.0000001000000003,0.05,1,1
1.0500001000000003,0.05,1,1
1.1000001000000004,0.05,1,1
1.1500001000000004,0.05,1,1
1.2000001000000005,0.05,1,1
1.2500001000000005,0.05,1,1
1.3000001000000005,0.05,1,1
1.3500001000000006,0.05,1,1
1.4000001000000006,0.05,1,1
1.4500001000000007,0.05,1,1
1.5000001000000007,0.05,1,1
1.5500001000000008,0.05,1,1
1.6000001000000008,0.05,1,1
1.6500001000000009,0.05,1,1
1.700000100000001,0.05,1,1
1.750000100000001,0.05,1,1
1.800000100000001,0.05,1,1
1.850000100000001,0.05,1,1
1.900000100000001,0.05,1,1
1.9500001000000011,0.05,1,1
2.000000100000001,0.05,1,1
2.050000100000001,0.05,1,1
2.100000100000001,0.05,1,1
2.1500001000000006,0.05,1,1
2.2000001000000005,0.05,1,1
2.2500001000000003,0.05,1,1
2.3000001,0.05,1,1
2.3500001,0.05,1,1
2.4000000999999997,0.05,1,1
2.4500000999999996,0.05,1,1
2.5000000999999994,0.05,1,1
2.550000099999999,0.05,1,1
2.600000099999999,0.05,1,1
2.650000099999999,0.05,1,1
2.7000000999999987,0.05,1,1
2.7500000999999985,0.05,1,1
2.8000000999999983,0.05,1,1
2.850000099999998,0.05,1,1
2.900000099999998,0.05,1,1
2.950000099999998,0.05,1,1
3.0000000999999976,0.05,1,1
3.0500000999999974,0.05,1,1
3.1000000999999973,0.05,1,1
3.150000099999997,0.05,1,1
3.200000099999997,0.05,1,1
3.2500000999999967,0.05,1,1
3.3000000999999966,0.05,1,1
3.3500000999999964,0.05,1,1
3.400000099999996,0.05,1,1
3.450000099999996,0.05,1,1
3.500000099999996,0.05,1,1
3.5500000999999957,0.05,1,1
3.6000000999999955,0.05,1,1
3.6500000999999953,0.05,1,1
3.700000099999995,0.05,1,1
3.750000099999995,0.05,1,1
3.8000000999999948,0.05,1,1
3.8500000999999946,0.05,1,1
3.9000000999999944,0.05,1,1
3.9500000999999942,0.05,1,1
4.000000099999994,0.05,1,1
4.050000099999994,0.05,1,1
4.100000099999994,0.05,1,1
4.1500000999999935,0.05,1,1
4.200000099999993,0.05,1,1
4.250000099999993,0.05,1,1
4.300000099999993,0.05,1,1
4.350000099999993,0.05,1,1
4.400000099999993,0.05,1,1
4.4500000999999925,0.05,1,1
4.500000099999992,0.05,1,1
4.550000099999992,0.05,1,1
4.600000099999992,0.05,1,1
4.650000099999992,0.05,1,1
4.700000099999992,0.05,1,1
4.750000099999991,0.05,1,1
4.800000099999991,0.05,1,1
4.850000099999991,0.05,1,1
4.900000099999991,0.05,1,1
4.950000099999991,0.05,1,1
5.0000000999999905,0.05,1,1
5.05000009999999,0.05,1,1
5.10000009999999,0.05,1,1
5.15000009999999,0.05,1,1
5.20000009999999,0.05,1,1
5.25000009999999,0.05,1,1
5.3000000999999894,0.05,1,1
5.350000099999989,0.05,1,1
5.400000099999989,0.05,1,1
5.450000099999989,0.05,1,1
5.500000099999989,0.05,1,1
5.550000099999989,0.05,1,1
5.600000099999988,0.05,1,1
5.650000099999988,0.05,1,1
5.700000099999988,0.05,1,1
5.750000099999988,0.05,1,1
5.800000099999988,0.05,1,1
5.8500000999999875,0.05,1,1
5.900000099999987,0.05,1,1
5.950000099999987,0.05,1,1
6.000000099999987,0.05,3,3
6.050000099999987,0.05,3,3
6.100000099999987,0.05,3,3
6.150000099999986,0.05,3,3
6.200000099999986,0.05,3,3
6.250000099999986,0.05,3,3
6.300000099999986,0.05,3,3
6.350000099999986,0.05,3,3
6.4000000999999855,0.05,3,3
6.450000099999985,0.05,3,3
6.500000099999985,0.05,3,3
