"time","outputs"
0,282.843
0.0002,279.504
0.0004,276.184
0.0006,272.916
0.0008,269.71
0.001,266.552
0.0012,263.401
0.0014,260.194
0.0016,256.875
0.0018,253.538
0.002,250.209
0.0022,247.018
0.0024,244.181
0.0026,241.885
0.0028,240.281
0.003,239.479
0.0032,239.549
0.0034,240.514
0.0036,242.355
0.0038,245.007
0.004,248.363
0.0042,252.276
0.0044,256.566
0.0046,261.017
0.0048,265.39
0.005,269.424
0.0052,272.845
0.0054,275.389
0.0056,276.897
0.0058,277.256
0.006,276.403
0.0062,275.167
0.0064,273.981
0.0066,272.915
0.0068,272.014
0.007,271.293
0.0072,270.739
0.0074,270.309
0.0076,269.936
0.0078,269.525
0.008,268.96
0.0082,268.105
0.0084,266.81
0.0086,264.915
0.0088,262.344
0.009,259.459
0.0092,256.738
0.0094,254.35
0.0096,252.433
0.0098,251.089
0.01,250.383
0.0102,250.34
0.0104,250.948
0.0106,252.152
0.0108,253.865
0.011,255.958
0.0112,258.277
0.0114,260.634
0.0116,262.822
0.0118,264.613
0.012,265.788
0.0122,266.232
0.0124,265.872
0.0126,264.735
0.0128,263.618
0.013,262.786
0.0132,262.308
0.0134,262.224
0.0136,262.538
0.0138,263.221
0.014,264.213
0.0142,265.419
0.0144,266.718
0.0146,267.965
0.0148,268.99
0.015,269.608
0.0152,269.62
0.0154,268.852
0.0156,267.251
0.0158,264.997
0.016,262.808
0.0162,260.877
0.0164,259.314
0.0166,258.197
0.0168,257.572
0.017,257.445
0.0172,257.79
0.0174,258.543
0.0176,259.608
0.0178,260.86
0.018,262.144
0.0182,263.283
0.0184,264.082
0.0186,264.335
0.0188,263.92
0.019,262.797
0.0192,261.108
0.0194,259.587
0.0196,258.419
0.0198,257.688
0.02,257.447
0.0202,257.712
0.0204,258.463
0.0206,259.645
0.0208,261.167
0.021,262.911
0.0212,264.726
0.0214,266.438
0.0216,267.855
0.0218,268.767
0.022,268.965
0.0222,268.342
0.0224,266.858
0.0226,264.931
0.0228,263.183
0.023,261.731
0.0232,260.659
0.0234,260.02
0.0236,259.83
0.0238,260.07
0.024,260.689
0.0242,261.603
0.0244,262.696
0.0246,263.825
0.0248,264.825
0.025,265.51
0.0252,265.68
0.0254,265.172
0.0256,263.94
0.0258,262.054
0.026,260.23
0.0262,258.718
0.0264,257.62
0.0266,257.006
0.0268,256.907
0.027,257.32
0.0272,258.205
0.0274,259.488
0.0276,261.06
0.0278,262.785
0.028,264.499
0.0282,266.013
0.0284,267.126
0.0286,267.621
0.0288,267.355
0.029,266.278
0.0292,264.508
0.0294,262.81
0.0296,261.393
0.0298,260.35
0.03,259.738
0.0302,259.583
0.0304,259.873
0.0306,260.564
0.0308,261.578
0.031,262.805
0.0312,264.108
0.0314,265.324
0.0316,266.271
0.0318,266.749
0.032,266.564
0.0322,265.63
0.0324,263.92
0.0326,261.983
0.0328,260.291
0.033,258.959
0.0332,258.069
0.0334,257.667
0.0336,257.766
0.0338,258.34
0.034,259.33
0.0342,260.643
0.0344,262.156
0.0346,263.715
0.0348,265.147
0.035,266.254
0.0352,266.829
0.0354,266.693
0.0356,265.787
0.0358,264.11
0.036,262.344
0.0362,260.845
0.0364,259.713
0.0366,259.017
0.0368,258.793
0.037,259.039
0.0372,259.72
0.0374,260.766
0.0376,262.074
0.0378,263.513
0.038,264.925
0.0382,266.13
0.0384,266.931
0.0386,267.12
0.0388,266.563
0.039,265.221
0.0392,263.301
0.0394,261.531
0.0396,260.07
0.0398,259.011
0.04,258.414
0.0402,258.303
0.0404,258.666
0.0406,259.456
0.0408,260.592
0.041,261.964
0.0412,263.429
0.0414,264.822
0.0416,265.956
0.0418,266.628
0.042,266.639
0.0422,265.898
0.0424,264.367
0.0426,262.509
0.0428,260.885
0.043,259.607
0.0432,258.757
0.0434,258.38
0.0436,258.487
0.0438,259.054
0.044,260.021
0.0442,261.296
0.0444,262.755
0.0446,264.249
0.0448,265.603
0.045,266.623
0.0452,267.103
0.0454,266.865
