"Time","FMU:x0","FMU:x1"
9.8884192595841025,-1.9986912662883296,-0.21997412336005057
10.028759542278607,-2.0066330208580183,0.085495223000635862
10.169099824973111,-1.9796315147297601,0.2852763034599326
10.315719579412958,-1.9269959505043908,0.42371541379254007
10.478708616678915,-1.8487299793389846,0.53093800984445616
10.668961428372386,-1.7382530843646034,0.62744881424586985
10.904576984175403,-1.5775371809645389,0.73720447935212607
11.224668360298343,-1.3148123889536174,0.91335367797041456
11.578270247664831,-0.94393584660312124,1.2093460601082775
11.931872135031318,-0.43489058866068314,1.7144856175748941
12.215167614206198,0.13138876620488349,2.299548174918951
12.444571099072586,0.70718252570487727,2.6636595980566016
12.586324214768711,1.084379391686465,2.6066452544436114
12.728077330464835,1.4304505115219626,2.223207821079991
12.862986156364011,1.6921272168180035,1.6339821597437525
12.989217814905128,1.8607935557493089,1.0449370312119273
13.115449473446246,1.95964626964878,0.54120234762028208
13.266957144891157,2.0062113151033043,0.10339330254877913
13.425749849112607,1.9975473275526168,-0.18905711580050674
13.567031264947827,1.9583471330722244,-0.35461423688374166
13.720078347705602,1.8942328742742267,-0.47585487211448402
13.894072879937003,1.8023662578481507,-0.57566692670188579
14.10220464863735,1.6720962227867719,-0.67453050821470639
14.370765313493997,1.4738647178776472,-0.80485588365665695
14.760934825692203,1.1130122156418745,-1.0660415833507424
15.073735435500076,0.73005285876448511,-1.4101529646019437
15.386536045307949,0.2094500336250551,-1.9555194495794186
15.645729823108363,-0.36890040543498442,-2.4964924129321551
15.853541717149763,-0.91402545242596045,-2.6711765645671122
15.988367309373961,-1.2631024061929796,-2.4559751322084664
16.123192901598159,-1.5635375141560712,-1.9627319563021635
16.266803768523562,-1.7977075996339282,-1.2918914914808932
16.403912696731069,-1.9329166663462414,-0.69976975833602217
16.539696739091283,-1.995860527876256,-0.25238235931616843
16.67959307299207,-2.0075590633948646,0.063344035195332937
16.819489406892856,-1.9832087561325227,0.27022754433662366
16.965153383520224,-1.9327820220180338,0.41278270020465102
17.126246162631166,-1.8570108262061786,0.52194161607749834
17.313454460857781,-1.749949697139713,0.61858821513690887
17.543775817682416,-1.5951418223216716,0.72572113026428353
17.854791240949368,-1.3447328762926529,0.89226772766309015
18.20913729870896,-0.98256339125670811,1.1753517000015472
18.563483356468552,-0.48826191565486998,1.6578796124407078
18.853709937495061,0.07518744481817892,2.2465111889305351
19.091425345361504,0.66355706140548065,2.6517805589199366
19.237082588936271,1.0516581046183846,2.6246096127036234
19.382739832511039,1.4111826841016877,2.2550638518166712
19.517303356026602,1.677313601361673,1.6762940939457005
19.643489960694961,1.8512143314060923,1.0850521045483998
19.769676565363319,1.9546100484720392,0.57315060389802186
19.917554661653288,2.0047132012543911,0.1333319607295983
20,2.0081540832518932,-0.04260015271360422
