"Time","FMU:x0","FMU:x1"
0,2,0
0.017553301366217914,1.9996972267509796,-0.03419668700052049
0.094862828641669422,1.9918007899043533,-0.16499701038537953
0.17940970176819193,1.9729058080521202,-0.27730800834345737
0.27685362018299553,1.9407992368859697,-0.37722944276919101
0.38725555054770311,1.8941485753627401,-0.46413189390763965
0.51355864868431167,1.8304198711252773,-0.54213719866213306
0.66121965767517865,1.7446422302840379,-0.61786577586595137
0.84043683747334108,1.6263243822071392,-0.7022147149097937
1.0750486123824028,1.4481123556037236,-0.82002108679983643
1.5227602972054628,1.0150906704314793,-1.1462506564248041
1.7886239317685437,0.67042609709005851,-1.468660727751155
2.0544875663316247,0.22046503055188754,-1.9429769477501255
2.2957309722501891,-0.31027150659217179,-2.4518551126435604
2.505503365218535,-0.85571328965889559,-2.6769534465225737
2.641328579980045,-1.2113403350959693,-2.5083271284770929
2.777153794741555,-1.5236144417119848,-2.0476605203350999
2.9165686136253983,-1.7650872961035642,-1.404737756837747
3.0605952545877986,-1.9201156504515675,-0.7666161340270391
3.1926347651931635,-1.9897213056331462,-0.31139273715774107
3.3343092489995829,-2.0081674215236589,0.027638958449178914
3.4759837328060019,-1.987444805909095,0.24906342566228692
3.6203580709957208,-1.9400605888036262,0.39748419572472832
3.7790673102767536,-1.867574783113461,0.50960103761992526
3.9623938138602188,-1.7649174780153549,0.6067653809093817
4.1860656132396734,-1.6174949022820877,0.71097449324192197
4.4861146925504034,-1.3817605808890925,0.86660191385725005
4.8583067462782612,-1.0107987430689669,1.1509383741731043
5.1518105380644874,-0.62329013227003582,1.5173397968090574
5.4453143298507136,-0.10143360473399127,2.0691710394193104
5.6976390726414978,0.4876241362291498,2.5732385179949833
5.9024870664998366,1.0304674877052782,2.6347695588326223
6.0703892134352486,1.442801805421376,2.2020553852158442
6.2047209695194612,1.7002469681794892,1.610259145886805
6.3316629407475036,1.8666951091008959,1.0196950058518794
6.458604911975546,1.9630539870055657,0.51890537843447304
6.6127775583411559,2.0070583526823325,0.082593842456449212
6.7688436144625586,1.9963175514477387,-0.1980841634625066
6.9104168852552217,1.9559681764018744,-0.36090031003671641
7.0642032125662819,1.8906982172894871,-0.48071878826692388
7.2394190638905167,1.7973897442114815,-0.5800240286145153
7.4495608628729792,1.664904993702756,-0.6794266730705818
7.72207138983525,1.4620792856135543,-0.81263704171157025
8.1234953220053825,1.0851889788377904,-1.0886403541479404
8.430006510577801,0.70223342587661941,-1.4376961950439306
8.7365176991502196,0.18335935938329911,-1.9832049577059399
8.993679473033005,-0.39701325334631121,-2.5161841084785395
9.2002893058224693,-0.94074905167280853,-2.6656298498149873
9.3348359755273993,-1.2868809006847708,-2.4286871320648848
9.4693826452323293,-1.5819007039472168,-1.9208024750291719
9.615574451214556,-1.8129210566610146,-1.2357895401338157
9.7502021943012593,-1.9394296781045171,-0.66336421062081385
