"time","Piston_frame_0a_r_00_1_","Piston_frame_0a_r_00_2_","Piston_frame_0a_r_00_3_"
0.147582,0.15,0.269194,0
0.147582,0.15,0.269194,0
0.148,0.15,0.264157,0
0.149,0.15,0.25248,0
0.15,0.15,0.241534,0
0.151,0.15,0.231565,0
0.152,0.15,0.222788,0
0.153,0.15,0.215362,0
0.154,0.15,0.20938,0
0.155,0.15,0.204876,0
0.156,0.15,0.201844,0
0.157,0.15,0.200261,0
0.157605,0.15,0.2,0
0.157605,0.15,0.2,0
0.158,0.15,0.200112,0
0.159,0.15,0.201393,0
0.16,0.15,0.204119,0
0.161,0.15,0.208315,0
0.162,0.15,0.214,0
0.163,0.15,0.221164,0
0.164,0.15,0.229752,0
0.165,0.15,0.239656,0
0.166,0.15,0.250712,0
0.167,0.15,0.262719,0
0.168,0.15,0.275456,0
0.168,0.15,0.275456,0
0.169,0.15,0.288701,0
0.17,0.15,0.302234,0
0.171,0.15,0.315848,0
0.172,0.15,0.329341,0
0.173,0.15,0.34251,0
0.174,0.15,0.355135,0
0.175,0.15,0.366966,0
0.176,0.15,0.377687,0
0.177,0.15,0.386892,0
0.178,0.15,0.394059,0
0.179,0.15,0.398595,0
0.179918,0.15,0.4,0
0.179918,0.15,0.4,0
0.18,0.15,0.399989,0
0.181,0.15,0.398049,0
0.182,0.15,0.392987,0
0.183,0.15,0.385263,0
0.184,0.15,0.375398,0
0.185,0.15,0.363851,0
0.186,0.15,0.350999,0
0.187,0.15,0.337152,0
0.188,0.15,0.322582,0
0.189,0.15,0.307547,0
0.19,0.15,0.29232,0
0.191,0.15,0.277203,0
0.191904,0.15,0.263914,0
0.191904,0.15,0.263914,0
0.192,0.15,0.262541,0
0.193,0.15,0.248717,0
0.194,0.15,0.236129,0
0.195,0.15,0.225139,0
0.196,0.15,0.216023,0
0.197,0.15,0.208936,0
0.198,0.15,0.203921,0
0.199,0.15,0.200956,0
0.199979,0.15,0.2,0
0.199979,0.15,0.2,0
0.2,0.15,0.2,0
0.201,0.15,0.201038,0
0.202,0.15,0.204085,0
0.203,0.15,0.209186,0
0.204,0.15,0.216371,0
0.205,0.15,0.225612,0
0.206,0.15,0.236785,0
0.207,0.15,0.249657,0
0.208,0.15,0.263912,0
0.208778,0.15,0.275725,0
0.208778,0.15,0.275725,0
0.209,0.15,0.27919,0
0.21,0.15,0.29513,0
0.211,0.15,0.31138,0
0.212,0.15,0.327601,0
0.213,0.15,0.34345,0
0.214,0.15,0.358543,0
0.215,0.15,0.372408,0
0.216,0.15,0.3844,0
0.217,0.15,0.393635,0
0.218,0.15,0.399022,0
0.218624,0.15,0.4,0
0.218624,0.15,0.4,0
0.219,0.15,0.399644,0
0.22,0.15,0.395361,0
0.221,0.15,0.386866,0
0.222,0.15,0.37517,0
0.223,0.15,0.361168,0
0.224,0.15,0.345546,0
0.225,0.15,0.328826,0
0.226,0.15,0.311449,0
0.227,0.15,0.293835,0
0.228,0.15,0.276429,0
0.228554,0.15,0.26705,0
0.228554,0.15,0.26705,0
0.229,0.15,0.259731,0
0.23,0.15,0.244294,0
0.231,0.15,0.23067,0
0.232,0.15,0.21932,0
0.233,0.15,0.210535,0
0.234,0.15,0.204415,0
0.235,0.15,0.200932,0
0.235854,0.15,0.2,0
0.235854,0.15,0.2,0
0.236,0.15,0.200027,0
0.237,0.15,0.201679,0
0.238,0.15,0.205924,0
0.239,0.15,0.212828,0
0.24,0.15,0.222405,0
0.241,0.15,0.234537,0
0.242,0.15,0.24893,0
0.243,0.15,0.26514,0
0.24366,0.15,0.276587,0
0.24366,0.15,0.276587,0
0.244,0.15,0.28265,0
0.245,0.15,0.300939,0
0.246,0.15,0.319504,0
0.247,0.15,0.337847,0
0.248,0.15,0.355429,0
0.249,0.15,0.371574,0
0.25,0.15,0.385331,0
0.251,0.15,0.395323,0
0.252,0.15,0.399867,0
0.252199,0.15,0.4,0
0.252199,0.15,0.4,0
0.253,0.15,0.397871,0
0.254,0.15,0.389792,0
0.255,0.15,0.377125,0
0.256,0.15,0.361346,0
0.257,0.15,0.343545,0
0.258,0.15,0.324506,0
0.259,0.15,0.30486,0
0.26,0.15,0.285209,0
0.261,0.15,0.266183,0
0.261,0.15,0.266183,0
0.262,0.15,0.248495,0
0.263,0.15,0.232887,0
0.264,0.15,0.220003,0
0.265,0.15,0.210249,0
0.266,0.15,0.203753,0
0.267,0.15,0.200468,0
0.267548,0.15,0.2,0
0.267548,0.15,0.2,0
0.268,0.15,0.200318,0
0.269,0.15,0.203297,0
0.27,0.15,0.209481,0
0.271,0.15,0.218936,0
0.272,0.15,0.231588,0
0.273,0.15,0.247108,0
0.274,0.15,0.264933,0
0.274736,0.15,0.27912,0
0.274736,0.15,0.27912,0
0.275,0.15,0.284373,0
0.276,0.15,0.304729,0
0.277,0.15,0.325324,0
0.278,0.15,0.345475,0
0.279,0.15,0.364382,0
0.28,0.15,0.38094,0
0.281,0.15,0.393469,0
0.282,0.15,0.39968,0
0.282276,0.15,0.4,0
0.282276,0.15,0.4,0
0.283,0.15,0.397825,0
0.284,0.15,0.388427,0
0.285,0.15,0.373609,0
0.286,0.15,0.355363,0
0.287,0.15,0.335073,0
0.288,0.15,0.313709,0
0.289,0.15,0.292078,0
0.29,0.15,0.270985,0
0.29,0.15,0.270985,0
0.291,0.15,0.251311,0
0.292,0.15,0.233998,0
0.293,0.15,0.219877,0
0.294,0.15,0.209465,0
0.295,0.15,0.202905,0
0.296,0.15,0.200119,0
0.296254,0.15,0.2,0
0.296254,0.15,0.2,0
0.297,0.15,0.201023,0
0.298,0.15,0.205649,0
0.299,0.15,0.214105,0
0.3,0.15,0.226411,0
0.301,0.15,0.242294,0
0.302,0.15,0.261124,0
0.303,0.15,0.28205,0
0.303,0.15,0.28205,0
0.304,0.15,0.304171,0
0.305,0.15,0.326619,0
0.306,0.15,0.348505,0
0.307,0.15,0.368753,0
0.308,0.15,0.385778,0
0.309,0.15,0.397097,0
0.309766,0.15,0.4,0
0.309766,0.15,0.4,0
0.31,0.15,0.399724,0
0.311,0.15,0.392692,0
0.312,0.15,0.378181,0
0.313,0.15,0.359027,0
0.314,0.15,0.337233,0
0.315,0.15,0.314128,0
0.316,0.15,0.290753,0
0.317,0.15,0.268115,0
0.317,0.15,0.268115,0
0.318,0.15,0.247314,0
0.319,0.15,0.229498,0
0.32,0.15,0.215601,0
0.321,0.15,0.206092,0
0.322,0.15,0.201003,0
0.322688,0.15,0.2,0
0.322688,0.15,0.2,0
0.323,0.15,0.200207,0
0.324,0.15,0.203669,0
0.325,0.15,0.211505,0
0.326,0.15,0.223798,0
0.327,0.15,0.24031,0
0.328,0.15,0.260329,0
0.328873,0.15,0.279859,0
0.328873,0.15,0.279859,0
0.329,0.15,0.282816,0
0.33,0.15,0.306664,0
0.331,0.15,0.330796,0
0.332,0.15,0.354085,0
0.333,0.15,0.375069,0
0.334,0.15,0.39144,0
0.335,0.15,0.39965,0
0.335244,0.15,0.4,0
0.335244,0.15,0.4,0
0.336,0.15,0.396708,0
0.337,0.15,0.383737,0
0.338,0.15,0.364356,0
0.339,0.15,0.341443,0
0.34,0.15,0.316817,0
0.341,0.15,0.291796,0
0.341873,0.15,0.270596,0
0.341873,0.15,0.270596,0
0.342,0.15,0.267608,0
0.343,0.15,0.245578,0
0.344,0.15,0.227067,0
0.345,0.15,0.213126,0
0.346,0.15,0.2042,0
0.347,0.15,0.200243,0
0.347318,0.15,0.2,0
0.347318,0.15,0.2,0
0.348,0.15,0.201117,0
0.349,0.15,0.206859,0
0.35,0.15,0.217627,0
0.351,0.15,0.233362,0
0.352,0.15,0.253449,0
0.353,0.15,0.27675,0
0.353,0.15,0.27675,0
0.354,0.15,0.301929,0
0.355,0.15,0.327685,0
0.356,0.15,0.352675,0
0.357,0.15,0.375169,0
0.358,0.15,0.392375,0
0.359,0.15,0.39994,0
0.359094,0.15,0.4,0
0.359094,0.15,0.4,0
0.36,0.15,0.394681,0
0.361,0.15,0.378811,0
0.362,0.15,0.356719,0
0.363,0.15,0.331467,0
0.364,0.15,0.304969,0
0.365,0.15,0.278716,0
0.365364,0.15,0.269513,0
0.365364,0.15,0.269513,0
0.366,0.15,0.254207,0
0.367,0.15,0.233056,0
0.368,0.15,0.216682,0
0.369,0.15,0.205841,0
0.37,0.15,0.20059,0
0.370469,0.15,0.2,0
0.370469,0.15,0.2,0
0.371,0.15,0.200757,0
0.372,0.15,0.206345,0
0.373,0.15,0.217538,0
0.374,0.15,0.234282,0
0.375,0.15,0.255835,0
0.375959,0.15,0.279755,0
0.375959,0.15,0.279755,0
0.376,0.15,0.280829,0
0.377,0.15,0.307692,0
0.378,0.15,0.334888,0
0.379,0.15,0.360756,0
0.38,0.15,0.382932,0
0.381,0.15,0.39736,0
0.381596,0.15,0.4,0
0.381596,0.15,0.4,0
0.382,0.15,0.398773,0
0.383,0.15,0.386418,0
0.384,0.15,0.365117,0
0.385,0.15,0.339266,0
0.386,0.15,0.311496,0
0.387,0.15,0.283639,0
0.387673,0.15,0.265695,0
0.387673,0.15,0.265695,0
0.388,0.15,0.257423,0
0.389,0.15,0.234699,0
0.39,0.15,0.217152,0
0.391,0.15,0.205705,0
0.392,0.15,0.200432,0
0.392382,0.15,0.2,0
0.392382,0.15,0.2,0
0.393,0.15,0.201135,0
0.394,0.15,0.207853,0
0.395,0.15,0.220788,0
0.396,0.15,0.239746,0
0.397,0.15,0.263659,0
0.397596,0.15,0.279578,0
0.397596,0.15,0.279578,0
0.398,0.15,0.29082,0
0.399,0.15,0.319413,0
0.4,0.15,0.347639,0
0.401,0.15,0.373289,0
0.402,0.15,0.392719,0
0.402955,0.15,0.4,0
0.402955,0.15,0.4,0
0.403,0.15,0.399983,0
0.404,0.15,0.391362,0
0.405,0.15,0.371005,0
0.406,0.15,0.344611,0
0.407,0.15,0.315648,0
0.408,0.15,0.286344,0
0.408835,0.15,0.263035,0
0.408835,0.15,0.263035,0
0.409,0.15,0.258679,0
0.41,0.15,0.234763,0
0.411,0.15,0.216521,0
0.412,0.15,0.204978,0
0.413,0.15,0.200177,0
0.413234,0.15,0.2,0
0.413234,0.15,0.2,0
0.414,0.15,0.201911,0
0.415,0.15,0.210271,0
0.416,0.15,0.225455,0
0.417,0.15,0.247006,0
0.418,0.15,0.273426,0
0.418247,0.15,0.280478,0
0.418247,0.15,0.280478,0
0.419,0.15,0.302671,0
0.42,0.15,0.332685,0
0.421,0.15,0.361283,0
0.422,0.15,0.385286,0
0.423,0.15,0.399,0
0.42333,0.15,0.4,0
0.42333,0.15,0.4,0
0.424,0.15,0.395959,0
0.425,0.15,0.377817,0
0.426,0.15,0.351454,0
0.427,0.15,0.32154,0
0.428,0.15,0.29084,0
0.428736,0.15,0.269048,0
0.428736,0.15,0.269048,0
0.429,0.15,0.261615,0
0.43,0.15,0.23623,0
0.431,0.15,0.216902,0
0.432,0.15,0.204839,0
0.433,0.15,0.200098,0
0.433167,0.15,0.2,0
0.433167,0.15,0.2,0
0.434,0.15,0.202455,0
0.435,0.15,0.212041,0
0.436,0.15,0.229029,0
0.437,0.15,0.252713,0
0.438,0.15,0.281206,0
0.438,0.15,0.281206,0
0.439,0.15,0.312164,0
0.44,0.15,0.343262,0
0.441,0.15,0.37177,0
0.442,0.15,0.393155,0
0.442844,0.15,0.4,0
0.442844,0.15,0.4,0
0.443,0.15,0.399755,0
0.444,0.15,0.387641,0
0.445,0.15,0.363155,0
0.446,0.15,0.333039,0
0.447,0.15,0.301087,0
0.448,0.15,0.26994,0
0.448,0.15,0.26994,0
0.449,0.15,0.2422,0
0.45,0.15,0.220469,0
0.451,0.15,0.206422,0
0.452,0.15,0.200325,0
0.452292,0.15,0.2,0
0.452292,0.15,0.2,0
0.453,0.15,0.201913,0
0.454,0.15,0.211282,0
0.455,0.15,0.228649,0
0.456,0.15,0.253265,0
0.456923,0.15,0.280597,0
0.456923,0.15,0.280597,0
0.457,0.15,0.283026,0
0.458,0.15,0.315306,0
0.459,0.15,0.347484,0
0.46,0.15,0.376337,0
0.461,0.15,0.396184,0
0.461599,0.15,0.4,0
0.461599,0.15,0.4,0
0.462,0.15,0.398259,0
0.463,0.15,0.381163,0
0.464,0.15,0.353253,0
0.465,0.15,0.320935,0
0.466,0.15,0.287803,0
0.466623,0.15,0.26801,0
0.466623,0.15,0.26801,0
0.467,0.15,0.256706,0
0.468,0.15,0.230606,0
0.469,0.15,0.212037,0
0.47,0.15,0.202019,0
0.470702,0.15,0.2,0
0.470702,0.15,0.2,0
0.471,0.15,0.200364,0
0.472,0.15,0.206966,0
0.473,0.15,0.222123,0
0.474,0.15,0.245493,0
0.475,0.15,0.275152,0
0.475,0.15,0.275152,0
0.476,0.15,0.308238,0
0.477,0.15,0.34184,0
0.478,0.15,0.372603,0
0.479,0.15,0.394787,0
0.479678,0.15,0.4,0
0.479678,0.15,0.4,0
0.48,0.15,0.398788,0
0.481,0.15,0.381867,0
0.482,0.15,0.353028,0
0.483,0.15,0.319497,0
0.484,0.15,0.285249,0
0.484512,0.15,0.268457,0
0.484512,0.15,0.268457,0
0.485,0.15,0.253445,0
0.486,0.15,0.227351,0
0.487,0.15,0.209582,0
0.488,0.15,0.200969,0
0.48847,0.15,0.2,0
0.48847,0.15,0.2,0
0.489,0.15,0.201227,0
0.49,0.15,0.210375,0
0.491,0.15,0.228696,0
0.492,0.15,0.25532,0
0.492896,0.15,0.284111,0
0.492896,0.15,0.284111,0
0.493,0.15,0.287639,0
0.494,0.15,0.32243,0
0.495,0.15,0.35641,0
0.496,0.15,0.385049,0
0.497,0.15,0.39972,0
0.497149,0.15,0.4,0
0.497149,0.15,0.4,0
0.498,0.15,0.391406,0
0.499,0.15,0.365621,0
0.5,0.15,0.33225,0
0.5,0.15,0.33225,0
