"time","x0","der(x0)","x1","der(x1)"
2.57,-1.02616,-2.60738,-2.60738,1.19257
2.575,-1.03938,-2.60272,-2.60272,1.27354
2.58,-1.0526,-2.59806,-2.59806,1.3545
2.585,-1.06582,-2.59341,-2.59341,1.43547
2.59,-1.07904,-2.58875,-2.58875,1.51644
2.595,-1.09226,-2.58409,-2.58409,1.5974
2.6,-1.10549,-2.57943,-2.57943,1.67837
2.605,-1.11786,-2.56645,-2.56645,1.75847
2.61,-1.13024,-2.55346,-2.55346,1.83857
2.615,-1.14262,-2.54047,-2.54047,1.91866
2.62,-1.155,-2.52749,-2.52749,1.99876
2.625,-1.16738,-2.5145,-2.5145,2.07886
2.63,-1.17976,-2.50151,-2.50151,2.15896
2.635,-1.19214,-2.48852,-2.48852,2.23905
2.64,-1.20452,-2.47554,-2.47554,2.31915
2.645,-1.2169,-2.46255,-2.46255,2.39925
2.65,-1.22928,-2.44956,-2.44956,2.47935
2.655,-1.24166,-2.43657,-2.43657,2.55944
2.66,-1.25404,-2.42359,-2.42359,2.63954
2.665,-1.26642,-2.4106,-2.4106,2.71964
2.67,-1.2788,-2.39761,-2.39761,2.79974
2.675,-1.29118,-2.38462,-2.38462,2.87983
2.68,-1.30356,-2.37164,-2.37164,2.95993
2.685,-1.31594,-2.35865,-2.35865,3.04003
2.69,-1.32832,-2.34566,-2.34566,3.12013
2.695,-1.3407,-2.33268,-2.33268,3.20022
2.7,-1.35308,-2.31969,-2.31969,3.28032
2.705,-1.36382,-2.29976,-2.29976,3.33482
2.71,-1.37457,-2.27983,-2.27983,3.38931
2.715,-1.38532,-2.2599,-2.2599,3.44381
2.72,-1.39606,-2.23996,-2.23996,3.4983
2.725,-1.40681,-2.22003,-2.22003,3.5528
2.73,-1.41756,-2.2001,-2.2001,3.60729
2.735,-1.42831,-2.18017,-2.18017,3.66179
2.74,-1.43905,-2.16024,-2.16024,3.71628
2.745,-1.4498,-2.14031,-2.14031,3.77078
2.75,-1.46055,-2.12038,-2.12038,3.82527
2.755,-1.47129,-2.10045,-2.10045,3.87977
2.76,-1.48204,-2.08052,-2.08052,3.93426
2.765,-1.49279,-2.06059,-2.06059,3.98876
2.77,-1.50353,-2.04066,-2.04066,4.04325
2.775,-1.51428,-2.02073,-2.02073,4.09775
2.78,-1.52503,-2.0008,-2.0008,4.15224
2.785,-1.53577,-1.98087,-1.98087,4.20674
2.79,-1.54652,-1.96094,-1.96094,4.26123
2.795,-1.55727,-1.941,-1.941,4.31573
2.8,-1.56801,-1.92107,-1.92107,4.37022
2.805,-1.57658,-1.89763,-1.89763,4.3857
2.81,-1.58514,-1.87418,-1.87418,4.40119
2.815,-1.5937,-1.85073,-1.85073,4.41667
2.82,-1.60226,-1.82729,-1.82729,4.43216
2.825,-1.61083,-1.80384,-1.80384,4.44764
2.83,-1.61939,-1.78039,-1.78039,4.46312
2.835,-1.62795,-1.75694,-1.75694,4.47861
2.84,-1.63651,-1.7335,-1.7335,4.49409
2.845,-1.64508,-1.71005,-1.71005,4.50957
2.85,-1.65364,-1.6866,-1.6866,4.52506
2.855,-1.6622,-1.66316,-1.66316,4.54054
2.86,-1.67077,-1.63971,-1.63971,4.55603
2.865,-1.67933,-1.61626,-1.61626,4.57151
2.87,-1.68789,-1.59281,-1.59281,4.58699
2.875,-1.69645,-1.56937,-1.56937,4.60248
2.88,-1.70502,-1.54592,-1.54592,4.61796
2.885,-1.71358,-1.52247,-1.52247,4.63345
2.89,-1.72214,-1.49902,-1.49902,4.64893
2.895,-1.7307,-1.47558,-1.47558,4.66441
2.9,-1.73927,-1.45213,-1.45213,4.6799
2.905,-1.74547,-1.429,-1.429,4.66138
2.91,-1.75167,-1.40587,-1.40587,4.64286
2.915,-1.75788,-1.38274,-1.38274,4.62433
2.92,-1.76408,-1.35961,-1.35961,4.60581
2.925,-1.77028,-1.33648,-1.33648,4.58729
2.93,-1.77649,-1.31335,-1.31335,4.56877
2.935,-1.78269,-1.29022,-1.29022,4.55025
2.94,-1.7889,-1.26709,-1.26709,4.53173
2.945,-1.7951,-1.24396,-1.24396,4.51321
2.95,-1.8013,-1.22083,-1.22083,4.49469
2.955,-1.80751,-1.1977,-1.1977,4.47617
2.96,-1.81371,-1.17457,-1.17457,4.45765
2.965,-1.81991,-1.15144,-1.15144,4.43913
2.97,-1.82612,-1.12831,-1.12831,4.42061
2.975,-1.83232,-1.10518,-1.10518,4.40209
2.98,-1.83852,-1.08205,-1.08205,4.38357
2.985,-1.84473,-1.05892,-1.05892,4.36505
2.99,-1.85093,-1.03579,-1.03579,4.34653
2.995,-1.85714,-1.01266,-1.01266,4.32801
3,-1.86334,-0.989529,-0.989529,4.30949
3.005,-1.86735,-0.969391,-0.969391,4.27267
3.01,-1.87136,-0.949254,-0.949254,4.23586
3.015,-1.87537,-0.929116,-0.929116,4.19905
3.02,-1.87938,-0.908978,-0.908978,4.16223
3.025,-1.88339,-0.888841,-0.888841,4.12542
3.03,-1.8874,-0.868703,-0.868703,4.08861
3.035,-1.89141,-0.848566,-0.848566,4.0518
3.04,-1.89542,-0.828428,-0.828428,4.01498
3.045,-1.89943,-0.808291,-0.808291,3.97817
3.05,-1.90344,-0.788153,-0.788153,3.94136
3.055,-1.90745,-0.768015,-0.768015,3.90454
3.06,-1.91146,-0.747878,-0.747878,3.86773
3.065,-1.91547,-0.72774,-0.72774,3.83092
3.07,-1.91948,-0.707603,-0.707603,3.79411
3.075,-1.92349,-0.687465,-0.687465,3.75729
3.08,-1.9275,-0.667328,-0.667328,3.72048
3.085,-1.93151,-0.64719,-0.64719,3.68367
3.09,-1.93552,-0.627052,-0.627052,3.64686
3.095,-1.93953,-0.606915,-0.606915,3.61004
3.1,-1.94354,-0.586777,-0.586777,3.57323
3.105,-1.94572,-0.57068,-0.57068,3.53296
3.11,-1.94789,-0.554582,-0.554582,3.49269
3.115,-1.95007,-0.538484,-0.538484,3.45242
3.12,-1.95224,-0.522387,-0.522387,3.41215
3.125,-1.95442,-0.506289,-0.506289,3.37189
3.13,-1.95659,-0.490191,-0.490191,3.33162
3.135,-1.95877,-0.474094,-0.474094,3.29135
3.14,-1.96095,-0.457996,-0.457996,3.25108
3.145,-1.96312,-0.441898,-0.441898,3.21081
3.15,-1.9653,-0.425801,-0.425801,3.17054
3.155,-1.96747,-0.409703,-0.409703,3.13027
3.16,-1.96965,-0.393605,-0.393605,3.09
3.165,-1.97182,-0.377507,-0.377507,3.04973
3.17,-1.974,-0.36141,-0.36141,3.00946
3.175,-1.97617,-0.345312,-0.345312,2.9692
3.18,-1.97835,-0.329214,-0.329214,2.92893
3.185,-1.98052,-0.313117,-0.313117,2.88866
3.19,-1.9827,-0.297019,-0.297019,2.84839
3.195,-1.98488,-0.280921,-0.280921,2.80812
3.2,-1.98705,-0.264824,-0.264824,2.76785
3.205,-1.9878,-0.252615,-0.252615,2.73266
3.21,-1.98854,-0.240407,-0.240407,2.69747
3.215,-1.98929,-0.228199,-0.228199,2.66229
3.22,-1.99003,-0.215991,-0.215991,2.6271
3.225,-1.99078,-0.203782,-0.203782,2.59191
3.23,-1.99152,-0.191574,-0.191574,2.55672
3.235,-1.99227,-0.179366,-0.179366,2.52153
3.24,-1.99301,-0.167157,-0.167157,2.48635
3.245,-1.99376,-0.154949,-0.154949,2.45116
3.25,-1.9945,-0.142741,-0.142741,2.41597
3.255,-1.99525,-0.130533,-0.130533,2.38078
3.26,-1.99599,-0.118324,-0.118324,2.34559
3.265,-1.99674,-0.106116,-0.106116,2.31041
3.27,-1.99748,-0.0939077,-0.0939077,2.27522
3.275,-1.99823,-0.0816994,-0.0816994,2.24003
3.28,-1.99897,-0.0694912,-0.0694912,2.20484
3.285,-1.99972,-0.0572829,-0.0572829,2.16965
3.29,-2.00046,-0.0450746,-0.0450746,2.13447
3.295,-2.00121,-0.0328663,-0.0328663,2.09928
3.3,-2.00195,-0.020658,-0.020658,2.06409
3.305,-2.00163,-0.0116333,-0.0116333,2.03683
3.31,-2.0013,-0.00260851,-0.00260851,2.00957
3.315,-2.00098,0.00641626,0.00641626,1.9823
3.32,-2.00065,0.015441,0.015441,1.95504
3.325,-2.00033,0.0244658,0.0244658,1.92778
3.33,-2,0.0334905,0.0334905,1.90052
3.335,-1.99967,0.0425153,0.0425153,1.87325
3.34,-1.99935,0.0515401,0.0515401,1.84599
3.345,-1.99902,0.0605648,0.0605648,1.81873
3.35,-1.9987,0.0695896,0.0695896,1.79147
3.355,-1.99837,0.0786143,0.0786143,1.7642
3.36,-1.99805,0.0876391,0.0876391,1.73694
3.365,-1.99772,0.0966639,0.0966639,1.70968
3.37,-1.99739,0.105689,0.105689,1.68242
3.375,-1.99707,0.114713,0.114713,1.65515
3.38,-1.99674,0.123738,0.123738,1.62789
3.385,-1.99642,0.132763,0.132763,1.60063
3.39,-1.99609,0.141788,0.141788,1.57337
3.395,-1.99577,0.150812,0.150812,1.5461
3.4,-1.99544,0.159837,0.159837,1.51884
3.405,-1.99433,0.166489,0.166489,1.49919
3.41,-1.99321,0.17314,0.17314,1.47954
3.415,-1.9921,0.179792,0.179792,1.45988
3.42,-1.99098,0.186443,0.186443,1.44023
3.425,-1.98987,0.193094,0.193094,1.42058
3.43,-1.98875,0.199746,0.199746,1.40093
3.435,-1.98764,0.206397,0.206397,1.38128
3.44,-1.98652,0.213049,0.213049,1.36162
3.445,-1.98541,0.2197,0.2197,1.34197
3.45,-1.98429,0.226352,0.226352,1.32232
3.455,-1.98318,0.233003,0.233003,1.30267
3.46,-1.98206,0.239654,0.239654,1.28301
3.465,-1.98095,0.246306,0.246306,1.26336
3.47,-1.97983,0.252957,0.252957,1.24371
3.475,-1.97872,0.259609,0.259609,1.22406
3.48,-1.9776,0.26626,0.26626,1.2044
3.485,-1.97649,0.272912,0.272912,1.18475
3.49,-1.97537,0.279563,0.279563,1.1651
3.495,-1.97426,0.286215,0.286215,1.14545
3.5,-1.97314,0.292866,0.292866,1.1258
3.505,-1.97144,0.297849,0.297849,1.11229
3.51,-1.96974,0.302832,0.302832,1.09878
3.515,-1.96804,0.307815,0.307815,1.08528
3.52,-1.96634,0.312798,0.312798,1.07177
3.525,-1.96464,0.317781,0.317781,1.05826
3.53,-1.96294,0.322764,0.322764,1.04476
3.535,-1.96124,0.327747,0.327747,1.03125
3.54,-1.95954,0.33273,0.33273,1.01774
3.545,-1.95784,0.337713,0.337713,1.00424
3.55,-1.95614,0.342696,0.342696,0.990729
3.555,-1.95444,0.347679,0.347679,0.977222
3.56,-1.95274,0.352662,0.352662,0.963716
3.565,-1.95104,0.357645,0.357645,0.950209
3.57,-1.94934,0.362628,0.362628,0.936702
3.575,-1.94764,0.367611,0.367611,0.923196
3.58,-1.94594,0.372594,0.372594,0.909689
3.585,-1.94424,0.377577,0.377577,0.896182
3.59,-1.94254,0.38256,0.38256,0.882676
3.595,-1.94085,0.387543,0.387543,0.869169
3.6,-1.93915,0.392526,0.392526,0.855662
3.605,-1.937,0.396384,0.396384,0.84673
3.61,-1.93486,0.400243,0.400243,0.837798
3.615,-1.93271,0.404101,0.404101,0.828866
3.62,-1.93057,0.407959,0.407959,0.819934
3.625,-1.92843,0.411818,0.411818,0.811001
3.63,-1.92628,0.415676,0.415676,0.802069
3.635,-1.92414,0.419535,0.419535,0.793137
3.64,-1.922,0.423393,0.423393,0.784205
3.645,-1.91985,0.427251,0.427251,0.775273
3.65,-1.91771,0.43111,0.43111,0.766341
3.655,-1.91556,0.434968,0.434968,0.757409
3.66,-1.91342,0.438827,0.438827,0.748477
3.665,-1.91128,0.442685,0.442685,0.739545
3.67,-1.90913,0.446543,0.446543,0.730612
3.675,-1.90699,0.450402,0.450402,0.72168
3.68,-1.90485,0.45426,0.45426,0.712748
3.685,-1.9027,0.458118,0.458118,0.703816
3.69,-1.90056,0.461977,0.461977,0.694884
3.695,-1.89841,0.465835,0.465835,0.685952
3.7,-1.89627,0.469694,0.469694,0.67702
3.705,-1.89378,0.472824,0.472824,0.67137
3.71,-1.89128,0.475953,0.475953,0.665719
3.715,-1.88879,0.479083,0.479083,0.660069
3.72,-1.8863,0.482213,0.482213,0.654419
3.725,-1.8838,0.485343,0.485343,0.648769
3.73,-1.88131,0.488473,0.488473,0.643119
3.735,-1.87881,0.491603,0.491603,0.637469
3.74,-1.87632,0.494732,0.494732,0.631819
3.745,-1.87383,0.497862,0.497862,0.626169
3.75,-1.87133,0.500992,0.500992,0.620519
3.755,-1.86884,0.504122,0.504122,0.614869
3.76,-1.86634,0.507252,0.507252,0.609219
3.765,-1.86385,0.510382,0.510382,0.603569
3.77,-1.86135,0.513511,0.513511,0.597919
3.775,-1.85886,0.516641,0.516641,0.592269
3.78,-1.85637,0.519771,0.519771,0.586618
3.785,-1.85387,0.522901,0.522901,0.580968
3.79,-1.85138,0.526031,0.526031,0.575318
3.795,-1.84888,0.529161,0.529161,0.569668
3.8,-1.84639,0.532291,0.532291,0.564018
3.805,-1.84361,0.534974,0.534974,0.560704
3.81,-1.84082,0.537657,0.537657,0.55739
3.815,-1.83804,0.540341,0.540341,0.554075
3.82,-1.83525,0.543024,0.543024,0.550761
3.825,-1.83247,0.545707,0.545707,0.547447
3.83,-1.82968,0.548391,0.548391,0.544132
3.835,-1.8269,0.551074,0.551074,0.540818
3.84,-1.82411,0.553757,0.553757,0.537504
3.845,-1.82133,0.556441,0.556441,0.534189
3.85,-1.81854,0.559124,0.559124,0.530875
3.855,-1.81576,0.561807,0.561807,0.527561
3.86,-1.81297,0.564491,0.564491,0.524246
3.865,-1.81019,0.567174,0.567174,0.520932
3.87,-1.8074,0.569857,0.569857,0.517618
3.875,-1.80462,0.572541,0.572541,0.514303
3.88,-1.80183,0.575224,0.575224,0.510989
3.885,-1.79905,0.577907,0.577907,0.507675
3.89,-1.79626,0.580591,0.580591,0.50436
3.895,-1.79348,0.583274,0.583274,0.501046
3.9,-1.79069,0.585957,0.585957,0.497732
3.905,-1.78765,0.588396,0.588396,0.496106
3.91,-1.78461,0.590834,0.590834,0.494479
3.915,-1.78157,0.593272,0.593272,0.492853
3.92,-1.77853,0.595711,0.595711,0.491227
3.925,-1.77549,0.598149,0.598149,0.489601
3.93,-1.77245,0.600587,0.600587,0.487975
3.935,-1.76941,0.603025,0.603025,0.486349
3.94,-1.76636,0.605464,0.605464,0.484723
3.945,-1.76332,0.607902,0.607902,0.483097
3.95,-1.76028,0.61034,0.61034,0.481471
3.955,-1.75724,0.612779,0.612779,0.479845
3.96,-1.7542,0.615217,0.615217,0.478218
3.965,-1.75116,0.617655,0.617655,0.476592
3.97,-1.74812,0.620094,0.620094,0.474966
3.975,-1.74508,0.622532,0.622532,0.47334
3.98,-1.74204,0.62497,0.62497,0.471714
3.985,-1.739,0.627409,0.627409,0.470088
3.99,-1.73596,0.629847,0.629847,0.468462
3.995,-1.73292,0.632285,0.632285,0.466836
4,-1.72987,0.634723,0.634723,0.46521
4.005,-1.7266,0.637064,0.637064,0.464852
4.01,-1.72332,0.639405,0.639405,0.464494
4.015,-1.72004,0.641746,0.641746,0.464136
4.02,-1.71676,0.644087,0.644087,0.463779
4.025,-1.71348,0.646428,0.646428,0.463421
4.03,-1.7102,0.648769,0.648769,0.463063
4.035,-1.70692,0.65111,0.65111,0.462705
4.04,-1.70364,0.653451,0.653451,0.462348
4.045,-1.70036,0.655792,0.655792,0.46199
4.05,-1.69708,0.658133,0.658133,0.461632
4.055,-1.6938,0.660474,0.660474,0.461274
4.06,-1.69052,0.662815,0.662815,0.460917
4.065,-1.68724,0.665156,0.665156,0.460559
4.07,-1.68396,0.667497,0.667497,0.460201
4.075,-1.68069,0.669838,0.669838,0.459843
4.08,-1.67741,0.672179,0.672179,0.459486
4.085,-1.67413,0.67452,0.67452,0.459128
4.09,-1.67085,0.676861,0.676861,0.45877
4.095,-1.66757,0.679202,0.679202,0.458412
4.1,-1.66429,0.681543,0.681543,0.458055
4.105,-1.66078,0.6839,0.6839,0.458711
4.11,-1.65726,0.686258,0.686258,0.459366
4.115,-1.65375,0.688615,0.688615,0.460022
4.12,-1.65024,0.690973,0.690973,0.460678
4.125,-1.64672,0.69333,0.69333,0.461334
4.13,-1.64321,0.695687,0.695687,0.46199
4.135,-1.6397,0.698045,0.698045,0.462646
4.14,-1.63618,0.700402,0.700402,0.463302
4.145,-1.63267,0.70276,0.70276,0.463958
4.15,-1.62916,0.705117,0.705117,0.464614
4.155,-1.62564,0.707475,0.707475,0.46527
4.16,-1.62213,0.709832,0.709832,0.465926
4.165,-1.61862,0.71219,0.71219,0.466582
4.17,-1.6151,0.714547,0.714547,0.467238
4.175,-1.61159,0.716905,0.716905,0.467894
4.18,-1.60808,0.719262,0.719262,0.468549
4.185,-1.60456,0.721619,0.721619,0.469205
4.19,-1.60105,0.723977,0.723977,0.469861
4.195,-1.59754,0.726334,0.726334,0.470517
4.2,-1.59402,0.728692,0.728692,0.471173
4.205,-1.59027,0.73116,0.73116,0.472707
4.21,-1.58652,0.733628,0.733628,0.474242
4.215,-1.58276,0.736096,0.736096,0.475776
4.22,-1.57901,0.738564,0.738564,0.47731
4.225,-1.57526,0.741032,0.741032,0.478844
4.23,-1.5715,0.743501,0.743501,0.480378
4.235,-1.56775,0.745969,0.745969,0.481913
4.24,-1.564,0.748437,0.748437,0.483447
4.245,-1.56025,0.750905,0.750905,0.484981
4.25,-1.55649,0.753373,0.753373,0.486515
4.255,-1.55274,0.755841,0.755841,0.488049
4.26,-1.54899,0.75831,0.75831,0.489583
4.265,-1.54523,0.760778,0.760778,0.491118
4.27,-1.54148,0.763246,0.763246,0.492652
4.275,-1.53773,0.765714,0.765714,0.494186
4.28,-1.53397,0.768182,0.768182,0.49572
4.285,-1.53022,0.77065,0.77065,0.497254
4.29,-1.52647,0.773118,0.773118,0.498789
4.295,-1.52271,0.775587,0.775587,0.500323
4.3,-1.51896,0.778055,0.778055,0.501857
4.305,-1.51495,0.780719,0.780719,0.504222
4.31,-1.51094,0.783382,0.783382,0.506587
4.315,-1.50693,0.786046,0.786046,0.508953
4.32,-1.50293,0.78871,0.78871,0.511318
4.325,-1.49892,0.791374,0.791374,0.513683
4.33,-1.49491,0.794038,0.794038,0.516048
4.335,-1.4909,0.796702,0.796702,0.518413
4.34,-1.48689,0.799365,0.799365,0.520779
4.345,-1.48289,0.802029,0.802029,0.523144
4.35,-1.47888,0.804693,0.804693,0.525509
4.355,-1.47487,0.807357,0.807357,0.527874
4.36,-1.47086,0.810021,0.810021,0.530239
4.365,-1.46685,0.812685,0.812685,0.532604
4.37,-1.46284,0.815348,0.815348,0.53497
4.375,-1.45884,0.818012,0.818012,0.537335
4.38,-1.45483,0.820676,0.820676,0.5397
4.385,-1.45082,0.82334,0.82334,0.542065
4.39,-1.44681,0.826004,0.826004,0.54443
4.395,-1.4428,0.828668,0.828668,0.546796
4.4,-1.4388,0.831331,0.831331,0.549161
4.405,-1.43451,0.834274,0.834274,0.552378
4.41,-1.43022,0.837217,0.837217,0.555595
4.415,-1.42594,0.84016,0.84016,0.558812
4.42,-1.42165,0.843103,0.843103,0.562029
4.425,-1.41736,0.846047,0.846047,0.565247
4.43,-1.41308,0.84899,0.84899,0.568464
4.435,-1.40879,0.851933,0.851933,0.571681
4.44,-1.4045,0.854876,0.854876,0.574898
4.445,-1.40022,0.857819,0.857819,0.578115
4.45,-1.39593,0.860762,0.860762,0.581333
4.455,-1.39164,0.863705,0.863705,0.58455
4.46,-1.38736,0.866648,0.866648,0.587767
4.465,-1.38307,0.869591,0.869591,0.590984
4.47,-1.37879,0.872534,0.872534,0.594201
4.475,-1.3745,0.875477,0.875477,0.597418
4.48,-1.37021,0.87842,0.87842,0.600636
4.485,-1.36593,0.881363,0.881363,0.603853
4.49,-1.36164,0.884306,0.884306,0.60707
4.495,-1.35735,0.887249,0.887249,0.610287
4.5,-1.35307,0.890192,0.890192,0.613504
4.505,-1.34847,0.893503,0.893503,0.61765
4.51,-1.34387,0.896813,0.896813,0.621795
4.515,-1.33928,0.900124,0.900124,0.625941
4.52,-1.33468,0.903434,0.903434,0.630086
4.525,-1.33008,0.906744,0.906744,0.634232
4.53,-1.32549,0.910055,0.910055,0.638377
4.535,-1.32089,0.913365,0.913365,0.642523
4.54,-1.31629,0.916676,0.916676,0.646668
4.545,-1.3117,0.919986,0.919986,0.650814
4.55,-1.3071,0.923297,0.923297,0.654959
4.555,-1.30251,0.926607,0.926607,0.659105
4.56,-1.29791,0.929918,0.929918,0.663251
4.565,-1.29331,0.933228,0.933228,0.667396
4.57,-1.28872,0.936539,0.936539,0.671542
4.575,-1.28412,0.939849,0.939849,0.675687
4.58,-1.27952,0.94316,0.94316,0.679833
4.585,-1.27493,0.94647,0.94647,0.683978
4.59,-1.27033,0.949781,0.949781,0.688124
4.595,-1.26573,0.953091,0.953091,0.692269
4.6,-1.26114,0.956402,0.956402,0.696415
4.605,-1.25619,0.960177,0.960177,0.70161
4.61,-1.25124,0.963953,0.963953,0.706805
4.615,-1.24629,0.967729,0.967729,0.712
4.62,-1.24135,0.971505,0.971505,0.717196
4.625,-1.2364,0.97528,0.97528,0.722391
4.63,-1.23145,0.979056,0.979056,0.727586
4.635,-1.2265,0.982832,0.982832,0.732782
4.64,-1.22156,0.986608,0.986608,0.737977
4.645,-1.21661,0.990383,0.990383,0.743172
4.65,-1.21166,0.994159,0.994159,0.748368
4.655,-1.20671,0.997935,0.997935,0.753563
4.66,-1.20176,1.00171,1.00171,0.758758
4.665,-1.19682,1.00549,1.00549,0.763953
4.67,-1.19187,1.00926,1.00926,0.769149
4.675,-1.18692,1.01304,1.01304,0.774344
4.68,-1.18197,1.01681,1.01681,0.779539
4.685,-1.17703,1.02059,1.02059,0.784735
4.69,-1.17208,1.02437,1.02437,0.78993
4.695,-1.16713,1.02814,1.02814,0.795125
4.7,-1.16218,1.03192,1.03192,0.800321
4.705,-1.15683,1.03627,1.03627,0.806719
4.71,-1.15148,1.04062,1.04062,0.813117
4.715,-1.14613,1.04497,1.04497,0.819515
4.72,-1.14078,1.04933,1.04933,0.825913
4.725,-1.13543,1.05368,1.05368,0.832311
4.73,-1.13008,1.05803,1.05803,0.83871
4.735,-1.12473,1.06238,1.06238,0.845108
4.74,-1.11938,1.06674,1.06674,0.851506
4.745,-1.11403,1.07109,1.07109,0.857904
4.75,-1.10868,1.07544,1.07544,0.864302
4.755,-1.10333,1.07979,1.07979,0.8707
4.76,-1.09798,1.08415,1.08415,0.877099
4.765,-1.09263,1.0885,1.0885,0.883497
4.77,-1.08728,1.09285,1.09285,0.889895
4.775,-1.08193,1.0972,1.0972,0.896293
4.78,-1.07658,1.10155,1.10155,0.902691
4.785,-1.07123,1.10591,1.10591,0.90909
4.79,-1.06588,1.11026,1.11026,0.915488
4.795,-1.06053,1.11461,1.11461,0.921886
4.8,-1.05518,1.11896,1.11896,0.928284
4.805,-1.04936,1.12402,1.12402,0.936044
4.81,-1.04355,1.12907,1.12907,0.943805
4.815,-1.03773,1.13413,1.13413,0.951565
4.82,-1.03192,1.13919,1.13919,0.959325
4.825,-1.0261,1.14424,1.14424,0.967085
4.83,-1.02028,1.1493,1.1493,0.974846
4.835,-1.01447,1.15435,1.15435,0.982606
4.84,-1.00865,1.15941,1.15941,0.990366
4.845,-1.00284,1.16446,1.16446,0.998126
4.85,-0.99702,1.16952,1.16952,1.00589
4.855,-0.991204,1.17457,1.17457,1.01365
4.86,-0.985389,1.17963,1.17963,1.02141
4.865,-0.979573,1.18469,1.18469,1.02917
4.87,-0.973757,1.18974,1.18974,1.03693
4.875,-0.967941,1.1948,1.1948,1.04469
4.88,-0.962125,1.19985,1.19985,1.05245
4.885,-0.956309,1.20491,1.20491,1.06021
4.89,-0.950493,1.20996,1.20996,1.06797
4.895,-0.944677,1.21502,1.21502,1.07573
4.9,-0.938861,1.22007,1.22007,1.08349
4.905,-0.932503,1.22597,1.22597,1.09272
4.91,-0.926144,1.23187,1.23187,1.10196
4.915,-0.919786,1.23777,1.23777,1.11119
4.92,-0.913428,1.24367,1.24367,1.12042
4.925,-0.90707,1.24957,1.24957,1.12966
4.93,-0.900711,1.25547,1.25547,1.13889
4.935,-0.894353,1.26136,1.26136,1.14813
4.94,-0.887995,1.26726,1.26726,1.15736
4.945,-0.881637,1.27316,1.27316,1.1666
4.95,-0.875278,1.27906,1.27906,1.17583
4.955,-0.86892,1.28496,1.28496,1.18506
4.96,-0.862562,1.29086,1.29086,1.1943
4.965,-0.856204,1.29676,1.29676,1.20353
4.97,-0.849845,1.30265,1.30265,1.21277
4.975,-0.843487,1.30855,1.30855,1.222
4.98,-0.837129,1.31445,1.31445,1.23123
4.985,-0.830771,1.32035,1.32035,1.24047
4.99,-0.824412,1.32625,1.32625,1.2497
4.995,-0.818054,1.33215,1.33215,1.25894
5,-0.811696,1.33805,1.33805,1.26817
