"time","J1.der(w)","clutch1.der(phi_rel)","clutch1.der(w_rel)","J2.der(phi)","clutch2.der(phi_rel)","clutch2.der(w_rel)","J1.w","J1.der(phi)","clutch1.phi_rel","clutch1.w_rel","clutch1.w_relfric","J2.phi","clutch2.phi_rel","clutch2.w_rel","clutch2.w_relfric","J1.phi","J1.flange_b.phi","clutch1.flange_a.phi","J1.flange_a.phi","torque.flange.phi","J1.a","clutch1.a_rel","clutch1.a_relfric","clutch1.fn","clutch1.f_normalized","sin2.y","clutch1.flange_b.tau","clutch1.tau0","clutch1.tau0_max","clutch1.sa","clutch1.lossPower","J2.w","J2.a","J2.der(w)","J2.der(phi,2)","clutch2.a_rel","clutch2.a_relfric","clutch2.fn","step1.y","clutch2.flange_b.tau","J3.flange_a.tau","clutch2.tau0","clutch2.tau0_max","clutch2.sa","clutch2.lossPower","J3.phi","J3.w","J3.a","J3.der(w)","clutch3.a_rel","clutch3.a_relfric","clutch3.fn","clutch3.flange_b.tau","clutch3.tau","clutch3.flange_a.tau","J4.flange_a.tau","J3.flange_b.tau","clutch3.tau0","clutch3.tau0_max","clutch3.sa","clutch3.lossPower","J4.phi","J4.w","J4.der(phi)","fixed.flange.tau","torque.tau","J1.der(phi,2)","clutch1.der(phi_rel,2)","clutch2.der(phi_rel,2)","clutch3.der(phi_rel,2)","clutch2.mode","clutch2.free"
0.327,-16.67182461,-4.170303495,25.84253852,3.179273905,-3.179273905,-9.170713913,7.3495774,7.3495774,-2.327245004,-4.170303495,-4.170303495,0.5272219216,-0.5272219216,-3.179273905,-3.179273905,2.854466925,2.854466925,2.854466925,2.854466925,2.854466925,-16.67182461,25.84253852,25.84253852,18.34142783,0.9170713913,0.9170713913,-9.170713913,9.170713913,10.0877853,15.75475322,38.24466028,3.179273905,9.170713913,9.170713913,9.170713913,-9.170713913,-9.170713913,0,0,0,-0,0,0,-9.170713913,-0,-0,-9.769962617e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-0,-9.769962617e-015,-9.769962617e-015,7.501110696,-7.501110696,-16.67182461,25.84253852,-9.170713913,0,2,1
0.33,-17.24578722,-4.091920619,26.4014045,3.206763435,-3.206763435,-9.155617276,7.298684054,7.298684054,-2.339638784,-4.091920619,-4.091920619,0.5368009889,-0.5368009889,-3.206763435,-3.206763435,2.876439773,2.876439773,2.876439773,2.876439773,2.876439773,-17.24578722,26.4014045,26.4014045,18.31123455,0.9155617276,0.9155617276,-9.155617276,9.155617276,10.071179,16.33022549,37.46405911,3.206763435,9.155617276,9.155617276,9.155617276,-9.155617276,-9.155617276,0,0,0,-0,0,0,-9.155617276,-0,-0,-1.021405183e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-0,-1.021405183e-014,-1.021405183e-014,8.090169944,-8.090169944,-17.24578722,26.4014045,-9.155617276,0,2,1
0.333,-17.74781079,-4.011968301,26.8882013,3.234207479,-3.234207479,-9.140390517,7.24617578,7.24617578,-2.351795017,-4.011968301,-4.011968301,0.5464624567,-0.5464624567,-3.234207479,-3.234207479,2.898257474,2.898257474,2.898257474,2.898257474,2.898257474,-17.74781079,26.8882013,26.8882013,18.28078103,0.9140390517,0.9140390517,-9.140390517,9.140390517,10.05442957,16.83377174,36.67095701,3.234207479,9.140390517,9.140390517,9.140390517,-9.140390517,-9.140390517,0,0,0,-0,0,0,-9.140390517,-0,1.110223025e-016,-9.325873407e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,1.110223025e-016,-9.325873407e-015,-9.325873407e-015,8.60742027,-8.60742027,-17.74781079,26.8882013,-9.140390517,0,2,1
0.336,-18.17330438,-3.930669874,27.29833823,3.261605648,-3.261605648,-9.125033854,7.192275522,7.192275522,-2.363709337,-3.930669874,-3.930669874,0.5562061878,-0.5562061878,-3.261605648,-3.261605648,2.919915525,2.919915525,2.919915525,2.919915525,2.919915525,-18.17330438,27.29833823,27.29833823,18.25006771,0.9125033854,0.9125033854,-9.125033854,9.125033854,10.03753724,17.26080099,35.86749566,3.261605648,9.125033854,9.125033854,9.125033854,-9.125033854,-9.125033854,0,0,0,-0,0,0,-9.125033854,-0,1.110223025e-016,-1.021405183e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,1.110223025e-016,-1.021405183e-014,-1.021405183e-014,9.048270525,-9.048270525,-18.17330438,27.29833823,-9.125033854,0,2,1
0.339,-18.51835519,-3.848260622,27.6279027,3.288957552,-3.288957552,-9.109547503,7.137218174,7.137218174,-2.375378028,-3.848260622,-3.848260622,0.5660320442,-0.5660320442,-3.288957552,-3.288957552,2.941410073,2.941410073,2.941410073,2.941410073,2.941410073,-18.51835519,27.6279027,27.6279027,18.21909501,0.9109547503,0.9109547503,-9.109547503,9.109547503,10.02050225,17.60740044,35.05591294,3.288957552,9.109547503,9.109547503,9.109547503,-9.109547503,-9.109547503,0,0,0,-0,0,0,-9.109547503,-0,-0,-9.769962617e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-0,-9.769962617e-015,-9.769962617e-015,9.40880769,-9.40880769,-18.51835519,27.6279027,-9.109547503,0,2,1
0.342,-18.7797633,-3.764986923,27.87369498,3.316262804,-3.316262804,-9.093931685,7.081249726,7.081249726,-2.386798104,-3.764986923,-3.764986923,0.5759398864,-0.5759398864,-3.316262804,-3.316262804,2.96273799,2.96273799,2.96273799,2.96273799,2.96273799,-18.7797633,27.87369498,27.87369498,18.18786337,0.9093931685,0.9093931685,-9.093931685,9.093931685,10.00332485,17.87037013,34.23853387,3.316262804,9.093931685,9.093931685,9.093931685,-9.093931685,-9.093931685,0,0,0,-0,0,0,-9.093931685,-0,-1.110223025e-016,-9.769962617e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-1.110223025e-016,-9.769962617e-015,-9.769962617e-015,9.685831611,-9.685831611,-18.7797633,27.87369498,-9.093931685,0,2,1
0.345,-18.95507003,-3.681104317,28.03325665,3.343521013,-3.343521013,-9.078186623,7.02462533,7.02462533,-2.397967363,-3.681104317,-3.681104317,0.5859295739,-0.5859295739,-3.343521013,-3.343521013,2.983896936,2.983896936,2.983896936,2.983896936,2.983896936,-18.95507003,28.03325665,28.03325665,18.15637325,0.9078186623,0.9078186623,-9.078186623,9.078186623,9.986005285,18.04725137,33.41775197,3.343521013,9.078186623,9.078186623,9.078186623,-9.078186623,-9.078186623,0,0,0,-0,0,0,-9.078186623,-0,-1.110223025e-016,-1.110223025e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-1.110223025e-016,-1.110223025e-014,-1.110223025e-014,9.876883406,-9.876883406,-18.95507003,28.03325665,-9.078186623,0,2,1
0.348,-19.04257982,-3.596874575,28.10489236,3.370731794,-3.370731794,-9.062312539,6.967606369,6.967606369,-2.408884384,-3.596874575,-3.596874575,0.596000965,-0.596000965,-3.370731794,-3.370731794,3.004885349,3.004885349,3.004885349,3.004885349,3.004885349,-19.04257982,28.10489236,28.10489236,18.12462508,0.9062312539,0.9062312539,-9.062312539,9.062312539,9.968543793,18.13634857,32.59600157,3.370731794,9.062312539,9.062312539,9.062312539,-9.062312539,-9.062312539,0,0,0,-0,0,0,-9.062312539,-0,-1.110223025e-016,-1.065814104e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-1.110223025e-016,-1.065814104e-014,-1.065814104e-014,9.980267284,-9.980267284,-19.04257982,28.10489236,-9.062312539,0,2,1
0.351,-19.04137526,-3.512563127,28.08768492,3.39789476,-3.39789476,-9.04630966,6.910457887,6.910457887,-2.419548529,-3.512563127,-3.512563127,0.6061539169,-0.6061539169,-3.39789476,-3.39789476,3.025702446,3.025702446,3.025702446,3.025702446,3.025702446,-19.04137526,28.08768492,28.08768492,18.09261932,0.904630966,0.904630966,-9.04630966,9.04630966,9.950940626,18.1367443,31.77573375,3.39789476,9.04630966,9.04630966,9.04630966,-9.04630966,-9.04630966,0,0,0,-0,0,0,-9.04630966,-0,-0,-9.769962617e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-0,-9.769962617e-015,-9.769962617e-015,9.995065604,-9.995065604,-19.04137526,28.08768492,-9.04630966,0,2,1
0.354,-18.95132523,-3.428436851,27.98150344,3.425009524,-3.425009524,-9.030178213,6.853446375,6.853446375,-2.429959951,-3.428436851,-3.428436851,0.6163882854,-0.6163882854,-3.425009524,-3.425009524,3.046348236,3.046348236,3.046348236,3.046348236,3.046348236,-18.95132523,27.98150344,27.98150344,18.06035643,0.9030178213,0.9030178213,-9.030178213,9.030178213,9.933196035,18.04830741,30.95939576,3.425009524,9.030178213,9.030178213,9.030178213,-9.030178213,-9.030178213,0,0,0,-0,0,0,-9.030178213,-0,-1.110223025e-016,-9.325873407e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-1.110223025e-016,-9.325873407e-015,-9.325873407e-015,9.921147013,-9.921147013,-18.95132523,27.98150344,-9.030178213,0,2,1
0.357,-18.77308605,-3.344761853,27.78700447,3.452075701,-3.452075701,-9.013918427,6.796837553,6.796837553,-2.440119603,-3.344761853,-3.344761853,0.6267039254,-0.6267039254,-3.452075701,-3.452075701,3.066823529,3.066823529,3.066823529,3.066823529,3.066823529,-18.77308605,27.78700447,27.78700447,18.02783685,0.9013918427,0.9013918427,-9.013918427,9.013918427,9.91531027,17.8716942,30.1494105,3.452075701,9.013918427,9.013918427,9.013918427,-9.013918427,-9.013918427,0,0,0,-0,0,0,-9.013918427,-0,-1.110223025e-016,-8.881784197e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-1.110223025e-016,-8.881784197e-015,-8.881784197e-015,9.759167619,-9.759167619,-18.77308605,27.78700447,-9.013918427,0,2,1
0.36,-18.5080957,-3.261800473,27.50562623,3.479092906,-3.479092906,-8.997530534,6.740893379,6.740893379,-2.450029231,-3.261800473,-3.261800473,0.6371006906,-0.6371006906,-3.479092906,-3.479092906,3.087129922,3.087129922,3.087129922,3.087129922,3.087129922,-18.5080957,27.50562623,27.50562623,17.99506107,0.8997530534,0.8997530534,-8.997530534,8.997530534,9.897283587,17.60834264,29.34814935,3.479092906,8.997530534,8.997530534,8.997530534,-8.997530534,-8.997530534,0,0,0,-0,0,0,-8.997530534,-0,-2.220446049e-016,-8.881784197e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-2.220446049e-016,-8.881784197e-015,-8.881784197e-015,9.510565163,-9.510565163,-18.5080957,27.50562623,-8.997530534,0,2,1
0.363,-18.15856102,-3.17981082,27.13957579,3.506060756,-3.506060756,-8.981014765,6.685871576,6.685871576,-2.459691368,-3.17981082,-3.17981082,0.6475784335,-0.6475784335,-3.506060756,-3.506060756,3.107269802,3.107269802,3.107269802,3.107269802,3.107269802,-18.15856102,27.13957579,27.13957579,17.96202953,0.8981014765,0.8981014765,-8.981014765,8.981014765,9.879116242,17.26045955,28.55792792,3.506060756,8.981014765,8.981014765,8.981014765,-8.981014765,-8.981014765,0,0,0,-0,0,0,-8.981014765,-0,-3.330669074e-016,-9.769962617e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-3.330669074e-016,-9.769962617e-015,-9.769962617e-015,9.177546257,-9.177546257,-18.15856102,27.13957579,-8.981014765,0,2,1
0.366,-17.72743816,-3.099043121,26.69180951,3.532978867,-3.532978867,-8.964371356,6.632021988,6.632021988,-2.469109309,-3.099043121,-3.099043121,0.6581370054,-0.6581370054,-3.532978867,-3.532978867,3.127246314,3.127246314,3.127246314,3.127246314,3.127246314,-17.72743816,26.69180951,26.69180951,17.92874271,0.8964371356,0.8964371356,-8.964371356,8.964371356,9.860808492,16.83100102,27.78097339,3.532978867,8.964371356,8.964371356,8.964371356,-8.964371356,-8.964371356,0,0,0,-0,0,0,-8.964371356,-0,-4.440892099e-016,-7.993605777e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-4.440892099e-016,-7.993605777e-015,-7.993605777e-015,8.7630668,-8.7630668,-17.72743816,26.69180951,-8.964371356,0,2,1
0.369,-17.21840629,-3.019737441,26.16600683,3.559846857,-3.559846857,-8.947600544,6.579584298,6.579584298,-2.478287083,-3.019737441,-3.019737441,0.6687762566,-0.6687762566,-3.559846857,-3.559846857,3.14706334,3.14706334,3.14706334,3.14706334,3.14706334,-17.21840629,26.16600683,26.16600683,17.89520109,0.8947600544,0.8947600544,-8.947600544,8.947600544,9.842360599,16.32364623,27.01940437,3.559846857,8.947600544,8.947600544,8.947600544,-8.947600544,-8.947600544,0,0,0,-0,0,0,-8.947600544,-0,-4.440892099e-016,-7.993605777e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-4.440892099e-016,-7.993605777e-015,-7.993605777e-015,8.270805743,-8.270805743,-17.21840629,26.16600683,-8.947600544,0,2,1
0.372,-16.63583499,-2.942121174,25.56653756,3.586664343,-3.586664343,-8.930702567,6.528785517,6.528785517,-2.48722942,-2.942121174,-2.942121174,0.6794960361,-0.6794960361,-3.586664343,-3.586664343,3.166725456,3.166725456,3.166725456,3.166725456,3.166725456,-16.63583499,25.56653756,25.56653756,17.86140513,0.8930702567,0.8930702567,-8.930702567,8.930702567,9.823772824,15.74276474,26.27520912,3.586664343,8.930702567,8.930702567,8.930702567,-8.930702567,-8.930702567,0,0,0,-0,0,0,-8.930702567,-0,-5.551115123e-016,-9.325873407e-015,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-5.551115123e-016,-9.325873407e-015,-9.325873407e-015,7.705132428,-7.705132428,-16.63583499,25.56653756,-8.930702567,0,2,1
0.375,-15.98474548,-2.866407417,24.89842314,3.613430945,-3.613430945,-8.913677664,6.479838362,6.479838362,-2.495941711,-2.866407417,-2.866407417,0.6902961918,-0.6902961918,-3.613430945,-3.613430945,3.186237902,3.186237902,3.186237902,3.186237902,3.186237902,-15.98474548,24.89842314,24.89842314,17.82735533,0.8913677664,0.8913677664,-8.913677664,8.913677664,9.805045431,15.09337771,25.55023177,3.613430945,8.913677664,8.913677664,8.913677664,-8.913677664,-8.913677664,0,0,0,-0,0,0,-8.913677664,-0,-5.551115123e-016,-1.065814104e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-5.551115123e-016,-1.065814104e-014,-1.065814104e-014,7.071067812,-7.071067812,-15.98474548,24.89842314,-8.913677664,0,2,1
0.378,-15.27076598,-2.792793792,24.16729206,3.640146282,-3.640146282,-8.896526079,6.432940074,6.432940074,-2.504429962,-2.792793792,-2.792793792,0.7011765705,-0.7011765705,-3.640146282,-3.640146282,3.205606533,3.205606533,3.205606533,3.205606533,3.205606533,-15.27076598,24.16729206,24.16729206,17.79305216,0.8896526079,0.8896526079,-8.896526079,8.896526079,9.786178687,14.38111337,24.8461628,3.640146282,8.896526079,8.896526079,8.896526079,-8.896526079,-8.896526079,0,0,0,-0,0,0,-8.896526079,-0,-5.551115123e-016,-1.110223025e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-5.551115123e-016,-1.110223025e-014,-1.110223025e-014,6.374239897,-6.374239897,-15.27076598,24.16729206,-8.896526079,0,2,1
0.381,-14.50008183,-2.721460304,23.37932989,3.666809975,-3.666809975,-8.879248054,6.388270279,6.388270279,-2.512700747,-2.721460304,-2.721460304,0.7121370178,-0.7121370178,-3.666809975,-3.666809975,3.224837765,3.224837765,3.224837765,3.224837765,3.224837765,-14.50008183,23.37932989,23.37932989,17.75849611,0.8879248054,0.8879248054,-8.879248054,8.879248054,9.767172859,13.61215703,24.16452111,3.666809975,8.879248054,8.879248054,8.879248054,-8.879248054,-8.879248054,0,0,0,-0,0,0,-8.879248054,-0,-6.661338148e-016,-1.199040867e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-6.661338148e-016,-1.199040867e-014,-1.199040867e-014,5.620833779,-5.620833779,-14.50008183,23.37932989,-8.879248054,0,2,1
0.384,-13.67938058,-2.652567575,22.54122441,3.693421645,-3.693421645,-8.861843835,6.345989219,6.345989219,-2.520761149,-2.652567575,-2.652567575,0.7231773783,-0.7231773783,-3.693421645,-3.693421645,3.243938527,3.243938527,3.243938527,3.243938527,3.243938527,-13.67938058,22.54122441,22.54122441,17.72368767,0.8861843835,0.8861843835,-8.861843835,8.861843835,9.748028219,12.79319619,23.50663961,3.693421645,8.861843835,8.861843835,8.861843835,-8.861843835,-8.861843835,0,0,0,-0,0,0,-8.861843835,-0,-6.661338148e-016,-1.199040867e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-6.661338148e-016,-1.199040867e-014,-1.199040867e-014,4.817536741,-4.817536741,-13.67938058,22.54122441,-8.861843835,0,2,1
0.387,-12.81579258,-2.586255665,21.66010625,3.719980912,-3.719980912,-8.84431367,6.306236577,6.306236577,-2.528618702,-2.586255665,-2.586255665,0.7342974953,-0.7342974953,-3.719980912,-3.719980912,3.262916197,3.262916197,3.262916197,3.262916197,3.262916197,-12.81579258,21.66010625,21.66010625,17.68862734,0.884431367,0.884431367,-8.84431367,8.84431367,9.728745037,11.93136121,22.87365633,3.719980912,8.84431367,8.84431367,8.84431367,-8.84431367,-8.84431367,0,0,0,-0,0,0,-8.84431367,-0,-5.551115123e-016,-1.110223025e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-5.551115123e-016,-1.110223025e-014,-1.110223025e-014,3.971478906,-3.971478906,-12.81579258,21.66010625,-8.84431367,0,2,1
0.39,-11.91682775,-2.522642412,20.74348556,3.746487401,-3.746487401,-8.826657808,6.269129813,6.269129813,-2.536281335,-2.522642412,-2.522642412,0.745497211,-0.745497211,-3.746487401,-3.746487401,3.281778546,3.281778546,3.281778546,3.281778546,3.281778546,-11.91682775,20.74348556,20.74348556,17.65331562,0.8826657808,0.8826657808,-8.826657808,8.826657808,9.709323589,11.03416197,22.26650134,3.746487401,8.826657808,8.826657808,8.826657808,-8.826657808,-8.826657808,0,0,0,-0,0,0,-8.826657808,-0,-6.661338148e-016,-1.154631946e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-6.661338148e-016,-1.154631946e-014,-1.154631946e-014,3.090169944,-3.090169944,-11.91682775,20.74348556,-8.826657808,0,2,1
0.393,-10.99030891,-2.461822909,19.79918541,3.772940734,-3.772940734,-8.808876499,6.234763643,6.234763643,-2.543757293,-2.461822909,-2.461822909,0.7567763665,-0.7567763665,-3.772940734,-3.772940734,3.300533659,3.300533659,3.300533659,3.300533659,3.300533659,-10.99030891,19.79918541,19.79918541,17.617753,0.8808876499,0.8808876499,-8.808876499,8.808876499,9.689764149,10.10942126,21.68589397,3.772940734,8.808876499,8.808876499,8.808876499,-8.808876499,-8.808876499,0,0,0,-0,0,0,-8.808876499,-0,-6.661338148e-016,-1.065814104e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-6.661338148e-016,-1.065814104e-014,-1.065814104e-014,2.181432414,-2.181432414,-10.99030891,19.79918541,-8.808876499,0,2,1
0.396,-10.04430233,-2.403869033,18.83527233,3.799340509,-3.799340509,-8.790969997,6.203209543,6.203209543,-2.551055034,-2.403869033,-2.403869033,0.7681348375,-0.7681348375,-3.799340509,-3.799340509,3.319189871,3.319189871,3.319189871,3.319189871,3.319189871,-10.04430233,18.83527233,18.83527233,17.58193999,0.8790969997,0.8790969997,-8.790969997,8.790969997,9.670066997,9.165205333,21.13234055,3.799340509,8.790969997,8.790969997,8.790969997,-8.790969997,-8.790969997,0,0,0,-0,0,0,-8.790969997,-0,-6.661338148e-016,-1.199040867e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-6.661338148e-016,-1.199040867e-014,-1.199040867e-014,1.253332336,-1.253332336,-10.04430233,18.83527233,-8.790969997,0,2,1
0.399,-9.087046146,-2.34882586,17.8599847,3.825686376,-3.825686376,-8.772938556,6.174512236,6.174512236,-2.558183344,-2.34882586,-2.34882586,0.7795724255,-0.7795724255,-3.825686376,-3.825686376,3.337755769,3.337755769,3.337755769,3.337755769,3.337755769,-9.087046146,17.8599847,17.8599847,17.54587711,0.8772938556,0.8772938556,-8.772938556,8.772938556,9.650232411,8.209752291,20.60610495,3.825686376,8.772938556,8.772938556,8.772938556,-8.772938556,-8.772938556,0,0,0,-0,0,0,-8.772938556,-0,-6.661338148e-016,-1.287858709e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-6.661338148e-016,-1.287858709e-014,-1.287858709e-014,0.3141075908,-0.3141075908,-9.087046146,17.8599847,-8.772938556,0,2,1
0.402,-8.126877236,-2.316713654,6.881659667,3.831977982,-3.811977982,11.24521757,6.148691635,6.148691635,-2.565171073,-2.316713654,-2.316713654,0.7910689331,-0.7910489331,-3.811977982,-3.811977982,3.356240006,3.356240006,3.356240006,3.356240006,3.356240006,-8.126877236,6.881659667,6.881659667,17.50956486,0.8754782431,0.8754782431,-8.754782431,8.754782431,9.630260674,-2.748601007,20.28232399,3.831977982,-1.245217569,-1.245217569,-1.245217569,11.24521757,11.24521757,20,1,-10,10,10,11,0.2452175687,38.11977982,2.000003674e-005,0.02,10,10,-10,-10,0,0,0,-0,-0,0,0,0,-10,-0,-1.133225051e-015,-1.422126306e-014,-1.422126306e-014,-0.6279051953,0.6279051953,-8.126877236,6.881659667,11.24521757,-10,-1,0
0.405,-7.172157232,-2.297529773,5.908659114,3.828214928,-3.778214928,11.26349812,6.125744701,6.125744701,-2.572091983,-2.297529773,-2.297529773,0.802559231,-0.802434231,-3.778214928,-3.778214928,3.374651214,3.374651214,3.374651214,3.374651214,3.374651214,-7.172157232,5.908659114,5.908659114,17.47300376,0.8736501882,0.8736501882,-8.736501882,8.736501882,9.61015207,-3.701492956,20.07237319,3.828214928,-1.263498118,-1.263498118,-1.263498118,11.26349812,11.26349812,20,1,-10,10,10,11,0.2634981178,37.78214928,0.0001250000373,0.05,10,10,-10,-10,0,0,0,-0,-0,0,0,0,-10,-0,-1.027281558e-015,-1.387084891e-014,-1.387084891e-014,-1.56434465,1.56434465,-7.172157232,5.908659114,11.26349812,-10,-1,0
0.408,-6.231198296,-2.28124573,4.949295464,3.824396845,-3.744396845,11.28190283,6.105642575,6.105642575,-2.578959707,-2.28124573,-2.28124573,0.8140381571,-0.8137181571,-3.744396845,-3.744396845,3.392997864,3.392997864,3.392997864,3.392997864,3.392997864,-6.231198296,4.949295464,4.949295464,17.43619434,0.8718097168,0.8718097168,-8.718097168,8.718097168,9.589906885,-4.64061142,19.88812194,3.824396845,-1.281902832,-1.281902832,-1.281902832,11.28190283,11.28190283,20,1,-10,10,10,11,0.281902832,37.44396845,0.0003200000373,0.08,10,10,-10,-10,0,0,0,-0,-0,0,0,0,-10,-0,-1.05303136e-015,-1.380839887e-014,-1.380839887e-014,-2.486898872,2.486898872,-6.231198296,4.949295464,11.28190283,-10,-1,0
0.411,-5.312189348,-2.267808139,4.011757898,3.820523362,-3.710523362,11.30043145,6.088331501,6.088331501,-2.585782875,-2.267808139,-2.267808139,0.8255055457,-0.8249005456,-3.710523362,-3.710523362,3.411288421,3.411288421,3.411288421,3.411288421,3.411288421,-5.312189348,4.011757898,4.011757898,17.3991371,0.869956855,0.869956855,-8.69956855,8.69956855,9.569525405,-5.557767507,19.72895236,3.820523362,-1.30043145,-1.30043145,-1.30043145,11.30043145,11.30043145,20,1,-10,10,10,11,0.3004314497,37.10523362,0.0006050000373,0.11,10,10,-10,-10,0,0,0,-0,-0,0,0,0,-10,-0,-1.127570259e-015,-1.523781101e-014,-1.523781101e-014,-3.387379202,3.387379202,-5.312189348,4.011757898,11.30043145,-10,-1,0
0.414,-4.423123377,-2.257139582,3.104039669,3.816594108,-3.676594108,11.31908371,6.07373369,6.07373369,-2.592569897,-2.257139582,-2.257139582,0.8369612301,-0.8359812301,-3.676594108,-3.676594108,3.429531127,3.429531127,3.429531127,3.429531127,3.429531127,-4.423123377,3.104039669,3.104039669,17.36183259,0.8680916293,0.8680916293,-8.680916293,8.680916293,9.549007922,-6.444968252,19.59403977,3.816594108,-1.319083707,-1.319083707,-1.319083707,11.31908371,11.31908371,20,1,-10,10,10,11,0.3190837074,36.76594108,0.0009800000373,0.14,10,10,-10,-10,0,0,0,-0,-0,0,0,0,-10,-0,-1.016547957e-015,-1.529332216e-014,-1.529332216e-014,-4.257792916,4.257792916,-4.423123377,3.104039669,11.31908371,-10,-1,0
0.417,-3.571726502,-2.249140463,2.233867162,3.812608716,-3.642608716,11.33785934,6.061749179,6.061749179,-2.59932884,-2.249140463,-2.249140463,0.8484050447,-0.8469600447,-3.642608716,-3.642608716,3.447733885,3.447733885,3.447733885,3.447733885,3.447733885,-3.571726502,2.233867162,2.233867162,17.32428132,0.866214066,0.866214066,-8.66214066,8.66214066,9.528354726,-7.294487564,19.48237106,3.812608716,-1.33785934,-1.33785934,-1.33785934,11.33785934,11.33785934,20,1,-10,10,10,11,0.3378593402,36.42608716,0.001445000037,0.17,10,10,-10,-10,0,0,0,-0,-0,0,0,0,-10,-0,-1.086804258e-015,-1.523781101e-014,-1.523781101e-014,-5.090414158,5.090414158,-3.571726502,2.233867162,11.33785934,-10,-1,0
0.42,-2.765389396,-2.243687666,1.408631315,3.808566817,-3.608566817,11.35675808,6.052254483,6.052254483,-2.606067522,-2.243687666,-2.243687666,0.8598368208,-0.8578368208,-3.608566817,-3.608566817,3.465904343,3.465904343,3.465904343,3.465904343,3.465904343,-2.765389396,1.408631315,1.408631315,17.28648384,0.8643241919,0.8643241919,-8.643241919,8.643241919,9.507566111,-8.098934796,19.39273529,3.808566817,-1.356758081,-1.356758081,-1.356758081,11.35675808,11.35675808,20,1,-10,10,10,11,0.3567580812,36.08566817,0.002000000037,0.2,10,10,-10,-10,0,0,0,-0,-0,0,0,0,-10,-0,-1.208234901e-015,-1.545985562e-014,-1.545985562e-014,-5.877852523,5.877852523,-2.765389396,1.408631315,11.35675808,-10,-1,0
0.423,-2.011101685,-2.240635324,0.6353220231,3.80446804,-3.57446804,11.37577966,6.045103364,6.045103364,-2.612793428,-2.240635324,-2.240635324,0.8712563871,-0.8686113859,-3.57446804,-3.57446804,3.484049815,3.484049815,3.484049815,3.484049815,3.484049815,-2.011101685,0.6353220231,0.6353220231,17.24844068,0.8624220338,0.8624220338,-8.624220338,8.624220338,9.486642372,-8.851320349,19.32373273,3.80446804,-1.375779662,-1.375779662,-1.375779662,11.37577966,11.37577966,20,1,-10,10,10,11,0.3757796618,35.7446804,0.002645001188,0.23,10,10,-10,-10,0,0,0,-0,-0,0,0,0,-10,-0,-1.083334811e-015,-1.273980921e-014,-1.273980921e-014,-6.613118653,6.613118653,-2.011101685,0.6353220231,11.37577966,-10,-1,0
0.426,-1.315389914,-2.239816734,-0.07953389755,3.800312014,-3.540312014,11.39492381,6.040128748,6.040128748,-2.619513581,-2.239816734,-2.239816734,0.882663571,-0.8792835683,-3.540312014,-3.540312014,3.502177152,3.502177152,3.502177152,3.502177152,3.502177152,-1.315389914,-0.07953389755,-0.07953389755,17.21015238,0.8605076188,0.8605076188,-8.605076188,8.605076188,9.465583807,-9.545117705,19.27379365,3.800312014,-1.394923812,-1.394923812,-1.394923812,11.39492381,11.39492381,20,1,-10,10,10,11,0.3949238117,35.40312014,0.003380002666,0.26,10,10,-10,-10,0,0,0,-0,-0,0,0,0,-10,-0,-1.392115589e-015,-1.243449788e-014,-1.243449788e-014,-7.289686274,7.289686274,-1.315389914,-0.07953389755,11.39492381,-10,-1,0
