"time","temperatureSensor.T"
0,20
0.01,20.1154
0.02,20.2152
0.03,20.3148
0.04,20.4143
0.05,20.5137
0.06,20.6129
0.07,20.712
0.08,20.8109
0.09,20.9097
0.1,21.0084
0.11,21.1069
0.12,21.2053
0.13,21.3036
0.14,21.4017
0.15,21.4997
0.16,21.5975
0.17,21.6952
0.18,21.7928
0.19,21.8903
0.2,21.9876
0.21,22.0847
0.22,22.1818
0.23,22.2787
0.24,22.3754
0.25,22.4721
0.26,22.5686
0.27,22.6649
0.28,22.7612
0.29,22.8573
0.3,22.9532
0.31,23.0491
0.32,23.1448
0.33,23.2404
0.34,23.3358
0.35,23.4311
0.36,23.5263
0.37,23.6213
0.38,23.7162
0.39,23.811
0.4,23.9057
0.41,24.0002
0.42,24.0946
0.43,24.1888
0.44,24.283
0.45,24.377
0.46,24.4708
0.47,24.5646
0.48,24.6582
0.49,24.7517
0.5,24.845
0.51,24.9382
0.52,25.0313
0.53,25.1243
0.54,25.2172
0.55,25.3099
0.56,25.4025
0.57,25.4949
0.58,25.5872
0.59,25.6795
0.6,25.7715
0.61,25.8635
0.62,25.9553
0.63,25.9961
0.64,25.9901
0.65,25.9841
0.66,25.9781
0.67,25.9721
0.68,25.9662
0.69,25.9602
0.7,25.9542
0.71,25.9483
0.72,25.9423
0.73,25.9364
0.74,25.9305
0.75,25.9245
0.76,25.9186
0.77,25.9127
0.78,25.9068
0.79,25.9009
0.8,25.895
0.81,25.8891
0.82,25.8832
0.83,25.8773
0.84,25.8715
0.85,25.8656
0.86,25.8597
0.87,25.8539
0.88,25.848
0.89,25.8422
0.9,25.8363
0.91,25.8305
0.92,25.8247
0.93,25.8189
0.94,25.813
0.95,25.8072
0.96,25.8014
0.97,25.7956
0.98,25.7898
0.99,25.784
1,25.7783
1.01,25.7725
1.02,25.7667
1.03,25.761
1.04,25.7552
1.05,25.7494
1.06,25.7437
1.07,25.738
1.08,25.7322
1.09,25.7265
1.1,25.7208
1.11,25.7151
1.12,25.7093
1.13,25.7036
1.14,25.6979
1.15,25.6922
1.16,25.6866
1.17,25.6809
1.18,25.6752
1.19,25.6695
1.2,25.6639
1.21,25.6582
1.22,25.6525
1.23,25.6469
1.24,25.6412
1.25,25.6356
1.26,25.63
1.27,25.6243
1.28,25.6187
1.29,25.6131
1.3,25.6075
1.31,25.6019
1.32,25.5963
1.33,25.5907
1.34,25.5851
1.35,25.5795
1.36,25.574
1.37,25.5684
1.38,25.5628
1.39,25.5573
1.4,25.5517
1.41,25.5462
1.42,25.5406
1.43,25.5351
1.44,25.5295
1.45,25.524
1.46,25.5185
1.47,25.513
1.48,25.5075
1.49,25.502
