"time","Resistor_1.R","Resistor_1.v","Triphasic_Rectifier_1.I1.v","Triphasic_Rectifier_1.I2.v","Triphasic_Rectifier_1.I3.v"
0.0093,1,521.734,77.3426,-299.544,222.201
0.0094,1,525.684,67.8425,-296.769,228.926
0.0095,1,529.116,58.2756,-293.701,235.425
0.0096,1,532.025,48.6511,-290.344,241.692
0.0097,1,534.41,38.9786,-286.699,247.721
0.0098,1,536.266,29.2677,-282.772,253.505
0.0099,1,537.594,19.5279,-278.566,259.039
0.01,1,538.391,9.76875,-274.085,264.317
0.0101,1,538.657,9.60382e-13,-269.334,269.334
0.0102,1,538.391,-9.76875,-264.317,274.085
0.0103,1,537.594,-19.5279,-259.039,278.566
0.0104,1,536.266,-29.2677,-253.505,282.772
0.0105,1,534.41,-38.9786,-247.721,286.699
0.0106,1,532.025,-48.6511,-241.692,290.344
0.0107,1,529.116,-58.2756,-235.425,293.701
0.0108,1,525.684,-67.8425,-228.926,296.769
0.0109,1,521.734,-77.3426,-222.201,299.544
0.011,1,517.269,-86.7662,-215.257,302.023
0.0111,1,512.293,-96.1043,-208.1,304.204
0.0112,1,506.812,-105.347,-200.737,306.085
0.0113,1,500.831,-114.487,-193.177,307.664
0.0114,1,494.355,-123.513,-185.426,308.939
0.0115,1,487.391,-132.417,-177.492,309.909
0.0116,1,479.947,-141.191,-169.383,310.574
0.0117,1,472.029,-149.825,-161.106,310.932
0.0118,1,469.285,-158.312,-152.671,310.983
0.0119,1,477.36,-166.642,-144.085,310.727
0.012,1,484.963,-174.808,-135.357,310.165
0.0121,1,492.088,-182.801,-126.495,309.296
0.0122,1,498.727,-190.614,-117.508,308.123
0.0123,1,504.874,-198.239,-108.406,306.645
0.0124,1,510.522,-205.668,-99.1963,304.864
0.0125,1,515.667,-212.894,-89.8889,302.783
0.0126,1,520.303,-219.91,-80.4927,300.403
0.0127,1,524.425,-226.709,-71.0171,297.726
0.0128,1,528.03,-233.285,-61.4714,294.756
0.0129,1,531.114,-239.63,-51.8651,291.495
0.013,1,533.673,-245.738,-42.2075,287.946
0.0131,1,535.706,-251.604,-32.5084,284.113
0.0132,1,537.21,-257.222,-22.7771,279.999
0.0133,1,538.185,-262.586,-13.0233,275.609
0.0134,1,538.627,-267.691,-3.25672,270.947
0.0135,1,538.539,-272.531,6.51309,266.018
0.0136,1,537.919,-277.103,16.2765,260.827
0.0137,1,536.768,-281.401,26.0238,255.377
0.0138,1,535.087,-285.422,35.7455,249.676
0.0139,1,532.878,-289.16,45.4318,243.729
0.014,1,530.144,-292.614,55.0734,237.541
0.0141,1,526.886,-295.779,64.6605,231.118
0.0142,1,523.108,-298.651,74.1839,224.467
0.0143,1,518.814,-301.229,83.6341,217.595
0.0144,1,514.008,-303.51,93.0017,210.508
0.0145,1,508.695,-305.491,102.278,203.214
0.0146,1,502.88,-307.171,111.452,195.719
0.0147,1,496.568,-308.548,120.517,188.03
0.0148,1,489.766,-309.62,129.463,180.156
0.0149,1,482.481,-310.386,138.282,172.105
0.015,1,474.72,-310.847,146.963,163.883
0.0151,1,466.493,-311,155.5,155.5
0.0152,1,474.72,-310.847,163.883,146.963
0.0153,1,482.481,-310.386,172.105,138.282
0.0154,1,489.766,-309.62,180.156,129.463
0.0155,1,496.568,-308.548,188.03,120.517
0.0156,1,502.88,-307.171,195.719,111.452
0.0157,1,508.695,-305.491,203.214,102.278
0.0158,1,514.008,-303.51,210.508,93.0017
0.0159,1,518.814,-301.229,217.595,83.6341
0.016,1,523.108,-298.651,224.467,74.1839
0.0161,1,526.886,-295.779,231.118,64.6605
0.0162,1,530.144,-292.614,237.541,55.0734
0.0163,1,532.878,-289.16,243.729,45.4318
0.0164,1,535.087,-285.422,249.676,35.7455
0.0165,1,536.768,-281.401,255.377,26.0238
0.0166,1,537.919,-277.103,260.827,16.2765
0.0167,1,538.539,-272.531,266.018,6.51309
0.0168,1,538.627,-267.691,270.947,-3.25672
0.0169,1,538.185,-262.586,275.609,-13.0233
0.017,1,537.21,-257.222,279.999,-22.7771
0.0171,1,535.706,-251.604,284.113,-32.5084
0.0172,1,533.673,-245.738,287.946,-42.2075
0.0173,1,531.114,-239.63,291.495,-51.8651
0.0174,1,528.03,-233.285,294.756,-61.4714
0.0175,1,524.425,-226.709,297.726,-71.0171
0.0176,1,520.303,-219.91,300.403,-80.4927
0.0177,1,515.667,-212.894,302.783,-89.8889
0.0178,1,510.522,-205.668,304.864,-99.1963
0.0179,1,504.874,-198.239,306.645,-108.406
0.018,1,498.727,-190.614,308.123,-117.508
0.0181,1,492.088,-182.801,309.296,-126.495
0.0182,1,484.963,-174.808,310.165,-135.357
0.0183,1,477.36,-166.642,310.727,-144.085
0.0184,1,469.285,-158.312,310.983,-152.671
0.0185,1,472.029,-149.825,310.932,-161.106
0.0186,1,479.947,-141.191,310.574,-169.383
0.0187,1,487.391,-132.417,309.909,-177.492
0.0188,1,494.355,-123.513,308.939,-185.426
0.0189,1,500.831,-114.487,307.664,-193.177
0.019,1,506.812,-105.347,306.085,-200.737
0.0191,1,512.293,-96.1043,304.204,-208.1
0.0192,1,517.269,-86.7662,302.023,-215.257
0.0193,1,521.734,-77.3426,299.544,-222.201
0.0194,1,525.684,-67.8425,296.769,-228.926
0.0195,1,529.116,-58.2756,293.701,-235.425
0.0196,1,532.025,-48.6511,290.344,-241.692
0.0197,1,534.41,-38.9786,286.699,-247.721
0.0198,1,536.266,-29.2677,282.772,-253.505
0.0199,1,537.594,-19.5279,278.566,-259.039
0.02,1,538.391,-9.76875,274.085,-264.317
0.0201,1,538.657,-1.28695e-11,269.334,-269.334
0.0202,1,538.391,9.76875,264.317,-274.085
0.0203,1,537.594,19.5279,259.039,-278.566
0.0204,1,536.266,29.2677,253.505,-282.772
0.0205,1,534.41,38.9786,247.721,-286.699
0.0206,1,532.025,48.6511,241.692,-290.344
0.0207,1,529.116,58.2756,235.425,-293.701
0.0208,1,525.684,67.8425,228.926,-296.769
0.0209,1,521.734,77.3426,222.201,-299.544
0.021,1,517.269,86.7662,215.257,-302.023
0.0211,1,512.293,96.1043,208.1,-304.204
0.0212,1,506.812,105.347,200.737,-306.085
0.0213,1,500.831,114.487,193.177,-307.664
0.0214,1,494.355,123.513,185.426,-308.939
0.0215,1,487.391,132.417,177.492,-309.909
0.0216,1,479.947,141.191,169.383,-310.574
0.0217,1,472.029,149.825,161.106,-310.932
0.0218,1,469.285,158.312,152.671,-310.983
0.0219,1,477.36,166.642,144.085,-310.727
0.022,1,484.963,174.808,135.357,-310.165
0.0221,1,492.088,182.801,126.495,-309.296
0.0222,1,498.727,190.614,117.508,-308.123
0.0223,1,504.874,198.239,108.406,-306.645
0.0224,1,510.522,205.668,99.1963,-304.864
0.0225,1,515.667,212.894,89.8889,-302.783
0.0226,1,520.303,219.91,80.4927,-300.403
0.0227,1,524.425,226.709,71.0171,-297.726
0.0228,1,528.03,233.285,61.4714,-294.756
0.0229,1,531.114,239.63,51.8651,-291.495
0.023,1,533.673,245.738,42.2075,-287.946
0.0231,1,535.706,251.604,32.5084,-284.113
0.0232,1,537.21,257.222,22.7771,-279.999
0.0233,1,538.185,262.586,13.0233,-275.609
0.0234,1,538.627,267.691,3.25672,-270.947
0.0235,1,538.539,272.531,-6.51309,-266.018
0.0236,1,537.919,277.103,-16.2765,-260.827
0.0237,1,536.768,281.401,-26.0238,-255.377
0.0238,1,535.087,285.422,-35.7455,-249.676
0.0239,1,532.878,289.16,-45.4318,-243.729
0.024,1,530.144,292.614,-55.0734,-237.541
0.0241,1,526.886,295.779,-64.6605,-231.118
0.0242,1,523.108,298.651,-74.1839,-224.467
0.0243,1,518.814,301.229,-83.6341,-217.595
0.0244,1,514.008,303.51,-93.0017,-210.508
0.0245,1,508.695,305.491,-102.278,-203.214
0.0246,1,502.88,307.171,-111.452,-195.719
0.0247,1,496.568,308.548,-120.517,-188.03
0.0248,1,489.766,309.62,-129.463,-180.156
0.0249,1,482.481,310.386,-138.282,-172.105
0.025,1,474.72,310.847,-146.963,-163.883
0.0251,1,466.493,311,-155.5,-155.5
0.0252,1,474.72,310.847,-163.883,-146.963
0.0253,1,482.481,310.386,-172.105,-138.282
0.0254,1,489.766,309.62,-180.156,-129.463
0.0255,1,496.568,308.548,-188.03,-120.517
0.0256,1,502.88,307.171,-195.719,-111.452
0.0257,1,508.695,305.491,-203.214,-102.278
0.0258,1,514.008,303.51,-210.508,-93.0017
0.0259,1,518.814,301.229,-217.595,-83.6341
0.026,1,523.108,298.651,-224.467,-74.1839
0.0261,1,526.886,295.779,-231.118,-64.6605
0.0262,1,530.144,292.614,-237.541,-55.0734
0.0263,1,532.878,289.16,-243.729,-45.4318
0.0264,1,535.087,285.422,-249.676,-35.7455
0.0265,1,536.768,281.401,-255.377,-26.0238
0.0266,1,537.919,277.103,-260.827,-16.2765
0.0267,1,538.539,272.531,-266.018,-6.51309
0.0268,1,538.627,267.691,-270.947,3.25672
0.0269,1,538.185,262.586,-275.609,13.0233
0.027,1,537.21,257.222,-279.999,22.7771
0.0271,1,535.706,251.604,-284.113,32.5084
0.0272,1,533.673,245.738,-287.946,42.2075
0.0273,1,531.114,239.63,-291.495,51.8651
0.0274,1,528.03,233.285,-294.756,61.4714
0.0275,1,524.425,226.709,-297.726,71.0171
0.0276,1,520.303,219.91,-300.403,80.4927
0.0277,1,515.667,212.894,-302.783,89.8889
0.0278,1,510.522,205.668,-304.864,99.1963
0.0279,1,504.874,198.239,-306.645,108.406
0.028,1,498.727,190.614,-308.123,117.508
0.0281,1,492.088,182.801,-309.296,126.495
0.0282,1,484.963,174.808,-310.165,135.357
0.0283,1,477.36,166.642,-310.727,144.085
0.0284,1,469.285,158.312,-310.983,152.671
0.0285,1,472.029,149.825,-310.932,161.106
0.0286,1,479.947,141.191,-310.574,169.383
0.0287,1,487.391,132.417,-309.909,177.492
0.0288,1,494.355,123.513,-308.939,185.426
0.0289,1,500.831,114.487,-307.664,193.177
0.029,1,506.812,105.347,-306.085,200.737
0.0291,1,512.293,96.1043,-304.204,208.1
0.0292,1,517.269,86.7662,-302.023,215.257
0.0293,1,521.734,77.3426,-299.544,222.201
0.0294,1,525.684,67.8425,-296.769,228.926
0.0295,1,529.116,58.2756,-293.701,235.425
0.0296,1,532.025,48.6511,-290.344,241.692
0.0297,1,534.41,38.9786,-286.699,247.721
0.0298,1,536.266,29.2677,-282.772,253.505
0.0299,1,537.594,19.5279,-278.566,259.039
0.03,1,538.391,9.76875,-274.085,264.317
0.0301,1,538.657,2.45012e-11,-269.334,269.334
0.0302,1,538.391,-9.76875,-264.317,274.085
0.0303,1,537.594,-19.5279,-259.039,278.566
0.0304,1,536.266,-29.2677,-253.505,282.772
0.0305,1,534.41,-38.9786,-247.721,286.699
0.0306,1,532.025,-48.6511,-241.692,290.344
0.0307,1,529.116,-58.2756,-235.425,293.701
0.0308,1,525.684,-67.8425,-228.926,296.769
0.0309,1,521.734,-77.3426,-222.201,299.544
0.031,1,517.269,-86.7662,-215.257,302.023
0.0311,1,512.293,-96.1043,-208.1,304.204
0.0312,1,506.812,-105.347,-200.737,306.085
0.0313,1,500.831,-114.487,-193.177,307.664
0.0314,1,494.355,-123.513,-185.426,308.939
0.0315,1,487.391,-132.417,-177.492,309.909
0.0316,1,479.947,-141.191,-169.383,310.574
0.0317,1,472.029,-149.825,-161.106,310.932
0.0318,1,469.285,-158.312,-152.671,310.983
0.0319,1,477.36,-166.642,-144.085,310.727
0.032,1,484.963,-174.808,-135.357,310.165
0.0321,1,492.088,-182.801,-126.495,309.296
0.0322,1,498.727,-190.614,-117.508,308.123
0.0323,1,504.874,-198.239,-108.406,306.645
0.0324,1,510.522,-205.668,-99.1963,304.864
0.0325,1,515.667,-212.894,-89.8889,302.783
0.0326,1,520.303,-219.91,-80.4927,300.403
0.0327,1,524.425,-226.709,-71.0171,297.726
0.0328,1,528.03,-233.285,-61.4714,294.756
0.0329,1,531.114,-239.63,-51.8651,291.495
0.033,1,533.673,-245.738,-42.2075,287.946
0.0331,1,535.706,-251.604,-32.5084,284.113
0.0332,1,537.21,-257.222,-22.7771,279.999
0.0333,1,538.185,-262.586,-13.0233,275.609
0.0334,1,538.627,-267.691,-3.25672,270.947
0.0335,1,538.539,-272.531,6.51309,266.018
0.0336,1,537.919,-277.103,16.2765,260.827
0.0337,1,536.768,-281.401,26.0238,255.377
0.0338,1,535.087,-285.422,35.7455,249.676
0.0339,1,532.878,-289.16,45.4318,243.729
0.034,1,530.144,-292.614,55.0734,237.541
0.0341,1,526.886,-295.779,64.6605,231.118
0.0342,1,523.108,-298.651,74.1839,224.467
0.0343,1,518.814,-301.229,83.6341,217.595
0.0344,1,514.008,-303.51,93.0017,210.508
0.0345,1,508.695,-305.491,102.278,203.214
0.0346,1,502.88,-307.171,111.452,195.719
0.0347,1,496.568,-308.548,120.517,188.03
0.0348,1,489.766,-309.62,129.463,180.156
0.0349,1,482.481,-310.386,138.282,172.105
0.035,1,474.72,-310.847,146.963,163.883
0.0351,1,466.493,-311,155.5,155.5
0.0352,1,474.72,-310.847,163.883,146.963
0.0353,1,482.481,-310.386,172.105,138.282
0.0354,1,489.766,-309.62,180.156,129.463
0.0355,1,496.568,-308.548,188.03,120.517
0.0356,1,502.88,-307.171,195.719,111.452
0.0357,1,508.695,-305.491,203.214,102.278
0.0358,1,514.008,-303.51,210.508,93.0017
0.0359,1,518.814,-301.229,217.595,83.6341
0.036,1,523.108,-298.651,224.467,74.1839
0.0361,1,526.886,-295.779,231.118,64.6605
0.0362,1,530.144,-292.614,237.541,55.0734
0.0363,1,532.878,-289.16,243.729,45.4318
0.0364,1,535.087,-285.422,249.676,35.7455
0.0365,1,536.768,-281.401,255.377,26.0238
0.0366,1,537.919,-277.103,260.827,16.2765
0.0367,1,538.539,-272.531,266.018,6.51309
0.0368,1,538.627,-267.691,270.947,-3.25672
0.0369,1,538.185,-262.586,275.609,-13.0233
0.037,1,537.21,-257.222,279.999,-22.7771
0.0371,1,535.706,-251.604,284.113,-32.5084
0.0372,1,533.673,-245.738,287.946,-42.2075
0.0373,1,531.114,-239.63,291.495,-51.8651
0.0374,1,528.03,-233.285,294.756,-61.4714
0.0375,1,524.425,-226.709,297.726,-71.0171
0.0376,1,520.303,-219.91,300.403,-80.4927
0.0377,1,515.667,-212.894,302.783,-89.8889
0.0378,1,510.522,-205.668,304.864,-99.1963
0.0379,1,504.874,-198.239,306.645,-108.406
0.038,1,498.727,-190.614,308.123,-117.508
0.0381,1,492.088,-182.801,309.296,-126.495
0.0382,1,484.963,-174.808,310.165,-135.357
0.0383,1,477.36,-166.642,310.727,-144.085
0.0384,1,469.285,-158.312,310.983,-152.671
0.0385,1,472.029,-149.825,310.932,-161.106
0.0386,1,479.947,-141.191,310.574,-169.383
0.0387,1,487.391,-132.417,309.909,-177.492
0.0388,1,494.355,-123.513,308.939,-185.426
0.0389,1,500.831,-114.487,307.664,-193.177
0.039,1,506.812,-105.347,306.085,-200.737
0.0391,1,512.293,-96.1043,304.204,-208.1
0.0392,1,517.269,-86.7662,302.023,-215.257
0.0393,1,521.734,-77.3426,299.544,-222.201
0.0394,1,525.684,-67.8425,296.769,-228.926
0.0395,1,529.116,-58.2756,293.701,-235.425
0.0396,1,532.025,-48.6511,290.344,-241.692
0.0397,1,534.41,-38.9786,286.699,-247.721
0.0398,1,536.266,-29.2677,282.772,-253.505
0.0399,1,537.594,-19.5279,278.566,-259.039
0.04,1,538.391,-9.76875,274.085,-264.317
