"time","y2","y1"
0,0,1
0.02,0,1
0.04,0,1
0.06,0,1
0.08,0,1
0.1,3,1
0.12,3,1
0.14,3,1
0.16,3,1
0.18,3,1
0.2,3,1
0.22,3,1
0.24,3,1
0.261,3,1
0.281,3,1
0.301,3,1
0.321,3,1
0.341,3,1
0.361,3,1
0.381,3,1
0.401,3,1
0.421,3,1
0.441,3,1
0.461,3,1
0.481,3,1
0.502,3,0
0.522,3,0
0.542,3,0
0.562,3,0
0.582,3,0
0.602,0,0
0.622,0,0
0.642,0,0
0.662,0,0
0.682,0,0
0.702,0,0
0.722,0,0
0.742,0,0
0.762,0,0
0.782,0,0
0.802,0,0
0.822,0,0
0.842,0,0
0.862,0,0
0.882,0,0
0.902,0,0
0.922,0,0
0.942,0,0
0.962,0,0
0.982,0,0
1.003,0,1
1.024,0,1
1.045,0,1
1.066,0,1
1.087,0,1
1.108,3,1
1.129,3,1
1.15,3,1
1.171,3,1
1.192,3,1
1.213,3,1
1.234,3,1
1.255,3,1
1.276,3,1
1.297,3,1
1.318,3,1
1.339,3,1
1.36,3,1
1.381,3,1
1.402,3,1
1.423,3,1
1.444,3,1
1.465,3,1
1.486,3,1
1.507,3,0
1.528,3,0
1.549,3,0
1.57,3,0
1.591,3,0
1.612,0,0
1.633,0,0
1.654,0,0
1.675,0,0
1.696,0,0
1.717,0,0
1.738,0,0
1.759,0,0
1.78,0,0
1.801,0,0
1.822,0,0
1.843,0,0
1.864,0,0
1.885,0,0
1.906,0,0
1.927,0,0
1.948,0,0
1.969,0,0
1.99,0,0
2.011,0,1
2.032,0,1
2.053,0,1
2.074,0,1
2.095,0,1
2.116,3,1
2.137,3,1
2.158,3,1
2.179,3,1
2.2,3,1
2.221,3,1
2.242,3,1
2.263,3,1
2.284,3,1
2.305,3,1
2.326,3,1
2.347,3,1
2.368,3,1
2.389,3,1
2.41,3,1
2.431,3,1
2.452,3,1
2.473,3,1
2.494,3,1
2.515,3,0
2.536,3,0
2.557,3,0
2.578,3,0
2.599,3,0
2.62,0,0
2.641,0,0
2.662,0,0
2.683,0,0
2.704,0,0
2.725,0,0
2.746,0,0
2.767,0,0
2.788,0,0
2.809,0,0
2.83,0,0
2.851,0,0
2.872,0,0
2.893,0,0
2.914,0,0
2.935,0,0
2.956,0,0
2.977,0,0
2.998,0,0
3.019,0,1
3.04,0,1
3.061,0,1
3.082,0,1
3.103,3,1
3.124,3,1
3.145,3,1
3.166,3,1
3.187,3,1
3.208,3,1
3.229,3,1
3.25,3,1
3.271,3,1
3.292,3,1
3.313,3,1
3.334,3,1
3.355,3,1
3.376,3,1
3.397,3,1
3.418,3,1
3.439,3,1
3.46,3,1
3.481,3,1
3.502,3,0
3.523,3,0
3.544,3,0
3.565,3,0
3.586,3,0
3.607,0,0
3.628,0,0
3.649,0,0
3.67,0,0
3.691,0,0
3.712,0,0
3.733,0,0
3.754,0,0
3.775,0,0
3.796,0,0
3.817,0,0
3.838,0,0
3.859,0,0
3.88,0,0
3.901,0,0
3.922,0,0
3.943,0,0
3.964,0,0
3.985,0,0
4.005,0,1
4.025,0,1
4.045,0,1
4.065,0,1
4.085,0,1
4.105,3,1
4.125,3,1
4.145,3,1
4.165,3,1
4.185,3,1
4.205,3,1
4.225,3,1
4.245,3,1
4.265,3,1
4.285,3,1
4.305,3,1
4.325,3,1
4.345,3,1
4.365,3,1
4.385,3,1
4.405,3,1
4.425,3,1
4.445,3,1
4.465,3,1
4.485,3,1
4.505,3,0
4.525,3,0
4.545,3,0
4.565,3,0
4.585,3,0
4.605,0,0
4.625,0,0
4.645,0,0
4.665,0,0
4.685,0,0
4.705,0,0
4.725,0,0
4.745,0,0
4.765,0,0
4.785,0,0
4.805,0,0
4.825,0,0
4.845,0,0
4.865,0,0
4.885,0,0
4.905,0,0
4.925,0,0
4.945,0,0
4.965,0,0
4.985,0,0
5.005,0,0
5.025,0,0
5.045,0,0
5.065,0,0
5.085,0,0
5.105,0,0
5.125,0,0
5.145,0,0
5.165,0,0
5.185,0,0
5.205,0,0
5.225,0,0
5.245,0,0
5.265,0,0
5.285,0,0
5.305,0,0
5.325,0,0
5.345,0,0
5.365,0,0
5.385,0,0
5.405,0,0
5.425,0,0
5.445,0,0
5.465,0,0
5.485,0,0
5.505,0,0
5.525,0,0
5.545,0,0
5.565,0,0
5.585,0,0
5.605,0,0
5.625,0,0
5.645,0,0
5.665,0,0
5.685,0,0
5.705,0,0
5.725,0,0
5.745,0,0
5.765,0,0
5.785,0,0
5.805,0,0
5.825,0,0
5.845,0,0
5.865,0,0
5.885,0,0
5.905,0,0
5.925,0,0
5.945,0,0
5.965,0,0
5.985,0,0
6.005,0,0
6.025,0,0
6.045,0,0
6.065,0,0
6.085,0,0
6.105,0,0
6.125,0,0
6.145,0,0
6.165,0,0
6.185,0,0
6.205,0,0
6.225,0,0
6.245,0,0
6.265,0,0
6.285,0,0
6.305,0,0
6.325,0,0
6.345,0,0
6.365,0,0
6.385,0,0
6.405,0,0
6.425,0,0
6.445,0,0
6.465,0,0
6.485,0,0
6.505,0,0
6.525,0,0
6.545,0,0
6.565,0,0
6.585,0,0
6.605,0,0
6.625,0,0
6.645,0,0
6.665,0,0
6.685,0,0
6.705,0,0
6.725,0,0
6.745,0,0
6.765,0,0
6.785,0,0
6.805,0,0
6.825,0,0
6.845,0,0
6.865,0,0
6.885,0,0
6.905,0,0
6.925,0,0
6.945,0,0
6.965,0,0
6.985,0,0
7.005,0,0
7.025,0,0
7.045,0,0
7.065,0,0
7.085,0,0
7.105,0,0
7.125,0,0
7.145,0,0
7.165,0,0
7.185,0,0
7.205,0,0
7.225,0,0
7.245,0,0
7.265,0,0
7.285,0,0
7.305,0,0
7.325,0,0
7.345,0,0
7.365,0,0
7.385,0,0
7.405,0,0
7.425,0,0
7.445,0,0
7.465,0,0
7.485,0,0
7.505,0,0
7.525,0,0
7.545,0,0
7.565,0,0
7.585,0,0
7.605,0,0
7.625,0,0
7.645,0,0
7.665,0,0
7.685,0,0
7.705,0,0
7.725,0,0
7.745,0,0
7.765,0,0
7.785,0,0
7.805,0,0
7.825,0,0
7.845,0,0
7.865,0,0
7.885,0,0
7.905,0,0
7.925,0,0
7.945,0,0
7.965,0,0
7.985,0,0
8.005,0,0
8.026,0,0
8.047,0,0
8.068,0,0
8.089,0,0
8.11,0,0
8.131,0,0
8.152,0,0
8.173,0,0
8.194,0,0
8.215,0,0
8.236,0,0
8.257,0,0
8.278,0,0
8.299,0,0
8.32,0,0
8.341,0,0
8.362,0,0
8.383,0,0
8.404,0,0
8.425,0,0
8.446,0,0
8.467,0,0
8.488,0,0
8.509,0,0
8.53,0,0
8.551,0,0
8.572,0,0
8.593,0,0
8.614,0,0
8.635,0,0
8.656,0,0
8.677,0,0
8.698,0,0
8.719,0,0
8.74,0,0
8.761,0,0
8.782,0,0
8.803,0,0
8.824,0,0
8.845,0,0
8.866,0,0
8.887,0,0
8.908,0,0
8.929,0,0
8.95,0,0
8.971,0,0
8.992,0,0
9.013,0,0
9.034,0,0
9.055,0,0
9.076,0,0
9.097,0,0
9.118,0,0
9.139,0,0
9.16,0,0
9.181,0,0
9.202,0,0
9.223,0,0
9.244,0,0
9.265,0,0
9.286,0,0
9.307,0,0
9.328,0,0
9.349,0,0
9.37,0,0
9.391,0,0
9.412,0,0
9.433,0,0
9.454,0,0
9.475,0,0
9.496,0,0
9.517,0,0
9.538,0,0
9.559,0,0
9.58,0,0
9.601,0,0
9.622,0,0
9.643,0,0
9.664,0,0
9.685,0,0
9.706,0,0
9.727,0,0
9.748,0,0
9.769,0,0
9.79,0,0
9.811,0,0
9.832,0,0
9.853,0,0
9.874,0,0
9.895,0,0
9.916,0,0
9.937,0,0
9.958,0,0
9.979,0,0
10,0,0
10.001,0,0
