Time,temperatureSensor_port_T,onOffController_reference
3.709,305.269,32.1167
3.71,305.268,32.1208
3.711,305.267,32.125
3.712,305.266,32.1292
3.713,305.265,32.1333
3.714,305.263,32.1375
3.715,305.262,32.1417
3.716,305.261,32.1458
3.717,305.26,32.15
3.718,305.259,32.1542
3.719,305.257,32.1583
3.72,305.256,32.1625
3.721,305.255,32.1667
3.722,305.254,32.1708
3.723,305.253,32.175
3.724,305.251,32.1792
3.725,305.25,32.1833
3.726,305.249,32.1875
3.727,305.248,32.1917
3.728,305.246,32.1958
3.729,305.245,32.2
3.73,305.244,32.2042
3.731,305.243,32.2083
3.732,305.242,32.2125
3.733,305.24,32.2167
3.734,305.239,32.2208
3.735,305.238,32.225
3.736,305.237,32.2292
3.737,305.236,32.2333
3.738,305.234,32.2375
3.739,305.233,32.2417
3.74,305.232,32.2458
3.741,305.231,32.25
3.742,305.23,32.2542
3.743,305.228,32.2583
3.744,305.227,32.2625
3.745,305.226,32.2667
3.746,305.225,32.2708
3.747,305.224,32.275
3.748,305.222,32.2792
3.749,305.221,32.2833
3.75,305.22,32.2875
3.751,305.219,32.2917
3.752,305.217,32.2958
3.753,305.216,32.3
3.754,305.215,32.3042
3.755,305.214,32.3083
3.756,305.213,32.3125
3.757,305.211,32.3167
3.758,305.21,32.3208
3.759,305.209,32.325
3.76,305.208,32.3292
3.761,305.207,32.3333
3.762,305.205,32.3375
3.763,305.204,32.3417
3.764,305.203,32.3458
3.765,305.202,32.35
3.766,305.201,32.3542
3.767,305.199,32.3583
3.768,305.198,32.3625
3.769,305.197,32.3667
3.77,305.196,32.3708
3.771,305.195,32.375
3.772,305.193,32.3792
3.773,305.192,32.3833
3.774,305.191,32.3875
3.775,305.19,32.3917
3.776,305.189,32.3958
3.777,305.187,32.4
3.778,305.186,32.4042
3.779,305.185,32.4083
3.78,305.184,32.4125
3.781,305.183,32.4167
3.782,305.181,32.4208
3.783,305.18,32.425
3.784,305.179,32.4292
3.785,305.178,32.4333
3.786,305.177,32.4375
3.787,305.175,32.4417
3.788,305.174,32.4458
3.789,305.173,32.45
3.79,305.172,32.4542
3.791,305.171,32.4583
3.792,305.169,32.4625
3.793,305.168,32.4667
3.794,305.167,32.4708
3.795,305.166,32.475
3.796,305.165,32.4792
3.797,305.163,32.4833
3.798,305.162,32.4875
3.799,305.161,32.4917
3.8,305.16,32.4958
3.801,305.159,32.5
3.802,305.157,32.5042
3.803,305.156,32.5083
3.804,305.155,32.5125
3.805,305.154,32.5167
3.806,305.153,32.5208
3.807,305.151,32.525
3.808,305.15,32.5292
3.809,305.149,32.5333
3.81,305.148,32.5375
3.811,305.147,32.5417
3.812,305.145,32.5458
3.813,305.144,32.55
3.814,305.143,32.5542
3.815,305.142,32.5583
3.816,305.141,32.5625
3.817,305.139,32.5667
3.818,305.138,32.5708
3.819,305.137,32.575
3.82,305.136,32.5792
3.821,305.135,32.5833
3.822,305.133,32.5875
3.823,305.132,32.5917
3.824,305.131,32.5958
3.825,305.13,32.6
3.826,305.129,32.6042
3.827,305.127,32.6083
3.828,305.126,32.6125
3.829,305.125,32.6167
3.83,305.124,32.6208
3.831,305.123,32.625
3.832,305.121,32.6292
3.833,305.12,32.6333
3.834,305.119,32.6375
3.835,305.118,32.6417
3.836,305.117,32.6458
3.837,305.115,32.65
3.838,305.114,32.6542
3.839,305.113,32.6583
3.84,305.112,32.6625
3.841,305.111,32.6667
3.842,305.109,32.6708
3.843,305.108,32.675
3.844,305.107,32.6792
3.845,305.106,32.6833
3.846,305.105,32.6875
3.847,305.103,32.6917
3.848,305.102,32.6958
3.849,305.101,32.7
3.85,305.1,32.7042
3.851,305.099,32.7083
3.852,305.097,32.7125
3.853,305.096,32.7167
3.854,305.095,32.7208
3.855,305.094,32.725
3.856,305.093,32.7292
3.857,305.091,32.7333
3.858,305.09,32.7375
3.859,305.089,32.7417
3.86,305.088,32.7458
3.861,305.087,32.75
3.862,305.085,32.7542
3.863,305.084,32.7583
3.864,305.083,32.7625
3.865,305.082,32.7667
3.866,305.081,32.7708
3.867,305.08,32.775
3.868,305.078,32.7792
3.869,305.077,32.7833
3.87,305.076,32.7875
3.871,305.075,32.7917
3.872,305.074,32.7958
3.873,305.072,32.8
3.874,305.071,32.8042
3.875,305.07,32.8083
3.876,305.069,32.8125
3.877,305.068,32.8167
3.878,305.066,32.8208
3.879,305.065,32.825
3.88,305.064,32.8292
3.881,305.063,32.8333
3.882,305.062,32.8375
3.883,305.06,32.8417
3.884,305.059,32.8458
3.885,305.058,32.85
3.886,305.057,32.8542
3.887,305.056,32.8583
3.888,305.054,32.8625
3.889,305.053,32.8667
3.89,305.052,32.8708
3.891,305.051,32.875
3.892,305.05,32.8792
3.893,305.049,32.8833
3.894,305.047,32.8875
3.895,305.046,32.8917
3.896,305.052,32.8958
3.897,305.06,32.9
3.898,305.069,32.9042
3.899,305.077,32.9083
3.9,305.085,32.9125
3.901,305.094,32.9167
3.902,305.102,32.9208
3.903,305.11,32.925
3.904,305.119,32.9292
3.905,305.127,32.9333
3.906,305.136,32.9375
3.907,305.144,32.9417
3.908,305.152,32.9458
3.909,305.161,32.95
3.91,305.169,32.9542
3.911,305.177,32.9583
3.912,305.186,32.9625
3.913,305.194,32.9667
3.914,305.202,32.9708
3.915,305.211,32.975
3.916,305.219,32.9792
3.917,305.227,32.9833
3.918,305.236,32.9875
3.919,305.244,32.9917
3.92,305.252,32.9958
3.921,305.261,33
3.922,305.269,33.0042
3.923,305.277,33.0083
3.924,305.286,33.0125
3.925,305.294,33.0167
3.926,305.302,33.0208
3.927,305.311,33.025
3.928,305.319,33.0292
3.929,305.327,33.0333
3.93,305.336,33.0375
3.931,305.344,33.0417
3.932,305.352,33.0458
3.933,305.361,33.05
3.934,305.369,33.0542
3.935,305.377,33.0583
3.936,305.386,33.0625
3.937,305.394,33.0667
3.938,305.402,33.0708
3.939,305.411,33.075
3.94,305.419,33.0792
3.941,305.427,33.0833
3.942,305.435,33.0875
3.943,305.444,33.0917
3.944,305.452,33.0958
3.945,305.46,33.1
3.946,305.469,33.1042
3.947,305.477,33.1083
3.948,305.485,33.1125
3.949,305.494,33.1167
3.95,305.502,33.1208
3.951,305.51,33.125
3.952,305.519,33.1292
3.953,305.527,33.1333
3.954,305.535,33.1375
3.955,305.543,33.1417
3.956,305.552,33.1458
3.957,305.56,33.15
3.958,305.568,33.1542
3.959,305.577,33.1583
3.96,305.585,33.1625
3.961,305.593,33.1667
3.962,305.601,33.1708
3.963,305.61,33.175
3.964,305.618,33.1792
3.965,305.626,33.1833
3.966,305.635,33.1875
3.967,305.643,33.1917
3.968,305.651,33.1958
3.969,305.659,33.2
3.97,305.668,33.2042
3.971,305.676,33.2083
3.972,305.684,33.2125
3.973,305.693,33.2167
3.974,305.701,33.2208
3.975,305.709,33.225
3.976,305.717,33.2292
3.977,305.726,33.2333
3.978,305.734,33.2375
3.979,305.742,33.2417
3.98,305.751,33.2458
3.981,305.759,33.25
3.982,305.767,33.2542
3.983,305.775,33.2583
3.984,305.784,33.2625
3.985,305.792,33.2667
3.986,305.8,33.2708
3.987,305.808,33.275
3.988,305.817,33.2792
3.989,305.825,33.2833
3.99,305.833,33.2875
3.991,305.841,33.2917
3.992,305.85,33.2958
3.993,305.858,33.3
3.994,305.866,33.3042
3.995,305.874,33.3083
3.996,305.883,33.3125
3.997,305.891,33.3167
3.998,305.899,33.3208
3.999,305.907,33.325
4,305.916,33.3292
4.001,305.924,33.3333
4.002,305.932,33.3375
4.003,305.94,33.3417
4.004,305.949,33.3458
4.005,305.957,33.35
4.006,305.965,33.3542
4.007,305.973,33.3583
4.008,305.982,33.3625
4.009,305.99,33.3667
4.01,305.998,33.3708
4.011,306.006,33.375
4.012,306.015,33.3792
4.013,306.023,33.3833
4.014,306.031,33.3875
4.015,306.039,33.3917
4.016,306.047,33.3958
4.017,306.056,33.4
4.018,306.064,33.4042
4.019,306.072,33.4083
4.02,306.08,33.4125
4.021,306.089,33.4167
4.022,306.097,33.4208
4.023,306.105,33.425
4.024,306.113,33.4292
4.025,306.121,33.4333
4.026,306.13,33.4375
4.027,306.138,33.4417
4.028,306.146,33.4458
4.029,306.154,33.45
4.03,306.163,33.4542
4.031,306.171,33.4583
4.032,306.179,33.4625
4.033,306.187,33.4667
4.034,306.195,33.4708
4.035,306.204,33.475
4.036,306.212,33.4792
4.037,306.22,33.4833
4.038,306.228,33.4875
4.039,306.236,33.4917
4.04,306.245,33.4958
4.041,306.253,33.5
4.042,306.261,33.5042
4.043,306.269,33.5083
4.044,306.277,33.5125
4.045,306.286,33.5167
4.046,306.294,33.5208
4.047,306.302,33.525
4.048,306.31,33.5292
4.049,306.318,33.5333
4.05,306.327,33.5375
4.051,306.335,33.5417
4.052,306.343,33.5458
4.053,306.351,33.55
4.054,306.359,33.5542
4.055,306.368,33.5583
4.056,306.376,33.5625
4.057,306.384,33.5667
4.058,306.392,33.5708
4.059,306.4,33.575
4.06,306.408,33.5792
4.061,306.417,33.5833
4.062,306.425,33.5875
4.063,306.433,33.5917
4.064,306.441,33.5958
4.065,306.449,33.6
4.066,306.458,33.6042
4.067,306.466,33.6083
4.068,306.474,33.6125
4.069,306.482,33.6167
4.07,306.49,33.6208
4.071,306.498,33.625
4.072,306.507,33.6292
4.073,306.515,33.6333
4.074,306.523,33.6375
4.075,306.531,33.6417
4.076,306.539,33.6458
4.077,306.547,33.65
4.078,306.556,33.6542
4.079,306.564,33.6583
4.08,306.572,33.6625
4.081,306.58,33.6667
4.082,306.588,33.6708
4.083,306.596,33.675
4.084,306.604,33.6792
4.085,306.613,33.6833
4.086,306.621,33.6875
4.087,306.629,33.6917
4.088,306.637,33.6958
4.089,306.645,33.7
4.09,306.653,33.7042
4.091,306.662,33.7083
4.092,306.67,33.7125
4.093,306.678,33.7167
4.094,306.686,33.7208
4.095,306.694,33.725
4.096,306.702,33.7292
4.097,306.71,33.7333
4.098,306.719,33.7375
4.099,306.727,33.7417
4.1,306.735,33.7458
4.101,306.743,33.75
4.102,306.751,33.7542
4.103,306.759,33.7583
4.104,306.767,33.7625
4.105,306.775,33.7667
4.106,306.784,33.7708
4.107,306.792,33.775
4.108,306.8,33.7792
4.109,306.808,33.7833
4.11,306.816,33.7875
4.111,306.824,33.7917
4.112,306.832,33.7958
4.113,306.84,33.8
4.114,306.849,33.8042
4.115,306.857,33.8083
4.116,306.865,33.8125
4.117,306.873,33.8167
4.118,306.881,33.8208
4.119,306.889,33.825
4.12,306.897,33.8292
4.121,306.905,33.8333
4.122,306.913,33.8375
4.123,306.922,33.8417
4.124,306.93,33.8458
4.125,306.938,33.85
4.126,306.946,33.8542
4.127,306.954,33.8583
4.128,306.962,33.8625
4.129,306.97,33.8667
4.13,306.978,33.8708
4.131,306.986,33.875
4.132,306.995,33.8792
4.133,307.003,33.8833
4.134,307.011,33.8875
4.135,307.019,33.8917
4.136,307.027,33.8958
4.137,307.035,33.9
4.138,307.043,33.9042
4.139,307.051,33.9083
4.14,307.059,33.9125
4.141,307.067,33.9167
4.142,307.076,33.9208
4.143,307.084,33.925
4.144,307.092,33.9292
4.145,307.1,33.9333
4.146,307.108,33.9375
4.147,307.116,33.9417
4.148,307.124,33.9458
4.149,307.132,33.95
4.15,307.14,33.9542
4.151,307.148,33.9583
4.152,307.156,33.9625
4.153,307.164,33.9667
4.154,307.173,33.9708
4.155,307.181,33.975
4.156,307.189,33.9792
4.157,307.197,33.9833
4.158,307.205,33.9875
4.159,307.213,33.9917
4.16,307.221,33.9958
4.161,307.229,34
4.162,307.237,34.0042
4.163,307.245,34.0083
4.164,307.253,34.0125
4.165,307.261,34.0167
4.166,307.269,34.0208
4.167,307.277,34.025
4.168,307.285,34.0292
4.169,307.294,34.0333
4.17,307.302,34.0375
4.171,307.31,34.0417
4.172,307.318,34.0458
4.173,307.326,34.05
4.174,307.334,34.0542
4.175,307.342,34.0583
4.176,307.35,34.0625
4.177,307.358,34.0667
4.178,307.366,34.0708
4.179,307.374,34.075
4.18,307.382,34.0792
4.181,307.39,34.0833
4.182,307.398,34.0875
4.183,307.406,34.0917
4.184,307.414,34.0958
4.185,307.422,34.1
4.186,307.43,34.1042
4.187,307.438,34.1083
4.188,307.446,34.1125
4.189,307.455,34.1167
4.19,307.463,34.1208
4.191,307.471,34.125
4.192,307.479,34.1292
4.193,307.487,34.1333
4.194,307.495,34.1375
4.195,307.503,34.1417
4.196,307.511,34.1458
4.197,307.519,34.15
4.198,307.527,34.1542
4.199,307.535,34.1583
4.2,307.543,34.1625
4.201,307.551,34.1667
4.202,307.559,34.1708
4.203,307.567,34.175
4.204,307.575,34.1792
4.205,307.583,34.1833
4.206,307.591,34.1875
4.207,307.599,34.1917
4.208,307.607,34.1958
4.209,307.615,34.2
4.21,307.623,34.2042
4.211,307.631,34.2083
4.212,307.639,34.2125
4.213,307.647,34.2167
4.214,307.655,34.2208
4.215,307.663,34.225
4.216,307.671,34.2292
4.217,307.679,34.2333
4.218,307.687,34.2375
4.219,307.695,34.2417
4.22,307.703,34.2458
4.221,307.711,34.25
4.222,307.719,34.2542
4.223,307.727,34.2583
4.224,307.735,34.2625
4.225,307.743,34.2667
4.226,307.751,34.2708
4.227,307.759,34.275
4.228,307.767,34.2792
4.229,307.775,34.2833
4.23,307.783,34.2875
4.231,307.791,34.2917
4.232,307.799,34.2958
4.233,307.807,34.3
4.234,307.815,34.3042
4.235,307.823,34.3083
4.236,307.831,34.3125
4.237,307.839,34.3167
4.238,307.847,34.3208
4.239,307.855,34.325
4.24,307.863,34.3292
4.241,307.871,34.3333
4.242,307.879,34.3375
4.243,307.887,34.3417
4.244,307.895,34.3458
4.245,307.903,34.35
4.246,307.911,34.3542
4.247,307.919,34.3583
4.248,307.927,34.3625
4.249,307.935,34.3667
4.25,307.943,34.3708
4.251,307.951,34.375
4.252,307.959,34.3792
4.253,307.967,34.3833
4.254,307.975,34.3875
4.255,307.983,34.3917
4.256,307.991,34.3958
4.257,307.999,34.4
4.258,308.007,34.4042
4.259,308.015,34.4083
4.26,308.023,34.4125
4.261,308.03,34.4167
4.262,308.038,34.4208
4.263,308.046,34.425
4.264,308.054,34.4292
4.265,308.062,34.4333
4.266,308.07,34.4375
4.267,308.078,34.4417
4.268,308.086,34.4458
4.269,308.094,34.45
4.27,308.102,34.4542
4.271,308.11,34.4583
4.272,308.118,34.4625
4.273,308.126,34.4667
4.274,308.134,34.4708
4.275,308.142,34.475
4.276,308.15,34.4792
4.277,308.158,34.4833
4.278,308.166,34.4875
4.279,308.174,34.4917
4.28,308.182,34.4958
4.281,308.189,34.5
4.282,308.197,34.5042
4.283,308.205,34.5083
4.284,308.213,34.5125
4.285,308.221,34.5167
4.286,308.229,34.5208
4.287,308.237,34.525
4.288,308.245,34.5292
4.289,308.253,34.5333
4.29,308.261,34.5375
4.291,308.269,34.5417
4.292,308.277,34.5458
4.293,308.285,34.55
4.294,308.293,34.5542
4.295,308.301,34.5583
4.296,308.308,34.5625
4.297,308.316,34.5667
4.298,308.324,34.5708
4.299,308.332,34.575
4.3,308.34,34.5792
4.301,308.348,34.5833
4.302,308.356,34.5875
4.303,308.364,34.5917
4.304,308.372,34.5958
4.305,308.38,34.6
4.306,308.388,34.6042
4.307,308.396,34.6083
4.308,308.403,34.6125
4.309,308.411,34.6167
4.31,308.419,34.6208
4.311,308.427,34.625
4.312,308.435,34.6292
4.313,308.443,34.6333
4.314,308.451,34.6375
4.315,308.459,34.6417
4.316,308.467,34.6458
4.317,308.475,34.65
4.318,308.482,34.6542
4.319,308.49,34.6583
4.32,308.498,34.6625
4.321,308.506,34.6667
4.322,308.514,34.6708
4.323,308.522,34.675
4.324,308.53,34.6792
4.325,308.538,34.6833
4.326,308.546,34.6875
4.327,308.554,34.6917
4.328,308.561,34.6958
4.329,308.569,34.7
4.33,308.577,34.7042
4.331,308.585,34.7083
4.332,308.593,34.7125
4.333,308.601,34.7167
4.334,308.609,34.7208
4.335,308.617,34.725
4.336,308.625,34.7292
4.337,308.632,34.7333
4.338,308.64,34.7375
4.339,308.648,34.7417
4.34,308.656,34.7458
4.341,308.664,34.75
4.342,308.672,34.7542
4.343,308.68,34.7583
4.344,308.688,34.7625
4.345,308.695,34.7667
4.346,308.703,34.7708
4.347,308.711,34.775
4.348,308.719,34.7792
4.349,308.727,34.7833
4.35,308.735,34.7875
4.351,308.743,34.7917
4.352,308.75,34.7958
4.353,308.758,34.8
4.354,308.766,34.8042
4.355,308.774,34.8083
4.356,308.782,34.8125
4.357,308.79,34.8167
4.358,308.798,34.8208
4.359,308.805,34.825
4.36,308.813,34.8292
4.361,308.821,34.8333
4.362,308.829,34.8375
4.363,308.837,34.8417
4.364,308.845,34.8458
4.365,308.853,34.85
4.366,308.86,34.8542
4.367,308.868,34.8583
4.368,308.876,34.8625
4.369,308.884,34.8667
4.37,308.892,34.8708
4.371,308.9,34.875
4.372,308.908,34.8792
4.373,308.915,34.8833
4.374,308.923,34.8875
4.375,308.931,34.8917
4.376,308.939,34.8958
4.377,308.947,34.9
4.378,308.955,34.9042
4.379,308.962,34.9083
4.38,308.97,34.9125
4.381,308.978,34.9167
4.382,308.986,34.9208
4.383,308.994,34.925
4.384,309.002,34.9292
4.385,309.009,34.9333
4.386,309.017,34.9375
4.387,309.025,34.9417
4.388,309.033,34.9458
4.389,309.041,34.95
4.39,309.048,34.9542
4.391,309.056,34.9583
4.392,309.064,34.9625
4.393,309.072,34.9667
4.394,309.08,34.9708
4.395,309.088,34.975
4.396,309.095,34.9792
4.397,309.103,34.9833
4.398,309.111,34.9875
4.399,309.119,34.9917
4.4,309.127,34.9958
4.401,309.134,35
4.402,309.142,35.0042
4.403,309.15,35.0083
4.404,309.158,35.0125
4.405,309.166,35.0167
4.406,309.17,35.0208
4.407,309.169,35.025
4.408,309.167,35.0292
4.409,309.165,35.0333
4.41,309.164,35.0375
4.411,309.162,35.0417
4.412,309.161,35.0458
4.413,309.159,35.05
4.414,309.157,35.0542
4.415,309.156,35.0583
4.416,309.154,35.0625
4.417,309.153,35.0667
4.418,309.151,35.0708
4.419,309.149,35.075
4.42,309.148,35.0792
4.421,309.146,35.0833
4.422,309.145,35.0875
4.423,309.143,35.0917
4.424,309.141,35.0958
4.425,309.14,35.1
4.426,309.138,35.1042
4.427,309.137,35.1083
4.428,309.135,35.1125
4.429,309.133,35.1167
4.43,309.132,35.1208
4.431,309.13,35.125
4.432,309.129,35.1292
4.433,309.127,35.1333
4.434,309.125,35.1375
4.435,309.124,35.1417
4.436,309.122,35.1458
4.437,309.121,35.15
4.438,309.119,35.1542
4.439,309.117,35.1583
4.44,309.116,35.1625
4.441,309.114,35.1667
4.442,309.113,35.1708
4.443,309.111,35.175
4.444,309.11,35.1792
4.445,309.108,35.1833
4.446,309.106,35.1875
4.447,309.105,35.1917
4.448,309.103,35.1958
4.449,309.102,35.2
4.45,309.1,35.2042
4.451,309.098,35.2083
4.452,309.097,35.2125
4.453,309.095,35.2167
4.454,309.094,35.2208
4.455,309.092,35.225
4.456,309.09,35.2292
4.457,309.089,35.2333
4.458,309.087,35.2375
4.459,309.086,35.2417
4.46,309.084,35.2458
4.461,309.082,35.25
4.462,309.081,35.2542
4.463,309.079,35.2583
4.464,309.078,35.2625
4.465,309.076,35.2667
4.466,309.074,35.2708
4.467,309.073,35.275
4.468,309.071,35.2792
4.469,309.07,35.2833
4.47,309.068,35.2875
4.471,309.066,35.2917
4.472,309.065,35.2958
4.473,309.063,35.3
4.474,309.062,35.3042
4.475,309.06,35.3083
4.476,309.059,35.3125
4.477,309.057,35.3167
4.478,309.055,35.3208
4.479,309.054,35.325
4.48,309.052,35.3292
4.481,309.051,35.3333
4.482,309.049,35.3375
4.483,309.047,35.3417
4.484,309.046,35.3458
4.485,309.044,35.35
4.486,309.043,35.3542
4.487,309.041,35.3583
4.488,309.039,35.3625
4.489,309.038,35.3667
4.49,309.036,35.3708
4.491,309.035,35.375
4.492,309.033,35.3792
4.493,309.032,35.3833
4.494,309.03,35.3875
4.495,309.028,35.3917
4.496,309.027,35.3958
4.497,309.025,35.4
4.498,309.024,35.4042
4.499,309.022,35.4083
4.5,309.02,35.4125
4.501,309.019,35.4167
4.502,309.017,35.4208
4.503,309.016,35.425
4.504,309.014,35.4292
4.505,309.012,35.4333
4.506,309.011,35.4375
4.507,309.009,35.4417
4.508,309.008,35.4458
4.509,309.006,35.45
4.51,309.005,35.4542
4.511,309.003,35.4583
4.512,309.001,35.4625
4.513,309,35.4667
4.514,308.998,35.4708
4.515,308.997,35.475
4.516,308.995,35.4792
4.517,308.993,35.4833
4.518,308.992,35.4875
4.519,308.99,35.4917
4.52,308.989,35.4958
4.521,308.987,35.5
4.522,308.986,35.5042
4.523,308.984,35.5083
4.524,308.982,35.5125
4.525,308.981,35.5167
4.526,308.979,35.5208
4.527,308.978,35.525
4.528,308.976,35.5292
4.529,308.974,35.5333
4.53,308.973,35.5375
4.531,308.971,35.5417
4.532,308.97,35.5458
4.533,308.968,35.55
4.534,308.967,35.5542
4.535,308.965,35.5583
4.536,308.963,35.5625
4.537,308.962,35.5667
4.538,308.96,35.5708
4.539,308.959,35.575
4.54,308.957,35.5792
4.541,308.955,35.5833
4.542,308.954,35.5875
4.543,308.952,35.5917
4.544,308.951,35.5958
4.545,308.949,35.6
4.546,308.948,35.6042
4.547,308.946,35.6083
4.548,308.944,35.6125
4.549,308.943,35.6167
4.55,308.941,35.6208
4.551,308.94,35.625
4.552,308.938,35.6292
4.553,308.937,35.6333
4.554,308.935,35.6375
4.555,308.933,35.6417
4.556,308.932,35.6458
4.557,308.93,35.65
4.558,308.929,35.6542
4.559,308.927,35.6583
4.56,308.925,35.6625
4.561,308.924,35.6667
4.562,308.922,35.6708
4.563,308.921,35.675
4.564,308.919,35.6792
4.565,308.918,35.6833
4.566,308.916,35.6875
4.567,308.914,35.6917
4.568,308.913,35.6958
4.569,308.911,35.7
4.57,308.91,35.7042
4.571,308.908,35.7083
4.572,308.907,35.7125
4.573,308.905,35.7167
4.574,308.903,35.7208
4.575,308.902,35.725
4.576,308.9,35.7292
4.577,308.899,35.7333
4.578,308.897,35.7375
4.579,308.896,35.7417
4.58,308.894,35.7458
4.581,308.892,35.75
4.582,308.891,35.7542
4.583,308.889,35.7583
4.584,308.888,35.7625
4.585,308.886,35.7667
4.586,308.884,35.7708
4.587,308.883,35.775
4.588,308.881,35.7792
4.589,308.88,35.7833
4.59,308.878,35.7875
4.591,308.877,35.7917
4.592,308.875,35.7958
4.593,308.873,35.8
4.594,308.872,35.8042
4.595,308.87,35.8083
4.596,308.869,35.8125
4.597,308.867,35.8167
4.598,308.866,35.8208
4.599,308.864,35.825
4.6,308.862,35.8292
4.601,308.861,35.8333
4.602,308.859,35.8375
4.603,308.858,35.8417
4.604,308.856,35.8458
4.605,308.855,35.85
4.606,308.853,35.8542
4.607,308.851,35.8583
4.608,308.85,35.8625
4.609,308.848,35.8667
4.61,308.847,35.8708
4.611,308.845,35.875
4.612,308.844,35.8792
4.613,308.842,35.8833
4.614,308.84,35.8875
4.615,308.839,35.8917
4.616,308.837,35.8958
4.617,308.836,35.9
4.618,308.834,35.9042
4.619,308.833,35.9083
4.62,308.831,35.9125
4.621,308.83,35.9167
4.622,308.828,35.9208
4.623,308.826,35.925
4.624,308.825,35.9292
4.625,308.823,35.9333
4.626,308.822,35.9375
4.627,308.82,35.9417
4.628,308.819,35.9458
4.629,308.817,35.95
4.63,308.815,35.9542
4.631,308.814,35.9583
4.632,308.812,35.9625
4.633,308.811,35.9667
4.634,308.809,35.9708
4.635,308.808,35.975
4.636,308.806,35.9792
4.637,308.804,35.9833
4.638,308.803,35.9875
4.639,308.801,35.9917
4.64,308.8,35.9958
4.641,308.798,36
4.642,308.797,36.0042
4.643,308.795,36.0083
4.644,308.793,36.0125
4.645,308.792,36.0167
4.646,308.79,36.0208
4.647,308.789,36.025
4.648,308.787,36.0292
4.649,308.786,36.0333
4.65,308.784,36.0375
4.651,308.783,36.0417
4.652,308.781,36.0458
4.653,308.779,36.05
4.654,308.778,36.0542
4.655,308.776,36.0583
4.656,308.775,36.0625
4.657,308.773,36.0667
4.658,308.772,36.0708
4.659,308.77,36.075
4.66,308.768,36.0792
4.661,308.767,36.0833
4.662,308.765,36.0875
4.663,308.764,36.0917
4.664,308.762,36.0958
4.665,308.761,36.1
4.666,308.759,36.1042
4.667,308.758,36.1083
4.668,308.756,36.1125
4.669,308.754,36.1167
4.67,308.753,36.1208
4.671,308.751,36.125
4.672,308.75,36.1292
4.673,308.748,36.1333
4.674,308.747,36.1375
4.675,308.745,36.1417
4.676,308.744,36.1458
4.677,308.742,36.15
4.678,308.74,36.1542
4.679,308.739,36.1583
4.68,308.737,36.1625
4.681,308.736,36.1667
4.682,308.734,36.1708
4.683,308.733,36.175
4.684,308.731,36.1792
4.685,308.729,36.1833
4.686,308.728,36.1875
4.687,308.726,36.1917
4.688,308.725,36.1958
4.689,308.723,36.2
4.69,308.722,36.2042
4.691,308.72,36.2083
4.692,308.719,36.2125
4.693,308.717,36.2167
4.694,308.715,36.2208
4.695,308.714,36.225
4.696,308.712,36.2292
4.697,308.711,36.2333
4.698,308.709,36.2375
4.699,308.708,36.2417
4.7,308.706,36.2458
4.701,308.705,36.25
4.702,308.703,36.2542
4.703,308.701,36.2583
4.704,308.7,36.2625
4.705,308.698,36.2667
4.706,308.697,36.2708
4.707,308.695,36.275
4.708,308.694,36.2792
4.709,308.692,36.2833
4.71,308.691,36.2875
4.711,308.689,36.2917
4.712,308.687,36.2958
4.713,308.686,36.3
4.714,308.684,36.3042
4.715,308.683,36.3083
4.716,308.681,36.3125
4.717,308.68,36.3167
4.718,308.678,36.3208
4.719,308.677,36.325
4.72,308.675,36.3292
4.721,308.674,36.3333
4.722,308.672,36.3375
4.723,308.67,36.3417
4.724,308.669,36.3458
4.725,308.667,36.35
4.726,308.666,36.3542
4.727,308.664,36.3583
4.728,308.663,36.3625
4.729,308.661,36.3667
4.73,308.66,36.3708
4.731,308.658,36.375
4.732,308.656,36.3792
4.733,308.655,36.3833
4.734,308.653,36.3875
4.735,308.652,36.3917
4.736,308.65,36.3958
4.737,308.649,36.4
4.738,308.647,36.4042
4.739,308.646,36.4083
4.74,308.644,36.4125
4.741,308.642,36.4167
4.742,308.641,36.4208
4.743,308.639,36.425
4.744,308.638,36.4292
4.745,308.636,36.4333
4.746,308.635,36.4375
4.747,308.633,36.4417
4.748,308.632,36.4458
4.749,308.63,36.45
4.75,308.629,36.4542
4.751,308.627,36.4583
4.752,308.625,36.4625
4.753,308.624,36.4667
4.754,308.622,36.4708
4.755,308.63,36.475
4.756,308.638,36.4792
4.757,308.646,36.4833
4.758,308.654,36.4875
4.759,308.662,36.4917
4.76,308.67,36.4958
4.761,308.678,36.5
4.762,308.685,36.5042
4.763,308.693,36.5083
4.764,308.701,36.5125
4.765,308.709,36.5167
4.766,308.717,36.5208
4.767,308.725,36.525
4.768,308.733,36.5292
4.769,308.74,36.5333
4.77,308.748,36.5375
4.771,308.756,36.5417
4.772,308.764,36.5458
4.773,308.772,36.55
4.774,308.78,36.5542
4.775,308.788,36.5583
4.776,308.795,36.5625
4.777,308.803,36.5667
4.778,308.811,36.5708
4.779,308.819,36.575
4.78,308.827,36.5792
4.781,308.835,36.5833
4.782,308.843,36.5875
4.783,308.85,36.5917
4.784,308.858,36.5958
4.785,308.866,36.6
4.786,308.874,36.6042
4.787,308.882,36.6083
4.788,308.89,36.6125
4.789,308.898,36.6167
4.79,308.905,36.6208
4.791,308.913,36.625
4.792,308.921,36.6292
4.793,308.929,36.6333
4.794,308.937,36.6375
4.795,308.945,36.6417
4.796,308.952,36.6458
4.797,308.96,36.65
4.798,308.968,36.6542
