"Time","heatCapacitor_T0","switch_Controll"
0,20,0
1.00E-05,20.0001,0
6.00E-05,20.00059999,0
0.00031,20.00309993,0
0.00131,20.01309878,0
0.00231,20.02309624,0
0.00331,20.03309231,0
0.00431,20.04308698,0
0.00531,20.05308027,0
0.00631,20.06307217,0
0.00731,20.07306267,0
0.00831,20.08305179,0
0.00931,20.09303951,0
0.01031,20.10302584,0
0.01131,20.11301079,0
0.01231,20.12299434,0
0.01331,20.13297651,0
0.01431,20.14295728,0
0.01531,20.15293667,0
0.01631,20.16291467,0
0.01731,20.17289128,0
0.01831,20.1828665,0
0.01931,20.19284033,0
0.02031,20.20281278,0
0.02131,20.21278383,0
0.02231,20.22275351,0
0.02331,20.23272179,0
0.02431,20.24268869,0
0.02531,20.25265419,0
0.02631,20.26261832,0
0.02731,20.27258105,0
0.02831,20.28254241,0
0.02931,20.29250237,0
0.03031,20.30246095,0
0.03131,20.31241814,0
0.03231,20.32237395,0
0.03331,20.33232838,0
0.03431,20.34228142,0
0.03531,20.35223307,0
0.03631,20.36218334,0
0.03731,20.37213223,0
0.03831,20.38207973,0
0.03931,20.39202585,0
0.04031,20.40197059,0
0.04131,20.41191394,0
0.04231,20.42185591,0
0.04331,20.4317965,0
0.04431,20.4417357,0
0.04531,20.45167352,0
0.04631,20.46160996,0
0.04731,20.47154502,0
0.04831,20.4814787,0
0.04931,20.491411,0
0.05031,20.50134191,0
0.05131,20.51127144,0
0.05231,20.5211996,0
0.05331,20.53112637,0
0.05431,20.54105176,0
0.05531,20.55097577,0
0.05631,20.56089841,0
0.05731,20.57081966,0
0.05831,20.58073953,0
0.05931,20.59065803,0
0.06031,20.60057514,0
0.06131,20.61049088,0
0.06231,20.62040524,0
0.06331,20.63031822,0
0.06431,20.64022982,0
0.06531,20.65014004,0
0.06631,20.66004889,0
0.06731,20.66995636,0
0.06831,20.67986245,0
0.06931,20.68976717,0
0.07031,20.6996705,0
0.07131,20.70957247,0
0.07231,20.71947305,0
0.07331,20.72937226,0
0.07431,20.73927009,0
0.07531,20.74916655,0
0.07631,20.75906164,0
0.07731,20.76895534,0
0.07831,20.77884768,0
0.07931,20.78873863,0
0.08031,20.79862822,0
0.08131,20.80851643,0
0.08231,20.81840326,0
0.08331,20.82828872,0
0.08431,20.83817281,0
0.08531,20.84805553,0
0.08631,20.85793687,0
0.08731,20.86781683,0
0.08831,20.87769543,0
0.08931,20.88757265,0
0.09031,20.8974485,0
0.09131,20.90732298,0
0.09231,20.91719609,0
0.09331,20.92706782,0
0.09431,20.93693819,0
0.09531,20.94680718,0
0.09631,20.9566748,0
0.09731,20.96654105,0
0.09831,20.97640593,0
0.09931,20.98626944,0
0.10031,20.99613158,0
0.10131,21.00599235,0
0.10231,21.01585176,0
0.10331,21.02570979,0
0.10431,21.03556645,0
0.10531,21.04542174,0
0.10631,21.05527567,0
0.10731,21.06512822,0
0.10831,21.07497941,0
0.10931,21.08482923,0
0.11031,21.09467768,0
0.11131,21.10452476,0
0.11231,21.11437048,0
0.11331,21.12421483,0
0.11431,21.13405781,0
0.11531,21.14389942,0
0.11631,21.15373967,0
0.11731,21.16357855,0
0.11831,21.17341607,0
0.11931,21.18325222,0
0.12031,21.19308701,0
0.12131,21.20292042,0
0.12231,21.21275248,0
0.12331,21.22258317,0
0.12431,21.23241249,0
0.12531,21.24224045,0
0.12631,21.25206704,0
0.12731,21.26189228,0
0.12831,21.27171614,0
0.12931,21.28153865,0
0.13031,21.29135978,0
0.13131,21.30117956,0
0.13231,21.31099797,0
0.13331,21.32081502,0
0.13431,21.33063071,0
0.13531,21.34044504,0
0.13631,21.350258,0
0.13731,21.3600696,0
0.13831,21.36987984,0
0.13931,21.37968872,0
0.14031,21.38949623,0
0.14131,21.39930239,0
0.14231,21.40910718,0
0.14331,21.41891062,0
0.14431,21.42871269,0
0.14531,21.43851341,0
0.14631,21.44831276,0
0.14731,21.45811075,0
0.14831,21.46790739,0
0.14931,21.47770266,0
0.15031,21.48749657,0
0.15131,21.49728913,0
0.15231,21.50708033,0
0.15331,21.51687017,0
0.15431,21.52665865,0
0.15531,21.53644577,0
0.15631,21.54623154,0
0.15731,21.55601594,0
0.15831,21.56579899,0
0.15931,21.57558069,0
0.16031,21.58536102,0
0.16131,21.59514,0
0.16231,21.60491762,0
0.16331,21.61469389,0
0.16431,21.6244688,0
0.16531,21.63424235,0
0.16631,21.64401455,0
0.16731,21.65378539,0
0.16831,21.66355488,0
0.16931,21.67332301,0
0.17031,21.68308979,0
0.17131,21.69285522,0
0.17231,21.70261928,0
0.17331,21.712382,0
0.17431,21.72214336,0
0.17531,21.73190337,0
0.17631,21.74166202,0
0.17731,21.75141932,0
0.17831,21.76117527,0
0.17931,21.77092986,0
0.18031,21.78068311,0
0.18131,21.79043499,0
0.18231,21.80018553,0
0.18331,21.80993472,0
0.18431,21.81968255,0
0.18531,21.82942903,0
0.18631,21.83917416,0
0.18731,21.84891794,0
0.18831,21.85866037,0
0.18931,21.86840145,0
0.19031,21.87814118,0
0.19131,21.88787955,0
0.19231,21.89761658,0
0.19331,21.90735226,0
0.19431,21.91708658,0
0.19531,21.92681956,0
0.19631,21.93655119,0
0.19731,21.94628147,0
0.19831,21.9560104,0
0.19931,21.96573798,0
0.20031,21.97546422,0
0.20131,21.98518911,0
0.20231,21.99491264,0
0.20331,22.00463483,0
0.20431,22.01435568,0
0.20531,22.02407517,0
0.20631,22.03379332,0
0.20731,22.04351012,0
0.20831,22.05322558,0
0.20931,22.06293969,0
0.21031,22.07265245,0
0.21131,22.08236387,0
0.21231,22.09207394,0
0.21331,22.10178267,0
0.21431,22.11149005,0
0.21531,22.12119608,0
0.21631,22.13090077,0
0.21731,22.14060412,0
0.21831,22.15030612,0
0.21931,22.16000678,0
0.22031,22.16970609,0
0.22131,22.17940406,0
0.22231,22.18910068,0
0.22331,22.19879597,0
0.22431,22.20848991,0
0.22531,22.2181825,0
0.22631,22.22787375,0
0.22731,22.23756367,0
0.22831,22.24725223,0
0.22931,22.25693946,0
0.23031,22.26662535,0
0.23131,22.27630989,0
0.23231,22.28599309,0
0.23331,22.29567495,0
0.23431,22.30535547,0
0.23531,22.31503465,0
0.23631,22.32471249,0
0.23731,22.33438898,0
0.23831,22.34406414,0
0.23931,22.35373796,0
0.24031,22.36341043,0
0.24131,22.37308157,0
0.24231,22.38275137,0
0.24331,22.39241983,0
0.24431,22.40208695,0
0.24531,22.41175273,0
0.24631,22.42141718,0
0.24731,22.43108028,0
0.24831,22.44074205,0
0.24931,22.45040248,0
0.25031,22.46006157,0
0.25131,22.46971932,0
0.25231,22.47937574,0
0.25331,22.48903082,0
0.25431,22.49868457,0
0.25531,22.50833697,0
0.25631,22.51798804,0
0.25731,22.52763778,0
0.25831,22.53728618,0
0.25931,22.54693324,0
0.26031,22.55657897,0
0.26131,22.56622336,0
0.26231,22.57586642,0
0.26331,22.58550814,0
0.26431,22.59514853,0
0.26531,22.60478758,0
0.26631,22.6144253,0
0.26731,22.62406168,0
0.26831,22.63369673,0
0.26931,22.64333045,0
0.27031,22.65296284,0
0.27131,22.66259389,0
0.27231,22.6722236,0
0.27331,22.68185199,0
0.27431,22.69147904,0
0.27531,22.70110476,0
0.27631,22.71072915,0
0.27731,22.72035221,0
0.27831,22.72997393,0
0.27931,22.73959433,0
0.28031,22.74921339,0
0.28131,22.75883112,0
0.28231,22.76844752,0
0.28331,22.77806259,0
0.28431,22.78767633,0
0.28531,22.79728874,0
0.28631,22.80689982,0
0.28731,22.81650957,0
0.28831,22.82611799,0
0.28931,22.83572508,0
0.29031,22.84533084,0
0.29131,22.85493527,0
0.29231,22.86453838,0
0.29331,22.87414015,0
0.29431,22.8837406,0
0.29531,22.89333972,0
0.29631,22.90293751,0
0.29731,22.91253397,0
0.29831,22.92212911,0
0.29931,22.93172292,0
0.30031,22.9413154,0
0.30131,22.95090656,0
0.30231,22.96049639,0
0.30331,22.97008489,0
0.30431,22.97967206,0
0.30531,22.98925791,0
