"time","q1@hydraulic","p2@presscontrol01"
0.131,0.1356482235,0.03350937014
0.132,0.1505669499,0.03909063445
0.133,0.1662353435,0.04533820858
0.134,0.182602764,0.05230094356
0.135,0.1996097305,0.06002905131
0.136,0.2171879656,0.06857408389
0.137,0.2352604965,0.07798890473
0.138,0.2537418213,0.0883276455
0.139,0.2725381469,0.09964564117
0.14,0.2915477113,0.1119993349
0.141,0.3106612054,0.1254461432
0.142,0.3297623122,0.1400442716
0.143,0.3487283862,0.155852469
0.144,0.3674313008,0.1729297109
0.145,0.3857384927,0.1913347998
0.146,0.4035142398,0.2111258736
0.147,0.4206212096,0.2323598141
0.148,0.4369223178,0.2550915525
0.149,0.4522829393,0.2793732733
0.15,0.4665735081,0.3052535268
0.151,0.4796725406,0.3327762713
0.152,0.4914701039,0.3619798792
0.153,0.501871736,0.3928961608
0.154,0.5108027998,0.4255494795
0.155,0.5182132204,0.4599560568
0.156,0.5240825108,0.4961235914
0.157,0.5284249386,0.5340513432
0.158,0.5312946181,0.573730854
0.159,0.5327902391,0.6151474938
0.16,0.5330590577,0.6582830227
0.161,0.5322996936,0.7031193424
0.162,0.5307631935,0.7496435732
0.163,0.5287517579,0.7978545219
0.164,0.5266144876,0.8477705067
0.165,0.524739505,0.8994383752
0.166,0.5235418579,0.9529433891
0.167,0.5234467262,1.008419473
0.168,0.5248676437,1.066059132
0.169,0.5281797157,1.126122145
0.17,0.533688163,1.188941961
0.171,0.5415929645,1.254928531
0.172,0.5519508888,1.324566116
0.173,0.5646368134,1.398404454
0.174,0.579306928,1.477041415
0.175,0.5953672015,1.56109515
0.176,0.6119513585,1.604950564
0.177,0.6457260054,1.618422234
0.178,0.7094554637,1.626758183
0.179,0.8059841757,1.638568418
0.18,0.9346003915,1.656325831
0.181,1.093361122,1.68053213
0.182,1.279816516,1.711044159
0.183,1.491227914,1.747476005
0.184,1.72463683,1.789320691
0.185,1.976894323,1.835988709
0.186,2.244684106,1.886823489
0.187,2.524549334,1.941112142
0.188,2.81292553,1.998096763
0.189,3.106179643,2.056987324
0.19,3.400654315,2.116975787
0.191,3.692716167,2.177250743
0.192,3.978806718,2.237011858
0.193,4.255494496,2.29548364
0.194,4.519526816,2.351928173
0.195,4.767879647,2.405656626
0.196,4.997803977,2.456039407
0.197,5.206867174,2.50251485
0.198,5.392987908,2.544596343
0.199,5.5544635,2.581877786
0.2,5.689988763,2.614037293
0.201,5.798665786,2.640839083
0.202,5.880004461,2.662133535
0.203,5.933913784,2.677855454
0.204,5.960645569,2.688020612
0.205,5.960772127,2.692711844
0.206,5.935161667,2.692074548
0.207,5.884948379,2.686310791
0.208,5.811498553,2.675672587
0.209,5.716374022,2.660454565
0.21,5.601294237,2.640986304
0.211,5.468098215,2.617624588
0.212,5.318707513,2.590745798
0.213,5.155091174,2.560738661
0.214,4.979233467,2.527997518
0.215,4.793104972,2.492916248
0.216,4.598637404,2.455882918
0.217,4.397702363,2.417275239
0.218,4.192094,2.377456802
0.219,3.983515492,2.336774114
0.22,3.773569064,2.295554366
0.221,3.563749237,2.254103878
0.222,3.355438928,2.212707156
0.223,3.149907999,2.171626471
0.224,2.948313847,2.131101881
0.225,2.751703658,2.091351619
0.226,2.56101794,2.052572767
0.227,2.377095028,2.014942141
0.228,2.200676249,1.978617345
0.229,2.032411504,1.943737905
0.23,1.872865054,1.910426473
0.231,1.72252133,1.878790032
0.232,1.581790619,1.848921092
0.233,1.451014524,1.820898827
0.234,1.330471106,1.794790159
0.235,1.220379642,1.770650755
0.236,1.12090496,1.748525925
0.237,1.032161327,1.728451429
0.238,0.9542158679,1.71045417
0.239,0.8870915279,1.694552781
0.24,0.8307695768,1.680758106
0.241,0.785191681,1.669073574
0.242,0.7502615679,1.65949547
0.243,0.7258463128,1.652013119
0.244,0.7117772912,1.646608969
0.245,0.7078508376,1.643258614
0.246,0.7138286614,1.641930739
0.247,0.7294380738,1.642587014
0.248,0.7543720819,1.645181958
0.249,0.7882894125,1.649662768
0.25,0.8308145277,1.655969153
0.251,0.8815376986,1.664033171
0.252,0.940015202,1.673779102
0.253,1.005769706,1.685123367
0.254,1.07829091,1.697974509
0.255,1.157036489,1.712233256
0.256,1.241433414,1.727792684
0.257,1.330879681,1.744538482
0.258,1.424746487,1.762349334
0.259,1.52238089,1.781097432
0.26,1.623108965,1.800649104
0.261,1.726239453,1.820865579
0.262,1.831067892,1.841603864
0.263,1.936881207,1.862717737
0.264,2.042962715,1.884058845
0.265,2.148597475,1.905477877
0.266,2.253077934,1.926825819
0.267,2.355709757,1.947955244
0.268,2.455817773,1.968721633
0.269,2.552751912,1.988984704
0.27,2.645893041,2.008609705
0.271,2.734658577,2.027468676
0.272,2.818507778,2.045441631
0.273,2.896946603,2.06241766
0.274,2.969532048,2.07829591
0.275,3.035875874,2.092986441
0.276,3.09564765,2.106410946
0.277,3.148577068,2.118503305
0.278,3.19445548,2.129209982
0.279,3.233136646,2.138490261
0.28,3.26453669,2.146316307
0.281,3.288633275,2.152673068
0.282,3.305464045,2.157558017
0.283,3.31512437,2.160980753
0.284,3.317764462,2.162962463
0.285,3.31358594,2.163535265
0.286,3.302837918,2.162741452
0.287,3.285812715,2.16063265
0.288,3.262841261,2.157268905
0.289,3.234288311,2.152717731
0.29,3.200547535,2.147053123
0.291,3.162036579,2.140354559
0.292,3.119192172,2.132706008
0.293,3.072465342,2.124194955
0.294,3.022316819,2.114911458
0.295,2.969212649,2.104947251
0.296,2.91362008,2.094394888
0.297,2.856003751,2.083346961
0.298,2.796822195,2.071895366
0.299,2.73652467,2.060130648
0.3,2.675548345,2.0481414
0.301,2.614315801,2.036013747
0.302,2.55323288,2.023830878
0.303,2.492686835,2.011672659
0.304,2.433044793,1.999615293
0.305,2.37465249,1.987731047
0.306,2.317833266,1.976088024
0.307,2.262887298,1.964749989
0.308,2.210091047,1.953776236
0.309,2.159696891,1.943221489
0.31,2.111932931,1.933135842
0.311,2.067002941,1.923564728
0.312,2.025086444,1.914548911
0.313,1.9863389,1.906124495
0.314,1.950891985,1.898322964
0.315,1.918853954,1.89117122
0.316,1.890310062,1.88469165
0.317,1.865323052,1.878902187
0.318,1.84393369,1.873816397
0.319,1.826161335,1.869443559
0.32,1.812004564,1.865788759
0.321,1.801441816,1.862852993
0.322,1.794432083,1.860633269
0.323,1.790915629,1.859122722
0.324,1.790814749,1.858310735
0.325,1.79403456,1.858183063
0.326,1.800463835,1.858721977
0.327,1.809975878,1.859906401
0.328,1.822429441,1.861712077
0.329,1.83766969,1.864111725
0.33,1.85552922,1.867075232
0.331,1.875829117,1.870569835
0.332,1.898380076,1.874560336
0.333,1.922983562,1.879009312
0.334,1.949433033,1.883877357
0.335,1.9775152,1.889123318
0.336,2.007011333,1.894704561
0.337,2.037698613,1.900577234
0.338,2.069351506,1.906696551
0.339,2.10174317,1.913017076
0.34,2.13464688,1.919493022
0.341,2.167837452,1.926078545
0.342,2.20109267,1.932728048
0.343,2.234194694,1.939396483
0.344,2.266931445,1.946039646
0.345,2.299097941,1.952614467
0.346,2.330497585,1.959079296
0.347,2.360943389,1.965394172
0.348,2.390259115,1.971521077
0.349,2.418280328,1.977424176
0.35,2.444855346,1.983070037
0.351,2.469846084,1.988427824
0.352,2.493128772,1.993469472
0.353,2.514594553,1.998169833
0.354,2.534149946,2.002506798
0.355,2.551717174,2.006461383
0.356,2.567234361,2.010017802
0.357,2.580655581,2.013163492
0.358,2.591950785,2.015889126
0.359,2.601105585,2.018188591
0.36,2.608120925,2.020058939
0.361,2.61301262,2.021500312
0.362,2.615810792,2.022515848
0.363,2.616559205,2.023111563
0.364,2.615314502,2.023296204
0.365,2.612145367,2.023081101
0.366,2.607131617,2.022479988
0.367,2.600363236,2.021508822
0.368,2.591939366,2.020185581
0.369,2.58196726,2.018530064
0.37,2.570561219,2.016563681
0.371,2.557841513,2.014309236
0.372,2.543933306,2.011790713
0.373,2.52896559,2.00903306
0.374,2.513070132,2.006061982
0.375,2.496380456,2.002903727
0.376,2.479030855,1.999584889
0.377,2.46115544,1.99613221
0.378,2.442887241,1.992572396
0.379,2.424357355,1.988931937
0.38,2.405694145,1.985236944
0.381,2.387022501,1.98151299
0.382,2.368463153,1.977784965
0.383,2.35013205,1.974076944
0.384,2.332139795,1.970412063
0.385,2.31459114,1.966812407
0.386,2.297584542,1.963298916
0.387,2.281211782,1.959891295
0.388,2.265557629,1.956607937
0.389,2.250699578,1.953465858
0.39,2.236707626,1.950480645
0.391,2.223644111,1.94766641
0.392,2.211563597,1.945035757
0.393,2.200512808,1.942599758
0.394,2.190530608,1.940367935
0.395,2.181648028,1.938348258
0.396,2.17388833,1.936547147
0.397,2.167267116,1.934969478
0.398,2.16179247,1.933618606
0.399,2.157465139,1.932496391
0.4,2.154278749,1.931603225
0.401,2.152220047,1.930938078
0.402,2.15126918,1.930498543
0.403,2.151399997,1.930280884
0.404,2.152580379,1.930280097
0.405,2.15477259,1.930489974
0.406,2.157933656,1.93090317
0.407,2.162015759,1.931511273
0.408,2.166966652,1.932304889
0.409,2.172730082,1.933273716
0.41,2.179246242,1.934406631
0.411,2.186452216,1.93569178
0.412,2.194282448,1.937116666
0.413,2.202669208,1.938668242
0.414,2.211543062,1.940333004
0.415,2.220833353,1.942097091
0.416,2.230468666,1.943946373
0.417,2.2403773,1.945866554
0.418,2.250487726,1.947843263
0.419,2.260729043,1.949862146
0.42,2.271031409,1.951908963
0.421,2.281326473,1.953969673
0.422,2.291547773,1.956030524
0.423,2.301631125,1.958078131
0.424,2.311514986,1.960099561
0.425,2.321140788,1.9620824
0.426,2.330453252,1.964014829
0.427,2.339400668,1.965885683
0.428,2.347935147,1.967684511
0.429,2.356012838,1.969401625
0.43,2.363594119,1.971028147
0.431,2.370643746,1.972556047
0.432,2.377130974,1.973978173
0.433,2.383029639,1.975288278
0.434,2.388318213,1.976481034
0.435,2.392979817,1.977552043
0.436,2.397002202,1.978497843
0.437,2.400377707,1.979315902
0.438,2.403103171,1.980004611
0.439,2.405179831,1.980563262
0.44,2.40661318,1.980992034
0.441,2.407412803,1.98129196
0.442,2.407592194,1.981464895
0.443,2.407168542,1.981513479
0.444,2.406162507,1.981441096
0.445,2.40459797,1.981251823
0.446,2.402501775,1.98095039
0.447,2.399903457,1.980542119
0.448,2.396834958,1.980032873
0.449,2.393330337,1.979429001
0.45,2.389425478,1.978737276
0.451,2.385157792,1.97796484
0.452,2.380565916,1.977119145
0.453,2.375689424,1.976207888
0.454,2.370568531,1.975238961
0.455,2.36524381,1.974220384
0.456,2.359755909,1.973160253
0.457,2.354145289,1.972066686
0.458,2.348451961,1.970947765
0.459,2.34271524,1.969811487
0.46,2.336973515,1.968665714
0.461,2.331264025,1.967518128
0.462,2.32562266,1.966376187
0.463,2.320083772,1.965247083
0.464,2.31468,1.964137705
0.465,2.309442119,1.963054605
0.466,2.304398898,1.962003966
0.467,2.299576987,1.960991576
0.468,2.295000804,1.960022802
0.469,2.290692456,1.95910257
0.47,2.28667167,1.958235348
0.471,2.282955739,1.957425129
0.472,2.27955949,1.956675425
0.473,2.276495264,1.955989257
0.474,2.273772912,1.955369149
0.475,2.271399812,1.954817131
0.476,2.269380896,1.954334738
0.477,2.267718688,1.953923017
0.478,2.266413364,1.953582532
0.479,2.265462817,1.95331338
0.48,2.264862739,1.953115197
0.481,2.264606713,1.952987179
0.482,2.26468631,1.952928098
0.483,2.265091206,1.952936321
0.484,2.265809299,1.953009834
0.485,2.266826835,1.953146261
0.486,2.268128544,1.953342896
0.487,2.269697778,1.953596724
0.488,2.271516656,1.95390445
0.489,2.273566212,1.954262529
0.49,2.275826547,1.954667195
0.491,2.278276978,1.95511449
0.492,2.280896197,1.955600295
0.493,2.283662421,1.956120363
0.494,2.286553544,1.956670346
0.495,2.289547289,1.957245827
0.496,2.292621356,1.957842353
0.497,2.295753564,1.95845546
0.498,2.298921993,1.959080706
0.499,2.302105113,1.959713697
0.5,2.305281919,1.960350113
0.501,2.308432047,1.960985738
0.502,2.311535889,1.96161648
0.503,2.3145747,1.962238396
0.504,2.317530696,1.962847716
0.505,2.32038714,1.963440857
0.506,2.323128423,1.964014445
0.507,2.325740136,1.964565331
0.508,2.328209124,1.965090604
0.509,2.330523543,1.965587605
0.51,2.332672897,1.966053935
0.511,2.334648065,1.966487464
0.512,2.336441329,1.966886339
0.513,2.338046376,1.967248985
0.514,2.339458304,1.967574109
0.515,2.340673609,1.967860702
0.516,2.341690173,1.968108035
0.517,2.342507232,1.968315655
0.518,2.343125344,1.968483382
0.519,2.343546346,1.968611301
0.52,2.343773305,1.968699754
0.521,2.34381046,1.96874933
0.522,2.343663159,1.968760853
0.523,2.343337796,1.968735371
0.524,2.34284173,1.968674143
0.525,2.342183214,1.968578619
0.526,2.341371314,1.968450434
0.527,2.340415821,1.968291384
0.528,2.339327171,1.968103411
0.529,2.338116351,1.967888591
0.53,2.336794817,1.967649107
0.531,2.335374402,1.967387242
0.532,2.333867227,1.967105353
0.533,2.332285614,1.966805858
0.534,2.330642002,1.966491215
0.535,2.32894886,1.96616391
0.536,2.327218604,1.965826432
0.537,2.325463523,1.965481266
0.538,2.323695699,1.965130871
0.539,2.321926935,1.964777666
0.54,2.320168691,1.964424016
0.541,2.318432016,1.964072218
0.542,2.316727491,1.963724491
0.543,2.315065174,1.963382959
0.544,2.313454554,1.963049643
0.545,2.311904501,1.962726454
0.546,2.310423234,1.962415177
0.547,2.309018282,1.962117469
0.548,2.307696462,1.961834851
0.549,2.30646385,1.961568702
0.55,2.30532577,1.961320253
0.551,2.304286779,1.961090584
0.552,2.30335066,1.960880624
0.553,2.302520423,1.960691148
0.554,2.301798307,1.960522774
0.555,2.30118579,1.960375967
0.556,2.3006836,1.960251041
0.557,2.300291732,1.960148159
0.558,2.300009474,1.960067336
0.559,2.299835426,1.960008447
0.56,2.299767536,1.959971228
0.561,2.299803124,1.959955282
0.562,2.299938927,1.95996009
0.563,2.300171128,1.959985011
0.564,2.300495403,1.960029297
0.565,2.300906961,1.960092092
0.566,2.301400588,1.960172452
0.567,2.301970694,1.960269341
0.568,2.302611358,1.960381652
0.569,2.303316378,1.960508207
0.57,2.304079317,1.960647773
0.571,2.304893553,1.960799067
0.572,2.305752325,1.96096077
0.573,2.306648783,1.961131531
0.574,2.307576031,1.961309983
0.575,2.308527179,1.961494748
0.576,2.309495379,1.961684446
0.577,2.310473875,1.961877708
0.578,2.311456041,1.962073179
0.579,2.312435421,1.962269531
0.58,2.313405764,1.96246547
0.581,2.31436106,1.962659739
0.582,2.315295572,1.962851131
0.583,2.316203865,1.963038493
0.584,2.317080832,1.963220731
0.585,2.317921718,1.963396815
0.586,2.318722141,1.963565786
0.587,2.319478108,1.963726761
0.588,2.32018603,1.963878931
0.589,2.320842737,1.96402157
0.59,2.321445481,1.964154035
0.591,2.321991945,1.964275767
0.592,2.322480244,1.964386293
0.593,2.322908925,1.964485226
0.594,2.323276963,1.964572267
0.595,2.323583759,1.964647201
0.596,2.323829126,1.9647099
0.597,2.32401328,1.964760317
0.598,2.324136828,1.964798486
0.599,2.324200752,1.964824522
0.6,2.324206392,1.964838612
0.601,2.324155424,1.964841016
0.602,2.324049844,1.964832063
0.603,2.323891941,1.964812144
0.604,2.323684276,1.964781712
0.605,2.323429657,1.964741272
0.606,2.323131113,1.964691382
0.607,2.322791868,1.964632641
0.608,2.322415315,1.964565691
0.609,2.322004987,1.964491206
0.61,2.321564533,1.96440989
0.611,2.321097689,1.964322469
0.612,2.320608249,1.96422969
0.613,2.320100046,1.96413231
0.614,2.319576917,1.964031093
0.615,2.319042683,1.963926808
0.616,2.318501126,1.963820218
0.617,2.317955963,1.963712082
0.618,2.317410822,1.963603142
0.619,2.316869228,1.963494127
0.62,2.316334576,1.963385744
0.621,2.315810117,1.963278675
0.622,2.315298941,1.963173572
0.623,2.314803959,1.963071057
0.624,2.314327894,1.962971716
0.625,2.313873265,1.962876098
0.626,2.313442378,1.96278471
0.627,2.313037319,1.962698019
0.628,2.312659945,1.962616447
0.629,2.31231188,1.96254037
0.63,2.311994511,1.962470118
0.631,2.311708984,1.962405973
0.632,2.311456209,1.96234817
0.633,2.311236855,1.962296896
0.634,2.311051357,1.962252291
0.635,2.310899919,1.962214447
0.636,2.310782518,1.962183408
0.637,2.310698911,1.962159177
0.638,2.310648647,1.96214171
0.639,2.310631071,1.96213092
0.64,2.310645336,1.962126682
0.641,2.310690415,1.96212883
0.642,2.310765111,1.962137163
0.643,2.310868073,1.962151446
0.644,2.310997806,1.962171411
0.645,2.311152685,1.962196763
0.646,2.311330972,1.962227181
0.647,2.311530827,1.962262318
0.648,2.311750325,1.962301809
0.649,2.311987473,1.962345271
0.65,2.31224022,1.962392308
0.651,2.312506474,1.962442509
0.652,2.312784118,1.962495458
0.653,2.313071023,1.962550732
0.654,2.313365064,1.962607905
0.655,2.313664131,1.962666552
0.656,2.313966142,1.962726251
0.657,2.31426906,1.962786585
0.658,2.314570899,1.962847145
0.659,2.314869741,1.962907533
0.66,2.31516374,1.962967364
0.661,2.315451138,1.963026268
0.662,2.315730272,1.96308389
0.663,2.315999579,1.963139896
0.664,2.316257606,1.963193971
0.665,2.316503017,1.963245822
0.666,2.316734594,1.963295179
0.667,2.316951247,1.963341797
0.668,2.317152012,1.963385454
0.669,2.317336059,1.963425954
0.67,2.317502689,1.96346313
0.671,2.317651334,1.963496837
0.672,2.317781563,1.96352696
0.673,2.317893074,1.963553409
0.674,2.317985696,1.963576122
0.675,2.318059386,1.963595061
0.676,2.318114222,1.963610214
0.677,2.318150404,1.963621595
0.678,2.318168247,1.963629242
0.679,2.318168174,1.963633214
0.68,2.318150711,1.963633593
0.681,2.318116484,1.963630483
0.682,2.318066206,1.963624007
0.683,2.318000673,1.963614306
0.684,2.317920759,1.963601536
0.685,2.317827403,1.963585871
0.686,2.317721603,1.963567497
0.687,2.317604409,1.963546613
0.688,2.317476914,1.963523427
0.689,2.317340245,1.963498157
0.69,2.317195555,1.963471027
0.691,2.317044016,1.963442269
0.692,2.316886809,1.963412114
0.693,2.316725116,1.963380801
0.694,2.316560115,1.963348564
0.695,2.31639297,1.96331564
0.696,2.316224824,1.963282261
0.697,2.316056793,1.963248657
0.698,2.315889961,1.963215052
0.699,2.315725369,1.963181662
0.7,2.315564017,1.963148697
