"time","y1","Q","QI","y","y2","y3","y4"
0.01,0,1,0,0,1,0,0
0.04,0,1,0,0,1,0,0
0.06,0,1,0,0,1,0,0
0.09,0,1,0,0,1,0,0
0.12,0,1,0,0,1,0,0
0.14,0,1,0,0,1,0,0
0.16,0,1,0,0,1,0,0
0.18,0,1,0,0,1,0,0
0.2,0,1,0,0,1,0,0
0.22,0,1,0,0,1,0,0
0.24,0,1,0,0,1,0,0
0.27,0,1,0,0,1,0,0
0.29,0,1,0,0,1,0,0
0.32,0,0,1,0,1,0,0
0.34,0,0,1,0,1,0,0
0.36,0,0,1,0,1,0,0
0.38,0,0,1,0,1,0,0
0.4,0,0,1,0,1,0,0
0.42,0,0,1,0,1,0,0
0.44,0,0,1,0,1,0,0
0.46,0,0,1,0,1,0,0
0.48,0,0,1,0,1,0,0
0.51,0,1,0,0,1,0,0
0.53,0,1,0,0,1,0,0
0.55,0,1,0,0,1,0,0
0.57,0,1,0,0,1,0,0
0.59,0,1,0,0,1,0,0
0.61,0,1,0,0,1,0,0
0.63,0,1,0,0,1,0,0
0.65,0,1,0,0,1,0,0
0.67,0,1,0,0,1,0,0
0.69,0,1,0,0,1,0,0
0.71,0,1,0,0,1,0,0
0.73,0,1,0,0,1,0,0
0.75,0,1,0,0,1,0,0
0.77,0,1,0,0,1,0,0
0.79,0,1,0,0,1,0,0
0.82,2,0,1,0,0,1,0
0.84,2,0,1,0,0,1,0
0.86,2,0,1,0,0,1,0
0.88,2,0,1,0,0,1,0
0.9,2,0,1,0,0,1,0
0.92,2,0,1,0,0,1,0
0.94,2,0,1,0,0,1,0
0.96,2,0,1,0,0,1,0
0.98,2,0,1,0,0,1,0
1.01,4,1,0,0,1,0,0
1.03,4,1,0,0,1,0,0
1.05,4,1,0,0,1,0,0
1.07,4,1,0,0,1,0,0
1.09,4,1,0,0,1,0,0
1.11,4,1,0,0,1,0,0
1.13,4,1,0,0,1,0,0
1.15,4,1,0,0,1,0,0
1.17,4,1,0,0,1,0,0
1.19,4,1,0,0,1,0,0
1.21,4,1,0,0,1,0,0
1.23,4,1,0,0,1,0,0
1.25,4,1,0,0,1,0,0
1.27,4,1,0,0,1,0,0
1.29,4,1,0,0,1,0,0
1.32,4,0,1,0,1,0,0
1.34,4,0,1,0,1,0,0
1.36,4,0,1,0,1,0,0
1.38,4,0,1,0,1,0,0
1.4,4,0,1,0,1,0,0
1.42,4,0,1,0,1,0,0
1.44,4,0,1,0,1,0,0
1.46,4,0,1,0,1,0,0
1.48,4,0,1,0,1,0,0
1.51,4,1,0,0,1,0,0
1.53,4,1,0,0,1,0,0
1.55,4,1,0,0,1,0,0
1.57,4,1,0,0,1,0,0
1.59,4,1,0,0,1,0,0
1.61,4,1,0,0,1,0,0
1.63,4,1,0,0,1,0,0
1.65,4,1,0,0,1,0,0
1.67,4,1,0,0,1,0,0
1.69,4,1,0,0,1,0,0
1.71,4,1,0,0,1,0,0
1.73,4,1,0,0,1,0,0
1.75,4,1,0,0,1,0,0
1.77,4,1,0,0,1,0,0
1.79,4,1,0,0,1,0,0
1.82,6,0,1,0,0,1,0
1.84,6,0,1,0,0,1,0
1.86,6,0,1,0,0,1,0
1.88,6,0,1,0,0,1,0
1.9,6,0,1,0,0,1,0
1.92,6,0,1,0,0,1,0
1.94,6,0,1,0,0,1,0
1.96,6,0,1,0,0,1,0
1.98,6,0,1,0,0,1,0
2.01,8,1,0,1,1,0,0
2.04,8,1,0,1,1,0,0
2.07,8,1,0,1,1,0,0
2.1,8,1,0,1,1,0,0
2.13,8,1,0,1,1,0,0
2.16,8,1,0,1,1,0,0
2.19,8,1,0,1,1,0,0
2.22,8,1,0,0,1,0,0
2.25,8,1,0,0,1,0,0
2.28,8,1,0,0,1,0,0
2.3,8,0,0,0,1,0,0
2.33,8,0,1,0,1,0,0
2.36,8,0,1,0,1,0,0
2.39,8,0,1,0,1,0,0
2.42,8,0,1,0,1,0,0
2.45,8,0,1,0,1,0,0
2.48,8,0,1,0,1,0,0
2.5,8,0,1,0,1,0,0
2.53,8,1,0,0,1,0,0
2.56,8,1,0,0,1,0,0
2.59,8,1,0,0,1,0,0
2.62,8,1,0,0,1,0,0
2.65,8,1,0,0,1,0,0
2.68,8,1,0,0,1,0,0
2.71,8,1,0,0,1,0,0
2.74,8,1,0,0,1,0,0
2.77,8,1,0,0,1,0,0
2.8,8,1,0,0,1,0,0
2.82,10,0,1,0,0,1,0
2.85,10,0,1,0,0,1,0
2.88,10,0,1,0,0,1,0
2.91,10,0,1,0,0,1,0
2.94,10,0,1,0,0,1,0
2.97,10,0,1,0,0,1,0
3,10,0,1,0,0,1,0
3.02,12,1,0,1,1,0,1
3.05,12,1,0,1,1,0,1
3.08,12,1,0,1,1,0,1
3.11,12,1,0,1,1,0,1
3.14,12,1,0,1,1,0,1
3.17,12,1,0,1,1,0,1
3.2,12,1,0,1,1,0,1
3.23,12,1,0,0,1,0,1
3.26,12,1,0,0,1,0,1
3.29,12,1,0,0,1,0,1
3.31,12,0,1,0,1,0,1
3.34,12,0,1,0,1,0,1
3.37,12,0,1,0,1,0,1
3.4,12,0,1,0,1,0,1
3.43,12,0,1,0,1,0,1
3.46,12,0,1,0,1,0,1
3.49,12,0,1,0,1,0,1
3.51,12,1,0,0,1,0,1
3.54,12,1,0,0,1,0,1
3.57,12,1,0,0,1,0,1
3.6,12,1,0,0,1,0,1
3.63,12,1,0,0,1,0,1
3.66,12,1,0,0,1,0,1
3.69,12,1,0,0,1,0,1
3.72,12,1,0,0,1,0,1
