"time","y1","Q","QI","y","y2","y3","y4"
3.75,12,1,0,0,1,0,1
3.78,12,1,0,0,1,0,1
3.8,12,0,0,0,1,0,1
3.83,14,0,1,0,0,1,1
3.86,14,0,1,0,0,1,1
3.89,14,0,1,0,0,1,1
3.92,14,0,1,0,0,1,1
3.95,14,0,1,0,0,1,1
3.98,14,0,1,0,0,1,1
4,16,0,1,1,1,0,1
4.03,16,1,0,1,1,0,0
4.06,16,1,0,1,1,0,0
4.09,16,1,0,1,1,0,0
4.12,16,1,0,1,1,0,0
4.15,16,1,0,1,1,0,0
4.18,16,1,0,1,1,0,0
4.21,16,1,0,0,1,0,0
4.24,16,1,0,0,1,0,0
4.27,16,1,0,0,1,0,0
4.3,16,1,0,0,1,0,0
4.32,16,0,1,0,1,0,0
4.35,16,0,1,0,1,0,0
4.38,16,0,1,0,1,0,0
4.41,16,0,1,0,1,0,0
4.44,16,0,1,0,1,0,0
4.47,16,0,1,0,1,0,0
4.5,16,0,1,0,1,0,0
4.52,16,1,0,0,1,0,0
4.55,16,1,0,0,1,0,0
4.58,16,1,0,0,1,0,0
4.61,16,1,0,0,1,0,0
4.64,16,1,0,0,1,0,0
4.67,16,1,0,0,1,0,0
4.7,16,1,0,0,1,0,0
4.73,16,1,0,0,1,0,0
4.76,16,1,0,0,1,0,0
4.79,16,1,0,0,1,0,0
4.81,18,0,1,0,0,1,0
4.84,18,0,1,0,0,1,0
4.87,18,0,1,0,0,1,0
4.9,18,0,1,0,0,1,0
4.93,18,0,1,0,0,1,0
4.96,18,0,1,0,0,1,0
4.99,18,0,1,0,0,1,0
5.01,20,1,0,1,1,0,0
5.04,20,1,0,1,1,0,0
5.07,20,1,0,1,1,0,0
5.1,20,1,0,1,1,0,0
5.13,20,1,0,1,1,0,0
5.16,20,1,0,1,1,0,0
5.19,20,1,0,1,1,0,0
5.22,20,1,0,0,1,0,0
5.25,20,1,0,0,1,0,0
5.28,20,1,0,0,1,0,0
5.3,20,0,0,0,1,0,0
5.33,20,0,1,0,1,0,0
5.36,20,0,1,0,1,0,0
5.39,20,0,1,0,1,0,0
5.42,20,0,1,0,1,0,0
5.45,20,0,1,0,1,0,0
5.48,20,0,1,0,1,0,0
5.5,20,0,1,0,1,0,0
5.53,20,1,0,0,1,0,0
5.56,20,1,0,0,1,0,0
5.59,20,1,0,0,1,0,0
5.62,20,1,0,0,1,0,0
5.65,20,1,0,0,1,0,0
5.68,20,1,0,0,1,0,0
5.71,20,1,0,0,1,0,0
5.74,20,1,0,0,1,0,0
5.77,20,1,0,0,1,0,0
5.8,20,1,0,0,1,0,0
5.82,22,0,1,0,0,1,0
5.85,22,0,1,0,0,1,0
5.88,22,0,1,0,0,1,0
5.91,22,0,1,0,0,1,0
5.94,22,0,1,0,0,1,0
5.97,22,0,1,0,0,1,0
6,22,0,1,0,0,1,0
6.02,24,1,0,1,1,0,0
6.05,24,1,0,1,1,0,0
6.08,24,1,0,1,1,0,0
6.11,24,1,0,1,1,0,0
6.14,24,1,0,1,1,0,0
6.17,24,1,0,1,1,0,0
6.2,24,1,0,1,1,0,0
6.23,24,1,0,0,1,0,0
6.26,24,1,0,0,1,0,0
6.29,24,1,0,0,1,0,0
6.31,24,0,1,0,1,0,0
6.34,24,0,1,0,1,0,0
6.37,24,0,1,0,1,0,0
6.4,24,0,1,0,1,0,0
6.43,24,0,1,0,1,0,0
6.46,24,0,1,0,1,0,0
6.49,24,0,1,0,1,0,0
6.51,24,1,0,0,1,0,0
6.54,24,1,0,0,1,0,0
6.57,24,1,0,0,1,0,0
6.6,24,1,0,0,1,0,0
6.63,24,1,0,0,1,0,0
6.66,24,1,0,0,1,0,0
6.69,24,1,0,0,1,0,0
6.72,24,1,0,0,1,0,0
6.75,24,1,0,0,1,0,0
6.78,24,1,0,0,1,0,0
6.8,24,0,0,0,1,0,0
6.83,26,0,1,0,0,1,0
6.86,26,0,1,0,0,1,0
6.89,26,0,1,0,0,1,0
6.92,26,0,1,0,0,1,0
6.95,26,0,1,0,0,1,0
6.98,26,0,1,0,0,1,0
7,28,0,1,1,1,0,0
7.03,28,1,0,1,1,0,0
7.06,28,1,0,1,1,0,0
7.09,28,1,0,1,1,0,0
7.12,28,1,0,1,1,0,0
7.15,28,1,0,1,1,0,0
7.18,28,1,0,1,1,0,0
7.21,28,1,0,0,1,0,0
7.24,28,1,0,0,1,0,0
7.27,28,1,0,0,1,0,0
7.3,28,1,0,0,1,0,0
7.32,28,0,1,0,1,0,0
7.35,28,0,1,0,1,0,0
7.38,28,0,1,0,1,0,0
7.41,28,0,1,0,1,0,0
7.44,28,0,1,0,1,0,0
7.47,28,0,1,0,1,0,0
7.5,28,0,1,0,1,0,0
7.52,28,1,0,0,1,0,0
7.55,28,1,0,0,1,0,0
7.58,28,1,0,0,1,0,0
7.61,28,1,0,0,1,0,0
7.64,28,1,0,0,1,0,0
7.67,28,1,0,0,1,0,0
7.7,28,1,0,0,1,0,0
7.73,28,1,0,0,1,0,0
7.76,28,1,0,0,1,0,0
7.79,28,1,0,0,1,0,0
7.81,30,0,1,0,0,1,0
7.84,30,0,1,0,0,1,0
7.87,30,0,1,0,0,1,0
7.9,30,0,1,0,0,1,0
7.93,30,0,1,0,0,1,0
7.96,30,0,1,0,0,1,0
7.99,30,0,1,0,0,1,0
8.01,32,1,0,1,1,0,1
8.04,32,1,0,1,1,0,1
8.07,32,1,0,1,1,0,1
8.1,32,1,0,1,1,0,1
8.13,32,1,0,1,1,0,1
8.16,32,1,0,1,1,0,1
8.19,32,1,0,1,1,0,1
8.22,32,1,0,0,1,0,1
8.25,32,1,0,0,1,0,1
8.28,32,1,0,0,1,0,1
8.3,32,0,0,0,1,0,1
8.33,32,0,1,0,1,0,1
8.36,32,0,1,0,1,0,1
8.39,32,0,1,0,1,0,1
8.42,32,0,1,0,1,0,1
8.45,32,0,1,0,1,0,1
8.48,32,0,1,0,1,0,1
8.5,32,0,1,0,1,0,1
8.53,32,1,0,0,1,0,1
8.56,32,1,0,0,1,0,1
8.59,32,1,0,0,1,0,1
8.62,32,1,0,0,1,0,1
8.65,32,1,0,0,1,0,1
8.68,32,1,0,0,1,0,1
8.71,32,1,0,0,1,0,1
8.74,32,1,0,0,1,0,1
8.77,32,1,0,0,1,0,1
8.8,32,1,0,0,1,0,1
8.82,34,0,1,0,0,1,1
8.85,34,0,1,0,0,1,1
8.88,34,0,1,0,0,1,1
8.91,34,0,1,0,0,1,1
8.94,34,0,1,0,0,1,1
8.97,34,0,1,0,0,1,1
9,34,0,1,0,0,1,1
9.02,36,1,0,1,1,0,0
9.05,36,1,0,1,1,0,0
9.08,36,1,0,1,1,0,0
9.11,36,1,0,1,1,0,0
9.14,36,1,0,1,1,0,0
9.17,36,1,0,1,1,0,0
9.2,36,1,0,1,1,0,0
9.23,36,1,0,0,1,0,0
9.26,36,1,0,0,1,0,0
9.29,36,1,0,0,1,0,0
9.31,36,0,1,0,1,0,0
9.34,36,0,1,0,1,0,0
9.37,36,0,1,0,1,0,0
9.4,36,0,1,0,1,0,0
9.43,36,0,1,0,1,0,0
9.46,36,0,1,0,1,0,0
9.49,36,0,1,0,1,0,0
9.51,36,1,0,0,1,0,0
9.54,36,1,0,0,1,0,0
9.57,36,1,0,0,1,0,0
9.6,36,1,0,0,1,0,0
9.63,36,1,0,0,1,0,0
9.66,36,1,0,0,1,0,0
9.69,36,1,0,0,1,0,0
9.72,36,1,0,0,1,0,0
9.75,36,1,0,0,1,0,0
9.78,36,1,0,0,1,0,0
9.8,36,0,0,0,1,0,0
9.83,38,0,1,0,0,1,0
9.86,38,0,1,0,0,1,0
9.89,38,0,1,0,0,1,0
9.92,38,0,1,0,0,1,0
9.95,38,0,1,0,0,1,0
9.98,38,0,1,0,0,1,0
10,40,0,1,1,1,0,0
10,40,0,1,1,1,0,0
