Time,IdealDiode3.off,Capacitor1.v
0.0,1.0,283.0
1e-05,1.0,283.0
2e-05,1.0,283.0
3e-05,1.0,282.0
4e-05,1.0,282.0
5e-05,1.0,282.0
6e-05,1.0,282.0
7e-05,1.0,282.0
8e-05,1.0,282.0
9e-05,1.0,281.0
0.0001,1.0,281.0
0.00011,1.0,281.0
0.00012,1.0,281.0
0.00013,1.0,281.0
0.00014,0.0,281.0
0.00015,0.0,280.0
0.00016,0.0,280.0
0.00017,0.0,280.0
0.00018,0.0,280.0
0.00019,0.0,280.0
0.0002,0.0,280.0
0.00021,0.0,279.0
0.00022,0.0,279.0
0.00023,0.0,279.0
0.00024,0.0,279.0
0.00025,0.0,279.0
0.00026,0.0,279.0
0.00027,0.0,278.0
0.00028,0.0,278.0
0.00029,0.0,278.0
0.0003,0.0,278.0
0.00031,0.0,278.0
0.00032,0.0,278.0
0.00033,0.0,277.0
0.00034,0.0,277.0
0.00035,0.0,277.0
0.00036,0.0,277.0
0.00037,0.0,277.0
0.00038,0.0,277.0
0.00039,0.0,276.0
0.0004,0.0,276.0
0.00041,0.0,276.0
0.00042,0.0,276.0
0.00043,0.0,276.0
0.00044,0.0,276.0
0.00045,0.0,275.0
0.00046,0.0,275.0
0.00047,0.0,275.0
0.00048,0.0,275.0
0.00049,0.0,275.0
0.0005,0.0,275.0
0.00051,0.0,274.0
0.00052,0.0,274.0
0.00053,0.0,274.0
0.00054,0.0,274.0
0.00055,0.0,274.0
0.00056,0.0,274.0
0.00057,0.0,273.0
0.00058,0.0,273.0
0.00059,0.0,273.0
0.0006,0.0,273.0
0.00061,0.0,273.0
0.00062,0.0,273.0
0.00063,0.0,272.0
0.00064,0.0,272.0
0.00065,0.0,272.0
0.00066,0.0,272.0
0.00067,0.0,272.0
0.00068,0.0,272.0
0.00069,0.0,271.0
0.0007,0.0,271.0
0.00071,0.0,271.0
0.00072,0.0,271.0
0.00073,0.0,271.0
0.00074,0.0,271.0
0.00075,0.0,271.0
0.00076,0.0,270.0
0.00077,0.0,270.0
0.00078,0.0,270.0
0.00079,0.0,270.0
0.0008,0.0,270.0
0.00081,0.0,270.0
0.00082,0.0,269.0
0.00083,0.0,269.0
0.00084,0.0,269.0
0.00085,0.0,269.0
0.00086,0.0,269.0
0.00087,0.0,269.0
0.00088,0.0,268.0
0.00089,0.0,268.0
0.0009,0.0,268.0
0.00091,0.0,268.0
0.00092,0.0,268.0
0.00093,0.0,268.0
0.00094,0.0,267.0
0.00095,0.0,267.0
0.00096,0.0,267.0
0.00097,0.0,267.0
0.00098,0.0,267.0
0.00099,0.0,267.0
0.001,0.0,267.0
0.00101,0.0,266.0
0.00102,0.0,266.0
0.00103,0.0,266.0
0.00104,0.0,266.0
0.00105,0.0,266.0
0.00106,0.0,266.0
0.00107,0.0,265.0
0.00108,0.0,265.0
0.00109,0.0,265.0
0.0011,0.0,265.0
0.00111,0.0,265.0
0.00112,0.0,265.0
0.00113,0.0,265.0
0.00114,0.0,264.0
0.00115,0.0,264.0
0.00116,0.0,264.0
0.00117,0.0,264.0
0.00118,0.0,264.0
0.00119,0.0,264.0
0.0012,0.0,263.0
0.00121,0.0,263.0
0.00122,0.0,263.0
0.00123,0.0,263.0
0.00124,0.0,263.0
0.00125,0.0,263.0
0.00126,0.0,262.0
0.00127,0.0,262.0
0.00128,0.0,262.0
0.00129,0.0,262.0
0.0013,0.0,262.0
0.00131,0.0,262.0
0.00132,0.0,261.0
0.00133,0.0,261.0
0.00134,0.0,261.0
0.00135,0.0,261.0
0.00136,0.0,261.0
0.00137,0.0,261.0
0.00138,0.0,261.0
0.00139,0.0,260.0
0.0014,0.0,260.0
0.00141,0.0,260.0
0.00142,0.0,260.0
0.00143,0.0,260.0
0.00144,0.0,260.0
0.00145,0.0,259.0
0.00146,0.0,259.0
0.00147,0.0,259.0
0.00148,0.0,259.0
0.00149,0.0,259.0
0.0015,1.0,259.0
0.00151,1.0,258.0
0.00152,1.0,258.0
0.00153,1.0,258.0
0.00154,1.0,258.0
0.00155,1.0,258.0
0.00156,1.0,258.0
0.00157,1.0,257.0
0.00158,1.0,257.0
0.00159,1.0,257.0
0.0016,1.0,257.0
0.00161,1.0,257.0
0.00162,1.0,257.0
0.00163,1.0,256.0
0.00164,1.0,256.0
0.00165,1.0,256.0
0.00166,1.0,256.0
0.00167,1.0,256.0
0.00168,1.0,256.0
0.00169,1.0,255.0
0.0017,1.0,255.0
0.00171,1.0,255.0
0.00172,1.0,255.0
0.00173,1.0,255.0
0.00174,1.0,255.0
0.00175,1.0,254.0
0.00176,1.0,254.0
0.00177,1.0,254.0
0.00178,1.0,254.0
0.00179,1.0,254.0
0.0018,1.0,254.0
0.00181,1.0,253.0
0.00182,1.0,253.0
0.00183,1.0,253.0
0.00184,1.0,253.0
0.00185,1.0,253.0
0.00186,1.0,253.0
0.00187,1.0,252.0
0.00188,1.0,252.0
0.00189,1.0,252.0
0.0019,1.0,252.0
0.00191,1.0,252.0
0.00192,1.0,252.0
0.00193,1.0,251.0
0.00194,1.0,251.0
0.00195,1.0,251.0
0.00196,1.0,251.0
0.00197,1.0,251.0
0.00198,1.0,251.0
0.00199,1.0,250.0
0.002,1.0,250.0
0.00201,1.0,250.0
0.00202,1.0,250.0
0.00203,1.0,250.0
0.00204,1.0,250.0
0.00205,1.0,249.0
0.00206,1.0,249.0
0.00207,1.0,249.0
0.00208,1.0,249.0
0.00209,1.0,249.0
0.0021,1.0,249.0
0.00211,1.0,248.0
0.00212,1.0,248.0
0.00213,1.0,248.0
0.00214,1.0,248.0
0.00215,1.0,248.0
0.00216,1.0,248.0
0.00217,1.0,247.0
0.00218,1.0,247.0
0.00219,1.0,247.0
0.0022,1.0,247.0
0.00221,1.0,247.0
0.00222,1.0,247.0
0.00223,1.0,247.0
0.00224,1.0,246.0
0.00225,1.0,246.0
0.00226,1.0,246.0
0.00227,1.0,246.0
0.00228,1.0,246.0
0.00229,1.0,246.0
0.0023,1.0,246.0
0.00231,1.0,245.0
0.00232,1.0,245.0
0.00233,1.0,245.0
0.00234,1.0,245.0
0.00235,1.0,245.0
0.00236,1.0,245.0
0.00237,1.0,245.0
0.00238,1.0,244.0
0.00239,1.0,244.0
0.0024,1.0,244.0
0.00241,1.0,244.0
0.00242,1.0,244.0
0.00243,1.0,244.0
0.00244,1.0,244.0
0.00245,1.0,244.0
0.00246,1.0,243.0
0.00247,1.0,243.0
0.00248,1.0,243.0
0.00249,1.0,243.0
0.0025,1.0,243.0
0.00251,1.0,243.0
0.00252,1.0,243.0
0.00253,1.0,243.0
0.00254,1.0,243.0
0.00255,1.0,242.0
0.00256,1.0,242.0
0.00257,1.0,242.0
0.00258,1.0,242.0
0.00259,1.0,242.0
0.0026,1.0,242.0
0.00261,1.0,242.0
0.00262,1.0,242.0
0.00263,1.0,242.0
0.00264,1.0,242.0
0.00265,1.0,241.0
0.00266,1.0,241.0
0.00267,1.0,241.0
0.00268,1.0,241.0
0.00269,1.0,241.0
