"Time","x0","der(x0)","x1","der(x1)"
0.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,-2.000000000000000E+00
1.000000000000000E-01,1.991687243322700E+00,-1.749078005194700E-01,-1.749078005194700E-01,-1.472767619245500E+00
2.000000000000000E-01,1.968069384510000E+00,-3.040353158163500E-01,-3.040353158163500E-01,-1.094485592594600E+00
3.000000000000000E-01,1.933081486089700E+00,-4.011034217131100E-01,-4.011034217131100E-01,-8.353400243512900E-01
4.000000000000000E-01,1.889430152456900E+00,-4.766290023006300E-01,-4.766290023006300E-01,-6.645192110387300E-01
5.000000000000000E-01,1.838904726819700E+00,-5.382532180055200E-01,-5.382532180055200E-01,-5.570166905197500E-01
6.000000000000000E-01,1.782635131453300E+00,-5.914193229793200E-01,-5.914193229793200E-01,-4.946492198679200E-01
7.000000000000000E-01,1.721281367703100E+00,-6.400257278620600E-01,-6.400257278620600E-01,-4.650327588566800E-01
8.000000000000000E-01,1.655163435684100E+00,-6.869452189053300E-01,-6.869452189053300E-01,-4.601768898205800E-01
9.000000000000000E-01,1.584345647727600E+00,-7.344078019754200E-01,-7.344078019754200E-01,-4.752788746115000E-01
1.000000000000000E+00,1.508687750033300E+00,-7.842765316457800E-01,-7.842765316457800E-01,-5.078420952439600E-01
1.100000000000000E+00,1.427872076588800E+00,-8.382484339063800E-01,-8.382484339063800E-01,-5.570839557778400E-01
1.200000000000000E+00,1.341413002461900E+00,-8.980062535598800E-01,-8.980062535598800E-01,-6.235568222657800E-01
1.300000000000000E+00,1.248652759095800E+00,-9.653384728626400E-01,-9.653384728626400E-01,-7.088994746577800E-01
1.400000000000000E+00,1.148746316375900E+00,-1.042236322583500E+00,-1.042236322583500E+00,-8.156287238394200E-01
1.500000000000000E+00,1.040637609719200E+00,-1.130966057930600E+00,-1.130966057930600E+00,-9.468504005048300E-01
1.600000000000000E+00,9.230301969159900E-01,-1.234099362179800E+00,-1.234099362179800E+00,-1.105695729421700E+00
1.700000000000000E+00,7.943581914548000E-01,-1.354458862140300E+00,-1.354458862140300E+00,-1.294146825526900E+00
1.800000000000000E+00,6.527694337207700E-01,-1.494891097719400E+00,-1.494891097719400E+00,-1.510675574833700E+00
1.900000000000000E+00,4.961446515515300E-01,-1.657706078508700E+00,-1.657706078508700E+00,-1.745790605325700E+00
2.000000000000000E+00,3.221969335776700E-01,-1.843518289921900E+00,-1.843518289921900E+00,-1.974337997010400E+00
2.100000000000000E+00,1.287272454642700E-01,-2.049124041145300E+00,-2.049124041145300E+00,-2.143895859228400E+00
2.200000000000000E+00,-8.585177855341100E-02,-2.264103699511200E+00,-2.264103699511200E+00,-2.161564281515600E+00
2.300000000000000E+00,-3.216002066713000E-01,-2.466428744970500E+00,-2.466428744970500E+00,-1.889733969856900E+00
2.400000000000000E+00,-5.757140364845500E-01,-2.619083303711900E+00,-2.619083303711900E+00,-1.175282875412800E+00
2.500000000000000E+00,-8.410640075843100E-01,-2.672581354419800E+00,-2.672581354419800E+00,5.903640918063200E-02
2.600000000000000E+00,-1.105485245829500E+00,-2.579434428042800E+00,-2.579434428042800E+00,1.678371515805200E+00
2.700000000000000E+00,-1.353077834097900E+00,-2.319687821657200E+00,-2.319687821657200E+00,3.280320000498900E+00
2.800000000000000E+00,-1.568013693489900E+00,-1.921073968326900E+00,-1.921073968326900E+00,4.370220786092400E+00
2.900000000000000E+00,-1.739265858486100E+00,-1.452130520244100E+00,-1.452130520244100E+00,4.679896562820000E+00
3.000000000000000E+00,-1.863338897714600E+00,-9.895286737034600E-01,-9.895286737034600E-01,4.309485293357800E+00
3.100000000000000E+00,-1.943541609243100E+00,-5.867773039083500E-01,-5.867773039083500E-01,3.573229893651500E+00
3.200000000000000E+00,-1.987051270432500E+00,-2.648237180093200E-01,-2.648237180093200E-01,2.767850304516500E+00
3.300000000000000E+00,-2.001954373759000E+00,-2.065802599372400E-02,-2.065802599372400E-02,2.064090024660800E+00
3.400000000000000E+00,-1.995440754200200E+00,1.598371842071500E-01,1.598371842071500E-01,1.518840827130600E+00
3.500000000000000E+00,-1.973141976555300E+00,2.928659771038900E-01,2.928659771038900E-01,1.125795990485300E+00
3.600000000000000E+00,-1.939145160766200E+00,3.925259284035100E-01,3.925259284035100E-01,8.556621388597400E-01
3.700000000000000E+00,-1.896271134167500E+00,4.696936431762800E-01,4.696936431762800E-01,6.770196080457100E-01
3.800000000000000E+00,-1.846390881964000E+00,5.322905196168500E-01,5.322905196168500E-01,5.640182321825300E-01
3.900000000000000E+00,-1.790691754552300E+00,5.859574062595700E-01,5.859574062595700E-01,4.977316424630600E-01
4.000000000000000E+00,-1.729874584418600E+00,6.347234026524800E-01,6.347234026524800E-01,4.652097358367400E-01
4.100000000000000E+00,-1.664289484856900E+00,6.815427297291300E-01,6.815427297291300E-01,4.580546172106800E-01
4.200000000000000E+00,-1.594024415421000E+00,7.286917491470200E-01,7.286917491470200E-01,4.711732162830500E-01
4.300000000000000E+00,-1.518959330793700E+00,7.780547464058200E-01,7.780547464058200E-01,5.018570292269000E-01
4.400000000000000E+00,-1.438795531574800E+00,8.313313215539300E-01,8.313313215539300E-01,5.491607982091400E-01
4.500000000000000E+00,-1.353066786690200E+00,8.901921489285700E-01,8.901921489285700E-01,6.135042923065300E-01
4.600000000000000E+00,-1.261136489537400E+00,9.564015734879200E-01,9.564015734879200E-01,6.964145998972699E-01
4.700000000000000E+00,-1.162183648504500E+00,1.031916856468500E+00,1.031916856468500E+00,8.003205050135200E-01
4.800000000000000E+00,-1.055179963387200E+00,1.118963807564100E+00,1.118963807564100E+00,9.282841467867400E-01
4.900000000000000E+00,-9.388608639448700E-01,1.220074039513400E+00,1.220074039513400E+00,1.083488779955700E+00
5.000000000000000E+00,-8.116958407819400E-01,1.338044965587300E+00,1.338044965587300E+00,1.268169696218500E+00
