Time,Piston_frame_0a_r_00_1_,Piston_frame_0a_r_00_2_,Piston_frame_0a_r_00_3_
0.464,0.15,0.323257,0
0.465,0.15,0.323257,0
0.465,0.15,0.290117,0
0.466,0.15,0.290117,0
0.466,0.15,0.258807,0
0.467,0.15,0.258807,0
0.467,0.15,0.232272,0
0.468,0.15,0.232272,0
0.468,0.15,0.213112,0
0.469,0.15,0.213112,0
0.469,0.15,0.20247,0
0.47,0.15,0.20247,0
0.47,0.15,0.200204,0
0.471,0.15,0.200204,0
0.471,0.15,0.206169,0
0.472,0.15,0.206169,0
0.472,0.15,0.220655,0
0.473,0.15,0.220655,0
0.473,0.15,0.243424,0
0.474,0.15,0.243424,0
0.474,0.15,0.272672,0
0.475,0.15,0.272672,0
0.475,0.15,0.305568,0
0.476,0.15,0.305568,0
0.476,0.15,0.339211,0
0.477,0.15,0.339211,0
0.477,0.15,0.370339,0
0.478,0.15,0.370339,0
0.478,0.15,0.39352,0
0.479,0.15,0.39352,0
0.479,0.15,0.399327,0
0.48,0.15,0.399327,0
0.48,0.15,0.383869,0
0.481,0.15,0.383869,0
0.481,0.15,0.355715,0
0.482,0.15,0.355715,0
0.482,0.15,0.322433,0
0.483,0.15,0.322433,0
0.483,0.15,0.288155,0
0.484,0.15,0.288155,0
0.484,0.15,0.256043,0
0.485,0.15,0.256043,0
0.485,0.15,0.229347,0
0.486,0.15,0.229347,0
0.486,0.15,0.210794,0
0.487,0.15,0.210794,0
0.487,0.15,0.201375,0
0.488,0.15,0.201375,0
0.488,0.15,0.200842,0
0.489,0.15,0.200842,0
0.489,0.15,0.209155,0
0.49,0.15,0.209155,0
0.49,0.15,0.226622,0
0.491,0.15,0.226622,0
0.491,0.15,0.252543,0
0.492,0.15,0.252543,0
0.492,0.15,0.284442,0
0.493,0.15,0.284442,0
0.493,0.15,0.319103,0
0.494,0.15,0.319103,0
0.494,0.15,0.353287,0
0.495,0.15,0.353287,0
0.495,0.15,0.382701,0
0.496,0.15,0.382701,0
0.496,0.15,0.399233,0
0.497,0.15,0.399233,0
0.497,0.15,0.393204,0
0.498,0.15,0.393204,0
0.498,0.15,0.368668,0
0.499,0.15,0.368668,0
0.499,0.15,0.335791,0
0.5,0.15,0.335791,0
0.5,0.15,0.300374,0
