Time,Piston_frame_0a_r_00_1_,Piston_frame_0a_r_00_2_,Piston_frame_0a_r_00_3_
0,0.15,0.4,0
0.001,0.15,0.4,0
0.001,0.15,0.4,0
0.002,0.15,0.4,0
0.002,0.15,0.4,0
0.003,0.15,0.4,0
0.003,0.15,0.4,0
0.004,0.15,0.4,0
0.004,0.15,0.4,0
0.005,0.15,0.4,0
0.005,0.15,0.4,0
0.006,0.15,0.4,0
0.006,0.15,0.4,0
0.007,0.15,0.4,0
0.007,0.15,0.4,0
0.008,0.15,0.4,0
0.008,0.15,0.4,0
0.009,0.15,0.4,0
0.009,0.15,0.4,0
0.01,0.15,0.4,0
0.01,0.15,0.4,0
0.011,0.15,0.4,0
0.011,0.15,0.4,0
0.012,0.15,0.4,0
0.012,0.15,0.4,0
0.013,0.15,0.4,0
0.013,0.15,0.4,0
0.014,0.15,0.4,0
0.014,0.15,0.4,0
0.015,0.15,0.4,0
0.015,0.15,0.4,0
0.016,0.15,0.4,0
0.016,0.15,0.399999,0
0.017,0.15,0.399999,0
0.017,0.15,0.399999,0
0.018,0.15,0.399999,0
0.018,0.15,0.399999,0
0.019,0.15,0.399999,0
0.019,0.15,0.399999,0
0.02,0.15,0.399999,0
0.02,0.15,0.399999,0
0.021,0.15,0.399999,0
0.021,0.15,0.399999,0
0.022,0.15,0.399999,0
0.022,0.15,0.399998,0
0.023,0.15,0.399998,0
0.023,0.15,0.399998,0
0.024,0.15,0.399998,0
0.024,0.15,0.399998,0
0.025,0.15,0.399998,0
0.025,0.15,0.399997,0
0.026,0.15,0.399997,0
0.026,0.15,0.399996,0
0.027,0.15,0.399996,0
0.027,0.15,0.399996,0
0.028,0.15,0.399996,0
0.028,0.15,0.399995,0
0.029,0.15,0.399995,0
0.029,0.15,0.399994,0
0.03,0.15,0.399994,0
0.03,0.15,0.399992,0
0.031,0.15,0.399992,0
0.031,0.15,0.399991,0
0.032,0.15,0.399991,0
0.032,0.15,0.399989,0
0.033,0.15,0.399989,0
0.033,0.15,0.399986,0
0.034,0.15,0.399986,0
0.034,0.15,0.399983,0
0.035,0.15,0.399983,0
0.035,0.15,0.39998,0
0.036,0.15,0.39998,0
0.036,0.15,0.399975,0
0.037,0.15,0.399975,0
0.037,0.15,0.39997,0
0.038,0.15,0.39997,0
0.038,0.15,0.399964,0
0.039,0.15,0.399964,0
0.039,0.15,0.399956,0
0.04,0.15,0.399956,0
0.04,0.15,0.399946,0
0.041,0.15,0.399946,0
0.041,0.15,0.399935,0
0.042,0.15,0.399935,0
0.042,0.15,0.399921,0
0.043,0.15,0.399921,0
0.043,0.15,0.399904,0
0.044,0.15,0.399904,0
0.044,0.15,0.399884,0
0.045,0.15,0.399884,0
0.045,0.15,0.399859,0
0.046,0.15,0.399859,0
0.046,0.15,0.399828,0
0.047,0.15,0.399828,0
0.047,0.15,0.399792,0
0.048,0.15,0.399792,0
0.048,0.15,0.399747,0
0.049,0.15,0.399747,0
0.049,0.15,0.399694,0
0.05,0.15,0.399694,0
0.05,0.15,0.399628,0
0.051,0.15,0.399628,0
0.051,0.15,0.399549,0
0.052,0.15,0.399549,0
0.052,0.15,0.399453,0
0.053,0.15,0.399453,0
0.053,0.15,0.399338,0
0.054,0.15,0.399338,0
0.054,0.15,0.399197,0
0.055,0.15,0.399197,0
0.055,0.15,0.399028,0
0.056,0.15,0.399028,0
0.056,0.15,0.398823,0
0.057,0.15,0.398823,0
0.057,0.15,0.398575,0
0.058,0.15,0.398575,0
0.058,0.15,0.398277,0
0.059,0.15,0.398277,0
0.059,0.15,0.397918,0
0.06,0.15,0.397918,0
0.06,0.15,0.397487,0
0.061,0.15,0.397487,0
0.061,0.15,0.39697,0
0.062,0.15,0.39697,0
0.062,0.15,0.396351,0
0.063,0.15,0.396351,0
0.063,0.15,0.395613,0
0.064,0.15,0.395613,0
0.064,0.15,0.394735,0
0.065,0.15,0.394735,0
0.065,0.15,0.393694,0
0.066,0.15,0.393694,0
0.066,0.15,0.392466,0
0.067,0.15,0.392466,0
0.067,0.15,0.391023,0
0.068,0.15,0.391023,0
0.068,0.15,0.389336,0
0.069,0.15,0.389336,0
0.069,0.15,0.387375,0
0.07,0.15,0.387375,0
0.07,0.15,0.385109,0
0.071,0.15,0.385109,0
0.071,0.15,0.382508,0
0.072,0.15,0.382508,0
0.072,0.15,0.379543,0
0.073,0.15,0.379543,0
0.073,0.15,0.376186,0
0.074,0.15,0.376186,0
0.074,0.15,0.372412,0
0.075,0.15,0.372412,0
0.075,0.15,0.368202,0
0.076,0.15,0.368202,0
0.076,0.15,0.363539,0
0.077,0.15,0.363539,0
0.077,0.15,0.358412,0
0.078,0.15,0.358412,0
0.078,0.15,0.352815,0
0.079,0.15,0.352815,0
0.079,0.15,0.346748,0
0.08,0.15,0.346748,0
0.08,0.15,0.340218,0
0.081,0.15,0.340218,0
0.081,0.15,0.333238,0
0.082,0.15,0.333238,0
0.082,0.15,0.325829,0
0.083,0.15,0.325829,0
0.083,0.15,0.318021,0
0.084,0.15,0.318021,0
0.084,0.15,0.309855,0
0.085,0.15,0.309855,0
0.085,0.15,0.301379,0
0.086,0.15,0.301379,0
0.086,0.15,0.292657,0
0.087,0.15,0.292657,0
0.087,0.15,0.283764,0
0.088,0.15,0.283764,0
0.088,0.15,0.274792,0
0.089,0.15,0.274792,0
0.089,0.15,0.265845,0
0.09,0.15,0.265845,0
0.09,0.15,0.257039,0
0.091,0.15,0.257039,0
0.091,0.15,0.248501,0
0.092,0.15,0.248501,0
0.092,0.15,0.240362,0
0.093,0.15,0.240362,0
0.093,0.15,0.232752,0
0.094,0.15,0.232752,0
0.094,0.15,0.225786,0
0.095,0.15,0.225786,0
0.095,0.15,0.21956,0
0.096,0.15,0.21956,0
0.096,0.15,0.214148,0
0.097,0.15,0.214148,0
0.097,0.15,0.209595,0
0.098,0.15,0.209595,0
0.098,0.15,0.205923,0
0.099,0.15,0.205923,0
0.099,0.15,0.203138,0
0.1,0.15,0.203138,0
0.1,0.15,0.201234,0
0.101,0.15,0.201234,0
0.101,0.15,0.200204,0
0.102,0.15,0.200204,0
0.102,0.15,0.200043,0
0.103,0.15,0.200043,0
0.103,0.15,0.200748,0
0.104,0.15,0.200748,0
0.104,0.15,0.202324,0
0.105,0.15,0.202324,0
0.105,0.15,0.204779,0
0.106,0.15,0.204779,0
0.106,0.15,0.208124,0
0.107,0.15,0.208124,0
0.107,0.15,0.212361,0
0.108,0.15,0.212361,0
0.108,0.15,0.217486,0
0.109,0.15,0.217486,0
0.109,0.15,0.22348,0
0.11,0.15,0.22348,0
0.11,0.15,0.230302,0
0.111,0.15,0.230302,0
0.111,0.15,0.237894,0
0.112,0.15,0.237894,0
0.112,0.15,0.246177,0
0.113,0.15,0.246177,0
0.113,0.15,0.255059,0
0.114,0.15,0.255059,0
0.114,0.15,0.264435,0
0.115,0.15,0.264435,0
0.115,0.15,0.274199,0
0.116,0.15,0.274199,0
0.116,0.15,0.284243,0
0.117,0.15,0.284243,0
0.117,0.15,0.29446,0
0.118,0.15,0.29446,0
0.118,0.15,0.304751,0
0.119,0.15,0.304751,0
0.119,0.15,0.315018,0
0.12,0.15,0.315018,0
0.12,0.15,0.325171,0
0.121,0.15,0.325171,0
0.121,0.15,0.335122,0
0.122,0.15,0.335122,0
0.122,0.15,0.344784,0
0.123,0.15,0.344784,0
0.123,0.15,0.354068,0
0.124,0.15,0.354068,0
0.124,0.15,0.362878,0
0.125,0.15,0.362878,0
0.125,0.15,0.371108,0
0.126,0.15,0.371108,0
0.126,0.15,0.378634,0
0.127,0.15,0.378634,0
0.127,0.15,0.38531,0
0.128,0.15,0.38531,0
0.128,0.15,0.390965,0
0.129,0.15,0.390965,0
0.129,0.15,0.395404,0
0.13,0.15,0.395404,0
0.13,0.15,0.398432,0
0.131,0.15,0.398432,0
0.131,0.15,0.399884,0
0.132,0.15,0.399884,0
0.132,0.15,0.399668,0
0.133,0.15,0.399668,0
0.133,0.15,0.397787,0
0.134,0.15,0.397787,0
0.134,0.15,0.394315,0
0.135,0.15,0.394315,0
0.135,0.15,0.38937,0
0.136,0.15,0.38937,0
0.136,0.15,0.383092,0
0.137,0.15,0.383092,0
0.137,0.15,0.375626,0
0.138,0.15,0.375626,0
0.138,0.15,0.367108,0
0.139,0.15,0.367108,0
0.139,0.15,0.357665,0
0.14,0.15,0.357665,0
0.14,0.15,0.347416,0
0.141,0.15,0.347416,0
0.141,0.15,0.336476,0
0.142,0.15,0.336476,0
0.142,0.15,0.324962,0
0.143,0.15,0.324962,0
0.143,0.15,0.312997,0
0.144,0.15,0.312997,0
0.144,0.15,0.300722,0
0.145,0.15,0.300722,0
0.145,0.15,0.288295,0
0.146,0.15,0.288295,0
0.146,0.15,0.275904,0
0.147,0.15,0.275904,0
0.147,0.15,0.263761,0
0.148,0.15,0.263761,0
0.148,0.15,0.252106,0
0.149,0.15,0.252106,0
0.149,0.15,0.24119,0
0.15,0.15,0.24119,0
0.15,0.15,0.231259,0
0.151,0.15,0.231259,0
0.151,0.15,0.222525,0
0.152,0.15,0.222525,0
0.152,0.15,0.215145,0
0.153,0.15,0.215145,0
0.153,0.15,0.209211,0
0.154,0.15,0.209211,0
0.154,0.15,0.204755,0
0.155,0.15,0.204755,0
0.155,0.15,0.20177,0
0.156,0.15,0.20177,0
0.156,0.15,0.200234,0
0.157,0.15,0.200234,0
0.157,0.15,0.20013,0
0.158,0.15,0.20013,0
0.158,0.15,0.201457,0
0.159,0.15,0.201457,0
0.159,0.15,0.204229,0
0.16,0.15,0.204229,0
0.16,0.15,0.208471,0
0.161,0.15,0.208471,0
0.161,0.15,0.214201,0
0.162,0.15,0.214201,0
0.162,0.15,0.22141,0
0.163,0.15,0.22141,0
0.163,0.15,0.230041,0
0.164,0.15,0.230041,0
0.164,0.15,0.239982,0
0.165,0.15,0.239982,0
0.165,0.15,0.251069,0
0.166,0.15,0.251069,0
0.166,0.15,0.263099,0
0.167,0.15,0.263099,0
0.167,0.15,0.275853,0
0.168,0.15,0.275853,0
0.168,0.15,0.289107,0
0.169,0.15,0.289107,0
0.169,0.15,0.302644,0
0.17,0.15,0.302644,0
0.17,0.15,0.316255,0
0.171,0.15,0.316255,0
0.171,0.15,0.329738,0
0.172,0.15,0.329738,0
0.172,0.15,0.342891,0
0.173,0.15,0.342891,0
0.173,0.15,0.355495,0
0.174,0.15,0.355495,0
0.174,0.15,0.367296,0
0.175,0.15,0.367296,0
0.175,0.15,0.377977,0
0.176,0.15,0.377977,0
0.176,0.15,0.387128,0
0.177,0.15,0.387128,0
0.177,0.15,0.394226,0
0.178,0.15,0.394226,0
0.178,0.15,0.398679,0
0.179,0.15,0.398679,0
0.179,0.15,0.39998,0
0.18,0.15,0.39998,0
0.18,0.15,0.39795,0
0.181,0.15,0.39795,0
0.181,0.15,0.392809,0
0.182,0.15,0.392809,0
0.182,0.15,0.385021,0
0.183,0.15,0.385021,0
0.183,0.15,0.375106,0
0.184,0.15,0.375106,0
0.184,0.15,0.363521,0
0.185,0.15,0.363521,0
0.185,0.15,0.350642,0
0.186,0.15,0.350642,0
0.186,0.15,0.336776,0
0.187,0.15,0.336776,0
0.187,0.15,0.322192,0
0.188,0.15,0.322192,0
0.188,0.15,0.307152,0
0.189,0.15,0.307152,0
0.189,0.15,0.291926,0
0.19,0.15,0.291926,0
0.19,0.15,0.27682,0
0.191,0.15,0.27682,0
0.191,0.15,0.262179,0
0.192,0.15,0.262179,0
0.192,0.15,0.248386,0
0.193,0.15,0.248386,0
0.193,0.15,0.235837,0
0.194,0.15,0.235837,0
0.194,0.15,0.224893,0
0.195,0.15,0.224893,0
0.195,0.15,0.215826,0
0.196,0.15,0.215826,0
0.196,0.15,0.20879,0
0.197,0.15,0.20879,0
0.197,0.15,0.203827,0
0.198,0.15,0.203827,0
0.198,0.15,0.20091,0
0.199,0.15,0.20091,0
0.199,0.15,0.200002,0
0.2,0.15,0.200002,0
0.2,0.15,0.201086,0
0.201,0.15,0.201086,0
0.201,0.15,0.20418,0
0.202,0.15,0.20418,0
0.202,0.15,0.209326,0
0.203,0.15,0.209326,0
0.203,0.15,0.216556,0
0.204,0.15,0.216556,0
0.204,0.15,0.225841,0
0.205,0.15,0.225841,0
0.205,0.15,0.237054,0
0.206,0.15,0.237054,0
0.206,0.15,0.249958,0
0.207,0.15,0.249958,0
0.207,0.15,0.264237,0
0.208,0.15,0.264237,0
0.208,0.15,0.279531,0
0.209,0.15,0.279531,0
0.209,0.15,0.295477,0
0.21,0.15,0.295477,0
0.21,0.15,0.311726,0
0.211,0.15,0.311726,0
0.211,0.15,0.32794,0
0.212,0.15,0.32794,0
0.212,0.15,0.343774,0
0.213,0.15,0.343774,0
0.213,0.15,0.358845,0
0.214,0.15,0.358845,0
0.214,0.15,0.372675,0
0.215,0.15,0.372675,0
0.215,0.15,0.384618,0
0.216,0.15,0.384618,0
0.216,0.15,0.393784,0
0.217,0.15,0.393784,0
0.217,0.15,0.399083,0
0.218,0.15,0.399083,0
0.218,0.15,0.399606,0
0.219,0.15,0.399606,0
0.219,0.15,0.395233,0
0.22,0.15,0.395233,0
0.22,0.15,0.386668,0
0.221,0.15,0.386668,0
0.221,0.15,0.37492,0
0.222,0.15,0.37492,0
0.222,0.15,0.360884,0
0.223,0.15,0.360884,0
0.223,0.15,0.345238,0
0.224,0.15,0.345238,0
0.224,0.15,0.328504,0
0.225,0.15,0.328504,0
0.225,0.15,0.311121,0
0.226,0.15,0.311121,0
0.226,0.15,0.293509,0
0.227,0.15,0.293509,0
0.227,0.15,0.276114,0
0.228,0.15,0.276114,0
0.228,0.15,0.259438,0
0.229,0.15,0.259438,0
0.229,0.15,0.244032,0
0.23,0.15,0.244032,0
0.23,0.15,0.230446,0
0.231,0.15,0.230446,0
0.231,0.15,0.219141,0
0.232,0.15,0.219141,0
0.232,0.15,0.210404,0
0.233,0.15,0.210404,0
0.233,0.15,0.204331,0
0.234,0.15,0.204331,0
0.234,0.15,0.200894,0
0.235,0.15,0.200894,0
0.235,0.15,0.200034,0
0.236,0.15,0.200034,0
0.236,0.15,0.20173,0
0.237,0.15,0.20173,0
0.237,0.15,0.206019,0
0.238,0.15,0.206019,0
0.238,0.15,0.212966,0
0.239,0.15,0.212966,0
0.239,0.15,0.222585,0
0.24,0.15,0.222585,0
0.24,0.15,0.234756,0
0.241,0.15,0.234756,0
0.241,0.15,0.249182,0
0.242,0.15,0.249182,0
0.242,0.15,0.265419,0
0.243,0.15,0.265419,0
0.243,0.15,0.282945,0
0.244,0.15,0.282945,0
0.244,0.15,0.30124,0
0.245,0.15,0.30124,0
0.245,0.15,0.319801,0
0.246,0.15,0.319801,0
0.246,0.15,0.338135,0
0.247,0.15,0.338135,0
0.247,0.15,0.355698,0
0.248,0.15,0.355698,0
0.248,0.15,0.371812,0
0.249,0.15,0.371812,0
0.249,0.15,0.38552,0
0.25,0.15,0.38552,0
0.25,0.15,0.395438,0
0.251,0.15,0.395438,0
0.251,0.15,0.399886,0
0.252,0.15,0.399886,0
0.252,0.15,0.397791,0
0.253,0.15,0.397791,0
0.253,0.15,0.389632,0
0.254,0.15,0.389632,0
0.254,0.15,0.376909,0
0.255,0.15,0.376909,0
0.255,0.15,0.361095,0
0.256,0.15,0.361095,0
0.256,0.15,0.343273,0
0.257,0.15,0.343273,0
0.257,0.15,0.324223,0
0.258,0.15,0.324223,0
0.258,0.15,0.304575,0
0.259,0.15,0.304575,0
0.259,0.15,0.284926,0
0.26,0.15,0.284926,0
0.26,0.15,0.265915,0
0.261,0.15,0.265915,0
0.261,0.15,0.248256,0
0.262,0.15,0.248256,0
0.262,0.15,0.232686,0
0.263,0.15,0.232686,0
0.263,0.15,0.219846,0
0.264,0.15,0.219846,0
0.264,0.15,0.210138,0
0.265,0.15,0.210138,0
0.265,0.15,0.203687,0
0.266,0.15,0.203687,0
0.266,0.15,0.200445,0
0.267,0.15,0.200445,0
0.267,0.15,0.200337,0
0.268,0.15,0.200337,0
0.268,0.15,0.203359,0
0.269,0.15,0.203359,0
0.269,0.15,0.209584,0
0.27,0.15,0.209584,0
0.27,0.15,0.219082,0
0.271,0.15,0.219082,0
0.271,0.15,0.231773,0
0.272,0.15,0.231773,0
0.272,0.15,0.247326,0
0.273,0.15,0.247326,0
0.273,0.15,0.265173,0
0.274,0.15,0.265173,0
0.274,0.15,0.284626,0
0.275,0.15,0.284626,0
0.275,0.15,0.304986,0
0.276,0.15,0.304986,0
0.276,0.15,0.325577,0
0.277,0.15,0.325577,0
0.277,0.15,0.345716,0
0.278,0.15,0.345716,0
0.278,0.15,0.364599,0
0.279,0.15,0.364599,0
0.279,0.15,0.381118,0
0.28,0.15,0.381118,0
0.28,0.15,0.393584,0
0.281,0.15,0.393584,0
0.281,0.15,0.399706,0
0.282,0.15,0.399706,0
0.282,0.15,0.397757,0
0.283,0.15,0.397757,0
0.283,0.15,0.388285,0
0.284,0.15,0.388285,0
0.284,0.15,0.373417,0
0.285,0.15,0.373417,0
0.285,0.15,0.355143,0
0.286,0.15,0.355143,0
0.286,0.15,0.334837,0
0.287,0.15,0.334837,0
0.287,0.15,0.313468,0
0.288,0.15,0.313468,0
0.288,0.15,0.291841,0
0.289,0.15,0.291841,0
0.289,0.15,0.27076,0
0.29,0.15,0.27076,0
0.29,0.15,0.25111,0
0.291,0.15,0.25111,0
0.291,0.15,0.233829,0
0.292,0.15,0.233829,0
0.292,0.15,0.219745,0
0.293,0.15,0.219745,0
0.293,0.15,0.209374,0
0.294,0.15,0.209374,0
0.294,0.15,0.202856,0
0.295,0.15,0.202856,0
0.295,0.15,0.200109,0
0.296,0.15,0.200109,0
0.296,0.15,0.201052,0
0.297,0.15,0.201052,0
0.297,0.15,0.205716,0
0.298,0.15,0.205716,0
0.298,0.15,0.21421,0
0.299,0.15,0.21421,0
0.299,0.15,0.226552,0
0.3,0.15,0.226552,0
0.3,0.15,0.242466,0
0.301,0.15,0.242466,0
0.301,0.15,0.261321,0
0.302,0.15,0.261321,0
0.302,0.15,0.28226,0
0.303,0.15,0.28226,0
0.303,0.15,0.304384,0
0.304,0.15,0.304384,0
0.304,0.15,0.326827,0
0.305,0.15,0.326827,0
0.305,0.15,0.348701,0
0.306,0.15,0.348701,0
0.306,0.15,0.368924,0
0.307,0.15,0.368924,0
0.307,0.15,0.385909,0
0.308,0.15,0.385909,0
0.308,0.15,0.397161,0
0.309,0.15,0.397161,0
0.309,0.15,0.399704,0
0.31,0.15,0.399704,0
0.31,0.15,0.392598,0
0.311,0.15,0.392598,0
0.311,0.15,0.378039,0
0.312,0.15,0.378039,0
0.312,0.15,0.35886,0
0.313,0.15,0.35886,0
0.313,0.15,0.337059,0
0.314,0.15,0.337059,0
0.314,0.15,0.313958,0
0.315,0.15,0.313958,0
0.315,0.15,0.290593,0
0.316,0.15,0.290593,0
0.316,0.15,0.267971,0
0.317,0.15,0.267971,0
0.317,0.15,0.247195,0
0.318,0.15,0.247195,0
0.318,0.15,0.229407,0
0.319,0.15,0.229407,0
0.319,0.15,0.215539,0
0.32,0.15,0.215539,0
0.32,0.15,0.206056,0
0.321,0.15,0.206056,0
0.321,0.15,0.20099,0
0.322,0.15,0.20099,0
0.322,0.15,0.200213,0
0.323,0.15,0.200213,0
0.323,0.15,0.203694,0
0.324,0.15,0.203694,0
0.324,0.15,0.211549,0
0.325,0.15,0.211549,0
0.325,0.15,0.22386,0
0.326,0.15,0.22386,0
0.326,0.15,0.240386,0
0.327,0.15,0.240386,0
0.327,0.15,0.260415,0
0.328,0.15,0.260415,0
0.328,0.15,0.282906,0
0.329,0.15,0.282906,0
0.329,0.15,0.306751,0
0.33,0.15,0.306751,0
0.33,0.15,0.330877,0
0.331,0.15,0.330877,0
0.331,0.15,0.354157,0
0.332,0.15,0.354157,0
0.332,0.15,0.375127,0
0.333,0.15,0.375127,0
0.333,0.15,0.391475,0
0.334,0.15,0.391475,0
0.334,0.15,0.399657,0
0.335,0.15,0.399657,0
0.335,0.15,0.396691,0
0.336,0.15,0.396691,0
0.336,0.15,0.383708,0
0.337,0.15,0.383708,0
0.337,0.15,0.364326,0
0.338,0.15,0.364326,0
0.338,0.15,0.341419,0
0.339,0.15,0.341419,0
0.339,0.15,0.316802,0
0.34,0.15,0.316802,0
0.34,0.15,0.291792,0
0.341,0.15,0.291792,0
0.341,0.15,0.267616,0
0.342,0.15,0.267616,0
0.342,0.15,0.245595,0
0.343,0.15,0.245595,0
0.343,0.15,0.227088,0
0.344,0.15,0.227088,0
0.344,0.15,0.213146,0
0.345,0.15,0.213146,0
0.345,0.15,0.204214,0
0.346,0.15,0.204214,0
0.346,0.15,0.200247,0
0.347,0.15,0.200247,0
0.347,0.15,0.201108,0
0.348,0.15,0.201108,0
0.348,0.15,0.206832,0
0.349,0.15,0.206832,0
0.349,0.15,0.217578,0
0.35,0.15,0.217578,0
0.35,0.15,0.23329,0
0.351,0.15,0.23329,0
0.351,0.15,0.253355,0
0.352,0.15,0.253355,0
0.352,0.15,0.276636,0
0.353,0.15,0.276636,0
0.353,0.15,0.3018,0
0.354,0.15,0.3018,0
0.354,0.15,0.327545,0
0.355,0.15,0.327545,0
0.355,0.15,0.352533,0
0.356,0.15,0.352533,0
0.356,0.15,0.375041,0
0.357,0.15,0.375041,0
0.357,0.15,0.392286,0
0.358,0.15,0.392286,0
0.358,0.15,0.399931,0
0.359,0.15,0.399931,0
0.359,0.15,0.394766,0
0.36,0.15,0.394766,0
0.36,0.15,0.378967,0
0.361,0.15,0.378967,0
0.361,0.15,0.356921,0
0.362,0.15,0.356921,0
0.362,0.15,0.331699,0
0.363,0.15,0.331699,0
0.363,0.15,0.305216,0
0.364,0.15,0.305216,0
0.364,0.15,0.278965,0
0.365,0.15,0.278965,0
0.365,0.15,0.254444,0
0.366,0.15,0.254444,0
0.366,0.15,0.23326,0
0.367,0.15,0.23326,0
0.367,0.15,0.216833,0
0.368,0.15,0.216833,0
0.368,0.15,0.205933,0
0.369,0.15,0.205933,0
0.369,0.15,0.200621,0
0.37,0.15,0.200621,0
0.37,0.15,0.200722,0
0.371,0.15,0.200722,0
0.371,0.15,0.20624,0
0.372,0.15,0.20624,0
0.372,0.15,0.217358,0
0.373,0.15,0.217358,0
0.373,0.15,0.234027,0
0.374,0.15,0.234027,0
0.374,0.15,0.255517,0
0.375,0.15,0.255517,0
0.375,0.15,0.280465,0
0.376,0.15,0.280465,0
0.376,0.15,0.307301,0
0.377,0.15,0.307301,0
0.377,0.15,0.334491,0
0.378,0.15,0.334491,0
0.378,0.15,0.360382,0
0.379,0.15,0.360382,0
0.379,0.15,0.382631,0
0.38,0.15,0.382631,0
0.38,0.15,0.397218,0
0.381,0.15,0.397218,0
0.381,0.15,0.398871,0
0.382,0.15,0.398871,0
0.382,0.15,0.386718,0
0.383,0.15,0.386718,0
0.383,0.15,0.365538,0
0.384,0.15,0.365538,0
0.384,0.15,0.339752,0
0.385,0.15,0.339752,0
0.385,0.15,0.31201,0
0.386,0.15,0.31201,0
0.386,0.15,0.284151,0
0.387,0.15,0.284151,0
0.387,0.15,0.257899,0
0.388,0.15,0.257899,0
0.388,0.15,0.235099,0
0.389,0.15,0.235099,0
0.389,0.15,0.217443,0
0.39,0.15,0.217443,0
0.39,0.15,0.205875,0
0.391,0.15,0.205875,0
0.391,0.15,0.200479,0
0.392,0.15,0.200479,0
0.392,0.15,0.201059,0
0.393,0.15,0.201059,0
0.393,0.15,0.207642,0
0.394,0.15,0.207642,0
0.394,0.15,0.220435,0
0.395,0.15,0.220435,0
0.395,0.15,0.239258,0
0.396,0.15,0.239258,0
0.396,0.15,0.263066,0
0.397,0.15,0.263066,0
0.397,0.15,0.290159,0
0.398,0.15,0.290159,0
0.398,0.15,0.318725,0
0.399,0.15,0.318725,0
0.399,0.15,0.346969,0
0.4,0.15,0.346969,0
0.4,0.15,0.372705,0
0.401,0.15,0.372705,0
0.401,0.15,0.392347,0
0.402,0.15,0.392347,0
0.402,0.15,0.399997,0
0.403,0.15,0.399997,0
0.403,0.15,0.391772,0
0.404,0.15,0.391772,0
0.404,0.15,0.371656,0
0.405,0.15,0.371656,0
0.405,0.15,0.345388,0
0.406,0.15,0.345388,0
0.406,0.15,0.316481,0
0.407,0.15,0.316481,0
0.407,0.15,0.287177,0
0.408,0.15,0.287177,0
0.408,0.15,0.259453,0
0.409,0.15,0.259453,0
0.409,0.15,0.23541,0
0.41,0.15,0.23541,0
0.41,0.15,0.216984,0
0.411,0.15,0.216984,0
0.411,0.15,0.205235,0
0.412,0.15,0.205235,0
0.412,0.15,0.200229,0
0.413,0.15,0.200229,0
0.413,0.15,0.201752,0
0.414,0.15,0.201752,0
0.414,0.15,0.209885,0
0.415,0.15,0.209885,0
0.415,0.15,0.224834,0
0.416,0.15,0.224834,0
0.416,0.15,0.246176,0
0.417,0.15,0.246176,0
0.417,0.15,0.272449,0
0.418,0.15,0.272449,0
0.418,0.15,0.301614,0
0.419,0.15,0.301614,0
0.419,0.15,0.331618,0
0.42,0.15,0.331618,0
0.42,0.15,0.360298,0
0.421,0.15,0.360298,0
0.421,0.15,0.384535,0
0.422,0.15,0.384535,0
0.422,0.15,0.398759,0
0.423,0.15,0.398759,0
0.423,0.15,0.396398,0
0.424,0.15,0.396398,0
0.424,0.15,0.378721,0
0.425,0.15,0.378721,0
0.425,0.15,0.352594,0
0.426,0.15,0.352594,0
0.426,0.15,0.322784,0
0.427,0.15,0.322784,0
0.427,0.15,0.292094,0
0.428,0.15,0.292094,0
0.428,0.15,0.262784,0
0.429,0.15,0.262784,0
0.429,0.15,0.237206,0
0.43,0.15,0.237206,0
0.43,0.15,0.217594,0
0.431,0.15,0.217594,0
0.431,0.15,0.205214,0
0.432,0.15,0.205214,0
0.432,0.15,0.200158,0
0.433,0.15,0.200158,0
0.433,0.15,0.202194,0
0.434,0.15,0.202194,0
0.434,0.15,0.211438,0
0.435,0.15,0.211438,0
0.435,0.15,0.228081,0
0.436,0.15,0.228081,0
0.436,0.15,0.251473,0
0.437,0.15,0.251473,0
0.437,0.15,0.279774,0
0.438,0.15,0.279774,0
0.438,0.15,0.310645,0
0.439,0.15,0.310645,0
0.439,0.15,0.341766,0
0.44,0.15,0.341766,0
0.44,0.15,0.370467,0
0.441,0.15,0.370467,0
0.441,0.15,0.392352,0
0.442,0.15,0.392352,0
0.442,0.15,0.39989,0
0.443,0.15,0.39989,0
0.443,0.15,0.388658,0
0.444,0.15,0.388658,0
0.444,0.15,0.364645,0
0.445,0.15,0.364645,0
0.445,0.15,0.334743,0
0.446,0.15,0.334743,0
0.446,0.15,0.302847,0
0.447,0.15,0.302847,0
0.447,0.15,0.271617,0
0.448,0.15,0.271617,0
0.448,0.15,0.243639,0
0.449,0.15,0.243639,0
0.449,0.15,0.221521,0
0.45,0.15,0.221521,0
0.45,0.15,0.207022,0
0.451,0.15,0.207022,0
