"Time","light_intensity","light_switch","headlight","light_switch_old","off_counter","on_counter"
1.400000000000000E-01,0.000000000000000E+00,1.647058823529400E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
1.500000000000000E-01,0.000000000000000E+00,1.764705882352900E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
1.600000000000000E-01,0.000000000000000E+00,1.882352941176500E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
1.700000000000000E-01,0.000000000000000E+00,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
1.800000000000000E-01,1.111111111111100E-01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
1.900000000000000E-01,2.222222222222200E-01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
2.000000000000000E-01,3.333333333333300E-01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
2.100000000000000E-01,4.444444444444400E-01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
2.200000000000000E-01,5.555555555555600E-01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
2.300000000000000E-01,6.666666666666700E-01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
2.400000000000000E-01,7.777777777777800E-01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
2.500000000000000E-01,8.888888888888899E-01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
2.600000000000000E-01,1.000000000000000E+00,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
2.700000000000000E-01,1.111111111111100E+00,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
2.800000000000000E-01,1.222222222222200E+00,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
2.900000000000000E-01,1.333333333333300E+00,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
3.000000000000000E-01,1.444444444444400E+00,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
3.100000000000000E-01,1.555555555555600E+00,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
3.200000000000000E-01,1.666666666666700E+00,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
3.300000000000000E-01,1.777777777777800E+00,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
3.400000000000000E-01,1.888888888888900E+00,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
3.500000000000000E-01,2.000000000000000E+00,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
3.600000000000000E-01,1.100000000000000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
3.700000000000000E-01,2.300000000000000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
3.800000000000000E-01,4.100000000000000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
3.900000000000000E-01,5.900000000000000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
4.000000000000000E-01,7.200000000000000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00
4.100000000000000E-01,8.300000000000000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,2.000000000000000E+00,0.000000000000000E+00
4.200000000000000E-01,9.500000000000000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,3.000000000000000E+00,0.000000000000000E+00
4.300000000000000E-01,1.000000000000000E+02,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,4.000000000000000E+00,0.000000000000000E+00
4.400000000000000E-01,9.999685534591200E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,5.000000000000000E+00,0.000000000000000E+00
4.500000000000000E-01,9.999371069182401E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,6.000000000000000E+00,0.000000000000000E+00
4.600000000000000E-01,9.999056603773600E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,7.000000000000000E+00,0.000000000000000E+00
4.700000000000000E-01,9.998742138364800E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,8.000000000000000E+00,0.000000000000000E+00
4.800000000000000E-01,9.998427672955999E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,9.000000000000000E+00,0.000000000000000E+00
4.900000000000000E-01,9.998113207547200E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.000000000000000E+01,0.000000000000000E+00
5.000000000000000E-01,9.997798742138400E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.100000000000000E+01,0.000000000000000E+00
5.100000000000000E-01,9.997484276729600E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.200000000000000E+01,0.000000000000000E+00
5.200000000000000E-01,9.997169811320801E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.300000000000000E+01,0.000000000000000E+00
5.300000000000000E-01,9.996855345911899E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.400000000000000E+01,0.000000000000000E+00
5.400000000000000E-01,9.996540880503100E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.500000000000000E+01,0.000000000000000E+00
5.500000000000000E-01,9.996226415094300E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.600000000000000E+01,0.000000000000000E+00
5.600000000000001E-01,9.995911949685500E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.700000000000000E+01,0.000000000000000E+00
5.700000000000000E-01,9.995597484276701E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.800000000000000E+01,0.000000000000000E+00
5.800000000000000E-01,9.995283018867900E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.900000000000000E+01,0.000000000000000E+00
5.900000000000000E-01,9.994968553459100E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,2.000000000000000E+01,0.000000000000000E+00
6.000000000000000E-01,9.994654088050299E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,2.100000000000000E+01,0.000000000000000E+00
6.100000000000000E-01,9.994339622641500E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,2.200000000000000E+01,0.000000000000000E+00
6.200000000000000E-01,9.994025157232700E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,2.300000000000000E+01,0.000000000000000E+00
6.300000000000000E-01,9.993710691823900E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,2.400000000000000E+01,0.000000000000000E+00
6.400000000000000E-01,9.993396226415101E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,2.500000000000000E+01,0.000000000000000E+00
6.500000000000000E-01,9.993081761006300E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,2.600000000000000E+01,0.000000000000000E+00
6.600000000000000E-01,9.992767295597500E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,2.700000000000000E+01,0.000000000000000E+00
6.700000000000000E-01,9.992452830188699E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,2.800000000000000E+01,0.000000000000000E+00
6.800000000000000E-01,9.992138364779900E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,2.900000000000000E+01,0.000000000000000E+00
6.899999999999999E-01,9.991823899371100E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,3.000000000000000E+01,0.000000000000000E+00
7.000000000000000E-01,9.991509433962300E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,3.100000000000000E+01,0.000000000000000E+00
7.100000000000000E-01,9.991194968553501E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,3.200000000000000E+01,0.000000000000000E+00
7.200000000000000E-01,9.990880503144700E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,3.300000000000000E+01,0.000000000000000E+00
7.300000000000000E-01,9.990566037735900E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,3.400000000000000E+01,0.000000000000000E+00
7.400000000000000E-01,9.990251572327000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,3.500000000000000E+01,0.000000000000000E+00
7.500000000000000E-01,9.989937106918200E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,3.600000000000000E+01,0.000000000000000E+00
7.600000000000000E-01,9.989622641509401E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,3.700000000000000E+01,0.000000000000000E+00
7.700000000000000E-01,9.989308176100600E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,3.800000000000000E+01,0.000000000000000E+00
7.800000000000000E-01,9.988993710691800E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,3.900000000000000E+01,0.000000000000000E+00
7.900000000000000E-01,9.988679245282999E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,4.000000000000000E+01,0.000000000000000E+00
8.000000000000000E-01,9.988364779874200E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,4.100000000000000E+01,0.000000000000000E+00
8.100000000000001E-01,9.988050314465400E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,4.200000000000000E+01,0.000000000000000E+00
8.200000000000000E-01,9.987735849056600E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,4.300000000000000E+01,0.000000000000000E+00
8.300000000000000E-01,9.987421383647801E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,4.400000000000000E+01,0.000000000000000E+00
8.400000000000000E-01,9.987106918239000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,4.500000000000000E+01,0.000000000000000E+00
8.500000000000000E-01,9.986792452830200E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,4.600000000000000E+01,0.000000000000000E+00
8.600000000000000E-01,9.986477987421399E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,4.700000000000000E+01,0.000000000000000E+00
8.700000000000000E-01,9.986163522012600E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,4.800000000000000E+01,0.000000000000000E+00
8.800000000000000E-01,9.985849056603800E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,4.900000000000000E+01,0.000000000000000E+00
8.900000000000000E-01,9.985534591195000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,5.000000000000000E+01,0.000000000000000E+00
9.000000000000000E-01,9.985220125786201E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,5.100000000000000E+01,0.000000000000000E+00
9.100000000000000E-01,9.984905660377400E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,5.200000000000000E+01,0.000000000000000E+00
9.200000000000000E-01,9.984591194968600E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,5.300000000000000E+01,0.000000000000000E+00
9.300000000000000E-01,9.984276729559700E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,5.400000000000000E+01,0.000000000000000E+00
9.399999999999999E-01,9.983962264150900E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,5.500000000000000E+01,0.000000000000000E+00
9.500000000000000E-01,9.983647798742101E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,5.600000000000000E+01,0.000000000000000E+00
9.600000000000000E-01,9.983333333333300E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,5.700000000000000E+01,0.000000000000000E+00
9.700000000000000E-01,9.983018867924500E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,5.800000000000000E+01,0.000000000000000E+00
9.800000000000000E-01,9.982704402515699E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,5.900000000000000E+01,0.000000000000000E+00
9.900000000000000E-01,9.982389937106900E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,6.000000000000000E+01,0.000000000000000E+00
1.000000000000000E+00,9.982075471698100E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,6.100000000000000E+01,0.000000000000000E+00
1.010000000000000E+00,9.981761006289300E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,6.200000000000000E+01,0.000000000000000E+00
1.020000000000000E+00,9.981446540880501E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,6.300000000000000E+01,0.000000000000000E+00
1.030000000000000E+00,9.981132075471700E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,6.400000000000000E+01,0.000000000000000E+00
1.040000000000000E+00,9.980817610062900E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,6.500000000000000E+01,0.000000000000000E+00
1.050000000000000E+00,9.980503144654099E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,6.600000000000000E+01,0.000000000000000E+00
1.060000000000000E+00,9.980188679245300E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,6.700000000000000E+01,0.000000000000000E+00
1.070000000000000E+00,9.979874213836500E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,6.800000000000000E+01,0.000000000000000E+00
1.080000000000000E+00,9.979559748427700E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,6.900000000000000E+01,0.000000000000000E+00
1.090000000000000E+00,9.979245283018901E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,7.000000000000000E+01,0.000000000000000E+00
1.100000000000000E+00,9.978930817610100E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,7.100000000000000E+01,0.000000000000000E+00
1.110000000000000E+00,9.978616352201300E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,7.200000000000000E+01,0.000000000000000E+00
1.120000000000000E+00,9.978301886792499E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,7.300000000000000E+01,0.000000000000000E+00
1.130000000000000E+00,9.977987421383600E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,7.400000000000000E+01,0.000000000000000E+00
1.140000000000000E+00,9.977672955974801E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,7.500000000000000E+01,0.000000000000000E+00
1.150000000000000E+00,9.977358490566000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,7.600000000000000E+01,0.000000000000000E+00
1.160000000000000E+00,9.977044025157200E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,7.700000000000000E+01,0.000000000000000E+00
1.170000000000000E+00,9.976729559748399E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,7.800000000000000E+01,0.000000000000000E+00
1.180000000000000E+00,9.976415094339600E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,7.900000000000000E+01,0.000000000000000E+00
1.190000000000000E+00,9.976100628930800E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,8.000000000000000E+01,0.000000000000000E+00
1.200000000000000E+00,9.975786163522000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,8.100000000000000E+01,0.000000000000000E+00
1.210000000000000E+00,9.975471698113201E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,8.200000000000000E+01,0.000000000000000E+00
1.220000000000000E+00,9.975157232704400E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,8.300000000000000E+01,0.000000000000000E+00
1.230000000000000E+00,9.974842767295600E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,8.400000000000000E+01,0.000000000000000E+00
1.240000000000000E+00,9.974528301886799E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,8.500000000000000E+01,0.000000000000000E+00
1.250000000000000E+00,9.974213836478000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,8.600000000000000E+01,0.000000000000000E+00
1.260000000000000E+00,9.973899371069200E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,8.700000000000000E+01,0.000000000000000E+00
1.270000000000000E+00,9.973584905660400E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,8.800000000000000E+01,0.000000000000000E+00
1.280000000000000E+00,9.973270440251601E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,8.900000000000000E+01,0.000000000000000E+00
1.290000000000000E+00,9.972955974842800E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,9.000000000000000E+01,0.000000000000000E+00
1.300000000000000E+00,9.972641509434000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,9.100000000000000E+01,0.000000000000000E+00
1.310000000000000E+00,9.972327044025199E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,9.200000000000000E+01,0.000000000000000E+00
1.320000000000000E+00,9.972012578616400E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,9.300000000000000E+01,0.000000000000000E+00
1.330000000000000E+00,9.971698113207501E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,9.400000000000000E+01,0.000000000000000E+00
1.340000000000000E+00,9.971383647798700E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,9.500000000000000E+01,0.000000000000000E+00
1.350000000000000E+00,9.971069182389900E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,9.600000000000000E+01,0.000000000000000E+00
1.360000000000000E+00,9.970754716981099E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,9.700000000000000E+01,0.000000000000000E+00
1.370000000000000E+00,9.970440251572300E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,9.800000000000000E+01,0.000000000000000E+00
1.380000000000000E+00,9.970125786163500E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,9.900000000000000E+01,0.000000000000000E+00
1.390000000000000E+00,9.969811320754700E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.000000000000000E+02,0.000000000000000E+00
1.400000000000000E+00,9.969496855345901E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.010000000000000E+02,0.000000000000000E+00
1.410000000000000E+00,9.969182389937100E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.020000000000000E+02,0.000000000000000E+00
1.420000000000000E+00,9.968867924528300E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.030000000000000E+02,0.000000000000000E+00
1.430000000000000E+00,9.968553459119499E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.040000000000000E+02,0.000000000000000E+00
1.440000000000000E+00,9.968238993710700E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.050000000000000E+02,0.000000000000000E+00
1.450000000000000E+00,9.967924528301900E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.060000000000000E+02,0.000000000000000E+00
1.460000000000000E+00,9.967610062893100E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.070000000000000E+02,0.000000000000000E+00
1.470000000000000E+00,9.967295597484301E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.080000000000000E+02,0.000000000000000E+00
1.480000000000000E+00,9.966981132075500E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.090000000000000E+02,0.000000000000000E+00
1.490000000000000E+00,9.966666666666700E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.100000000000000E+02,0.000000000000000E+00
1.500000000000000E+00,9.966352201257899E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.110000000000000E+02,0.000000000000000E+00
1.510000000000000E+00,9.966037735849100E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.120000000000000E+02,0.000000000000000E+00
1.520000000000000E+00,9.965723270440300E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.130000000000000E+02,0.000000000000000E+00
1.530000000000000E+00,9.965408805031400E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.140000000000000E+02,0.000000000000000E+00
1.540000000000000E+00,9.965094339622600E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.150000000000000E+02,0.000000000000000E+00
1.550000000000000E+00,9.964779874213799E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.160000000000000E+02,0.000000000000000E+00
1.560000000000000E+00,9.964465408805000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.170000000000000E+02,0.000000000000000E+00
1.570000000000000E+00,9.964150943396200E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.180000000000000E+02,0.000000000000000E+00
1.580000000000000E+00,9.963836477987400E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.190000000000000E+02,0.000000000000000E+00
1.590000000000000E+00,9.963522012578601E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.200000000000000E+02,0.000000000000000E+00
1.600000000000000E+00,9.963207547169800E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.210000000000000E+02,0.000000000000000E+00
1.610000000000000E+00,9.962893081761000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.220000000000000E+02,0.000000000000000E+00
1.620000000000000E+00,9.962578616352199E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.230000000000000E+02,0.000000000000000E+00
1.630000000000000E+00,9.962264150943400E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.240000000000000E+02,0.000000000000000E+00
1.640000000000000E+00,9.961949685534600E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.250000000000000E+02,0.000000000000000E+00
1.650000000000000E+00,9.961635220125800E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.260000000000000E+02,0.000000000000000E+00
1.660000000000000E+00,9.961320754717001E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.270000000000000E+02,0.000000000000000E+00
1.670000000000000E+00,9.961006289308200E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.280000000000000E+02,0.000000000000000E+00
1.680000000000000E+00,9.960691823899400E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.290000000000000E+02,0.000000000000000E+00
1.690000000000000E+00,9.960377358490599E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.300000000000000E+02,0.000000000000000E+00
1.700000000000000E+00,9.960062893081800E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.310000000000000E+02,0.000000000000000E+00
1.710000000000000E+00,9.959748427673000E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.320000000000000E+02,0.000000000000000E+00
1.720000000000000E+00,9.959433962264200E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.330000000000000E+02,0.000000000000000E+00
1.730000000000000E+00,9.959119496855300E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.340000000000000E+02,0.000000000000000E+00
1.740000000000000E+00,9.958805031446499E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.350000000000000E+02,0.000000000000000E+00
1.750000000000000E+00,9.958490566037700E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.360000000000000E+02,0.000000000000000E+00
1.760000000000000E+00,9.958176100628900E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.370000000000000E+02,0.000000000000000E+00
1.770000000000000E+00,9.957861635220100E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.380000000000000E+02,0.000000000000000E+00
1.780000000000000E+00,9.957547169811301E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.390000000000000E+02,0.000000000000000E+00
1.790000000000000E+00,9.957232704402500E+01,2.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.400000000000000E+02,0.000000000000000E+00
