"time","tankLevel","tankLevel2","tankLevel3"
0,0,0,0
0.3,0,0,0
0.3,0,0,0
0.6,0,0,0
0.6,0.208333,0,0
0.9,0.208333,0,0
0.9,0.902778,0,0
1.2,0.902778,0,0
1.2,1.73611,0,0
1.5,1.73611,0,0
1.5,2.56944,0,0
1.8,2.56944,0,0
1.8,3.40278,0,0
2.1,3.40278,0,0
2.1,4.23611,0,0
2.4,4.23611,0,0
2.4,5.06944,0,0
2.7,5.06944,0,0
2.7,5.90278,0,0
3,5.90278,0,0
3,6.73611,0,0
3.3,6.73611,0,0
3.3,7.56944,0,0
3.6,7.56944,0,0
3.6,8.40278,0,0
3.9,8.40278,0,0
3.9,9.23611,0,0
4.2,9.23611,0,0
4.2,10.0694,0,0
4.5,10.0694,0,0
4.5,10.9028,0,0
4.8,10.9028,0,0
4.8,11.7361,0,0
5.1,11.7361,0,0
5.1,12.5695,0,0
5.4,12.5695,0,0
5.4,13.4028,0,0
5.7,13.4028,0,0
5.7,14.2361,0,0
6,14.2361,0,0
6,15.0695,0,0
6.3,15.0695,0,0
6.3,15.9028,0,0
6.6,15.9028,0,0
6.6,16.7361,0,0
6.9,16.7361,0,0
6.9,17.5695,0,0
7.2,17.5695,0,0
7.2,18.4028,0,0
7.5,18.4028,0,0
7.5,19.2361,0,0
7.8,19.2361,0,0
7.8,20.0695,0,0
8.1,20.0695,0,0
8.1,20.9028,0,0
8.4,20.9028,0,0
8.4,21.7362,0,0
8.7,21.7362,0,0
8.7,22.5695,0,0
9,22.5695,0,0
9,23.4028,0,0
9.3,23.4028,0,0
9.3,24.2362,0,0
9.6,24.2362,0,0
9.6,25.0695,0,0
9.9,25.0695,0,0
9.9,25.9028,0,0
10.2,25.9028,0,0
10.2,26.7362,0,0
10.5,26.7362,0,0
10.5,27.5695,0,0
10.8,27.5695,0,0
10.8,28.4028,0,0
11.1,28.4028,0,0
11.1,29.2362,0,0
11.4,29.2362,0,0
11.4,30.0695,0,0
11.7,30.0695,0,0
11.7,30.9028,0,0
12,30.9028,0,0
12,31.7362,0,0
12.3,31.7362,0,0
12.3,32.5695,0,0
12.6,32.5695,0,0
12.6,33.4029,0,0
12.9,33.4029,0,0
12.9,34.2362,0,0
13.2,34.2362,0,0
13.2,35.0695,0,0
13.5,35.0695,0,0
13.5,35.9029,0,0
13.8,35.9029,0,0
13.8,36.7362,0,0
14.1,36.7362,0,0
14.1,37.5695,0,0
14.4,37.5695,0,0
14.4,38.4029,0,0
14.7,38.4029,0,0
14.7,39.2362,0,0
15,39.2362,0,0
15,40.0695,0,0
15.3,40.0695,0,0
15.3,40.9029,0,0
15.6,40.9029,0,0
15.6,41.7362,0,0
15.9,41.7362,0,0
15.9,42.5695,0,0
16.2,42.5695,0,0
16.2,43.4029,0,0
16.5,43.4029,0,0
16.5,44.2362,0,0
16.8,44.2362,0,0
16.8,45.0696,0,0
17.1,45.0696,0,0
17.1,45.9029,0,0
17.4,45.9029,0,0
17.4,46.7362,0,0
17.7,46.7362,0,0
17.7,47.5696,0,0
18,47.5696,0,0
18,48.4029,0,0
18.3,48.4029,0,0
18.3,49.2362,0,0
18.6,49.2362,0,0
18.6,50.0696,0,0
18.9,50.0696,0,0
18.9,50.9029,0,0
19.2,50.9029,0,0
19.2,51.7362,0,0
19.5,51.7362,0,0
19.5,52.5696,0,0
19.8,52.5696,0,0
19.8,53.4029,0,0
20.1,53.4029,0,0
20.1,54.2362,0,0
20.4,54.2362,0,0
20.4,55.0696,0,0
20.7,55.0696,0,0
20.7,55.9029,0,0
21,55.9029,0,0
21,56.7363,0,0
21.3,56.7363,0,0
21.3,57.5696,0,0
21.6,57.5696,0,0
21.6,58.4029,0,0
21.9,58.4029,0,0
21.9,59.2363,0,0
22.2,59.2363,0,0
22.2,60.0696,0,0
22.5,60.0696,0,0
22.5,60.9029,0,0
22.8,60.9029,0,0
22.8,61.7363,0,0
23.1,61.7363,0,0
23.1,62.5696,0,0
23.4,62.5696,0,0
23.4,63.4029,0,0
23.7,63.4029,0,0
23.7,64.2363,0,0
24,64.2363,0,0
24,65.0696,0,0
24.3,65.0696,0,0
24.3,65.9029,0,0
24.6,65.9029,0,0
24.6,66.7362,0,0
24.9,66.7362,0,0
24.9,67.5695,0,0
25.2,67.5695,0,0
25.2,68.4028,0,0
25.5,68.4028,0,0
25.5,69.2362,0,0
25.8,69.2362,0,0
25.8,70.0695,0,0
26.1,70.0695,0,0
26.1,70.9028,0,0
26.4,70.9028,0,0
26.4,71.7361,0,0
26.7,71.7361,0,0
26.7,72.5694,0,0
27,72.5694,0,0
27,73.4027,0,0
27.3,73.4027,0,0
27.3,74.236,0,0
27.6,74.236,0,0
