"time","y","y1","y2","y3","y4","y5","y6","Q","QI"
0,0,0,1,0,1,0,0,1,0
0.10000000149011612,0,0,1,0,1,0,0,1,0
0.20000000298023224,0,0,1,0,1,0,0,1,0
0.20000000298023224,0,0,1,0,1,0,0,1,0
0.30000001192092896,0,0,1,0,1,0,0,1,0
0.30000001192092896,0,0,1,0,1,0,0,0,1
0.40000000596046448,0,0,1,0,1,0,0,0,1
0.5,0,0,1,0,1,0,0,0,1
0.5,0,0,1,0,1,0,0,1,0
0.60000002384185791,0,0,1,0,1,0,0,1,0
0.69999998807907104,0,0,1,0,1,0,0,1,0
0.80000001192092896,0,0,1,0,1,0,0,1,0
0.80000001192092896,0,2,0,0,1,1,0,0,1
0.89999997615814209,0,2,0,0,1,1,0,0,1
1,0,2,0,0,1,1,0,0,1
1,0,4,1,0,1,0,0,1,0
1.1000000238418579,0,4,1,0,1,0,0,1,0
1.2000000476837158,0,4,1,0,1,0,0,1,0
1.2000000476837158,0,4,1,0,1,0,0,1,0
1.2999999523162842,0,4,1,0,1,0,0,1,0
1.2999999523162842,0,4,1,0,1,0,0,0,1
1.3999999761581421,0,4,1,0,1,0,0,0,1
1.5,0,4,1,0,1,0,0,0,1
1.5,0,4,1,0,1,0,0,1,0
1.6000000238418579,0,4,1,0,1,0,0,1,0
1.7000000476837158,0,4,1,0,1,0,0,1,0
1.7999999523162842,0,4,1,0,1,0,0,1,0
1.7999999523162842,0,6,0,0,1,1,0,0,1
1.8999999761581421,0,6,0,0,1,1,0,0,1
2,0,6,0,0,1,1,0,0,1
2,1,8,1,0,1,0,0,1,0
2.0999999046325684,1,8,1,0,1,0,0,1,0
2.2000000476837158,1,8,1,0,1,0,0,1,0
2.2000000476837158,0,8,1,0,1,0,0,1,0
2.2999999523162842,0,8,1,0,1,0,0,1,0
2.2999999523162842,0,8,1,0,1,0,0,0,1
2.4000000953674316,0,8,1,0,1,0,0,0,1
2.5,0,8,1,0,1,0,0,0,1
2.5,0,8,1,0,1,0,0,1,0
2.5999999046325684,0,8,1,0,1,0,0,1,0
2.7000000476837158,0,8,1,0,1,0,0,1,0
2.7999999523162842,0,8,1,0,1,0,0,1,0
2.7999999523162842,0,10,0,0,1,1,0,0,1
2.9000000953674316,0,10,0,0,1,1,0,0,1
3,0,10,0,0,1,1,0,0,1
3,1,12,1,0,1,0,1,1,0
3.0999999046325684,1,12,1,0,1,0,1,1,0
3.2000000476837158,1,12,1,0,1,0,1,1,0
3.2000000476837158,0,12,1,0,1,0,1,1,0
3.2999999523162842,0,12,1,0,1,0,1,1,0
3.2999999523162842,0,12,1,0,1,0,1,0,1
3.4000000953674316,0,12,1,0,1,0,1,0,1
3.5,0,12,1,0,1,0,1,0,1
3.5,0,12,1,0,1,0,1,1,0
3.5999999046325684,0,12,1,0,1,0,1,1,0
3.7000000476837158,0,12,1,0,1,0,1,1,0
3.7999999523162842,0,12,1,0,1,0,1,1,0
3.7999999523162842,0,14,0,0,1,1,1,0,1
3.9000000953674316,0,14,0,0,1,1,1,0,1
4,0,14,0,0,1,1,1,0,1
4,1,16,1,0,1,0,0,1,0
4.0999999046325684,1,16,1,0,1,0,0,1,0
4.1999998092651367,1,16,1,0,1,0,0,1,0
4.1999998092651367,0,16,1,0,1,0,0,1,0
4.3000001907348633,0,16,1,0,1,0,0,1,0
4.3000001907348633,0,16,1,0,1,0,0,0,1
4.4000000953674316,0,16,1,0,1,0,0,0,1
4.5,0,16,1,0,1,0,0,0,1
4.5,0,16,1,0,1,0,0,1,0
4.5999999046325684,0,16,1,0,1,0,0,1,0
4.6999998092651367,0,16,1,0,1,0,0,1,0
4.8000001907348633,0,16,1,0,1,0,0,1,0
4.8000001907348633,0,18,0,0,1,1,0,0,1
4.9000000953674316,0,18,0,0,1,1,0,0,1
5,0,18,0,0,1,1,0,0,1
5,1,20,1,0,1,0,0,1,0
5.0999999046325684,1,20,1,0,1,0,0,1,0
