"time","headlight","light_switch_old_byType","off_counter","off_counter_byType","on_counter","on_counter_byType"
1.08,1,2,69,69,0,0
1.09,1,2,70,70,0,0
1.1,1,2,71,71,0,0
1.11,1,2,72,72,0,0
1.12,1,2,73,73,0,0
1.13,1,2,74,74,0,0
1.14,1,2,75,75,0,0
1.15,1,2,76,76,0,0
1.16,1,2,77,77,0,0
1.17,1,2,78,78,0,0
1.18,1,2,79,79,0,0
1.19,1,2,80,80,0,0
1.2,1,2,81,81,0,0
1.21,1,2,82,82,0,0
1.22,1,2,83,83,0,0
1.23,1,2,84,84,0,0
1.24,1,2,85,85,0,0
1.25,1,2,86,86,0,0
1.26,1,2,87,87,0,0
1.27,1,2,88,88,0,0
1.28,1,2,89,89,0,0
1.29,1,2,90,90,0,0
1.3,1,2,91,91,0,0
1.31,1,2,92,92,0,0
1.32,1,2,93,93,0,0
1.33,1,2,94,94,0,0
1.34,1,2,95,95,0,0
1.35,1,2,96,96,0,0
1.36,1,2,97,97,0,0
1.37,1,2,98,98,0,0
1.38,1,2,99,99,0,0
1.39,1,2,100,100,0,0
1.4,1,2,101,101,0,0
1.41,1,2,102,102,0,0
1.42,1,2,103,103,0,0
1.43,1,2,104,104,0,0
1.44,1,2,105,105,0,0
1.45,1,2,106,106,0,0
1.46,1,2,107,107,0,0
1.47,1,2,108,108,0,0
1.48,1,2,109,109,0,0
1.49,1,2,110,110,0,0
1.5,0,2,0,0,0,0
1.51,0,2,0,0,0,0
1.52,0,2,0,0,0,0
1.53,0,2,0,0,0,0
1.54,0,2,0,0,0,0
1.55,0,2,0,0,0,0
1.56,0,2,0,0,0,0
1.57,0,2,0,0,0,0
1.58,0,2,0,0,0,0
1.59,0,2,0,0,0,0
1.6,0,2,0,0,0,0
1.61,0,2,0,0,0,0
1.62,0,2,0,0,0,0
1.63,0,2,0,0,0,0
1.64,0,2,0,0,0,0
1.65,0,2,0,0,0,0
1.66,0,2,0,0,0,0
1.67,0,2,0,0,0,0
1.68,0,2,0,0,1,1
1.69,0,2,0,0,2,2
1.7,0,2,0,0,3,3
1.71,0,2,0,0,4,4
1.72,0,2,0,0,5,5
1.73,0,2,0,0,6,6
1.74,0,2,0,0,7,7
1.75,0,2,0,0,8,8
1.76,0,2,0,0,9,9
1.77,0,2,0,0,10,10
1.78,0,2,0,0,11,11
1.79,0,2,0,0,12,12
1.8,0,2,0,0,13,13
1.81,0,2,0,0,14,14
1.82,0,2,0,0,15,15
1.83,0,2,0,0,16,16
1.84,0,2,0,0,17,17
1.85,0,2,0,0,18,18
1.86,0,2,0,0,19,19
1.87,0,2,0,0,20,20
1.88,0,2,0,0,21,21
1.89,0,2,0,0,22,22
1.9,0,2,0,0,23,23
1.91,0,2,0,0,24,24
1.92,0,2,0,0,25,25
1.93,0,2,0,0,26,26
1.94,0,2,0,0,27,27
1.95,0,2,0,0,28,28
1.96,0,2,0,0,29,29
1.97,0,2,0,0,30,30
1.98,0,2,0,0,31,31
1.99,0,2,0,0,32,32
2,0,2,0,0,33,33
2.01,0,2,0,0,34,34
2.02,0,2,0,0,35,35
2.03,0,2,0,0,36,36
2.04,0,2,0,0,37,37
2.05,0,2,0,0,38,38
2.06,0,2,0,0,39,39
2.07,0,2,0,0,40,40
2.08,0,2,0,0,41,41
2.09,0,2,0,0,42,42
2.1,0,2,0,0,43,43
2.11,0,2,0,0,44,44
2.12,0,2,0,0,45,45
2.13,0,2,0,0,46,46
2.14,0,2,0,0,47,47
2.15,0,2,0,0,48,48
2.16,0,2,0,0,49,49
2.17,0,2,0,0,50,50
2.18,0,2,0,0,51,51
2.19,0,2,0,0,52,52
2.2,0,2,0,0,53,53
2.21,0,2,0,0,54,54
2.22,0,2,0,0,55,55
2.23,0,2,0,0,56,56
2.24,0,2,0,0,57,57
2.25,0,2,0,0,58,58
2.26,0,2,0,0,59,59
2.27,0,2,0,0,60,60
2.28,0,2,0,0,61,61
2.29,0,2,0,0,62,62
2.3,0,2,0,0,63,63
2.31,0,2,0,0,64,64
2.32,0,2,0,0,65,65
2.33,0,2,0,0,66,66
2.34,0,2,0,0,67,67
2.35,0,2,0,0,68,68
2.36,0,2,0,0,69,69
2.37,0,2,0,0,70,70
2.38,1,2,0,0,0,0
2.39,1,2,0,0,0,0
2.4,1,2,0,0,0,0
2.41,1,2,0,0,0,0
2.42,1,2,0,0,0,0
2.43,1,2,0,0,0,0
2.44,1,2,0,0,0,0
2.45,1,2,0,0,0,0
2.46,1,2,0,0,0,0
2.47,1,2,0,0,0,0
2.48,1,2,0,0,0,0
2.49,1,2,0,0,0,0
2.5,1,2,0,0,0,0
2.51,1,2,0,0,0,0
2.52,1,2,0,0,0,0
2.53,1,2,1,1,0,0
2.54,1,2,2,2,0,0
2.55,1,2,3,3,0,0
2.56,1,2,4,4,0,0
2.57,1,2,5,5,0,0
2.58,1,2,6,6,0,0
2.59,1,2,7,7,0,0
2.6,1,2,8,8,0,0
2.61,1,2,9,9,0,0
2.62,1,2,10,10,0,0
2.63,1,2,11,11,0,0
2.64,1,2,12,12,0,0
2.65,1,2,13,13,0,0
2.66,1,2,14,14,0,0
2.67,1,2,15,15,0,0
2.68,1,2,16,16,0,0
2.69,1,2,17,17,0,0
2.7,1,2,18,18,0,0
2.71,1,2,19,19,0,0
2.72,1,2,20,20,0,0
2.73,1,2,21,21,0,0
2.74,1,2,22,22,0,0
2.75,1,2,23,23,0,0
2.76,1,2,24,24,0,0
2.77,1,2,25,25,0,0
2.78,1,2,26,26,0,0
2.79,1,2,27,27,0,0
2.8,1,2,28,28,0,0
2.81,1,2,29,29,0,0
2.82,1,2,30,30,0,0
2.83,1,2,31,31,0,0
2.84,1,2,32,32,0,0
2.85,1,2,33,33,0,0
2.86,1,2,34,34,0,0
2.87,1,2,35,35,0,0
2.88,1,2,36,36,0,0
2.89,1,2,37,37,0,0
2.9,1,2,38,38,0,0
2.91,1,2,39,39,0,0
2.92,1,2,40,40,0,0
2.93,1,2,41,41,0,0
2.94,1,2,42,42,0,0
2.95,1,2,43,43,0,0
2.96,1,2,44,44,0,0
2.97,1,2,45,45,0,0
2.98,1,2,46,46,0,0
2.99,1,2,47,47,0,0
3,1,2,48,48,0,0
3.01,1,2,49,49,0,0
3.02,1,2,50,50,0,0
3.03,1,2,51,51,0,0
3.04,1,2,52,52,0,0
3.05,1,2,53,53,0,0
3.06,1,2,54,54,0,0
3.07,1,2,55,55,0,0
3.08,1,2,56,56,0,0
3.09,1,2,57,57,0,0
3.1,1,2,58,58,0,0
3.11,1,2,59,59,0,0
3.12,1,2,60,60,0,0
3.13,1,2,61,61,0,0
3.14,1,2,62,62,0,0
3.15,1,2,63,63,0,0
3.16,1,2,64,64,0,0
3.17,1,2,65,65,0,0
3.18,1,2,66,66,0,0
3.19,1,2,67,67,0,0
3.2,1,2,68,68,0,0
3.21,1,2,69,69,0,0
3.22,1,2,70,70,0,0
3.23,1,2,71,71,0,0
3.24,1,2,72,72,0,0
3.25,1,2,73,73,0,0
3.26,1,2,74,74,0,0
3.27,1,2,75,75,0,0
3.28,1,2,76,76,0,0
3.29,1,2,77,77,0,0
3.3,1,2,78,78,0,0
3.31,1,2,79,79,0,0
3.32,1,2,80,80,0,0
3.33,1,2,81,81,0,0
3.34,1,2,82,82,0,0
3.35,1,2,83,83,0,0
3.36,1,2,84,84,0,0
3.37,1,2,85,85,0,0
3.38,1,2,86,86,0,0
3.39,1,2,87,87,0,0
3.4,1,2,88,88,0,0
3.41,1,2,89,89,0,0
3.42,1,2,90,90,0,0
3.43,1,2,91,91,0,0
3.44,1,2,92,92,0,0
3.45,1,2,93,93,0,0
3.46,1,2,94,94,0,0
3.47,1,2,95,95,0,0
3.48,1,2,96,96,0,0
3.49,1,2,97,97,0,0
3.5,1,2,98,98,0,0
3.51,1,2,99,99,0,0
3.52,1,2,100,100,0,0
3.53,1,2,101,101,0,0
3.54,1,2,102,102,0,0
3.55,1,2,103,103,0,0
3.56,1,2,104,104,0,0
3.57,1,2,105,105,0,0
3.58,1,2,106,106,0,0
3.59,1,2,107,107,0,0
3.6,1,2,108,108,0,0
3.61,1,2,109,109,0,0
3.62,1,2,110,110,0,0
3.63,0,2,0,0,0,0
3.64,0,2,0,0,0,0
3.65,0,2,0,0,0,0
3.66,0,2,0,0,0,0
3.67,0,2,0,0,0,0
3.68,0,2,0,0,0,0
3.69,0,2,0,0,0,0
3.7,0,2,0,0,0,0
3.71,0,2,0,0,0,0
3.72,0,2,0,0,0,0
3.73,0,2,0,0,0,0
3.74,0,2,0,0,0,0
3.75,0,2,0,0,0,0
3.76,0,2,0,0,0,0
3.77,0,2,0,0,0,0
3.78,0,2,0,0,0,0
3.79,0,2,0,0,0,0
3.8,0,2,0,0,0,0
3.81,0,2,0,0,0,0
3.82,0,2,0,0,0,0
3.83,0,2,0,0,0,0
3.84,0,2,0,0,0,0
3.85,0,2,0,0,0,0
3.86,0,2,0,0,0,0
3.87,0,2,0,0,0,0
3.88,0,2,0,0,0,0
3.89,0,2,0,0,0,0
3.9,0,2,0,0,0,0
3.91,0,2,0,0,0,0
3.92,0,2,0,0,0,0
3.93,0,2,0,0,0,0
3.94,0,2,0,0,0,0
3.95,0,2,0,0,0,0
3.96,0,2,0,0,0,0
3.97,0,2,0,0,0,0
3.98,0,2,0,0,0,0
3.99,0,2,0,0,0,0
4,0,2,0,0,0,0
4.01,0,2,0,0,0,0
4.02,0,2,0,0,0,0
4.03,0,2,0,0,0,0
4.04,0,2,0,0,0,0
4.05,0,2,0,0,0,0
4.06,0,2,0,0,0,0
4.07,0,2,0,0,0,0
4.08,0,2,0,0,0,0
4.09,0,2,0,0,0,0
4.1,0,2,0,0,0,0
4.11,0,2,0,0,0,0
4.12,0,2,0,0,0,0
4.13,0,2,0,0,0,0
4.14,0,2,0,0,0,0
4.15,0,2,0,0,0,0
4.16,0,2,0,0,0,0
4.17,0,2,0,0,0,0
4.18,0,2,0,0,0,0
4.19,0,2,0,0,0,0
4.2,0,2,0,0,0,0
4.21,0,2,0,0,0,0
4.22,0,2,0,0,0,0
4.23,0,2,0,0,0,0
4.24,0,2,0,0,0,0
4.25,0,2,0,0,0,0
4.26,0,2,0,0,0,0
4.27,0,2,0,0,0,0
4.28,0,2,0,0,0,0
4.29,0,2,0,0,0,0
4.3,0,2,0,0,0,0
4.31,0,2,0,0,0,0
4.32,0,2,0,0,0,0
4.33,0,2,0,0,0,0
4.34,0,2,0,0,0,0
4.35,0,2,0,0,0,0
4.36,0,2,0,0,0,0
4.37,0,2,0,0,0,0
4.38,0,2,0,0,0,0
4.39,0,2,0,0,0,0
4.4,0,2,0,0,0,0
4.41,0,2,0,0,0,0
4.42,0,2,0,0,0,0
4.43,0,2,0,0,0,0
4.44,0,2,0,0,0,0
4.45,0,2,0,0,0,0
4.46,0,2,0,0,0,0
4.47,0,2,0,0,0,0
4.48,0,2,0,0,0,0
4.49,0,2,0,0,0,0
4.5,0,2,0,0,0,0
4.51,0,2,0,0,0,0
4.52,0,2,0,0,0,0
4.53,0,2,0,0,0,0
4.54,0,2,0,0,0,0
4.55,0,2,0,0,0,0
4.56,0,2,0,0,0,0
4.57,0,2,0,0,0,0
4.58,0,2,0,0,0,0
4.59,0,2,0,0,0,0
4.6,0,2,0,0,0,0
4.61,0,2,0,0,0,0
4.62,0,2,0,0,0,0
4.63,0,2,0,0,0,0
4.64,0,2,0,0,0,0
4.65,0,2,0,0,0,0
4.66,0,2,0,0,0,0
4.67,0,2,0,0,0,0
4.68,0,2,0,0,0,0
4.69,0,2,0,0,0,0
4.7,0,2,0,0,0,0
4.71,0,2,0,0,0,0
4.72,0,2,0,0,0,0
4.73,0,2,0,0,0,0
4.74,0,2,0,0,0,0
4.75,0,2,0,0,0,0
4.76,0,2,0,0,0,0
4.77,0,2,0,0,0,0
4.78,0,2,0,0,0,0
4.79,0,2,0,0,0,0
4.8,0,2,0,0,0,0
4.81,0,2,0,0,0,0
4.82,0,2,0,0,0,0
4.83,0,2,0,0,0,0
4.84,0,2,0,0,0,0
4.85,0,2,0,0,0,0
4.86,0,2,0,0,0,0
4.87,0,2,0,0,0,0
4.88,0,2,0,0,0,0
4.89,0,2,0,0,0,0
4.9,0,2,0,0,0,0
4.91,0,2,0,0,0,0
4.92,0,2,0,0,0,0
4.93,0,2,0,0,0,0
4.94,0,2,0,0,0,0
4.95,0,2,0,0,0,0
4.96,0,2,0,0,0,0
4.97,0,2,0,0,0,0
4.98,0,2,0,0,0,0
4.99,0,2,0,0,0,0
5,0,2,0,0,0,0
5.01,0,2,0,0,0,0
5.02,0,2,0,0,0,0
5.03,0,2,0,0,0,0
5.04,0,2,0,0,0,0
5.05,0,2,0,0,0,0
5.06,0,2,0,0,0,0
5.07,0,2,0,0,0,0
5.08,0,2,0,0,0,0
5.09,0,2,0,0,0,0
5.1,0,2,0,0,0,0
5.11,0,2,0,0,0,0
5.12,0,2,0,0,0,0
5.13,0,2,0,0,0,0
5.14,0,2,0,0,0,0
5.15,0,2,0,0,0,0
5.16,0,2,0,0,0,0
5.17,0,2,0,0,0,0
5.18,0,2,0,0,0,0
5.19,0,2,0,0,0,0
5.2,0,2,0,0,0,0
5.21,0,2,0,0,0,0
5.22,0,2,0,0,0,0
5.23,0,2,0,0,0,0
5.24,0,2,0,0,0,0
5.25,0,2,0,0,0,0
5.26,0,2,0,0,0,0
5.27,0,2,0,0,0,0
5.28,0,2,0,0,0,0
5.29,0,2,0,0,0,0
5.3,0,2,0,0,0,0
5.31,0,2,0,0,0,0
5.32,0,2,0,0,0,0
5.33,0,2,0,0,0,0
5.34,0,2,0,0,0,0
5.35,0,2,0,0,0,0
5.36,0,2,0,0,0,0
5.37,0,2,0,0,0,0
5.38,0,2,0,0,0,0
5.39,0,2,0,0,0,0
5.4,0,2,0,0,0,0
5.41,0,2,0,0,0,0
5.42,0,2,0,0,0,0
5.43,0,2,0,0,0,0
5.44,0,2,0,0,0,0
5.45,0,2,0,0,0,0
5.46,0,2,0,0,0,0
5.47,0,2,0,0,0,0
5.48,0,2,0,0,0,0
5.49,0,2,0,0,0,0
5.5,0,2,0,0,0,0
5.51,0,2,0,0,0,0
5.52,0,2,0,0,0,0
5.53,0,2,0,0,0,0
5.54,0,2,0,0,0,0
5.55,0,2,0,0,0,0
5.56,0,2,0,0,0,0
5.57,0,2,0,0,0,0
5.58,0,2,0,0,0,0
5.59,0,2,0,0,0,0
5.6,0,2,0,0,0,0
5.61,0,2,0,0,0,0
5.62,0,2,0,0,0,0
5.63,0,2,0,0,0,0
5.64,0,2,0,0,0,0
5.65,0,2,0,0,0,0
5.66,0,2,0,0,0,0
5.67,0,2,0,0,0,0
5.68,0,2,0,0,0,0
5.69,0,2,0,0,0,0
5.7,0,2,0,0,0,0
5.71,0,2,0,0,0,0
5.72,0,2,0,0,0,0
5.73,0,2,0,0,0,0
5.74,0,2,0,0,0,0
5.75,0,2,0,0,0,0
5.76,0,2,0,0,0,0
5.77,0,2,0,0,0,0
5.78,0,2,0,0,0,0
5.79,0,2,0,0,0,0
5.8,0,2,0,0,0,0
5.81,0,2,0,0,0,0
5.82,0,2,0,0,0,0
5.83,0,2,0,0,0,0
5.84,0,2,0,0,0,0
5.85,0,2,0,0,0,0
5.86,0,2,0,0,0,0
5.87,0,2,0,0,0,0
5.88,0,2,0,0,0,0
5.89,0,2,0,0,0,0
5.9,0,2,0,0,0,0
5.91,0,2,0,0,0,0
5.92,0,2,0,0,0,0
5.93,0,2,0,0,0,0
5.94,0,2,0,0,0,0
5.95,0,2,0,0,0,0
5.96,0,2,0,0,0,0
5.97,0,2,0,0,0,0
5.98,0,2,0,0,0,0
5.99,0,2,0,0,0,0
6,0,2,0,0,0,0
6.01,0,2,0,0,0,0
6.02,0,2,0,0,0,0
6.03,0,2,0,0,0,0
6.04,0,2,0,0,0,0
6.05,0,2,0,0,0,0
6.06,0,2,0,0,0,0
6.07,0,2,0,0,0,0
6.08,0,2,0,0,0,0
6.09,0,2,0,0,0,0
6.1,0,2,0,0,0,0
6.11,0,2,0,0,0,0
6.12,0,2,0,0,0,0
6.13,0,2,0,0,0,0
6.14,0,2,0,0,0,0
6.15,0,2,0,0,0,0
6.16,0,2,0,0,0,0
6.17,0,2,0,0,0,0
6.18,0,2,0,0,0,0
6.19,0,2,0,0,0,0
6.2,0,2,0,0,0,0
6.21,0,2,0,0,0,0
6.22,0,2,0,0,0,0
6.23,0,2,0,0,0,0
6.24,0,2,0,0,0,0
6.25,0,2,0,0,0,0
