time,temperatureSensor.T
0.0,20.0
0.1,20.993074174355
0.2,21.972448651089
0.3,22.938341017295
0.4,23.890964369529
0.5,24.830527446534
0.6,25.757234756483
0.7,25.956017332583
0.8,25.896753989945
0.9,25.838080327319
1.0,25.779990477292
1.1,25.722478630832
1.2,25.665539036708
1.3,25.609166000916
1.4,25.553353886107
1.5,25.498097111025
1.6,25.443390149948
1.7,25.389227532136
1.8,25.335603841284
1.9,25.282513714981
2.0,25.229951844171
2.1,25.177912972625
2.2,25.126391896414
2.3,25.440639640317
2.4,26.359012371985
2.5,27.264859182748
2.6,28.158373920356
2.7,28.781740294921
2.8,28.694360543805
2.9,28.607850235592
3.0,28.522200719182
3.1,28.718685541127
3.2,29.592455257231
3.3,30.454385569188
3.4,31.304656979317
3.5,32.143446545225
3.6,32.265482454114
3.7,32.143438895227
3.8,32.022609689835
3.9,31.927382611649
4.0,32.757775140968
4.1,33.576986152298
4.2,34.385183719013
4.3,35.182532794392
4.4,35.969195291063
4.5,35.889114690519
4.6,35.731015394572
4.7,35.574489212638
4.8,35.826291727289
4.9,36.604337867899
5.0,37.371984143096
5.1,38.129384302058
5.2,38.876689331617
5.3,39.614047523227
5.4,39.818010664111
5.5,39.620818206685
5.6,39.425587846661
5.7,39.513075975028
5.8,40.241974357498
5.9,40.961195097392
6.0,41.670879121479
6.1,42.371164899475
6.2,43.062188500864
6.3,43.744083650048
6.4,44.115915883169
6.5,43.875958561548
6.6,43.638388854764
6.7,43.656145074364
6.8,44.330202875373
6.9,44.995376216031
7.0,45.651792379862
7.1,46.299576502549
7.2,46.938851619214
7.3,47.569738710099
7.4,48.192356745095
7.5,48.806822726889
7.6,49.031688790708
7.7,48.742818719714
7.8,48.456822953463
7.9,48.699071069121
8.0,49.306908827948
8.1,49.906802981084
8.2,50.498865198338
8.3,50.955641140801
8.4,50.647627427316
8.5,50.342678500968
8.6,50.040763866619
8.7,49.741853332565
8.8,49.445917007514
8.9,49.152925297596
9.0,49.287275287245
9.1,49.887425898328
9.2,50.47974097218
9.3,50.965705570066
9.4,50.657591713853
9.5,50.352543641214
9.6,50.050530847096
9.7,49.751523129979
9.8,49.455490588853
9.9,49.162403620226
10.0,49.267633344372
