0, 0, 0
0.005, 20.05, 25
0.01, 20.0999, 25
0.015, 20.1499, 25
0.02, 20.1997, 25
0.024, 20.2396, 25
0.029, 20.2894, 25
0.034, 20.3392, 25
0.039, 20.389, 25
0.044, 20.4387, 25
0.049, 20.4884, 25
0.054, 20.538, 25
0.059, 20.5876, 25
0.064, 20.6372, 25
0.068, 20.6768, 25
0.073, 20.7264, 25
0.078, 20.7758, 25
0.083, 20.8253, 25
0.088, 20.8747, 25
0.093, 20.9241, 25
0.098, 20.9734, 25
0.103, 21.0227, 25
0.107, 21.0621, 25
0.112, 21.1114, 25
0.117, 21.1606, 25
0.122, 21.2098, 25
0.127, 21.2589, 25
0.132, 21.308, 25
0.137, 21.3571, 25
0.142, 21.4062, 25
0.147, 21.4552, 25
0.151, 21.4944, 25
0.156, 21.5433, 25
0.161, 21.5922, 25
0.166, 21.6411, 25
0.171, 21.6899, 25
0.176, 21.7388, 25
0.181, 21.7875, 25
0.186, 21.8363, 25
0.191, 21.885, 25
0.195, 21.9239, 25
0.2, 21.9726, 25
0.205, 22.0212, 25
0.21, 22.0698, 25
0.215, 22.1183, 25
0.22, 22.1668, 25
0.225, 22.2153, 25
0.23, 22.2638, 25
0.234, 22.3025, 25
0.239, 22.3509, 25
0.244, 22.3993, 25
0.249, 22.4476, 25
0.254, 22.4959, 25
0.259, 22.5441, 25
0.264, 22.5923, 25
0.269, 22.6405, 25
0.274, 22.6887, 25
0.278, 22.7272, 25
0.283, 22.7753, 25
0.288, 22.8233, 25
0.293, 22.8714, 25
0.298, 22.9194, 25
0.303, 22.9673, 25
0.308, 23.0152, 25
0.313, 23.0631, 25
0.318, 23.111, 25
0.322, 23.1493, 25
0.327, 23.1971, 25
0.332, 23.2448, 25
0.337, 23.2926, 25
0.342, 23.3403, 25
0.347, 23.3879, 25
0.352, 23.4356, 25
0.357, 23.4832, 25
0.362, 23.5308, 25
0.366, 23.5688, 25
0.371, 23.6163, 25
0.376, 23.6638, 25
0.381, 23.7112, 25
0.386, 23.7586, 25
0.391, 23.806, 25
0.396, 23.8534, 25
0.401, 23.9007, 25
0.405, 23.9385, 25
0.41, 23.9858, 25
0.415, 24.033, 25
