"time","Piston_r2","Inertia_w"
0,0.3,0
0.001,0.3,0.00944284
0.002,0.3,0.018982
0.003,0.3,0.0286971
0.004,0.3,0.0386762
0.005,0.3,0.0490194
0.006,0.3,0.0598263
0.007,0.3,0.0711978
0.008,0.3,0.0832448
0.009,0.3,0.0960766
0.01,0.3,0.109818
0.011,0.3,0.124595
0.012,0.3,0.140546
0.013,0.3,0.157828
0.014,0.3,0.176591
0.015,0.3,0.197014
0.016,0.3,0.21929
0.017,0.299999,0.24363
0.018,0.299999,0.270265
0.019,0.299999,0.299444
0.02,0.299999,0.331442
0.021,0.299999,0.366562
0.022,0.299999,0.405132
0.023,0.299998,0.447517
0.024,0.299998,0.494114
0.025,0.299998,0.545366
0.026,0.299997,0.60175
0.027,0.299996,0.663799
0.028,0.299996,0.732094
0.029,0.299995,0.807279
0.03,0.299994,0.89006
0.031,0.299992,0.981215
0.032,0.299991,1.0816
0.033,0.299989,1.19215
0.034,0.299986,1.31392
0.035,0.299983,1.44804
0.036,0.29998,1.59576
0.037,0.299975,1.75846
0.038,0.29997,1.93767
0.039,0.299964,2.13504
0.04,0.299956,2.35242
0.041,0.299946,2.59182
0.042,0.299935,2.85544
0.043,0.299921,3.14571
0.044,0.299904,3.46529
0.045,0.299883,3.81707
0.046,0.299859,4.20422
0.047,0.299828,4.63019
0.048,0.299792,5.09873
0.049,0.299747,5.61393
0.05,0.299693,6.18019
0.051,0.299628,6.80222
0.052,0.299549,7.48512
0.053,0.299453,8.23425
0.054,0.299337,9.05527
0.055,0.299197,9.9541
0.056,0.299027,10.9368
0.057,0.298822,12.0095
0.058,0.298574,13.1783
0.059,0.298276,14.4489
0.06,0.297916,15.8266
0.061,0.297485,17.3158
0.062,0.296967,18.9197
0.064,0.295609,22.4778
0.065,0.29473,24.4289
0.066,0.293689,26.4886
0.067,0.292459,28.6488
0.068,0.291015,30.8982
0.069,0.289327,33.224
0.07,0.287364,35.6111
0.071,0.285097,38.0429
0.072,0.282495,40.5031
0.073,0.279528,42.9771
0.074,0.276169,45.4533
0.075,0.272394,47.9241
0.076,0.268182,50.3867
0.077,0.263517,52.8441
0.078,0.258388,55.3047
0.079,0.252789,57.7825
0.08,0.24672,60.2963
0.081,0.240188,62.869
0.082,0.233206,65.5277
0.083,0.225796,68.3018
0.084,0.217986,71.2218
0.085,0.209818,74.3193
0.086,0.201342,77.6241
0.087,0.192619,81.1616
0.088,0.183727,84.9522
0.089,0.174755,89.0006
0.09,0.165808,93.2929
0.091,0.157003,97.7886
0.092,0.148467,102.415
0.093,0.140331,107.065
0.094,0.132723,111.603
0.095,0.12576,115.883
0.096,0.119538,119.764
0.097,0.114129,123.141
0.098,0.109579,125.95
0.099,0.10591,128.173
0.1,0.103128,129.82
0.101,0.101228,130.922
0.102,0.100202,131.508
0.103,0.100044,131.596
0.104,0.100752,131.193
0.105,0.102332,130.296
0.106,0.104791,128.901
0.107,0.108138,127.013
0.108,0.112379,124.649
0.109,0.117507,121.851
0.11,0.123504,118.689
0.111,0.130329,115.268
0.112,0.137924,111.711
0.113,0.14621,108.154
0.114,0.155093,104.724
0.115,0.164471,101.526
0.116,0.174236,98.6402
0.117,0.18428,96.1202
0.118,0.194498,93.9998
0.119,0.204789,92.2985
0.12,0.215056,91.0294
0.121,0.225208,90.2036
0.122,0.235158,89.834
0.123,0.244819,89.9349
0.124,0.254101,90.5202
0.126,0.271136,93.1808
0.127,0.278659,95.2264
0.128,0.285332,97.6536
0.129,0.290983,100.282
0.13,0.295418,102.811
0.131,0.29844,104.821
0.132,0.299886,105.881
0.133,0.299664,105.848
0.134,0.297778,105.213
0.135,0.294301,104.198
0.136,0.289351,103.051
0.137,0.283068,102.012
0.138,0.275598,101.27
0.139,0.267077,100.951
0.14,0.257632,101.143
0.141,0.24738,101.91
0.142,0.236438,103.305
0.143,0.224922,105.376
0.144,0.212957,108.172
0.145,0.20068,111.735
0.146,0.188254,116.092
0.147,0.175863,121.24
0.148,0.163722,127.113
0.149,0.152069,133.55
0.15,0.141156,140.279
0.151,0.131228,146.925
0.152,0.122498,153.08
0.153,0.115123,158.39
0.154,0.109194,162.641
0.155,0.104743,165.767
0.156,0.101763,167.805
0.157,0.100231,168.829
0.158,0.100132,168.892
0.159,0.101464,168.004
0.16,0.10424,166.143
0.161,0.108487,163.29
0.162,0.114222,159.463
0.163,0.121435,154.756
0.164,0.130071,149.4
0.165,0.140016,143.724
0.166,0.151106,138.119
0.167,0.163139,132.948
0.168,0.175894,128.492
0.169,0.18915,124.936
0.17,0.202687,122.386
0.171,0.216298,120.912
0.172,0.22978,120.573
0.173,0.242932,121.435
0.174,0.255533,123.57
0.175,0.267331,127.039
0.176,0.278008,131.814
0.177,0.287154,137.615
0.178,0.294245,143.631
0.179,0.298688,148.317
0.18,0.299978,149.849
0.181,0.297939,148.04
0.182,0.292789,144.114
0.183,0.284994,139.546
0.184,0.275073,135.517
0.185,0.263484,132.642
0.186,0.250601,131.166
0.187,0.236732,131.17
0.188,0.222147,132.685
0.189,0.207106,135.736
0.19,0.19188,140.332
0.191,0.176775,146.442
0.192,0.162136,153.907
0.193,0.148346,162.366
0.194,0.135802,171.211
0.195,0.124863,179.656
0.196,0.115802,186.953
0.197,0.108772,192.627
0.198,0.103815,196.539
0.199,0.100904,198.771
0.2,0.100002,199.445
0.201,0.101092,198.623
0.202,0.104192,196.265
0.203,0.109345,192.318
0.204,0.116581,186.797
0.205,0.125871,179.934
0.206,0.137089,172.261
0.207,0.149999,164.516
0.208,0.16428,157.453
0.209,0.179577,151.652
0.21,0.195524,147.473
0.211,0.211774,145.123
0.212,0.227987,144.744
0.213,0.24382,146.485
0.214,0.258887,150.516
0.215,0.272713,156.957
0.216,0.284649,165.572
0.217,0.293806,175.046
0.218,0.299091,182.154
0.219,0.299601,183.012
0.22,0.295214,177.854
0.221,0.286638,169.983
0.222,0.274883,162.612
0.223,0.260841,157.315
0.224,0.245192,154.531
0.225,0.228455,154.304
0.226,0.211071,156.601
0.227,0.193459,161.378
0.228,0.176065,168.533
0.229,0.159392,177.765
0.23,0.14399,188.387
0.231,0.130411,199.277
0.232,0.119113,209.119
0.233,0.110383,216.897
0.234,0.104318,222.203
0.235,0.100888,225.112
0.236,0.100035,225.813
0.237,0.101738,224.392
0.238,0.106034,220.762
0.239,0.112989,214.834
0.24,0.122615,206.765
0.241,0.134793,197.212
0.242,0.149225,187.335
0.243,0.165466,178.398
0.244,0.182994,171.386
0.245,0.201291,166.88
0.246,0.219853,165.212
0.247,0.238184,166.639
0.248,0.255745,171.449
0.249,0.271854,179.907
0.251,0.295458,204.375
0.252,0.29989,211.726
0.253,0.297776,208.505
0.254,0.289603,198.186
0.255,0.276869,187.164
0.256,0.261049,179.02
0.257,0.243222,174.657
0.258,0.22417,174.078
0.259,0.204521,177.147
0.26,0.184873,183.707
0.261,0.165865,193.45
0.262,0.148211,205.59
0.263,0.132647,218.633
0.264,0.119816,230.639
0.265,0.110116,240.023
0.266,0.103674,246.137
0.267,0.100441,249.102
0.268,0.100341,249.188
0.269,0.103371,246.424
