"time","step-size","csv.i.In1","source.i.Out1"
0.5600000000000003,0.01,0.5311860000000003,0.15008767
0.5700000000000003,0.01,0.5396320000000003,0.15539953
0.5800000000000003,0.01,0.5480240000000003,0.16079585000000002
0.5900000000000003,0.01,0.5563610000000002,0.16627609000000002
0.6000000000000003,0.01,0.5646420000000002,0.1718397
0.6100000000000003,0.01,0.5728670000000002,0.17748612000000002
0.6200000000000003,0.01,0.5810350000000002,0.18321479000000002
0.6300000000000003,0.01,0.5891450000000003,0.18902514
0.6400000000000003,0.01,0.5971950000000003,0.19491659
0.6500000000000004,0.01,0.6051860000000002,0.20088854
0.6600000000000004,0.01,0.6131170000000002,0.2069404
0.6700000000000004,0.01,0.6209860000000003,0.21307157
0.6800000000000004,0.01,0.6287930000000003,0.21928143
0.6900000000000004,0.01,0.6365370000000004,0.22556936
0.7000000000000004,0.01,0.6442180000000003,0.23193473
0.7100000000000004,0.01,0.6518340000000004,0.23837691
0.7200000000000004,0.01,0.6593850000000003,0.24489525
0.7300000000000004,0.01,0.6668700000000003,0.2514891
0.7400000000000004,0.01,0.6742880000000003,0.25815780000000005
0.7500000000000004,0.01,0.6816390000000003,0.26490068000000005
0.7600000000000005,0.01,0.6889210000000003,0.27171707000000006
0.7700000000000005,0.01,0.6961350000000003,0.27860628000000004
0.7800000000000005,0.01,0.7032790000000003,0.28556763
0.7900000000000005,0.01,0.7103530000000003,0.29260042
0.8000000000000005,0.01,0.7173560000000003,0.29970395000000005
0.8100000000000005,0.01,0.7242870000000003,0.3068775100000001
0.8200000000000005,0.01,0.7311460000000003,0.3141203800000001
0.8300000000000005,0.01,0.7379310000000003,0.3214318400000001
0.8400000000000005,0.01,0.7446430000000004,0.3288111500000001
0.8500000000000005,0.01,0.7512800000000003,0.3362575800000001
0.8600000000000005,0.01,0.7578430000000004,0.3437703800000001
0.8700000000000006,0.01,0.7643290000000004,0.3513488100000001
0.8800000000000006,0.01,0.7707390000000003,0.35899210000000015
0.8900000000000006,0.01,0.7770720000000003,0.36669949000000013
0.9000000000000006,0.01,0.7833270000000003,0.37447021000000014
0.9100000000000006,0.01,0.7895040000000003,0.38230348000000014
0.9200000000000006,0.01,0.7956020000000004,0.39019852000000016
0.9300000000000006,0.01,0.8016200000000003,0.39815454000000017
0.9400000000000006,0.01,0.8075580000000004,0.4061707400000002
0.9500000000000006,0.01,0.8134160000000004,0.4142463200000002
0.9600000000000006,0.01,0.8191920000000004,0.4223804800000002
0.9700000000000006,0.01,0.8248860000000003,0.43057240000000024
0.9800000000000006,0.01,0.8304970000000004,0.43882126000000027
0.9900000000000007,0.01,0.8360260000000004,0.4471262300000003
1.0000000000000007,0.01,0.8414710000000003,0.4554864900000003
1.0100000000000007,0.01,0.8468320000000004,0.4639012000000003
1.0200000000000007,0.01,0.8521080000000003,0.4723695200000003
1.0300000000000007,0.01,0.8572990000000004,0.48089060000000033
1.0400000000000007,0.01,0.8624040000000003,0.48946359000000034
1.0500000000000007,0.01,0.8674230000000004,0.49808763000000034
1.0600000000000007,0.01,0.8723550000000003,0.5067618600000003
1.0700000000000007,0.01,0.8772010000000003,0.5154854100000004
1.0800000000000007,0.01,0.8819580000000004,0.5242574200000004
1.0900000000000007,0.01,0.8866270000000004,0.5330770000000005
1.1000000000000008,0.01,0.8912070000000003,0.5419432700000004
1.1100000000000008,0.01,0.8956990000000004,0.5508553400000005
1.1200000000000008,0.01,0.9001000000000003,0.5598123300000005
1.1300000000000008,0.01,0.9044120000000003,0.5688133300000006
1.1400000000000008,0.01,0.9086330000000004,0.5778574500000005
1.1500000000000008,0.01,0.9127640000000004,0.5869437800000006
1.1600000000000008,0.01,0.9168030000000004,0.5960714200000006
1.1700000000000008,0.01,0.9207510000000003,0.6052394500000006
1.1800000000000008,0.01,0.9246060000000004,0.6144469600000005
1.1900000000000008,0.01,0.9283690000000003,0.6236930200000006
1.2000000000000008,0.01,0.9320390000000003,0.6329767100000006
1.2100000000000009,0.01,0.9356160000000003,0.6422971000000005
1.2200000000000009,0.01,0.9390990000000004,0.6516532600000005
1.2300000000000009,0.01,0.9424890000000004,0.6610442500000004
1.2400000000000009,0.01,0.9457840000000003,0.6704691400000005
1.2500000000000009,0.01,0.9489850000000003,0.6799269800000005
1.260000000000001,0.01,0.9520900000000002,0.6894168300000005
1.270000000000001,0.01,0.9551010000000002,0.6989377300000006
1.280000000000001,0.01,0.9580160000000002,0.7084887400000006
1.290000000000001,0.01,0.9608350000000002,0.7180689000000006
1.300000000000001,0.01,0.9635580000000002,0.7276772500000006
1.310000000000001,0.01,0.9661850000000002,0.7373128300000006
1.320000000000001,0.01,0.9687150000000002,0.7469746800000006
1.330000000000001,0.01,0.9711480000000002,0.7566618300000005
1.340000000000001,0.01,0.9734850000000003,0.7663733100000005
1.350000000000001,0.01,0.9757230000000002,0.7761081600000005
1.360000000000001,0.01,0.9778650000000002,0.7858653900000004
1.370000000000001,0.01,0.9799080000000002,0.7956440400000004
1.380000000000001,0.01,0.9818540000000002,0.8054431200000004
1.390000000000001,0.01,0.9837010000000003,0.8152616600000004
1.400000000000001,0.01,0.9854500000000003,0.8250986700000005
1.410000000000001,0.01,0.9871000000000002,0.8349531700000005
1.420000000000001,0.01,0.9886520000000001,0.8448241700000004
1.430000000000001,0.01,0.9901050000000001,0.8547106900000004
1.440000000000001,0.01,0.9914580000000001,0.8646117400000004
1.450000000000001,0.01,0.9927130000000001,0.8745263200000004
1.460000000000001,0.01,0.9938680000000001,0.8844534500000004
1.470000000000001,0.01,0.9949240000000001,0.8943921300000004
1.480000000000001,0.01,0.9958810000000001,0.9043413700000004
1.490000000000001,0.01,0.9967380000000001,0.9143001800000004
1.500000000000001,0.01,0.9974950000000001,0.9242675600000003
1.5100000000000011,0.01,0.9981520000000002,0.9342425100000004
1.5200000000000011,0.01,0.99871,0.9442240300000003
1.5300000000000011,0.01,0.999168,0.9542111300000004
1.5400000000000011,0.01,0.999526,0.9642028100000003
1.5500000000000012,0.01,0.999784,0.9741980700000002
1.5600000000000012,0.01,0.999942,0.9841959100000003
1.5700000000000012,0.01,1.0,0.9941953300000003
1.5800000000000012,0.01,0.999958,1.0041953300000002
1.5900000000000012,0.01,0.999816,1.01419491
1.6000000000000012,0.01,0.999574,1.0241930700000001
1.6100000000000012,0.01,0.999232,1.03418881
1.6200000000000012,0.01,0.9987899999999998,1.0441811300000001
1.6300000000000012,0.01,0.9982479999999999,1.0541690300000002
1.6400000000000012,0.01,0.9976059999999999,1.06415151
1.6500000000000012,0.01,0.9968649999999999,1.0741275700000001
1.6600000000000013,0.01,0.9960239999999999,1.0840962200000002
1.6700000000000013,0.01,0.9950829999999999,1.0940564600000002
1.6800000000000013,0.01,0.9940429999999999,1.1040072900000002
1.6900000000000013,0.01,0.9929039999999999,1.11394772
1.7000000000000013,0.01,0.9916649999999998,1.1238767600000001
1.7100000000000013,0.01,0.9903269999999997,1.1337934100000002
1.7200000000000013,0.01,0.9888899999999998,1.1436966800000001
1.7300000000000013,0.01,0.9873539999999997,1.15358558
1.7400000000000013,0.01,0.9857189999999998,1.1634591200000002
1.7500000000000013,0.01,0.9839859999999998,1.1733163100000001
1.7600000000000013,0.01,0.9821539999999997,1.1831561700000002
1.7700000000000014,0.01,0.9802239999999998,1.19297771
1.7800000000000014,0.01,0.9781969999999997,1.20277995
1.7900000000000014,0.01,0.9760709999999997,1.21256192
1.8000000000000014,0.01,0.9738479999999997,1.2223226299999999
1.8100000000000014,0.01,0.9715269999999997,1.2320611099999998
1.8200000000000014,0.01,0.9691089999999997,1.24177638
1.8300000000000014,0.01,0.9665939999999996,1.25146747
1.8400000000000014,0.01,0.9639829999999997,1.26113341
1.8500000000000014,0.01,0.9612749999999997,1.27077324
1.8600000000000014,0.01,0.9584709999999996,1.28038599
1.8700000000000014,0.01,0.9555719999999995,1.2899707
1.8800000000000014,0.01,0.9525759999999995,1.29952642
1.8900000000000015,0.01,0.9494859999999996,1.3090521800000001
1.9000000000000015,0.01,0.9462999999999995,1.3185470400000001
1.9100000000000015,0.01,0.9430199999999994,1.3280100400000001
1.9200000000000015,0.01,0.9396449999999994,1.33744024
1.9300000000000015,0.01,0.9361769999999995,1.34683669
1.9400000000000015,0.01,0.9326149999999994,1.3561984599999999
1.9500000000000015,0.01,0.9289599999999995,1.3655246099999998
1.9600000000000015,0.01,0.9252119999999995,1.3748142099999998
1.9700000000000015,0.01,0.9213709999999995,1.3840663299999998
1.9800000000000015,0.01,0.9174379999999993,1.3932800399999998
1.9900000000000015,0.01,0.9134129999999994,1.4024544199999998
2.0000000000000013,0.01,0.9092969999999995,1.4115885499999998
2.010000000000001,0.01,0.9050909999999994,1.4206815199999998
2.020000000000001,0.01,0.9007929999999996,1.4297324299999998
2.0300000000000007,0.01,0.8964059999999996,1.4387403599999997
2.0400000000000005,0.01,0.8919289999999997,1.4477044199999998
2.0500000000000003,0.01,0.8873619999999998,1.4566237099999997
2.06,0.01,0.882707,1.4654973299999996
2.07,0.01,0.877964,1.4743243999999995
2.0799999999999996,0.01,0.8731330000000003,1.4831040399999995
2.0899999999999994,0.01,0.8682150000000002,1.4918353699999995
2.099999999999999,0.01,0.8632090000000004,1.5005175199999996
2.109999999999999,0.01,0.8581180000000005,1.5091496099999997
2.1199999999999988,0.01,0.8529400000000007,1.5177307899999997
2.1299999999999986,0.01,0.8476780000000007,1.5262601899999997
2.1399999999999983,0.01,0.842330000000001,1.5347369699999998
2.149999999999998,0.01,0.836899000000001,1.5431602699999998
2.159999999999998,0.01,0.8313830000000012,1.5515292599999997
2.1699999999999977,0.01,0.8257850000000012,1.5598430899999998
2.1799999999999975,0.01,0.8201040000000016,1.5681009399999999
2.1899999999999973,0.01,0.8143410000000015,1.57630198
2.199999999999997,0.01,0.8084960000000018,1.58444539
2.209999999999997,0.01,0.8025710000000019,1.5925303499999999
2.2199999999999966,0.01,0.7965650000000021,1.60055606
2.2299999999999964,0.01,0.7904800000000022,1.60852171
2.239999999999996,0.01,0.7843160000000025,1.61642651
2.249999999999996,0.01,0.7780730000000026,1.6242696699999999
2.259999999999996,0.01,0.7717530000000026,1.6320504
2.2699999999999956,0.01,0.7653550000000029,1.63976793
2.2799999999999954,0.01,0.7588810000000029,1.6474214800000002
2.289999999999995,0.01,0.7523310000000032,1.6550102900000003
2.299999999999995,0.01,0.7457050000000032,1.6625336000000004
2.3099999999999947,0.01,0.7390050000000036,1.6699906500000004
2.3199999999999945,0.01,0.7322310000000036,1.6773807000000003
2.3299999999999943,0.01,0.725384000000004,1.6847030100000002
2.339999999999994,0.01,0.718465000000004,1.6919568500000002
2.349999999999994,0.01,0.7114730000000044,1.6991415000000003
2.3599999999999937,0.01,0.7044110000000045,1.7062562300000004
2.3699999999999934,0.01,0.6972780000000047,1.7133003400000004
2.3799999999999932,0.01,0.6900750000000048,1.7202731200000005
2.389999999999993,0.01,0.6828030000000053,1.7271738700000006
2.399999999999993,0.01,0.6754630000000053,1.7340019000000007
2.4099999999999926,0.01,0.6680560000000056,1.7407565300000007
2.4199999999999924,0.01,0.6605810000000056,1.7474370900000007
2.429999999999992,0.01,0.6530410000000061,1.7540429000000008
2.439999999999992,0.01,0.6454350000000061,1.760573310000001
2.4499999999999917,0.01,0.6377650000000066,1.767027660000001
2.4599999999999915,0.01,0.6300310000000066,1.7734053100000011
2.4699999999999913,0.01,0.622234000000007,1.7797056200000012
2.479999999999991,0.01,0.614374000000007,1.7859279600000013
2.489999999999991,0.01,0.6064540000000075,1.7920717000000015
2.4999999999999907,0.01,0.5984720000000074,1.7981362400000016
2.5099999999999905,0.01,0.5904310000000076,1.8041209600000017
2.5199999999999902,0.01,0.5823310000000079,1.8100252700000017
2.52999999999999,0.01,0.574172000000008,1.8158485800000017
2.53999999999999,0.01,0.5659560000000085,1.8215903000000018
2.5499999999999896,0.01,0.5576840000000084,1.8272498600000018
2.5599999999999894,0.01,0.5493550000000089,1.8328267000000018
2.569999999999989,0.01,0.540972000000009,1.838320250000002
2.579999999999989,0.01,0.5325350000000094,1.843729970000002
2.5899999999999888,0.01,0.5240440000000094,1.8490553200000022
2.5999999999999885,0.01,0.5155010000000099,1.8542957600000023
2.6099999999999883,0.01,0.50690700000001,1.8594507700000025
2.619999999999988,0.01,0.49826200000001036,1.8645198400000025
2.629999999999988,0.01,0.4895670000000104,1.8695024600000025
2.6399999999999877,0.01,0.4808230000000109,1.8743981300000025
2.6499999999999875,0.01,0.4720310000000109,1.8792063600000026
2.6599999999999873,0.01,0.46319100000001145,1.8839266700000028
2.669999999999987,0.01,0.4543060000000114,1.8885585800000029
2.679999999999987,0.01,0.44537500000001196,1.893101640000003
2.6899999999999866,0.01,0.43639900000001197,1.897555390000003
2.6999999999999864,0.01,0.4273800000000124,1.9019193800000032
2.709999999999986,0.01,0.4183180000000125,1.9061931800000034
2.719999999999986,0.01,0.40921400000001296,1.9103763600000034
2.7299999999999858,0.01,0.40006900000001305,1.9144685000000035
2.7399999999999856,0.01,0.39088500000001347,1.9184691900000035
2.7499999999999853,0.01,0.3816610000000135,1.9223780400000037
2.759999999999985,0.01,0.3723990000000136,1.9261946500000038
2.769999999999985,0.01,0.363100000000014,1.929918640000004
2.7799999999999847,0.01,0.3537640000000142,1.933549640000004
2.7899999999999845,0.01,0.3443930000000146,1.9370872800000043
2.7999999999999843,0.01,0.33498800000001466,1.9405312100000045
2.809999999999984,0.01,0.3255490000000151,1.9438810900000048
2.819999999999984,0.01,0.3160780000000152,1.947136580000005
2.8299999999999836,0.01,0.30657500000001564,1.950297360000005
2.8399999999999834,0.01,0.2970410000000157,1.9533631100000053
2.849999999999983,0.01,0.28747800000001617,1.9563335200000054
2.859999999999983,0.01,0.27788600000001623,1.9592083000000056
2.869999999999983,0.01,0.26826600000001666,1.9619871600000058
2.8799999999999826,0.01,0.2586190000000167,1.964669820000006
2.8899999999999824,0.01,0.2489470000000172,1.967256010000006
2.899999999999982,0.01,0.23924900000001723,1.9697454800000063
2.909999999999982,0.01,0.22952800000001772,1.9721379700000063
2.9199999999999817,0.01,0.21978400000001777,1.9744332500000066
2.9299999999999815,0.01,0.21001700000001824,1.9766310900000068
2.9399999999999813,0.01,0.20023000000001828,1.978731260000007
2.949999999999981,0.01,0.19042300000001874,1.9807335600000073
2.959999999999981,0.01,0.1805960000000188,1.9826377900000076
2.9699999999999807,0.01,0.17075200000001922,1.9844437500000078
2.9799999999999804,0.01,0.1608900000000193,1.9861512700000081
2.9899999999999802,0.01,0.15101300000001974,1.9877601700000083
2.99999999999998,0.01,0.14112000000001979,1.9892703000000085
3.00999999999998,0.01,0.1312130000000198,1.9906815000000087
3.0199999999999796,0.01,0.12129300000002029,1.991993630000009
3.0299999999999794,0.01,0.1113610000000203,1.993206560000009
3.039999999999979,0.01,0.10141800000002076,1.9943201700000093
3.049999999999979,0.01,0.09146500000002077,1.9953343500000096
3.0599999999999787,0.01,0.08150200000002125,1.9962490000000097
3.0699999999999785,0.01,0.07153200000002125,1.9970640200000098
3.0799999999999783,0.01,0.061554000000021716,1.9977793400000101
3.089999999999978,0.01,0.051570000000021717,1.9983948800000104
3.099999999999978,0.01,0.041581000000022184,1.9989105800000107
3.1099999999999777,0.01,0.0315870000000222,1.999326390000011
3.1199999999999775,0.01,0.021591000000022648,1.9996422600000112
3.1299999999999772,0.01,0.011592000000022648,1.9998581700000115
3.139999999999977,0.01,0.0015930000000230927,1.9999740900000118
3.149999999999977,0.01,-0.008406999999976907,1.999990020000012
3.1599999999999766,0.01,-0.018405999999976462,1.9999059500000123
3.1699999999999764,0.01,-0.028403999999976462,1.9997218900000124
3.179999999999976,0.01,-0.03839799999997604,1.9994378500000127
3.189999999999976,0.01,-0.04838799999997607,1.999053870000013
3.1999999999999758,0.01,-0.058373999999975626,1.9985699900000131
3.2099999999999755,0.01,-0.06835399999997563,1.9979862500000134
3.2199999999999753,0.01,-0.0783269999999752,1.9973027100000136
3.229999999999975,0.01,-0.08829199999997522,1.996519440000014
3.239999999999975,0.01,-0.09824899999997479,1.9956365200000141
3.2499999999999747,0.01,-0.10819499999997484,1.9946540300000144
3.2599999999999745,0.01,-0.11813099999997487,1.9935720800000147
3.2699999999999743,0.01,-0.12805499999997444,1.992390770000015
3.279999999999974,0.01,-0.13796599999997447,1.9911102200000153
3.289999999999974,0.01,-0.14786299999997407,1.9897305600000155
3.2999999999999736,0.01,-0.1577459999999741,1.9882519300000157
3.3099999999999734,0.01,-0.16761199999997375,1.9866744700000158
3.319999999999973,0.01,-0.17746199999997378,1.9849983500000161
3.329999999999973,0.01,-0.18729499999997337,1.9832237300000164
3.3399999999999728,0.01,-0.19710799999997347,1.9813507800000167
3.3499999999999726,0.01,-0.20690199999997308,1.979379700000017
3.3599999999999723,0.01,-0.21667499999997314,1.9773106800000173
3.369999999999972,0.01,-0.2264269999999727,1.9751439300000175
3.379999999999972,0.01,-0.2361549999999728,1.9728796600000178
3.3899999999999717,0.01,-0.24586099999997243,1.970518110000018
3.3999999999999715,0.01,-0.25554099999997254,1.9680595000000183
3.4099999999999713,0.01,-0.2651959999999722,1.9655040900000185
3.419999999999971,0.01,-0.27482499999997223,1.9628521300000188
3.429999999999971,0.01,-0.2844259999999719,1.960103880000019
3.4399999999999706,0.01,-0.29399799999997195,1.9572596200000192
3.4499999999999704,0.01,-0.3035419999999716,1.9543196400000196
3.45999999999997,0.01,-0.31305399999997174,1.9512842200000198
3.46999999999997,0.01,-0.3225359999999714,1.94815368000002
3.47999999999997,0.01,-0.3319849999999715,1.9449283200000205
3.4899999999999696,0.01,-0.3414009999999712,1.9416084700000207
3.4999999999999694,0.01,-0.3507829999999713,1.938194460000021
3.509999999999969,0.01,-0.3601299999999714,1.9346866300000212
3.519999999999969,0.01,-0.36944099999997115,1.9310853300000215
3.5299999999999687,0.01,-0.3787149999999712,1.9273909200000217
3.5399999999999685,0.01,-0.3879509999999709,1.923603770000022
3.5499999999999683,0.01,-0.3971479999999711,1.9197242600000222
3.559999999999968,0.01,-0.4063059999999708,1.9157527800000225
3.569999999999968,0.01,-0.4154229999999709,1.9116897200000227
3.5799999999999677,0.01,-0.4244979999999706,1.907535490000023
3.5899999999999674,0.01,-0.4335309999999708,1.9032905100000233
3.5999999999999672,0.01,-0.44251999999997055,1.8989552000000236
3.609999999999967,0.01,-0.4514659999999706,1.8945300000000238
3.619999999999967,0.01,-0.4603659999999704,1.8900153400000241
3.6299999999999666,0.01,-0.4692199999999706,1.8854116800000245
3.6399999999999664,0.01,-0.47802699999997034,1.8807194800000246
3.649999999999966,0.01,-0.48678699999997055,1.875939210000025
3.659999999999966,0.01,-0.4954969999999703,1.8710713400000252
3.6699999999999657,0.01,-0.5041589999999705,1.8661163700000254
3.6799999999999655,0.01,-0.5127689999999703,1.8610747800000258
3.6899999999999653,0.01,-0.5213289999999705,1.8559470900000261
3.699999999999965,0.01,-0.5298359999999702,1.8507338000000264
3.709999999999965,0.01,-0.5382909999999703,1.8454354400000268
3.7199999999999647,0.01,-0.5466909999999703,1.840052530000027
3.7299999999999645,0.01,-0.5550369999999705,1.8345856200000272
3.7399999999999642,0.01,-0.5633269999999703,1.8290352500000275
3.749999999999964,0.01,-0.5715609999999705,1.8234019800000278
3.759999999999964,0.01,-0.5797379999999707,1.817686370000028
3.7699999999999636,0.01,-0.5878569999999705,1.8118889900000283
3.7799999999999634,0.01,-0.5959169999999708,1.8060104200000286
3.789999999999963,0.01,-0.6039179999999705,1.800051250000029
3.799999999999963,0.01,-0.6118579999999708,1.7940120700000293
3.8099999999999627,0.01,-0.6197369999999707,1.7878934900000296
3.8199999999999625,0.01,-0.6275539999999709,1.7816961200000299
3.8299999999999623,0.01,-0.6353079999999708,1.7754205800000302
3.839999999999962,0.01,-0.6429989999999711,1.7690675000000304
3.849999999999962,0.01,-0.650624999999971,1.7626375100000307
3.8599999999999617,0.01,-0.6581859999999713,1.756131260000031
3.8699999999999615,0.01,-0.6656819999999711,1.7495494000000313
3.8799999999999613,0.01,-0.6731109999999714,1.7428925800000317
3.889999999999961,0.01,-0.6804729999999714,1.7361614700000318
3.899999999999961,0.01,-0.6877659999999716,1.729356740000032
3.9099999999999606,0.01,-0.6949909999999716,1.7224790800000322
3.9199999999999604,0.01,-0.702145999999972,1.7155291700000326
3.92999999999996,0.01,-0.7092309999999717,1.7085077100000328
3.93999999999996,0.01,-0.7162459999999721,1.701415400000033
3.9499999999999598,0.01,-0.7231879999999721,1.6942529400000332
3.9599999999999596,0.01,-0.7300579999999723,1.6870210600000335
3.9699999999999593,0.01,-0.7368559999999723,1.6797204800000338
3.979999999999959,0.01,-0.7435789999999727,1.672351920000034
3.989999999999959,0.01,-0.7502279999999727,1.6649161300000344
3.9999999999999587,0.01,-0.756801999999973,1.6574138500000346
4.009999999999959,0.01,-0.7633009999999736,1.649845830000035
4.019999999999959,0.01,-0.769722999999974,1.6422128200000352
4.0299999999999585,0.01,-0.7760679999999737,1.6345155900000354
4.039999999999958,0.01,-0.782335999999974,1.6267549100000358
4.049999999999958,0.01,-0.7885249999999744,1.618931550000036
4.059999999999958,0.01,-0.7946359999999746,1.6110463000000363
4.069999999999958,0.01,-0.8006669999999745,1.6030999400000365
4.079999999999957,0.01,-0.8066179999999747,1.5950932700000369
4.089999999999957,0.01,-0.8124879999999751,1.5870270900000372
4.099999999999957,0.01,-0.8182769999999755,1.5789022100000374
4.109999999999957,0.01,-0.8239839999999754,1.5707194400000377
4.119999999999957,0.01,-0.8296089999999757,1.562479600000038
4.129999999999956,0.01,-0.835150999999976,1.5541835100000383
4.139999999999956,0.01,-0.8406089999999765,1.5458320000000385
4.149999999999956,0.01,-0.8459839999999762,1.5374259100000387
4.159999999999956,0.01,-0.8512729999999766,1.528966070000039
4.1699999999999555,0.01,-0.856477999999977,1.520453340000039
4.179999999999955,0.01,-0.8615969999999774,1.5118885600000393
4.189999999999955,0.01,-0.8666299999999774,1.5032725900000397
4.199999999999955,0.01,-0.8715759999999778,1.4946062900000399
4.209999999999955,0.01,-0.8764349999999781,1.48589053000004
4.2199999999999545,0.01,-0.8812059999999786,1.4771261800000401
4.229999999999954,0.01,-0.8858889999999786,1.4683141200000405
4.239999999999954,0.01,-0.890483999999979,1.4594552300000407
4.249999999999954,0.01,-0.8949889999999794,1.450550390000041
4.259999999999954,0.01,-0.8994049999999798,1.4416005000000411
4.269999999999953,0.01,-0.9037319999999802,1.4326064500000413
4.279999999999953,0.01,-0.9079669999999802,1.4235691300000415
4.289999999999953,0.01,-0.9121119999999807,1.4144894600000417
4.299999999999953,0.01,-0.9161659999999812,1.4053683400000418
4.3099999999999525,0.01,-0.9201279999999815,1.396206680000042
4.319999999999952,0.01,-0.9239979999999817,1.3870054000000422
4.329999999999952,0.01,-0.9277759999999821,1.3777654200000424
4.339999999999952,0.01,-0.9314609999999824,1.3684876600000426
4.349999999999952,0.01,-0.935052999999983,1.3591730500000427
4.3599999999999515,0.01,-0.9385509999999831,1.3498225200000429
4.369999999999951,0.01,-0.9419549999999836,1.3404370100000431
4.379999999999951,0.01,-0.9452659999999841,1.3310174600000433
4.389999999999951,0.01,-0.9484809999999846,1.3215648000000435
4.399999999999951,0.01,-0.9516019999999846,1.3120799900000437
4.40999999999995,0.01,-0.9546279999999852,1.302563970000044
4.41999999999995,0.01,-0.9575579999999857,1.293017690000044
4.42999999999995,0.01,-0.9603919999999861,1.2834421100000442
4.43999999999995,0.01,-0.9631309999999863,1.2738381900000444
4.4499999999999496,0.01,-0.9657729999999868,1.2642068800000446
4.459999999999949,0.01,-0.9683189999999874,1.2545491500000447
4.469999999999949,0.01,-0.970766999999988,1.244865960000045
4.479999999999949,0.01,-0.9731189999999881,1.235158290000045
4.489999999999949,0.01,-0.9753729999999886,1.2254271000000452
4.4999999999999485,0.01,-0.9775299999999891,1.2156733700000453
4.509999999999948,0.01,-0.9795889999999897,1.2058980700000455
4.519999999999948,0.01,-0.9815499999999902,1.1961021800000455
4.529999999999948,0.01,-0.9834129999999904,1.1862866800000456
4.539999999999948,0.01,-0.985177999999991,1.1764525500000456
4.549999999999947,0.01,-0.9868439999999916,1.1666007700000456
4.559999999999947,0.01,-0.988410999999992,1.1567323300000456
4.569999999999947,0.01,-0.9898799999999923,1.1468482200000456
4.579999999999947,0.01,-0.991248999999993,1.1369494200000456
4.589999999999947,0.01,-0.9925199999999934,1.1270369300000458
4.599999999999946,0.01,-0.993690999999994,1.117111730000046
4.609999999999946,0.01,-0.9947629999999944,1.107174820000046
4.619999999999946,0.01,-0.995734999999995,1.097227190000046
4.629999999999946,0.01,-0.9966079999999955,1.0872698400000462
4.6399999999999455,0.01,-0.997380999999996,1.0773037600000464
