"time","outChar","outDateAndTime2"
3.90000000000000E+00,7.80000000000000E+01,3.00300000000000E+05
4.00000000000000E+00,8.00000000000000E+01,3.16000000000000E+05
4.10000000000000E+00,8.20000000000000E+01,3.32100000000000E+05
4.20000000000000E+00,8.40000000000000E+01,3.48600000000000E+05
4.30000000000000E+00,8.60000000000000E+01,3.65500000000000E+05
4.40000000000000E+00,8.80000000000000E+01,3.82800000000000E+05
4.50000000000000E+00,9.00000000000000E+01,4.00500000000000E+05
4.60000000000000E+00,9.20000000000000E+01,4.18600000000000E+05
4.70000000000000E+00,9.40000000000000E+01,4.37100000000000E+05
4.80000000000000E+00,9.60000000000000E+01,4.56000000000000E+05
4.90000000000000E+00,9.80000000000000E+01,4.75300000000000E+05
5.00000000000000E+00,1.00000000000000E+02,4.95000000000000E+05
5.10000000000000E+00,1.02000000000000E+02,5.15100000000000E+05
5.20000000000000E+00,1.04000000000000E+02,5.35600000000000E+05
5.30000000000000E+00,1.06000000000000E+02,5.56500000000000E+05
5.40000000000000E+00,1.08000000000000E+02,5.77800000000000E+05
5.50000000000000E+00,1.10000000000000E+02,5.99500000000000E+05
5.60000000000000E+00,1.12000000000000E+02,6.21600000000000E+05
5.70000000000000E+00,1.14000000000000E+02,6.44100000000000E+05
5.80000000000000E+00,1.16000000000000E+02,6.67000000000000E+05
5.90000000000000E+00,1.18000000000000E+02,6.90300000000000E+05
6.00000000000000E+00,1.20000000000000E+02,7.14000000000000E+05
6.10000000000000E+00,1.22000000000000E+02,7.38100000000000E+05
6.20000000000000E+00,1.24000000000000E+02,7.62600000000000E+05
6.30000000000000E+00,1.26000000000000E+02,7.87500000000000E+05
6.40000000000000E+00,1.28000000000000E+02,8.12800000000000E+05
6.50000000000000E+00,1.30000000000000E+02,8.38500000000000E+05
6.60000000000000E+00,1.32000000000000E+02,8.64600000000000E+05
6.70000000000000E+00,1.34000000000000E+02,8.91100000000000E+05
6.80000000000000E+00,1.36000000000000E+02,9.18000000000000E+05
6.90000000000000E+00,1.38000000000000E+02,9.45300000000000E+05
7.00000000000000E+00,1.40000000000000E+02,9.73000000000000E+05
7.10000000000000E+00,1.42000000000000E+02,1.00110000000000E+06
7.20000000000000E+00,1.44000000000000E+02,1.02960000000000E+06
7.30000000000000E+00,1.46000000000000E+02,1.05850000000000E+06
7.40000000000000E+00,1.48000000000000E+02,1.08780000000000E+06
7.50000000000000E+00,1.50000000000000E+02,1.11750000000000E+06
7.60000000000000E+00,1.52000000000000E+02,1.14760000000000E+06
7.70000000000000E+00,1.54000000000000E+02,1.17810000000000E+06
7.80000000000000E+00,1.56000000000000E+02,1.20900000000000E+06
7.90000000000000E+00,1.58000000000000E+02,1.24030000000000E+06
8.00000000000000E+00,1.60000000000000E+02,1.27200000000000E+06
8.10000000000000E+00,1.62000000000000E+02,1.30410000000000E+06
8.20000000000000E+00,1.64000000000000E+02,1.33660000000000E+06
8.30000000000000E+00,1.66000000000000E+02,1.36950000000000E+06
8.40000000000000E+00,1.68000000000000E+02,1.40280000000000E+06
8.50000000000000E+00,1.70000000000000E+02,1.43650000000000E+06
8.60000000000000E+00,1.72000000000000E+02,1.47060000000000E+06
8.70000000000000E+00,1.74000000000000E+02,1.50510000000000E+06
8.80000000000000E+00,1.76000000000000E+02,1.54000000000000E+06
8.90000000000000E+00,1.78000000000000E+02,1.57530000000000E+06
9.00000000000000E+00,1.80000000000000E+02,1.61100000000000E+06
9.10000000000000E+00,1.82000000000000E+02,1.64710000000000E+06
9.20000000000000E+00,1.84000000000000E+02,1.68360000000000E+06
9.30000000000000E+00,1.86000000000000E+02,1.72050000000000E+06
9.40000000000000E+00,1.88000000000000E+02,1.75780000000000E+06
9.50000000000000E+00,1.90000000000000E+02,1.79550000000000E+06
9.60000000000000E+00,1.92000000000000E+02,1.83360000000000E+06
9.70000000000000E+00,1.94000000000000E+02,1.87210000000000E+06
9.80000000000000E+00,1.96000000000000E+02,1.91100000000000E+06
9.90000000000000E+00,1.98000000000000E+02,1.95030000000000E+06
1.00000000000000E+01,2.00000000000000E+02,1.99000000000000E+06
1.01000000000000E+01,2.02000000000000E+02,2.03010000000000E+06
1.02000000000000E+01,2.04000000000000E+02,2.07060000000000E+06
1.03000000000000E+01,2.06000000000000E+02,2.11150000000000E+06
1.04000000000000E+01,2.08000000000000E+02,2.15280000000000E+06
1.05000000000000E+01,2.10000000000000E+02,2.19450000000000E+06
1.06000000000000E+01,2.12000000000000E+02,2.23660000000000E+06
1.07000000000000E+01,2.14000000000000E+02,2.27910000000000E+06
1.08000000000000E+01,2.16000000000000E+02,2.32200000000000E+06
1.09000000000000E+01,2.18000000000000E+02,2.36530000000000E+06
1.10000000000000E+01,2.20000000000000E+02,2.40900000000000E+06
1.11000000000000E+01,2.22000000000000E+02,2.45310000000000E+06
1.12000000000000E+01,2.24000000000000E+02,2.49760000000000E+06
1.13000000000000E+01,2.26000000000000E+02,2.54250000000000E+06
1.14000000000000E+01,2.28000000000000E+02,2.58780000000000E+06
1.15000000000000E+01,2.30000000000000E+02,2.63350000000000E+06
1.16000000000000E+01,2.32000000000000E+02,2.67960000000000E+06
1.17000000000000E+01,2.34000000000000E+02,2.72610000000000E+06
1.18000000000000E+01,2.36000000000000E+02,2.77300000000000E+06
1.19000000000000E+01,2.38000000000000E+02,2.82030000000000E+06
1.20000000000000E+01,2.40000000000000E+02,2.86800000000000E+06
1.21000000000000E+01,2.42000000000000E+02,2.91610000000000E+06
1.22000000000000E+01,2.44000000000000E+02,2.96460000000000E+06
1.23000000000000E+01,2.46000000000000E+02,3.01350000000000E+06
1.24000000000000E+01,2.48000000000000E+02,3.06280000000000E+06
1.25000000000000E+01,2.50000000000000E+02,3.11250000000000E+06
1.26000000000000E+01,2.52000000000000E+02,3.16260000000000E+06
1.27000000000000E+01,2.54000000000000E+02,3.21310000000000E+06
1.28000000000000E+01,0.00000000000000E+00,3.26400000000000E+06
1.29000000000000E+01,2.00000000000000E+00,3.31530000000000E+06
1.30000000000000E+01,4.00000000000000E+00,3.36700000000000E+06
1.31000000000000E+01,6.00000000000000E+00,3.41910000000000E+06
1.32000000000000E+01,8.00000000000000E+00,3.47160000000000E+06
1.33000000000000E+01,1.00000000000000E+01,3.52450000000000E+06
1.34000000000000E+01,1.20000000000000E+01,3.57780000000000E+06
1.35000000000000E+01,1.40000000000000E+01,3.63150000000000E+06
1.36000000000000E+01,1.60000000000000E+01,3.68560000000000E+06
1.37000000000000E+01,1.80000000000000E+01,3.74010000000000E+06
1.38000000000000E+01,2.00000000000000E+01,3.79500000000000E+06
1.39000000000000E+01,2.20000000000000E+01,3.85030000000000E+06
1.40000000000000E+01,2.40000000000000E+01,3.90600000000000E+06
1.41000000000000E+01,2.60000000000000E+01,3.96210000000000E+06
1.42000000000000E+01,2.80000000000000E+01,4.01860000000000E+06
1.43000000000000E+01,3.00000000000000E+01,4.07550000000000E+06
1.44000000000000E+01,3.20000000000000E+01,4.13280000000000E+06
1.45000000000000E+01,3.40000000000000E+01,4.19050000000000E+06
1.46000000000000E+01,3.60000000000000E+01,4.24860000000000E+06
1.47000000000000E+01,3.80000000000000E+01,4.30710000000000E+06
1.48000000000000E+01,4.00000000000000E+01,4.36600000000000E+06
1.49000000000000E+01,4.20000000000000E+01,4.42530000000000E+06
1.50000000000000E+01,4.40000000000000E+01,4.48500000000000E+06
1.51000000000000E+01,4.60000000000000E+01,4.54510000000000E+06
1.52000000000000E+01,4.80000000000000E+01,4.60560000000000E+06
1.53000000000000E+01,5.00000000000000E+01,4.66650000000000E+06
1.54000000000000E+01,5.20000000000000E+01,4.72780000000000E+06
1.55000000000000E+01,5.40000000000000E+01,4.78950000000000E+06
1.56000000000000E+01,5.60000000000000E+01,4.85160000000000E+06
1.57000000000000E+01,5.80000000000000E+01,4.91410000000000E+06
1.58000000000000E+01,6.00000000000000E+01,4.97700000000000E+06
1.59000000000000E+01,6.20000000000000E+01,5.04030000000000E+06
1.60000000000000E+01,6.40000000000000E+01,5.10400000000000E+06
1.61000000000000E+01,6.60000000000000E+01,5.16810000000000E+06
1.62000000000000E+01,6.80000000000000E+01,5.23260000000000E+06
1.63000000000000E+01,7.00000000000000E+01,5.29750000000000E+06
1.64000000000000E+01,7.20000000000000E+01,5.36280000000000E+06
1.65000000000000E+01,7.40000000000000E+01,5.42850000000000E+06
1.66000000000000E+01,7.60000000000000E+01,5.49460000000000E+06
1.67000000000000E+01,7.80000000000000E+01,5.56110000000000E+06
1.68000000000000E+01,8.00000000000000E+01,5.62800000000000E+06
1.69000000000000E+01,8.20000000000000E+01,5.69530000000000E+06
1.70000000000000E+01,8.40000000000000E+01,5.76300000000000E+06
1.71000000000000E+01,8.60000000000000E+01,5.83110000000000E+06
1.72000000000000E+01,8.80000000000000E+01,5.89960000000000E+06
1.73000000000000E+01,9.00000000000000E+01,5.96850000000000E+06
1.74000000000000E+01,9.20000000000000E+01,6.03780000000000E+06
1.75000000000000E+01,9.40000000000000E+01,6.10750000000000E+06
1.76000000000000E+01,9.60000000000000E+01,6.17760000000000E+06
1.77000000000000E+01,9.80000000000000E+01,6.24810000000000E+06
1.78000000000000E+01,1.00000000000000E+02,6.31900000000000E+06
1.79000000000000E+01,1.02000000000000E+02,6.39030000000000E+06
1.80000000000000E+01,1.04000000000000E+02,6.46200000000000E+06
1.81000000000000E+01,1.06000000000000E+02,6.53410000000000E+06
1.82000000000000E+01,1.08000000000000E+02,6.60660000000000E+06
1.83000000000000E+01,1.10000000000000E+02,6.67950000000000E+06
1.84000000000000E+01,1.12000000000000E+02,6.75280000000000E+06
1.85000000000000E+01,1.14000000000000E+02,6.82650000000000E+06
1.86000000000000E+01,1.16000000000000E+02,6.90060000000000E+06
1.87000000000000E+01,1.18000000000000E+02,6.97510000000000E+06
1.88000000000000E+01,1.20000000000000E+02,7.05000000000000E+06
1.89000000000000E+01,1.22000000000000E+02,7.12530000000000E+06
1.90000000000000E+01,1.24000000000000E+02,7.20100000000000E+06
1.91000000000000E+01,1.26000000000000E+02,7.27710000000000E+06
1.92000000000000E+01,1.28000000000000E+02,7.35360000000000E+06
1.93000000000000E+01,1.30000000000000E+02,7.43050000000000E+06
1.94000000000000E+01,1.32000000000000E+02,7.50780000000000E+06
1.95000000000000E+01,1.34000000000000E+02,7.58550000000000E+06
1.96000000000000E+01,1.36000000000000E+02,7.66360000000000E+06
1.97000000000000E+01,1.38000000000000E+02,7.74210000000000E+06
1.98000000000000E+01,1.40000000000000E+02,7.82100000000000E+06
1.99000000000000E+01,1.42000000000000E+02,7.90030000000000E+06
2.00000000000000E+01,1.44000000000000E+02,7.98000000000000E+06
2.01000000000000E+01,1.46000000000000E+02,8.06010000000000E+06
2.02000000000000E+01,1.48000000000000E+02,8.14060000000000E+06
2.03000000000000E+01,1.50000000000000E+02,8.22150000000000E+06
2.04000000000000E+01,1.52000000000000E+02,8.30280000000000E+06
2.05000000000000E+01,1.54000000000000E+02,8.38450000000000E+06
2.06000000000000E+01,1.56000000000000E+02,8.46660000000000E+06
2.07000000000000E+01,1.58000000000000E+02,8.54910000000000E+06
2.08000000000000E+01,1.60000000000000E+02,8.63200000000000E+06
2.09000000000000E+01,1.62000000000000E+02,8.71530000000000E+06
2.10000000000000E+01,1.64000000000000E+02,8.79900000000000E+06
2.11000000000000E+01,1.66000000000000E+02,8.88310000000000E+06
2.12000000000000E+01,1.68000000000000E+02,8.96760000000000E+06
2.13000000000000E+01,1.70000000000000E+02,9.05250000000000E+06
2.14000000000000E+01,1.72000000000000E+02,9.13780000000000E+06
2.15000000000000E+01,1.74000000000000E+02,9.22350000000000E+06
2.16000000000000E+01,1.76000000000000E+02,9.30960000000000E+06
2.17000000000000E+01,1.78000000000000E+02,9.39610000000000E+06
2.18000000000000E+01,1.80000000000000E+02,9.48300000000000E+06
2.19000000000000E+01,1.82000000000000E+02,9.57030000000000E+06
2.20000000000000E+01,1.84000000000000E+02,9.65800000000000E+06
2.21000000000000E+01,1.86000000000000E+02,9.74610000000000E+06
2.22000000000000E+01,1.88000000000000E+02,9.83460000000000E+06
2.23000000000000E+01,1.90000000000000E+02,9.92350000000000E+06
2.24000000000000E+01,1.92000000000000E+02,1.00128000000000E+07
2.25000000000000E+01,1.94000000000000E+02,1.01025000000000E+07
2.26000000000000E+01,1.96000000000000E+02,1.01926000000000E+07
2.27000000000000E+01,1.98000000000000E+02,1.02831000000000E+07
2.28000000000000E+01,2.00000000000000E+02,1.03740000000000E+07
2.29000000000000E+01,2.02000000000000E+02,1.04653000000000E+07
2.30000000000000E+01,2.04000000000000E+02,1.05570000000000E+07
2.31000000000000E+01,2.06000000000000E+02,1.06491000000000E+07
2.32000000000000E+01,2.08000000000000E+02,1.07416000000000E+07
2.33000000000000E+01,2.10000000000000E+02,1.08345000000000E+07
2.34000000000000E+01,2.12000000000000E+02,1.09278000000000E+07
2.35000000000000E+01,2.14000000000000E+02,1.10215000000000E+07
2.36000000000000E+01,2.16000000000000E+02,1.11156000000000E+07
2.37000000000000E+01,2.18000000000000E+02,1.12101000000000E+07
2.38000000000000E+01,2.20000000000000E+02,1.13050000000000E+07
2.39000000000000E+01,2.22000000000000E+02,1.14003000000000E+07
2.40000000000000E+01,2.24000000000000E+02,1.14960000000000E+07
2.41000000000000E+01,2.26000000000000E+02,1.15921000000000E+07
2.42000000000000E+01,2.28000000000000E+02,1.16886000000000E+07
2.43000000000000E+01,2.30000000000000E+02,1.17855000000000E+07
2.44000000000000E+01,2.32000000000000E+02,1.18828000000000E+07
2.45000000000000E+01,2.34000000000000E+02,1.19805000000000E+07
2.46000000000000E+01,2.36000000000000E+02,1.20786000000000E+07
2.47000000000000E+01,2.38000000000000E+02,1.21771000000000E+07
2.48000000000000E+01,2.40000000000000E+02,1.22760000000000E+07
2.49000000000000E+01,2.42000000000000E+02,1.23753000000000E+07
2.50000000000000E+01,2.44000000000000E+02,1.24750000000000E+07
2.51000000000000E+01,2.46000000000000E+02,1.25751000000000E+07
2.52000000000000E+01,2.48000000000000E+02,1.26756000000000E+07
2.53000000000000E+01,2.50000000000000E+02,1.27765000000000E+07
2.54000000000000E+01,2.52000000000000E+02,1.28778000000000E+07
2.55000000000000E+01,2.54000000000000E+02,1.29795000000000E+07
2.56000000000000E+01,0.00000000000000E+00,1.30816000000000E+07
2.57000000000000E+01,2.00000000000000E+00,1.31841000000000E+07
2.58000000000000E+01,4.00000000000000E+00,1.32870000000000E+07
2.59000000000000E+01,6.00000000000000E+00,1.33903000000000E+07
2.60000000000000E+01,8.00000000000000E+00,1.34940000000000E+07
2.61000000000000E+01,1.00000000000000E+01,1.35981000000000E+07
2.62000000000000E+01,1.20000000000000E+01,1.37026000000000E+07
2.63000000000000E+01,1.40000000000000E+01,1.38075000000000E+07
2.64000000000000E+01,1.60000000000000E+01,1.39128000000000E+07
2.65000000000000E+01,1.80000000000000E+01,1.40185000000000E+07
2.66000000000000E+01,2.00000000000000E+01,1.41246000000000E+07
2.67000000000000E+01,2.20000000000000E+01,1.42311000000000E+07
2.68000000000000E+01,2.40000000000000E+01,1.43380000000000E+07
2.69000000000000E+01,2.60000000000000E+01,1.44453000000000E+07
2.70000000000000E+01,2.80000000000000E+01,1.45530000000000E+07
2.71000000000000E+01,3.00000000000000E+01,1.46611000000000E+07
2.72000000000000E+01,3.20000000000000E+01,1.47696000000000E+07
2.73000000000000E+01,3.40000000000000E+01,1.48785000000000E+07
2.74000000000000E+01,3.60000000000000E+01,1.49878000000000E+07
2.75000000000000E+01,3.80000000000000E+01,1.50975000000000E+07
2.76000000000000E+01,4.00000000000000E+01,1.52076000000000E+07
2.77000000000000E+01,4.20000000000000E+01,1.53181000000000E+07
2.78000000000000E+01,4.40000000000000E+01,1.54290000000000E+07
2.79000000000000E+01,4.60000000000000E+01,1.55403000000000E+07
2.80000000000000E+01,4.80000000000000E+01,1.56520000000000E+07
2.81000000000000E+01,5.00000000000000E+01,1.57641000000000E+07
2.82000000000000E+01,5.20000000000000E+01,1.58766000000000E+07
2.83000000000000E+01,5.40000000000000E+01,1.59895000000000E+07
2.84000000000000E+01,5.60000000000000E+01,1.61028000000000E+07
2.85000000000000E+01,5.80000000000000E+01,1.62165000000000E+07
2.86000000000000E+01,6.00000000000000E+01,1.63306000000000E+07
2.87000000000000E+01,6.20000000000000E+01,1.64451000000000E+07
2.88000000000000E+01,6.40000000000000E+01,1.65600000000000E+07
2.89000000000000E+01,6.60000000000000E+01,1.66753000000000E+07
2.90000000000000E+01,6.80000000000000E+01,1.67910000000000E+07
2.91000000000000E+01,7.00000000000000E+01,1.69071000000000E+07
2.92000000000000E+01,7.20000000000000E+01,1.70236000000000E+07
2.93000000000000E+01,7.40000000000000E+01,1.71405000000000E+07
2.94000000000000E+01,7.60000000000000E+01,1.72578000000000E+07
2.95000000000000E+01,7.80000000000000E+01,1.73755000000000E+07
2.96000000000000E+01,8.00000000000000E+01,1.74936000000000E+07
2.97000000000000E+01,8.20000000000000E+01,1.76121000000000E+07
2.98000000000000E+01,8.40000000000000E+01,1.77310000000000E+07
2.99000000000000E+01,8.60000000000000E+01,1.78503000000000E+07
3.00000000000000E+01,8.80000000000000E+01,1.79700000000000E+07
3.01000000000000E+01,9.00000000000000E+01,1.80901000000000E+07
3.02000000000000E+01,9.20000000000000E+01,1.82106000000000E+07
3.03000000000000E+01,9.40000000000000E+01,1.83315000000000E+07
3.04000000000000E+01,9.60000000000000E+01,1.84528000000000E+07
3.05000000000000E+01,9.80000000000000E+01,1.85745000000000E+07
3.06000000000000E+01,1.00000000000000E+02,1.86966000000000E+07
3.07000000000000E+01,1.02000000000000E+02,1.88191000000000E+07
3.08000000000000E+01,1.04000000000000E+02,1.89420000000000E+07
3.09000000000000E+01,1.06000000000000E+02,1.90653000000000E+07
3.10000000000000E+01,1.08000000000000E+02,1.91890000000000E+07
3.11000000000000E+01,1.10000000000000E+02,1.93131000000000E+07
3.12000000000000E+01,1.12000000000000E+02,1.94376000000000E+07
3.13000000000000E+01,1.14000000000000E+02,1.95625000000000E+07
3.14000000000000E+01,1.16000000000000E+02,1.96878000000000E+07
3.15000000000000E+01,1.18000000000000E+02,1.98135000000000E+07
3.16000000000000E+01,1.20000000000000E+02,1.99396000000000E+07
3.17000000000000E+01,1.22000000000000E+02,2.00661000000000E+07
3.18000000000000E+01,1.24000000000000E+02,2.01930000000000E+07
3.19000000000000E+01,1.26000000000000E+02,2.03203000000000E+07
3.20000000000000E+01,1.28000000000000E+02,2.04480000000000E+07
3.21000000000000E+01,1.30000000000000E+02,2.05761000000000E+07
3.22000000000000E+01,1.32000000000000E+02,2.07046000000000E+07
3.23000000000000E+01,1.34000000000000E+02,2.08335000000000E+07
3.24000000000000E+01,1.36000000000000E+02,2.09628000000000E+07
3.25000000000000E+01,1.38000000000000E+02,2.10925000000000E+07
3.26000000000000E+01,1.40000000000000E+02,2.12226000000000E+07
3.27000000000000E+01,1.42000000000000E+02,2.13531000000000E+07
3.28000000000000E+01,1.44000000000000E+02,2.14840000000000E+07
3.29000000000000E+01,1.46000000000000E+02,2.16153000000000E+07
3.30000000000000E+01,1.48000000000000E+02,2.17470000000000E+07
3.31000000000000E+01,1.50000000000000E+02,2.18791000000000E+07
3.32000000000000E+01,1.52000000000000E+02,2.20116000000000E+07
3.33000000000000E+01,1.54000000000000E+02,2.21445000000000E+07
3.34000000000000E+01,1.56000000000000E+02,2.22778000000000E+07
3.35000000000000E+01,1.58000000000000E+02,2.24115000000000E+07
3.36000000000000E+01,1.60000000000000E+02,2.25456000000000E+07
3.37000000000000E+01,1.62000000000000E+02,2.26801000000000E+07
3.38000000000000E+01,1.64000000000000E+02,2.28150000000000E+07
3.39000000000000E+01,1.66000000000000E+02,2.29503000000000E+07
3.40000000000000E+01,1.68000000000000E+02,2.30860000000000E+07
3.41000000000000E+01,1.70000000000000E+02,2.32221000000000E+07
3.42000000000000E+01,1.72000000000000E+02,2.33586000000000E+07
3.43000000000000E+01,1.74000000000000E+02,2.34955000000000E+07
3.44000000000000E+01,1.76000000000000E+02,2.36328000000000E+07
3.45000000000000E+01,1.78000000000000E+02,2.37705000000000E+07
3.46000000000000E+01,1.80000000000000E+02,2.39086000000000E+07
3.47000000000000E+01,1.82000000000000E+02,2.40471000000000E+07
3.48000000000000E+01,1.84000000000000E+02,2.41860000000000E+07
3.49000000000000E+01,1.86000000000000E+02,2.43253000000000E+07
3.50000000000000E+01,1.88000000000000E+02,2.44650000000000E+07
3.51000000000000E+01,1.90000000000000E+02,2.46051000000000E+07
3.52000000000000E+01,1.92000000000000E+02,2.47456000000000E+07
3.53000000000000E+01,1.94000000000000E+02,2.48865000000000E+07
3.54000000000000E+01,1.96000000000000E+02,2.50278000000000E+07
3.55000000000000E+01,1.98000000000000E+02,2.51695000000000E+07
3.56000000000000E+01,2.00000000000000E+02,2.53116000000000E+07
3.57000000000000E+01,2.02000000000000E+02,2.54541000000000E+07
3.58000000000000E+01,2.04000000000000E+02,2.55970000000000E+07
3.59000000000000E+01,2.06000000000000E+02,2.57403000000000E+07
3.60000000000000E+01,2.08000000000000E+02,2.58840000000000E+07
3.61000000000000E+01,2.10000000000000E+02,2.60281000000000E+07
3.62000000000000E+01,2.12000000000000E+02,2.61726000000000E+07
3.63000000000000E+01,2.14000000000000E+02,2.63175000000000E+07
3.64000000000000E+01,2.16000000000000E+02,2.64628000000000E+07
3.65000000000000E+01,2.18000000000000E+02,2.66085000000000E+07
3.66000000000000E+01,2.20000000000000E+02,2.67546000000000E+07
3.67000000000000E+01,2.22000000000000E+02,2.69011000000000E+07
3.68000000000000E+01,2.24000000000000E+02,2.70480000000000E+07
3.69000000000000E+01,2.26000000000000E+02,2.71953000000000E+07
3.70000000000000E+01,2.28000000000000E+02,2.73430000000000E+07
3.71000000000000E+01,2.30000000000000E+02,2.74911000000000E+07
3.72000000000000E+01,2.32000000000000E+02,2.76396000000000E+07
3.73000000000000E+01,2.34000000000000E+02,2.77885000000000E+07
3.74000000000000E+01,2.36000000000000E+02,2.79378000000000E+07
3.75000000000000E+01,2.38000000000000E+02,2.80875000000000E+07
3.76000000000000E+01,2.40000000000000E+02,2.82376000000000E+07
3.77000000000000E+01,2.42000000000000E+02,2.83881000000000E+07
3.78000000000000E+01,2.44000000000000E+02,2.85390000000000E+07
3.79000000000000E+01,2.46000000000000E+02,2.86903000000000E+07
3.80000000000000E+01,2.48000000000000E+02,2.88420000000000E+07
3.81000000000000E+01,2.50000000000000E+02,2.89941000000000E+07
3.82000000000000E+01,2.52000000000000E+02,2.91466000000000E+07
3.83000000000000E+01,2.54000000000000E+02,2.92995000000000E+07
3.84000000000000E+01,0.00000000000000E+00,2.94528000000000E+07
3.85000000000000E+01,2.00000000000000E+00,2.96065000000000E+07
3.86000000000000E+01,4.00000000000000E+00,2.97606000000000E+07
3.87000000000000E+01,6.00000000000000E+00,2.99151000000000E+07
3.88000000000000E+01,8.00000000000000E+00,3.00700000000000E+07
3.89000000000000E+01,1.00000000000000E+01,3.02253000000000E+07
3.90000000000000E+01,1.20000000000000E+01,3.03810000000000E+07
3.91000000000000E+01,1.40000000000000E+01,3.05371000000000E+07
3.92000000000000E+01,1.60000000000000E+01,3.06936000000000E+07
3.93000000000000E+01,1.80000000000000E+01,3.08505000000000E+07
3.94000000000000E+01,2.00000000000000E+01,3.10078000000000E+07
3.95000000000000E+01,2.20000000000000E+01,3.11655000000000E+07
3.96000000000000E+01,2.40000000000000E+01,3.13236000000000E+07
3.97000000000000E+01,2.60000000000000E+01,3.14821000000000E+07
3.98000000000000E+01,2.80000000000000E+01,3.16410000000000E+07
3.99000000000000E+01,3.00000000000000E+01,3.18003000000000E+07
4.00000000000000E+01,3.20000000000000E+01,3.19600000000000E+07
4.01000000000000E+01,3.40000000000000E+01,3.21201000000000E+07
4.02000000000000E+01,3.60000000000000E+01,3.22806000000000E+07
4.03000000000000E+01,3.80000000000000E+01,3.24415000000000E+07
4.04000000000000E+01,4.00000000000000E+01,3.26028000000000E+07
4.05000000000000E+01,4.20000000000000E+01,3.27645000000000E+07
4.06000000000000E+01,4.40000000000000E+01,3.29266000000000E+07
4.07000000000000E+01,4.60000000000000E+01,3.30891000000000E+07
4.08000000000000E+01,4.80000000000000E+01,3.32520000000000E+07
4.09000000000000E+01,5.00000000000000E+01,3.34153000000000E+07
4.10000000000000E+01,5.20000000000000E+01,3.35790000000000E+07
4.11000000000000E+01,5.40000000000000E+01,3.37431000000000E+07
4.12000000000000E+01,5.60000000000000E+01,3.39076000000000E+07
4.13000000000000E+01,5.80000000000000E+01,3.40725000000000E+07
4.14000000000000E+01,6.00000000000000E+01,3.42378000000000E+07
4.15000000000000E+01,6.20000000000000E+01,3.44035000000000E+07
4.16000000000000E+01,6.40000000000000E+01,3.45696000000000E+07
4.17000000000000E+01,6.60000000000000E+01,3.47361000000000E+07
4.18000000000000E+01,6.80000000000000E+01,3.49030000000000E+07
4.19000000000000E+01,7.00000000000000E+01,3.50703000000000E+07
4.20000000000000E+01,7.20000000000000E+01,3.52380000000000E+07
4.21000000000000E+01,7.40000000000000E+01,3.54061000000000E+07
4.22000000000000E+01,7.60000000000000E+01,3.55746000000000E+07
