"time","Out1[1]","Out1[2]","Out2","Out3","Out5","Out6","Out7","Out8","Out9","EventIndicator[0]","EventIndicator[1]","EventIndicator[2]","EventIndicator[3]","EventIndicator[4]","EventIndicator[5]","EventIndicator[6]","EventIndicator[7]","EventIndicator[8]","EventIndicator[9]","EventIndicator[10]","SineWave1_Amp","SineWave1_Bias","SineWave1_Freq","SineWave1_Phase","Gain1_Gain[0]","Gain1_Gain[1]","Gain_Gain","SineWave2_Amp","SineWave2_Bias","SineWave2_Freq","SineWave2_Phase","DeadZone_Start","DeadZone_End","SineWave5_Amp","SineWave5_Bias","SineWave5_Freq","SineWave5_Phase","SineWave3_Amp","SineWave3_Bias","SineWave3_Freq","SineWave3_Phase","SineWave4_Amp","SineWave4_Bias","SineWave4_Freq","SineWave4_Phase","Step_Time","Step_Y0","Step_YFinal","HitCrossing_Offset","SineWave6_Amp","SineWave6_Bias","SineWave6_Freq","SineWave6_Phase","Quantizer_Interval","SineWave7_Amp","SineWave7_Bias","SineWave7_Freq","SineWave7_Phase","Relay_OnVal","Relay_OffVal","Relay_YOn","Relay_YOff","SineWave10_Amp","SineWave10_Bias","SineWave10_Freq","SineWave10_Phase","Saturation_UpperSat","Saturation_LowerSat","Step2_Time","Step2_Y0","Step2_YFinal","SineWave11_Amp","SineWave11_Bias","SineWave11_Freq","SineWave11_Phase","Step3_Time","Step3_Y0","Step3_YFinal","Constant_Value","SineWave12_Amp","SineWave12_Bias","SineWave12_Freq","SineWave12_Phase","FixPtSwitch_Threshold","Out4","indicators.z[0]","indicators.z[1]","indicators.z[2]","indicators.z[3]","indicators.z[4]","indicators.z[5]","indicators.z[6]","indicators.z[7]","indicators.z[8]","indicators.z[9]","indicators.z[10]","indicators.z[11]","solver.numSteps","solver.minStepSize","solver.maxStepSize","solver.minOrder","solver.maxOrder","solver.numStateEvents","solver.numTimeEvents","Out1[1]_ref","Out1[2]_ref","Out2_ref","Out3_ref","Out4_ref","Out5_ref","Out6_ref","Out7_ref","Out8_ref","Out9_ref","EventIndicator[0]_ref","EventIndicator[1]_ref","EventIndicator[2]_ref","EventIndicator[3]_ref","EventIndicator[4]_ref","EventIndicator[5]_ref","EventIndicator[6]_ref","EventIndicator[7]_ref","EventIndicator[8]_ref","EventIndicator[9]_ref","EventIndicator[10]_ref","SineWave1_Amp_ref","SineWave1_Bias_ref","SineWave1_Freq_ref","SineWave1_Phase_ref","Gain1_Gain[0]_ref","Gain1_Gain[1]_ref","Gain_Gain_ref","SineWave2_Amp_ref","SineWave2_Bias_ref","SineWave2_Freq_ref","SineWave2_Phase_ref","DeadZone_Start_ref","DeadZone_End_ref","SineWave5_Amp_ref","SineWave5_Bias_ref","SineWave5_Freq_ref","SineWave5_Phase_ref","SineWave3_Amp_ref","SineWave3_Bias_ref","SineWave3_Freq_ref","SineWave3_Phase_ref","SineWave4_Amp_ref","SineWave4_Bias_ref","SineWave4_Freq_ref","SineWave4_Phase_ref","Step_Time_ref","Step_Y0_ref","Step_YFinal_ref","HitCrossing_Offset_ref","SineWave6_Amp_ref","SineWave6_Bias_ref","SineWave6_Freq_ref","SineWave6_Phase_ref","Quantizer_Interval_ref","SineWave7_Amp_ref","SineWave7_Bias_ref","SineWave7_Freq_ref","SineWave7_Phase_ref","Relay_OnVal_ref","Relay_OffVal_ref","Relay_YOn_ref","Relay_YOff_ref","SineWave10_Amp_ref","SineWave10_Bias_ref","SineWave10_Freq_ref","SineWave10_Phase_ref","Saturation_UpperSat_ref","Saturation_LowerSat_ref","Step2_Time_ref","Step2_Y0_ref","Step2_YFinal_ref","SineWave11_Amp_ref","SineWave11_Bias_ref","SineWave11_Freq_ref","SineWave11_Phase_ref","Step3_Time_ref","Step3_Y0_ref","Step3_YFinal_ref","Constant_Value_ref","SineWave12_Amp_ref","SineWave12_Bias_ref","SineWave12_Freq_ref","SineWave12_Phase_ref","FixPtSwitch_Threshold_ref","qtronic.silver.allow_non_virtual_can","qtronic.silver.env.PROCESSOR_LEVEL","qtronic.silver.env.NUMBER_OF_PROCESSORS","qtronic.silver.real_time","qtronic.silver.env.Timestep","qtronic.silver.macro_step","qtronic.silver.version.sp","qtronic.silver.version.minor","qtronic.silver.version.major","qtronic.silver.internal.stepDisabled","qtronic.silver.internal.pauseDisabled"
       5.3,-2.6645349,-4.6645349,-1.1645349, -1.098223,      -3.5,       -12,      -0.5,      -0.3, -3.236068,-1.6645349,-1.1645349,-2.1645349,       4.3,         0,-3.8290698,-3.8290698,-2.8290698,       0.3, -3.536068,       0.3,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,-1.6645349,-1.1645349,-2.1645349,       4.3,         0,-3.8290698,-3.8290698,-2.8290698,       0.3, -3.536068,       0.3, -2.936068,       310,0.025722183,0.051444366,         1,         1,        21,         0,  -2.66453,  -4.66453,  -1.16453,  -1.09822,         0,      -3.5,       -12,      -0.5,      -0.3,  -3.23607,  -1.66453,  -1.16453,  -2.16453,       4.3,         0,  -3.82907,  -3.82907,  -2.82907,       0.3,  -3.53607,       0.3,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       5.4, -2.545529, -4.545529, -1.045529,-0.87978941,        -3,       -12,      -0.5,      -0.3,-3.8042261, -1.545529, -1.045529, -2.045529,       4.4,         0, -3.591058, -3.591058, -2.591058,       0.4,-4.1042261,       0.4,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1, -1.545529, -1.045529, -2.045529,       4.4,         0, -3.591058, -3.591058, -2.591058,       0.4,-4.1042261,       0.4,-3.5042261,       312,0.048555634,0.097111267,         1,         1,        21,         0,  -2.54553,  -4.54553,  -1.04553, -0.879789,         0,        -3,       -12,      -0.5,      -0.3,  -3.80423,  -1.54553,  -1.04553,  -2.04553,       4.4,         0,  -3.59106,  -3.59106,  -2.59106,       0.4,  -4.10423,       0.4,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       5.5,-2.4110807,-4.4110807,-0.91108065,-0.71108065,        -3,       -12,      -0.5,      -0.3,        -4,-1.4110807,-0.91108065,-1.9110807,       4.5,         0,-3.3221613,-3.3221613,-2.3221613,       0.5,      -4.3,       0.5,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,-1.4110807,-0.91108065,-1.9110807,       4.5,         0,-3.3221613,-3.3221613,-2.3221613,       0.5,      -4.3,       0.5,      -3.7,       317,0.0028887327,0.046219722,         1,         1,        21,         0,  -2.41108,  -4.41108, -0.911081, -0.711081,         0,        -3,       -12,      -0.5,      -0.3,        -4,  -1.41108, -0.911081,  -1.91108,       4.5,         0,  -3.32216,  -3.32216,  -2.32216,       0.5,      -4.3,       0.5,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       5.6,-2.2625333,-4.2625333,-0.76253328,-0.59679371,      -2.5,       -12,      -0.5,      -0.3,-3.8042261,-1.2625333,-0.76253328,-1.7625333,       4.6,         0,-3.0250666,-3.0250666,-2.0250666,       0.6,-4.1042261,       0.6,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,-1.2625333,-0.76253328,-1.7625333,       4.6,         0,-3.0250666,-3.0250666,-2.0250666,       0.6,-4.1042261,       0.6,-3.5042261,       320,0.01333802,0.053352082,         1,         1,        21,         0,  -2.26253,  -4.26253, -0.762533, -0.596794,         0,      -2.5,       -12,      -0.5,      -0.3,  -3.80423,  -1.26253, -0.762533,  -1.76253,       4.6,         0,  -3.02507,  -3.02507,  -2.02507,       0.6,  -4.10423,       0.6,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       5.7,-2.1013711,-4.1013711,-0.60137109,-0.53505919,        -2,       -12,      -0.5,      -0.3, -3.236068,-1.1013711,-0.60137109,-1.6013711,       4.7,         0,-2.7027422,-2.7027422,-1.7027422,       0.7, -3.536068,       0.7,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,-1.1013711,-0.60137109,-1.6013711,       4.7,         0,-2.7027422,-2.7027422,-1.7027422,       0.7, -3.536068,       0.7, -2.936068,       322,0.019971877,0.039943755,         1,         1,        21,         0,  -2.10137,  -4.10137, -0.601371, -0.535059,         0,        -2,       -12,      -0.5,      -0.3,  -3.23607,  -1.10137, -0.601371,  -1.60137,       4.7,         0,  -2.70274,  -2.70274,  -1.70274,       0.7,  -3.53607,       0.7,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       5.8,-1.9292044,-3.9292044,-0.42920436,-0.51775468,        -2,       -12,      -0.5,      -0.3, -2.351141,-0.92920436,-0.42920436,-1.4292044,       4.8,         0,-2.3584087,-2.3584087,-1.3584087,       0.8, -2.651141,       0.8,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,-0.92920436,-0.42920436,-1.4292044,       4.8,         0,-2.3584087,-2.3584087,-1.3584087,       0.8, -2.651141,       0.8, -2.051141,       323,0.060056245,0.060056245,         1,         1,        21,         0,   -1.9292,   -3.9292, -0.429204, -0.517755,         0,        -2,       -12,      -0.5,      -0.3,  -2.35114, -0.929204, -0.429204,   -1.4292,       4.8,         0,  -2.35841,  -2.35841,  -1.35841,       0.8,  -2.65114,       0.8,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       5.9,-1.7477533,-3.7477533,-0.24775333,-0.53144143,      -1.5,       -12,      -0.5,      -0.3, -1.236068,-0.74775333,-0.24775333,-1.2477533,       4.9,         0,-1.9955067,-1.9955067,-0.99550666,       0.9, -1.536068,       0.9,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,-0.74775333,-0.24775333,-1.2477533,       4.9,         0,-1.9955067,-1.9955067,-0.99550666,       0.9, -1.536068,       0.9,-0.93606798,       324,       0.1,       0.1,         1,         1,        21,         0,  -1.74775,  -3.74775, -0.247753, -0.531441,         0,      -1.5,       -12,      -0.5,      -0.3,  -1.23607, -0.747753, -0.247753,  -1.24775,       4.9,         0,  -1.99551,  -1.99551, -0.995507,       0.9,  -1.53607,       0.9,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
         6, -1.558831, -3.558831,-0.058830996, -0.558831,        -1,       -12,      -0.5,-2.9391523e-015,-2.9391523e-015, -0.558831,-0.058830996, -1.058831,         5,         0, -1.617662, -1.617662,-0.61766199,         1,      -0.3,         1,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1, -0.558831,-0.058830996, -1.058831,         5,         0, -1.617662, -1.617662,-0.61766199,         1,      -0.3,         1,       0.3,       336,    1e-005,       0.1,         0,         2,        22,         0,  -1.55883,  -3.55883, -0.058831, -0.558831,         0,        -1,       -12,      -0.5,-7.3996365e-014,-7.3940853e-014, -0.558831, -0.058831,  -1.05883,         5,         0,  -1.61766,  -1.61766, -0.617662,         1,      -0.3,         1,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       6.1, -1.364325, -3.364325,         0,-0.5806369,      -0.5,       -12,      -0.5,       0.3,  1.236068,-0.36432501,0.13567499,-0.86432501,       5.1,         0,  -1.22865,  -1.22865,-0.22865002,       1.1,0.93606798,       1.1,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,-0.36432501,0.13567499,-0.86432501,       5.1,         0,  -1.22865,  -1.22865,-0.22865002,       1.1,0.93606798,       1.1,  1.536068,       357,    1e-005,0.023322183,         0,         2,        24,         0,  -1.36433,  -3.36433,         0, -0.580637,         0,      -0.5,       -12,      -0.5,       0.3,   1.23607, -0.364325,  0.135675, -0.864325,       5.1,         0,  -1.22865,  -1.22865,  -0.22865,       1.1,  0.936068,       1.1,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       6.2,-1.1661788,-3.1661788,         0,-0.57762848,      -0.5,       -12,-0.33235761,       0.3,  2.351141,-0.16617881,0.33382119,-0.66617881,       5.2,         0,-0.83235761,-0.83235761,0.16764239,       1.2,  2.051141,       1.2,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,-0.16617881,0.33382119,-0.66617881,       5.2,         0,-0.83235761,-0.83235761,0.16764239,       1.2,  2.051141,       1.2,  2.651141,       369,    1e-005,0.033913535,         0,         2,        25,         0,  -1.16618,  -3.16618,         0, -0.577628,         0,      -0.5,       -12, -0.332358,       0.3,   2.35114, -0.166179,  0.333821, -0.666179,       5.2,         0, -0.832358, -0.832358,  0.167642,       1.2,   2.05114,       1.2,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       6.3, 1.0336278, 3.0336278,         0,0.028583631,         0,       -12,0.067255602,       0.3,         0,0.033627801, 0.5336278,-0.4663722,       5.3,         0,-0.4327444,-0.4327444, 0.5672556,       1.3,  2.936068,       1.3,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,0.033627801, 0.5336278,-0.4663722,       5.3,         0,-0.4327444,-0.4327444, 0.5672556,       1.3,  2.936068,       1.3,  3.536068,       382,    1e-005,0.041131103,         0,         2,        26,         0,   1.03363,   3.03363,         0, 0.0285836,         0,         0,       -12, 0.0672556,       0.3,         0, 0.0336278,  0.533628, -0.466372,       5.3,         0, -0.432744, -0.432744,  0.567256,       1.3,   2.93607,       1.3,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       6.4, 1.2330984, 3.2330984,         0,0.19813365,       0.5,       -12,0.46619682,       0.3,         0,0.23309841,0.73309841,-0.26690159,       5.4,         0,-0.033803181,-0.033803181,0.96619682,       1.4, 3.5042261,       1.4,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,0.23309841,0.73309841,-0.26690159,       5.4,         0,-0.033803181,-0.033803181,0.96619682,       1.4, 3.5042261,       1.4, 4.1042261,       385,0.0082055701,0.03282228,         1,         1,        26,         0,    1.2331,    3.2331,         0,  0.198134,         0,       0.5,       -12,  0.466197,       0.3,         0,  0.233098,  0.733098, -0.266902,       5.4,         0,-0.0338032,-0.0338032,  0.966197,       1.4,   3.50423,       1.4,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       6.5,   1.43024,   3.43024,         0,0.36570398,         1,        12,       0.5,       0.3,         0,0.43023998,0.93023998,-0.069760024,       5.5,         0,   1.36048,0.36047995,   1.36048,       1.5,       3.7,       1.5,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0, 3.1415927,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0, 3.1415927,         0,         5,      -0.1,      -0.3,         0,         4,         0, 3.1415927,         0,         3,         1,0.43023998,0.93023998,-0.069760024,       5.5,         0,   1.36048,0.36047995,   1.36048,       1.5,       3.7,       1.5,       4.3,       397,    1e-005,0.050766579,         0,         2,        27,         0,   1.43024,   3.43024,         0,  0.365704,         0,         1,        12,       0.5,       0.3,         0,   0.43024,   0.93024,  -0.06976,       5.5,         0,   1.36048,   0.36048,   1.36048,       1.5,       3.7,       1.5,         2,         0,         1,         0,         1,         3,         1,         2,         0,         1,         0,      -0.5,       0.5,         2,         0,         1,         0,       0.3,         0,         1,         0,       0.7,         0,   3.14159,         0,         1,         0,         4,         4,         4,         0,         1,         0,       0.5,         4,         0,         1,         0,       0.5,      -0.5,        12,       -12,         4,         0,         1,         0,       0.5,      -0.5,         5,       0.1,       0.3,         4,         0,   3.14159,         0,         5,      -0.1,      -0.3,         0,         4,         0,   3.14159,         0,         3,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
