"Time","Piston_r2","Inertia_w"
0.000000000000000E+00,2.999999250000100E-01,0.000000000000000E+00
1.000000000000000E-03,2.999999239981200E-01,9.442840473000799E-03
2.000000000000000E-03,2.999999217451200E-01,1.898196990515100E-02
3.000000000000000E-03,2.999999180444800E-01,2.869705958715300E-02
4.000000000000000E-03,2.999999126847600E-01,3.867619179444200E-02
5.000000000000000E-03,2.999999054497700E-01,4.901944898417500E-02
6.000000000000000E-03,2.999998960584000E-01,5.982628532287500E-02
7.000000000000000E-03,2.999998841644400E-01,7.119783162445600E-02
8.000000000000000E-03,2.999998693021800E-01,8.324483975805400E-02
8.999999999999999E-03,2.999998509328600E-01,9.607656349767200E-02
1.000000000000000E-02,2.999998283453500E-01,1.098175582940600E-01
1.100000000000000E-02,2.999998006983200E-01,1.245947672797200E-01
1.200000000000000E-02,2.999997669482600E-01,1.405462898569600E-01
1.300000000000000E-02,2.999997257996400E-01,1.578283262620400E-01
1.400000000000000E-02,2.999996757417300E-01,1.765913608113500E-01
1.500000000000000E-02,2.999996148815400E-01,1.970136943899400E-01
1.600000000000000E-02,2.999995409144600E-01,2.192897168640700E-01
1.700000000000000E-02,2.999994510440200E-01,2.436300936758800E-01
1.800000000000000E-02,2.999993418748000E-01,2.702645174577500E-01
1.900000000000000E-02,2.999992092852900E-01,2.994437495284200E-01
2.000000000000000E-02,2.999990482704600E-01,3.314424079403300E-01
2.100000000000000E-02,2.999988527521900E-01,3.665616554038700E-01
2.200000000000000E-02,2.999986153497800E-01,4.051320387033900E-01
2.300000000000000E-02,2.999983271012700E-01,4.475165824590300E-01
2.400000000000000E-02,2.999979771241900E-01,4.941143226867300E-01
2.500000000000000E-02,2.999975521903400E-01,5.453655843169301E-01
2.600000000000000E-02,2.999970362771100E-01,6.017502895330900E-01
2.700000000000000E-02,2.999964099119400E-01,6.637987628993700E-01
2.800000000000000E-02,2.999956494542700E-01,7.320944800431700E-01
2.900000000000000E-02,2.999947262039000E-01,8.072794986958099E-01
3.000000000000000E-02,2.999936053186700E-01,8.900604189494000E-01
3.100000000000000E-02,2.999922445009800E-01,9.812149213337900E-01
3.200000000000000E-02,2.999905924036500E-01,1.081598934114500E+00
3.300000000000000E-02,2.999885866955700E-01,1.192154483657300E+00
3.400000000000000E-02,2.999861516173800E-01,1.313922849282000E+00
3.500000000000000E-02,2.999831954102800E-01,1.448040068998600E+00
3.600000000000000E-02,2.999796066220600E-01,1.595760399451700E+00
3.700000000000000E-02,2.999752499718600E-01,1.758464154505800E+00
3.800000000000000E-02,2.999699612854300E-01,1.937669190981600E+00
3.900000000000000E-02,2.999635413420400E-01,2.135044076169900E+00
4.000000000000000E-02,2.999557484193600E-01,2.352422181819000E+00
4.100000000000000E-02,2.999462892656700E-01,2.591816671425900E+00
4.200000000000000E-02,2.999348081730500E-01,2.855436723980100E+00
4.300000000000000E-02,2.999208733132200E-01,3.145712881796700E+00
4.400000000000000E-02,2.999039619127800E-01,3.465291173848900E+00
4.500000000000000E-02,2.998834402389300E-01,3.817069298110300E+00
4.600000000000000E-02,2.998585402180700E-01,4.204215966552700E+00
4.700000000000000E-02,2.998283316144300E-01,4.630185223257600E+00
4.800000000000000E-02,2.997916883782700E-01,5.098733258192400E+00
4.900000000000000E-02,2.997472482858800E-01,5.613933005221000E+00
5.000000000000000E-02,2.996933646630900E-01,6.180185103983300E+00
5.100000000000000E-02,2.996280488280700E-01,6.802223337168000E+00
5.200000000000000E-02,2.995489000340500E-01,7.485121053856600E+00
5.300000000000000E-02,2.994530284657200E-01,8.234251821076199E+00
5.400000000000000E-02,2.993369597462200E-01,9.055274815625200E+00
5.500000000000000E-02,2.991965215168200E-01,9.954099011528401E+00
5.600000000000000E-02,2.990267171345900E-01,1.093679963776900E+01
5.700000000000000E-02,2.988215797655800E-01,1.200951194436400E+01
5.800000000000000E-02,2.985740081753000E-01,1.317828570653100E+01
