"time","x@mass2port","output@integrator"
3.17,-0.994555,1.46727
3.18,-0.993456,1.45657
3.19,-0.992251,1.44491
3.2,-0.990939,1.43228
3.21,-0.989518,1.41868
3.22,-0.987985,1.40411
3.23,-0.98634,1.38857
3.24,-0.984579,1.37206
3.25,-0.9827,1.35459
3.26,-0.980699,1.33615
3.27,-0.978574,1.31674
3.28,-0.976322,1.29637
3.29,-0.973938,1.27503
3.3,-0.971419,1.25273
3.31,-0.968759,1.22946
3.32,-0.965955,1.20523
3.33,-0.963001,1.18004
3.34,-0.95989,1.15389
3.35,-0.956617,1.12677
3.36,-0.953174,1.0987
3.37,-0.949553,1.06967
3.38,-0.945747,1.03968
3.39,-0.941745,1.00874
3.4,-0.937536,0.976839
3.41,-0.93311,0.943991
3.42,-0.928451,0.910195
3.43,-0.923546,0.875454
3.44,-0.918378,0.83977
3.45,-0.912926,0.803148
3.46,-0.90717,0.765592
3.47,-0.901083,0.727107
3.48,-0.894637,0.6877
3.49,-0.887796,0.647379
3.5,-0.880519,0.606154
3.51,-0.872759,0.564035
3.52,-0.864456,0.521039
3.53,-0.855538,0.477185
3.54,-0.845914,0.432499
3.55,-0.83547,0.387016
3.56,-0.824055,0.340783
3.57,-0.811467,0.293874
3.58,-0.797426,0.246395
3.59,-0.781522,0.198522
3.6,-0.763119,0.150566
3.61,-0.741155,0.103146
3.62,-0.713672,0.0577173
3.63,-0.67681,0.0186369
3.64,-0.626572,1.9535e-05
3.65,-0.574807,0.0148585
3.66,-0.531898,0.0475226
3.67,-0.49536,0.086412
3.68,-0.462681,0.127677
3.69,-0.432451,0.169814
3.7,-0.403825,0.212091
3.71,-0.376248,0.254088
3.72,-0.349314,0.295524
3.73,-0.3227,0.336189
3.74,-0.296122,0.375896
3.75,-0.269309,0.414463
3.76,-0.241977,0.451677
3.77,-0.213812,0.487274
3.78,-0.184442,0.520884
3.79,-0.153414,0.551958
3.8,-0.120189,0.579633
3.81,-0.0842092,0.602518
3.82,-0.0451963,0.618484
3.83,-0.00385171,0.624956
3.84,0.0377255,0.620458
3.85,0.0772621,0.606048
3.86,0.113796,0.584252
3.87,0.147488,0.557334
3.88,0.178877,0.526807
3.89,0.208515,0.493615
3.9,0.236872,0.458352
3.91,0.264332,0.421413
3.92,0.291218,0.383078
3.93,0.317819,0.343566
3.94,0.344406,0.303063
3.95,0.371258,0.261754
3.96,0.39869,0.219843
3.97,0.427087,0.177591
3.98,0.45697,0.135386
3.99,0.489115,0.0938814
4,0.524797,0.0543745
