"time","part5_displacement_output"
0.220,252.72970000
0.221,252.43740000
0.222,252.14500000
0.223,251.85260000
0.224,251.56010000
0.225,251.26770000
0.226,250.97520000
0.227,250.68260000
0.228,250.39010000
0.229,250.09740000
0.230,249.80480000
0.231,249.51210000
0.232,249.21940000
0.233,248.92670000
0.234,248.63390000
0.235,248.34110000
0.236,248.04830000
0.237,247.75540000
0.238,247.46250000
0.239,247.16960000
0.240,246.87660000
0.241,246.58360000
0.242,246.29060000
0.243,245.99750000
0.244,245.70440000
0.245,245.41130000
0.246,245.11810000
0.247,244.82490000
0.248,244.53170000
0.249,244.23840000
0.250,243.94510000
0.251,243.65180000
0.252,243.35840000
0.253,243.06500000
0.254,242.77160000
0.255,242.47810000
0.256,242.18460000
0.257,241.89110000
0.258,241.59750000
0.259,241.30400000
0.260,241.01030000
0.261,240.71670000
0.262,240.42300000
0.263,240.12930000
0.264,239.83550000
0.265,239.54170000
0.266,239.24790000
0.267,238.95410000
0.268,238.66020000
0.269,238.36630000
0.270,238.07230000
0.271,237.77840000
0.272,237.48430000
0.273,237.19030000
0.274,236.89620000
0.275,236.60210000
0.276,236.30800000
0.277,236.01380000
0.278,235.71960000
0.279,235.42540000
0.280,235.13110000
0.281,234.83680000
0.282,234.54250000
0.283,234.24810000
0.284,233.95370000
0.285,233.65930000
0.286,233.36490000
0.287,233.07040000
0.288,232.77590000
0.289,232.48130000
0.290,232.18670000
0.291,231.89210000
0.292,231.59750000
0.293,231.30280000
0.294,231.00810000
0.295,230.71340000
0.296,230.41860000
0.297,230.12380000
0.298,229.82900000
0.299,229.53410000
0.300,229.23920000
0.301,228.94430000
0.302,228.64930000
0.303,228.35440000
0.304,228.05930000
0.305,227.76430000
0.306,227.46920000
0.307,227.17410000
0.308,226.87900000
0.309,226.58380000
0.310,226.28860000
0.311,225.99340000
0.312,225.69810000
0.313,225.40280000
0.314,225.10750000
0.315,224.81210000
0.316,224.51670000
0.317,224.22130000
0.318,223.92590000
0.319,223.63040000
0.320,223.33490000
0.321,223.03930000
0.322,222.74380000
0.323,222.44820000
0.324,222.15250000
0.325,221.85690000
0.326,221.56120000
0.327,221.26550000
0.328,220.96970000
0.329,220.67390000
0.330,220.37810000
0.331,220.08230000
0.332,219.78640000
0.333,219.49050000
0.334,219.19460000
0.335,218.89860000
0.336,218.60260000
0.337,218.30660000
0.338,218.01060000
0.339,217.71450000
0.340,217.41840000
0.341,217.12220000
0.342,216.82610000
0.343,216.52990000
0.344,216.23360000
0.345,215.93740000
0.346,215.64110000
0.347,215.34480000
0.348,215.04840000
0.349,214.75200000
0.350,214.45560000
0.351,214.15920000
0.352,213.86270000
0.353,213.56620000
0.354,213.26970000
0.355,212.97320000
0.356,212.67660000
0.357,212.38000000
0.358,212.08330000
0.359,211.78670000
0.360,211.49000000
0.361,211.19320000
0.362,210.89650000
0.363,210.59970000
0.364,210.30290000
0.365,210.00600000
0.366,209.70920000
0.367,209.41230000
0.368,209.11530000
0.369,208.81840000
0.370,208.52140000
0.371,208.22440000
0.372,207.92730000
0.373,207.63030000
0.374,207.33320000
0.375,207.03600000
0.376,206.73890000
0.377,206.44170000
0.378,206.14450000
0.379,205.84720000
0.380,205.55000000
0.381,205.25270000
0.382,204.95540000
0.383,204.65800000
0.384,204.36060000
0.385,204.06320000
0.386,203.76580000
0.387,203.46830000
0.388,203.17080000
0.389,202.87330000
0.390,202.57570000
0.391,202.27820000
0.392,201.98050000
0.393,201.68290000
0.394,201.38530000
0.395,201.08760000
0.396,200.78980000
0.397,200.49210000
0.398,200.19430000
0.399,199.89650000
0.400,199.59870000
0.401,199.30090000
0.402,199.00300000
0.403,198.70510000
0.404,198.40710000
0.405,198.10920000
0.406,197.81120000
0.407,197.51320000
0.408,197.21510000
0.409,196.91700000
0.410,196.61890000
0.411,196.32080000
0.412,196.02270000
0.413,195.72450000
0.414,195.42630000
0.415,195.12800000
0.416,194.82980000
0.417,194.53150000
0.418,194.23320000
0.419,193.93480000
0.420,193.63650000
0.421,193.33810000
0.422,193.03970000
0.423,192.74120000
0.424,192.44270000
0.425,192.14420000
0.426,191.84570000
0.427,191.54720000
0.428,191.24860000
0.429,190.95000000
0.430,190.65140000
0.431,190.35270000
0.432,190.05400000
0.433,189.75530000
0.434,189.45660000
0.435,189.15780000
0.436,188.85900000
0.437,188.56020000
0.438,188.26140000
0.439,187.96250000
0.440,187.66360000
0.441,187.36470000
0.442,187.06580000
0.443,186.76680000
0.444,186.46780000
0.445,186.16880000
0.446,185.86980000
0.447,185.57070000
0.448,185.27160000
0.449,184.97250000
0.450,184.67330000
0.451,184.37420000
0.452,184.07500000
0.453,183.77580000
0.454,183.47650000
0.455,183.17730000
0.456,182.87800000
0.457,182.57860000
0.458,182.27930000
0.459,181.97990000
0.460,181.68050000
0.461,181.38110000
0.462,181.08170000
0.463,180.78220000
0.464,180.48270000
0.465,180.18320000
0.466,179.88370000
0.467,179.58410000
0.468,179.28450000
0.469,178.98490000
0.470,178.68530000
0.471,178.38560000
0.472,178.08590000
0.473,177.78620000
0.474,177.48650000
0.475,177.18670000
0.476,176.88700000
0.477,176.58720000
0.478,176.28730000
0.479,175.98750000
0.480,175.68760000
0.481,175.38770000
0.482,175.08780000
0.483,174.78780000
0.484,174.48790000
0.485,174.18790000
0.486,173.88780000
0.487,173.58780000
0.488,173.28770000
0.489,172.98770000
0.490,172.68750000
0.491,172.38740000
0.492,172.08730000
0.493,171.78710000
0.494,171.48690000
0.495,171.18660000
0.496,170.88640000
0.497,170.58610000
0.498,170.28580000
0.499,169.98550000
0.500,169.68520000
0.501,169.38480000
0.502,169.08440000
0.503,168.78400000
0.504,168.48360000
0.505,168.18310000
0.506,167.88270000
0.507,167.58220000
0.508,167.28170000
0.509,166.98110000
0.510,166.68060000
0.511,166.38000000
0.512,166.07940000
0.513,165.77870000
0.514,165.47810000
0.515,165.17740000
0.516,164.87670000
0.517,164.57600000
0.518,164.27530000
0.519,163.97450000
0.520,163.67370000
0.521,163.37290000
0.522,163.07210000
0.523,162.77130000
0.524,162.47040000
0.525,162.16950000
0.526,161.86860000
0.527,161.56770000
0.528,161.26670000
0.529,160.96580000
0.530,160.66480000
0.531,160.36380000
0.532,160.06270000
0.533,159.76170000
0.534,159.46060000
0.535,159.15950000
0.536,158.85840000
0.537,158.55720000
0.538,158.25610000
0.539,157.95490000
0.540,157.65370000
0.541,157.35250000
0.542,157.05130000
0.543,156.75000000
0.544,156.44870000
0.545,156.14740000
0.546,155.84610000
0.547,155.54480000
0.548,155.24340000
0.549,154.94200000
0.550,154.64060000
0.551,154.33920000
0.552,154.03780000
0.553,153.73630000
0.554,153.43480000
0.555,153.13340000
0.556,152.83180000
0.557,152.53030000
0.558,152.22880000
0.559,151.92720000
0.560,151.62560000
0.561,151.32400000
0.562,151.02240000
0.563,150.72070000
0.564,150.41900000
0.565,150.11740000
0.566,149.81560000
0.567,149.51390000
0.568,149.21220000
0.569,148.91040000
0.570,148.60860000
0.571,148.30690000
0.572,148.00500000
0.573,147.70320000
0.574,147.40140000
0.575,147.09950000
0.576,146.79760000
0.577,146.49570000
0.578,146.19380000
0.579,145.89180000
0.580,145.58990000
0.581,145.28790000
0.582,144.98590000
0.583,144.68390000
0.584,144.38190000
0.585,144.07980000
0.586,143.77780000
0.587,143.47570000
0.588,143.17360000
0.589,142.87150000
0.590,142.56930000
0.591,142.26720000
0.592,141.96500000
0.593,141.66280000
0.594,141.36060000
0.595,141.05840000
0.596,140.75620000
0.597,140.45390000
0.598,140.15170000
0.599,139.84940000
0.600,139.54710000
0.601,139.24480000
0.602,138.94250000
0.603,138.64010000
0.604,138.33780000
0.605,138.03540000
0.606,137.73300000
0.607,137.43060000
0.608,137.12810000
0.609,136.82570000
0.610,136.52330000
0.611,136.22080000
0.612,135.91830000
0.613,135.61580000
0.614,135.31330000
0.615,135.01070000
0.616,134.70820000
0.617,134.40560000
0.618,134.10300000
0.619,133.80050000
0.620,133.49780000
0.621,133.19520000
0.622,132.89260000
0.623,132.58990000
0.624,132.28730000
0.625,131.98460000
0.626,131.68190000
0.627,131.37920000
0.628,131.07650000
0.629,130.77370000
0.630,130.47100000
0.631,130.16820000
0.632,129.86540000
0.633,129.56260000
0.634,129.25980000
0.635,128.95700000
0.636,128.65420000
0.637,128.35130000
0.638,128.04850000
0.639,127.74560000
0.640,127.44270000
0.641,127.13980000
0.642,126.83690000
0.643,126.53400000
0.644,126.23100000
0.645,125.92810000
0.646,125.62510000
0.647,125.32210000
0.648,125.01920000
0.649,124.71620000
0.650,124.41310000
0.651,124.11010000
0.652,123.80710000
0.653,123.50400000
0.654,123.20100000
0.655,122.89790000
0.656,122.59480000
0.657,122.29170000
0.658,121.98860000
0.659,121.68550000
0.660,121.38230000
0.661,121.07920000
0.662,120.77600000
0.663,120.47290000
0.664,120.16970000
0.665,119.86650000
0.666,119.56330000
0.667,119.26010000
0.668,118.95690000
0.669,118.65360000
0.670,118.35040000
0.671,118.04710000
0.672,117.74390000
0.673,117.44060000
0.674,117.13730000
0.675,116.83400000
0.676,116.53070000
0.677,116.22740000
0.678,115.92410000
0.679,115.62070000
0.680,115.31740000
0.681,115.01400000
0.682,114.71070000
0.683,114.40730000
0.684,114.10390000
0.685,113.80050000
0.686,113.49710000
0.687,113.19370000
0.688,112.89030000
0.689,112.58690000
0.690,112.28340000
0.691,111.98000000
0.692,111.67660000
0.693,111.37310000
0.694,111.06960000
0.695,110.76610000
0.696,110.46270000
0.697,110.15920000
0.698,109.85570000
0.699,109.55220000
0.700,109.24860000
0.701,108.94510000
0.702,108.64160000
0.703,108.33800000
0.704,108.03450000
0.705,107.73090000
0.706,107.42740000
0.707,107.12380000
0.708,106.82020000
0.709,106.51660000
0.710,106.21310000
0.711,105.90950000
0.712,105.60590000
0.713,105.30220000
0.714,104.99860000
0.715,104.69500000
0.716,104.39140000
0.717,104.08770000
0.718,103.78410000
0.719,103.48050000
0.720,103.17680000
0.721,102.87310000
0.722,102.56950000
0.723,102.26580000
0.724,101.96210000
0.725,101.65850000
0.726,101.35480000
0.727,101.05110000
0.728,100.74740000
0.729,100.44370000
0.730,100.14000000
0.731,99.83629000
0.732,99.53258000
0.733,99.22886000
0.734,98.92514000
0.735,98.62142000
0.736,98.31769000
0.737,98.01395000
0.738,97.71022000
0.739,97.40648000
0.740,97.10274000
0.741,96.79899000
0.742,96.49524000
0.743,96.19149000
0.744,95.88773000
0.745,95.58397000
0.746,95.28021000
0.747,94.97644000
0.748,94.67268000
0.749,94.36891000
0.750,94.06513000
0.751,93.76136000
0.752,93.45758000
0.753,93.15381000
0.754,92.85003000
0.755,92.54624000
0.756,92.24246000
0.757,91.93867000
0.758,91.63489000
0.759,91.33110000
0.760,91.02731000
0.761,90.72352000
0.762,90.41973000
0.763,90.11594000
0.764,89.81214000
0.765,89.50835000
0.766,89.20456000
0.767,88.90076000
0.768,88.59697000
0.769,88.29317000
0.770,87.98938000
0.771,87.68558000
0.772,87.38179000
0.773,87.07800000
0.774,86.77420000
0.775,86.47041000
0.776,86.16662000
0.777,85.86283000
0.778,85.55904000
0.779,85.25525000
0.780,84.95147000
0.781,84.64768000
0.782,84.34390000
0.783,84.04011000
0.784,83.73633000
0.785,83.43256000
0.786,83.12878000
0.787,82.82501000
0.788,82.52124000
0.789,82.21747000
0.790,81.91370000
0.791,81.60994000
0.792,81.30618000
0.793,81.00242000
0.794,80.69866000
0.795,80.39491000
0.796,80.09117000
0.797,79.78742000
0.798,79.48368000
0.799,79.17995000
0.800,78.87621000
0.801,78.57249000
0.802,78.26876000
0.803,77.96504000
0.804,77.66133000
0.805,77.35762000
0.806,77.05391000
0.807,76.75021000
0.808,76.44652000
0.809,76.14283000
0.810,75.83914000
0.811,75.53547000
0.812,75.23179000
0.813,74.92813000
0.814,74.62447000
0.815,74.32081000
0.816,74.01716000
0.817,73.71352000
0.818,73.40989000
0.819,73.10626000
0.820,72.80264000
0.821,72.49902000
0.822,72.19542000
0.823,71.89182000
0.824,71.58822000
0.825,71.28464000
0.826,70.98106000
0.827,70.67749000
0.828,70.37393000
0.829,70.07038000
0.830,69.76684000
0.831,69.46330000
0.832,69.15978000
0.833,68.85626000
0.834,68.55275000
0.835,68.24925000
0.836,67.94576000
0.837,67.64228000
0.838,67.33881000
0.839,67.03535000
0.840,66.73190000
0.841,66.42846000
0.842,66.12503000
0.843,65.82161000
0.844,65.51820000
0.845,65.21481000
0.846,64.91142000
0.847,64.60805000
0.848,64.30468000
0.849,64.00133000
0.850,63.69799000
0.851,63.39466000
0.852,63.09134000
0.853,62.78804000
0.854,62.48475000
0.855,62.18147000
0.856,61.87820000
0.857,61.57495000
0.858,61.27171000
0.859,60.96848000
0.860,60.66527000
0.861,60.36207000
0.862,60.05888000
0.863,59.75571000
0.864,59.45255000
0.865,59.14941000
0.866,58.84628000
0.867,58.54316000
0.868,58.24006000
0.869,57.93698000
0.870,57.63391000
0.871,57.33086000
0.872,57.02782000
0.873,56.72480000
0.874,56.42179000
0.875,56.11880000
0.876,55.81583000
0.877,55.51287000
0.878,55.20993000
0.879,54.90700000
0.880,54.60410000
0.881,54.30121000
0.882,53.99834000
0.883,53.69548000
0.884,53.39265000
0.885,53.08983000
0.886,52.78703000
0.887,52.48425000
0.888,52.18149000
0.889,51.87874000
0.890,51.57602000
0.891,51.27331000
0.892,50.97063000
0.893,50.66796000
0.894,50.36532000
0.895,50.06269000
0.896,49.76009000
0.897,49.45750000
0.898,49.15494000
0.899,48.85239000
0.900,48.54987000
0.901,48.24737000
0.902,47.94489000
0.903,47.64243000
0.904,47.34000000
0.905,47.03759000
0.906,46.73519000
0.907,46.43283000
0.908,46.13048000
0.909,45.82816000
0.910,45.52586000
0.911,45.22358000
0.912,44.92133000
0.913,44.61910000
0.914,44.31690000
0.915,44.01472000
0.916,43.71257000
0.917,43.41044000
0.918,43.10833000
0.919,42.80625000
0.920,42.50420000
0.921,42.20217000
0.922,41.90017000
0.923,41.59819000
0.924,41.29624000
0.925,40.99432000
0.926,40.69242000
0.927,40.39056000
0.928,40.08871000
0.929,39.78690000
0.930,39.48511000
0.931,39.18336000
0.932,38.88163000
0.933,38.57993000
0.934,38.27825000
0.935,37.97661000
0.936,37.67500000
0.937,37.37341000
0.938,37.07186000
0.939,36.77034000
0.940,36.46884000
0.941,36.16738000
0.942,35.86595000
0.943,35.56454000
0.944,35.26317000
0.945,34.96184000
0.946,34.66053000
0.947,34.35925000
0.948,34.05801000
0.949,33.75680000
0.950,33.45563000
0.951,33.15448000
0.952,32.85337000
0.953,32.55230000
0.954,32.25125000
0.955,31.95025000
0.956,31.64927000
0.957,31.34833000
0.958,31.04743000
0.959,30.74656000
0.960,30.44573000
0.961,30.14493000
0.962,29.84417000
0.963,29.54345000
0.964,29.24276000
0.965,28.94211000
0.966,28.64149000
0.967,28.34092000
0.968,28.04038000
0.969,27.73988000
0.970,27.43942000
0.971,27.13899000
0.972,26.83861000
0.973,26.53827000
0.974,26.23796000
0.975,25.93770000
0.976,25.63747000
0.977,25.33729000
0.978,25.03714000
0.979,24.73704000
0.980,24.43698000
0.981,24.13696000
0.982,23.83698000
0.983,23.53705000
0.984,23.23716000
0.985,22.93731000
0.986,22.63750000
0.987,22.33774000
0.988,22.03802000
0.989,21.73835000
0.990,21.43872000
0.991,21.13913000
0.992,20.83959000
0.993,20.54010000
0.994,20.24065000
0.995,19.94125000
0.996,19.64190000
0.997,19.34259000
0.998,19.04333000
0.999,18.74411000
1.000,18.44495000
1.001,18.14583000
1.002,17.84676000
1.003,17.54774000
1.004,17.24877000
1.005,16.94985000
1.006,16.65098000
1.007,16.35216000
1.008,16.05339000
1.009,15.75467000
1.010,15.45600000
1.011,15.15739000
1.012,14.85882000
1.013,14.56031000
1.014,14.26185000
1.015,13.96345000
1.016,13.66510000
1.017,13.36680000
1.018,13.06856000
1.019,12.77037000
1.020,12.47223000
1.021,12.17416000
1.022,11.87613000
1.023,11.57817000
1.024,11.28026000
1.025,10.98241000
1.026,10.68461000
1.027,10.38687000
1.028,10.08920000
1.029,9.79157600
1.030,9.49401500
1.031,9.19651300
1.032,8.89907100
1.033,8.60169000
1.034,8.30436900
1.035,8.00710900
1.036,7.70991100
1.037,7.41277500
1.038,7.11570000
1.039,6.81868900
1.040,6.52174100
1.041,6.22485600
1.042,5.92803600
1.043,5.63128000
1.044,5.33458900
1.045,5.03796300
1.046,4.74140300
1.047,4.44490900
1.048,4.14848200
1.049,3.85212200
1.050,3.55582900
1.051,3.25960500
1.052,2.96344900
1.053,2.66736200
1.054,2.37134500
1.055,2.07539700
1.056,1.77951900
1.057,1.48371300
1.058,1.18797800
1.059,0.89231440
1.060,0.59672340
1.061,0.30120490
1.062,0.00575965
1.063,-0.28961160
1.064,-0.58490900
1.065,-0.88013160
1.066,-1.17527900
1.067,-1.47035000
1.068,-1.76534600
1.069,-2.06026400
1.070,-2.35510600
1.071,-2.64987000
1.072,-2.94455500
1.073,-3.23916200
1.074,-3.53368900
1.075,-3.82813700
1.076,-4.12250400
1.077,-4.41679000
1.078,-4.71099500
1.079,-5.00511800
1.080,-5.29915800
1.081,-5.59311500
1.082,-5.88698800
1.083,-6.18077800
1.084,-6.47448300
1.085,-6.76810200
1.086,-7.06163500
1.087,-7.35508200
1.088,-7.64844200
1.089,-7.94171400
1.090,-8.23489800
1.091,-8.52799400
1.092,-8.82100000
1.093,-9.11391600
1.094,-9.40674100
1.095,-9.69947600
1.096,-9.99211800
1.097,-10.28467000
1.098,-10.57713000
1.099,-10.86949000
1.100,-11.16176000
1.101,-11.45393000
1.102,-11.74601000
1.103,-12.03799000
1.104,-12.32988000
1.105,-12.62167000
1.106,-12.91336000
1.107,-13.20495000
1.108,-13.49645000
1.109,-13.78784000
1.110,-14.07913000
1.111,-14.37032000
1.112,-14.66141000
1.113,-14.95240000
1.114,-15.24328000
1.115,-15.53406000
1.116,-15.82473000
1.117,-16.11530000
1.118,-16.40576000
1.119,-16.69612000
1.120,-16.98636000
1.121,-17.27650000
1.122,-17.56653000
1.123,-17.85645000
1.124,-18.14626000
1.125,-18.43596000
1.126,-18.72555000
1.127,-19.01502000
1.128,-19.30438000
1.129,-19.59363000
1.130,-19.88276000
1.131,-20.17178000
1.132,-20.46068000
1.133,-20.74946000
1.134,-21.03812000
1.135,-21.32667000
1.136,-21.61509000
1.137,-21.90339000
1.138,-22.19158000
1.139,-22.47964000
1.140,-22.76758000
1.141,-23.05539000
1.142,-23.34308000
1.143,-23.63064000
1.144,-23.91808000
1.145,-24.20539000
1.146,-24.49258000
1.147,-24.77963000
1.148,-25.06655000
1.149,-25.35335000
1.150,-25.64001000
1.151,-25.92654000
1.152,-26.21293000
1.153,-26.49919000
1.154,-26.78532000
1.155,-27.07131000
1.156,-27.35716000
1.157,-27.64288000
1.158,-27.92846000
1.159,-28.21389000
1.160,-28.49919000
1.161,-28.78434000
1.162,-29.06936000
1.163,-29.35422000
1.164,-29.63895000
1.165,-29.92352000
1.166,-30.20796000
1.167,-30.49224000
1.168,-30.77637000
1.169,-31.06036000
1.170,-31.34419000
1.171,-31.62788000
1.172,-31.91140000
1.173,-32.19478000
1.174,-32.47800000
1.175,-32.76107000
1.176,-33.04397000
1.177,-33.32672000
1.178,-33.60931000
1.179,-33.89174000
1.180,-34.17401000
1.181,-34.45612000
1.182,-34.73806000
1.183,-35.01984000
1.184,-35.30145000
1.185,-35.58289000
1.186,-35.86417000
1.187,-36.14527000
1.188,-36.42621000
1.189,-36.70697000
1.190,-36.98756000
1.191,-37.26798000
1.192,-37.54822000
1.193,-37.82828000
1.194,-38.10817000
1.195,-38.38787000
1.196,-38.66740000
1.197,-38.94674000
1.198,-39.22590000
1.199,-39.50488000
1.200,-39.78367000
1.201,-40.06227000
1.202,-40.34069000
1.203,-40.61891000
1.204,-40.89695000
1.205,-41.17479000
1.206,-41.45244000
1.207,-41.72989000
1.208,-42.00714000
1.209,-42.28420000
1.210,-42.56106000
1.211,-42.83772000
1.212,-43.11417000
1.213,-43.39042000
1.214,-43.66647000
1.215,-43.94231000
1.216,-44.21794000
1.217,-44.49336000
1.218,-44.76857000
1.219,-45.04357000
1.220,-45.31835000
1.221,-45.59292000
1.222,-45.86727000
1.223,-46.14140000
1.224,-46.41531000
1.225,-46.68899000
1.226,-46.96246000
1.227,-47.23569000
1.228,-47.50870000
1.229,-47.78149000
1.230,-48.05404000
1.231,-48.32635000
1.232,-48.59844000
1.233,-48.87029000
1.234,-49.14190000
1.235,-49.41327000
1.236,-49.68440000
1.237,-49.95529000
1.238,-50.22593000
1.239,-50.49633000
1.240,-50.76648000
1.241,-51.03638000
1.242,-51.30603000
1.243,-51.57542000
1.244,-51.84456000
1.245,-52.11344000
1.246,-52.38206000
1.247,-52.65041000
1.248,-52.91851000
1.249,-53.18634000
1.250,-53.45390000
1.251,-53.72119000
1.252,-53.98821000
1.253,-54.25496000
1.254,-54.52143000
1.255,-54.78762000
1.256,-55.05353000
1.257,-55.31916000
1.258,-55.58451000
1.259,-55.84957000
1.260,-56.11434000
1.261,-56.37882000
1.262,-56.64301000
1.263,-56.90690000
1.264,-57.17049000
1.265,-57.43378000
1.266,-57.69678000
1.267,-57.95946000
1.268,-58.22184000
1.269,-58.48391000
1.270,-58.74567000
1.271,-59.00711000
1.272,-59.26824000
1.273,-59.52905000
1.274,-59.78954000
1.275,-60.04970000
1.276,-60.30953000
1.277,-60.56904000
1.278,-60.82821000
1.279,-61.08705000
1.280,-61.34556000
1.281,-61.60372000
1.282,-61.86154000
1.283,-62.11902000
1.284,-62.37614000
1.285,-62.63292000
1.286,-62.88934000
1.287,-63.14541000
1.288,-63.40112000
1.289,-63.65646000
1.290,-63.91144000
1.291,-64.16606000
1.292,-64.42030000
1.293,-64.67417000
1.294,-64.92766000
1.295,-65.18077000
1.296,-65.43350000
1.297,-65.68584000
1.298,-65.93779000
1.299,-66.18935000
1.300,-66.44052000
1.301,-66.69129000
1.302,-66.94165000
1.303,-67.19161000
1.304,-67.44116000
1.305,-67.69030000
1.306,-67.93903000
1.307,-68.18733000
1.308,-68.43522000
1.309,-68.68268000
1.310,-68.92970000
1.311,-69.17630000
1.312,-69.42246000
1.313,-69.66818000
1.314,-69.91346000
1.315,-70.15829000
1.316,-70.40267000
1.317,-70.64660000
1.318,-70.89007000
1.319,-71.13307000
1.320,-71.37561000
1.321,-71.61768000
1.322,-71.85928000
1.323,-72.10040000
1.324,-72.34104000
1.325,-72.58119000
1.326,-72.82085000
1.327,-73.06002000
1.328,-73.29869000
1.329,-73.53686000
1.330,-73.77452000
1.331,-74.01167000
1.332,-74.24831000
1.333,-74.48443000
1.334,-74.72002000
1.335,-74.95509000
1.336,-75.18962000
1.337,-75.42362000
1.338,-75.65707000
1.339,-75.88998000
1.340,-76.12234000
1.341,-76.35414000
1.342,-76.58539000
1.343,-76.81606000
1.344,-77.04617000
1.345,-77.27570000
1.346,-77.50466000
1.347,-77.73302000
1.348,-77.96080000
1.349,-78.18799000
1.350,-78.41457000
1.351,-78.64055000
1.352,-78.86592000
1.353,-79.09067000
1.354,-79.31481000
1.355,-79.53832000
1.356,-79.76119000
1.357,-79.98343000
1.358,-80.20503000
1.359,-80.42598000
1.360,-80.64628000
1.361,-80.86591000
1.362,-81.08489000
1.363,-81.30319000
1.364,-81.52081000
1.365,-81.73776000
1.366,-81.95401000
