"time","part1_rot_motion_input"
2.415,-2.402532982
2.416,-2.40352782
2.417,-2.404522657
2.418,-2.405517495
2.419,-2.406512333
2.42,-2.40750717
2.421,-2.408502008
2.422,-2.409496846
2.423,-2.410491683
2.424,-2.411486521
2.425,-2.412481359
2.426,-2.413476196
2.427,-2.414471034
2.428,-2.415465872
2.429,-2.416460709
2.43,-2.417455547
2.431,-2.418450385
2.432,-2.419445222
2.433,-2.42044006
2.434,-2.421434898
2.435,-2.422429735
2.436,-2.423424573
2.437,-2.424419411
2.438,-2.425414248
2.439,-2.426409086
2.44,-2.427403924
2.441,-2.428398761
2.442,-2.429393599
2.443,-2.430388437
2.444,-2.431383274
2.445,-2.432378112
2.446,-2.43337295
2.447,-2.434367787
2.448,-2.435362625
2.449,-2.436357463
2.45,-2.4373523
2.451,-2.438347138
2.452,-2.439341976
2.453,-2.440336813
2.454,-2.441331651
2.455,-2.442326489
2.456,-2.443321326
2.457,-2.444316164
2.458,-2.445311002
2.459,-2.446305839
2.46,-2.447300677
2.461,-2.448295515
2.462,-2.449290352
2.463,-2.45028519
2.464,-2.451280028
2.465,-2.452274866
2.466,-2.453269703
2.467,-2.454264541
2.468,-2.455259379
2.469,-2.456254216
2.47,-2.457249054
2.471,-2.458243892
2.472,-2.459238729
2.473,-2.460233567
2.474,-2.461228405
2.475,-2.462223242
2.476,-2.46321808
2.477,-2.464212918
2.478,-2.465207755
2.479,-2.466202593
2.48,-2.467197431
2.481,-2.468192268
2.482,-2.469187106
2.483,-2.470181944
2.484,-2.471176781
2.485,-2.472171619
2.486,-2.473166457
2.487,-2.474161294
2.488,-2.475156132
2.489,-2.47615097
2.49,-2.477145807
2.491,-2.478140645
2.492,-2.479135483
2.493,-2.48013032
2.494,-2.481125158
2.495,-2.482119996
2.496,-2.483114833
2.497,-2.484109671
2.498,-2.485104509
2.499,-2.486099346
2.5,-2.487094184
2.501,-2.488089022
2.502,-2.489083859
2.503,-2.490078697
2.504,-2.491073535
2.505,-2.492068372
2.506,-2.49306321
2.507,-2.494058048
2.508,-2.495052885
2.509,-2.496047723
2.51,-2.497042561
2.511,-2.498037399
2.512,-2.499032236
2.513,-2.500027074
2.514,-2.501021912
2.515,-2.502016749
2.516,-2.503011587
2.517,-2.504006425
2.518,-2.505001262
2.519,-2.5059961
2.52,-2.506990938
2.521,-2.507985775
2.522,-2.508980613
2.523,-2.509975451
2.524,-2.510970288
2.525,-2.511965126
2.526,-2.512959964
2.527,-2.513954801
2.528,-2.514949639
2.529,-2.515944477
2.53,-2.516939314
2.531,-2.517934152
2.532,-2.51892899
2.533,-2.519923827
2.534,-2.520918665
2.535,-2.521913503
2.536,-2.52290834
2.537,-2.523903178
2.538,-2.524898016
2.539,-2.525892853
2.54,-2.526887691
2.541,-2.527882529
2.542,-2.528877366
2.543,-2.529872204
2.544,-2.530867042
2.545,-2.531861879
2.546,-2.532856717
2.547,-2.533851555
2.548,-2.534846392
2.549,-2.53584123
2.55,-2.536836068
2.551,-2.537830905
2.552,-2.538825743
2.553,-2.539820581
2.554,-2.540815418
2.555,-2.541810256
2.556,-2.542805094
2.557,-2.543799931
2.558,-2.544794769
2.559,-2.545789607
2.56,-2.546784445
2.561,-2.547779282
2.562,-2.54877412
2.563,-2.549768958
2.564,-2.550763795
2.565,-2.551758633
2.566,-2.552753471
2.567,-2.553748308
2.568,-2.554743146
2.569,-2.555737984
2.57,-2.556732821
2.571,-2.557727659
2.572,-2.558722497
2.573,-2.559717334
2.574,-2.560712172
2.575,-2.56170701
2.576,-2.562701847
2.577,-2.563696685
2.578,-2.564691523
2.579,-2.56568636
2.58,-2.566681198
2.581,-2.567676036
2.582,-2.568670873
2.583,-2.569665711
2.584,-2.570660549
2.585,-2.571655386
2.586,-2.572650224
2.587,-2.573645062
2.588,-2.574639899
2.589,-2.575634737
2.59,-2.576629575
2.591,-2.577624412
2.592,-2.57861925
2.593,-2.579614088
2.594,-2.580608925
2.595,-2.581603763
2.596,-2.582598601
2.597,-2.583593438
2.598,-2.584588276
2.599,-2.585583114
2.6,-2.586577951
2.601,-2.587572789
2.602,-2.588567627
2.603,-2.589562464
2.604,-2.590557302
2.605,-2.59155214
2.606,-2.592546977
2.607,-2.593541815
2.608,-2.594536653
2.609,-2.595531491
2.61,-2.596526328
2.611,-2.597521166
2.612,-2.598516004
2.613,-2.599510841
2.614,-2.600505679
2.615,-2.601500517
2.616,-2.602495354
2.617,-2.603490192
2.618,-2.60448503
2.619,-2.605479867
2.62,-2.606474705
2.621,-2.607469543
2.622,-2.60846438
2.623,-2.609459218
2.624,-2.610454056
2.625,-2.611448893
2.626,-2.612443731
2.627,-2.613438569
2.628,-2.614433406
2.629,-2.615428244
2.63,-2.616423082
2.631,-2.617417919
2.632,-2.618412757
2.633,-2.619407595
2.634,-2.620402432
2.635,-2.62139727
2.636,-2.622392108
2.637,-2.623386945
2.638,-2.624381783
2.639,-2.625376621
2.64,-2.626371458
2.641,-2.627366296
2.642,-2.628361134
2.643,-2.629355971
2.644,-2.630350809
2.645,-2.631345647
2.646,-2.632340484
2.647,-2.633335322
2.648,-2.63433016
2.649,-2.635324997
2.65,-2.636319835
2.651,-2.637314673
2.652,-2.63830951
2.653,-2.639304348
2.654,-2.640299186
2.655,-2.641294024
2.656,-2.642288861
2.657,-2.643283699
2.658,-2.644278537
2.659,-2.645273374
2.66,-2.646268212
2.661,-2.64726305
2.662,-2.648257887
2.663,-2.649252725
2.664,-2.650247563
2.665,-2.6512424
2.666,-2.652237238
2.667,-2.653232076
2.668,-2.654226913
2.669,-2.655221751
2.67,-2.656216589
2.671,-2.657211426
2.672,-2.658206264
2.673,-2.659201102
2.674,-2.660195939
2.675,-2.661190777
2.676,-2.662185615
2.677,-2.663180452
2.678,-2.66417529
2.679,-2.665170128
2.68,-2.666164965
2.681,-2.667159803
2.682,-2.668154641
2.683,-2.669149478
2.684,-2.670144316
2.685,-2.671139154
2.686,-2.672133991
2.687,-2.673128829
2.688,-2.674123667
2.689,-2.675118504
2.69,-2.676113342
2.691,-2.67710818
2.692,-2.678103017
2.693,-2.679097855
2.694,-2.680092693
2.695,-2.68108753
2.696,-2.682082368
2.697,-2.683077206
2.698,-2.684072043
2.699,-2.685066881
2.7,-2.686061719
2.701,-2.687056556
2.702,-2.688051394
2.703,-2.689046232
2.704,-2.69004107
2.705,-2.691035907
2.706,-2.692030745
2.707,-2.693025583
2.708,-2.69402042
2.709,-2.695015258
2.71,-2.696010096
2.711,-2.697004933
2.712,-2.697999771
2.713,-2.698994609
2.714,-2.699989446
2.715,-2.700984284
2.716,-2.701979122
2.717,-2.702973959
2.718,-2.703968797
2.719,-2.704963635
2.72,-2.705958472
2.721,-2.70695331
2.722,-2.707948148
2.723,-2.708942985
2.724,-2.709937823
2.725,-2.710932661
2.726,-2.711927498
2.727,-2.712922336
2.728,-2.713917174
2.729,-2.714912011
2.73,-2.715906849
2.731,-2.716901687
2.732,-2.717896524
2.733,-2.718891362
2.734,-2.7198862
2.735,-2.720881037
2.736,-2.721875875
2.737,-2.722870713
2.738,-2.72386555
2.739,-2.724860388
2.74,-2.725855226
2.741,-2.726850063
2.742,-2.727844901
2.743,-2.728839739
2.744,-2.729834576
2.745,-2.730829414
2.746,-2.731824252
2.747,-2.732819089
2.748,-2.733813927
2.749,-2.734808765
2.75,-2.735803603
2.751,-2.73679844
2.752,-2.737793278
2.753,-2.738788116
2.754,-2.739782953
2.755,-2.740777791
2.756,-2.741772629
2.757,-2.742767466
2.758,-2.743762304
2.759,-2.744757142
2.76,-2.745751979
2.761,-2.746746817
2.762,-2.747741655
2.763,-2.748736492
2.764,-2.74973133
2.765,-2.750726168
2.766,-2.751721005
2.767,-2.752715843
2.768,-2.753710681
2.769,-2.754705518
2.77,-2.755700356
2.771,-2.756695194
2.772,-2.757690031
2.773,-2.758684869
2.774,-2.759679707
2.775,-2.760674544
2.776,-2.761669382
2.777,-2.76266422
2.778,-2.763659057
2.779,-2.764653895
2.78,-2.765648733
2.781,-2.76664357
2.782,-2.767638408
2.783,-2.768633246
2.784,-2.769628083
2.785,-2.770622921
2.786,-2.771617759
2.787,-2.772612596
2.788,-2.773607434
2.789,-2.774602272
2.79,-2.775597109
2.791,-2.776591947
2.792,-2.777586785
2.793,-2.778581622
2.794,-2.77957646
2.795,-2.780571298
2.796,-2.781566135
2.797,-2.782560973
2.798,-2.783555811
2.799,-2.784550649
2.8,-2.785545486
2.801,-2.786540324
2.802,-2.787535162
2.803,-2.788529999
2.804,-2.789524837
2.805,-2.790519675
2.806,-2.791514512
2.807,-2.79250935
2.808,-2.793504188
2.809,-2.794499025
2.81,-2.795493863
2.811,-2.796488701
2.812,-2.797483538
2.813,-2.798478376
2.814,-2.799473214
2.815,-2.800468051
2.816,-2.801462889
2.817,-2.802457727
2.818,-2.803452564
2.819,-2.804447402
2.82,-2.80544224
2.821,-2.806437077
2.822,-2.807431915
2.823,-2.808426753
2.824,-2.80942159
2.825,-2.810416428
2.826,-2.811411266
2.827,-2.812406103
2.828,-2.813400941
2.829,-2.814395779
2.83,-2.815390616
2.831,-2.816385454
2.832,-2.817380292
2.833,-2.818375129
2.834,-2.819369967
2.835,-2.820364805
2.836,-2.821359642
2.837,-2.82235448
2.838,-2.823349318
2.839,-2.824344155
2.84,-2.825338993
2.841,-2.826333831
2.842,-2.827328668
2.843,-2.828323506
2.844,-2.829318344
2.845,-2.830313181
2.846,-2.831308019
2.847,-2.832302857
2.848,-2.833297695
2.849,-2.834292532
2.85,-2.83528737
2.851,-2.836282208
2.852,-2.837277045
2.853,-2.838271883
2.854,-2.839266721
2.855,-2.840261558
2.856,-2.841256396
2.857,-2.842251234
2.858,-2.843246071
2.859,-2.844240909
2.86,-2.845235747
2.861,-2.846230584
2.862,-2.847225422
2.863,-2.84822026
2.864,-2.849215097
2.865,-2.850209935
2.866,-2.851204773
2.867,-2.85219961
2.868,-2.853194448
2.869,-2.854189286
2.87,-2.855184123
2.871,-2.856178961
2.872,-2.857173799
2.873,-2.858168636
2.874,-2.859163474
2.875,-2.860158312
2.876,-2.861153149
2.877,-2.862147987
2.878,-2.863142825
2.879,-2.864137662
2.88,-2.8651325
2.881,-2.866127338
2.882,-2.867122175
2.883,-2.868117013
2.884,-2.869111851
2.885,-2.870106688
2.886,-2.871101526
2.887,-2.872096364
2.888,-2.873091201
2.889,-2.874086039
2.89,-2.875080877
2.891,-2.876075714
2.892,-2.877070552
2.893,-2.87806539
2.894,-2.879060228
2.895,-2.880055065
2.896,-2.881049903
2.897,-2.882044741
2.898,-2.883039578
2.899,-2.884034416
2.9,-2.885029254
2.901,-2.886024091
2.902,-2.887018929
2.903,-2.888013767
2.904,-2.889008604
2.905,-2.890003442
2.906,-2.89099828
2.907,-2.891993117
2.908,-2.892987955
2.909,-2.893982793
2.91,-2.89497763
2.911,-2.895972468
2.912,-2.896967306
2.913,-2.897962143
2.914,-2.898956981
2.915,-2.899951819
2.916,-2.900946656
2.917,-2.901941494
2.918,-2.902936332
2.919,-2.903931169
2.92,-2.904926007
2.921,-2.905920845
2.922,-2.906915682
2.923,-2.90791052
2.924,-2.908905358
2.925,-2.909900195
2.926,-2.910895033
2.927,-2.911889871
2.928,-2.912884708
2.929,-2.913879546
2.93,-2.914874384
2.931,-2.915869221
2.932,-2.916864059
2.933,-2.917858897
2.934,-2.918853734
2.935,-2.919848572
2.936,-2.92084341
2.937,-2.921838247
2.938,-2.922833085
2.939,-2.923827923
2.94,-2.92482276
2.941,-2.925817598
2.942,-2.926812436
2.943,-2.927807274
2.944,-2.928802111
2.945,-2.929796949
2.946,-2.930791787
2.947,-2.931786624
2.948,-2.932781462
2.949,-2.9337763
2.95,-2.934771137
2.951,-2.935765975
2.952,-2.936760813
2.953,-2.93775565
2.954,-2.938750488
2.955,-2.939745326
2.956,-2.940740163
2.957,-2.941735001
2.958,-2.942729839
2.959,-2.943724676
2.96,-2.944719514
2.961,-2.945714352
2.962,-2.946709189
2.963,-2.947704027
2.964,-2.948698865
2.965,-2.949693702
2.966,-2.95068854
2.967,-2.951683378
2.968,-2.952678215
2.969,-2.953673053
2.97,-2.954667891
2.971,-2.955662728
2.972,-2.956657566
2.973,-2.957652404
2.974,-2.958647241
2.975,-2.959642079
2.976,-2.960636917
2.977,-2.961631754
2.978,-2.962626592
2.979,-2.96362143
2.98,-2.964616267
2.981,-2.965611105
2.982,-2.966605943
2.983,-2.96760078
2.984,-2.968595618
2.985,-2.969590456
2.986,-2.970585293
2.987,-2.971580131
2.988,-2.972574969
2.989,-2.973569807
2.99,-2.974564644
2.991,-2.975559482
2.992,-2.97655432
2.993,-2.977549157
2.994,-2.978543995
2.995,-2.979538833
2.996,-2.98053367
2.997,-2.981528508
2.998,-2.982523346
2.999,-2.983518183
3,-2.984513021
3.001,-2.985507859
3.002,-2.986502696
3.003,-2.987497534
3.004,-2.988492372
3.005,-2.989487209
3.006,-2.990482047
3.007,-2.991476885
3.008,-2.992471722
3.009,-2.99346656
3.01,-2.994461398
3.011,-2.995456235
3.012,-2.996451073
3.013,-2.997445911
3.014,-2.998440748
3.015,-2.999435586
3.016,-3.000430424
3.017,-3.001425261
3.018,-3.002420099
3.019,-3.003414937
3.02,-3.004409774
3.021,-3.005404612
3.022,-3.00639945
3.023,-3.007394287
3.024,-3.008389125
3.025,-3.009383963
3.026,-3.0103788
3.027,-3.011373638
3.028,-3.012368476
3.029,-3.013363313
3.03,-3.014358151
3.031,-3.015352989
3.032,-3.016347826
3.033,-3.017342664
3.034,-3.018337502
3.035,-3.019332339
3.036,-3.020327177
3.037,-3.021322015
3.038,-3.022316853
3.039,-3.02331169
3.04,-3.024306528
3.041,-3.025301366
3.042,-3.026296203
3.043,-3.027291041
3.044,-3.028285879
3.045,-3.029280716
3.046,-3.030275554
3.047,-3.031270392
3.048,-3.032265229
3.049,-3.033260067
3.05,-3.034254905
3.051,-3.035249742
3.052,-3.03624458
3.053,-3.037239418
3.054,-3.038234255
3.055,-3.039229093
3.056,-3.040223931
3.057,-3.041218768
3.058,-3.042213606
3.059,-3.043208444
3.06,-3.044203281
3.061,-3.045198119
3.062,-3.046192957
3.063,-3.047187794
3.064,-3.048182632
3.065,-3.04917747
3.066,-3.050172307
3.067,-3.051167145
3.068,-3.052161983
3.069,-3.05315682
3.07,-3.054151658
3.071,-3.055146496
3.072,-3.056141333
3.073,-3.057136171
3.074,-3.058131009
3.075,-3.059125846
3.076,-3.060120684
3.077,-3.061115522
3.078,-3.062110359
3.079,-3.063105197
3.08,-3.064100035
3.081,-3.065094872
3.082,-3.06608971
3.083,-3.067084548
3.084,-3.068079385
3.085,-3.069074223
3.086,-3.070069061
3.087,-3.071063899
3.088,-3.072058736
3.089,-3.073053574
3.09,-3.074048412
3.091,-3.075043249
3.092,-3.076038087
3.093,-3.077032925
3.094,-3.078027762
3.095,-3.0790226
3.096,-3.080017438
3.097,-3.081012275
3.098,-3.082007113
3.099,-3.083001951
3.1,-3.083996788
3.101,-3.084991626
3.102,-3.085986464
3.103,-3.086981301
3.104,-3.087976139
3.105,-3.088970977
3.106,-3.089965814
3.107,-3.090960652
3.108,-3.09195549
3.109,-3.092950327
3.11,-3.093945165
3.111,-3.094940003
3.112,-3.09593484
3.113,-3.096929678
3.114,-3.097924516
3.115,-3.098919353
3.116,-3.099914191
3.117,-3.100909029
3.118,-3.101903866
3.119,-3.102898704
3.12,-3.103893542
3.121,-3.104888379
3.122,-3.105883217
3.123,-3.106878055
3.124,-3.107872892
3.125,-3.10886773
3.126,-3.109862568
3.127,-3.110857405
3.128,-3.111852243
3.129,-3.112847081
3.13,-3.113841918
3.131,-3.114836756
3.132,-3.115831594
3.133,-3.116826432
3.134,-3.117821269
3.135,-3.118816107
3.136,-3.119810945
3.137,-3.120805782
3.138,-3.12180062
3.139,-3.122795458
3.14,-3.123790295
3.141,-3.124785133
3.142,-3.125779971
3.143,-3.126774808
3.144,-3.127769646
3.145,-3.128764484
3.146,-3.129759321
3.147,-3.130754159
3.148,-3.131748997
3.149,-3.132743834
3.15,-3.133738672
3.151,-3.13473351
3.152,-3.135728347
3.153,-3.136723185
3.154,-3.137718023
3.155,-3.13871286
3.156,-3.139707698
3.157,-3.140702536
3.158,-3.141697373
3.159,-3.142692211
3.16,-3.143687049
3.161,-3.144681886
3.162,-3.145676724
3.163,-3.146671562
3.164,-3.147666399
3.165,-3.148661237
3.166,-3.149656075
3.167,-3.150650912
3.168,-3.15164575
3.169,-3.152640588
3.17,-3.153635425
3.171,-3.154630263
3.172,-3.155625101
3.173,-3.156619938
3.174,-3.157614776
3.175,-3.158609614
3.176,-3.159604451
3.177,-3.160599289
3.178,-3.161594127
3.179,-3.162588964
3.18,-3.163583802
3.181,-3.16457864
3.182,-3.165573478
3.183,-3.166568315
3.184,-3.167563153
3.185,-3.168557991
3.186,-3.169552828
3.187,-3.170547666
3.188,-3.171542504
3.189,-3.172537341
3.19,-3.173532179
3.191,-3.174527017
3.192,-3.175521854
3.193,-3.176516692
3.194,-3.17751153
3.195,-3.178506367
3.196,-3.179501205
3.197,-3.180496043
3.198,-3.18149088
3.199,-3.182485718
3.2,-3.183480556
3.201,-3.184475393
3.202,-3.185470231
3.203,-3.186465069
3.204,-3.187459906
3.205,-3.188454744
3.206,-3.189449582
3.207,-3.190444419
3.208,-3.191439257
3.209,-3.192434095
3.21,-3.193428932
3.211,-3.19442377
3.212,-3.195418608
3.213,-3.196413445
3.214,-3.197408283
3.215,-3.198403121
3.216,-3.199397958
3.217,-3.200392796
3.218,-3.201387634
3.219,-3.202382471
3.22,-3.203377309
3.221,-3.204372147
3.222,-3.205366984
3.223,-3.206361822
3.224,-3.20735666
3.225,-3.208351497
3.226,-3.209346335
3.227,-3.210341173
3.228,-3.21133601
3.229,-3.212330848
3.23,-3.213325686
3.231,-3.214320524
3.232,-3.215315361
3.233,-3.216310199
3.234,-3.217305037
3.235,-3.218299874
3.236,-3.219294712
3.237,-3.22028955
3.238,-3.221284387
3.239,-3.222279225
3.24,-3.223274063
3.241,-3.2242689
3.242,-3.225263738
3.243,-3.226258576
3.244,-3.227253413
3.245,-3.228248251
3.246,-3.229243089
3.247,-3.230237926
3.248,-3.231232764
3.249,-3.232227602
3.25,-3.233222439
3.251,-3.234217277
3.252,-3.235212115
3.253,-3.236206952
3.254,-3.23720179
3.255,-3.238196628
3.256,-3.239191465
3.257,-3.240186303
3.258,-3.241181141
3.259,-3.242175978
3.26,-3.243170816
3.261,-3.244165654
3.262,-3.245160491
3.263,-3.246155329
3.264,-3.247150167
3.265,-3.248145004
3.266,-3.249139842
3.267,-3.25013468
3.268,-3.251129517
3.269,-3.252124355
3.27,-3.253119193
3.271,-3.25411403
3.272,-3.255108868
3.273,-3.256103706
3.274,-3.257098543
3.275,-3.258093381
3.276,-3.259088219
3.277,-3.260083057
3.278,-3.261077894
3.279,-3.262072732
3.28,-3.26306757
3.281,-3.264062407
3.282,-3.265057245
3.283,-3.266052083
3.284,-3.26704692
3.285,-3.268041758
3.286,-3.269036596
3.287,-3.270031433
3.288,-3.271026271
3.289,-3.272021109
3.29,-3.273015946
3.291,-3.274010784
3.292,-3.275005622
3.293,-3.276000459
3.294,-3.276995297
3.295,-3.277990135
3.296,-3.278984972
3.297,-3.27997981
3.298,-3.280974648
3.299,-3.281969485
3.3,-3.282964323
3.301,-3.283959161
3.302,-3.284953998
3.303,-3.285948836
3.304,-3.286943674
3.305,-3.287938511
3.306,-3.288933349
3.307,-3.289928187
3.308,-3.290923024
3.309,-3.291917862
3.31,-3.2929127
3.311,-3.293907537
3.312,-3.294902375
3.313,-3.295897213
3.314,-3.29689205
3.315,-3.297886888
3.316,-3.298881726
3.317,-3.299876563
3.318,-3.300871401
3.319,-3.301866239
3.32,-3.302861076
3.321,-3.303855914
3.322,-3.304850752
3.323,-3.305845589
3.324,-3.306840427
3.325,-3.307835265
3.326,-3.308830103
3.327,-3.30982494
3.328,-3.310819778
3.329,-3.311814616
3.33,-3.312809453
3.331,-3.313804291
3.332,-3.314799129
3.333,-3.315793966
3.334,-3.316788804
3.335,-3.317783642
3.336,-3.318778479
3.337,-3.319773317
3.338,-3.320768155
3.339,-3.321762992
3.34,-3.32275783
3.341,-3.323752668
3.342,-3.324747505
3.343,-3.325742343
3.344,-3.326737181
3.345,-3.327732018
3.346,-3.328726856
3.347,-3.329721694
3.348,-3.330716531
3.349,-3.331711369
3.35,-3.332706207
3.351,-3.333701044
3.352,-3.334695882
3.353,-3.33569072
3.354,-3.336685557
3.355,-3.337680395
3.356,-3.338675233
3.357,-3.33967007
3.358,-3.340664908
3.359,-3.341659746
3.36,-3.342654583
3.361,-3.343649421
3.362,-3.344644259
3.363,-3.345639096
3.364,-3.346633934
3.365,-3.347628772
3.366,-3.348623609
3.367,-3.349618447
3.368,-3.350613285
3.369,-3.351608122
3.37,-3.35260296
3.371,-3.353597798
3.372,-3.354592636
3.373,-3.355587473
3.374,-3.356582311
3.375,-3.357577149
3.376,-3.358571986
3.377,-3.359566824
3.378,-3.360561662
3.379,-3.361556499
3.38,-3.362551337
3.381,-3.363546175
3.382,-3.364541012
3.383,-3.36553585
3.384,-3.366530688
3.385,-3.367525525
3.386,-3.368520363
3.387,-3.369515201
3.388,-3.370510038
3.389,-3.371504876
3.39,-3.372499714
3.391,-3.373494551
3.392,-3.374489389
3.393,-3.375484227
3.394,-3.376479064
3.395,-3.377473902
3.396,-3.37846874
3.397,-3.379463577
3.398,-3.380458415
3.399,-3.381453253
3.4,-3.38244809
3.401,-3.383442928
3.402,-3.384437766
3.403,-3.385432603
3.404,-3.386427441
3.405,-3.387422279
3.406,-3.388417116
3.407,-3.389411954
3.408,-3.390406792
3.409,-3.391401629
3.41,-3.392396467
3.411,-3.393391305
3.412,-3.394386142
3.413,-3.39538098
3.414,-3.396375818
3.415,-3.397370655
3.416,-3.398365493
3.417,-3.399360331
3.418,-3.400355168
3.419,-3.401350006
3.42,-3.402344844
3.421,-3.403339682
3.422,-3.404334519
3.423,-3.405329357
3.424,-3.406324195
3.425,-3.407319032
3.426,-3.40831387
3.427,-3.409308708
3.428,-3.410303545
3.429,-3.411298383
3.43,-3.412293221
3.431,-3.413288058
3.432,-3.414282896
3.433,-3.415277734
3.434,-3.416272571
3.435,-3.417267409
3.436,-3.418262247
3.437,-3.419257084
3.438,-3.420251922
3.439,-3.42124676
3.44,-3.422241597
3.441,-3.423236435
3.442,-3.424231273
3.443,-3.42522611
3.444,-3.426220948
3.445,-3.427215786
3.446,-3.428210623
3.447,-3.429205461
3.448,-3.430200299
3.449,-3.431195136
3.45,-3.432189974
3.451,-3.433184812
3.452,-3.434179649
3.453,-3.435174487
3.454,-3.436169325
3.455,-3.437164162
3.456,-3.438159
3.457,-3.439153838
3.458,-3.440148675
3.459,-3.441143513
3.46,-3.442138351
3.461,-3.443133188
3.462,-3.444128026
3.463,-3.445122864
3.464,-3.446117701
3.465,-3.447112539
3.466,-3.448107377
3.467,-3.449102214
3.468,-3.450097052
3.469,-3.45109189
3.47,-3.452086728
3.471,-3.453081565
3.472,-3.454076403
3.473,-3.455071241
3.474,-3.456066078
3.475,-3.457060916
3.476,-3.458055754
3.477,-3.459050591
3.478,-3.460045429
3.479,-3.461040267
3.48,-3.462035104
3.481,-3.463029942
3.482,-3.46402478
3.483,-3.465019617
3.484,-3.466014455
3.485,-3.467009293
3.486,-3.46800413
3.487,-3.468998968
3.488,-3.469993806
3.489,-3.470988643
3.49,-3.471983481
3.491,-3.472978319
3.492,-3.473973156
3.493,-3.474967994
3.494,-3.475962832
3.495,-3.476957669
3.496,-3.477952507
3.497,-3.478947345
3.498,-3.479942182
3.499,-3.48093702
3.5,-3.481931858
3.501,-3.482926695
3.502,-3.483921533
3.503,-3.484916371
3.504,-3.485911208
3.505,-3.486906046
3.506,-3.487900884
3.507,-3.488895721
3.508,-3.489890559
3.509,-3.490885397
3.51,-3.491880234
3.511,-3.492875072
3.512,-3.49386991
3.513,-3.494864747
3.514,-3.495859585
3.515,-3.496854423
3.516,-3.497849261
3.517,-3.498844098
3.518,-3.499838936
3.519,-3.500833774
3.52,-3.501828611
3.521,-3.502823449
3.522,-3.503818287
3.523,-3.504813124
3.524,-3.505807962
3.525,-3.5068028
3.526,-3.507797637
3.527,-3.508792475
3.528,-3.509787313
3.529,-3.51078215
3.53,-3.511776988
3.531,-3.512771826
3.532,-3.513766663
3.533,-3.514761501
3.534,-3.515756339
3.535,-3.516751176
3.536,-3.517746014
3.537,-3.518740852
3.538,-3.519735689
3.539,-3.520730527
3.54,-3.521725365
3.541,-3.522720202
3.542,-3.52371504
3.543,-3.524709878
3.544,-3.525704715
3.545,-3.526699553
3.546,-3.527694391
3.547,-3.528689228
3.548,-3.529684066
3.549,-3.530678904
3.55,-3.531673741
3.551,-3.532668579
3.552,-3.533663417
3.553,-3.534658254
3.554,-3.535653092
3.555,-3.53664793
3.556,-3.537642767
3.557,-3.538637605
3.558,-3.539632443
3.559,-3.54062728
3.56,-3.541622118
3.561,-3.542616956
3.562,-3.543611793
3.563,-3.544606631
3.564,-3.545601469
3.565,-3.546596307
3.566,-3.547591144
3.567,-3.548585982
3.568,-3.54958082
3.569,-3.550575657
3.57,-3.551570495
3.571,-3.552565333
3.572,-3.55356017
3.573,-3.554555008
3.574,-3.555549846
3.575,-3.556544683
3.576,-3.557539521
3.577,-3.558534359
3.578,-3.559529196
3.579,-3.560524034
3.58,-3.561518872
3.581,-3.562513709
3.582,-3.563508547
3.583,-3.564503385
3.584,-3.565498222
3.585,-3.56649306
3.586,-3.567487898
3.587,-3.568482735
3.588,-3.569477573
3.589,-3.570472411
3.59,-3.571467248
3.591,-3.572462086
3.592,-3.573456924
3.593,-3.574451761
3.594,-3.575446599
3.595,-3.576441437
3.596,-3.577436274
3.597,-3.578431112
3.598,-3.57942595
3.599,-3.580420787
3.6,-3.581415625
3.601,-3.582410463
3.602,-3.5834053
3.603,-3.584400138
3.604,-3.585394976
3.605,-3.586389813
3.606,-3.587384651
3.607,-3.588379489
3.608,-3.589374326
3.609,-3.590369164
3.61,-3.591364002
3.611,-3.59235884
3.612,-3.593353677
3.613,-3.594348515
3.614,-3.595343353
3.615,-3.59633819
3.616,-3.597333028
3.617,-3.598327866
3.618,-3.599322703
3.619,-3.600317541
3.62,-3.601312379
3.621,-3.602307216
3.622,-3.603302054
3.623,-3.604296892
3.624,-3.605291729
3.625,-3.606286567
3.626,-3.607281405
3.627,-3.608276242
3.628,-3.60927108
3.629,-3.610265918
3.63,-3.611260755
3.631,-3.612255593
3.632,-3.613250431
3.633,-3.614245268
3.634,-3.615240106
3.635,-3.616234944
3.636,-3.617229781
3.637,-3.618224619
3.638,-3.619219457
3.639,-3.620214294
3.64,-3.621209132
3.641,-3.62220397
3.642,-3.623198807
3.643,-3.624193645
3.644,-3.625188483
3.645,-3.62618332
3.646,-3.627178158
3.647,-3.628172996
3.648,-3.629167833
3.649,-3.630162671
3.65,-3.631157509
3.651,-3.632152346
3.652,-3.633147184
3.653,-3.634142022
3.654,-3.635136859
3.655,-3.636131697
3.656,-3.637126535
3.657,-3.638121372
3.658,-3.63911621
3.659,-3.640111048
3.66,-3.641105886
3.661,-3.642100723
3.662,-3.643095561
3.663,-3.644090399
3.664,-3.645085236
3.665,-3.646080074
3.666,-3.647074912
3.667,-3.648069749
3.668,-3.649064587
3.669,-3.650059425
3.67,-3.651054262
3.671,-3.6520491
3.672,-3.653043938
3.673,-3.654038775
3.674,-3.655033613
3.675,-3.656028451
3.676,-3.657023288
3.677,-3.658018126
3.678,-3.659012964
3.679,-3.660007801
3.68,-3.661002639
3.681,-3.661997477
3.682,-3.662992314
3.683,-3.663987152
3.684,-3.66498199
3.685,-3.665976827
