"Time","FMU1:outputs[1]","FMU1:outputs[2]","FMU1:outputs[3]","FMU1:outputs[4]"
0,10,0,0,0
0.01,9.9155813574873974,0.099997836760536113,0,0
0.02,9.8608108944612383,0.19998088338392522,0,0
0.029999999999999999,9.8312786767065301,0.29993335138806521,0,0
0.040000000000000001,9.8201072631355082,0.39983945711957247,0,0
0.050000000000000003,9.8186264601607949,0.49968342424620388,0,0
0.059999999999999998,9.8172235624585742,0.59944948624812189,0,0
0.070000000000000007,9.8062858523884415,0.69912188890761162,0,0
0.080000000000000002,9.7771430994166142,0.79868489279685395,0,0
0.089999999999999997,9.7229178008890429,0.89812277576336386,0,0
0.10000000000000001,9.6391999364206811,0.99741983541270052,0,0
0.11,9.5244801859973904,1.0965603915880571,0,0
0.12,9.3802992051418812,1.1955287888463395,0,0
0.13,9.2110983448084465,1.2943093989303434,0,0
0.14000000000000001,9.0237864283416691,1.3928866232366344,0,0
0.14999999999999999,8.8270649921476316,1.4912448952787511,0,0
0.16,8.6305780399813514,1.5893686831453337,0,0
0.17000000000000001,8.4439695385845361,1.6872424919527909,0,0
0.17999999999999999,8.2759409133277924,1.7848508662921221,0,0
0.19,8.1334008025114706,1.8821783926695077,0,0
0.20000000000000001,8.0207902980597261,1.9792097019402757,0,0
0.20999999999999999,7.9396497225120655,2.0759294717358694,0,0
0.22,7.8884693489617348,2.1723224288834277,0,0
0.23000000000000001,7.8628386762769988,2.2683733518175937,0,0
0.23999999999999999,7.8558796472708989,2.3640670729841786,0,0
0.25,7.8589214031717018,2.459388481235294,0,0
0.26000000000000001,7.8623505244911174,2.5543225242155758,0,0
0.27000000000000002,7.8565535305569236,2.6488542107391266,0,0
0.28000000000000003,7.8328593790566661,2.7429686131567999,0,0
0.28999999999999998,7.7843897069389598,2.8366508697134427,0,0
0.29999999999999999,7.7067335849386316,2.9298861868947479,0,0
0.31,7.5983807358221327,3.0226598417633133,0,0
0.32000000000000001,7.4608708097046481,3.1149571842835688,0,0
0.33000000000000002,7.2986441041036008,3.2067636396351857,0,0
0.34000000000000002,7.1186083410636902,3.2980647105146104,0,0
0.35000000000000003,6.9294639080020284,3.3888459794243544,0,0
0.35999999999999999,6.7408536121769993,3.4790931109496874,0,0
0.37,6.562420176514963,3.5687918540223644,0,0
0.38,6.4028637354488787,3.6579280441710331,0,0
0.39000000000000001,6.2690915894230059,3.7464876057579688,0,0
