"time","dFFREG.dataOut[1]","dFFREG.dataOut[2]"
0.001,1,1
0.004,1,1
0.007,1,1
0.01,1,1
0.013,1,1
0.016,1,1
0.019,1,1
0.022,1,1
0.025,1,1
0.028,1,1
0.031,1,1
0.034,1,1
0.037,1,1
0.04,1,1
0.043,1,1
0.046,1,1
0.049,1,1
0.052,1,1
0.055,1,1
0.058,1,1
0.061,1,1
0.065,1,1
0.068,1,1
0.071,1,1
0.074,1,1
0.077,1,1
0.08,1,1
0.083,1,1
0.086,1,1
0.089,1,1
0.092,1,1
0.095,1,1
0.098,1,1
0.101,1,1
0.104,1,1
0.107,1,1
0.11,1,1
0.113,1,1
0.116,1,1
0.119,1,1
0.122,1,1
0.126,1,1
0.129,1,1
0.132,1,1
0.135,1,1
0.138,1,1
0.141,1,1
0.144,1,1
0.147,1,1
0.15,1,1
0.153,1,1
0.156,1,1
0.159,1,1
0.162,1,1
0.165,1,1
0.168,1,1
0.171,1,1
0.174,1,1
0.177,1,1
0.18,1,1
0.183,1,1
0.186,1,1
0.189,1,1
0.192,1,1
0.195,1,1
0.198,1,1
0.201,1,1
0.204,1,1
0.207,1,1
0.21,1,1
0.213,1,1
0.216,1,1
0.219,1,1
0.222,1,1
0.225,1,1
0.228,1,1
0.231,1,1
0.234,1,1
0.237,1,1
0.24,1,1
0.243,1,1
0.246,1,1
0.249,1,1
0.253,1,1
0.256,1,1
0.259,1,1
0.262,1,1
0.265,1,1
0.268,1,1
0.271,1,1
0.274,1,1
0.277,1,1
0.28,1,1
0.283,1,1
0.286,1,1
0.289,1,1
0.292,1,1
0.295,1,1
0.298,1,1
0.301,1,1
0.304,1,1
0.307,1,1
0.31,1,1
0.313,1,1
0.316,1,1
0.319,1,1
0.322,1,1
0.325,1,1
0.328,1,1
0.331,1,1
0.334,1,1
0.337,1,1
0.34,1,1
0.343,1,1
0.346,1,1
0.349,1,1
0.352,1,1
0.355,1,1
0.358,1,1
0.361,1,1
0.364,1,1
0.367,1,1
0.37,1,1
0.373,1,1
0.376,1,1
0.379,1,1
0.382,1,1
0.385,1,1
0.388,1,1
0.391,1,1
0.394,1,1
0.397,1,1
0.4,1,1
0.403,1,1
0.406,1,1
0.409,1,1
0.412,1,1
0.415,1,1
0.418,1,1
0.421,1,1
0.424,1,1
0.427,1,1
0.43,1,1
0.433,1,1
0.436,1,1
0.439,1,1
0.442,1,1
0.445,1,1
0.448,1,1
0.451,1,1
0.454,1,1
0.457,1,1
0.46,1,1
0.463,1,1
0.466,1,1
0.469,1,1
0.472,1,1
0.475,1,1
0.478,1,1
0.481,1,1
0.484,1,1
0.487,1,1
0.49,1,1
0.493,1,1
0.496,1,1
0.499,1,1
0.503,1,1
0.506,1,1
0.509,1,1
0.512,1,1
0.515,1,1
0.518,1,1
0.521,1,1
0.524,1,1
0.527,1,1
0.53,1,1
0.533,1,1
0.536,1,1
0.539,1,1
0.542,1,1
0.545,1,1
0.548,1,1
0.551,1,1
0.554,1,1
0.557,1,1
0.56,1,1
0.563,1,1
0.566,1,1
0.569,1,1
0.572,1,1
0.575,1,1
0.578,1,1
0.581,1,1
0.584,1,1
0.587,1,1
0.59,1,1
0.593,1,1
0.596,1,1
0.599,1,1
0.602,1,1
0.605,1,1
0.608,1,1
0.611,1,1
0.614,1,1
0.617,1,1
0.62,1,1
0.623,1,1
0.626,1,1
0.629,1,1
0.632,1,1
0.635,1,1
0.638,1,1
0.641,1,1
0.644,1,1
0.647,1,1
0.65,1,1
0.653,1,1
0.656,1,1
0.659,1,1
0.662,1,1
0.665,1,1
0.668,1,1
0.671,1,1
0.674,1,1
0.677,1,1
0.68,1,1
0.683,1,1
0.686,1,1
0.689,1,1
0.692,1,1
0.695,1,1
0.698,1,1
0.701,1,1
0.704,1,1
0.707,1,1
0.71,1,1
0.713,1,1
0.716,1,1
0.719,1,1
0.722,1,1
0.725,1,1
0.728,1,1
0.731,1,1
0.734,1,1
0.737,1,1
0.74,1,1
0.743,1,1
0.746,1,1
0.749,1,1
0.752,1,1
0.755,1,1
0.758,1,1
0.761,1,1
0.764,1,1
0.767,1,1
0.77,1,1
0.773,1,1
0.776,1,1
0.779,1,1
0.782,1,1
0.785,1,1
0.788,1,1
0.791,1,1
0.794,1,1
0.797,1,1
0.8,1,1
0.803,1,1
0.806,1,1
0.809,1,1
0.812,1,1
0.815,1,1
0.818,1,1
0.821,1,1
0.824,1,1
0.827,1,1
0.83,1,1
0.833,1,1
0.836,1,1
0.839,1,1
0.842,1,1
0.845,1,1
0.848,1,1
0.851,1,1
0.854,1,1
0.857,1,1
0.86,1,1
0.863,1,1
0.866,1,1
0.869,1,1
0.872,1,1
0.875,1,1
0.878,1,1
0.881,1,1
0.884,1,1
0.887,1,1
0.89,1,1
0.893,1,1
0.896,1,1
0.899,1,1
0.902,1,1
0.905,1,1
0.908,1,1
0.911,1,1
0.914,1,1
0.917,1,1
0.92,1,1
0.923,1,1
0.926,1,1
0.929,1,1
0.932,1,1
0.935,1,1
0.938,1,1
0.941,1,1
0.944,1,1
0.947,1,1
0.95,1,1
0.953,1,1
0.956,1,1
0.959,1,1
0.962,1,1
0.965,1,1
0.968,1,1
0.971,1,1
0.974,1,1
0.977,1,1
0.98,1,1
0.983,1,1
0.986,1,1
0.989,1,1
0.992,1,1
0.995,1,1
0.998,1,1
1.002,1,1
1.006,1,1
1.01,1,1
1.014,1,1
1.018,1,1
1.022,1,1
1.026,1,1
1.03,1,1
1.034,1,1
1.038,1,1
1.042,1,1
1.046,1,1
1.05,1,1
1.054,1,1
1.058,1,1
1.062,1,1
1.066,1,1
1.07,1,1
1.074,1,1
1.078,1,1
1.082,1,1
1.086,1,1
1.09,1,1
1.094,1,1
1.098,1,1
1.102,1,1
1.106,1,1
1.11,1,1
1.114,1,1
1.118,1,1
1.122,1,1
1.126,1,1
1.13,1,1
1.134,1,1
1.138,1,1
1.142,1,1
1.146,1,1
1.15,1,1
1.154,1,1
1.158,1,1
1.162,1,1
1.166,1,1
1.17,1,1
1.174,1,1
1.178,1,1
1.182,1,1
1.186,1,1
1.19,1,1
1.194,1,1
1.198,1,1
1.202,1,1
1.206,1,1
1.21,1,1
1.214,1,1
1.218,1,1
1.222,1,1
1.226,1,1
1.23,1,1
1.234,1,1
1.238,1,1
1.242,1,1
1.246,1,1
1.25,1,1
1.254,1,1
1.258,1,1
1.262,1,1
1.266,1,1
1.27,1,1
1.274,1,1
1.278,1,1
1.282,1,1
1.286,1,1
1.29,1,1
1.294,1,1
1.298,1,1
1.302,1,1
1.306,1,1
1.31,1,1
1.314,1,1
1.318,1,1
1.322,1,1
1.326,1,1
1.33,1,1
1.334,1,1
1.338,1,1
1.342,1,1
1.346,1,1
1.35,1,1
1.354,1,1
1.358,1,1
1.362,1,1
1.366,1,1
1.37,1,1
1.374,1,1
1.378,1,1
1.382,1,1
1.386,1,1
1.39,1,1
1.394,1,1
1.398,1,1
1.402,1,1
1.406,1,1
1.41,1,1
1.414,1,1
1.418,1,1
1.422,1,1
1.426,1,1
1.43,1,1
1.434,1,1
1.438,1,1
1.442,1,1
1.446,1,1
1.45,1,1
1.454,1,1
1.458,1,1
1.462,1,1
1.466,1,1
1.47,1,1
1.474,1,1
1.478,1,1
1.482,1,1
1.486,1,1
1.49,1,1
1.494,1,1
1.498,1,1
1.5,1,1
