Time,circle_SWC_fmu.Circle_SWC_output_Coords_x,circle_SWC_fmu.Circle_SWC_output_Coords_y,circle_SWC_fmu.fmi_loggingOn,circle_SWC_fmu.fmi_pullInputsForInitialization,circle_SWC_fmu.fmi_StartTime,circle_SWC_fmu.fmi_StopTime,circle_SWC_fmu.fmi_NumberOfSteps,circle_SWC_fmu.fmi_CommunicationStepSize,circle_SWC_fmu.stepSizeScaleFactor,circle_SWC_fmu.fmi_forceShutDownAtStopTime
3.09,0.86,-0.5,0,1,0,1,500,0.002,1,0
3.092,0.86,-0.5,0,1,0,1,500,0.002,1,0
3.094,0.86,-0.5,0,1,0,1,500,0.002,1,0
3.096,0.91,-0.41,0,1,0,1,500,0.002,1,0
3.098,0.91,-0.41,0,1,0,1,500,0.002,1,0
3.1,0.91,-0.41,0,1,0,1,500,0.002,1,0
3.102,0.91,-0.41,0,1,0,1,500,0.002,1,0
3.104,0.91,-0.41,0,1,0,1,500,0.002,1,0
3.106,0.91,-0.41,0,1,0,1,500,0.002,1,0
3.106,0.95,-0.32,0,1,0,1,500,0.002,1,0
3.108,0.95,-0.32,0,1,0,1,500,0.002,1,0
3.11,0.95,-0.32,0,1,0,1,500,0.002,1,0
3.112,0.95,-0.32,0,1,0,1,500,0.002,1,0
3.114,0.95,-0.32,0,1,0,1,500,0.002,1,0
3.116,0.95,-0.32,0,1,0,1,500,0.002,1,0
3.116,0.97,-0.22,0,1,0,1,500,0.002,1,0
3.118,0.97,-0.22,0,1,0,1,500,0.002,1,0
3.12,0.97,-0.22,0,1,0,1,500,0.002,1,0
3.122,0.97,-0.22,0,1,0,1,500,0.002,1,0
3.124,0.97,-0.22,0,1,0,1,500,0.002,1,0
3.126,0.97,-0.22,0,1,0,1,500,0.002,1,0
3.126,0.99,-0.12,0,1,0,1,500,0.002,1,0
3.128,0.99,-0.12,0,1,0,1,500,0.002,1,0
3.13,0.99,-0.12,0,1,0,1,500,0.002,1,0
3.132,0.99,-0.12,0,1,0,1,500,0.002,1,0
3.134,0.99,-0.12,0,1,0,1,500,0.002,1,0
3.136,0.99,-0.02,0,1,0,1,500,0.002,1,0
3.138,0.99,-0.02,0,1,0,1,500,0.002,1,0
3.14,0.99,-0.02,0,1,0,1,500,0.002,1,0
3.142,0.99,-0.02,0,1,0,1,500,0.002,1,0
3.144,0.99,-0.02,0,1,0,1,500,0.002,1,0
3.146,0.99,-0.02,0,1,0,1,500,0.002,1,0
3.146,0.99,0.08,0,1,0,1,500,0.002,1,0
3.148,0.99,0.08,0,1,0,1,500,0.002,1,0
3.15,0.99,0.08,0,1,0,1,500,0.002,1,0
3.152,0.99,0.08,0,1,0,1,500,0.002,1,0
3.154,0.99,0.08,0,1,0,1,500,0.002,1,0
3.156,0.99,0.08,0,1,0,1,500,0.002,1,0
3.156,0.98,0.18,0,1,0,1,500,0.002,1,0
3.158,0.98,0.18,0,1,0,1,500,0.002,1,0
3.16,0.98,0.18,0,1,0,1,500,0.002,1,0
3.162,0.98,0.18,0,1,0,1,500,0.002,1,0
3.164,0.98,0.18,0,1,0,1,500,0.002,1,0
3.166,0.98,0.18,0,1,0,1,500,0.002,1,0
3.166,0.95,0.28,0,1,0,1,500,0.002,1,0
3.168,0.95,0.28,0,1,0,1,500,0.002,1,0
3.17,0.95,0.28,0,1,0,1,500,0.002,1,0
3.172,0.95,0.28,0,1,0,1,500,0.002,1,0
3.174,0.95,0.28,0,1,0,1,500,0.002,1,0
3.176,0.92,0.37,0,1,0,1,500,0.002,1,0
3.178,0.92,0.37,0,1,0,1,500,0.002,1,0
3.18,0.92,0.37,0,1,0,1,500,0.002,1,0
3.182,0.92,0.37,0,1,0,1,500,0.002,1,0
3.184,0.92,0.37,0,1,0,1,500,0.002,1,0
3.186,0.92,0.37,0,1,0,1,500,0.002,1,0
3.186,0.88,0.46,0,1,0,1,500,0.002,1,0
3.188,0.88,0.46,0,1,0,1,500,0.002,1,0
3.19,0.88,0.46,0,1,0,1,500,0.002,1,0
3.192,0.88,0.46,0,1,0,1,500,0.002,1,0
3.194,0.88,0.46,0,1,0,1,500,0.002,1,0
3.196,0.88,0.46,0,1,0,1,500,0.002,1,0
3.196,0.83,0.55,0,1,0,1,500,0.002,1,0
3.198,0.83,0.55,0,1,0,1,500,0.002,1,0
3.2,0.83,0.55,0,1,0,1,500,0.002,1,0
3.202,0.83,0.55,0,1,0,1,500,0.002,1,0
3.204,0.83,0.55,0,1,0,1,500,0.002,1,0
3.206,0.83,0.55,0,1,0,1,500,0.002,1,0
3.206,0.77,0.63,0,1,0,1,500,0.002,1,0
3.208,0.77,0.63,0,1,0,1,500,0.002,1,0
3.21,0.77,0.63,0,1,0,1,500,0.002,1,0
3.212,0.77,0.63,0,1,0,1,500,0.002,1,0
3.214,0.77,0.63,0,1,0,1,500,0.002,1,0
3.216,0.7,0.7,0,1,0,1,500,0.002,1,0
3.218,0.7,0.7,0,1,0,1,500,0.002,1,0
3.22,0.7,0.7,0,1,0,1,500,0.002,1,0
3.222,0.7,0.7,0,1,0,1,500,0.002,1,0
3.224,0.7,0.7,0,1,0,1,500,0.002,1,0
3.226,0.7,0.7,0,1,0,1,500,0.002,1,0
3.226,0.63,0.77,0,1,0,1,500,0.002,1,0
3.228,0.63,0.77,0,1,0,1,500,0.002,1,0
3.23,0.63,0.77,0,1,0,1,500,0.002,1,0
3.232,0.63,0.77,0,1,0,1,500,0.002,1,0
3.234,0.63,0.77,0,1,0,1,500,0.002,1,0
3.236,0.63,0.77,0,1,0,1,500,0.002,1,0
3.236,0.55,0.83,0,1,0,1,500,0.002,1,0
3.238,0.55,0.83,0,1,0,1,500,0.002,1,0
3.24,0.55,0.83,0,1,0,1,500,0.002,1,0
3.242,0.55,0.83,0,1,0,1,500,0.002,1,0
3.244,0.55,0.83,0,1,0,1,500,0.002,1,0
3.246,0.55,0.83,0,1,0,1,500,0.002,1,0
3.246,0.46,0.88,0,1,0,1,500,0.002,1,0
3.248,0.46,0.88,0,1,0,1,500,0.002,1,0
3.25,0.46,0.88,0,1,0,1,500,0.002,1,0
3.252,0.46,0.88,0,1,0,1,500,0.002,1,0
3.254,0.46,0.88,0,1,0,1,500,0.002,1,0
3.256,0.37,0.92,0,1,0,1,500,0.002,1,0
3.258,0.37,0.92,0,1,0,1,500,0.002,1,0
3.26,0.37,0.92,0,1,0,1,500,0.002,1,0
3.262,0.37,0.92,0,1,0,1,500,0.002,1,0
3.264,0.37,0.92,0,1,0,1,500,0.002,1,0
3.266,0.37,0.92,0,1,0,1,500,0.002,1,0
3.266,0.28,0.95,0,1,0,1,500,0.002,1,0
3.268,0.28,0.95,0,1,0,1,500,0.002,1,0
3.27,0.28,0.95,0,1,0,1,500,0.002,1,0
3.272,0.28,0.95,0,1,0,1,500,0.002,1,0
3.274,0.28,0.95,0,1,0,1,500,0.002,1,0
3.276,0.28,0.95,0,1,0,1,500,0.002,1,0
3.276,0.18,0.98,0,1,0,1,500,0.002,1,0
3.278,0.18,0.98,0,1,0,1,500,0.002,1,0
3.28,0.18,0.98,0,1,0,1,500,0.002,1,0
3.282,0.18,0.98,0,1,0,1,500,0.002,1,0
3.284,0.18,0.98,0,1,0,1,500,0.002,1,0
3.286,0.18,0.98,0,1,0,1,500,0.002,1,0
3.286,0.08,0.99,0,1,0,1,500,0.002,1,0
3.288,0.08,0.99,0,1,0,1,500,0.002,1,0
3.29,0.08,0.99,0,1,0,1,500,0.002,1,0
3.292,0.08,0.99,0,1,0,1,500,0.002,1,0
3.294,0.08,0.99,0,1,0,1,500,0.002,1,0
3.296,-0.02,0.99,0,1,0,1,500,0.002,1,0
3.298,-0.02,0.99,0,1,0,1,500,0.002,1,0
3.3,-0.02,0.99,0,1,0,1,500,0.002,1,0
3.302,-0.02,0.99,0,1,0,1,500,0.002,1,0
3.304,-0.02,0.99,0,1,0,1,500,0.002,1,0
3.306,-0.02,0.99,0,1,0,1,500,0.002,1,0
3.306,-0.12,0.99,0,1,0,1,500,0.002,1,0
3.308,-0.12,0.99,0,1,0,1,500,0.002,1,0
3.31,-0.12,0.99,0,1,0,1,500,0.002,1,0
3.312,-0.12,0.99,0,1,0,1,500,0.002,1,0
3.314,-0.12,0.99,0,1,0,1,500,0.002,1,0
3.316,-0.12,0.99,0,1,0,1,500,0.002,1,0
3.316,-0.22,0.97,0,1,0,1,500,0.002,1,0
3.318,-0.22,0.97,0,1,0,1,500,0.002,1,0
3.32,-0.22,0.97,0,1,0,1,500,0.002,1,0
3.322,-0.22,0.97,0,1,0,1,500,0.002,1,0
3.324,-0.22,0.97,0,1,0,1,500,0.002,1,0
3.326,-0.22,0.97,0,1,0,1,500,0.002,1,0
3.326,-0.31,0.95,0,1,0,1,500,0.002,1,0
3.328,-0.31,0.95,0,1,0,1,500,0.002,1,0
3.33,-0.31,0.95,0,1,0,1,500,0.002,1,0
3.332,-0.31,0.95,0,1,0,1,500,0.002,1,0
3.334,-0.31,0.95,0,1,0,1,500,0.002,1,0
3.336,-0.41,0.91,0,1,0,1,500,0.002,1,0
3.338,-0.41,0.91,0,1,0,1,500,0.002,1,0
3.34,-0.41,0.91,0,1,0,1,500,0.002,1,0
3.342,-0.41,0.91,0,1,0,1,500,0.002,1,0
3.344,-0.41,0.91,0,1,0,1,500,0.002,1,0
3.346,-0.41,0.91,0,1,0,1,500,0.002,1,0
3.346,-0.5,0.87,0,1,0,1,500,0.002,1,0
3.348,-0.5,0.87,0,1,0,1,500,0.002,1,0
3.35,-0.5,0.87,0,1,0,1,500,0.002,1,0
3.352,-0.5,0.87,0,1,0,1,500,0.002,1,0
3.354,-0.5,0.87,0,1,0,1,500,0.002,1,0
3.356,-0.5,0.87,0,1,0,1,500,0.002,1,0
3.356,-0.58,0.81,0,1,0,1,500,0.002,1,0
3.358,-0.58,0.81,0,1,0,1,500,0.002,1,0
3.36,-0.58,0.81,0,1,0,1,500,0.002,1,0
3.362,-0.58,0.81,0,1,0,1,500,0.002,1,0
3.364,-0.58,0.81,0,1,0,1,500,0.002,1,0
3.366,-0.58,0.81,0,1,0,1,500,0.002,1,0
3.366,-0.66,0.75,0,1,0,1,500,0.002,1,0
3.368,-0.66,0.75,0,1,0,1,500,0.002,1,0
3.37,-0.66,0.75,0,1,0,1,500,0.002,1,0
3.372,-0.66,0.75,0,1,0,1,500,0.002,1,0
3.374,-0.66,0.75,0,1,0,1,500,0.002,1,0
3.376,-0.73,0.68,0,1,0,1,500,0.002,1,0
3.378,-0.73,0.68,0,1,0,1,500,0.002,1,0
3.38,-0.73,0.68,0,1,0,1,500,0.002,1,0
3.382,-0.73,0.68,0,1,0,1,500,0.002,1,0
3.384,-0.73,0.68,0,1,0,1,500,0.002,1,0
3.386,-0.73,0.68,0,1,0,1,500,0.002,1,0
3.386,-0.8,0.61,0,1,0,1,500,0.002,1,0
3.388,-0.8,0.61,0,1,0,1,500,0.002,1,0
3.39,-0.8,0.61,0,1,0,1,500,0.002,1,0
3.392,-0.8,0.61,0,1,0,1,500,0.002,1,0
3.394,-0.8,0.61,0,1,0,1,500,0.002,1,0
3.396,-0.8,0.61,0,1,0,1,500,0.002,1,0
3.396,-0.85,0.52,0,1,0,1,500,0.002,1,0
3.398,-0.85,0.52,0,1,0,1,500,0.002,1,0
3.4,-0.85,0.52,0,1,0,1,500,0.002,1,0
3.402,-0.85,0.52,0,1,0,1,500,0.002,1,0
3.404,-0.85,0.52,0,1,0,1,500,0.002,1,0
3.406,-0.85,0.52,0,1,0,1,500,0.002,1,0
3.406,-0.9,0.44,0,1,0,1,500,0.002,1,0
3.408,-0.9,0.44,0,1,0,1,500,0.002,1,0
3.41,-0.9,0.44,0,1,0,1,500,0.002,1,0
3.412,-0.9,0.44,0,1,0,1,500,0.002,1,0
3.414,-0.9,0.44,0,1,0,1,500,0.002,1,0
3.416,-0.94,0.34,0,1,0,1,500,0.002,1,0
3.418,-0.94,0.34,0,1,0,1,500,0.002,1,0
3.42,-0.94,0.34,0,1,0,1,500,0.002,1,0
3.422,-0.94,0.34,0,1,0,1,500,0.002,1,0
3.424,-0.94,0.34,0,1,0,1,500,0.002,1,0
3.426,-0.94,0.34,0,1,0,1,500,0.002,1,0
3.426,-0.97,0.25,0,1,0,1,500,0.002,1,0
3.428,-0.97,0.25,0,1,0,1,500,0.002,1,0
3.43,-0.97,0.25,0,1,0,1,500,0.002,1,0
3.432,-0.97,0.25,0,1,0,1,500,0.002,1,0
3.434,-0.97,0.25,0,1,0,1,500,0.002,1,0
3.436,-0.97,0.25,0,1,0,1,500,0.002,1,0
3.436,-0.99,0.15,0,1,0,1,500,0.002,1,0
3.438,-0.99,0.15,0,1,0,1,500,0.002,1,0
3.44,-0.99,0.15,0,1,0,1,500,0.002,1,0
3.442,-0.99,0.15,0,1,0,1,500,0.002,1,0
3.444,-0.99,0.15,0,1,0,1,500,0.002,1,0
3.446,-0.99,0.15,0,1,0,1,500,0.002,1,0
3.446,-1,0.05,0,1,0,1,500,0.002,1,0
3.448,-1,0.05,0,1,0,1,500,0.002,1,0
3.45,-1,0.05,0,1,0,1,500,0.002,1,0
3.452,-1,0.05,0,1,0,1,500,0.002,1,0
3.454,-1,0.05,0,1,0,1,500,0.002,1,0
3.456,-1,-0.05,0,1,0,1,500,0.002,1,0
3.458,-1,-0.05,0,1,0,1,500,0.002,1,0
3.46,-1,-0.05,0,1,0,1,500,0.002,1,0
3.462,-1,-0.05,0,1,0,1,500,0.002,1,0
3.464,-1,-0.05,0,1,0,1,500,0.002,1,0
3.466,-1,-0.05,0,1,0,1,500,0.002,1,0
3.466,-0.99,-0.15,0,1,0,1,500,0.002,1,0
3.468,-0.99,-0.15,0,1,0,1,500,0.002,1,0
3.47,-0.99,-0.15,0,1,0,1,500,0.002,1,0
3.472,-0.99,-0.15,0,1,0,1,500,0.002,1,0
3.474,-0.99,-0.15,0,1,0,1,500,0.002,1,0
3.476,-0.99,-0.15,0,1,0,1,500,0.002,1,0
3.476,-0.98,-0.25,0,1,0,1,500,0.002,1,0
3.478,-0.98,-0.25,0,1,0,1,500,0.002,1,0
3.48,-0.98,-0.25,0,1,0,1,500,0.002,1,0
3.482,-0.98,-0.25,0,1,0,1,500,0.002,1,0
3.484,-0.98,-0.25,0,1,0,1,500,0.002,1,0
3.486,-0.98,-0.25,0,1,0,1,500,0.002,1,0
3.486,-0.95,-0.34,0,1,0,1,500,0.002,1,0
3.488,-0.95,-0.34,0,1,0,1,500,0.002,1,0
3.49,-0.95,-0.34,0,1,0,1,500,0.002,1,0
3.492,-0.95,-0.34,0,1,0,1,500,0.002,1,0
3.494,-0.95,-0.34,0,1,0,1,500,0.002,1,0
3.496,-0.91,-0.43,0,1,0,1,500,0.002,1,0
3.498,-0.91,-0.43,0,1,0,1,500,0.002,1,0
3.5,-0.91,-0.43,0,1,0,1,500,0.002,1,0
3.502,-0.91,-0.43,0,1,0,1,500,0.002,1,0
3.504,-0.91,-0.43,0,1,0,1,500,0.002,1,0
3.506,-0.91,-0.43,0,1,0,1,500,0.002,1,0
3.506,-0.86,-0.52,0,1,0,1,500,0.002,1,0
3.508,-0.86,-0.52,0,1,0,1,500,0.002,1,0
3.51,-0.86,-0.52,0,1,0,1,500,0.002,1,0
3.512,-0.86,-0.52,0,1,0,1,500,0.002,1,0
3.514,-0.86,-0.52,0,1,0,1,500,0.002,1,0
3.516,-0.86,-0.52,0,1,0,1,500,0.002,1,0
3.516,-0.81,-0.6,0,1,0,1,500,0.002,1,0
3.518,-0.81,-0.6,0,1,0,1,500,0.002,1,0
3.52,-0.81,-0.6,0,1,0,1,500,0.002,1,0
3.522,-0.81,-0.6,0,1,0,1,500,0.002,1,0
3.524,-0.81,-0.6,0,1,0,1,500,0.002,1,0
3.526,-0.81,-0.6,0,1,0,1,500,0.002,1,0
3.526,-0.74,-0.68,0,1,0,1,500,0.002,1,0
3.528,-0.74,-0.68,0,1,0,1,500,0.002,1,0
3.53,-0.74,-0.68,0,1,0,1,500,0.002,1,0
3.532,-0.74,-0.68,0,1,0,1,500,0.002,1,0
3.534,-0.74,-0.68,0,1,0,1,500,0.002,1,0
3.536,-0.67,-0.75,0,1,0,1,500,0.002,1,0
3.538,-0.67,-0.75,0,1,0,1,500,0.002,1,0
3.54,-0.67,-0.75,0,1,0,1,500,0.002,1,0
3.542,-0.67,-0.75,0,1,0,1,500,0.002,1,0
3.544,-0.67,-0.75,0,1,0,1,500,0.002,1,0
3.546,-0.67,-0.75,0,1,0,1,500,0.002,1,0
3.546,-0.59,-0.81,0,1,0,1,500,0.002,1,0
3.548,-0.59,-0.81,0,1,0,1,500,0.002,1,0
3.55,-0.59,-0.81,0,1,0,1,500,0.002,1,0
3.552,-0.59,-0.81,0,1,0,1,500,0.002,1,0
3.554,-0.59,-0.81,0,1,0,1,500,0.002,1,0
3.556,-0.59,-0.81,0,1,0,1,500,0.002,1,0
3.556,-0.51,-0.87,0,1,0,1,500,0.002,1,0
3.558,-0.51,-0.87,0,1,0,1,500,0.002,1,0
3.56,-0.51,-0.87,0,1,0,1,500,0.002,1,0
3.562,-0.51,-0.87,0,1,0,1,500,0.002,1,0
3.564,-0.51,-0.87,0,1,0,1,500,0.002,1,0
3.566,-0.51,-0.87,0,1,0,1,500,0.002,1,0
3.566,-0.42,-0.91,0,1,0,1,500,0.002,1,0
3.568,-0.42,-0.91,0,1,0,1,500,0.002,1,0
3.57,-0.42,-0.91,0,1,0,1,500,0.002,1,0
3.572,-0.42,-0.91,0,1,0,1,500,0.002,1,0
3.574,-0.42,-0.91,0,1,0,1,500,0.002,1,0
3.576,-0.33,-0.95,0,1,0,1,500,0.002,1,0
3.578,-0.33,-0.95,0,1,0,1,500,0.002,1,0
3.58,-0.33,-0.95,0,1,0,1,500,0.002,1,0
3.582,-0.33,-0.95,0,1,0,1,500,0.002,1,0
3.584,-0.33,-0.95,0,1,0,1,500,0.002,1,0
3.586,-0.33,-0.95,0,1,0,1,500,0.002,1,0
3.586,-0.23,-0.98,0,1,0,1,500,0.002,1,0
3.588,-0.23,-0.98,0,1,0,1,500,0.002,1,0
3.59,-0.23,-0.98,0,1,0,1,500,0.002,1,0
3.592,-0.23,-0.98,0,1,0,1,500,0.002,1,0
3.594,-0.23,-0.98,0,1,0,1,500,0.002,1,0
3.596,-0.23,-0.98,0,1,0,1,500,0.002,1,0
3.596,-0.13,-1,0,1,0,1,500,0.002,1,0
3.598,-0.13,-1,0,1,0,1,500,0.002,1,0
3.6,-0.13,-1,0,1,0,1,500,0.002,1,0
3.602,-0.13,-1,0,1,0,1,500,0.002,1,0
3.604,-0.13,-1,0,1,0,1,500,0.002,1,0
3.606,-0.13,-1,0,1,0,1,500,0.002,1,0
3.606,-0.03,-1,0,1,0,1,500,0.002,1,0
3.608,-0.03,-1,0,1,0,1,500,0.002,1,0
3.61,-0.03,-1,0,1,0,1,500,0.002,1,0
3.612,-0.03,-1,0,1,0,1,500,0.002,1,0
3.614,-0.03,-1,0,1,0,1,500,0.002,1,0
3.616,0.07,-1,0,1,0,1,500,0.002,1,0
3.618,0.07,-1,0,1,0,1,500,0.002,1,0
3.62,0.07,-1,0,1,0,1,500,0.002,1,0
3.622,0.07,-1,0,1,0,1,500,0.002,1,0
3.624,0.07,-1,0,1,0,1,500,0.002,1,0
3.626,0.07,-1,0,1,0,1,500,0.002,1,0
3.626,0.17,-0.99,0,1,0,1,500,0.002,1,0
3.628,0.17,-0.99,0,1,0,1,500,0.002,1,0
3.63,0.17,-0.99,0,1,0,1,500,0.002,1,0
3.632,0.17,-0.99,0,1,0,1,500,0.002,1,0
3.634,0.17,-0.99,0,1,0,1,500,0.002,1,0
3.636,0.17,-0.99,0,1,0,1,500,0.002,1,0
3.636,0.26,-0.97,0,1,0,1,500,0.002,1,0
3.638,0.26,-0.97,0,1,0,1,500,0.002,1,0
3.64,0.26,-0.97,0,1,0,1,500,0.002,1,0
3.642,0.26,-0.97,0,1,0,1,500,0.002,1,0
3.644,0.26,-0.97,0,1,0,1,500,0.002,1,0
3.646,0.26,-0.97,0,1,0,1,500,0.002,1,0
3.646,0.36,-0.94,0,1,0,1,500,0.002,1,0
3.648,0.36,-0.94,0,1,0,1,500,0.002,1,0
3.65,0.36,-0.94,0,1,0,1,500,0.002,1,0
3.652,0.36,-0.94,0,1,0,1,500,0.002,1,0
3.654,0.36,-0.94,0,1,0,1,500,0.002,1,0
3.656,0.45,-0.9,0,1,0,1,500,0.002,1,0
3.658,0.45,-0.9,0,1,0,1,500,0.002,1,0
3.66,0.45,-0.9,0,1,0,1,500,0.002,1,0
3.662,0.45,-0.9,0,1,0,1,500,0.002,1,0
3.664,0.45,-0.9,0,1,0,1,500,0.002,1,0
3.666,0.45,-0.9,0,1,0,1,500,0.002,1,0
3.666,0.54,-0.85,0,1,0,1,500,0.002,1,0
3.668,0.54,-0.85,0,1,0,1,500,0.002,1,0
3.67,0.54,-0.85,0,1,0,1,500,0.002,1,0
3.672,0.54,-0.85,0,1,0,1,500,0.002,1,0
3.674,0.54,-0.85,0,1,0,1,500,0.002,1,0
3.676,0.54,-0.85,0,1,0,1,500,0.002,1,0
3.676,0.62,-0.79,0,1,0,1,500,0.002,1,0
3.678,0.62,-0.79,0,1,0,1,500,0.002,1,0
3.68,0.62,-0.79,0,1,0,1,500,0.002,1,0
3.682,0.62,-0.79,0,1,0,1,500,0.002,1,0
3.684,0.62,-0.79,0,1,0,1,500,0.002,1,0
3.686,0.62,-0.79,0,1,0,1,500,0.002,1,0
3.686,0.69,-0.72,0,1,0,1,500,0.002,1,0
3.688,0.69,-0.72,0,1,0,1,500,0.002,1,0
3.69,0.69,-0.72,0,1,0,1,500,0.002,1,0
3.692,0.69,-0.72,0,1,0,1,500,0.002,1,0
3.694,0.69,-0.72,0,1,0,1,500,0.002,1,0
3.696,0.76,-0.65,0,1,0,1,500,0.002,1,0
3.698,0.76,-0.65,0,1,0,1,500,0.002,1,0
3.7,0.76,-0.65,0,1,0,1,500,0.002,1,0
3.702,0.76,-0.65,0,1,0,1,500,0.002,1,0
3.704,0.76,-0.65,0,1,0,1,500,0.002,1,0
3.706,0.76,-0.65,0,1,0,1,500,0.002,1,0
3.706,0.82,-0.57,0,1,0,1,500,0.002,1,0
3.708,0.82,-0.57,0,1,0,1,500,0.002,1,0
3.71,0.82,-0.57,0,1,0,1,500,0.002,1,0
3.712,0.82,-0.57,0,1,0,1,500,0.002,1,0
3.714,0.82,-0.57,0,1,0,1,500,0.002,1,0
3.716,0.82,-0.57,0,1,0,1,500,0.002,1,0
3.716,0.87,-0.48,0,1,0,1,500,0.002,1,0
3.718,0.87,-0.48,0,1,0,1,500,0.002,1,0
3.72,0.87,-0.48,0,1,0,1,500,0.002,1,0
3.722,0.87,-0.48,0,1,0,1,500,0.002,1,0
3.724,0.87,-0.48,0,1,0,1,500,0.002,1,0
3.726,0.87,-0.48,0,1,0,1,500,0.002,1,0
3.726,0.92,-0.39,0,1,0,1,500,0.002,1,0
3.728,0.92,-0.39,0,1,0,1,500,0.002,1,0
3.73,0.92,-0.39,0,1,0,1,500,0.002,1,0
3.732,0.92,-0.39,0,1,0,1,500,0.002,1,0
3.734,0.92,-0.39,0,1,0,1,500,0.002,1,0
3.736,0.95,-0.3,0,1,0,1,500,0.002,1,0
3.738,0.95,-0.3,0,1,0,1,500,0.002,1,0
3.74,0.95,-0.3,0,1,0,1,500,0.002,1,0
3.742,0.95,-0.3,0,1,0,1,500,0.002,1,0
3.744,0.95,-0.3,0,1,0,1,500,0.002,1,0
3.746,0.95,-0.3,0,1,0,1,500,0.002,1,0
3.746,0.98,-0.2,0,1,0,1,500,0.002,1,0
3.748,0.98,-0.2,0,1,0,1,500,0.002,1,0
3.75,0.98,-0.2,0,1,0,1,500,0.002,1,0
3.752,0.98,-0.2,0,1,0,1,500,0.002,1,0
3.754,0.98,-0.2,0,1,0,1,500,0.002,1,0
3.756,0.98,-0.2,0,1,0,1,500,0.002,1,0
3.756,0.99,-0.1,0,1,0,1,500,0.002,1,0
3.758,0.99,-0.1,0,1,0,1,500,0.002,1,0
3.76,0.99,-0.1,0,1,0,1,500,0.002,1,0
3.762,0.99,-0.1,0,1,0,1,500,0.002,1,0
3.764,0.99,-0.1,0,1,0,1,500,0.002,1,0
3.766,0.99,-0.1,0,1,0,1,500,0.002,1,0
3.766,0.99,0,0,1,0,1,500,0.002,1,0
3.768,0.99,0,0,1,0,1,500,0.002,1,0
3.77,0.99,0,0,1,0,1,500,0.002,1,0
3.772,0.99,0,0,1,0,1,500,0.002,1,0
3.774,0.99,0,0,1,0,1,500,0.002,1,0
3.776,0.99,0.1,0,1,0,1,500,0.002,1,0
3.778,0.99,0.1,0,1,0,1,500,0.002,1,0
3.78,0.99,0.1,0,1,0,1,500,0.002,1,0
3.782,0.99,0.1,0,1,0,1,500,0.002,1,0
3.784,0.99,0.1,0,1,0,1,500,0.002,1,0
3.786,0.99,0.1,0,1,0,1,500,0.002,1,0
3.786,0.97,0.19,0,1,0,1,500,0.002,1,0
3.788,0.97,0.19,0,1,0,1,500,0.002,1,0
3.79,0.97,0.19,0,1,0,1,500,0.002,1,0
3.792,0.97,0.19,0,1,0,1,500,0.002,1,0
3.794,0.97,0.19,0,1,0,1,500,0.002,1,0
3.796,0.97,0.19,0,1,0,1,500,0.002,1,0
3.796,0.95,0.29,0,1,0,1,500,0.002,1,0
3.798,0.95,0.29,0,1,0,1,500,0.002,1,0
3.8,0.95,0.29,0,1,0,1,500,0.002,1,0
3.802,0.95,0.29,0,1,0,1,500,0.002,1,0
3.804,0.95,0.29,0,1,0,1,500,0.002,1,0
3.806,0.95,0.29,0,1,0,1,500,0.002,1,0
3.806,0.92,0.39,0,1,0,1,500,0.002,1,0
3.808,0.92,0.39,0,1,0,1,500,0.002,1,0
3.81,0.92,0.39,0,1,0,1,500,0.002,1,0
3.812,0.92,0.39,0,1,0,1,500,0.002,1,0
3.814,0.92,0.39,0,1,0,1,500,0.002,1,0
3.816,0.87,0.48,0,1,0,1,500,0.002,1,0
3.818,0.87,0.48,0,1,0,1,500,0.002,1,0
3.82,0.87,0.48,0,1,0,1,500,0.002,1,0
3.822,0.87,0.48,0,1,0,1,500,0.002,1,0
3.824,0.87,0.48,0,1,0,1,500,0.002,1,0
3.826,0.87,0.48,0,1,0,1,500,0.002,1,0
3.826,0.82,0.56,0,1,0,1,500,0.002,1,0
3.828,0.82,0.56,0,1,0,1,500,0.002,1,0
3.83,0.82,0.56,0,1,0,1,500,0.002,1,0
3.832,0.82,0.56,0,1,0,1,500,0.002,1,0
3.834,0.82,0.56,0,1,0,1,500,0.002,1,0
3.836,0.82,0.56,0,1,0,1,500,0.002,1,0
3.836,0.76,0.64,0,1,0,1,500,0.002,1,0
3.838,0.76,0.64,0,1,0,1,500,0.002,1,0
3.84,0.76,0.64,0,1,0,1,500,0.002,1,0
3.842,0.76,0.64,0,1,0,1,500,0.002,1,0
3.844,0.76,0.64,0,1,0,1,500,0.002,1,0
3.846,0.76,0.64,0,1,0,1,500,0.002,1,0
3.846,0.69,0.71,0,1,0,1,500,0.002,1,0
3.848,0.69,0.71,0,1,0,1,500,0.002,1,0
3.85,0.69,0.71,0,1,0,1,500,0.002,1,0
3.852,0.69,0.71,0,1,0,1,500,0.002,1,0
3.854,0.69,0.71,0,1,0,1,500,0.002,1,0
3.856,0.62,0.78,0,1,0,1,500,0.002,1,0
3.858,0.62,0.78,0,1,0,1,500,0.002,1,0
3.86,0.62,0.78,0,1,0,1,500,0.002,1,0
3.862,0.62,0.78,0,1,0,1,500,0.002,1,0
3.864,0.62,0.78,0,1,0,1,500,0.002,1,0
3.866,0.62,0.78,0,1,0,1,500,0.002,1,0
3.866,0.53,0.84,0,1,0,1,500,0.002,1,0
