"time","TAmb","TDif","heatCapacitor_T","TRes"
3.78,293.15,2,305.195,305.195
3.8,293.15,2,305.171,305.171
3.82,293.15,2,305.147,305.147
3.84,293.15,2,305.123,305.123
3.86,293.15,2,305.099,305.099
3.88,293.15,2,305.075,305.075
3.89706,293.15,2,305.054,305.054
3.89706,293.15,2,305.054,305.054
3.89706,293.15,2,305.054,305.054
3.89706,293.15,2,305.054,305.054
3.9,293.15,2,305.079,305.079
3.92,293.15,2,305.246,305.246
3.94,293.15,2,305.413,305.413
3.96,293.15,2,305.579,305.579
3.98,293.15,2,305.744,305.744
4,293.15,2,305.909,305.909
4,293.15,2,305.909,305.909
4.02,293.15,2,306.074,306.074
4.04,293.15,2,306.238,306.238
4.06,293.15,2,306.402,306.402
4.08,293.15,2,306.566,306.566
4.1,293.15,2,306.729,306.729
4.12,293.15,2,306.891,306.891
4.14,293.15,2,307.053,307.053
4.16,293.15,2,307.215,307.215
4.18,293.15,2,307.376,307.376
4.2,293.15,2,307.537,307.537
4.22,293.15,2,307.697,307.697
4.24,293.15,2,307.857,307.857
4.26,293.15,2,308.017,308.017
4.28,293.15,2,308.176,308.176
4.3,293.15,2,308.334,308.334
4.32,293.15,2,308.492,308.492
4.34,293.15,2,308.65,308.65
4.36,293.15,2,308.808,308.808
4.38,293.15,2,308.965,308.965
4.4,293.15,2,309.121,309.121
4.4079,293.15,2,309.183,309.183
4.4079,293.15,2,309.183,309.183
4.4079,293.15,2,309.183,309.183
4.4079,293.15,2,309.183,309.183
4.42,293.15,2,309.164,309.164
4.44,293.15,2,309.132,309.132
4.46,293.15,2,309.1,309.1
4.48,293.15,2,309.068,309.068
4.5,293.15,2,309.036,309.036
4.52,293.15,2,309.004,309.004
4.54,293.15,2,308.973,308.973
4.56,293.15,2,308.941,308.941
4.58,293.15,2,308.909,308.909
4.6,293.15,2,308.878,308.878
4.62,293.15,2,308.846,308.846
4.64,293.15,2,308.815,308.815
4.66,293.15,2,308.784,308.784
4.68,293.15,2,308.753,308.753
4.7,293.15,2,308.721,308.721
4.72,293.15,2,308.69,308.69
4.74,293.15,2,308.659,308.659
4.75619,293.15,2,308.634,308.634
4.75619,293.15,2,308.634,308.634
4.75619,293.15,2,308.634,308.634
4.75619,293.15,2,308.634,308.634
4.76,293.15,2,308.664,308.664
4.78,293.15,2,308.821,308.821
4.8,293.15,2,308.978,308.978
4.82,293.15,2,309.135,309.135
4.84,293.15,2,309.291,309.291
4.86,293.15,2,309.446,309.446
4.88,293.15,2,309.602,309.602
4.9,293.15,2,309.756,309.756
4.92,293.15,2,309.911,309.911
4.94,293.15,2,310.065,310.065
4.96,293.15,2,310.218,310.218
4.98,293.15,2,310.371,310.371
5,293.15,2,310.524,310.524
5,293.15,2,310.524,310.524
5.02,293.15,2,310.676,310.676
5.04,293.15,2,310.828,310.828
5.06,293.15,2,310.98,310.98
5.08,293.15,2,311.131,311.131
5.1,293.15,2,311.281,311.281
5.12,293.15,2,311.432,311.432
5.14,293.15,2,311.582,311.582
5.16,293.15,2,311.731,311.731
5.18,293.15,2,311.88,311.88
5.2,293.15,2,312.029,312.029
5.22,293.15,2,312.177,312.177
5.24,293.15,2,312.325,312.325
5.26,293.15,2,312.472,312.472
5.28,293.15,2,312.619,312.619
5.3,293.15,2,312.766,312.766
5.32,293.15,2,312.912,312.912
5.34,293.15,2,313.058,313.058
5.34266,293.15,2,313.078,313.078
5.34266,293.15,2,313.078,313.078
5.34266,293.15,2,313.078,313.078
5.34266,293.15,2,313.078,313.078
5.36,293.15,2,313.043,313.043
5.38,293.15,2,313.003,313.003
5.4,293.15,2,312.964,312.964
5.42,293.15,2,312.924,312.924
5.44,293.15,2,312.885,312.885
5.46,293.15,2,312.845,312.845
5.48,293.15,2,312.806,312.806
5.5,293.15,2,312.767,312.767
5.52,293.15,2,312.727,312.727
5.54,293.15,2,312.688,312.688
5.56,293.15,2,312.649,312.649
5.58,293.15,2,312.61,312.61
5.6,293.15,2,312.571,312.571
5.62,293.15,2,312.533,312.533
5.64,293.15,2,312.494,312.494
5.66,293.15,2,312.455,312.455
5.66906,293.15,2,312.438,312.438
5.66906,293.15,2,312.438,312.438
5.66906,293.15,2,312.438,312.438
5.66906,293.15,2,312.438,312.438
5.68,293.15,2,312.518,312.518
5.7,293.15,2,312.665,312.665
5.72,293.15,2,312.812,312.812
5.74,293.15,2,312.958,312.958
5.76,293.15,2,313.104,313.104
5.78,293.15,2,313.249,313.249
5.8,293.15,2,313.394,313.394
5.82,293.15,2,313.539,313.539
5.84,293.15,2,313.683,313.683
5.86,293.15,2,313.827,313.827
5.88,293.15,2,313.97,313.97
5.9,293.15,2,314.113,314.113
5.92,293.15,2,314.256,314.256
5.94,293.15,2,314.398,314.398
5.96,293.15,2,314.54,314.54
5.98,293.15,2,314.682,314.682
6,293.15,2,314.823,314.823
6,293.15,2,314.823,314.823
6.02,293.15,2,314.964,314.964
6.04,293.15,2,315.104,315.104
6.06,293.15,2,315.244,315.244
6.08,293.15,2,315.384,315.384
6.1,293.15,2,315.523,315.523
6.12,293.15,2,315.662,315.662
6.14,293.15,2,315.801,315.801
6.16,293.15,2,315.939,315.939
6.18,293.15,2,316.077,316.077
6.2,293.15,2,316.214,316.214
6.22,293.15,2,316.352,316.352
6.24,293.15,2,316.488,316.488
6.26,293.15,2,316.625,316.625
6.28,293.15,2,316.761,316.761
6.3,293.15,2,316.896,316.896
6.32,293.15,2,317.032,317.032
6.34,293.15,2,317.167,317.167
6.36,293.15,2,317.301,317.301
6.36602,293.15,2,317.342,317.342
6.36602,293.15,2,317.342,317.342
6.36602,293.15,2,317.342,317.342
6.36602,293.15,2,317.342,317.342
6.38,293.15,2,317.308,317.308
6.4,293.15,2,317.26,317.26
6.42,293.15,2,317.212,317.212
6.44,293.15,2,317.163,317.163
6.46,293.15,2,317.115,317.115
6.48,293.15,2,317.068,317.068
6.5,293.15,2,317.02,317.02
6.52,293.15,2,316.972,316.972
6.54,293.15,2,316.924,316.924
6.56,293.15,2,316.877,316.877
6.58,293.15,2,316.83,316.83
6.6,293.15,2,316.782,316.782
6.62,293.15,2,316.735,316.735
6.64,293.15,2,316.688,316.688
6.66,293.15,2,316.641,316.641
6.67139,293.15,2,316.614,316.614
6.67139,293.15,2,316.614,316.614
6.67139,293.15,2,316.614,316.614
6.67139,293.15,2,316.614,316.614
6.68,293.15,2,316.673,316.673
6.7,293.15,2,316.809,316.809
6.72,293.15,2,316.944,316.944
6.74,293.15,2,317.079,317.079
6.76,293.15,2,317.214,317.214
6.78,293.15,2,317.349,317.349
6.8,293.15,2,317.483,317.483
6.82,293.15,2,317.616,317.616
6.84,293.15,2,317.75,317.75
6.86,293.15,2,317.883,317.883
6.88,293.15,2,318.016,318.016
6.9,293.15,2,318.148,318.148
6.92,293.15,2,318.28,318.28
6.94,293.15,2,318.411,318.411
6.96,293.15,2,318.543,318.543
6.98,293.15,2,318.674,318.674
7,293.15,2,318.804,318.804
7,293.15,2,318.804,318.804
7.02,293.15,2,318.935,318.935
7.04,293.15,2,319.064,319.064
7.06,293.15,2,319.194,319.194
7.08,293.15,2,319.323,319.323
7.1,293.15,2,319.452,319.452
7.12,293.15,2,319.581,319.581
7.14,293.15,2,319.709,319.709
7.16,293.15,2,319.837,319.837
7.18,293.15,2,319.964,319.964
7.2,293.15,2,320.091,320.091
7.22,293.15,2,320.218,320.218
7.24,293.15,2,320.345,320.345
7.26,293.15,2,320.471,320.471
7.28,293.15,2,320.597,320.597
7.3,293.15,2,320.722,320.722
7.32,293.15,2,320.848,320.848
7.34,293.15,2,320.972,320.972
7.36,293.15,2,321.097,321.097
7.38,293.15,2,321.221,321.221
7.4,293.15,2,321.345,321.345
7.42,293.15,2,321.469,321.469
7.44,293.15,2,321.592,321.592
7.46,293.15,2,321.715,321.715
7.48,293.15,2,321.838,321.838
7.5,293.15,2,321.96,321.96
7.52,293.15,2,322.082,322.082
7.54,293.15,2,322.204,322.204
7.55567,293.15,2,322.299,322.299
7.55567,293.15,2,322.299,322.299
7.55567,293.15,2,322.299,322.299
7.55567,293.15,2,322.299,322.299
7.56,293.15,2,322.286,322.286
7.58,293.15,2,322.228,322.228
7.6,293.15,2,322.17,322.17
7.62,293.15,2,322.112,322.112
7.64,293.15,2,322.054,322.054
7.66,293.15,2,321.996,321.996
7.68,293.15,2,321.938,321.938
7.7,293.15,2,321.881,321.881
7.72,293.15,2,321.824,321.824
7.74,293.15,2,321.766,321.766
7.76,293.15,2,321.709,321.709
7.78,293.15,2,321.652,321.652
7.8,293.15,2,321.595,321.595
7.82,293.15,2,321.538,321.538
7.83974,293.15,2,321.482,321.482
7.83974,293.15,2,321.482,321.482
7.83974,293.15,2,321.482,321.482
7.83974,293.15,2,321.482,321.482
7.84,293.15,2,321.484,321.484
7.86,293.15,2,321.607,321.607
7.88,293.15,2,321.73,321.73
7.9,293.15,2,321.852,321.852
7.92,293.15,2,321.975,321.975
7.94,293.15,2,322.096,322.096
7.96,293.15,2,322.218,322.218
7.98,293.15,2,322.339,322.339
8,293.15,2,322.46,322.46
8,293.15,2,322.46,322.46
8.02,293.15,2,322.581,322.581
8.04,293.15,2,322.701,322.701
8.06,293.15,2,322.821,322.821
8.08,293.15,2,322.941,322.941
8.1,293.15,2,323.06,323.06
8.12,293.15,2,323.179,323.179
8.14,293.15,2,323.298,323.298
8.16,293.15,2,323.416,323.416
8.18,293.15,2,323.534,323.534
8.2,293.15,2,323.652,323.652
8.22,293.15,2,323.77,323.77
8.24,293.15,2,323.887,323.887
8.26,293.15,2,324.004,324.004
8.28,293.15,2,324.12,324.12
8.28512,293.15,2,324.15,324.15
8.28512,293.15,2,324.15,324.15
8.28512,293.15,2,324.15,324.15
8.28512,293.15,2,324.15,324.15
8.3,293.15,2,324.104,324.104
8.32,293.15,2,324.042,324.042
8.34,293.15,2,323.98,323.98
8.36,293.15,2,323.919,323.919
8.38,293.15,2,323.857,323.857
8.4,293.15,2,323.796,323.796
8.42,293.15,2,323.735,323.735
8.44,293.15,2,323.674,323.674
8.46,293.15,2,323.613,323.613
8.48,293.15,2,323.552,323.552
8.5,293.15,2,323.491,323.491
8.52,293.15,2,323.43,323.43
8.54,293.15,2,323.37,323.37
8.56,293.15,2,323.309,323.309
8.58,293.15,2,323.249,323.249
8.6,293.15,2,323.189,323.189
8.62,293.15,2,323.129,323.129
8.64,293.15,2,323.069,323.069
8.66,293.15,2,323.009,323.009
8.68,293.15,2,322.95,322.95
8.7,293.15,2,322.89,322.89
8.72,293.15,2,322.831,322.831
8.74,293.15,2,322.771,322.771
8.76,293.15,2,322.712,322.712
8.78,293.15,2,322.653,322.653
8.8,293.15,2,322.594,322.594
8.82,293.15,2,322.535,322.535
8.84,293.15,2,322.477,322.477
8.86,293.15,2,322.418,322.418
8.88,293.15,2,322.359,322.359
8.9,293.15,2,322.301,322.301
8.92,293.15,2,322.243,322.243
8.94,293.15,2,322.185,322.185
8.95189,293.15,2,322.15,322.15
8.95189,293.15,2,322.15,322.15
8.95189,293.15,2,322.15,322.15
8.95189,293.15,2,322.15,322.15
8.96,293.15,2,322.199,322.199
8.98,293.15,2,322.321,322.321
9,293.15,2,322.442,322.442
9,293.15,2,322.442,322.442
9.02,293.15,2,322.562,322.562
9.04,293.15,2,322.683,322.683
9.06,293.15,2,322.803,322.803
9.08,293.15,2,322.922,322.922
9.1,293.15,2,323.042,323.042
9.12,293.15,2,323.161,323.161
9.14,293.15,2,323.279,323.279
9.16,293.15,2,323.398,323.398
9.18,293.15,2,323.516,323.516
9.2,293.15,2,323.634,323.634
9.22,293.15,2,323.751,323.751
9.24,293.15,2,323.869,323.869
9.26,293.15,2,323.986,323.986
9.28,293.15,2,324.102,324.102
9.28821,293.15,2,324.15,324.15
9.28821,293.15,2,324.15,324.15
9.28821,293.15,2,324.15,324.15
9.28821,293.15,2,324.15,324.15
9.3,293.15,2,324.113,324.113
9.32,293.15,2,324.052,324.052
9.34,293.15,2,323.99,323.99
9.36,293.15,2,323.928,323.928
9.38,293.15,2,323.867,323.867
9.4,293.15,2,323.805,323.805
9.42,293.15,2,323.744,323.744
9.44,293.15,2,323.683,323.683
9.46,293.15,2,323.622,323.622
9.48,293.15,2,323.561,323.561
9.5,293.15,2,323.5,323.5
9.52,293.15,2,323.44,323.44
9.54,293.15,2,323.379,323.379
9.56,293.15,2,323.319,323.319
9.58,293.15,2,323.258,323.258
9.6,293.15,2,323.198,323.198
9.62,293.15,2,323.138,323.138
9.64,293.15,2,323.078,323.078
9.66,293.15,2,323.019,323.019
9.68,293.15,2,322.959,322.959
9.7,293.15,2,322.899,322.899
9.72,293.15,2,322.84,322.84
9.74,293.15,2,322.781,322.781
9.76,293.15,2,322.721,322.721
9.78,293.15,2,322.662,322.662
9.8,293.15,2,322.603,322.603
9.82,293.15,2,322.544,322.544
9.84,293.15,2,322.486,322.486
9.86,293.15,2,322.427,322.427
9.88,293.15,2,322.368,322.368
9.9,293.15,2,322.31,322.31
9.92,293.15,2,322.252,322.252
9.94,293.15,2,322.194,322.194
9.95503,293.15,2,322.15,322.15
9.95503,293.15,2,322.15,322.15
9.95503,293.15,2,322.15,322.15
9.95503,293.15,2,322.15,322.15
9.96,293.15,2,322.18,322.18
9.98,293.15,2,322.302,322.302
10,293.15,2,322.423,322.423
10,293.15,2,322.423,322.423
