"Time","dFFREG.dataOut[1]","dFFREG.dataOut[2]"
0.000000000000000E+00,1,1
1.000000000000000E-01,1,1
2.000000000000000E-01,1,1
3.000000000000000E-01,1,1
4.000000000000000E-01,1,1
5.000000000000000E-01,1,1
6.000000000000000E-01,1,1
7.000000000000000E-01,1,1
8.000000000000000E-01,1,1
9.000000000000000E-01,1,1
1.000000000000000E+00,1,1
1.100000000000000E+00,1,1
1.200000000000000E+00,1,1
1.300000000000000E+00,1,1
1.400000000000000E+00,1,1
1.500000000000000E+00,1,1
1.600000000000000E+00,1,1
1.700000000000000E+00,1,1
1.800000000000000E+00,1,1
1.900000000000000E+00,1,1
2.000000000000000E+00,1,1
2.100000000000000E+00,1,1
2.200000000000000E+00,1,1
2.300000000000000E+00,1,1
2.400000000000000E+00,1,1
2.500000000000000E+00,1,1
2.600000000000000E+00,1,1
2.700000000000000E+00,1,1
2.800000000000000E+00,1,1
2.900000000000000E+00,1,1
3.000000000000000E+00,1,1
3.100000000000000E+00,1,1
3.200000000000000E+00,1,1
3.300000000000000E+00,1,1
3.400000000000000E+00,1,1
3.500000000000000E+00,1,1
3.600000000000000E+00,1,1
3.700000000000000E+00,1,1
3.800000000000000E+00,1,1
3.900000000000000E+00,1,1
4.000000000000000E+00,1,1
4.100000000000000E+00,1,1
4.200000000000000E+00,1,1
4.300000000000000E+00,1,1
4.400000000000000E+00,1,1
4.500000000000000E+00,1,1
4.600000000000000E+00,1,1
4.700000000000000E+00,1,1
4.800000000000000E+00,1,1
4.900000000000000E+00,1,1
5.000000000000000E+00,1,1
5.100000000000000E+00,1,1
5.200000000000000E+00,1,1
5.300000000000000E+00,1,1
5.400000000000000E+00,1,1
5.500000000000000E+00,1,1
5.600000000000000E+00,1,1
5.700000000000000E+00,1,1
5.800000000000000E+00,1,1
5.900000000000000E+00,1,1
6.000000000000000E+00,1,1
6.100000000000000E+00,3,3
6.200000000000000E+00,3,3
6.300000000000000E+00,3,3
6.400000000000000E+00,3,3
6.500000000000000E+00,3,3
6.600000000000000E+00,3,3
6.700000000000000E+00,3,3
6.800000000000000E+00,3,3
6.900000000000000E+00,3,3
7.000000000000000E+00,3,3
7.100000000000000E+00,3,3
7.200000000000000E+00,3,3
7.300000000000000E+00,3,3
7.400000000000000E+00,3,3
7.500000000000000E+00,3,3
7.600000000000000E+00,3,3
7.700000000000000E+00,3,3
7.800000000000000E+00,3,3
7.900000000000000E+00,3,3
8.000000000000000E+00,3,3
8.100000000000000E+00,3,3
8.199999999999999E+00,3,3
8.300000000000001E+00,3,3
8.400000000000000E+00,3,3
8.500000000000000E+00,3,3
8.600000000000000E+00,3,3
8.699999999999999E+00,3,3
8.800000000000001E+00,3,3
8.900000000000000E+00,3,3
9.000000000000000E+00,3,3
9.100000000000000E+00,3,3
9.199999999999999E+00,3,3
9.300000000000001E+00,3,3
9.400000000000000E+00,3,3
9.500000000000000E+00,3,3
9.600000000000000E+00,3,3
9.699999999999999E+00,3,3
9.800000000000001E+00,3,3
9.900000000000000E+00,3,3
1.000000000000000E+01,3,3
1.010000000000000E+01,3,3
1.020000000000000E+01,3,3
1.030000000000000E+01,3,3
1.040000000000000E+01,3,3
1.050000000000000E+01,3,3
1.060000000000000E+01,3,3
1.070000000000000E+01,3,3
1.080000000000000E+01,3,3
1.090000000000000E+01,3,3
1.100000000000000E+01,3,3
1.110000000000000E+01,3,3
1.120000000000000E+01,3,3
1.130000000000000E+01,3,3
1.140000000000000E+01,3,3
1.150000000000000E+01,3,3
1.160000000000000E+01,3,3
1.170000000000000E+01,3,3
1.180000000000000E+01,3,3
1.190000000000000E+01,3,3
1.200000000000000E+01,3,3
1.210000000000000E+01,3,3
1.220000000000000E+01,3,3
1.230000000000000E+01,3,3
1.240000000000000E+01,3,3
1.250000000000000E+01,3,3
1.260000000000000E+01,3,3
1.270000000000000E+01,3,3
1.280000000000000E+01,3,3
1.290000000000000E+01,3,3
1.300000000000000E+01,3,3
1.310000000000000E+01,4,3
1.320000000000000E+01,4,3
1.330000000000000E+01,4,3
1.340000000000000E+01,4,3
1.350000000000000E+01,4,3
1.360000000000000E+01,4,3
1.370000000000000E+01,4,3
1.380000000000000E+01,4,3
1.390000000000000E+01,4,3
