"Time","FMU:J1_w","FMU:J2_w","FMU:J3_w","FMU:J4_w"
0,10,0,0,0
2.3183028698125658e-17,10,0,-2.3183021347525274e-16,-2.3183021347525274e-16
0.0010000000474973932,9.9901570671012845,0.0099999996758679544,-7.580741590018647e-16,-7.5846909967825849e-16
0.0010000000474975092,9.9901570671012827,0.0099999996758697307,-1.4051260155412137e-16,-1.4090754223051518e-16
0.0020000000949945986,9.9806282042861039,0.019999993568076135,-4.163336342344337e-17,-4.2784199786748924e-17
0.0020000000949952066,9.9806282042860968,0.019999993568081464,-7.9103390504542404e-16,-7.9218474140873008e-16
0.0030000000260763339,9.9714152682408876,0.029999964730249573,-6.9388939039072284e-17,-7.1186723621291183e-17
0.0030000000260777303,9.9714152682408752,0.029999964730263784,1.7347234759768071e-16,1.71674563015461e-16
0.004000000189988917,9.9625187308485135,0.039999900864778226,5.5511151231257827e-17,5.3098073894961368e-17
0.0040000001899906934,9.9625187308484993,0.03999990086479599,5.5511151231257827e-17,5.309807389496032e-17
0.0049999998882402849,9.9539372857540478,0.049999779193678151,6.5225602696727947e-16,6.4988427431615388e-16
0.0049999998882422972,9.95393728575403,0.049999779193697691,6.9388939039072284e-17,6.7017186387946742e-17
0.0060000000521529522,9.9456700232679935,0.059999593239759008,1.2490009027033011e-16,1.2204779485026504e-16
0.0060000000521551761,9.9456700232679758,0.059999593239782101,9.8532293435482643e-16,9.8247063893476035e-16
0.0070000002160656152,9.9377162698394113,0.069999322557940502,-2.3592239273284576e-16,-2.3858187325913104e-16
0.0070000002160680594,9.9377162698393935,0.069999322557967147,1.9706458687096529e-15,1.9679863881833678e-15
0.0080000003799783701,9.9300696411230813,0.079998951345192637,2.9976021664879227e-15,2.9946093830519802e-15
0.0080000003799808508,9.9300696411230618,0.07999895134521573,1.27675647831893e-15,1.273763694882987e-15
0.008999999612568553,9.9227276732607486,0.089998454497559166,1.5959455978986625e-15,1.5926912879925419e-15
0.0089999996125710649,9.922727673260729,0.089998454497582259,-4.3021142204224816e-16,-4.3346573194836944e-16
0.0099999997764813105,9.9156877480934291,0.099997834850002576,-1.124100812432971e-15,-1.1275563689966999e-15
0.0099999997764838536,9.9156877480934114,0.099997834850027445,-1.6792123247455493e-15,-1.6826678813092785e-15
0.010999999940394068,9.9089469819988185,0.10999706729934644,-3.2057689836051395e-15,-3.2099632961280884e-15
0.010999999940396642,9.9089469819988025,0.10999706729937309,-2.3037127760971998e-15,-2.3079070886201507e-15
0.012000000104306824,9.9025021908304787,0.11999613605548021,-2.2759572004815709e-15,-2.2802158346685835e-15
0.012000000104309433,9.9025021908304627,0.11999613605550685,-1.7208456881689926e-15,-1.7251043223560053e-15
0.013000000268219581,9.8963498992781851,0.12999502532854912,-1.9984014443252818e-15,-2.0026708781099702e-15
0.013000000268222222,9.8963498992781691,0.12999502532857576,-1.7486012637846216e-15,-1.75287069756931e-15
0.014000000432132337,9.8904863443019533,0.13999371932898974,-1.6653345369377348e-15,-1.669533653381606e-15
0.014000000432135012,9.8904863443019391,0.13999371932901639,-1.7763568394002505e-15,-1.7805559558441216e-15
0.014999999664722518,9.8849074839747928,0.14999219295584254,-1.1379786002407855e-15,-1.1426465291250939e-15
0.014999999664725228,9.8849074839747786,0.14999219295586919,-1.5820678100908481e-15,-1.5867357389751579e-15
0.016000000759957847,9.8796089763517152,0.15999045835531867,-5.8286708792820718e-16,-5.8795353133461398e-16
0.016000000759960595,9.879608976351701,0.15999045835534531,-1.4155343563970746e-15,-1.4206207998034826e-15
0.017000000923870603,9.8745862343342008,0.16998847180374277,-1.6375789613221059e-15,-1.6430136955357708e-15
0.017000000923873385,9.8745862343341866,0.16998847180376941,-2.8033131371785203e-15,-2.8087478713921862e-15
0.017999999225138209,9.869834388476777,0.17998620820264755,-4.3853809472693683e-15,-4.3907881924040134e-15
0.017999999225141027,9.8698343884767645,0.17998620820267774,-2.3592239273284576e-15,-2.3646311724631023e-15
0.018999999389050979,9.8653474110186679,0.18998368900629004,-2.1649348980190553e-15,-2.1705543607500164e-15
0.018999999389053803,9.8653474110186554,0.18998368900631668,-3.7470027081099033e-15,-3.7526221708408652e-15
0.019999999552963752,9.8611198816995191,0.19998087980470736,-3.5804692544161298e-15,-3.5862400482522562e-15
0.019999999552966576,9.8611198816995067,0.199980879804734,-5.1902926401226068e-15,-5.196063433958734e-15
0.020999999716876522,9.8571462046286378,0.2099777648111818,-4.5241588253475129e-15,-4.5300213665333255e-15
0.020999999716879353,9.8571462046286271,0.20997776481121022,-4.4131365228849972e-15,-4.4189990640708098e-15
0.021999999880789291,9.8534204778129855,0.21997432823931007,-5.1625370645069779e-15,-5.1687359605000088e-15
0.021999999880792129,9.8534204778129748,0.21997432823933849,-5.1070259132757201e-15,-5.1132248092687518e-15
0.023000000044702061,9.8499365816230036,0.22997055430327684,-5.1902926401226068e-15,-5.1968239168021385e-15
0.023000000044704906,9.8499365816229929,0.22997055430330526,-5.1902926401226068e-15,-5.1968239168021393e-15
0.024000000208614831,9.8466881414947949,0.23996642721774997,-5.0237591864288333e-15,-5.030216007819765e-15
0.024000000208617683,9.846688141494786,0.23996642721777839,-5.1070259132757201e-15,-5.1134827346666518e-15
0.0250000003725276,9.8436685554196863,0.24996193119796928,-5.2735593669694936e-15,-5.2802108109546113e-15
0.025000000372530459,9.8436685554196792,0.24996193119799948,-3.6637359812630166e-15,-3.6703874252481352e-15
0.02600000053644037,9.8408709910698349,0.25995705045974482,-5.1070259132757201e-15,-5.1137995142743005e-15
0.026000000536443236,9.8408709910698278,0.25995705045977502,-3.5527136788005009e-15,-3.5594872797990821e-15
0.027000000700353136,9.8382883965717536,0.26995176921949415,-2.1094237467877974e-15,-2.1164160281556232e-15
0.027000000700356016,9.8382883965717465,0.26995176921952257,-2.4980018054066022e-15,-2.5049940867744284e-15
0.028000000864265906,9.8359135060539611,0.27994607169425301,-2.3869795029440866e-15,-2.3939697173897939e-15
0.028000000864268793,9.835913506053954,0.27994607169428143,-2.8310687127941492e-15,-2.8380589272398566e-15
0.028999999165533523,9.833738851289219,0.28993992348710051,-2.7755575615628914e-15,-2.7825194007846801e-15
0.028999999165536423,9.8337388512892137,0.28993992348713071,-1.5543122344752192e-15,-1.5612740736970078e-15
0.029999999329446289,9.8317567532719536,0.29993334604649746,-2.7200464103316335e-15,-2.7271066851158494e-15
0.029999999329449203,9.8317567532719483,0.29993334604652766,-1.6653345369377348e-15,-1.6723948117219509e-15
0.030999999493359055,9.8299593540563563,0.30992630497608253,-1.6653345369377348e-15,-1.6723829367662919e-15
0.030999999493361984,9.8299593540563528,0.30992630497611273,-7.2164496600635175e-16,-7.2869336583490889e-16
0.032000001519916971,9.8283386053049782,0.31991880310764387,-7.7715611723760958e-16,-7.8430345080022318e-16
