"Time","clutch3.f_normalized","J1.w","J2.w","J3.w","J4.w"
1.900000000000000E-01,0.000000000000000E+00,8.133168978610900E+00,1.882177506311100E+00,0.000000000000000E+00,0.000000000000000E+00
2.000000000000000E-01,0.000000000000000E+00,8.021018160890801E+00,1.979208807366100E+00,0.000000000000000E+00,0.000000000000000E+00
2.100000000000000E-01,0.000000000000000E+00,7.939808278256900E+00,2.075927865655100E+00,0.000000000000000E+00,0.000000000000000E+00
2.200000000000000E-01,0.000000000000000E+00,7.888511611910000E+00,2.172320357575600E+00,0.000000000000000E+00,0.000000000000000E+00
2.300000000000000E-01,0.000000000000000E+00,7.862805062831200E+00,2.268371196552100E+00,0.000000000000000E+00,0.000000000000000E+00
2.400000000000000E-01,0.000000000000000E+00,7.855824338221500E+00,2.364064942938900E+00,0.000000000000000E+00,0.000000000000000E+00
2.500000000000000E-01,0.000000000000000E+00,7.858705316365600E+00,2.459386496842000E+00,0.000000000000000E+00,0.000000000000000E+00
2.600000000000000E-01,0.000000000000000E+00,7.861983386554900E+00,2.554320736523000E+00,0.000000000000000E+00,0.000000000000000E+00
2.700000000000000E-01,0.000000000000000E+00,7.856214742842400E+00,2.648852537220400E+00,0.000000000000000E+00,0.000000000000000E+00
2.800000000000000E-01,0.000000000000000E+00,7.832690019213700E+00,2.742966960098300E+00,0.000000000000000E+00,0.000000000000000E+00
2.900000000000000E-01,0.000000000000000E+00,7.784411753966100E+00,2.836649199937500E+00,0.000000000000000E+00,0.000000000000000E+00
3.000000000000000E-01,0.000000000000000E+00,7.706893040731700E+00,2.929884505024800E+00,0.000000000000000E+00,0.000000000000000E+00
3.100000000000000E-01,0.000000000000000E+00,7.598606531514900E+00,3.022658160138500E+00,0.000000000000000E+00,0.000000000000000E+00
3.200000000000000E-01,0.000000000000000E+00,7.461099515566600E+00,3.114955507389400E+00,0.000000000000000E+00,0.000000000000000E+00
3.300000000000000E-01,0.000000000000000E+00,7.298820021444800E+00,3.206761965735500E+00,0.000000000000000E+00,0.000000000000000E+00
3.400000000000000E-01,0.000000000000000E+00,7.118680529555500E+00,3.298063037159400E+00,0.000000000000000E+00,0.000000000000000E+00
3.500000000000000E-01,0.000000000000000E+00,6.929388732447000E+00,3.388844305799300E+00,0.000000000000000E+00,0.000000000000000E+00
3.600000000000000E-01,0.000000000000000E+00,6.740600416251800E+00,3.479091437370200E+00,0.000000000000000E+00,0.000000000000000E+00
3.700000000000000E-01,0.000000000000000E+00,6.561975831478800E+00,3.568790180906600E+00,0.000000000000000E+00,0.000000000000000E+00
3.800000000000000E-01,0.000000000000000E+00,6.402234327285300E+00,3.657926371640900E+00,0.000000000000000E+00,0.000000000000000E+00
3.900000000000000E-01,0.000000000000000E+00,6.268301556357300E+00,3.746485933744400E+00,0.000000000000000E+00,0.000000000000000E+00
4.000000000000000E-01,0.000000000000000E+00,6.164632917406800E+00,3.834454882627000E+00,0.000000000000000E+00,0.000000000000000E+00
4.100000000000000E-01,0.000000000000000E+00,6.092895669220000E+00,3.821817775247300E+00,1.000000000000000E-01,0.000000000000000E+00
4.200000000000000E-01,0.000000000000000E+00,6.051146549448100E+00,3.808563080849600E+00,2.000000000000000E-01,0.000000000000000E+00
4.300000000000000E-01,0.000000000000000E+00,6.035353147197500E+00,3.794677079938700E+00,3.000000000000000E-01,0.000000000000000E+00
4.400000000000000E-01,0.000000000000000E+00,6.038593997079600E+00,3.780145689540600E+00,4.000000000000000E-01,0.000000000000000E+00
4.500000000000000E-01,0.000000000000000E+00,6.052074485487400E+00,3.764955081507400E+00,5.000000000000000E-01,0.000000000000000E+00
4.600000000000000E-01,0.000000000000000E+00,6.066310555352600E+00,3.749092059154300E+00,6.000000000000000E-01,0.000000000000000E+00
4.700000000000000E-01,0.000000000000000E+00,6.071715528580900E+00,3.732543288768300E+00,7.000000000000000E-01,0.000000000000000E+00
4.800000000000000E-01,0.000000000000000E+00,6.059415427601700E+00,3.715295532680400E+00,8.000000000000000E-01,0.000000000000000E+00
4.900000000000000E-01,0.000000000000000E+00,6.022655461963600E+00,3.697335765846700E+00,9.000000000000000E-01,0.000000000000000E+00
5.000000000000000E-01,0.000000000000000E+00,5.957048659469400E+00,3.678651028549900E+00,1.000000000000000E+00,0.000000000000000E+00
5.100000000000000E-01,0.000000000000000E+00,5.860922266236400E+00,3.659228473289700E+00,1.100000000000000E+00,0.000000000000000E+00
5.200000000000000E-01,0.000000000000000E+00,5.735866007805300E+00,3.639055379108300E+00,1.200000000000000E+00,0.000000000000000E+00
5.300000000000000E-01,0.000000000000000E+00,5.586383216001200E+00,3.618119142683200E+00,1.300000000000000E+00,0.000000000000000E+00
5.400000000000000E-01,0.000000000000000E+00,5.419363811336000E+00,3.596407278391100E+00,1.400000000000000E+00,0.000000000000000E+00
5.500000000000000E-01,0.000000000000000E+00,5.243489304194100E+00,3.573907422186500E+00,1.500000000000000E+00,0.000000000000000E+00
5.600000000000001E-01,0.000000000000000E+00,5.068435687597000E+00,3.550607339043200E+00,1.600000000000000E+00,0.000000000000000E+00
5.700000000000000E-01,0.000000000000000E+00,4.903789204538200E+00,3.526494912274200E+00,1.700000000000000E+00,0.000000000000000E+00
5.800000000000000E-01,0.000000000000000E+00,4.758260791140700E+00,3.501558160506300E+00,1.800000000000000E+00,0.000000000000000E+00
5.900000000000000E-01,0.000000000000000E+00,4.638831998727300E+00,3.475785235501500E+00,1.900000000000000E+00,0.000000000000000E+00
6.000000000000000E-01,0.000000000000000E+00,4.549868064893200E+00,3.449164410441100E+00,2.000000000000000E+00,0.000000000000000E+00
6.100000000000000E-01,0.000000000000000E+00,4.492909434002100E+00,3.421684098391400E+00,2.100000000000000E+00,0.000000000000000E+00
6.200000000000000E-01,0.000000000000000E+00,4.466488915758300E+00,3.393332849979700E+00,2.200000000000000E+00,0.000000000000000E+00
6.300000000000000E-01,0.000000000000000E+00,4.466171517540000E+00,3.364099349808000E+00,2.300000000000000E+00,0.000000000000000E+00
6.400000000000000E-01,0.000000000000000E+00,4.485032736238200E+00,3.333972421358000E+00,2.400000000000000E+00,0.000000000000000E+00
6.500000000000000E-01,0.000000000000000E+00,4.514488769654000E+00,3.302941033030600E+00,2.500000000000000E+00,0.000000000000000E+00
6.600000000000000E-01,0.000000000000000E+00,4.544979060142400E+00,3.270994294029000E+00,2.600000000000000E+00,0.000000000000000E+00
6.700000000000000E-01,0.000000000000000E+00,4.566822283684200E+00,3.238121456864800E+00,2.700000000000000E+00,0.000000000000000E+00
6.800000000000000E-01,0.000000000000000E+00,4.571266577860200E+00,3.204311920903600E+00,2.800000000000000E+00,0.000000000000000E+00
6.899999999999999E-01,0.000000000000000E+00,4.551400683181200E+00,3.169555234132400E+00,2.900000000000000E+00,0.000000000000000E+00
7.000000000000000E-01,0.000000000000000E+00,4.502808420269900E+00,3.133841094203000E+00,3.000000000000000E+00,0.000000000000000E+00
7.100000000000000E-01,0.000000000000000E+00,4.423971651698300E+00,3.098579612710100E+00,3.098579612710100E+00,0.000000000000000E+00
7.200000000000000E-01,0.000000000000000E+00,4.316540423227000E+00,3.129749588235400E+00,3.129749588235400E+00,0.000000000000000E+00
7.300000000000000E-01,0.000000000000000E+00,4.184970788908100E+00,3.160426045728500E+00,3.160426045728500E+00,0.000000000000000E+00
7.400000000000000E-01,0.000000000000000E+00,4.036129077061100E+00,3.190603951973800E+00,3.190603951973800E+00,0.000000000000000E+00
7.500000000000000E-01,0.000000000000000E+00,3.878470832437200E+00,3.220278649919800E+00,3.220278649919800E+00,0.000000000000000E+00
7.600000000000000E-01,0.000000000000000E+00,3.721778604704400E+00,3.249445340249900E+00,3.249445340249900E+00,0.000000000000000E+00
7.700000000000000E-01,0.000000000000000E+00,3.575626577790400E+00,3.278099407483600E+00,3.278099407483600E+00,0.000000000000000E+00
7.800000000000000E-01,0.000000000000000E+00,3.448748248079300E+00,3.306236323260000E+00,3.306236323260000E+00,0.000000000000000E+00
7.900000000000000E-01,0.000000000000000E+00,3.348255023334300E+00,3.333851636577400E+00,3.333851636577400E+00,0.000000000000000E+00
8.000000000000000E-01,0.000000000000000E+00,3.333481822024400E+00,3.333481822024500E+00,3.333481822024500E+00,0.000000000000000E+00
8.100000000000001E-01,0.000000000000000E+00,3.338639320403300E+00,3.338639320403300E+00,3.338639320403300E+00,0.000000000000000E+00
8.200000000000000E-01,0.000000000000000E+00,3.353591407568000E+00,3.353591407568000E+00,3.353591407568000E+00,0.000000000000000E+00
8.300000000000000E-01,0.000000000000000E+00,3.376998641707600E+00,3.376998641707600E+00,3.376998641707600E+00,0.000000000000000E+00
8.400000000000000E-01,0.000000000000000E+00,3.415297475230800E+00,3.402191253159900E+00,3.402191253159900E+00,0.000000000000000E+00
8.500000000000000E-01,0.000000000000000E+00,3.464769103839500E+00,3.426588302293900E+00,3.426588302293900E+00,0.000000000000000E+00
8.600000000000000E-01,0.000000000000000E+00,3.515528393088800E+00,3.450435108920100E+00,3.450435108920100E+00,0.000000000000000E+00
8.700000000000000E-01,0.000000000000000E+00,3.557778664435900E+00,3.473727801829700E+00,3.473727801829700E+00,0.000000000000000E+00
8.800000000000000E-01,0.000000000000000E+00,3.582745182766600E+00,3.496462650859200E+00,3.496462650859200E+00,0.000000000000000E+00
8.900000000000000E-01,0.000000000000000E+00,3.583632305922300E+00,3.518636115807500E+00,3.518636115807500E+00,0.000000000000000E+00
9.000000000000000E-01,0.000000000000000E+00,3.555988178386000E+00,3.540244685670000E+00,3.540244685670000E+00,0.000000000000000E+00
9.100000000000000E-01,1.000000000000000E+00,3.540281846762400E+00,3.540281846762400E+00,3.540281846762400E+00,0.000000000000000E+00
9.200000000000000E-01,1.000000000000000E+00,3.491898060325400E+00,3.491898060325400E+00,3.491898060325400E+00,1.000000000000000E-01
9.300000000000000E-01,1.000000000000000E+00,3.435235825596600E+00,3.435235825596600E+00,3.435235825596600E+00,2.000000000000000E-01
9.399999999999999E-01,1.000000000000000E+00,3.372419563737700E+00,3.372419563737500E+00,3.372419563737700E+00,3.000000000000000E-01
9.500000000000000E-01,1.000000000000000E+00,3.306263393112600E+00,3.306263393112500E+00,3.306263393112600E+00,4.000000000000000E-01
9.600000000000000E-01,1.000000000000000E+00,3.240145463764700E+00,3.240145463764600E+00,3.240145463764700E+00,5.000000000000000E-01
9.700000000000000E-01,1.000000000000000E+00,3.177228780162400E+00,3.177228780162200E+00,3.177228780162400E+00,6.000000000000000E-01
9.800000000000000E-01,1.000000000000000E+00,3.120425058260300E+00,3.120425058260100E+00,3.120425058260300E+00,7.000000000000000E-01
9.900000000000000E-01,1.000000000000000E+00,3.072020630652200E+00,3.072020630652000E+00,3.072020630652200E+00,8.000000000000000E-01
1.000000000000000E+00,1.000000000000000E+00,3.033475768028500E+00,3.033475768028400E+00,3.033475768028500E+00,9.000000000000000E-01
1.010000000000000E+00,1.000000000000000E+00,3.018625251190200E+00,2.998708364420200E+00,2.998708364420300E+00,1.000000000000000E+00
1.020000000000000E+00,1.000000000000000E+00,3.034580944146800E+00,2.963298113176600E+00,2.963298113176800E+00,1.100000000000000E+00
1.030000000000000E+00,1.000000000000000E+00,3.076925111144400E+00,2.927285776957300E+00,2.927285776957500E+00,1.200000000000000E+00
1.040000000000000E+00,1.000000000000000E+00,3.138726841169400E+00,2.890669115570900E+00,2.890669115571000E+00,1.300000000000000E+00
1.050000000000000E+00,1.000000000000000E+00,3.211559350661200E+00,2.853446074916400E+00,2.853446074916600E+00,1.400000000000000E+00
1.060000000000000E+00,1.000000000000000E+00,3.285590950623200E+00,2.815614583010000E+00,2.815614583010100E+00,1.500000000000000E+00
1.070000000000000E+00,1.000000000000000E+00,3.351311918681800E+00,2.777172733411300E+00,2.777172733411500E+00,1.600000000000000E+00
1.080000000000000E+00,1.000000000000000E+00,3.400019572592900E+00,2.738118689792800E+00,2.738118689793000E+00,1.700000000000000E+00
1.090000000000000E+00,1.000000000000000E+00,3.424620570943500E+00,2.698450712552800E+00,2.698450712553000E+00,1.800000000000000E+00
1.100000000000000E+00,1.000000000000000E+00,3.420856935097500E+00,2.658167185062300E+00,2.658167185062400E+00,1.900000000000000E+00
1.110000000000000E+00,1.000000000000000E+00,3.387119303607900E+00,2.617266568958000E+00,2.617266568958100E+00,2.000000000000000E+00
1.120000000000000E+00,1.000000000000000E+00,3.325085815498900E+00,2.575747383984700E+00,2.575747383984800E+00,2.100000000000000E+00
1.130000000000000E+00,1.000000000000000E+00,3.239114691993800E+00,2.533608341902300E+00,2.533608341902500E+00,2.200000000000000E+00
1.140000000000000E+00,1.000000000000000E+00,3.135877742797000E+00,2.490848242629700E+00,2.490848242629900E+00,2.300000000000000E+00
1.150000000000000E+00,1.000000000000000E+00,3.024284223307900E+00,2.447465888166500E+00,2.447465888166700E+00,2.400000000000000E+00
1.160000000000000E+00,1.000000000000000E+00,2.913962934900700E+00,2.435639207654400E+00,2.435639207654500E+00,2.435639207654500E+00
1.170000000000000E+00,1.000000000000000E+00,2.814451421987000E+00,2.439219649473100E+00,2.439219649473200E+00,2.439219649473200E+00
1.180000000000000E+00,1.000000000000000E+00,2.734505967462500E+00,2.442382927954000E+00,2.442382927954100E+00,2.442382927954100E+00
1.190000000000000E+00,1.000000000000000E+00,2.681021473258800E+00,2.445129077523700E+00,2.445129077523900E+00,2.445129077523900E+00
1.200000000000000E+00,1.000000000000000E+00,2.658486484546000E+00,2.447457519467800E+00,2.447457519468000E+00,2.447457519468000E+00
1.210000000000000E+00,1.000000000000000E+00,2.668236594099300E+00,2.449367993518000E+00,2.449367993518100E+00,2.449367993518100E+00
1.220000000000000E+00,1.000000000000000E+00,2.708790401418900E+00,2.450860135982300E+00,2.450860135982500E+00,2.450860135982500E+00
1.230000000000000E+00,1.000000000000000E+00,2.775976139932500E+00,2.451933684539800E+00,2.451933684539900E+00,2.451933684539900E+00
1.240000000000000E+00,1.000000000000000E+00,2.862695490647600E+00,2.452588501848200E+00,2.452588501848300E+00,2.452588501848300E+00
1.250000000000000E+00,1.000000000000000E+00,2.960375489089600E+00,2.452824481677400E+00,2.452824481677500E+00,2.452824481677500E+00
1.260000000000000E+00,1.000000000000000E+00,3.058641626811000E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.270000000000000E+00,1.000000000000000E+00,3.147457718885700E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.280000000000000E+00,1.000000000000000E+00,3.217897513626400E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.290000000000000E+00,1.000000000000000E+00,3.263168278672800E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.300000000000000E+00,1.000000000000000E+00,3.278768149411300E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.310000000000000E+00,1.000000000000000E+00,3.263209903452000E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.320000000000000E+00,1.000000000000000E+00,3.217997084561300E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.330000000000000E+00,1.000000000000000E+00,3.147580667911200E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.340000000000000E+00,1.000000000000000E+00,3.058838855428200E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.350000000000000E+00,1.000000000000000E+00,2.960395495186900E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.360000000000000E+00,1.000000000000000E+00,2.861871562956900E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.370000000000000E+00,1.000000000000000E+00,2.772938259402800E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.380000000000000E+00,1.000000000000000E+00,2.702325169553600E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.390000000000000E+00,1.000000000000000E+00,2.656950757142900E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.400000000000000E+00,1.000000000000000E+00,2.641253108020200E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.410000000000000E+00,1.000000000000000E+00,2.656765210228900E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.420000000000000E+00,1.000000000000000E+00,2.701967884425500E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.430000000000000E+00,1.000000000000000E+00,2.772437149373100E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.440000000000000E+00,1.000000000000000E+00,2.861275647589900E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.450000000000000E+00,1.000000000000000E+00,2.959787369080200E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.460000000000000E+00,1.000000000000000E+00,3.058329158354400E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.470000000000000E+00,1.000000000000000E+00,3.147254944827700E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.480000000000000E+00,1.000000000000000E+00,3.217860036649500E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.490000000000000E+00,1.000000000000000E+00,3.263233142602200E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
1.500000000000000E+00,1.000000000000000E+00,3.278932846708300E+00,2.452825322745100E+00,2.452825322745300E+00,2.452825322745300E+00
