    "time",       "i",   "speed",    "Rarm"
         0,        35,         0,         4
     0.001, 35.472146, 0.4042755,   3.99856
     0.002, 35.490194,0.95758049,   3.99712
     0.003, 35.479934, 1.5182238,   3.99568
     0.004, 35.467943, 2.0790811,   3.99424
     0.005, 35.455837, 2.6397077,    3.9928
     0.006, 35.443753, 3.2000093,   3.99136
     0.007, 35.431653, 3.7600543,   3.98992
     0.008, 35.419587,  4.319029,   3.98848
     0.009, 35.407559, 4.8779135,   3.98704
      0.01, 35.395471, 5.4369196,    3.9856
     0.011, 35.383355, 5.9959556,   3.98416
     0.012, 35.371278, 6.5545596,   3.98272
     0.013, 35.359202, 7.1128982,   3.98128
     0.014, 35.347131, 7.6709549,   3.97984
     0.015, 35.335064, 8.2287276,    3.9784
     0.016, 35.323001, 8.7862164,   3.97696
     0.017, 35.310942, 9.3434211,   3.97552
     0.018, 35.298886, 9.9003419,   3.97408
     0.019, 35.286835, 10.456979,   3.97264
      0.02, 35.274787, 11.013332,    3.9712
     0.021, 35.262743, 11.569402,   3.96976
     0.022, 35.250703, 12.125188,   3.96832
     0.023, 35.238666,  12.68069,   3.96688
     0.024, 35.226634,  13.23591,   3.96544
     0.025, 35.214605, 13.790846,     3.964
     0.026,  35.20258, 14.345499,   3.96256
     0.027, 35.190559, 14.899869,   3.96112
     0.028, 35.178542, 15.453956,   3.95968
     0.029, 35.166529,  16.00776,   3.95824
      0.03, 35.154519, 16.561282,    3.9568
     0.031, 35.142514, 17.114521,   3.95536
     0.032, 35.130512, 17.667478,   3.95392
     0.033, 35.118514, 18.220152,   3.95248
     0.034,  35.10652, 18.772544,   3.95104
     0.035, 35.094529, 19.324654,    3.9496
     0.036, 35.082543, 19.876482,   3.94816
     0.037,  35.07056, 20.428028,   3.94672
     0.038, 35.058581, 20.979292,   3.94528
     0.039, 35.046606, 21.530275,   3.94384
      0.04, 35.034635, 22.080976,    3.9424
     0.041, 35.022667, 22.631395,   3.94096
     0.042, 35.010704, 23.181533,   3.93952
     0.043, 34.998744,  23.73139,   3.93808
     0.044, 34.986788, 24.280966,   3.93664
     0.045, 34.974836,  24.83026,    3.9352
     0.046, 34.962888, 25.379274,   3.93376
     0.047, 34.950943, 25.928006,   3.93232
     0.048, 34.939003, 26.476458,   3.93088
     0.049, 34.927066,  27.02463,   3.92944
      0.05, 34.915133, 27.572521,     3.928
     0.051, 34.903203, 28.120131,   3.92656
     0.052, 34.891278, 28.667461,   3.92512
     0.053, 34.879356, 29.214511,   3.92368
     0.054, 34.867439, 29.761281,   3.92224
     0.055, 34.855525, 30.307771,    3.9208
     0.056, 34.843615, 30.853981,   3.91936
     0.057, 34.831708, 31.399911,   3.91792
     0.058, 34.819806, 31.945561,   3.91648
     0.059, 34.807907, 32.490932,   3.91504
      0.06, 34.796012, 33.036024,    3.9136
     0.061, 34.784121, 33.580836,   3.91216
     0.062, 34.772234, 34.125369,   3.91072
     0.063,  34.76035, 34.669622,   3.90928
     0.064, 34.748471, 35.213597,   3.90784
     0.065, 34.736595, 35.757293,    3.9064
     0.066, 34.724723,  36.30071,   3.90496
     0.067, 34.712855, 36.843848,   3.90352
     0.068,  34.70099, 37.386708,   3.90208
     0.069,  34.68913, 37.929289,   3.90064
      0.07, 34.677273, 38.471591,    3.8992
     0.071,  34.66542, 39.013616,   3.89776
     0.072, 34.653571, 39.555362,   3.89632
     0.073, 34.641725,  40.09683,   3.89488
     0.074, 34.629884,  40.63802,   3.89344
     0.075, 34.618046, 41.178933,     3.892
     0.076, 34.606212, 41.719567,   3.89056
     0.077, 34.594382, 42.259924,   3.88912
     0.078, 34.582555, 42.800004,   3.88768
     0.079, 34.570733, 43.339806,   3.88624
      0.08, 34.558914,  43.87933,    3.8848
     0.081, 34.547099, 44.418578,   3.88336
     0.082, 34.535288, 44.957548,   3.88192
     0.083, 34.523481, 45.496241,   3.88048
     0.084, 34.511677, 46.034658,   3.87904
     0.085, 34.499877, 46.572797,    3.8776
     0.086, 34.488081,  47.11066,   3.87616
     0.087, 34.476289, 47.648246,   3.87472
     0.088, 34.464501, 48.185556,   3.87328
     0.089, 34.452716, 48.722589,   3.87184
      0.09, 34.440935, 49.259346,    3.8704
     0.091, 34.429158, 49.795827,   3.86896
     0.092, 34.417385, 50.332032,   3.86752
     0.093, 34.405616, 50.867961,   3.86608
     0.094,  34.39385, 51.403614,   3.86464
     0.095, 34.382088, 51.938992,    3.8632
     0.096,  34.37033, 52.474093,   3.86176
     0.097, 34.358576,  53.00892,   3.86032
     0.098, 34.346826,  53.54347,   3.85888
     0.099, 34.335079, 54.077746,   3.85744
       0.1, 34.323336, 54.611746,     3.856
     0.101, 34.311597, 55.145471,   3.85456
     0.102, 34.299862, 55.678921,   3.85312
     0.103,  34.28813, 56.212096,   3.85168
     0.104, 34.276403, 56.744997,   3.85024
     0.105, 34.264679, 57.277622,    3.8488
     0.106, 34.252959, 57.809973,   3.84736
     0.107, 34.241242,  58.34205,   3.84592
     0.108,  34.22953, 58.873852,   3.84448
     0.109, 34.217821,  59.40538,   3.84304
      0.11, 34.206116, 59.936634,    3.8416
     0.111, 34.194415, 60.467614,   3.84016
     0.112, 34.182717,  60.99832,   3.83872
     0.113, 34.171023, 61.528751,   3.83728
     0.114, 34.159334,  62.05891,   3.83584
     0.115, 34.147647, 62.588794,    3.8344
     0.116, 34.135965, 63.118405,   3.83296
     0.117, 34.124287, 63.647743,   3.83152
     0.118, 34.112612, 64.176807,   3.83008
     0.119, 34.100941, 64.705598,   3.82864
      0.12, 34.089274, 65.234116,    3.8272
     0.121,  34.07761, 65.762361,   3.82576
     0.122, 34.065951, 66.290333,   3.82432
     0.123, 34.054295, 66.818032,   3.82288
     0.124, 34.042643, 67.345459,   3.82144
     0.125, 34.030994, 67.872613,      3.82
     0.126,  34.01935, 68.399494,   3.81856
     0.127, 34.007709, 68.926104,   3.81712
     0.128, 33.996072,  69.45244,   3.81568
     0.129, 33.984439, 69.978505,   3.81424
      0.13, 33.972809, 70.504298,    3.8128
     0.131, 33.961184, 71.029818,   3.81136
