"time","level","level2","level3"
0,0,0,0
0.06,0,0,0
0.12,0.0025,0.0025,0
0.18,0.00916667,0.00916667,0
0.24,0.025,0.025,0
0.3,0.0416667,0.0416667,0
0.36,0.0775,0.0775,0
0.42,0.105,0.105,0
0.48,0.136667,0.136667,0
0.54,0.1875,0.1875,0
0.6,0.229167,0.229167,0
0.66,0.305,0.305,0
0.72,0.3575,0.3575,0
0.78,0.414167,0.414167,0
0.84,0.5,0.5,0
0.9,0.566667,0.566667,0
0.96,0.6825,0.6825,0
1.02,0.76,0.76,0
1.08,0.841667,0.841667,0
1.14,0.9625,0.9625,0
1.2,1.05417,1.05417,0
1.26,1.21,1.21,0
1.32,1.3125,1.3125,0
1.38,1.41917,1.41917,0
1.44,1.575,1.575,0
1.5,1.69167,1.69167,0
1.56,1.8875,1.8875,0
1.62,2.015,2.015,0
1.68,2.14667,2.14667,0
1.74,2.3375,2.3375,0
1.8,2.47917,2.47917,0
1.86,2.715,2.715,0
1.92,2.8675,2.8675,0
1.98,3.02417,3.02417,0
2.04,3.25,3.25,0
2.1,3.41667,3.41667,0
2.16,3.68333,3.68333,0
2.22,3.85,3.85,0
2.28,4.01667,4.01667,0
2.34,4.25,4.25,0
2.4,4.41667,4.41667,0
2.46,4.68333,4.68333,0
2.52,4.85,4.85,0
2.58,5.01667,5.01667,0
2.64,5.25,5.25,0
2.7,5.41667,5.41667,0
2.76,5.68333,5.68333,0
2.82,5.85,5.85,0
2.88,6.01667,6.01667,0
2.94,6.25,6.25,0
3,6.41667,6.41667,0
3.06,6.68333,6.68333,0
3.12,6.85,6.85,0
3.18,7.01667,7.01667,0
3.24,7.25,7.25,0
3.3,7.41667,7.41667,0
3.36,7.68333,7.68333,0
3.42,7.85,7.85,0
3.48,8.01667,8.01667,0
3.54,8.25,8.25,0
3.6,8.41667,8.41667,0
3.66,8.68333,8.68333,0
3.72,8.85,8.85,0
3.78,9.01666,9.01666,0
3.84,9.25,9.25,0
3.9,9.41666,9.41666,0
3.96,9.68333,9.68333,0
4.02,9.85,9.85,0
4.08,10.0167,10.0167,0
4.14,10.25,10.25,0
4.2,10.4167,10.4167,0
4.26,10.6833,10.6833,0
4.32,10.85,10.85,0
4.38,11.0167,11.0167,0
4.44,11.25,11.25,0
4.5,11.4167,11.4167,0
4.56,11.6833,11.6833,0
4.62,11.85,11.85,0
4.68,12.0167,12.0167,0
4.74,12.25,12.25,0
4.8,12.4167,12.4167,0
4.86,12.6833,12.6833,0
4.92,12.85,12.85,0
4.98,13.0167,13.0167,0
5.04,13.25,13.25,0
5.1,13.4167,13.4167,0
5.16,13.6833,13.6833,0
5.22,13.85,13.85,0
5.28,14.0167,14.0167,0
5.34,14.25,14.25,0
5.4,14.4167,14.4167,0
5.46,14.6833,14.6833,0
5.52,14.85,14.85,0
5.58,15.0167,15.0167,0
5.64,15.25,15.25,0
5.7,15.4167,15.4167,0
5.76,15.6833,15.6833,0
5.82,15.85,15.85,0
5.88,16.0167,16.0167,0
5.94,16.25,16.25,0
6,16.4167,16.4167,0
6.06,16.6833,16.6833,0
6.12,16.85,16.85,0
6.18,17.0167,17.0167,0
6.24,17.25,17.25,0
6.3,17.4167,17.4167,0
6.36,17.6833,17.6833,0
6.42,17.85,17.85,0
6.48,18.0167,18.0167,0
6.54,18.25,18.25,0
6.6,18.4167,18.4167,0
6.66,18.6833,18.6833,0
6.72,18.85,18.85,0
6.78,19.0167,19.0167,0
6.84,19.25,19.25,0
6.9,19.4167,19.4167,0
6.96,19.6833,19.6833,0
7.02,19.85,19.85,0
7.08,20.0167,20.0167,0
7.14,20.25,20.25,0
7.2,20.4167,20.4167,0
7.26,20.6833,20.6833,0
7.32,20.85,20.85,0
7.38,21.0167,21.0167,0
7.44,21.25,21.25,0
7.5,21.4167,21.4167,0
7.56,21.6834,21.6834,0
7.62,21.85,21.85,0
7.68,22.0167,22.0167,0
7.74,22.25,22.25,0
7.8,22.4167,22.4167,0
7.86,22.6834,22.6834,0
7.92,22.85,22.85,0
7.98,23.0167,23.0167,0
8.04,23.25,23.25,0
8.1,23.4167,23.4167,0
8.16,23.6834,23.6834,0
8.22,23.85,23.85,0
8.28,24.0167,24.0167,0
8.34,24.25,24.25,0
8.4,24.4167,24.4167,0
8.46,24.6834,24.6834,0
8.52,24.85,24.85,0
8.58,25.0167,25.0167,0
8.64,25.25,25.25,0
8.7,25.4167,25.4167,0
8.76,25.6834,25.6834,0
8.82,25.85,25.85,0
8.88,26.0167,26.0167,0
8.94,26.25,26.25,0
9,26.4167,26.4167,0
9.06,26.6834,26.6834,0
9.12,26.85,26.85,0
9.18,27.0167,27.0167,0
9.24,27.25,27.25,0
9.3,27.4167,27.4167,0
9.36,27.6834,27.6834,0
9.42,27.85,27.85,0
9.48,28.0167,28.0167,0
9.54,28.25,28.25,0
9.6,28.4167,28.4167,0
9.66,28.6833,28.6833,0
9.72,28.85,28.85,0
9.78,29.0167,29.0167,0
9.84,29.25,29.25,0
9.9,29.4167,29.4167,0
9.96,29.6833,29.6833,0
10.02,29.85,29.85,0
10.08,30.0167,30.0167,0
10.14,30.25,30.25,0
10.2,30.4167,30.4167,0
10.26,30.6833,30.6833,0
10.32,30.85,30.85,0
10.38,31.0167,31.0167,0
10.44,31.25,31.25,0
10.5,31.4167,31.4167,0
10.56,31.6833,31.6833,0
10.62,31.85,31.85,0
10.68,32.0167,32.0167,0
10.74,32.25,32.25,0
10.8,32.4167,32.4167,0
10.86,32.6833,32.6833,0
10.92,32.85,32.85,0
10.98,33.0167,33.0167,0
11.04,33.25,33.25,0
11.1,33.4166,33.4166,0
11.16,33.6833,33.6833,0
11.22,33.85,33.85,0
11.28,34.0166,34.0166,0
11.34,34.25,34.25,0
11.4,34.4166,34.4166,0
11.46,34.6833,34.6833,0
11.52,34.85,34.85,0
11.58,35.0166,35.0166,0
11.64,35.25,35.25,0
11.7,35.4166,35.4166,0
11.76,35.6833,35.6833,0
11.82,35.85,35.85,0
11.88,36.0166,36.0166,0
11.94,36.25,36.25,0
12,36.4166,36.4166,0
12.06,36.6833,36.6833,0
12.12,36.85,36.85,0
12.18,37.0166,37.0166,0
12.24,37.25,37.25,0
12.3,37.4166,37.4166,0
12.36,37.6833,37.6833,0
12.42,37.85,37.85,0
12.48,38.0166,38.0166,0
12.54,38.25,38.25,0
12.6,38.4166,38.4166,0
12.66,38.6833,38.6833,0
12.72,38.85,38.85,0
12.78,39.0166,39.0166,0
12.84,39.25,39.25,0
12.9,39.4166,39.4166,0
12.96,39.6833,39.6833,0
13.02,39.8499,39.8499,0
13.08,40.0166,40.0166,0
13.14,40.2499,40.2499,0
13.2,40.4166,40.4166,0
13.26,40.6833,40.6833,0
13.32,40.8499,40.8499,0
13.38,41.0166,41.0166,0
13.44,41.2499,41.2499,0
13.5,41.4166,41.4166,0
13.56,41.6833,41.6833,0
13.62,41.8499,41.8499,0
13.68,42.0166,42.0166,0
13.74,42.2499,42.2499,0
13.8,42.4166,42.4166,0
13.86,42.6833,42.6833,0
13.92,42.8499,42.8499,0
13.98,43.0166,43.0166,0
14.04,43.2499,43.2499,0
