"Time","FMU2"
2.0357719601660579e-05,282.50284169061092
2.0785704699378605e-05,282.49569651510132
2.121959002148444e-05,282.48845283614975
2.1613769298120562e-05,282.48187204655949
2.1972610429446108e-05,282.47588122453345
2.2339940400431904e-05,282.46974868227721
2.2751601253924069e-05,282.46287604001998
2.3194025618188105e-05,282.45548980393318
2.36115159343523e-05,282.4485198398994
2.3980017511016458e-05,282.44236773879589
2.4333538962615821e-05,282.43646572976331
2.4722003627697784e-05,282.42998034714589
2.5159476947003008e-05,282.42267676975911
2.5599051384524646e-05,282.41533811471618
2.5988186756345851e-05,282.40884153553247
2.6338264396034638e-05,282.40299702180459
2.6702869198152899e-05,282.39690997866467
2.7121575412163694e-05,282.38991971777665
2.7573518209296134e-05,282.38237457558597
2.7990733998444796e-05,282.37540919780696
2.8350670533987213e-05,282.36940009193341
2.869753012248833e-05,282.36360930463877
2.9088675840522533e-05,282.35707916493425
2.953643038249193e-05,282.34960394673567
2.9664192702452986e-05,282.3474709673859
2.966419270245384e-05,282.3474709673859
3.0047415754429265e-05,282.34107309667252
3.0476225738091903e-05,282.33391415782307
3.0919200655027363e-05,282.32651873837068
3.1321651313396635e-05,282.31979986853185
3.1679094588205906e-05,282.31383239318257
3.2037424653338106e-05,282.30785011404078
3.2442170358908755e-05,282.30109293242401
3.2889172469780505e-05,282.29363028672032
3.3317903379373978e-05,282.28647267806537
3.3690434231585331e-05,282.28025332355571
3.4037215628728014e-05,282.27446385392051
3.441535836278302e-05,282.26815081205456
3.4850856748041767e-05,282.26088022682291
3.530114496385008e-05,282.253362729088
3.5700016590884401e-05,282.24670362540928
3.6048214591846013e-05,282.24089051162099
3.6401975289916501e-05,282.23498453047182
3.6812270207596362e-05,282.22813472042043
3.7269855020484188e-05,282.22049541456028
3.770060045438912e-05,282.21330418947502
3.8065226910080531e-05,282.20721681120921
3.840412245233057e-05,282.20155900727718
3.878292429583967e-05,282.19523497551148
3.9228032105710686e-05,282.18780397855033
3.968564132872273e-05,282.18016427441216
4.0080401535710039e-05,282.1735738247628
4.0419649438474848e-05,282.16791014394721
4.0769479378439995e-05,282.16206979899056
4.1185458705871077e-05,282.1551251038004
4.1653104806929719e-05,282.14731784344758
4.2085182632381109e-05,282.14010439013526
4.2442229859592411e-05,282.13414355890615
4.2774095151367079e-05,282.1286031359495
4.315383386752734e-05,282.12226347712334
4.3607812726195294e-05,282.11468439615066
4.4071701051486786e-05,282.10693988050696
4.4462447925377252e-05,282.10041644702943
4.479390148343711e-05,282.09488290347201
4.5140570691008852e-05,282.08909533900521
4.55615409696692e-05,282.08206733621233
4.6037741800589392e-05,282.07411727372784
4.6470684333114008e-05,282.06688940014908
4.6821364957967477e-05,282.06103487088376
4.7147539043390505e-05,282.0555894733609
4.7528101704450047e-05,282.04923607283416
4.7989248919647993e-05,282.04153733450806
4.8458069862217603e-05,282.03371048702485
4.8845569054217882e-05,282.02724128705529
4.9170980146960609e-05,282.02180863300032
4.9515230236200875e-05,282.01606146773025
4.9939897980544792e-05,282.00897175208564
5.042257421870805e-05,282.00091360180716
5.0768613750908988e-05,281.99513656586487
5.1114653283109926e-05,281.98935953091978
5.1535254942803868e-05,281.98233770307831
5.2011894405760148e-05,281.97438034146217
5.2445566233286845e-05,281.96714031406322
5.2796381763930737e-05,281.96128355004043
5.312207168368502e-05,281.95584625175587
5.3502018880728026e-05,281.94950314515637
5.3963076338198497e-05,281.94180592825057
5.4432595221590545e-05,281.93396745217694
5.4820644954564602e-05,281.92748908036896
5.5145916508420502e-05,281.92205877205788
5.5489537553575021e-05,281.91632212560245
5.5913690251582757e-05,281.90924102960804
5.6396671220499185e-05,281.90117781593995
5.6742988660950572e-05,281.8953961576085
5.7089306101401959e-05,281.88961450027386
5.75099717976923e-05,281.88259162426453
5.7986325435230803e-05,281.87463905809199
5.8419715597781773e-05,281.86740375453923
5.8770571907016266e-05,281.8615463271567
5.909652134887056e-05,281.85610471241466
5.9476685085449712e-05,281.84975800963082
5.9937676025797223e-05,281.84206192609906
6.0406867581074077e-05,281.83422893796279
6.0794757918608497e-05,281.82775324646633
6.1120163877060506e-05,281.82232071046195
6.1464051366641958e-05,281.81657963286534
6.1888346158891686e-05,281.80949618570634
6.2371126709500466e-05,281.80143634191057
6.2717402184062424e-05,281.79565540136326
6.3063677658624381e-05,281.78987446181048
6.3484301825921993e-05,281.78285229997391
6.3960668671793206e-05,281.77489953691327
6.4394114195199284e-05,281.76766333061863
6.4744996733138586e-05,281.76180548275033
6.5070921930842241e-05,281.75636428891085
6.5451035318416995e-05,281.75001844552435
6.5912001857822559e-05,281.74232279219956
6.6381236196164325e-05,281.73448911306281
6.676917744686754e-05,281.7280125908066
6.7094586815421157e-05,281.72258001398978
6.7438430795099097e-05,281.71683967980442
6.7862676707043952e-05,281.70975706969239
6.8345465704732424e-05,281.70169710877906
6.8691773610359011e-05,281.69591564395085
6.9038081515985597e-05,281.69013418011531
6.9458707497207248e-05,281.68311200881362
6.9935035546844711e-05,281.67515991701214
7.0368450307120545e-05,281.66792424573993
7.0719343320926835e-05,281.6620662403397
7.1045301578902864e-05,281.65662451069505
7.1425437221709563e-05,281.65027831456717
7.1886389746127525e-05,281.64258291801167
7.2355584332783082e-05,281.63474992571196
7.2743511572809645e-05,281.62827365653584
7.3068940993936565e-05,281.62284076103538
7.3412815783565626e-05,281.61709992948636
7.3837073488669947e-05,281.61001714345849
7.4319834785260114e-05,281.60195766885681
7.4666142426958404e-05,281.59617622554356
7.5012450068656693e-05,281.59039478322092
7.5433070282370318e-05,281.58337272898024
7.59093930973953e-05,281.57542074809066
7.63428102227019e-05,281.56818505873548
7.6693708954138037e-05,281.56232697520545
7.701966976048991e-05,281.5568852191073
7.7399802168281326e-05,281.55053909574889
7.7860748481706495e-05,281.542843825631
7.8329941793563426e-05,281.53501087776448
7.871787377182334e-05,281.52853454862441
7.9043307442180013e-05,281.52310159823827
7.938718169786917e-05,281.51736079256415
7.981143448291598e-05,281.5102781095971
8.0294191642722254e-05,281.50221872786142
8.0640503945213928e-05,281.49643722381239
8.0986816247705603e-05,281.49065572075193
8.1407435569311008e-05,281.48363370213679
8.1883751580992349e-05,281.47568185829971
8.2317164544075825e-05,281.46844625978707
8.2668065905942123e-05,281.46258814963147
8.2994032121849436e-05,281.45714631928126
8.3374167223842038e-05,281.45080016966847
8.3835110177120451e-05,281.44310497834755
8.4304297135282021e-05,281.43527215965617
8.4692227841463722e-05,281.42879587085207
8.5017665378030129e-05,281.42336287194212
8.5361544251435719e-05,281.41762200610412
8.5785797874253597e-05,281.41053933003087
8.6268549846628618e-05,281.40248005865203
8.6614862992834293e-05,281.39669855755653
8.6961176139039968e-05,281.39091705744767
8.7381794336886641e-05,281.38389507828271
8.7858108073660221e-05,281.37594329584959
8.8291520473069576e-05,281.36870772805958
8.8642423243937398e-05,281.36284961163415
8.896839100310185e-05,281.35740777154501
8.9348526189064935e-05,281.35106163921597
8.9809467398761534e-05,281.34336649965758
9.0278652621357013e-05,281.33553373299628
9.0666583686436331e-05,281.32905745726077
9.0992022759618326e-05,281.32362444868562
9.1335902666069054e-05,281.31788358249321
9.1760155743207965e-05,281.31080093636677
9.2242905717626877e-05,281.30274172204906
9.2589219743461997e-05,281.29696022327261
9.2935533769297117e-05,281.29117872548073
9.3356151500779253e-05,281.28415677474851
9.3832463532127929e-05,281.27620504416382
9.4265875064216475e-05,281.2689695121216
9.4616778587695269e-05,281.26311140034898
9.4942747621775848e-05,281.25766955496783
9.5322883283123001e-05,281.25132343334957
9.5783823441520456e-05,281.24362833394952
9.6253007011469464e-05,281.2357956178862
9.6640937860543061e-05,281.2293193647775
9.6966378006486673e-05,281.22388635424812
9.7310259054845597e-05,281.21814548584922
9.7734512168537666e-05,281.21106285990658
9.821726055449169e-05,281.20300369576455
9.8563574918967479e-05,281.19722220830351
9.8909889283443268e-05,281.19144072182507
9.9330506630860785e-05,281.18441879810899
9.9806817705444696e-05,281.1764671068259
0.00010024022883223504,281.16923160277429
0.00010059113281804706,281.16337350046501
0.00010091710252610273,281.15793165979125
0.0001012972383575621,281.15158555394157
0.00010175817781736513,281.14389048876484
0.00010222736041013115,281.13605781197555
0.00010261529117578156,281.12958157924106
0.00010294073197970065,281.12414857364905
0.00010328461367600282,281.11840771125526
0.00010370886673017872,281.11132510705716
0.00010419161405542454,281.10326598423131
0.00010453792866919911,281.09748450954226
0.00010488424328297368,281.09170303583369
0.00010530486035456552,281.08468113728401
0.00010578117068440641,281.07672948171455
0.0001062145814433592,281.06949400498428
0.00010656548574714966,281.0636359145127
0.00010689145598588347,281.05819408090542
0.00010727159199005535,281.05184799074243
0.00010773253091188281,281.04415295706082
0.0001082017126574,281.03632031732866
0.00010858964328066326,281.02984410591324
0.00010891508460375518,281.02441110754285
0.00010925896687720591,281.01867025230115
0.00010968321993829505,281.01158766869554
0.0001101659663539011,281.00352858461474
0.00011051228112384587,280.99774712421709
0.00011085859589379064,280.99196566479787
0.00011127921272019008,280.98494379086048
0.00011175552244947701,280.97699216854897
0.00011218893291304786,280.96975671788636
0.00011253983746793831,280.9638986403333
0.0001128658081263827,280.95845681561207
0.00011324594426028649,280.95211074181469
0.0001137068827225363,280.94441573827248
0.00011417606373970842,280.93658313356468
0.000114563994228891,280.9301069432903
0.00011488943598765516,280.92467395350252
0.00011523331875555396,280.91893310675874
0.00011565757182168994,280.91185054373369
0.00011614031742918494,280.90379149665387
0.00011648663232606458,280.89801005100054
0.00011683294722294421,280.89222860632367
0.0001172535638250265,280.88520675660732
0.00011772987300975188,280.87725516657071
0.00011816328319609861,280.87001974162843
0.00011851418796943269,280.86416167750343
0.00011884015900729371,280.85871986230785
0.00011922029526352232,280.85237380496108
0.00011968123330284397,280.84467883089962
0.00012015041363097419,280.83684626051223
0.00012053834397910132,280.83037009145585
0.00012086378613910992,280.82493711079235
0.00012120766937697173,280.81919627292029
0.00012163192245716733,280.81211373028219
0.0001221146672953694,280.80405471950604
0.00012246098230104811,280.79827328886461
0.00012280729730672682,280.79249185919753
0.00012322791369230379,280.78547003352907
0.00012370422236155707,280.77751847523314
0.00012413763228354268,280.77028307575239
0.00012448853726060031,280.7644250252655
0.00012481450865596414,280.75898321992827
0.00012519464502746075,280.75263717911122
0.00012565558266102112,280.74494223419686
0.00012612476232325538,280.73710969769576
0.00012651269253024215,280.73063354981934
0.00012683813507404634,280.72520057853825
0.00012718201876614209,280.71945974976546
0.00012760627186186237,280.71237722744661
0.00012808901595159355,280.70431825257737
0.0001284353310585938,280.69853683703735
0.00012878164616559405,280.6927554224697
0.00012920226233890445,280.68573362073533
0.00012967857050624491,280.67778209390514
0.00013011198016915456,280.67054671975359
0.00013046288534263595,280.66468868299097
0.0001307888570855011,280.65924688764591
0.00013116899356971365,280.6529008633625
0.00013162993080568299,280.64520594741197
0.00013209910981183169,280.63737344458542
0.00013248703987673907,280.63089731786511
0.00013281248279628605,280.62546435606788
0.00013315636693626718,280.61972353646536
0.00013358062004874911,280.6126410344018
0.00013406336339920691,280.60458209523671
0.00013440967860383894,280.59880069482449
0.00013475599380847098,280.59301929538253
0.00013517660977133906,280.58599751750899
0.00013565291744285473,280.57804602199434
0.00013592870263966342,280.57344205592977
0.0001359287026396681,280.57344205592966
0.00013627960800613383,280.56758403258073
0.00013696756338960932,280.55609929189086
0.00013766792237090137,280.54440749335589
0.00013836828135219343,280.53271570539346
0.00013896661487605358,280.52272713992943
0.00013946890418110329,280.51434194279989
0.00013998233762341293,280.50577071487214
0.0001406018353734769,280.49542886901571
0.00014131305365203172,280.48355586818121
0.00014197363239131731,280.47252825978182
0.00014250970523750698,280.4635791518524
0.0001429979052484407,280.45542923876258
0.00014355779706415109,280.44608253453362
0.00014423970861868207,280.4346988879978
0.00014494871822166069,280.4228629076203
0.00014554319882233768,280.41293886613875
0.000146036345891527,280.40470647019521
0.00014654538720790592,280.39620876278315
0.00014716988255449986,280.38578374751648
0.00014789144832832109,280.3737383299121
0.00014842088200365822,280.36490028956422
0.00014895031567899536,280.35606227652431
0.0001495806777739337,280.3455394687382
0.00015028260978149039,280.33382197412834
0.00015092446439730149,280.32310741125053
0.00015145574687892862,280.31423867914549
0.00015195565296427581,280.30589374573719
0.00015253196895570562,280.29627333947445
0.00015321762386953568,280.28482780012098
0.00015390953767755811,280.27327784423051
0.00015448912992983401,280.26360289570044
0.00015498507817486972,280.25532422703247
0.00015551035670027431,280.2465559978815
0.00015614891544566393,280.23589688943048
0.00015686374993907488,280.22396462509147
0.00015750642103271997,280.21323700501136
0.00015802800574380734,280.20453063641156
0.00015851963571217442,280.19632431752552
0.00015909770928147237,280.18667512822515
0.00015979463252641774,280.17504217924176
0.00016049380023144339,280.16337185178668
0.00016106826751337216,280.15378305762209
0.00016155513148898503,280.1456565528332
0.00016207704094056179,280.13694513483642
0.00016272161148593407,280.12618639906333
0.00016344640355777781,280.11408875692081
0.0001639609450020079,280.1055005116873
0.000164475486446238,280.09691232042849
0.00016510673270497624,280.08637628871594
0.00016582837208232602,280.07433162309621
0.00016648424590924436,280.06338472817339
0.00016700936076312247,280.05462034080512
0.00016749321863519039,280.04654460451405
0.00016806011160158988,280.03708305485236
0.00016875442045178663,280.02549501165407
0.00016946567030233842,280.01362434041664
0.00017005074234084926,280.00385965227332
0.00017053611394944658,279.99575899979936
0.00017104705179527319,279.98723172042037
0.00017168175747202887,279.97663891354796
0.00017241127594373059,279.96446387265769
0.00017293167817023915,279.95577888794998
0.00017345208039674771,279.9470939746268
0.00017408441762209844,279.93654109259893
0.00017479993879443288,279.92460011003959
0.00017545024845232356,279.91374753297066
0.00017597664041165076,279.90496302104782
0.000176466036656169,279.89679596990521
0.00017703725439093167,279.88726356754978
0.00017773003351878626,279.87570269282696
0.00017843469384714507,279.86394369372505
0.00017901685671953724,279.85422897954078
0.00017950519092673069,279.84608008969974
0.0001800215031465568,279.83746440702032
0.00018065895346187766,279.82682741153008
0.00018138445494196633,279.81472128065025
0.00018190423843221403,279.80604798030873
0.00018242402192246174,279.79737476697773
0.00018305557282249707,279.7868366982421
0.00018377123237290366,279.77489535009022
0.00018442261147342393,279.76402672098351
0.00018494967688235337,279.75523244116704
0.0001854387889334375,279.74707151193127
0.00018600910426493965,279.73755579444338
0.00018670135848932915,279.72600567756291
0.00018740680768546388,279.71423557928023
0.00018799005237765234,279.70450454161539
0.0001884785994822357,279.69635356270732
0.00018899415596078397,279.68775205039441
0.00018963065426286875,279.67713288697809
0.00019035628102840539,279.6650269123059
0.00019087680543004854,279.65634287921313
0.00019139732983169169,279.64765894887574
0.00019202892834394277,279.63712210377395
0.00019274376989074054,279.62519671608868
0.00019339455007500556,279.61434020966919
0.00019392191047812565,279.60554275098355
0.00019441176718543952,279.59737103049071
0.00019498255597780704,279.58784933393639
0.00019567450921896361,279.57630659198776
0.00019637916237113132,279.56455219928688
0.00019696218403093428,279.55482690938538
0.00019745119800946003,279.54666985572862
0.00019796739901261579,279.53805941486723
0.00019860412366328037,279.52743874652407
0.0001993291911781215,279.51534471630686
0.00019984976415137129,279.50666176790372
0.00020037033712462109,279.49797893743067
0.0002010018311134203,279.48744617358216
0.00020171654147528202,279.47552564672554
0.00020236736498491757,279.4646708757154
0.00020289487594971257,279.45587291506405
0.00020338482724278762,279.44770149717954
0.00020395557044735281,279.43818276844655
0.00020464738846998618,279.4266449818702
0.00020535200400196405,279.4148939935493
0.00020593513622956078,279.40516917807753
0.00020642426336117342,279.39701219640796
0.00020694047086851705,279.38840372927092
0.0002075770944701672,279.37778733451677
0.00020830206769984196,279.36569785123692
0.0002088227495627657,279.35701524049762
0.00020934343142568944,279.34833276255443
0.00020997490727262045,279.33780295138115
0.00021068946798167914,279.32588794549577
0.00021134020182783975,279.31503744880695
0.0002118677721134951,279.30624076857583
0.00021235784135555002,279.29806950552177
0.0002129286401344013,279.28855233789216
0.00021362038076595653,279.27701888072085
0.00021432485709519612,279.26527333507568
0.00021490796018854309,279.25555160910028
0.00021539716663206618,279.24739550325967
0.00021591346712375158,279.23878781968801
0.00021655010037741892,279.22817416191043
0.00021727495591989502,279.21608996707846
0.00021779564841300199,279.20740958554086
0.00021831634090610895,279.19872935127586
0.00021894778802384907,279.18820297443131
0.00021966229474629055,279.17629223832392
0.00022031300461947947,279.1654452336561
0.00022084058954320891,279.1566508330078
0.00022133067971764322,279.14848157844528
0.00022190147341943667,279.13896725720144
0.00022259316972774929,279.12743790878454
0.00022329759504971804,279.11569667122325
0.00022388068569509858,279.10597803460388
0.00022436990833960832,279.09782409032624
0.00022488622252430716,279.08921875840815
0.00022552283743327669,279.07860860674441
0.00022624763559284176,279.0665290379057
0.00022676832376934976,279.05785138126873
0.00022728901194585775,279.04917388602593
0.00022792043873943538,279.03865110119222
0.00022863490679431853,279.02674471566593
0.00022928558369005842,279.01590165883158
0.00022981315709833192,279.00711022142804
0.00023030324922116037,278.99894352167621
0.00023087403918974666,278.98943229158601
0.00023156570515182277,278.97790714182787
0.0002322700793478785,278.96617054237549
0.0002328531365733274,278.9564556159101
0.00023334235537867697,278.94830439471019
0.00023385867972787759,278.93970171308138
0.00023449528698218144,278.92909518431588
0.00023522003405664635,278.91702047126569
0.000235740697522488,278.9083461197294
0.00023626136098832965,278.89967194334724
0.00023689276630106947,278.88915306029497
0.0002376072129946462,278.87725106496396
0.00023825786407287582,278.86641213478543
0.00023878541200237586,278.85762413469399
0.00023927548576582408,278.8494605521592
0.0002398462621413418,278.83995283802864
0.00024053790509771442,278.82843207955284
0.0002412422405111159,278.81670023243612
0.00024182526101341586,278.80698933549832
0.00024231446110530721,278.79884130686082
0.00024283078246379539,278.79024172847807
0.00024346737987965763,278.77963914660597
0.00024419208545293245,278.76756945605297
0.0002447127165829725,278.75889877076065
0.00024523334771301255,278.75022827402643
0.00024586473207782782,278.73971356703538
0.00024657916334623153,278.7278161828562
0.0002472297884483696,278.71698167258103
0.00024775730327468253,278.70819747193065
0.0002482473508320514,278.70003735547363
0.00024881811139952403,278.69053344801716
0.00024950973492662907,278.67901732821531
0.00025021403393121527,278.66729050566448
0.00025079701337984159,278.65758396787271
0.00025128618819051458,278.64943945702942
0.00025180250312905624,278.64084326670564
0.00025243909191974739,278.63024489174478
0.00025316375889050641,278.61818049342133
0.00025368435273318772,278.60951378479825
0.00025420494657586902,278.60084727778172
0.00025483630987515677,278.59033702463159
0.00025555072976557951,278.57844449581887
0.00025620133010040129,278.56761466836082
0.0002567288080915466,278.55883455819531
0.00025721882461973098,278.55067820049385
0.00025778956739552159,278.54117837990367
0.00025848117353333719,278.52966716377097
0.00025918543883166035,278.51794562438357
0.0002597683760686684,278.50824371566591
0.00026025752204874084,278.50010299179098
0.00026077382785342178,278.49151045638058
0.00026141040806588941,278.48091656039691
0.00026213503892148028,278.46885772249061
0.00026265559361120266,278.46019524343387
0.00026317614830092504,278.45153297867807
0.00026380749081688292,278.44102744315273
0.00026452190129797889,278.42914004029512
0.00026517247748360277,278.41831516084932
0.00026569991716899965,278.40953938835293
0.00026618990082413508,278.40138702670288
0.00026676062527700221,278.39189154233196
0.00026745221530063501,278.38038549959447
0.00026815644841179356,278.36866951350737
0.00026873934321816595,278.35897248133938
0.00026922845906504958,278.3508357704535
0.00026974475478653317,278.34224712140752
0.00027038132679679892,278.33165796360657
0.00027110592317691241,278.31960496001273
0.00027162643827555047,278.31094693355442
0.00027214695337418853,278.30228913373838
0.00027277827553759182,278.2917885698136
0.00027349267786143866,278.27990656716702
0.00027414323073959748,278.26908688965136
0.00027467063202495963,278.26031567292677
0.00027516058233954777,278.25216751597503
0.00027573128842654055,278.24267660240673
0.00027642286328009581,278.23117600028542
0.00027712706567080257,278.21946583033514
0.00027770991877224129,278.20977389966839
0.00027819900433914593,278.20164140283799
0.00027871528959543993,278.19305685615581
0.00027935185369818951,278.18247268971379
0.00028007641713953665,278.17042578763233
0.00028059689320834071,278.16177241409616
0.00028111736927714478,278.15311927919072
0.00028174867170505048,278.14262393041054
0.00028246306664659617,278.13074760189755
0.00028311359708868311,278.11993337218365
0.00028364096069816727,278.11116690956385
0.00028413087812661554,278.10302314490025
0.00028470156621836185,278.09353702320243
0.00028539312668763336,278.08204212353303
0.00028609729970316899,278.07033802640387
0.00028668011231476696,278.06065140726264
0.0002871691681741436,278.05252330788852
0.00028768544302766288,278.04394306617496
0.00028832199956380626,278.03336413611447
0.000289046531517157,278.02132359576547
0.00028956696967255698,278.0126750601782
0.00029008740782795702,278.00402677485823
0.00029071869124803513,277.99353687559704
0.00029143307935907483,277.98166649057077
0.00029208358830920311,277.9708579457693
0.00029261091544731117,277.96209642146056
0.00029310080094564674,277.95395722262936
0.00029367147162174948,277.94447610376506
0.00029436301841650331,277.93298716162491
0.00029506716339422506,277.92128938596034
0.00029564993704890845,277.91160827630836
0.0002961389641700874,277.90348474550319
0.00029665522889369713,277.89490900186655
0.00029729177820465359,277.88433554581513
0.00029801628010780963,277.87230161922508
0.00029853668179445901,277.86365809510596
0.0002990570834811084,277.8550148325387
0.0002996883486920513,277.84453060866127
0.00030040273039142872,277.83266643039786
0.00030105321882062814,277.82186379962121
0.00030158051095759673,277.81310738728467
0.00030207036577020773,277.8049729173427
0.00030264101973637809,277.79549700355187
0.00030333255352238945,277.78401426672428
0.00030403667177803298,277.7723230533548
0.00030461940817016022,277.76264764170452
0.00030510840774071598,277.75452884127247
0.00030562466273149712,277.74595778076105
0.00030626120516303039,277.73539002888504
0.00030698567843235599,277.72336296002783
0.00030750604526119348,277.71472461208941
0.00030802641209003097,277.70608653663578
0.00030865765992286678,277.69560820614117
0.00030937203555533508,277.68375049085591
0.00031002250444203471,277.67295399554274
0.00031054976317813839,277.66420286055728
0.00031103958869173847,277.65607327450914
0.00031161022671267379,277.64660276042616
0.0003123017481244404,277.63512646918576
0.00031300584094959885,277.62344205117029
0.00031358854184248365,277.61377251812553
0.00031407751515200982,277.60565860249943
0.0003145937608651839,277.59709240320086
0.00031523029675746317,277.58653057836779
0.00031595474278044698,277.57451060328759
0.00031647507643018969,277.56587758907807
0.0003169954100799324,277.55724485793479
0.00031762664137184159,277.54677263139081
0.00031834101123579439,277.53492162777201
0.00031899146154457483,277.52413148203902
0.00031951868852348961,277.51538578294492
0.00032000848617960936,277.50726122920116
0.00032057910904012847,277.49779630250032
0.00032127061868419959,277.48632668955503
0.00032197468733327893,277.47464929239601
0.00032255735449482283,277.46498581172386
0.00032304630286441666,277.4568769291397
0.00032356253977836361,277.44831576276141
0.00032419906946224005,277.43776008059899
0.00032492348958465804,277.4257474276223
0.00032544379173715047,277.41711989860221
0.0003259640938896429,277.40849266287819
0.00032659530946502386,277.39802674373408
0.00032730967382868157,277.38618269266993
0.00032796010649685352,277.37539910353337
0.00032848730335094053,277.36665899294292
0.00032897707458985842,277.35853961425261
0.00032954768306891081,277.34908045607898
0.00033023918152454417,277.33761774655528
0.00033094322720584501,277.32594758834506
0.00033152586236798973,277.31629032765005
0.00033201478710583119,277.30818662088507
0.0003325310156996259,277.2996306531258
0.00033316753949303086,277.28908132207857
0.00033389193500927541,277.27707621197226
0.00033441220730958743,277.2684543141778
0.00033493247960989945,277.25983271955795
0.00033556368026794141,277.24937330434886
0.00033627803937787089,277.23753643878172
0.00033692845530625929,277.2267596063075
0.00033745562362285037,277.21802523146511
0.00033794536984955,277.20991116548134
0.00033851596470419121,277.20045795071479
0.00033920745252267862,277.18900236216609
0.00033991147639169837,277.17733965369536
0.00034049408122532225,277.16768877483537
0.00034098298359998849,277.15959038165084
0.00034149920434019786,277.15103977241762
0.00034213572254607303,277.14049699377756
0.00034286009469253328,277.12849963985661
0.00034338033872473534,277.11988351430091
0.00034390058275693739,277.11126770144693
0.00034453176926383294,277.10081497992041
0.00034524612334923665,277.08898552477143
0.00034589652339590241,277.07821564217693
0.00034642366469719063,277.06948714529142
0.00034691338726160892,277.06137852489832
0.00034748396921817766,277.05193142229757
0.00034817544692245916,277.04048316470659
0.00034887945007677134,277.0288281095464
0.00034946202617611589,277.01918376888966
0.0003499509074013063,277.01109082228277
0.00035046712073540006,277.00254572579803
0.00035110363364100855,276.99200969371293
0.00035182798359123546,276.98002030191697
0.00035234820086418493,276.97141008482453
0.0003528684181371344,276.96280018960954
0.00035349959122160939,276.9523543447965
0.00035421394049813979,276.94053251689843
0.00035486432547631607,276.92976977058328
0.00035539144120806703,276.9210472890133
0.00035588114139300809,276.91294424252447
0.00035645171114113793,276.9035034148236
0.00035714317922589875,276.89206269059758
0.00035784716270436317,276.8804154851091
0.00035842971157987711,276.87077783365038
0.00035891857280568912,276.86269046199675
0.00035943477915710304,276.85415102687722
0.00036007128703331357,276.8436219283588
0.0003607956158974348,276.83164069725893
0.00036131580783800235,276.82303652017572
0.0003618359997785699,276.8144326737941
0.00036246716012971856,276.80399388204194
0.00036318150480044137,276.79217989011931
0.00036383187547693325,276.78142445968894
0.00036435896700357109,276.77270812602245
0.00036484864601995284,276.76461077725753
0.00036541920421060553,276.75517638119612
0.00036611066314242796,276.74374338516043
0.00036681462792421385,276.73210421850763
0.00036739715099916829,276.72247340192166
0.00036788599330891437,276.71439172902586
