"time","der_T","der_p"
0.000000,0.000000,0.000000
0.002000,0.000000,0.000000
0.004000,0.000000,0.000000
0.006000,0.000000,0.000000
0.008000,0.000000,0.000000
0.010000,0.000000,0.000000
0.012000,0.000000,0.000000
0.014000,0.000000,0.000000
0.016000,0.000000,0.000000
0.018000,0.000000,0.000000
0.020000,0.000000,0.000000
0.022000,0.000000,0.000000
0.024000,0.000000,0.000000
0.026000,0.000000,0.000000
0.028000,0.000000,0.000000
0.030000,0.000000,0.000000
0.032000,0.000000,0.000000
0.034000,0.000000,0.000000
0.036000,0.000000,0.000000
0.038000,0.000000,0.000000
0.040000,0.000000,0.000000
0.042000,0.000000,0.000000
0.044000,0.000000,0.000000
0.046000,0.000000,0.000000
0.048000,0.000000,0.000000
0.050000,0.000000,0.000000
0.052000,0.000000,0.000000
0.054000,0.000000,0.000000
0.056000,0.000000,0.000000
0.058000,0.000000,0.000000
0.060000,0.000000,0.000000
0.062000,0.000000,0.000000
0.064000,0.000000,0.000000
0.066000,0.000000,0.000000
0.068000,0.000000,0.000000
0.070000,0.000000,0.000000
0.072000,0.000000,0.000000
0.074000,0.000000,0.000000
0.076000,0.000000,0.000000
0.078000,0.000000,0.000000
0.080000,0.000000,0.000000
0.082000,0.000000,0.000000
0.084000,0.000000,0.000000
0.086000,0.000000,0.000000
0.088000,0.000000,0.000000
0.090000,0.000000,0.000000
0.092000,0.000000,0.000000
0.094000,0.000000,0.000000
0.096000,0.000000,0.000000
0.098000,0.000000,0.000000
0.100000,0.000000,0.000000
0.102000,0.000000,0.000000
0.104000,0.000000,0.000000
0.106000,0.000000,0.000000
0.108000,0.000000,0.000000
0.110000,0.000000,0.000000
0.112000,0.000000,0.000000
0.114000,0.000000,0.000000
0.116000,0.000000,0.000000
0.118000,0.000000,0.000000
0.120000,0.000000,0.000000
0.122000,0.000000,0.000000
0.124000,0.000000,0.000000
0.126000,0.000000,0.000000
0.128000,0.000000,0.000000
0.130000,0.000000,0.000000
0.132000,0.000000,0.000000
0.134000,0.000000,0.000000
0.136000,0.000000,0.000000
0.138000,0.000000,0.000000
0.140000,0.000000,0.000000
0.142000,0.000000,0.000000
0.144000,0.000000,0.000000
0.146000,0.000000,0.000000
0.148000,0.000000,0.000000
0.150000,0.000000,0.000000
0.152000,0.000000,0.000000
0.154000,0.000000,0.000000
0.156000,0.000000,0.000000
0.158000,0.000000,0.000000
0.160000,0.000000,0.000000
0.162000,0.000000,0.000000
0.164000,0.000000,0.000000
0.166000,0.000000,0.000000
0.168000,0.000000,0.000000
0.170000,0.000000,0.000000
0.172000,0.000000,0.000000
0.174000,0.000000,0.000000
0.176000,0.000000,0.000000
0.178000,0.000000,0.000000
0.180000,0.000000,0.000000
0.182000,0.000000,0.000000
0.184000,0.000000,0.000000
0.186000,0.000000,0.000000
0.188000,0.000000,0.000000
0.190000,0.000000,0.000000
0.192000,0.000000,0.000000
0.194000,0.000000,0.000000
0.196000,0.000000,0.000000
0.198000,0.000000,0.000000
0.200000,0.000000,0.000000
0.202000,0.000000,0.000000
0.204000,0.000000,0.000000
0.206000,0.000000,0.000000
0.208000,0.000000,0.000000
0.210000,0.000000,0.000000
0.212000,0.000000,0.000000
0.214000,0.000000,0.000000
0.216000,0.000000,0.000000
0.218000,0.000000,0.000000
0.220000,0.000000,0.000000
0.222000,0.000000,0.000000
0.224000,0.000000,0.000000
0.226000,0.000000,0.000000
0.228000,0.000000,0.000000
0.230000,0.000000,0.000000
0.232000,0.000000,0.000000
0.234000,0.000000,0.000000
0.236000,0.000000,0.000000
0.238000,0.000000,0.000000
0.240000,0.000000,0.000000
0.242000,0.000000,0.000000
0.244000,0.000000,0.000000
0.246000,0.000000,0.000000
0.248000,0.000000,0.000000
0.250000,0.000000,0.000000
0.252000,0.000000,0.000000
0.254000,0.000000,0.000000
0.256000,0.000000,0.000000
0.258000,0.000000,0.000000
0.260000,0.000000,0.000000
0.262000,0.000000,0.000000
0.264000,0.000000,0.000000
0.266000,0.000000,0.000000
0.268000,0.000000,0.000000
0.270000,0.000000,0.000000
0.272000,0.000000,0.000000
0.274000,0.000000,0.000000
0.276000,0.000000,0.000000
0.278000,0.000000,0.000000
0.280000,0.000000,0.000000
0.282000,0.000000,0.000000
0.284000,0.000000,0.000000
0.286000,0.000000,0.000000
0.288000,0.000000,0.000000
0.290000,0.000000,0.000000
0.292000,0.000000,0.000000
0.294000,0.000000,0.000000
0.296000,0.000000,0.000000
0.298000,0.000000,0.000000
0.300000,-0.000001,-0.000055
0.302000,-0.113781,-8.975737
0.304000,-0.225722,-17.302216
0.306000,-0.335830,-24.986874
0.308000,-0.444115,-32.037229
0.310000,-0.550587,-38.460801
0.312000,-0.655255,-44.265108
0.314000,-0.758129,-49.457671
0.316000,-0.859217,-54.046007
0.318000,-0.958528,-58.037581
0.320000,-1.056074,-61.440031
0.322000,-1.151863,-64.260812
0.324000,-1.245905,-66.507443
0.326000,-1.338208,-68.187443
0.328000,-1.428783,-69.308330
0.330000,-1.517638,-69.877625
0.332000,-1.604782,-69.902848
0.334000,-1.690227,-69.391520
0.336000,-1.773981,-68.351156
0.338000,-1.856053,-66.789274
0.340000,-1.936453,-64.713392
0.342000,-2.015190,-62.131031
0.344000,-2.092273,-59.049708
0.346000,-2.167711,-55.476999
0.348000,-2.241516,-51.420317
0.350000,-2.313695,-46.887229
0.352000,-2.384258,-41.885254
0.354000,-2.453215,-36.421912
0.356000,-2.520575,-30.504721
0.358000,-2.586347,-24.141199
0.360000,-2.650541,-17.338865
0.362000,-2.713165,-10.105348
0.364000,-2.774231,-2.447953
0.366000,-2.833746,5.625700
0.368000,-2.891733,14.107390
0.370000,-2.948188,22.990268
0.372000,-3.003123,32.266815
0.374000,-3.056545,41.929513
0.376000,-3.108464,51.970692
0.378000,-3.158891,62.383134
0.380000,-3.207833,73.159174
0.382000,-3.255302,84.291294
0.384000,-3.301305,95.771978
0.386000,-3.345853,107.593707
0.388000,-3.388954,119.748964
0.390000,-3.430618,132.230043
0.392000,-3.470856,145.029797
0.394000,-3.509674,158.140527
0.396000,-3.547085,171.554715
0.398000,-3.583096,185.264843
0.400000,-3.617717,199.263393
0.402000,-3.650957,213.542849
0.404000,-3.682826,228.095692
0.406000,-3.713333,242.914182
0.408000,-3.742488,257.991245
0.410000,-3.770300,273.319143
0.412000,-3.796778,288.890360
0.414000,-3.821931,304.697377
0.416000,-3.845770,320.732678
0.418000,-3.868304,336.988745
0.420000,-3.889541,353.457814
0.422000,-3.909491,370.132859
0.424000,-3.928164,387.006118
0.426000,-3.945569,404.070074
0.428000,-3.961715,421.317211
0.430000,-3.976612,438.740011
0.432000,-3.990270,456.330956
0.434000,-4.002696,474.082265
0.436000,-4.013902,491.986948
0.438000,-4.023895,510.037226
0.440000,-4.032687,528.225581
0.442000,-4.040285,546.544496
