    "time",       "y",      "y1",      "y2",      "y3",      "y4",      "y5",      "y6",       "Q",      "QI"
         0,         0,         0,         1,         0,         1,         0,         0,         1,         0
      0.29,         0,         0,         1,         0,         1,         0,         0,         1,         0
       0.3,         0,         0,         1,         0,         1,         0,         0,         0,         1
      0.49,         0,         0,         1,         0,         1,         0,         0,         0,         1
       0.5,         0,         0,         1,         0,         1,         0,         0,         1,         0
      0.79,         0,         0,         1,         0,         1,         0,         0,         1,         0
       0.8,         0,         2,         0,         0,         1,         1,         0,         0,         1
      0.99,         0,         2,         0,         0,         1,         1,         0,         0,         1
         1,         0,         4,         1,         0,         1,         0,         0,         1,         0
      1.29,         0,         4,         1,         0,         1,         0,         0,         1,         0
       1.3,         0,         4,         1,         0,         1,         0,         0,         0,         1
      1.49,         0,         4,         1,         0,         1,         0,         0,         0,         1
       1.5,         0,         4,         1,         0,         1,         0,         0,         1,         0
      1.79,         0,         4,         1,         0,         1,         0,         0,         1,         0
       1.8,         0,         6,         0,         0,         1,         1,         0,         0,         1
      1.99,         0,         6,         0,         0,         1,         1,         0,         0,         1
         2,         1,         8,         1,         0,         1,         0,         0,         1,         0
      2.19,         1,         8,         1,         0,         1,         0,         0,         1,         0
       2.2,         0,         8,         1,         0,         1,         0,         0,         1,         0
      2.29,         0,         8,         1,         0,         1,         0,         0,         1,         0
       2.3,         0,         8,         1,         0,         1,         0,         0,         0,         1
      2.49,         0,         8,         1,         0,         1,         0,         0,         0,         1
       2.5,         0,         8,         1,         0,         1,         0,         0,         1,         0
      2.79,         0,         8,         1,         0,         1,         0,         0,         1,         0
       2.8,         0,        10,         0,         0,         1,         1,         0,         0,         1
      2.99,         0,        10,         0,         0,         1,         1,         0,         0,         1
         3,         1,        12,         1,         0,         1,         0,         1,         1,         0
      3.19,         1,        12,         1,         0,         1,         0,         1,         1,         0
       3.2,         0,        12,         1,         0,         1,         0,         1,         1,         0
      3.29,         0,        12,         1,         0,         1,         0,         1,         1,         0
       3.3,         0,        12,         1,         0,         1,         0,         1,         0,         1
      3.49,         0,        12,         1,         0,         1,         0,         1,         0,         1
       3.5,         0,        12,         1,         0,         1,         0,         1,         1,         0
      3.79,         0,        12,         1,         0,         1,         0,         1,         1,         0
       3.8,         0,        14,         0,         0,         1,         1,         1,         0,         1
      3.99,         0,        14,         0,         0,         1,         1,         1,         0,         1
         4,         1,        16,         1,         0,         1,         0,         0,         1,         0
      4.19,         1,        16,         1,         0,         1,         0,         0,         1,         0
       4.2,         0,        16,         1,         0,         1,         0,         0,         1,         0
      4.29,         0,        16,         1,         0,         1,         0,         0,         1,         0
       4.3,         0,        16,         1,         0,         1,         0,         0,         0,         1
      4.49,         0,        16,         1,         0,         1,         0,         0,         0,         1
       4.5,         0,        16,         1,         0,         1,         0,         0,         1,         0
      4.79,         0,        16,         1,         0,         1,         0,         0,         1,         0
       4.8,         0,        18,         0,         0,         1,         1,         0,         0,         1
      4.99,         0,        18,         0,         0,         1,         1,         0,         0,         1
         5,         1,        20,         1,         0,         1,         0,         0,         1,         0
      5.19,         1,        20,         1,         0,         1,         0,         0,         1,         0
       5.2,         0,        20,         1,         0,         1,         0,         0,         1,         0
      5.29,         0,        20,         1,         0,         1,         0,         0,         1,         0
       5.3,         0,        20,         1,         0,         1,         0,         0,         0,         1
      5.49,         0,        20,         1,         0,         1,         0,         0,         0,         1
       5.5,         0,        20,         1,         0,         1,         0,         0,         1,         0
      5.79,         0,        20,         1,         0,         1,         0,         0,         1,         0
       5.8,         0,        22,         0,         0,         1,         1,         0,         0,         1
      5.99,         0,        22,         0,         0,         1,         1,         0,         0,         1
         6,         1,        24,         1,         0,         1,         0,         0,         1,         0
      6.19,         1,        24,         1,         0,         1,         0,         0,         1,         0
       6.2,         0,        24,         1,         0,         1,         0,         0,         1,         0
      6.29,         0,        24,         1,         0,         1,         0,         0,         1,         0
       6.3,         0,        24,         1,         0,         1,         0,         0,         0,         1
      6.49,         0,        24,         1,         0,         1,         0,         0,         0,         1
       6.5,         0,        24,         1,         0,         1,         0,         0,         1,         0
      6.79,         0,        24,         1,         0,         1,         0,         0,         1,         0
       6.8,         0,        26,         0,         0,         1,         1,         0,         0,         1
      6.99,         0,        26,         0,         0,         1,         1,         0,         0,         1
         7,         1,        28,         1,         0,         1,         0,         0,         1,         0
      7.19,         1,        28,         1,         0,         1,         0,         0,         1,         0
       7.2,         0,        28,         1,         0,         1,         0,         0,         1,         0
      7.29,         0,        28,         1,         0,         1,         0,         0,         1,         0
       7.3,         0,        28,         1,         0,         1,         0,         0,         0,         1
      7.49,         0,        28,         1,         0,         1,         0,         0,         0,         1
       7.5,         0,        28,         1,         0,         1,         0,         0,         1,         0
      7.79,         0,        28,         1,         0,         1,         0,         0,         1,         0
       7.8,         0,        30,         0,         0,         1,         1,         0,         0,         1
      7.99,         0,        30,         0,         0,         1,         1,         0,         0,         1
         8,         1,        32,         1,         0,         1,         0,         1,         1,         0
      8.19,         1,        32,         1,         0,         1,         0,         1,         1,         0
       8.2,         0,        32,         1,         0,         1,         0,         1,         1,         0
      8.29,         0,        32,         1,         0,         1,         0,         1,         1,         0
       8.3,         0,        32,         1,         0,         1,         0,         1,         0,         1
      8.49,         0,        32,         1,         0,         1,         0,         1,         0,         1
       8.5,         0,        32,         1,         0,         1,         0,         1,         1,         0
      8.79,         0,        32,         1,         0,         1,         0,         1,         1,         0
       8.8,         0,        34,         0,         0,         1,         1,         1,         0,         1
      8.99,         0,        34,         0,         0,         1,         1,         1,         0,         1
         9,         1,        36,         1,         0,         1,         0,         0,         1,         0
      9.19,         1,        36,         1,         0,         1,         0,         0,         1,         0
       9.2,         0,        36,         1,         0,         1,         0,         0,         1,         0
      9.29,         0,        36,         1,         0,         1,         0,         0,         1,         0
       9.3,         0,        36,         1,         0,         1,         0,         0,         0,         1
      9.49,         0,        36,         1,         0,         1,         0,         0,         0,         1
       9.5,         0,        36,         1,         0,         1,         0,         0,         1,         0
      9.79,         0,        36,         1,         0,         1,         0,         0,         1,         0
       9.8,         0,        38,         0,         0,         1,         1,         0,         0,         1
      9.99,         0,        38,         0,         0,         1,         1,         0,         0,         1
        10,         1,        40,         1,         0,         1,         0,         0,         1,         0
